Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thalassiothrix longissima,Thalassionema nitzschioides var. nitzschioides,Thalassionema nitzschioides,Thalassionema hirosakiensis,Stephanopyxis turris,Stephanopyxis spp.,Rouxia californica,Rhizosolenia styliformis,Rhizosolenia barboi,Rhabdonema japonicum,Paralia sulcata,Mediaria splendida,Hyalodiscus sp.,Grammatophora spp.,Denticulopsis praedimorpha,Denticulopsis lauta,Denticulopsis hustedtii,Coscinodiscus marginatus,Coscinodiscus elegans,Chaetoceros spp.,Aulacoseira granulata,Actinoptychus senarius,Actinocyclus ingens,Synedra jouseana var.,Synedra jouseana,Stephanogonia hanzawae,Rhizosolenia miocenica,Paralia clavigera,Goniothecium tenue,Diploneis nitescens,Denticulopsis praehyalina,Coscinodiscus symbolophorus,Cocconeis scutellum,Cocconeis pellucida,Rhaphoneis amphiceros,Plagiogramma staurophorum,Diploneis smithii,Denticulopsis hyalina,Actinocyclus ingens  var. nodus,Navicula lyra,Denticulopsis katayamae,Rhizosolenia hebetata,Odontella aurita,Diploneis fusca,Denticulopsis praekatayamae ,Coscinodiscus stellaris,Coscinodiscus oculus-iridis,Cocconeis placentula var. euglypta,Azpeitia endoi,Asteromphalus darwinii,Actinocyclus octonarius,Actinocyclus curvatulus,Thalassionema schraderi,Triceratium condecorum,Thalassiosira temperei,Pseudopodosira elegans,Porosira glacialis,Nitzschia sp. 1,Amphora sp.,Nitzschia rolandii,Thalassiosira antiqua,Hemidiscus cuneiformis,Cocconeis costata,Achnanthes groenlandica,Trochosira spinosa,Thalassiosira singularis,Nitzschia grunowii,Crucidenticula punctata,Asteromphalus robustus,Thalassiosira marujamica,Thalassiosira jacksonii,Neodenticula kamtschatica,Diploneis bombus,Cosmiodiscus insignis,Cocconeis pseudomarginatus,Cocconeis californica,Amphiprora sp.,Rhizosolenia setigera,Thalassiosira zabellinae,Thalassiosira gravida,Melosira albicans,Diploneis interrupta,Delphineis surirella,Delphineis angustata,Cymatosira debyi,Thalassiosira convexa,Pinnularia spp.,Thalassiosira trifulta,Thalassiosira nidulus,Actinocyclus ochotensis,Thalassiosira oestrupii,Nitzschia reinholdii,Nitzschia cylindrica,Coscinodiscus subtilis,Thalassiosira plicata,Bacillaria paradoxa,Thalassiothrix frauenfeldii,Achnanthes lanceolata,Thalassiosira eccentrica,Neodenticula koizumii,Actinocyclus oculatus,Thalassiosira manifesta,Coscinodiscus marginatus (girdles),Coscinodiscus radiatus,Chaetoceros spores,Thalassiosira leptopus,Thalassiosira pacifica,Rossiella tatsunokuchiensis,Denticulopsis dimorpha,Delphineis ischaboensis,Rouxia sp.,Thalassiosira lineata,Cyclotella striata,Cymatotheca weissflogii,Navicula directa,Melosira westii,Cyclotella styroleum,Coscinodiscus obscurus,Nitzschia punctata,Fragilaria construens,Azpeitia nodulifer,Diploneis oculata,Actinocyclus sp.,Thalassiosira sp. g,Neodenticula seminae,Thalassiosira nordenskioeldii,Nitzschia extincta,Cyclotella kutzingiana,Rhaphoneis elegans,Coscinodiscus vetustissimus,Trachyneis aspera,Rhizosolenia bergonii,Rhizosolenia curvirostris,Nitzschia sicula,Thalassionema bacillaris,Stephanodiscus astraea,Eunotia spp.,Diploneis ovalis,Pseudoeunotia doliolus,Calloneis bacillum,Bacterosira fragilis,Thalassiosira lacustris,Navicula spp.,Diploneis suborbicularis,Roperia tesselata,Rhizosolenia imbricata,Rhizosolenia alata,Nitzschia marina,Nitzschia braarudii,Navicula pygmaea,Diploneis weissflogi,Azpeitia tabularis,Asteromphalus flabellatus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N. koiz./N. kamtsch.,              ,127, 797,B, 18,H, 5,  22.00,    164.1200,White    ,Diatoms                                      ,A              ,M                 ,R                        ,                                              ,F                          ,                           ,R                   ,                  ,                  ,                        ,R                  ,                    ,               ,                  ,               ,                  ,                          ,                   ,                       ,C                       ,                     ,                ,                     ,R                     ,                   ,                     ,                ,                      ,                      ,                 ,                  ,                   ,                         ,                           ,                   ,                   ,                     ,                         ,                 ,                     ,                               ,             ,                       ,                     ,                ,               ,                            ,                       ,                           ,                                  ,              ,                      ,                       ,                       ,                       ,                      ,                      ,                      ,                  ,               ,           ,                  ,                     ,                      ,                 ,                       ,                  ,                        ,                  ,                       ,                      ,                        ,                       ,                         ,                ,                     ,                          ,                     ,              ,                     ,R                       ,F                    ,                 ,                    ,                    ,                    ,                ,                     ,               ,                      ,                     ,                       ,                       ,                    ,                    ,                      ,                     ,                   ,                           ,                     ,                        ,                     ,                     ,                       ,F                                 ,R                     ,F                 ,                      ,                      ,                           ,                      ,                       ,          ,                     ,                  ,                       ,                ,               ,                    ,                      ,                  ,                     ,                  ,                 ,                ,                   ,                    ,                             ,                  ,                      ,                  ,                           ,                 ,                     ,                         ,                ,                        ,                      ,            ,                ,                      ,                  ,                    ,                       ,             ,                        ,                 ,                      ,                  ,                ,                   ,                ,                    ,                  ,                         ,from ODP Legs 127&128 Chapter 20 Table 3 p 348-349
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N. koiz./N. kamtsch.,              ,127, 797,B, 18,H, 6,  22.00,    165.6200,White    ,Diatoms                                      ,R              ,M                 ,R                        ,                                              ,R                          ,                           ,R                   ,                  ,                  ,                        ,R                  ,                    ,               ,                  ,               ,                  ,                          ,                   ,                       ,F                       ,                     ,                ,                     ,                      ,                   ,                     ,                ,                      ,                      ,                 ,                  ,                   ,                         ,                           ,                   ,                   ,                     ,                         ,                 ,                     ,                               ,             ,                       ,                     ,                ,               ,                            ,                       ,                           ,                                  ,              ,                      ,                       ,                       ,                       ,                      ,                      ,                      ,                  ,               ,           ,                  ,                     ,                      ,                 ,                       ,                  ,                        ,                  ,                       ,                      ,                        ,                       ,                         ,R               ,                     ,                          ,                     ,              ,                     ,R                       ,F                    ,                 ,                    ,                    ,                    ,                ,R                    ,               ,                      ,                     ,                       ,                       ,                    ,                    ,                      ,                     ,                   ,                           ,                     ,                        ,                     ,                     ,                       ,F                                 ,                      ,                  ,                      ,                      ,                           ,                      ,                       ,          ,                     ,                  ,                       ,                ,               ,                    ,                      ,                  ,                     ,                  ,                 ,                ,                   ,                    ,                             ,                  ,                      ,                  ,                           ,                 ,                     ,                         ,                ,                        ,                      ,            ,                ,                      ,                  ,                    ,                       ,             ,                        ,                 ,                      ,                  ,                ,                   ,                ,                    ,                  ,                         ,from ODP Legs 127&128 Chapter 20 Table 3 p 348-349
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. koiz./N. kamtsch.,              ,127, 797,B, 19,H, 1,  39.00,    166.7900,Koizumi  ,Diatoms                                      ,               ,                  ,4                        ,                                              ,9                          ,                           ,4                   ,                  ,                  ,16                      ,12                 ,2                   ,1              ,                  ,               ,                  ,                          ,                   ,                       ,19                      ,1                    ,27              ,                     ,2                     ,                   ,                     ,                ,                      ,                      ,                 ,                  ,                   ,                         ,                           ,                   ,                   ,                     ,                         ,                 ,                     ,                               ,             ,                       ,1                    ,                ,               ,                            ,                       ,                           ,                                  ,              ,                      ,                       ,                       ,                       ,                      ,                      ,                      ,                  ,               ,           ,                  ,                     ,                      ,                 ,                       ,2                 ,                        ,                  ,                       ,                      ,30                      ,                       ,93                       ,                ,                     ,                          ,                     ,              ,                     ,1                       ,1                    ,                 ,                    ,                    ,                    ,                ,                     ,               ,1                     ,                     ,                       ,                       ,                    ,                    ,                      ,                     ,                   ,                           ,                     ,                        ,                     ,                     ,1                      ,                                  ,                      ,                  ,                      ,                      ,                           ,                      ,                       ,          ,                     ,                  ,                       ,                ,               ,                    ,                      ,                  ,                     ,                  ,                 ,                ,                   ,                    ,                             ,                  ,                      ,                  ,                           ,                 ,                     ,                         ,                ,                        ,                      ,            ,                ,                      ,                  ,                    ,                       ,             ,                        ,                 ,                      ,                  ,                ,                   ,                ,                    ,                  ,                         ,from ODP Legs 127&128 SR Chapter 15 Table 1 p 252-258
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,N. koiz./N. kamtsch.,              ,127, 797,B, 19,H, 5,  39.00,    172.7900,Koizumi  ,Diatoms                                      ,               ,                  ,7                        ,                                              ,3                          ,                           ,1                   ,                  ,                  ,15                      ,16                 ,                    ,2              ,                  ,               ,                  ,                          ,                   ,                       ,27                      ,                     ,14              ,                     ,16                    ,                   ,                     ,                ,                      ,                      ,                 ,                  ,                   ,                         ,                           ,                   ,                   ,                     ,                         ,                 ,                     ,                               ,             ,                       ,                     ,                ,               ,                            ,                       ,                           ,                                  ,              ,                      ,                       ,                       ,                       ,                      ,                      ,                      ,                  ,               ,           ,                  ,                     ,                      ,1                ,                       ,                  ,                        ,                  ,                       ,                      ,                        ,3                      ,109                      ,                ,                     ,                          ,                     ,              ,                     ,                        ,                     ,                 ,                    ,                    ,                    ,                ,                     ,               ,                      ,                     ,                       ,                       ,                    ,                    ,                      ,                     ,                   ,                           ,                     ,                        ,                     ,                     ,                       ,                                  ,                      ,                  ,                      ,                      ,                           ,                      ,                       ,          ,                     ,                  ,                       ,                ,               ,                    ,                      ,                  ,                     ,                  ,                 ,                ,                   ,                    ,                             ,                  ,                      ,                  ,                           ,                 ,                     ,                         ,                ,                        ,                      ,            ,                ,                      ,                  ,                    ,                       ,             ,                        ,                 ,                      ,                  ,                ,                   ,                ,                    ,                  ,                         ,from ODP Legs 127&128 SR Chapter 15 Table 1 p 252-258
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,T. oestrupii      ,              ,127, 797,B, 20,X, 3,  38.00,    179.2800,Koizumi  ,Diatoms                                      ,               ,                  ,8                        ,                                              ,13                         ,                           ,5                   ,1                 ,                  ,7                       ,3                  ,                    ,1              ,                  ,               ,1                 ,                          ,                   ,                       ,42                      ,1                    ,14              ,                     ,6                     ,                   ,                     ,                ,                      ,                      ,                 ,                  ,                   ,                         ,                           ,                   ,                   ,                     ,                         ,                 ,                     ,                               ,             ,                       ,3                    ,                ,               ,                            ,                       ,                           ,                                  ,              ,                      ,                       ,                       ,                       ,                      ,                      ,                      ,                  ,1              ,           ,                  ,2                    ,                      ,                 ,                       ,                  ,                        ,                  ,                       ,                      ,                        ,2                      ,79                       ,                ,                     ,                          ,                     ,              ,                     ,2                       ,1                    ,2                ,                    ,                    ,                    ,1               ,                     ,               ,8                     ,1                    ,                       ,4                      ,                    ,                    ,                      ,                     ,                   ,                           ,                     ,1                       ,3                    ,1                    ,                       ,                                  ,                      ,                  ,                      ,                      ,                           ,                      ,                       ,          ,                     ,                  ,                       ,                ,               ,                    ,                      ,                  ,                     ,                  ,                 ,                ,                   ,                    ,                             ,                  ,                      ,                  ,                           ,                 ,                     ,                         ,                ,                        ,                      ,            ,                ,                      ,                  ,                    ,                       ,             ,                        ,                 ,                      ,                  ,                ,                   ,                ,                    ,                  ,                         ,from ODP Legs 127&128 SR Chapter 15 Table 1 p 252-258
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,T. oestrupii      ,              ,127, 797,B, 21,X, 1,  39.00,    185.8900,Koizumi  ,Diatoms                                      ,               ,                  ,2                        ,                                              ,2                          ,                           ,3                   ,5                 ,                  ,7                       ,4                  ,                    ,1              ,                  ,               ,                  ,                          ,                   ,                       ,11                      ,                     ,7               ,                     ,1                     ,r1                 ,                     ,                ,                      ,                      ,1                ,                  ,                   ,                         ,                           ,                   ,                   ,                     ,                         ,                 ,                     ,                               ,             ,                       ,1                    ,                ,               ,                            ,                       ,                           ,                                  ,              ,                      ,                       ,                       ,                       ,                      ,                      ,                      ,                  ,               ,           ,                  ,                     ,                      ,1                ,                       ,                  ,                        ,                  ,                       ,                      ,25                      ,2                      ,128                      ,                ,                     ,                          ,                     ,              ,                     ,2                       ,                     ,                 ,                    ,                    ,                    ,                ,                     ,               ,1                     ,                     ,                       ,1                      ,                    ,                    ,                      ,                     ,                   ,1                          ,1                    ,                        ,                     ,                     ,                       ,                                  ,                      ,                  ,                      ,                      ,                           ,                      ,                       ,          ,                     ,                  ,                       ,                ,               ,                    ,                      ,                  ,                     ,                  ,                 ,                ,                   ,                    ,                             ,                  ,                      ,                  ,                           ,                 ,                     ,                         ,                ,                        ,                      ,            ,                ,                      ,                  ,                    ,                       ,             ,                        ,                 ,                      ,                  ,                ,                   ,                ,                    ,                  ,                         ,from ODP Legs 127&128 SR Chapter 15 Table 1 p 252-258
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,T. oestrupii      ,              ,127, 797,B, 21,X, 5,  39.00,    191.8900,Koizumi  ,Diatoms                                      ,               ,                  ,4                        ,10                                            ,17                         ,                           ,                    ,1                 ,                  ,4                       ,32                 ,1                   ,2              ,                  ,               ,1                 ,                          ,                   ,                       ,11                      ,                     ,12              ,                     ,2                     ,r1                 ,                     ,                ,                      ,                      ,                 ,                  ,                   ,                         ,                           ,                   ,                   ,                     ,                         ,                 ,                     ,                               ,1            ,                       ,1                    ,                ,               ,                            ,                       ,1                          ,                                  ,              ,                      ,2                      ,                       ,                       ,                      ,                      ,                      ,                  ,1              ,           ,                  ,                     ,                      ,                 ,                       ,                  ,                        ,                  ,                       ,                      ,14                      ,6                      ,82                       ,                ,                     ,                          ,                     ,              ,                     ,                        ,                     ,                 ,                    ,                    ,                    ,                ,                     ,               ,1                     ,                     ,2                      ,3                      ,                    ,                    ,                      ,1                    ,1                  ,                           ,                     ,                        ,                     ,                     ,                       ,                                  ,                      ,                  ,                      ,                      ,                           ,                      ,                       ,          ,                     ,                  ,                       ,                ,               ,                    ,                      ,                  ,                     ,                  ,                 ,                ,                   ,                    ,                             ,                  ,                      ,                  ,                           ,                 ,                     ,                         ,                ,                        ,                      ,            ,                ,                      ,                  ,                    ,                       ,             ,                        ,                 ,                      ,                  ,                ,                   ,                ,                    ,                  ,                         ,from ODP Legs 127&128 SR Chapter 15 Table 1 p 252-258
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,T. oestrupii      ,              ,127, 797,B, 22,X, 4,  38.00,    200.0800,Koizumi  ,Diatoms                                      ,               ,                  ,7                        ,1                                             ,16                         ,                           ,6                   ,4                 ,                  ,14                      ,16                 ,                    ,               ,                  ,               ,                  ,                          ,                   ,                       ,35                      ,                     ,12              ,                     ,2                     ,                   ,                     ,                ,                      ,                      ,                 ,                  ,                   ,                         ,                           ,                   ,                   ,                     ,                         ,                 ,                     ,                               ,             ,                       ,4                    ,                ,               ,                            ,                       ,1                          ,                                  ,              ,                      ,                       ,                       ,                       ,                      ,1                     ,                      ,                  ,               ,           ,1                 ,                     ,                      ,                 ,1                      ,                  ,                        ,                  ,                       ,2                     ,8                       ,8                      ,64                       ,                ,                     ,                          ,                     ,              ,                     ,                        ,1                    ,                 ,                    ,1                   ,                    ,                ,                     ,               ,1                     ,2                    ,1                      ,1                      ,1                   ,1                   ,1                     ,                     ,                   ,                           ,                     ,                        ,                     ,                     ,                       ,                                  ,                      ,                  ,                      ,                      ,                           ,                      ,                       ,          ,                     ,                  ,                       ,                ,               ,                    ,                      ,                  ,                     ,                  ,                 ,                ,                   ,                    ,                             ,                  ,                      ,                  ,                           ,                 ,                     ,                         ,                ,                        ,                      ,            ,                ,                      ,                  ,                    ,                       ,             ,                        ,                 ,                      ,                  ,                ,                   ,                ,                    ,                  ,                         ,from ODP Legs 127&128 SR Chapter 15 Table 1 p 252-258
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,T. oestrupii      ,              ,127, 797,B, 23,X, 2,  40.00,    206.7000,Koizumi  ,Diatoms                                      ,               ,                  ,11                       ,                                              ,5                          ,                           ,16                  ,6                 ,                  ,37                      ,                   ,                    ,1              ,                  ,               ,2                 ,                          ,                   ,                       ,12                      ,                     ,18              ,                     ,8                     ,                   ,                     ,                ,                      ,                      ,                 ,                  ,                   ,                         ,                           ,1                  ,                   ,                     ,                         ,                 ,                     ,                               ,             ,                       ,1                    ,                ,               ,                            ,1                      ,                           ,                                  ,              ,                      ,                       ,                       ,                       ,                      ,3                     ,                      ,                  ,               ,           ,1                 ,                     ,                      ,                 ,                       ,                  ,                        ,                  ,                       ,                      ,4                       ,11                     ,73                       ,                ,                     ,                          ,                     ,              ,1                    ,                        ,                     ,                 ,                    ,                    ,                    ,                ,                     ,               ,2                     ,2                    ,1                      ,                       ,                    ,                    ,                      ,                     ,                   ,                           ,                     ,                        ,                     ,                     ,                       ,                                  ,                      ,                  ,                      ,                      ,                           ,                      ,                       ,          ,                     ,                  ,                       ,                ,               ,                    ,                      ,                  ,                     ,                  ,                 ,                ,                   ,                    ,                             ,                  ,                      ,                  ,                           ,                 ,                     ,                         ,                ,                        ,                      ,            ,                ,                      ,                  ,                    ,                       ,             ,                        ,                 ,                      ,                  ,                ,                   ,                ,                    ,                  ,                         ,from ODP Legs 127&128 SR Chapter 15 Table 1 p 252-258
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. kamtschatica   ,              ,127, 797,B, 23,X, 6,  40.00,    212.7000,Koizumi  ,Diatoms                                      ,               ,                  ,14                       ,                                              ,8                          ,                           ,4                   ,                  ,                  ,37                      ,4                  ,                    ,1              ,                  ,               ,1                 ,                          ,                   ,                       ,44                      ,                     ,19              ,1                    ,12                    ,                   ,                     ,                ,                      ,                      ,                 ,                  ,                   ,                         ,                           ,                   ,                   ,                     ,1                        ,                 ,                     ,                               ,             ,                       ,                     ,                ,               ,                            ,1                      ,2                          ,                                  ,              ,                      ,                       ,                       ,                       ,                      ,1                     ,                      ,                  ,1              ,           ,1                 ,1                    ,                      ,1                ,                       ,                  ,                        ,                  ,                       ,                      ,3                       ,12                     ,43                       ,                ,                     ,                          ,2                    ,              ,2                    ,                        ,                     ,                 ,                    ,                    ,1                   ,                ,1                    ,1              ,                      ,                     ,                       ,                       ,                    ,                    ,                      ,                     ,                   ,                           ,                     ,                        ,                     ,                     ,                       ,                                  ,                      ,                  ,                      ,                      ,                           ,                      ,                       ,          ,                     ,                  ,                       ,                ,               ,                    ,                      ,                  ,                     ,                  ,                 ,                ,                   ,                    ,                             ,                  ,                      ,                  ,                           ,                 ,                     ,                         ,                ,                        ,                      ,            ,                ,                      ,                  ,                    ,                       ,             ,                        ,                 ,                      ,                  ,                ,                   ,                ,                    ,                  ,                         ,from ODP Legs 127&128 SR Chapter 15 Table 1 p 252-258
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. kamtschatica   ,              ,127, 797,B, 24,X, 4,  39.00,    219.1900,Koizumi  ,Diatoms                                      ,               ,                  ,5                        ,1                                             ,15                         ,                           ,                    ,                  ,                  ,16                      ,1                  ,                    ,1              ,                  ,               ,                  ,                          ,                   ,r1                     ,115                     ,                     ,21              ,                     ,2                     ,                   ,                     ,                ,                      ,                      ,                 ,                  ,                   ,                         ,1                          ,1                  ,1                  ,                     ,                         ,                 ,                     ,                               ,             ,                       ,                     ,2               ,               ,                            ,                       ,                           ,                                  ,              ,                      ,                       ,                       ,                       ,                      ,                      ,                      ,                  ,               ,           ,3                 ,                     ,                      ,                 ,                       ,3                 ,                        ,                  ,                       ,                      ,7                       ,1                      ,17                       ,                ,                     ,                          ,                     ,              ,                     ,1                       ,1                    ,1                ,1                   ,1                   ,1                   ,1               ,                     ,               ,                      ,                     ,                       ,                       ,                    ,                    ,                      ,                     ,                   ,                           ,                     ,                        ,                     ,                     ,                       ,                                  ,                      ,                  ,                      ,                      ,                           ,                      ,                       ,          ,                     ,                  ,                       ,                ,               ,                    ,                      ,                  ,                     ,                  ,                 ,                ,                   ,                    ,                             ,                  ,                      ,                  ,                           ,                 ,                     ,                         ,                ,                        ,                      ,            ,                ,                      ,                  ,                    ,                       ,             ,                        ,                 ,                      ,                  ,                ,                   ,                ,                    ,                  ,                         ,from ODP Legs 127&128 SR Chapter 15 Table 1 p 252-258
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. kamtschatica   ,              ,127, 797,B, 24,X, 7,  39.00,    223.6900,Koizumi  ,Diatoms                                      ,               ,                  ,9                        ,1                                             ,10                         ,                           ,1                   ,                  ,                  ,2                       ,                   ,                    ,               ,                  ,               ,                  ,                          ,                   ,                       ,163                     ,                     ,10              ,1                    ,5                     ,                   ,                     ,                ,                      ,                      ,                 ,                  ,                   ,                         ,                           ,                   ,                   ,                     ,                         ,                 ,                     ,                               ,             ,                       ,2                    ,                ,               ,                            ,                       ,                           ,                                  ,              ,                      ,                       ,                       ,                       ,                      ,1                     ,                      ,                  ,               ,           ,1                 ,                     ,                      ,                 ,                       ,                  ,                        ,                  ,                       ,                      ,2                       ,                       ,                         ,                ,                     ,                          ,                     ,              ,1                    ,                        ,                     ,                 ,                    ,                    ,                    ,                ,                     ,               ,                      ,                     ,                       ,                       ,                    ,                    ,                      ,                     ,                   ,                           ,                     ,                        ,                     ,                     ,                       ,                                  ,                      ,                  ,                      ,                      ,                           ,                      ,                       ,          ,                     ,                  ,                       ,                ,               ,                    ,                      ,                  ,                     ,                  ,                 ,                ,                   ,                    ,                             ,                  ,                      ,                  ,                           ,                 ,                     ,                         ,                ,                        ,                      ,            ,                ,                      ,                  ,                    ,                       ,             ,                        ,                 ,                      ,                  ,                ,                   ,                ,                    ,                  ,                         ,from ODP Legs 127&128 SR Chapter 15 Table 1 p 252-258
