Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Sphenolithus radians,Sphenolithus pseudoradians,Sphenolithus moriformis,Sphenolithus furcatolithoides,Reticulofenestra umbilica,Reticulofenestra samodurovii,Pedinocyclus larvalis,Lanternithus minutus,Holococcolith type A,Helicosphaera reticulata,Helicosphaera compacta,Hayella situliformis,Ericsonia subdisticha,Ericsonia formosa,Discoaster tanii,Discoaster saipanensis,Discoaster nodifer,Discoaster barbadiensis,Dictyococcites scrippsae,Dictyococcites bisectus,Cyclicargolithus floridanus,Cribrocentrum reticulatum,Coronocyclus nitescens,Coccolithus sp.1,Coccolithus pelagicus,Coccolithus eopelagicus,Chiasmolithus titus,Calcidiscus protoannulus,Calcidiscus kingii,Bramletteius serraculoides,Braarudosphaera bigelowii,Pontosphaera segmenta,Isthmolithus recurvus,Hayaster perplexus,Discoaster deflandrei,Ericsonia obruta,Micrantholithus flos,Sphenolithus predistentus,Peritrachelina joidesa,Helicosphaera euphratis,Sphenolithus aff. distentus,Discoaster adamanteus,Micrantholithus altus,Cyclicargolithus abisectus,Sphenolithus distentus,Coccolithus miopelagicus,Triquetrorhabdulus carinatus,Sphenolithus ciperoensis,Sphenolithus aff. ciperoensis,Cruciplacolithus tarquinius,Triquetrorhabdulus milowii,Helicosphaera intermedia,Catinaster umbrellus,Sphenolithus dissimilis,Crassidiscus backmanii,Sphenolithus conicus,Reticulofenestra daviesii,Discoaster asymmetricus,Cyclicargolithus abisectus (> 10 microns),Cyclicargolithus abisectus (< 10 microns),Clausicoccus fenestratus,Pontosphaera spp.,Sphenolithus delphix,Discoaster undefined 6-ray m.,Sphenolithus calyculus,Helicosphaera spp.,Sphenolithus capricornutus,Reticulofenestrid taxa,Geminilithella rotula,Sphenolithus heteromorphus,Dictyococcites spp.,Coccolithus radiatus,Thoracosphaera spp.,Sphenolithus belemnos,Discoaster druggii,Calcidiscus leptoporus,Triquetrorhabdulus backmanii,Sphenolithus dissimilis/belemnos,Syracosphaera spp.,Helicosphaera ampliaperta,Discoaster undefined 6-ray b.,Discoaster undefined 6-ray,Sphenolithus milanettii,Discoaster moorei,Discoaster signus-tuberi,Scyphosphaera spp.,Calcidiscus premacintyrei,Sphenolith (unspecified taxon or taxa),Triquetrorhabdulus rugosus/rioensis,Helicosphaera sellii,Catinaster spp.,Discoaster kugleri,Discoaster undefined 5-ray,Discoaster neohamatus,Discoaster hamatus,Discoaster prepentaradiatus,Minylitha convallis,Discoaster tamalis,Calcidiscus macintyrei,Umbilicosphaera spp.,Discoaster triradiatus,Discoaster bellus,Discoaster quinqueramus/berggrenii,Discoaster pentaradiatus,Discoaster sp. 2,Rhabdosphaera spp.,Amaurolithus primus,Ceratolithus rugosus,Discoaster variabilis,Discoaster brouweri,Amaurolithus amplificus,Discoaster sp. 1,Discoaster intercalaris,Ceratolithus acutus,Amaurolithus tricorniculatus,Reticulofenestra pseudoumbilicus,Gephyrocapsa oceanica s.l.,Discoaster tristellifer,Pseudoemiliania lacunosa,Discoaster decorus,Ceratolithus armatus,Discoaster surculus,Ceratolithus cristatus,Gephyrocapsa (small),Gephyrocapsa sp. 3,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP16a-b           ,              ,115, 707,A, 22,X, 5,  65.00,    199.7500,Okada    ,Nannofossils                                 ,A              ,M                 ,F                      ,                    ,1.0%                      ,14.0%                  ,                             ,F                        ,                            ,F                    ,                    ,1.0%                ,F                       ,F                     ,2.0%                ,1.0%                 ,F                ,1.0%            ,                      ,                  ,                       ,4.0%                    ,27.0%                  ,16.0%                      ,                         ,F                     ,F               ,17.0%                ,R                      ,F                  ,                        ,F                 ,5.0%                      ,F                        ,F                    ,R                    ,                  ,2.0%                 ,                ,R                   ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,                        ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,                       ,                                         ,                                         ,                        ,                 ,                    ,                             ,                      ,                  ,                          ,                      ,                     ,                          ,                   ,                    ,                   ,                     ,                  ,                      ,                            ,                                ,                  ,                         ,                             ,                          ,                       ,                 ,                        ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 14. Table 4. pages 136-137.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP16a-b           ,              ,115, 707,A, 22,X, 6,  10.00,    200.7000,Okada    ,Nannofossils                                 ,A              ,M                 ,1.0%                   ,                    ,F                         ,3.0%                   ,                             ,1.0%                     ,                            ,F                    ,R                   ,1.0%                ,F                       ,F                     ,1.0%                ,F                    ,F                ,2.0%            ,                      ,                  ,                       ,2.0%                    ,17.0%                  ,39.0%                      ,                         ,F                     ,2.0%            ,15.0%                ,R                      ,F                  ,                        ,F                 ,9.0%                      ,1.0%                     ,F                    ,                     ,                  ,1.0%                 ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,                        ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,                       ,                                         ,                                         ,                        ,                 ,                    ,                             ,                      ,                  ,                          ,                      ,                     ,                          ,                   ,                    ,                   ,                     ,                  ,                      ,                            ,                                ,                  ,                         ,                             ,                          ,                       ,                 ,                        ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 14. Table 4. pages 136-137.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP16a-b           ,              ,115, 707,A, 22,X, 6,  65.00,    201.2500,Okada    ,Nannofossils                                 ,A              ,M                 ,1.0%                   ,                    ,F                         ,2.0%                   ,                             ,2.0%                     ,F                           ,1.0%                 ,                    ,3.0%                ,F                       ,F                     ,1.0%                ,2.0%                 ,F                ,1.0%            ,                      ,                  ,                       ,2.0%                    ,14.0%                  ,37.0%                      ,                         ,F                     ,F               ,17.0%                ,R                      ,F                  ,                        ,1.0%              ,8.0%                      ,F                        ,F                    ,                     ,R                 ,F                    ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,                        ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,                       ,                                         ,                                         ,                        ,                 ,                    ,                             ,                      ,                  ,                          ,                      ,                     ,                          ,                   ,                    ,                   ,                     ,                  ,                      ,                            ,                                ,                  ,                         ,                             ,                          ,                       ,                 ,                        ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 14. Table 4. pages 136-137.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15b             ,              ,115, 707,A, 22,X, 7,   5.00,    202.1500,Okada    ,Nannofossils                                 ,A              ,M                 ,1.0%                   ,                    ,1.0%                      ,1.0%                   ,                             ,5.0%                     ,F                           ,F                    ,                    ,2.0%                ,F                       ,F                     ,2.0%                ,F                    ,F                ,2.0%            ,F                     ,R                 ,                       ,1.0%                    ,17.0%                  ,25.0%                      ,                         ,F                     ,1.0%            ,22.0%                ,                       ,F                  ,                        ,1.0%              ,8.0%                      ,                         ,F                    ,R                    ,R                 ,F                    ,R               ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,                        ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,                       ,                                         ,                                         ,                        ,                 ,                    ,                             ,                      ,                  ,                          ,                      ,                     ,                          ,                   ,                    ,                   ,                     ,                  ,                      ,                            ,                                ,                  ,                         ,                             ,                          ,                       ,                 ,                        ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 14. Table 4. pages 136-137.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15b             ,              ,115, 707,A, 23,X, 1,   1.00,    202.7100,Okada    ,Nannofossils                                 ,A              ,M                 ,2.0%                   ,                    ,F                         ,1.0%                   ,                             ,25.0%                    ,7.0%                        ,F                    ,                    ,4.0%                ,R                       ,R                     ,F                   ,                     ,2.0%             ,3.0%            ,2.0%                  ,R                 ,5.0%                   ,1.0%                    ,8.0%                   ,4.0%                       ,                         ,F                     ,2.0%            ,20.0%                ,                       ,F                  ,                        ,F                 ,4.0%                      ,R                        ,F                    ,R                    ,R                 ,F                    ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,                        ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,                       ,                                         ,                                         ,                        ,                 ,                    ,                             ,                      ,                  ,                          ,                      ,                     ,                          ,                   ,                    ,                   ,                     ,                  ,                      ,                            ,                                ,                  ,                         ,                             ,                          ,                       ,                 ,                        ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 14. Table 4. pages 136-137.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15b             ,              ,115, 707,A, 23,X, 1,  35.00,    203.0500,Okada    ,Nannofossils                                 ,A              ,M                 ,3.0%                   ,                    ,F                         ,4.0%                   ,                             ,14.0%                    ,6.0%                        ,1.0%                 ,                    ,3.0%                ,R                       ,R                     ,F                   ,                     ,3.0%             ,F               ,8.0%                  ,R                 ,7.0%                   ,1.0%                    ,5.0%                   ,7.0%                       ,                         ,F                     ,1.0%            ,20.0%                ,F                      ,F                  ,                        ,F                 ,4.0%                      ,R                        ,                     ,R                    ,                  ,                     ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,                        ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,                       ,                                         ,                                         ,                        ,                 ,                    ,                             ,                      ,                  ,                          ,                      ,                     ,                          ,                   ,                    ,                   ,                     ,                  ,                      ,                            ,                                ,                  ,                         ,                             ,                          ,                       ,                 ,                        ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 14. Table 4. pages 136-137.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15b             ,              ,115, 707,A, 23,X, 1,  65.00,    203.3500,Okada    ,Nannofossils                                 ,A              ,M                 ,3.0%                   ,                    ,1.0%                      ,7.0%                   ,                             ,18.0%                    ,9.0%                        ,F                    ,                    ,2.0%                ,R                       ,R                     ,1.0%                ,                     ,5.0%             ,2.0%            ,2.0%                  ,                  ,4.0%                   ,F                       ,F                      ,2.0%                       ,                         ,1.0%                  ,1.0%            ,20.0%                ,                       ,F                  ,                        ,F                 ,11.0%                     ,                         ,R                    ,                     ,                  ,                     ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,                        ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,                       ,                                         ,                                         ,                        ,                 ,                    ,                             ,                      ,                  ,                          ,                      ,                     ,                          ,                   ,                    ,                   ,                     ,                  ,                      ,                            ,                                ,                  ,                         ,                             ,                          ,                       ,                 ,                        ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 14. Table 4. pages 136-137.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15b             ,              ,115, 707,A, 23,X, 1, 100.00,    203.7000,Okada    ,Nannofossils                                 ,A              ,M                 ,2.0%                   ,                    ,F                         ,7.0%                   ,                             ,20.0%                    ,3.0%                        ,R                    ,                    ,1.0%                ,R                       ,F                     ,3.0%                ,R                    ,5.0%             ,F               ,7.0%                  ,                  ,8.0%                   ,F                       ,1.0%                   ,1.0%                       ,                         ,R                     ,1.0%            ,21.0%                ,                       ,F                  ,                        ,F                 ,5.0%                      ,                         ,                     ,R                    ,                  ,                     ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,                        ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,                       ,                                         ,                                         ,                        ,                 ,                    ,                             ,                      ,                  ,                          ,                      ,                     ,                          ,                   ,                    ,                   ,                     ,                  ,                      ,                            ,                                ,                  ,                         ,                             ,                          ,                       ,                 ,                        ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 14. Table 4. pages 136-137.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15b             ,              ,115, 707,A, 23,X, 1, 150.00,    204.2000,Okada    ,Nannofossils                                 ,A              ,M                 ,1.0%                   ,                    ,F                         ,5.0%                   ,                             ,8.0%                     ,1.0%                        ,F                    ,                    ,1.0%                ,                        ,R                     ,2.0%                ,                     ,7.0%             ,F               ,10.0%                 ,                  ,10.0%                  ,1.0%                    ,1.0%                   ,9.0%                       ,R                        ,R                     ,1.0%            ,21.0%                ,R                      ,1.0%               ,R                       ,F                 ,6.0%                      ,R                        ,                     ,                     ,                  ,                     ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,                        ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,                       ,                                         ,                                         ,                        ,                 ,                    ,                             ,                      ,                  ,                          ,                      ,                     ,                          ,                   ,                    ,                   ,                     ,                  ,                      ,                            ,                                ,                  ,                         ,                             ,                          ,                       ,                 ,                        ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 14. Table 4. pages 136-137.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15b             ,              ,115, 707,A, 23,X, 2,  65.00,    204.8500,Okada    ,Nannofossils                                 ,A              ,M                 ,3.0%                   ,                    ,F                         ,3.0%                   ,                             ,7.0%                     ,2.0%                        ,F                    ,                    ,2.0%                ,                        ,R                     ,2.0%                ,R                    ,6.0%             ,1.0%            ,11.0%                 ,                  ,5.0%                   ,1.0%                    ,2.0%                   ,11.0%                      ,4.0%                     ,R                     ,F               ,23.0%                ,F                      ,1.0%               ,                        ,R                 ,6.0%                      ,                         ,R                    ,R                    ,                  ,                     ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,                        ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,                       ,                                         ,                                         ,                        ,                 ,                    ,                             ,                      ,                  ,                          ,                      ,                     ,                          ,                   ,                    ,                   ,                     ,                  ,                      ,                            ,                                ,                  ,                         ,                             ,                          ,                       ,                 ,                        ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 14. Table 4. pages 136-137.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15b             ,              ,115, 707,A, 23,X, 3,  65.00,    206.3500,Okada    ,Nannofossils                                 ,A              ,M                 ,4.0%                   ,                    ,F                         ,3.0%                   ,                             ,4.0%                     ,1.0%                        ,F                    ,                    ,1.0%                ,R                       ,R                     ,F                   ,                     ,2.0%             ,2.0%            ,9.0%                  ,                  ,8.0%                   ,1.0%                    ,1.0%                   ,14.0%                      ,12.0%                    ,R                     ,F               ,21.0%                ,R                      ,F                  ,                        ,R                 ,5.0%                      ,                         ,                     ,                     ,                  ,                     ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,                        ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,                       ,                                         ,                                         ,                        ,                 ,                    ,                             ,                      ,                  ,                          ,                      ,                     ,                          ,                   ,                    ,                   ,                     ,                  ,                      ,                            ,                                ,                  ,                         ,                             ,                          ,                       ,                 ,                        ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 14. Table 4. pages 136-137.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15b             ,              ,115, 707,A, 23,X, 4,  65.00,    207.8500,Okada    ,Nannofossils                                 ,A              ,M                 ,3.0%                   ,                    ,F                         ,2.0%                   ,                             ,R                        ,R                           ,1.0%                 ,F                   ,F                   ,R                       ,R                     ,R                   ,                     ,3.0%             ,1.0%            ,2.0%                  ,                  ,3.0%                   ,                        ,                       ,27.0%                      ,22.0%                    ,                      ,F               ,20.0%                ,R                      ,R                  ,                        ,R                 ,10.0%                     ,R                        ,                     ,                     ,R                 ,                     ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,                        ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,                       ,                                         ,                                         ,                        ,                 ,                    ,                             ,                      ,                  ,                          ,                      ,                     ,                          ,                   ,                    ,                   ,                     ,                  ,                      ,                            ,                                ,                  ,                         ,                             ,                          ,                       ,                 ,                        ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 14. Table 4. pages 136-137.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15b             ,              ,115, 707,A, 23,X, 5,  65.00,    209.3500,Okada    ,Nannofossils                                 ,A              ,M                 ,3.0%                   ,                    ,F                         ,1.0%                   ,                             ,R                        ,                            ,1.0%                 ,                    ,1.0%                ,R                       ,R                     ,F                   ,                     ,2.0%             ,F               ,4.0%                  ,                  ,3.0%                   ,2.0%                    ,7.0%                   ,13.0%                      ,25.0%                    ,                      ,F               ,21.0%                ,R                      ,R                  ,                        ,F                 ,10.0%                     ,                         ,                     ,                     ,                  ,                     ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,                        ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,                       ,                                         ,                                         ,                        ,                 ,                    ,                             ,                      ,                  ,                          ,                      ,                     ,                          ,                   ,                    ,                   ,                     ,                  ,                      ,                            ,                                ,                  ,                         ,                             ,                          ,                       ,                 ,                        ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 14. Table 4. pages 136-137.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15b             ,              ,115, 707,A, 23,X, 6,  65.00,    210.8500,Okada    ,Nannofossils                                 ,A              ,M                 ,2.0%                   ,                    ,1.0%                      ,2.0%                   ,                             ,R                        ,                            ,F                    ,                    ,1.0%                ,R                       ,R                     ,1.0%                ,                     ,3.0%             ,1.0%            ,11.0%                 ,R                 ,5.0%                   ,4.0%                    ,15.0%                  ,11.0%                      ,16.0%                    ,                      ,1.0%            ,13.0%                ,F                      ,R                  ,                        ,F                 ,5.0%                      ,                         ,R                    ,R                    ,                  ,                     ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,                        ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,                       ,                                         ,                                         ,                        ,                 ,                    ,                             ,                      ,                  ,                          ,                      ,                     ,                          ,                   ,                    ,                   ,                     ,                  ,                      ,                            ,                                ,                  ,                         ,                             ,                          ,                       ,                 ,                        ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 14. Table 4. pages 136-137.
