Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Sphenolithus moriformis,Reticulofenestra umbilica,Reticulofenestra pseudogammation,Reticulofenestra hillae,Neococcolithes dubius,Ericsonia formosa,Discoaster tanii nodifer,Coccolithus pelagicus,Chiasmolithus solitus,Chiasmolithus expansus,Nannotetrina cristata,Discoaster barbadiensis,Coccolithus eopelagicus,Chiasmolithus grandis,Reticulofenestra samodurovii,Reticulofenestra hampdenensis,Reticulofenestra floridana,Reticulofenestra reticulata,Reticulofenestra hesslandii,Lanternithus minutus,Reticulofenestra oamaruensis,Discoaster tanii,Markalius inversus,Discoaster strictus,Blackites tenuis,Pseudotriquetrorhabdulus inversus,Reticulofenestra onusta,Discoaster sp. (overgrown),Discoaster distinctus,Coccolithus formosus,Blackites spinosus,Sphenolithus (all Sphenolithus taxa),Helicosphaerid (all Helicosphaerid taxa),Discoaster (all Discoaster taxa),Chiasmoliths (all Chiasmolith taxa),Reticulofenestra daviesii,Braarudosphaera bigelowii,Pontosphaera sp.,Discoaster saipanensis,Helicosphaera compacta,Chiasmolithus titus,Discoaster binodosus,Chiasmolithus altus,Clausicoccus fenestratus,Chiasmolithus oamaruensis,Scampanella sp.,Pontosphaera versa,Reticulofenestra bisecta,Helicopontosphaera reticulata,Reticulofenestra abisecta,Markalius apertus,Isthmolithus recurvus,Cyclicargolithus floridanus,Clausicoccus subdistichus,Discoaster deflandrei,Cyclicargolithus abisectus,Coccolithus pelagicus floralis,Reticulofenestra gelida,Reticulofenestra pseudoumbilica,Discoaster sp.,Helicosphaera sp.,Calcidiscus leptoporus,Reticulofenestra producta,Reticulofenestra perplexa,Calcidiscus macintyrei,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,NP19/20           ,NP22          ,120, 748,B, 14,H,CC,  11.00,    123.4300,Aubry    ,Nannofossils                                 ,A              ,M                 ,C                      ,                       ,C                        ,                                ,C                      ,                     ,                 ,                        ,R                    ,                     ,                      ,                     ,                       ,                       ,                     ,A                           ,C                            ,R                         ,                           ,                           ,                    ,                            ,                ,                  ,                   ,F               ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,C                  ,                        ,C                        ,               ,                  ,                        ,                             ,C                        ,                 ,C                    ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,B. spinosus       ,              ,120, 748,B, 15,H, 1,  10.00,    123.7000,Wei      ,Nannofossils                                 ,V              ,M                 ,A                      ,R                      ,A                        ,                                ,                       ,                     ,                 ,                        ,V                    ,                     ,                      ,                     ,                       ,                       ,                     ,A                           ,                             ,                          ,                           ,                           ,                    ,R                           ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,R                 ,.0%                                 ,.0%                                     ,.0%                             ,.0%                                ,A                        ,                         ,                ,                      ,                      ,                   ,                    ,                   ,                        ,                         ,               ,                  ,F                       ,                             ,                         ,                 ,A                    ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,NP19/20           ,NP22          ,120, 748,B, 15,H, 1,  65.00,    124.2500,Aubry    ,Nannofossils                                 ,A              ,M                 ,C                      ,F                      ,R                        ,                                ,C                      ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,C                           ,R                            ,C                         ,                           ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,F                  ,                        ,F                        ,               ,                  ,                        ,                             ,C                        ,                 ,C                    ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,B. spinosus       ,              ,120, 748,B, 15,H, 2,  10.00,    125.2000,Wei      ,Nannofossils                                 ,V              ,M                 ,F                      ,R                      ,A                        ,                                ,                       ,                     ,                 ,                        ,V                    ,                     ,                      ,                     ,                       ,                       ,                     ,V                           ,                             ,                          ,                           ,                           ,                    ,R                           ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,R                 ,.0%                                 ,.0%                                     ,.0%                             ,1.2%                               ,A                        ,                         ,                ,                      ,                      ,                   ,                    ,R                  ,                        ,                         ,               ,                  ,C                       ,                             ,                         ,                 ,C                    ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,NP19/20           ,NP22          ,120, 748,B, 15,H, 2,  65.00,    125.7500,Aubry    ,Nannofossils                                 ,A              ,M                 ,C                      ,F                      ,R                        ,                                ,A                      ,                     ,                 ,                        ,F                    ,                     ,                      ,                     ,                       ,                       ,                     ,A                           ,A                            ,F                         ,                           ,                           ,                    ,                            ,                ,                  ,                   ,R               ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,F                  ,                        ,F                        ,               ,                  ,                        ,                             ,R                        ,                 ,C                    ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,I. recurvus(Wei92),              ,120, 748,B, 15,H, 3,  10.00,    126.7000,Wei      ,Nannofossils                                 ,V              ,M                 ,F                      ,R                      ,A                        ,                                ,                       ,                     ,                 ,                        ,V                    ,                     ,                      ,                     ,                       ,                       ,                     ,A                           ,                             ,                          ,                           ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,V                        ,                         ,                ,                      ,                      ,                   ,                    ,C                  ,                        ,                         ,               ,                  ,C                       ,                             ,                         ,                 ,C                    ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,Early Oligocene  ,NP19/20           ,NP22          ,120, 748,B, 15,H, 3,  65.00,    127.2500,Aubry    ,Nannofossils                                 ,A              ,M                 ,C                      ,F                      ,C                        ,                                ,C                      ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,C                           ,C                            ,C                         ,                           ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,F                  ,                        ,R                        ,               ,                  ,                        ,                             ,C                        ,                 ,F                    ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,C. oamaruensis    ,              ,120, 748,B, 15,H, 4,  10.00,    128.2000,Wei      ,Nannofossils                                 ,V              ,M                 ,A                      ,                       ,A                        ,                                ,                       ,                     ,                 ,                        ,A                    ,                     ,                      ,                     ,                       ,                       ,                     ,A                           ,                             ,                          ,                           ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,.0%                                 ,.0%                                     ,.0%                             ,34.8%                              ,A                        ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,R                        ,               ,                  ,A                       ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,              ,120, 748,B, 15,H, 4,  65.00,    128.7500,Aubry    ,Nannofossils                                 ,A              ,M                 ,F                      ,                       ,R                        ,                                ,C                      ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,R                           ,F                            ,C                         ,                           ,                           ,                    ,                            ,                ,R                 ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,R                     ,                      ,                   ,                    ,C                  ,                        ,R                        ,               ,                  ,                        ,                             ,C                        ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,C. oamaruensis    ,              ,120, 748,B, 15,H, 5,  10.00,    129.7000,Wei      ,Nannofossils                                 ,V              ,M                 ,F                      ,R                      ,A                        ,                                ,                       ,                     ,                 ,                        ,V                    ,                     ,                      ,                     ,                       ,                       ,                     ,A                           ,                             ,                          ,A                          ,                           ,                    ,                            ,                ,R                 ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,C                        ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,R                        ,               ,                  ,A                       ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,              ,120, 748,B, 15,H, 5,  65.00,    130.2500,Aubry    ,Nannofossils                                 ,A              ,M                 ,F                      ,                       ,R                        ,                                ,C                      ,                     ,                 ,                        ,F                    ,                     ,r                     ,                     ,                       ,                       ,                     ,A                           ,F                            ,F                         ,C                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,C                  ,                        ,R                        ,               ,                  ,                        ,                             ,C                        ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,C. oamaruensis    ,              ,120, 748,B, 15,H, 6,  10.00,    131.2000,Wei      ,Nannofossils                                 ,V              ,M                 ,F                      ,R                      ,A                        ,                                ,                       ,                     ,                 ,                        ,A                    ,                     ,                      ,                     ,                       ,                       ,                     ,A                           ,                             ,                          ,A                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,.0%                                 ,.0%                                     ,.0%                             ,18.9%                              ,F                        ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,                         ,               ,                  ,A                       ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,              ,120, 748,B, 15,H, 6,  65.00,    131.7500,Aubry    ,Nannofossils                                 ,A              ,M                 ,                       ,                       ,R                        ,                                ,A                      ,                     ,                 ,                        ,C                    ,                     ,r                     ,                     ,                       ,                       ,                     ,R                           ,F                            ,F                         ,C                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,C                  ,                        ,C                        ,               ,                  ,                        ,                             ,C                        ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,C. oamaruensis    ,              ,120, 748,B, 15,H, 7,  10.00,    132.7000,Wei      ,Nannofossils                                 ,V              ,M                 ,C                      ,R                      ,C                        ,                                ,                       ,                     ,                 ,                        ,A                    ,                     ,                      ,                     ,                       ,                       ,                     ,C                           ,                             ,                          ,V                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,R                 ,                                    ,                                        ,                                ,                                   ,C                        ,                         ,                ,                      ,                      ,                   ,                    ,A                  ,                        ,C                        ,               ,                  ,A                       ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,              ,120, 748,B, 15,H,CC,  18.00,    133.3900,Aubry    ,Nannofossils                                 ,A              ,M                 ,F                      ,F                      ,C                        ,                                ,R                      ,                     ,                 ,                        ,F                    ,                     ,                      ,                     ,                       ,                       ,                     ,F                           ,R                            ,F                         ,A                          ,                           ,                    ,                            ,                ,                  ,                   ,R               ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,C                  ,                        ,C                        ,               ,                  ,                        ,                             ,C                        ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,              ,120, 748,B, 16,H, 1,  70.00,    133.8000,Aubry    ,Nannofossils                                 ,A              ,M-P               ,C                      ,F                      ,R                        ,                                ,F                      ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,F                           ,C                            ,F                         ,C                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,C                  ,                        ,C                        ,               ,                  ,                        ,                             ,C                        ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,C. oamaruensis    ,              ,120, 748,B, 16,H, 1, 110.00,    134.2000,Wei      ,Nannofossils                                 ,V              ,M                 ,C                      ,                       ,C                        ,                                ,                       ,R                    ,                 ,                        ,A                    ,                     ,                      ,                     ,                       ,                       ,                     ,A                           ,                             ,                          ,V                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,C                        ,                         ,                ,                      ,                      ,                   ,                    ,F                  ,                        ,A                        ,               ,                  ,A                       ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,C. oamaruensis    ,              ,120, 748,B, 16,H, 2,  10.00,    134.5300,Wei      ,Nannofossils                                 ,V              ,M                 ,C                      ,R                      ,C                        ,                                ,                       ,R                    ,                 ,                        ,A                    ,                     ,                      ,                     ,                       ,                       ,                     ,A                           ,                             ,                          ,A                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,.0%                                 ,.0%                                     ,.0%                             ,3.8%                               ,C                        ,                         ,                ,                      ,                      ,                   ,                    ,C                  ,                        ,C                        ,               ,                  ,V                       ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,              ,120, 748,B, 16,H, 2,  70.00,    135.1300,Aubry    ,Nannofossils                                 ,A              ,M                 ,F                      ,                       ,R                        ,                                ,R                      ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,C                           ,                             ,C                         ,C                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,C                  ,                        ,C                        ,               ,                  ,                        ,                             ,C                        ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,C. oamaruensis    ,              ,120, 748,B, 16,H, 3,  10.00,    136.0300,Wei      ,Nannofossils                                 ,V              ,M                 ,C                      ,R                      ,A                        ,                                ,                       ,                     ,                 ,                        ,A                    ,                     ,                      ,                     ,                       ,                       ,                     ,A                           ,                             ,                          ,V                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,C                        ,                         ,                ,                      ,                      ,                   ,                    ,C                  ,                        ,A                        ,               ,                  ,A                       ,                             ,                         ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,              ,120, 748,B, 16,H, 3,  70.00,    136.6300,Aubry    ,Nannofossils                                 ,A              ,M                 ,C                      ,F                      ,C                        ,                                ,C                      ,                     ,                 ,                        ,C                    ,                     ,                      ,                     ,                       ,                       ,                     ,F                           ,                             ,                          ,F                          ,                           ,                    ,                            ,                ,                  ,                   ,F               ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,F                  ,                        ,C                        ,               ,                  ,                        ,                             ,C                        ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,C. oamaruensis    ,              ,120, 748,B, 16,H, 4,  10.00,    137.5300,Wei      ,Nannofossils                                 ,V              ,M                 ,C                      ,R                      ,A                        ,                                ,                       ,R                    ,                 ,                        ,A                    ,                     ,                      ,                     ,                       ,                       ,                     ,A                           ,                             ,                          ,V                          ,                           ,                    ,                            ,                ,                  ,                   ,                ,                                 ,                       ,                          ,                     ,                    ,R                 ,.0%                                 ,.0%                                     ,.0%                             ,11.5%                              ,F                        ,                         ,                ,                      ,                      ,                   ,                    ,C                  ,                        ,C                        ,               ,                  ,A                       ,                             ,                         ,R                ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 55 Table 3 p 986-987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,NP18              ,              ,120, 748,B, 16,H, 4,  70.00,    138.1300,Aubry    ,Nannofossils                                 ,A              ,M                 ,F                      ,                       ,C                        ,                                ,C                      ,F                    ,                 ,                        ,                     ,                     ,                      ,                     ,                       ,                       ,                     ,C                           ,                             ,                          ,C                          ,                           ,                    ,                            ,                ,                  ,                   ,F               ,                                 ,                       ,                          ,                     ,                    ,                  ,                                    ,                                        ,                                ,                                   ,                         ,                         ,                ,                      ,                      ,                   ,                    ,F                  ,                        ,C                        ,               ,                  ,                        ,                             ,C                        ,                 ,                     ,                           ,                         ,                     ,                          ,                              ,                       ,                               ,              ,                 ,                      ,                         ,                         ,                      ,from ODP Leg 120 SR Vol 2 Chapter 26 Table 3 p 478-479
