Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Uvigerina spp.,Unilocular species,Tosaia hanzawai,Siphotextularia catenata,Pullenia zaandamae,Pullenia sp.,Pullenia quinqueloba,Pullenia osloensis,Pleurostomella sp.,Oridorsalis umbonatus,Oridorsalis tenera,Nuttallides umbonifera,Nonionella sp.,Miliolid taxa,Melonis barleeanus,Ioanella tumidula,Gyroidinoides lamarckianus,Gyroidina umbonata,Gyroidina spp.,Gyroidina regularis,Globocassidulina subglobosa,Epistominella sp. A,Epistominella exigua,Cibicidoides mundulus,Cassidulina spp.,Bolivina spp.,Alabaminella weddellensis,Abditodentrix pseudothalmanni,Schackoinella sp.,Gyroidinoides neosoldanii,Gyroidina orbicularis,Cibicidoides wuellerstorfi,Cibicidoides kullenbergi,Cibicides  bradyi,Astrononion echolsi,Anomalinoides globulosus,Pyrgo sp.,Pyrgo murrhina,Cibicidoides robertsonianus,Laticarinina pauperata,Discorbinella bertheloti,Sphaeroidina bulloides,Melonis pompilioides,Uvigerina peregrina,Bulimina alazanensis,Stainforthia fusiformis,Bulimina sp. A,Pullenia bulloides,Uvigerina hispida,Bolivina pacifica,Uvigerina proboscidea,Miliolid taxa (thin-walled),Pseudoparrella sp.,Ehrenbergina sp.,Oridorsalis sp.,Comment
  IR,                 ,                 ,                  ,              ,154, 926,A, 11,H, 2,  80.00,     91.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,17                ,5              ,1                       ,2                 ,5           ,5                   ,15                ,8                 ,16                   ,9                 ,12                    ,1             ,             ,1                 ,8                ,5                         ,1                 ,1             ,1                  ,27                         ,2                  ,26                  ,2                    ,4               ,8            ,47                       ,2                            ,                 ,1                        ,3                    ,3                         ,                        ,2                ,                   ,                        ,         ,              ,                           ,                      ,2                       ,2                     ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 8; total count = 309; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 11,H, 3,  80.00,     93.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,22                ,2              ,                        ,                  ,2           ,8                   ,6                 ,                  ,13                   ,4                 ,9                     ,1             ,3            ,                  ,7                ,3                         ,                  ,              ,                   ,27                         ,3                  ,26                  ,5                    ,6               ,             ,54                       ,                             ,                 ,1                        ,8                    ,                          ,                        ,1                ,                   ,                        ,         ,              ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,1                      ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 8; total count = 265; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 11,H, 4,  80.00,     94.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,14                ,4              ,2                       ,1                 ,7           ,                    ,11                ,6                 ,5                    ,4                 ,16                    ,2             ,3            ,2                 ,3                ,4                         ,1                 ,2             ,1                  ,45                         ,7                  ,27                  ,6                    ,9               ,5            ,20                       ,2                            ,                 ,1                        ,1                    ,2                         ,                        ,2                ,1                  ,                        ,         ,              ,                           ,                      ,3                       ,1                     ,                    ,                   ,                    ,                       ,              ,1                 ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 7; total count = 255; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 11,H, 5,  80.00,     96.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,16                ,3              ,1                       ,2                 ,4           ,                    ,10                ,13                ,3                    ,                  ,20                    ,              ,4            ,5                 ,3                ,3                         ,6                 ,              ,2                  ,31                         ,4                  ,47                  ,                     ,3               ,1            ,36                       ,1                            ,1                ,1                        ,                     ,1                         ,                        ,1                ,                   ,                        ,1        ,2             ,                           ,                      ,                        ,                      ,                    ,                   ,1                   ,2                      ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 13; total count = 411; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 11,H, 6,  80.00,     97.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,16                ,4              ,                        ,2                 ,7           ,5                   ,12                ,4                 ,4                    ,4                 ,20                    ,              ,3            ,                  ,9                ,3                         ,1                 ,              ,                   ,44                         ,8                  ,16                  ,1                    ,8               ,             ,27                       ,                             ,                 ,3                        ,5                    ,3                         ,                        ,                 ,                   ,1                       ,2        ,              ,                           ,                      ,                        ,1                     ,1                   ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 9; total count = 246; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 11,H, 7,  35.00,     98.8500,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,15                ,5              ,1                       ,                  ,9           ,6                   ,4                 ,7                 ,5                    ,1                 ,18                    ,2             ,3            ,                  ,8                ,5                         ,2                 ,              ,                   ,55                         ,11                 ,41                  ,15                   ,7               ,2            ,47                       ,                             ,1                ,2                        ,                     ,                          ,                        ,2                ,                   ,1                       ,         ,              ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,              ,1                 ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 11; total count = 325; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 12,H, 1,  80.00,     99.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,10                ,1              ,1                       ,                  ,2           ,                    ,9                 ,6                 ,8                    ,1                 ,26                    ,              ,3            ,                  ,2                ,1                         ,6                 ,2             ,5                  ,17                         ,7                  ,49                  ,7                    ,7               ,2            ,35                       ,1                            ,                 ,2                        ,3                    ,                          ,                        ,                 ,1                  ,                        ,         ,              ,                           ,                      ,1                       ,                      ,                    ,                   ,                    ,                       ,              ,1                 ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 7; total count = 317; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 12,H, 2,  80.00,    101.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,14                ,4              ,                        ,                  ,2           ,                    ,11                ,3                 ,7                    ,5                 ,6                     ,              ,1            ,2                 ,9                ,1                         ,2                 ,              ,2                  ,32                         ,12                 ,38                  ,12                   ,8               ,1            ,28                       ,                             ,                 ,2                        ,1                    ,                          ,2                       ,2                ,6                  ,                        ,1        ,              ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,1                      ,2             ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 14; total count = 342; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 12,H, 3,  80.00,    102.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,8                 ,1              ,                        ,5                 ,6           ,3                   ,7                 ,6                 ,5                    ,2                 ,7                     ,              ,4            ,                  ,18               ,2                         ,2                 ,              ,                   ,22                         ,17                 ,33                  ,12                   ,3               ,3            ,17                       ,                             ,                 ,                         ,3                    ,1                         ,3                       ,6                ,7                  ,                        ,3        ,              ,                           ,                      ,1                       ,                      ,                    ,                   ,                    ,                       ,              ,1                 ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 13; total count = 233; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 12,H, 4,  80.00,    104.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,15                ,4              ,4                       ,1                 ,7           ,2                   ,1                 ,9                 ,6                    ,7                 ,1                     ,2             ,             ,                  ,12               ,7                         ,1                 ,              ,                   ,33                         ,13                 ,36                  ,18                   ,7               ,             ,8                        ,                             ,                 ,4                        ,5                    ,                          ,                        ,1                ,2                  ,2                       ,1        ,              ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,3             ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 10; total count = 570; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 12,H, 5,  80.00,    105.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,13                ,2              ,1                       ,3                 ,6           ,4                   ,3                 ,10                ,8                    ,7                 ,22                    ,              ,2            ,1                 ,5                ,1                         ,3                 ,1             ,1                  ,30                         ,11                 ,38                  ,5                    ,10              ,5            ,3                        ,                             ,                 ,2                        ,                     ,                          ,1                       ,                 ,2                  ,                        ,         ,1             ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,1                      ,              ,                  ,                 ,1                ,                     ,                           ,                  ,                ,               ,other taxa = 6; total count = 232; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 12,H, 6,  80.00,    107.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,18                ,6              ,1                       ,4                 ,4           ,3                   ,6                 ,6                 ,4                    ,3                 ,12                    ,              ,2            ,                  ,7                ,1                         ,2                 ,              ,                   ,45                         ,10                 ,36                  ,18                   ,9               ,6            ,3                        ,                             ,                 ,1                        ,                     ,                          ,                        ,2                ,14                 ,2                       ,1        ,              ,                           ,1                     ,                        ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 3; total count = 232; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 12,H, 7,  35.00,    108.3500,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,18                ,6              ,1                       ,                  ,13          ,8                   ,11                ,11                ,13                   ,                  ,32                    ,1             ,1            ,                  ,5                ,8                         ,5                 ,5             ,2                  ,34                         ,8                  ,34                  ,2                    ,8               ,5            ,11                       ,1                            ,                 ,1                        ,1                    ,                          ,                        ,1                ,7                  ,                        ,2        ,              ,                           ,                      ,2                       ,                      ,                    ,                   ,                    ,1                      ,              ,2                 ,1                ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 15; total count = 354; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 13,H, 1,  80.00,    109.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,8                 ,               ,1                       ,2                 ,10          ,                    ,6                 ,5                 ,9                    ,                  ,19                    ,              ,3            ,                  ,9                ,3                         ,5                 ,              ,3                  ,30                         ,6                  ,48                  ,5                    ,15              ,2            ,6                        ,                             ,1                ,5                        ,3                    ,1                         ,                        ,1                ,6                  ,                        ,5        ,              ,                           ,                      ,1                       ,                      ,                    ,                   ,                    ,                       ,              ,                  ,1                ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 7; total count = 560; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 13,H, 2,  80.00,    110.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,15                ,5              ,                        ,7                 ,6           ,1                   ,7                 ,8                 ,9                    ,1                 ,14                    ,1             ,4            ,                  ,8                ,7                         ,                  ,              ,1                  ,56                         ,6                  ,38                  ,                     ,7               ,             ,8                        ,                             ,                 ,                         ,2                    ,1                         ,                        ,1                ,3                  ,                        ,         ,              ,                           ,                      ,1                       ,1                     ,                    ,1                  ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 9; total count = 570; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 13,H, 3,  90.00,    112.4000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,13                ,4              ,2                       ,4                 ,4           ,                    ,6                 ,5                 ,10                   ,2                 ,21                    ,2             ,             ,                  ,12               ,8                         ,5                 ,1             ,4                  ,25                         ,8                  ,20                  ,1                    ,10              ,3            ,18                       ,                             ,                 ,3                        ,                     ,2                         ,                        ,                 ,3                  ,1                       ,         ,              ,                           ,                      ,                        ,1                     ,                    ,                   ,1                   ,2                      ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 6; total count = 500; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 13,H, 4,  80.00,    113.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,16                ,1              ,4                       ,1                 ,6           ,                    ,7                 ,6                 ,22                   ,1                 ,22                    ,3             ,3            ,                  ,6                ,5                         ,9                 ,              ,2                  ,46                         ,5                  ,15                  ,                     ,4               ,5            ,10                       ,1                            ,2                ,2                        ,                     ,                          ,                        ,1                ,1                  ,1                       ,         ,              ,                           ,1                     ,2                       ,                      ,                    ,                   ,                    ,                       ,4             ,                  ,                 ,1                ,                     ,                           ,                  ,                ,               ,other taxa = 11; total count = 277; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 13,H, 5,  80.00,    115.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,                  ,               ,                        ,                  ,            ,                    ,                  ,                  ,                     ,                  ,                      ,4             ,             ,1                 ,4                ,1                         ,5                 ,4             ,1                  ,58                         ,5                  ,16                  ,                     ,9               ,6            ,13                       ,                             ,                 ,                         ,1                    ,                          ,                        ,3                ,                   ,1                       ,         ,              ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 13,H, 6,  80.00,    116.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,13                ,2              ,2                       ,1                 ,13          ,                    ,4                 ,5                 ,4                    ,3                 ,17                    ,2             ,3            ,                  ,6                ,3                         ,2                 ,1             ,3                  ,30                         ,4                  ,40                  ,                     ,9               ,4            ,26                       ,1                            ,1                ,                         ,2                    ,3                         ,1                       ,                 ,                   ,1                       ,         ,              ,                           ,                      ,                        ,                      ,                    ,1                  ,                    ,                       ,1             ,1                 ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 3; total count = 383; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 13,H, 7,  50.00,    117.5000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,6                 ,2              ,1                       ,2                 ,9           ,4                   ,10                ,6                 ,11                   ,3                 ,26                    ,4             ,             ,                  ,4                ,4                         ,2                 ,              ,3                  ,25                         ,3                  ,31                  ,                     ,8               ,17           ,26                       ,                             ,                 ,2                        ,1                    ,1                         ,3                       ,3                ,2                  ,                        ,         ,              ,                           ,                      ,2                       ,                      ,1                   ,                   ,                    ,                       ,4             ,1                 ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 9; total count = 345; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 14,H, 1,  80.00,    118.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,16                ,1              ,1                       ,                  ,8           ,1                   ,8                 ,19                ,5                    ,4                 ,22                    ,1             ,2            ,1                 ,7                ,1                         ,1                 ,              ,2                  ,44                         ,5                  ,22                  ,                     ,12              ,15           ,18                       ,                             ,1                ,2                        ,                     ,                          ,                        ,1                ,2                  ,                        ,         ,1             ,                           ,                      ,                        ,2                     ,                    ,                   ,                    ,                       ,              ,2                 ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 13; total count = 469; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 14,H, 2,  80.00,    120.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,11                ,1              ,                        ,3                 ,4           ,4                   ,11                ,10                ,3                    ,                  ,47                    ,              ,5            ,                  ,2                ,3                         ,8                 ,              ,4                  ,27                         ,3                  ,49                  ,                     ,3               ,4            ,24                       ,                             ,                 ,                         ,                     ,                          ,1                       ,2                ,5                  ,                        ,         ,              ,                           ,                      ,1                       ,                      ,                    ,                   ,1                   ,                       ,1             ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 5; total count = 462; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 14,H, 3,  80.00,    121.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,9                 ,1              ,3                       ,3                 ,10          ,3                   ,15                ,7                 ,3                    ,1                 ,59                    ,              ,1            ,                  ,9                ,9                         ,6                 ,              ,                   ,23                         ,7                  ,19                  ,                     ,8               ,3            ,12                       ,                             ,                 ,                         ,                     ,1                         ,                        ,                 ,2                  ,                        ,         ,              ,                           ,                      ,                        ,2                     ,1                   ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 9; total count = 388; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 14,H, 4,  80.00,    123.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,14                ,3              ,1                       ,3                 ,11          ,4                   ,4                 ,7                 ,8                    ,                  ,26                    ,              ,3            ,                  ,5                ,5                         ,                  ,1             ,                   ,33                         ,4                  ,34                  ,2                    ,3               ,             ,25                       ,                             ,                 ,2                        ,                     ,1                         ,1                       ,                 ,1                  ,                        ,         ,1             ,                           ,                      ,4                       ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 8; total count = 634; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 14,H, 5,  80.00,    124.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,14                ,3              ,3                       ,2                 ,4           ,2                   ,8                 ,7                 ,7                    ,3                 ,41                    ,2             ,1            ,1                 ,7                ,4                         ,3                 ,              ,3                  ,40                         ,6                  ,28                  ,                     ,19              ,11           ,12                       ,                             ,                 ,5                        ,                     ,                          ,1                       ,                 ,2                  ,2                       ,1        ,              ,                           ,                      ,3                       ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 5; total count = 388; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 14,H, 7,  80.00,    126.7800,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,6                 ,2              ,1                       ,2                 ,9           ,                    ,10                ,7                 ,3                    ,1                 ,35                    ,1             ,4            ,                  ,12               ,3                         ,5                 ,1             ,3                  ,41                         ,6                  ,19                  ,2                    ,18              ,4            ,21                       ,                             ,                 ,4                        ,                     ,1                         ,                        ,1                ,3                  ,                        ,         ,              ,                           ,                      ,                        ,1                     ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 10; total count = 736; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 15,H, 1,  80.00,    128.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,16                ,4              ,1                       ,2                 ,4           ,1                   ,9                 ,15                ,                     ,                  ,26                    ,2             ,1            ,                  ,6                ,5                         ,7                 ,              ,1                  ,58                         ,5                  ,13                  ,11                   ,14              ,7            ,15                       ,1                            ,                 ,                         ,                     ,                          ,2                       ,                 ,5                  ,                        ,         ,              ,                           ,                      ,1                       ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 3; total count = 541; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 15,H, 2,  80.00,    129.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,2             ,17                ,               ,1                       ,5                 ,6           ,1                   ,12                ,8                 ,15                   ,6                 ,28                    ,              ,3            ,3                 ,2                ,4                         ,                  ,              ,2                  ,51                         ,2                  ,13                  ,13                   ,6               ,11           ,25                       ,1                            ,1                ,                         ,                     ,1                         ,1                       ,                 ,2                  ,                        ,         ,              ,                           ,                      ,3                       ,                      ,                    ,                   ,1                   ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 9; total count = 316; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 15,H, 3,  80.00,    131.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,3             ,14                ,10             ,1                       ,1                 ,4           ,                    ,13                ,4                 ,4                    ,2                 ,26                    ,2             ,1            ,4                 ,1                ,3                         ,                  ,              ,6                  ,44                         ,2                  ,39                  ,14                   ,5               ,4            ,23                       ,                             ,                 ,1                        ,                     ,                          ,                        ,1                ,                   ,                        ,1        ,              ,                           ,                      ,1                       ,                      ,                    ,                   ,                    ,                       ,              ,1                 ,3                ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 3; total count = 371; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 15,H, 4,  80.00,    132.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,15                ,1              ,3                       ,1                 ,            ,5                   ,6                 ,3                 ,8                    ,4                 ,14                    ,1             ,             ,2                 ,5                ,8                         ,1                 ,              ,                   ,32                         ,2                  ,41                  ,10                   ,5               ,             ,27                       ,1                            ,                 ,1                        ,1                    ,                          ,                        ,                 ,3                  ,                        ,         ,              ,                           ,                      ,                        ,                      ,                    ,2                  ,                    ,                       ,1             ,                  ,5                ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 7; total count = 228; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 15,H, 5, 100.00,    134.5000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,9                 ,7              ,6                       ,3                 ,            ,4                   ,9                 ,8                 ,7                    ,2                 ,13                    ,              ,2            ,1                 ,4                ,5                         ,1                 ,              ,2                  ,49                         ,4                  ,36                  ,16                   ,4               ,3            ,23                       ,                             ,1                ,2                        ,                     ,                          ,                        ,1                ,                   ,                        ,         ,1             ,                           ,                      ,                        ,                      ,1                   ,                   ,                    ,                       ,3             ,                  ,6                ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 10; total count = 247; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 15,H, 6,  80.00,    135.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,4             ,13                ,2              ,2                       ,1                 ,2           ,4                   ,4                 ,5                 ,8                    ,10                ,22                    ,2             ,2            ,                  ,4                ,6                         ,3                 ,3             ,4                  ,47                         ,2                  ,38                  ,1                    ,9               ,5            ,18                       ,                             ,                 ,                         ,                     ,                          ,                        ,                 ,2                  ,                        ,1        ,              ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 7; total count = 239; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
