Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zeaglobigerina woodi,Sphaeroidinellopsis subdehiscens,Sphaeroidinellopsis seminulina,Paragloborotalia siakensis,Paragloborotalia mayeri,Orbulina universa,Globorotaloides hexagonus,Globorotalia scitula,Globorotalia praescitula,Globorotalia praemenardii,Globorotalia birnageae,Globorotalia archeomenardii,Globoquadrina dehiscens,Globigerinoides trilobus,Globigerinoides ruber,Globigerinoides obliquus,Globigerinella obesa,Globigerina venezuelana,Globigerina falconensis,Fohsella praefohsi,Fohsella peripheroacuta,Fohsella fohsi,Dentoglobigerina larmeui,Dentoglobigerina baroemoenensis,Dentoglobigerina altispira,Globigerinoides sacculifer,Globorotalia lenguaensis,G. bulbosa,Fohsella fohsi lobata,Globigerina bulloides,Fohsella fohsi robusta,Sphaeroidinellopsis kochi,Cassigerinella chipolensis,Neogloboquadrina pachyderma,Zeaglobigerina nepenthes,Zeaglobigerina decoraperta,Streptochilus spp.,Globorotalia menardii,Pulleniatina primalis,Polyperibola  christiani,Globorotalia sphericomiozea,Neogloboquadrina acostaensis (sinistral),Globigerinella siphonifera,Neogloboquadrina humerosa,Neogloboquadrina acostaensis (dextral),Globorotalia merotumida,Triserial heterohelicids,Globorotalia plesiotumida,Globigerinoides extremus,Globorotalia mediterranea,Globorotalia suterae,Candeina nitida,Globorotalia cibaoensis,Globorotalia juanai,Globorotalia conomiozea,Globorotalia margaritae,Zeaglobigerina microstoma,Globigerinoides conglobatus,Neogloboquadrina humerosa/N. dutertrei,Globigerinoides seigliei,Sphaeroidinellopsis subdehiscens/S. dehiscens,Globorotalia plesiotumida/G. tumida,Globorotalia tumida,Globorotalia aemiliana,Globorotalia pseudopima,Globigerina sp. A,Globorotalia crassaformis,Neogloboquadrina dutertrei,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 47,X, 3,  85.00,    426.6500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,+                   ,+                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,-                    ,+                       ,-                   ,-                      ,+                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,+                         ,-                       ,-         ,-                    ,+                    ,-                     ,-                        ,-                         ,-                          ,-                       ,+                         ,-                 ,+                    ,-                    ,-                       ,-                          ,+                                       ,+                         ,-                        ,-                                     ,-                      ,-                       ,-                        ,-                       ,-                        ,-                   ,+              ,                       ,-                  ,-                      ,+                      ,-                        ,VR                         ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 47,X, 3, 135.00,    427.1500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,-                   ,+                               ,-                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,-                       ,-                    ,-                       ,-                   ,-                      ,-                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,+                         ,-                       ,-         ,-                    ,-                    ,-                     ,+                        ,-                         ,-                          ,-                       ,-                         ,-                 ,+                    ,-                    ,-                       ,-                          ,+                                       ,+                         ,-                        ,-                                     ,-                      ,-                       ,-                        ,-                       ,-                        ,+                   ,VR             ,                       ,-                  ,-                      ,-                      ,-                        ,-                          ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 47,X, 4,  35.00,    427.6500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,-                   ,+                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,-                    ,-                       ,-                   ,+                      ,-                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,A                         ,-                       ,-         ,-                    ,+                    ,-                     ,+                        ,-                         ,-                          ,-                       ,+                         ,VR                ,+                    ,-                    ,-                       ,VR                         ,+                                       ,+                         ,-                        ,-                                     ,+                      ,-                       ,-                        ,-                       ,-                        ,-                   ,-              ,                       ,-                  ,-                      ,-                      ,-                        ,-                          ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 47,X, 4,  85.00,    428.1500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,-                   ,+                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,-                    ,+                       ,-                   ,-                      ,-                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,+                         ,VR                      ,-         ,-                    ,+                    ,-                     ,+                        ,-                         ,-                          ,+                       ,-                         ,-                 ,+                    ,-                    ,-                       ,-                          ,+                                       ,+                         ,+                        ,-                                     ,+                      ,-                       ,-                        ,-                       ,-                        ,-                   ,-              ,                       ,-                  ,-                      ,-                      ,-                        ,-                          ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 47,X, 4, 135.00,    428.6500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,-                   ,+                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,-                    ,+                       ,-                   ,+                      ,-                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,+                         ,-                       ,-         ,-                    ,-                    ,-                     ,-                        ,-                         ,-                          ,+                       ,-                         ,-                 ,+                    ,-                    ,-                       ,-                          ,+                                       ,+                         ,+                        ,-                                     ,-                      ,-                       ,-                        ,-                       ,-                        ,+                   ,-              ,                       ,-                  ,-                      ,-                      ,-                        ,-                          ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 47,X, 5,  35.00,    429.1500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,+                   ,+                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,VR                   ,+                       ,-                   ,+                      ,-                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,R                         ,-                       ,-         ,-                    ,+                    ,-                     ,-                        ,-                         ,-                          ,+                       ,-                         ,-                 ,+                    ,-                    ,-                       ,-                          ,+                                       ,+                         ,+                        ,-                                     ,-                      ,-                       ,-                        ,-                       ,-                        ,-                   ,-              ,                       ,-                  ,-                      ,+                      ,-                        ,-                          ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 47,X, 5,  85.00,    429.6500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,-                   ,+                               ,-                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,-                    ,-                       ,-                   ,+                      ,+                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,+                         ,VR                      ,-         ,-                    ,+                    ,-                     ,-                        ,-                         ,-                          ,+                       ,+                         ,-                 ,+                    ,-                    ,-                       ,-                          ,+                                       ,+                         ,+                        ,-                                     ,-                      ,-                       ,-                        ,-                       ,-                        ,-                   ,-              ,R                      ,-                  ,-                      ,+                      ,-                        ,-                          ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 47,X, 5, 135.00,    430.1500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,-                   ,+                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,-                       ,-                    ,+                       ,-                   ,-                      ,+                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,+                         ,-                       ,-         ,-                    ,-                    ,-                     ,-                        ,-                         ,-                          ,+                       ,-                         ,-                 ,R                    ,-                    ,-                       ,-                          ,+                                       ,+                         ,+                        ,-                                     ,-                      ,-                       ,-                        ,-                       ,-                        ,-                   ,-              ,                       ,-                  ,-                      ,-                      ,-                        ,-                          ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,Very Rare B. tenuis. Very Rare other Calcdinocysts. from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 47,X, 6,  35.00,    430.6500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,-                   ,-                               ,-                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,+                      ,+                       ,VR                   ,+                       ,-                   ,-                      ,-                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,+                         ,-                       ,-         ,-                    ,+                    ,-                     ,-                        ,-                         ,-                          ,+                       ,-                         ,VR                ,A                    ,-                    ,-                       ,-                          ,+                                       ,+                         ,+                        ,-                                     ,+                      ,-                       ,+                        ,-                       ,-                        ,-                   ,+              ,                       ,-                  ,-                      ,-                      ,-                        ,-                          ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 47,X, 6,  85.00,    431.1500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,-                   ,+                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,-                    ,+                       ,-                   ,-                      ,-                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,+                         ,-                       ,+         ,-                    ,+                    ,-                     ,-                        ,-                         ,-                          ,+                       ,+                         ,-                 ,+                    ,-                    ,-                       ,-                          ,+                                       ,+                         ,+                        ,-                                     ,-                      ,-                       ,+                        ,-                       ,-                        ,cf                  ,-              ,                       ,-                  ,-                      ,-                      ,-                        ,-                          ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 48,X, 1,  35.00,    432.3500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,-                   ,-                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,VR                   ,A                       ,-                   ,+                      ,+                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,R                         ,-                       ,R         ,-                    ,+                    ,-                     ,-                        ,-                         ,+                          ,+                       ,-                         ,+                 ,+                    ,-                    ,-                       ,-                          ,-                                       ,-                         ,+                        ,-                                     ,-                      ,-                       ,-                        ,-                       ,-                        ,-                   ,R              ,                       ,-                  ,-                      ,+                      ,-                        ,+                          ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,Rare other Calcdinocysts. from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 48,X, 1,  85.00,    432.8500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,+                   ,+                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,-                    ,+                       ,-                   ,-                      ,-                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,+                         ,-                       ,-         ,-                    ,+                    ,-                     ,+                        ,-                         ,-                          ,+                       ,-                         ,-                 ,+                    ,-                    ,-                       ,-                          ,-                                       ,+                         ,+                        ,-                                     ,+                      ,-                       ,-                        ,-                       ,-                        ,-                   ,-              ,                       ,-                  ,-                      ,+                      ,-                        ,+                          ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 48,X, 1, 135.00,    433.3500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,-                   ,-                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,-                    ,-                       ,-                   ,-                      ,-                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,+                         ,-                       ,-         ,-                    ,+                    ,-                     ,+                        ,-                         ,-                          ,+                       ,-                         ,+                 ,+                    ,-                    ,-                       ,-                          ,+                                       ,+                         ,+                        ,-                                     ,+                      ,-                       ,-                        ,-                       ,-                        ,-                   ,-              ,                       ,-                  ,-                      ,-                      ,-                        ,-                          ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,Rare Incertae sedis forma A. from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 48,X, 2,  35.00,    433.8500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,-                   ,+                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,-                       ,-                    ,+                       ,-                   ,-                      ,-                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,+                         ,-                       ,-         ,-                    ,+                    ,-                     ,+                        ,-                         ,-                          ,+                       ,-                         ,R/C               ,+                    ,-                    ,-                       ,-                          ,-                                       ,+                         ,+                        ,-                                     ,+                      ,-                       ,+                        ,-                       ,-                        ,cf                  ,+              ,                       ,-                  ,-                      ,-                      ,-                        ,-                          ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 48,X, 2,  85.00,    434.3500,Wright   ,Planktonic Foraminifers                      ,               ,P                 ,-                   ,+                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,-                       ,R                    ,-                       ,-                   ,+                      ,-                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,+                         ,-                       ,-         ,-                    ,+                    ,-                     ,-                        ,-                         ,-                          ,+                       ,-                         ,+                 ,+                    ,-                    ,-                       ,-                          ,-                                       ,+                         ,+                        ,-                                     ,+                      ,-                       ,+                        ,-                       ,-                        ,-                   ,-              ,                       ,-                  ,-                      ,+                      ,-                        ,+                          ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 48,X, 2, 135.00,    434.8500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,-                   ,+                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,-                    ,+                       ,-                   ,+                      ,-                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,+                         ,-                       ,-         ,-                    ,+                    ,-                     ,+                        ,-                         ,-                          ,-                       ,-                         ,+                 ,+                    ,-                    ,-                       ,-                          ,+                                       ,+                         ,+                        ,-                                     ,+                      ,-                       ,-                        ,-                       ,-                        ,-                   ,-              ,                       ,-                  ,-                      ,-                      ,-                        ,R                          ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,Age = 6.2 Ma. FO G. conglobatus. Very Rare other Calcdinocysts. from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 48,X, 3,  35.00,    435.3500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,+                   ,-                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,-                       ,-                    ,+                       ,-                   ,+                      ,-                      ,-                 ,-                      ,-             ,-                       ,-                              ,-                         ,+                         ,-                       ,-         ,-                    ,+                    ,-                     ,+                        ,-                         ,+                          ,+                       ,+                         ,+                 ,+                    ,-                    ,-                       ,-                          ,+                                       ,+                         ,+                        ,-                                     ,-                      ,-                       ,-                        ,-                       ,-                        ,-                   ,-              ,                       ,-                  ,-                      ,-                      ,-                        ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,Rare other Calcdinocysts. Rare reworked specimens. from 166SR. Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 48,X, 3,  85.00,    435.8500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,-                   ,-                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,-                    ,+                       ,-                   ,-                      ,+                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,+                         ,-                       ,-         ,-                    ,-                    ,-                     ,+                        ,-                         ,-                          ,+                       ,-                         ,+                 ,+                    ,-                    ,-                       ,-                          ,+                                       ,+                         ,+                        ,-                                     ,+                      ,-                       ,-                        ,-                       ,-                        ,-                   ,-              ,                       ,-                  ,-                      ,-                      ,-                        ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,Rare B. tenuis. from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 48,X, 3, 135.00,    436.3500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,+                   ,-                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,-                    ,+                       ,-                   ,+                      ,+                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,+                         ,-                       ,-         ,-                    ,+                    ,-                     ,-                        ,-                         ,+                          ,+                       ,-                         ,+                 ,+                    ,-                    ,-                       ,-                          ,+                                       ,+                         ,+                        ,-                                     ,-                      ,-                       ,-                        ,+                       ,-                        ,-                   ,-              ,                       ,-                  ,-                      ,-                      ,-                        ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 48,X, 4,  35.00,    436.8500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,+                   ,-                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,VR                   ,+                       ,-                   ,-                      ,-                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,+                         ,VR                      ,-         ,-                    ,+                    ,-                     ,-                        ,-                         ,-                          ,+                       ,+                         ,+                 ,+                    ,-                    ,-                       ,+                          ,+                                       ,-                         ,-                        ,-                                     ,-                      ,-                       ,-                        ,+                       ,-                        ,-                   ,VR             ,                       ,-                  ,-                      ,+                      ,+                        ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 48,X, 4,  85.00,    437.3500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,+                   ,-                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,-                       ,VR                   ,+                       ,-                   ,-                      ,-                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,+                         ,-                       ,+         ,-                    ,+                    ,-                     ,+                        ,-                         ,-                          ,+                       ,+                         ,+                 ,+                    ,-                    ,-                       ,+                          ,+                                       ,-                         ,+                        ,-                                     ,+                      ,-                       ,-                        ,-                       ,-                        ,-                   ,-              ,                       ,-                  ,-                      ,+                      ,-                        ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N17               ,              ,166,1006,A, 48,X, 4, 135.00,    437.8500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,+                   ,-                               ,+                             ,-                         ,-                      ,+                ,-                        ,-                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,-                    ,-                       ,-                   ,-                      ,+                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,-                         ,-                       ,-         ,-                    ,+                    ,-                     ,+                        ,-                         ,-                          ,-                       ,+                         ,-                 ,+                    ,-                    ,-                       ,+                          ,+                                       ,+                         ,+                        ,-                                     ,cf                     ,-                       ,-                        ,+                       ,-                        ,-                   ,-              ,                       ,-                  ,-                      ,-                      ,+                        ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,Rare B. tenuis. from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
