Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Toweius sp.	Toweius pertusus	Sphenolithus moriformis	Prinsius martinii	Prinsius bisulcus	Placozygus sigmoides	Neochiastozygus perfectus	Ericsonia subpertusa	Ericsonia cava	Cruciplacolithus tenuis	Cruciplacolithus sp.	Coccolithus pelagicus	Chiasmolithus danicus	Chiasmolithus bidens	Prinsius dimorphosus	Micula sp.	Fasciculithus stonehengei	Fasciculithus pileatus	Neochiastozygus primitivus	Neochiastozygus modestus	Sphenolithus anarrhopus	Neococcolithes protenus	Neochiastozygus saepes	Fasciculithus ulii	Fasciculithus tympaniformis	Coronocyclus nitescens	Chiasmolithus consuetus	Fasciculithus involutus	Ericsonia robusta	Ellipsolithus bollii	Cruciplacolithus frequens	Heliolithus kleinpellii	Heliolithus cantabriae	Cruciplacolithus asymmetricus	Toweius eminens	Neocrepidolithus sp.	Neocrepidolithus bukryi	Fasciculithus billii	Ellipsolithus distichus	Cruciplacolithus latipons	Chiasmolithus californicus	Neochiastozygus distentus	Neochiastozygus chiastus	Ellipsolithus macellus	Markalius inversus	Discoaster mohleri	Neocrepidolithus biskayae	Campylosphaera eodela	Thoracosphaera operculata	Zygodiscus bramlettei	Zygodiscus adamas	Neochiastozygus concinnus	Discoaster sp.	Discoaster nobilis	Neochiastozygus cearae	Ericsonia cf. E. robusta	Discoaster multiradiatus	Chiasmolithus solitus	Fasciculithus lillianae	Discoaster okadai	Fasciculithus tonii	Neochiastozygus junctus	Discoaster lenticularis	Heliolithus riedelii	Fasciculithus bobii	Campylosphaera dela	Lophodolithus nascens	Fasciculithus alanii	Fasciculithus schaubii	Fasciculithus aubertae	Fasciculithus richardii	Pontosphaera sp.	Pedinocyclus "prelarvalis"	Pontosphaera scissura	Ellipsolithus sp. 	Fasciculithus thomasii	Chiasmolithus eograndis	Toweius occultatus	Zygrhablithus bijugatus	Tribrachiatus brammlettei	Discoaster salisburgensis	Pedinocyclus larvalis	Tribrachiatus contortus?	Toweius callosus	Discoaster barbadiensis	Sphenolithus editus	Discoaster binodosus	Tribrachiatus orthostylus	Sphenolithus conspicuus	Discoaster boulangeri	Chiasmolithus titus	Sphenolithus radians	Calcidiscus protoannulus	Ericsonia formosa	Discoaster lodoensis	Discoaster kuepperi	Discoaster falcatus	Striatococcolithus pacificanus	Reticulofenestra dictyoda	Chiasmolithus mutatus	Neococcolithes dubius	Cruciplacolithus cribellum	Ellipsolithus lajollaensis	Lophodolithus mochlophorus	Helicosphaera seminulum	Coccolithus crassus	Discoaster deflandrei	Chiasmolithus nitidus	Braarudosphaera bigelowii	Toweius gammation	Birkelundia staurion	Nannotetrina sp. 	Helicosphaera lophota	Discoaster sublodoensis	Chiasmolithus grandis	Discoaster "presaipanensis"	Discoaster strictus	Triquetrorhabdulus inversus	Ericsonia insolita	Helicosphaera papillata	Cyclicargolithus spp.	Chiasmolithus expansus	Rhabdosphaera inflata	Discoaster saipanensis	Sphenolithus stellatus	Sphenolithus spiniger	Sphenolithus orphanknollensis	Nannotetrina fulgens	Sphenolithus "spinatus"	Lophodolithus rotundus	Discoaster "prenodifer"	Cruciplacolithus vanheckae	Chiasmolithus gigas	Sphenolithus furcatolithoides	Reticulofenestra "grandis"	Chiasmolithus medius	Discoaster "pretanii"	Bramletteius serraculoides	Helicosphaera dinesenii	Ericsonia obruta	Reticulofenestra umbilica	Sphenolithus pseudoradians	Helicosphaera heezenii	Sphenolithus obtusus	Dictyococcites scrippsae	Dictyococcites bisectus	Reticulofenestra reticulata	Reticulofenestra hillae	Discoaster tanii	Discoaster nodifer	Chiasmolithus oamaruensis	Sphenolithus predistentus	Helicosphaera reticulata	Ericsonia subdisticha	Comment

  SR	Late Paleocene   	                 	CP6               	              	143	 865	B	 14	H	 2	  20.00	    124.2000	Bralower 	Nannofossils                                 	               	                  	R          	F               	F                      	R                	R                	R                   	R                        	C                   	A             	R                      	R                   	F                    	                     	R                   	R                   	          	                         	                      	R                         	                        	R                      	                       	                      	                  	C                          	R                     	R                      	                       	R                	                    	                         	R                      	R                     	                             	F              	R                   	R                      	                    	                       	                         	                          	R                        	                        	R                     	                  	R                 	R                        	                     	                         	                     	                 	                         	              	                  	                      	                        	                        	                     	                       	                 	                   	                       	                       	                    	                   	                   	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	                       	                         	                         	                     	                        	                	                       	                   	                    	                         	                       	                     	                   	                    	                        	                 	                    	                   	                   	                              	                         	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Late Paleocene   	                 	CP6               	              	143	 865	B	 14	H	 2	 102.00	    125.0200	Bralower 	Nannofossils                                 	               	                  	A          	C               	F                      	                 	R                	R                   	                         	R                   	A             	R                      	R                   	F                    	                     	R                   	R                   	          	                         	                      	                          	                        	R                      	                       	                      	                  	R                          	R                     	R                      	R                      	R                	                    	                         	R                      	                      	                             	F              	                    	R                      	                    	                       	                         	R                         	R                        	                        	R                     	                  	R                 	                         	                     	                         	                     	                 	                         	              	                  	                      	                        	                        	                     	                       	                 	                   	                       	                       	                    	                   	                   	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	                       	                         	                         	                     	                        	                	                       	                   	                    	                         	                       	                     	                   	                    	                        	                 	                    	                   	                   	                              	                         	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Late Paleocene   	                 	CP6               	              	143	 865	B	 14	H	 3	  25.00	    125.7500	Bralower 	Nannofossils                                 	               	                  	C          	C               	C                      	                 	R                	R                   	R                        	C                   	A             	R                      	R                   	F                    	                     	R                   	                    	          	                         	                      	                          	R                       	R                      	R                      	                      	                  	F                          	R                     	R                      	R                      	R                	R                   	R                        	R                      	R                     	                             	F              	                    	                       	R                   	                       	                         	R                         	R                        	                        	R                     	R                 	R                 	                         	                     	                         	                     	                 	                         	              	                  	                      	                        	                        	                     	                       	                 	                   	                       	                       	                    	                   	                   	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	                       	                         	                         	                     	                        	                	                       	                   	                    	                         	                       	                     	                   	                    	                        	                 	                    	                   	                   	                              	                         	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Late Paleocene   	                 	CP5               	              	143	 865	B	 14	H	 3	  93.00	    126.4300	Bralower 	Nannofossils                                 	               	                  	A          	F               	F                      	R                	                 	R                   	                         	F                   	C             	R                      	R                   	R                    	                     	R                   	R                   	          	                         	                      	R                         	R                       	R                      	R                      	                      	                  	F                          	R                     	R                      	                       	F                	R                   	                         	R                      	R                     	                             	F              	                    	                       	                    	                       	                         	                          	R                        	R                       	R                     	                  	                  	                         	                     	                         	                     	                 	                         	              	                  	                      	                        	                        	                     	                       	                 	                   	                       	                       	                    	                   	                   	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	                       	                         	                         	                     	                        	                	                       	                   	                    	                         	                       	                     	                   	                    	                        	                 	                    	                   	                   	                              	                         	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Late Paleocene   	                 	CP5               	              	143	 865	B	 14	H	 4	  23.00	    127.2300	Bralower 	Nannofossils                                 	               	                  	C          	F               	F                      	R                	R                	R                   	                         	C                   	A             	R                      	R                   	R                    	                     	R                   	R                   	          	                         	                      	R                         	                        	R                      	                       	                      	                  	F                          	R                     	R                      	                       	R                	R                   	R                        	R                      	R                     	R                            	F              	                    	                       	                    	                       	                         	                          	R                        	                        	                      	                  	                  	                         	                     	                         	                     	                 	                         	              	                  	                      	                        	                        	                     	                       	                 	                   	                       	                       	                    	                   	                   	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	                       	                         	                         	                     	                        	                	                       	                   	                    	                         	                       	                     	                   	                    	                        	                 	                    	                   	                   	                              	                         	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Late Paleocene   	                 	CP5               	              	143	 865	B	 14	H	 4	 109.00	    128.0900	Bralower 	Nannofossils                                 	               	                  	A          	F               	C                      	R                	R                	R                   	R                        	F                   	A             	R                      	R                   	R                    	R                    	R                   	R                   	          	                         	                      	                          	R                       	R                      	R                      	                      	                  	R                          	R                     	R                      	R                      	R                	                    	                         	F                      	R                     	                             	R              	                    	                       	                    	R                      	R                        	R                         	                         	                        	                      	                  	                  	                         	                     	                         	                     	                 	                         	              	                  	                      	                        	                        	                     	                       	                 	                   	                       	                       	                    	                   	                   	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	                       	                         	                         	                     	                        	                	                       	                   	                    	                         	                       	                     	                   	                    	                        	                 	                    	                   	                   	                              	                         	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Late Paleocene   	                 	CP5               	              	143	 865	B	 14	H	 5	  22.00	    128.7200	Bralower 	Nannofossils                                 	               	                  	A          	C               	C                      	R                	R                	R                   	R                        	F                   	A             	R                      	R                   	R                    	R                    	R                   	R                   	          	                         	R                     	R                         	R                       	R                      	R                      	                      	R                 	F                          	R                     	R                      	R                      	R                	R                   	R                        	R                      	                      	R                            	R              	R                   	R                      	R                   	                       	                         	                          	                         	                        	                      	                  	                  	                         	                     	                         	                     	                 	                         	              	                  	                      	                        	                        	                     	                       	                 	                   	                       	                       	                    	                   	                   	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	                       	                         	                         	                     	                        	                	                       	                   	                    	                         	                       	                     	                   	                    	                        	                 	                    	                   	                   	                              	                         	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Late Paleocene   	                 	CP5               	              	143	 865	B	 14	H	 5	 120.00	    129.7000	Bralower 	Nannofossils                                 	               	                  	C          	F               	C                      	F                	R                	R                   	                         	C                   	A             	R                      	R                   	F                    	R                    	R                   	F                   	          	                         	R                     	                          	                        	                       	R                      	R                     	R                 	C                          	R                     	R                      	                       	R                	                    	R                        	R                      	R                     	R                            	               	                    	                       	                    	                       	                         	                          	                         	                        	                      	                  	                  	                         	                     	                         	                     	                 	                         	              	                  	                      	                        	                        	                     	                       	                 	                   	                       	                       	                    	                   	                   	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	                       	                         	                         	                     	                        	                	                       	                   	                    	                         	                       	                     	                   	                    	                        	                 	                    	                   	                   	                              	                         	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Late Paleocene   	                 	CP4               	              	143	 865	B	 14	H	 6	  17.00	    130.1700	Bralower 	Nannofossils                                 	               	                  	C          	C               	R                      	R                	R                	R                   	                         	F                   	A             	R                      	R                   	R                    	R                    	R                   	R                   	          	                         	R                     	R                         	R                       	R                      	R                      	R                     	R                 	R                          	R                     	R                      	R                      	R                	R                   	R                        	                       	                      	                             	               	                    	                       	                    	                       	                         	                          	                         	                        	                      	                  	                  	                         	                     	                         	                     	                 	                         	              	                  	                      	                        	                        	                     	                       	                 	                   	                       	                       	                    	                   	                   	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	                       	                         	                         	                     	                        	                	                       	                   	                    	                         	                       	                     	                   	                    	                        	                 	                    	                   	                   	                              	                         	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Late Paleocene   	                 	CP4               	              	143	 865	B	 14	H	CC	  15.00	    130.5900	Bralower 	Nannofossils                                 	               	                  	F          	A               	C                      	                 	R                	R                   	                         	C                   	C             	R                      	R                   	F                    	R                    	R                   	R                   	          	                         	R                     	                          	                        	R                      	                       	                      	                  	R                          	R                     	R                      	                       	                 	                    	                         	                       	                      	                             	               	                    	                       	                    	                       	                         	                          	                         	                        	                      	                  	                  	                         	                     	                         	                     	                 	                         	              	                  	                      	                        	                        	                     	                       	                 	                   	                       	                       	                    	                   	                   	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	                       	                         	                         	                     	                        	                	                       	                   	                    	                         	                       	                     	                   	                    	                        	                 	                    	                   	                   	                              	                         	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Late Paleocene   	                 	CP4               	              	143	 865	B	 15	X	 1	  20.00	    132.2000	Bralower 	Nannofossils                                 	               	                  	R          	R               	F                      	                 	R                	R                   	R                        	F                   	A             	R                      	R                   	R                    	F                    	R                   	F                   	          	                         	R                     	                          	R                       	R                      	R                      	R                     	R                 	R                          	                      	                       	                       	                 	                    	                         	                       	                      	                             	               	                    	                       	                    	                       	                         	                          	                         	                        	                      	                  	                  	                         	                     	                         	                     	                 	                         	              	                  	                      	                        	                        	                     	                       	                 	                   	                       	                       	                    	                   	                   	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	                       	                         	                         	                     	                        	                	                       	                   	                    	                         	                       	                     	                   	                    	                        	                 	                    	                   	                   	                              	                         	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Late Paleocene   	                 	CP3               	              	143	 865	B	 15	X	 1	 100.00	    133.0000	Bralower 	Nannofossils                                 	               	                  	R          	F               	F                      	R                	R                	R                   	                         	F                   	A             	R                      	R                   	F                    	R                    	R                   	R                   	          	                         	R                     	R                         	                        	                       	                       	                      	                  	                           	                      	                       	                       	                 	                    	                         	                       	                      	                             	               	                    	                       	                    	                       	                         	                          	                         	                        	                      	                  	                  	                         	                     	                         	                     	                 	                         	              	                  	                      	                        	                        	                     	                       	                 	                   	                       	                       	                    	                   	                   	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	                       	                         	                         	                     	                        	                	                       	                   	                    	                         	                       	                     	                   	                    	                        	                 	                    	                   	                   	                              	                         	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1

  SR	Late Paleocene   	                 	CP3               	              	143	 865	B	 15	X	 2	  21.00	    133.7100	Bralower 	Nannofossils                                 	               	                  	R          	R               	F                      	R                	                 	F                   	R                        	F                   	A             	F                      	R                   	F                    	R                    	R                   	F                   	R         	                         	                      	R                         	R                       	                       	                       	                      	                  	                           	                      	                       	                       	                 	                    	                         	                       	                      	                             	               	                    	                       	                    	                       	                         	                          	                         	                        	                      	                  	                  	                         	                     	                         	                     	                 	                         	              	                  	                      	                        	                        	                     	                       	                 	                   	                       	                       	                    	                   	                   	                     	                    	                      	                      	                       	                	                          	                     	                  	                      	                       	                  	                       	                         	                         	                     	                        	                	                       	                   	                    	                         	                       	                     	                   	                    	                        	                 	                    	                   	                   	                              	                         	                     	                     	                          	                          	                          	                       	                   	                     	                     	                         	                 	                    	                 	                     	                       	                     	                           	                   	                           	                  	                       	                     	                      	                     	                      	                      	                     	                             	                    	                       	                      	                       	                          	                   	                             	                          	                    	                     	                          	                       	                	                         	                          	                      	                    	                        	                       	                           	                       	                	                  	                         	                         	                        	                     	from 143 SR; Chapter 3; Table 1
