Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Heterohelix planata	Heterohelix globulosa	Hedbergella monmouthensis	Globigerinelloides multispinus	Archaeoglobigerina australis	Hedbergella sliteri	Heterohelix dentata	Globotruncanella? sp.	Archaeoglobigerina mateola	Abathomphalus mayaroensis	Rugotruncana circumnodifer	Rugoglobigerina rugosa	Globigerinelloides subcarinatus	Globigerinelloides impensus	Zeauvigerina teuria	Pseudotextularia elegans	Hedbergella sp.	Guembelitria cretacea	Gublerina robusta	Globotruncanella petaloidea	Globotruncanella citae	Abathomphalus intermedius	Chiloguembelina sp.	Schackoina multispinata	Eoglobigerina fringa	Eoglobigerina eobulloides	Chiloguembelina crinita	Eoglobigerina? sp.	Bifarina alabamensis	Chiloguembelina waiparensis	Globoconusa daubjergensis	Eoglobigerina simplicissima	Subbotina pseudobulloides	Subbotina trivialis	Subbotina triloculinoides	Chiloguembelina morsei	Planorotalites compressus	Eoglobigerina quadrilocula	Morozovella inconstans	Subbotina triangularis	Guembelitrioides sp.	Planorotalites cf. P. appressus	Subbotina varianta	Planorotalites imitatus	Chiloguembelina wilcoxensis	Igorina spiralis	Acarinina? sp.	Acarinina praeangulata	Acarinina mckannai	Acarinina esnaensis	Acarinina praepentacamerata	Acarinina praecursoria	Acarinina apanthesma	Acarinina soldadoensis	Acarinina acarinata	Acarinina chascanona	Planorotalites reissi	Igorina pusilla	Acarinina cf. A. mckannai	Planorotalites planoconicus	Subbotina velascoensis	Planorotalites australiformis	Acarinina pseudotopilensis	Acarinina intermedia	Planorotalites chapmani	Acarinina triplex	Pseudohastigerina wilcoxensis	Morozovella subbotinae	Morozovella gracilis	Subbotina cf. S. hornibrooki	Planorotalites sp. 2	Acarinina wilcoxensis	Acarinina strabocella	Acarinina coalingensis	Acarinina nitida	Subbotina patagonica	Muricoglobigerina senni	Acarinina pentacamerata	Subbotina hardingae	Acarinina interposita	Subbotina pseudoeocaena	Acarinina primitiva	Acarinina broedermanni	Acarinina cuneicamerata	Cassigerinelloita amekiensis	Acarinina cf. A. collactea	Comment

  SR	Early Paleocene  	                 	AP1a (Huber 1991) 	              	119	 738	C	 19	R	 3	  88.00	    364.3800	Huber    	Planktonic Foraminifers                      	F              	G                 	r                  	                     	                         	r                             	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	R                      	                  	R                   	                           	A                        	F                          	C                        	R                  	R                        	                      	F                        	R                         	F                     	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Early Paleocene  	                 	AP1a (Huber 1991) 	              	119	 738	C	 19	R	CC	   9.00	    365.0900	Huber    	Planktonic Foraminifers                      	R              	M                 	                   	                     	                         	r                             	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	C                      	                  	R                   	                           	A                        	C                          	F                        	F                  	C                        	R                     	R                        	                          	R                     	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Early Paleocene  	                 	AP1a (Huber 1991) 	              	119	 738	C	 20	R	 1	 102.00	    371.2200	Huber    	Planktonic Foraminifers                      	F              	G                 	r                  	r                    	                         	r                             	r                           	                   	                   	                     	                          	                         	                          	                      	                               	                           	R                  	                        	               	                     	                 	                           	                      	                         	                   	r                      	                    	                         	F                      	                  	R                   	R                          	A                        	C                          	A                        	F                  	F                        	                      	R                        	                          	R                     	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Early Paleocene  	                 	AP1b              	              	119	 738	C	 20	R	 2	 118.00	    372.8800	Huber    	Planktonic Foraminifers                      	F              	G                 	r                  	r                    	                         	r                             	r                           	                   	                   	                     	                          	                         	                          	                      	                               	                           	R                  	                        	               	                     	                 	r                          	                      	                         	                   	                       	                    	                         	C                      	                  	R                   	R                          	C                        	A                          	C                        	F                  	F                        	R                     	R                        	R                         	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Early Paleocene  	                 	AP1b              	              	119	 738	C	 20	R	 3	  90.00	    374.1000	Huber    	Planktonic Foraminifers                      	F              	M                 	r                  	                     	                         	r                             	r                           	                   	                   	                     	                          	                         	                          	                      	r                              	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	F                      	                  	R                   	                           	F                        	C                          	F                        	R                  	F                        	F                     	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Early Paleocene  	                 	AP1b              	              	119	 738	C	 20	R	 4	  17.00	    374.8700	Huber    	Planktonic Foraminifers                      	R              	M                 	                   	                     	                         	r                             	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	R                        	A                      	                  	                    	C                          	R                        	A                          	                         	R                  	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 24.Table 2.page 430.

  SR	Danian           	                 	AP1a (Huber 1991) 	              	119	 738	C	 20	R	 4	 130.00	    376.0000	Huber    	Planktonic Foraminifers                      	A              	G                 	+                  	1                    	                         	6                             	+                           	+                  	                   	                     	                          	                         	                          	                      	1                              	                           	+                  	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	14                       	28                     	                  	+                   	13                         	2                        	11                         	1                        	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Danian           	                 	AP1a (Huber 1991) 	              	119	 738	C	 20	R	 5	   4.00	    376.2400	Huber    	Planktonic Foraminifers                      	A              	M                 	1                  	2                    	+                        	2                             	                            	                   	                   	                     	                          	                         	                          	                      	+                              	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	9                        	31                     	                  	+                   	10                         	4                        	16                         	5                        	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Danian           	                 	AP1a (Huber 1991) 	              	119	 738	C	 20	R	 5	  15.00	    376.3500	Huber    	Planktonic Foraminifers                      	A              	M                 	                   	1                    	                         	10                            	1                           	2                  	2                  	                     	                          	                         	                          	                      	3                              	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	16                       	18                     	                  	                    	19                         	+                        	5                          	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Danian           	                 	AP1a (Huber 1991) 	              	119	 738	C	 20	R	 5	  25.00	    376.4500	Huber    	Planktonic Foraminifers                      	F              	P                 	                   	4                    	                         	10                            	1                           	1                  	3                  	                     	                          	                         	                          	                      	2                              	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	1                   	12                       	27                     	                  	                    	9                          	                         	2                          	+                        	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Danian           	                 	AP1a (Huber 1991) 	              	119	 738	C	 20	R	 5	  34.00	    376.5400	Huber    	Planktonic Foraminifers                      	A              	M                 	                   	6                    	                         	13                            	+                           	+                  	+                  	                     	                          	+                        	                          	                      	2                              	+                          	                   	                        	               	+                    	                 	                           	                      	                         	                   	+                      	?                   	18                       	9                      	                  	+                   	9                          	2                        	12                         	+                        	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Danian           	                 	AP1a (Huber 1991) 	              	119	 738	C	 20	R	 5	  44.00	    376.6400	Huber    	Planktonic Foraminifers                      	F              	P                 	1                  	3                    	                         	5                             	                            	                   	1                  	                     	                          	                         	                          	                      	3                              	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	?                   	9                        	22                     	                  	                    	10                         	+                        	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Danian           	                 	AP1a (Huber 1991) 	              	119	 738	C	 20	R	 5	  56.00	    376.7600	Huber    	Planktonic Foraminifers                      	C              	P                 	1                  	9                    	                         	8                             	                            	                   	1                  	                     	                          	                         	                          	                      	3                              	                           	1                  	                        	               	                     	                 	                           	                      	                         	                   	                       	+                   	2                        	21                     	                  	                    	23                         	1                        	2                          	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Danian           	                 	AP1 (Huber 1991)  	              	119	 738	C	 20	R	 5	  65.00	    376.8500	Huber    	Planktonic Foraminifers                      	C              	P                 	1                  	3                    	                         	20                            	+                           	                   	+                  	                     	                          	                         	                          	                      	5                              	                           	2                  	                        	               	                     	                 	+                          	                      	                         	                   	                       	1                   	3                        	11                     	                  	+                   	20                         	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Danian           	                 	AP1 (Huber 1991)  	              	119	 738	C	 20	R	 5	  76.00	    376.9600	Huber    	Planktonic Foraminifers                      	R              	P                 	3                  	1                    	                         	7                             	                            	                   	                   	                     	                          	                         	                          	                      	1                              	                           	1                  	                        	               	                     	                 	                           	                      	                         	                   	                       	3                   	11                       	31                     	                  	1                   	6                          	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Danian           	                 	AP1 (Huber 1991)  	              	119	 738	C	 20	R	 5	  82.00	    377.0200	Huber    	Planktonic Foraminifers                      	C              	P                 	1                  	1                    	                         	12                            	                            	                   	                   	                     	                          	                         	                          	                      	1                              	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	9                        	27                     	                  	                    	4                          	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Danian           	                 	AP1 (Huber 1991)  	              	119	 738	C	 20	R	 5	  83.00	    377.0300	Huber    	Planktonic Foraminifers                      	R              	P                 	2                  	3                    	                         	6                             	                            	                   	                   	                     	                          	                         	                          	                      	+                              	                           	1                  	                        	               	                     	                 	                           	                      	                         	                   	                       	?                   	18                       	24                     	                  	                    	8                          	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Danian           	                 	AP1 (Huber 1991)  	              	119	 738	C	 20	R	 5	  84.00	    377.0400	Huber    	Planktonic Foraminifers                      	R              	P                 	1                  	2                    	                         	11                            	?                           	                   	                   	                     	                          	                         	                          	                      	1                              	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	6                        	24                     	                  	                    	7                          	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Danian           	                 	AP1 (Huber 1991)  	              	119	 738	C	 20	R	 5	  85.00	    377.0500	Huber    	Planktonic Foraminifers                      	C              	M                 	                   	1                    	                         	7                             	                            	                   	                   	                     	                          	+                        	                          	                      	+                              	                           	+                  	                        	               	                     	+                	                           	                      	                         	                   	                       	+                   	1                        	21                     	                  	+                   	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Danian           	                 	AP1 (Huber 1991)  	              	119	 738	C	 20	R	 5	  86.00	    377.0600	Huber    	Planktonic Foraminifers                      	F              	P                 	                   	                     	                         	6                             	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	1                          	                      	                         	                   	                       	?                   	3                        	9                      	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.
