verbatim_name,name,"name to use (if different from ""name"")",name comment field,taxon_group,Comment,notes,Any taxon above genus,genus modifier,genus name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,comments,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,normalized_name
Ellipsolithus subdistichus,Ellipsolithus subdistichus,,,nannofossils,,,,,Ellipsolithus,,subdistichus,,,,,424492.0,Ellipsolithus,genus,Ellipsolithus subdistichus
Emiliania huxleyi,Emiliania huxleyi,,,nannofossils,,,,,Emiliania,,huxleyi,,,,,170707.0,Emiliania,genus,Emiliania huxleyi
Emiliania huxleyi (<5 microns),Emiliania huxleyi (<5 microns),,,nannofossils,,,,,Emiliania,,huxleyi,,,<5 microns,,170707.0,Emiliania,genus,Emiliania huxleyi (<5 microns)
Emiliania huxleyi (>5 microns),Emiliania huxleyi (>5 microns),,,nannofossils,,,,,Emiliania,,huxleyi,,,>5 microns,,170707.0,Emiliania,genus,Emiliania huxleyi (>5 microns)
Eprolithus eptapetalus,Eprolithus eptapetalus,,,nannofossils,,,,,Eprolithus,,eptapetalus,,,,,87746.0,Eprolithus,genus,Eprolithus eptapetalus
Eprolithus floralis,Eprolithus floralis,,,nannofossils,,,,,Eprolithus,,floralis,,,,,87986.0,Eprolithus floralis,species,Eprolithus floralis
Eprolithus moratus,Eprolithus moratus,,,nannofossils,,,,,Eprolithus,,moratus,,,,,87984.0,Eprolithus moratus,species,Eprolithus moratus
Eprolithus octopetalus,Eprolithus octopetalus,,,nannofossils,,,,,Eprolithus,,octopetalus,,,,,87983.0,Eprolithus octopetalus,species,Eprolithus octopetalus
Ericsonia robusta,Ericsonia robusta,,,nannofossils,,,,,Ericsonia,,robusta,,,,,424280.0,Ericsonia,genus,Ericsonia robusta
Ericsonia robusta (small),Ericsonia robusta (small),Ericsonia robusta,Ericsonia robusta (small),nannofossils,,,,,Ericsonia,,robusta,,,small,Ericsonia robusta (small),424280.0,Ericsonia,genus,Ericsonia robusta
Ericsonia subpertusa,Ericsonia subpertusa,,,nannofossils,,,,,Ericsonia,,subpertusa,,,,,424280.0,Ericsonia,genus,Ericsonia subpertusa
Fasciculithus alanii,Fasciculithus alanii,,,nannofossils,,,,,Fasciculithus,,alanii,,,,,424283.0,Fasciculithus,genus,Fasciculithus alanii
Fasciculithus clinatus,Fasciculithus clinatus,,,nannofossils,,,,,Fasciculithus,,clinatus,,,,,424283.0,Fasciculithus,genus,Fasciculithus clinatus
Fasciculithus involutus,Fasciculithus involutus,,,nannofossils,,,,,Fasciculithus,,involutus,,,,,424283.0,Fasciculithus,genus,Fasciculithus involutus
Fasciculithus lilianae,Fasciculithus lilianae,,,nannofossils,,,,,Fasciculithus,,lilianae,,,,,424283.0,Fasciculithus,genus,Fasciculithus lilianae
Fasciculithus magnus,Fasciculithus magnus,,,nannofossils,,,,,Fasciculithus,,magnus,,,,,424283.0,Fasciculithus,genus,Fasciculithus magnus
Fasciculithus pileatus,Fasciculithus pileatus,,,nannofossils,,,,,Fasciculithus,,pileatus,,,,,424283.0,Fasciculithus,genus,Fasciculithus pileatus
Fasciculithus richardii,Fasciculithus richardii,,,nannofossils,,,,,Fasciculithus,,richardii,,,,,424283.0,Fasciculithus,genus,Fasciculithus richardii
Fasciculithus shaubii,Fasciculithus shaubii,,,nannofossils,,,,,Fasciculithus,,shaubii,,,,,424283.0,Fasciculithus,genus,Fasciculithus shaubii
Fasciculithus spp.,Fasciculithus spp.,,,nannofossils,,,,,Fasciculithus,,spp.,,,,,424283.0,Fasciculithus,genus,Fasciculithus spp.
Fasciculithus thomasii,Fasciculithus thomasii,,,nannofossils,,,,,Fasciculithus,,thomasii,,,,,424283.0,Fasciculithus,genus,Fasciculithus thomasii
Fasciculithus tympaniformis,Fasciculithus tympaniformis,,,nannofossils,,,,,Fasciculithus,,tympaniformis,,,,,424283.0,Fasciculithus,genus,Fasciculithus tympaniformis
Fasciculithus ulii,Fasciculithus ulii,,,nannofossils,,,,,Fasciculithus,,ulii,,,,,424283.0,Fasciculithus,genus,Fasciculithus ulii
Fasciculithus ullii,Fasciculithus ullii,Fasciculithus ulii,,nannofossils,,,,,Fasciculithus,,ulii,,,,,424283.0,Fasciculithus,genus,Fasciculithus ulii
Florisphaera profunda,Florisphaera profunda,,,nannofossils,,,,,Florisphaera,,profunda,,,,,424500.0,Florisphaera,genus,Florisphaera profunda
Florisphaera profunda var. elongata,Florisphaera profunda var. elongata,,,nannofossils,,,,,Florisphaera,,profunda,var.,elongata,,,424500.0,Florisphaera,genus,Florisphaera profunda var. elongata
Gartnerago chiasta,Gartnerago chiasta,,,nannofossils,,,,,Gartnerago,,chiasta,,,,,88162.0,Gartnerago chiasta,species,Gartnerago chiasta
Gartnerago nanum,Gartnerago nanum,,,nannofossils,,,,,Gartnerago,,nanum,,,,,88159.0,Gartnerago nanum,species,Gartnerago nanum
Gartnerago obliquum,Gartnerago obliquum,,,nannofossils,,,,,Gartnerago,,obliquum,,,,,88157.0,Gartnerago obliquum,species,Gartnerago obliquum
Gartnerago segmentatum,Gartnerago segmentatum,,,nannofossils,,,,,Gartnerago,,segmentatum,,,,,88151.0,Gartnerago segmentatum,species,Gartnerago segmentatum
Gartnerago theta,Gartnerago theta,,,nannofossils,,,,,Gartnerago,,theta,,,,,88149.0,Gartnerago theta,species,Gartnerago theta
Gephyrocapsa (<4 microns),Gephyrocapsa (<4 microns),Gephyrocapsa spp. (<4 microns),,nannofossils,,,,,Gephyrocapsa,,spp.,,,<4 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa spp. (<4 microns)
Gephyrocapsa (<4 µm),Gephyrocapsa (<4 µm),Gephyrocapsa spp. (<4 microns),,nannofossils,,,,,Gephyrocapsa,,spp.,,,<4 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa spp. (<4 microns)
Gephyrocapsa (>4 µm),Gephyrocapsa (>4 µm),Gephyrocapsa spp. (>4 microns),,nannofossils,,,,,Gephyrocapsa,,spp.,,,>4 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa spp. (>4 microns)
Gephyrocapsa (>5.5 microns),Gephyrocapsa (>5.5 microns),Gephyrocapsa spp. (>5.5 microns),,nannofossils,,,,,Gephyrocapsa,,spp.,,,>5.5 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa spp. (>5.5 microns)
Gephyrocapsa (>5.5 µm),Gephyrocapsa (>5.5 µm),Gephyrocapsa spp. (>5.5 microns),,nannofossils,,,,,Gephyrocapsa,,spp.,,,>5.5 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa spp. (>5.5 microns)
Gephyrocapsa (small <4 microns),Gephyrocapsa (small <4 microns),Gephyrocapsa spp. (<4 microns),,nannofossils,,,,,Gephyrocapsa,,spp.,,,<4 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa spp. (<4 microns)
Gephyrocapsa aperta,Gephyrocapsa aperta,,,nannofossils,,,,,Gephyrocapsa,,aperta,,,,,421973.0,Gephyrocapsa,genus,Gephyrocapsa aperta
Gephyrocapsa caribbeanica,Gephyrocapsa caribbeanica,,,nannofossils,,,,,Gephyrocapsa,,caribbeanica,,,,,421973.0,Gephyrocapsa,genus,Gephyrocapsa caribbeanica
Gephyrocapsa caribbeanica (3-4 microns),Gephyrocapsa caribbeanica (3-4 microns),,,nannofossils,,,,,Gephyrocapsa,,caribbeanica,,,3-4 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa caribbeanica (3-4 microns)
Gephyrocapsa caribbeanica (4-5.5 microns),Gephyrocapsa caribbeanica (4-5.5 microns),,,nannofossils,,,,,Gephyrocapsa,,caribbeanica,,,4-5.5 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa caribbeanica (4-5.5 microns)
Gephyrocapsa caribbeanica (>5.5 microns),Gephyrocapsa caribbeanica (>5.5 microns),,,nannofossils,,,,,Gephyrocapsa,,caribbeanica,,,>5.5 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa caribbeanica (>5.5 microns)
Gephyrocapsa caribbeanica (large),Gephyrocapsa caribbeanica (large),,,nannofossils,,,,,Gephyrocapsa,,caribbeanica,,,large,,421973.0,Gephyrocapsa,genus,Gephyrocapsa caribbeanica (large)
Gephyrocapsa ericsonii,Gephyrocapsa ericsonii,,,nannofossils,,,,,Gephyrocapsa,,ericsonii,,,,,421973.0,Gephyrocapsa,genus,Gephyrocapsa ericsonii
Gephyrocapsa large,Gephyrocapsa large,,,nannofossils,,,,,Gephyrocapsa,,large,,,,,421973.0,Gephyrocapsa,genus,Gephyrocapsa large
Gephyrocapsa margerelii/muellerae,Gephyrocapsa margerelii/muellerae,,,nannofossils,,this is an intergrade of two species,,,Gephyrocapsa,,margerelii/muellerae,,,,,421973.0,Gephyrocapsa,genus,Gephyrocapsa margerelii/muellerae
Gephyrocapsa muellerae,Gephyrocapsa muellerae,,,nannofossils,,,,,Gephyrocapsa,,muellerae,,,,,421973.0,Gephyrocapsa,genus,Gephyrocapsa muellerae
Gephyrocapsa oceanica,Gephyrocapsa oceanica,,,nannofossils,,,,,Gephyrocapsa,,oceanica,,,,,421973.0,Gephyrocapsa,genus,Gephyrocapsa oceanica
Gephyrocapsa oceanica (3-4 microns),Gephyrocapsa oceanica (3-4 microns),,,nannofossils,,,,,Gephyrocapsa,,oceanica,,,3-4 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa oceanica (3-4 microns)
Gephyrocapsa oceanica (4-5.5 microns),Gephyrocapsa oceanica (4-5.5 microns),,,nannofossils,,,,,Gephyrocapsa,,oceanica,,,4-5.5 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa oceanica (4-5.5 microns)
Gephyrocapsa oceanica (<5 micron),Gephyrocapsa oceanica (<5 micron),,,nannofossils,,,,,Gephyrocapsa,,oceanica,,,<5 micron,,421973.0,Gephyrocapsa,genus,Gephyrocapsa oceanica (<5 micron)
Gephyrocapsa oceanica (>5 micron),Gephyrocapsa oceanica (>5 micron),,,nannofossils,,,,,Gephyrocapsa,,oceanica,,,>5 micron,,421973.0,Gephyrocapsa,genus,Gephyrocapsa oceanica (>5 micron)
Gephyrocapsa oceanica (>5.5 microns),Gephyrocapsa oceanica (>5.5 microns),,,nannofossils,,,,,Gephyrocapsa,,oceanica,,,>5.5 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa oceanica (>5.5 microns)
"Gephyrocapsa oceanica (Large, Diagonal bridge)","Gephyrocapsa oceanica (Large, Diagonal bridge)",Gephyrocapsa oceanica,"Gephyrocapsa oceanica (Large, Diagonal bridge)",nannofossils,,,,,Gephyrocapsa,,oceanica,,,large,"Gephyrocapsa oceanica (Large, Diagonal bridge)",421973.0,Gephyrocapsa,genus,Gephyrocapsa oceanica
Gephyrocapsa oceanica ss,Gephyrocapsa oceanica ss,Gephyrocapsa oceanica,Gephyrocapsa oceanica ss,nannofossils,,,,,Gephyrocapsa,,oceanica,,,,Gephyrocapsa oceanica ss,421973.0,Gephyrocapsa,genus,Gephyrocapsa oceanica
Gephyrocapsa omega,Gephyrocapsa omega,,,nannofossils,,,,,Gephyrocapsa,,omega,,,,,421973.0,Gephyrocapsa,genus,Gephyrocapsa omega
Gephyrocapsa parallela,Gephyrocapsa parallela,,,nannofossils,,,,,Gephyrocapsa,,parallela,,,,,421973.0,Gephyrocapsa,genus,Gephyrocapsa parallela
Gephyrocapsa sinuosa,Gephyrocapsa sinuosa,,,nannofossils,,,,,Gephyrocapsa,,sinuosa,,,,,421973.0,Gephyrocapsa,genus,Gephyrocapsa sinuosa
Gephyrocapsa sp.,Gephyrocapsa sp.,,,nannofossils,,,,,Gephyrocapsa,,sp.,,,,,421973.0,Gephyrocapsa,genus,Gephyrocapsa sp.
Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (4-5.5 microns),,,nannofossils,,,,,Gephyrocapsa,,sp.,,,4-5.5 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa sp. (4-5.5 microns)
Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (<4 microns),,,nannofossils,,,,,Gephyrocapsa,,sp.,,,<4 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa sp. (<4 microns)
Gephyrocapsa sp. (>5.5 microns),Gephyrocapsa sp. (>5.5 microns),,,nannofossils,,,,,Gephyrocapsa,,sp.,,,>5.5 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa sp. (>5.5 microns)
Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (closed >4 microns),,,nannofossils,,,,,Gephyrocapsa,,sp.,,,closed >4 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa sp. (closed >4 microns)
Gephyrocapsa sp. (large),Gephyrocapsa sp. (large),,,nannofossils,,,,,Gephyrocapsa,,sp.,,,large,,421973.0,Gephyrocapsa,genus,Gephyrocapsa sp. (large)
Gephyrocapsa sp. 3,Gephyrocapsa sp. 3,,,nannofossils,,"this is a distinct taxon! Nannos, amirite???",,,Gephyrocapsa,,"""sp. 3""",,,,,421973.0,Gephyrocapsa,genus,Gephyrocapsa sp. 3
Gephyrocapsa sp. medium,Gephyrocapsa sp. medium,,,nannofossils,,,,,Gephyrocapsa,,sp.,,,medium,,421973.0,Gephyrocapsa,genus,Gephyrocapsa sp. medium
Gephyrocapsa spp. (<3 microns),Gephyrocapsa spp. (<3 microns),,,nannofossils,,,,,Gephyrocapsa,,spp.,,,<3 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa spp. (<3 microns)
Gephyrocapsa spp. (>4 microns),Gephyrocapsa spp. (>4 microns),,,nannofossils,,,,,Gephyrocapsa,,spp.,,,>4 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa spp. (>4 microns)
Gephyrocapsa spp. (large >5.5 microns),Gephyrocapsa spp. (large >5.5 microns),,,nannofossils,,,,,Gephyrocapsa,,spp.,,,closed >4 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa spp. (large >5.5 microns)
Gephyrocapsa spp. (medium 4-5.5 microns),Gephyrocapsa spp. (medium 4-5.5 microns),,,nannofossils,,,,,Gephyrocapsa,,spp.,,,medium 4-5.5 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa spp. (medium 4-5.5 microns)
Gephyrocapsa spp. (small <3.5 microns),Gephyrocapsa spp. (small <3.5 microns),,,nannofossils,,,,,Gephyrocapsa,,spp.,,,small <3.5 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa spp. (small <3.5 microns)
Gephyrocapsa spp. (small),Gephyrocapsa spp. (small),,,nannofossils,,,,,Gephyrocapsa,,spp.,,,small,,421973.0,Gephyrocapsa,genus,Gephyrocapsa spp. (small)
Gephyrocapsa spp. medium,Gephyrocapsa spp. medium,,,nannofossils,,,,,Gephyrocapsa,,spp.,,,medium,,421973.0,Gephyrocapsa,genus,Gephyrocapsa spp. medium
Gephyrocapsa spp. small (<4 microns),Gephyrocapsa spp. small (<4 microns),,,nannofossils,,,,,Gephyrocapsa,,spp.,,,small <4 microns,,421973.0,Gephyrocapsa,genus,Gephyrocapsa spp. small (<4 microns)
Girgisia gammation,Girgisia gammation,,,nannofossils,,,,,Girgisia,,gammation,,,,,424465.0,Girgisia,genus,Girgisia gammation
Gladiolithus flabellatus,Gladiolithus flabellatus,,,nannofossils,extant,"Coccolith families inc sed, coccolith genus inc sed; Gladiolithus Jordan & Chamberlain, 1992  Jordan, R. W. & Chamberlain, A. H. L. (1992). Vexillarius cancellifer gen. et sp. nov., and its possible affinities with other living coccolithophorids. In, Hamrsmid, B. & Young, J. R. (eds) Nannoplankton Research, Proceedings of the 4th INA ",,,Gladiolithus,,flabellatus,,,,,,,,Gladiolithus flabellatus
Glaukolithus bicrescenticus,Glaukolithus bicrescenticus,,,nannofossils,,,,,Glaukolithus,,bicrescenticus,,,,,87705.0,Glaukolithus,genus,Glaukolithus bicrescenticus
Glaukolithus diplogrammus,Glaukolithus diplogrammus,,,nannofossils,,,,,Glaukolithus,,diplogrammus,,,,,87705.0,Glaukolithus,genus,Glaukolithus diplogrammus
Gorkea spp.,Gorkaea spp.,Gorkaea spp.,,nannofossils,,,,,Gorkaea,,spp.,,,,,87873.0,Gorkaea,genus,Gorkaea spp.
Grantarhabdus coronadventis,Grantarhabdus coronadventis,,,nannofossils,,,,,Grantarhabdus,,coronadventis,,,,,88286.0,Grantarhabdus coronadventis,species,Grantarhabdus coronadventis
Gyphyrocapsa caribbeanica,Gyphyrocapsa caribbeanica,Gephyrocapsa caribbeanica,,nannofossils,,,,,Gephyrocapsa,,caribbeanica,,,,,421973.0,Gephyrocapsa,genus,Gephyrocapsa caribbeanica
Gyphyrocapsa oceania,Gyphyrocapsa oceania,Gephyrocapsa oceanica,,nannofossils,,,,,Gephyrocapsa,,oceanica,,,,,421973.0,Gephyrocapsa,genus,Gephyrocapsa oceanica
Haqius circumradiatus,Haqius circumradiatus,,,nannofossils,,,,,Haqius,,circumradiatus,,,,,88134.0,Haqius circumradiatus,species,Haqius circumradiatus
Hayaster perplexus,Hayaster perplexus,,,nannofossils,,,,,Hayaster,,perplexus,,,,,424029.0,Hayaster,genus,Hayaster perplexus
Hayella challengeri,Hayella challengeri,,,nannofossils,,,,,Hayella,,challengeri,,,,,424278.0,Hayella,genus,Hayella challengeri
Hayella situliformis,Hayella situliformis,,,nannofossils,,,,,Hayella,,situliformis,,,,,424278.0,Hayella,genus,Hayella situliformis
Hayesites albiensis,Hayesites albiensis,,,nannofossils,,,,,Hayesites,,albiensis,,,,,87941.0,Hayesites albiensis,species,Hayesites albiensis
Helenea chiastia,Helenea chiastia,,,nannofossils,,,,,Helenea,,chiastia,,,,,88284.0,Helenea chiastia,species,Helenea chiastia
Helicolithus compactus,Helicolithus compactus,,,nannofossils,,,,,Helicolithus,,compactus,,,,,88556.0,Helicolithus compactus,species,Helicolithus compactus
Helicolithus trabeculatus,Helicolithus trabeculatus,,,nannofossils,,,,,Helicolithus,,trabeculatus,,,,,88553.0,Helicolithus trabeculatus,species,Helicolithus trabeculatus
Helicolithus trabeculatus (<7 um),Helicolithus trabeculatus (<7 um),Helicolithus trabeculatus,Helicolithus trabeculatus (<7 um),nannofossils,,,,,Helicolithus,,trabeculatus,,,<7 um,Helicolithus trabeculatus (<7 um),88553.0,Helicolithus trabeculatus,species,Helicolithus trabeculatus
Helicolithus turonicus,Helicolithus turonicus,,,nannofossils,,,,,Helicolithus,,turonicus,,,,,88552.0,Helicolithus turonicus,species,Helicolithus turonicus
Helicopontosphaera hyalina,Helicopontosphaera hyalina,,,nannofossils,,,,,Helicopontosphaera,,hyalina,,,,,424493.0,Helicopontosphaera,genus,Helicopontosphaera hyalina
Helicosphaera acuta,Helicosphaera acuta,,,nannofossils,,,,,Helicosphaera,,acuta,,,,,255396.0,Helicosphaera,genus,Helicosphaera acuta
Helicosphaera ampliaperta,Helicosphaera ampliaperta,,,nannofossils,,,,,Helicosphaera,,ampliaperta,,,,,255396.0,Helicosphaera,genus,Helicosphaera ampliaperta
Helicosphaera bramlettei,Helicosphaera bramlettei,,,nannofossils,,,,,Helicosphaera,,bramlettei,,,,,255396.0,Helicosphaera,genus,Helicosphaera bramlettei
Helicosphaera burkei,Helicosphaera burkei,,,nannofossils,,,,,Helicosphaera,,burkei,,,,,255396.0,Helicosphaera,genus,Helicosphaera burkei
Helicosphaera carteri,Helicosphaera carteri,,,nannofossils,,,,,Helicosphaera,,carteri,,,,,255397.0,Helicosphaera carteri,speciies,Helicosphaera carteri
Helicosphaera carteri var. walichii,Helicosphaera carteri var. walichii,,,nannofossils,,,,,Helicosphaera,,carteri,var.,walichii,,,255397.0,Helicosphaera carteri,speciies,Helicosphaera carteri var. walichii
Helicosphaera clarissima,Helicosphaera clarissima,,,nannofossils,,,,,Helicosphaera,,clarissima,,,,,255396.0,Helicosphaera,genus,Helicosphaera clarissima
Helicosphaera compacta,Helicosphaera compacta,,,nannofossils,,,,,Helicosphaera,,compacta,,,,,255396.0,Helicosphaera,genus,Helicosphaera compacta
Helicosphaera ethologa,Helicosphaera ethologa,,,nannofossils,,,,,Helicosphaera,,ethologa,,,,,255396.0,Helicosphaera,genus,Helicosphaera ethologa
Helicosphaera euphratis,Helicosphaera euphratis,,,nannofossils,,,,,Helicosphaera,,euphratis,,,,,255396.0,Helicosphaera,genus,Helicosphaera euphratis
Helicosphaera euphratis (< 8 microns),Helicosphaera euphratis (< 8 microns),Helicosphaera euphratis,Helicosphaera euphratis (< 8 microns),nannofossils,,,,,Helicosphaera,,euphratis,,,<8 microns,Helicosphaera euphratis (< 8 microns),255396.0,Helicosphaera,genus,Helicosphaera euphratis
Helicosphaera granulata,Helicosphaera granulata,,,nannofossils,,,,,Helicosphaera,,granulata,,,,,255396.0,Helicosphaera,genus,Helicosphaera granulata
Helicosphaera hyalina,Helicosphaera hyalina,,,nannofossils,,,,,Helicosphaera,,hyalina,,,,,255396.0,Helicosphaera,genus,Helicosphaera hyalina
Helicosphaera intermedia,Helicosphaera intermedia,,,nannofossils,,,,,Helicosphaera,,intermedia,,,,,255396.0,Helicosphaera,genus,Helicosphaera intermedia
Helicosphaera inversa,Helicosphaera inversa,,,nannofossils,,,,,Helicosphaera,,inversa,,,,,255396.0,Helicosphaera,genus,Helicosphaera inversa
Helicosphaera kamptneri,Helicosphaera kamptneri,,,nannofossils,,,,,Helicosphaera,,kamptneri,,,,,255396.0,Helicosphaera,genus,Helicosphaera kamptneri
Helicosphaera kamptnerii,Helicosphaera kamptnerii,Helicosphaera kamptneri,,nannofossils,,,,,Helicosphaera,,kamptneri,,,,,255396.0,Helicosphaera,genus,Helicosphaera kamptneri
Helicosphaera lophota,Helicosphaera lophota,,,nannofossils,,,,,Helicosphaera,,lophota,,,,,255396.0,Helicosphaera,genus,Helicosphaera lophota
Helicosphaera mediterranea,Helicosphaera mediterranea,,,nannofossils,,,,,Helicosphaera,,mediterranea,,,,,255396.0,Helicosphaera,genus,Helicosphaera mediterranea
Helicosphaera neogranulata,Helicosphaera neogranulata,,,nannofossils,,,,,Helicosphaera,,neogranulata,,,,,255396.0,Helicosphaera,genus,Helicosphaera neogranulata
Helicosphaera obliqua,Helicosphaera obliqua,,,nannofossils,,,,,Helicosphaera,,obliqua,,,,,255396.0,Helicosphaera,genus,Helicosphaera obliqua
Helicosphaera orientalis,Helicosphaera orientalis,,,nannofossils,,,,,Helicosphaera,,orientalis,,,,,255448.0,Helicosphaera orientalis,species,Helicosphaera orientalis
Helicosphaera pavimentum,Helicosphaera pavimentum,,,nannofossils,,,,,Helicosphaera,,pavimentum,,,,,255396.0,Helicosphaera,genus,Helicosphaera pavimentum
Helicosphaera perch-nielseniae,Helicosphaera perch-nielseniae,,,nannofossils,,this is one hyphenated name (named after Katerina Perch-Nielsen) A great example of why the species field should accept non-alphabetic characters! ,,,Helicosphaera,,perch-nielseniae,,,,,255396.0,Helicosphaera,genus,Helicosphaera perch-nielseniae
Helicosphaera princei,Helicosphaera princei,,,nannofossils,,,,,Helicosphaera,,princei,,,,,255396.0,Helicosphaera,genus,Helicosphaera princei
Helicosphaera recta,Helicosphaera recta,,,nannofossils,,,,,Helicosphaera,,recta,,,,,255396.0,Helicosphaera,genus,Helicosphaera recta
Helicosphaera reticulata,Helicosphaera reticulata,,,nannofossils,,,,,Helicosphaera,,reticulata,,,,,255396.0,Helicosphaera,genus,Helicosphaera reticulata
Helicosphaera scissura,Helicosphaera scissura,,,nannofossils,,,,,Helicosphaera,,scissura,,,,,255396.0,Helicosphaera,genus,Helicosphaera scissura
Helicosphaera sellii,Helicosphaera sellii,,,nannofossils,,,,,Helicosphaera,,sellii,,,,,255396.0,Helicosphaera,genus,Helicosphaera sellii
Helicosphaera seminulum,Helicosphaera seminulum,,,nannofossils,,,,,Helicosphaera,,seminulum,,,,,255396.0,Helicosphaera,genus,Helicosphaera seminulum
Helicosphaera sp.,Helicosphaera sp.,,,nannofossils,,,,,Helicosphaera,,sp.,,,,,255396.0,Helicosphaera,genus,Helicosphaera sp.
Helicosphaera spp.,Helicosphaera spp.,,,nannofossils,,,,,Helicosphaera,,spp.,,,,,255396.0,Helicosphaera,genus,Helicosphaera spp.
Helicosphaera spp. (Negoene),Helicosphaera spp. (Negoene),Helicosphaera <spp. (Negoene)>,,nannofossils,,,,,Helicosphaera,,spp.,,,,Helicosphaera spp. (Negoene),255396.0,Helicosphaera,genus,Helicosphaera <spp. (Negoene)>
Helicosphaera spp. (Palegoene),Helicosphaera spp. (Palegoene),Helicosphaera <spp. (Palegoene)>,,nannofossils,,,,,Helicosphaera,,spp.,,,,Helicosphaera spp. (Palegoene),255396.0,Helicosphaera,genus,Helicosphaera <spp. (Palegoene)>
Helicosphaera stalis,Helicosphaera stalis,,,nannofossils,,,,,Helicosphaera,,stalis,,,,,255452.0,Helicosphaera stalis,species,Helicosphaera stalis
Helicosphaera vedderi,Helicosphaera vedderi,,,nannofossils,,,,,Helicosphaera,,vedderi,,,,,255396.0,Helicosphaera,genus,Helicosphaera vedderi
Helicosphaera walbersdorfensis,Helicosphaera walbersdorfensis,,,nannofossils,,,,,Helicosphaera,,walbersdorfensis,,,,,255396.0,Helicosphaera,genus,Helicosphaera walbersdorfensis
Helicosphaera wallichii,Helicosphaera wallichii,,,nannofossils,,,,,Helicosphaera,,wallichii,,,,,255396.0,Helicosphaera,genus,Helicosphaera wallichii
Helicosphaera wilcoxonii,Helicosphaera wilcoxonii,,,nannofossils,,,,,Helicosphaera,,wilcoxonii,,,,,255396.0,Helicosphaera,genus,Helicosphaera wilcoxonii
Helicosphera inversa,Helicosphera inversa,Helicosphaera inversa,,nannofossils,,,,,Helicosphaera,,inversa,,,,,255396.0,Helicosphaera,genus,Helicosphaera inversa
Heliolithus cantabriae,Heliolithus cantabriae,,,nannofossils,,,,,Heliolithus,,cantabriae,,,,,424312.0,Heliolithus,genus,Heliolithus cantabriae
Heliolithus kleinpellii,Heliolithus kleinpellii,,,nannofossils,,,,,Heliolithus,,kleinpellii,,,,,424312.0,Heliolithus,genus,Heliolithus kleinpellii
Heliolithus riedelii,Heliolithus riedelii,,,nannofossils,,,,,Heliolithus,,riedelii,,,,,424312.0,Heliolithus,genus,Heliolithus riedelii
Holodiscolithus macroporus,Holodiscolithus macroporus,,,nannofossils,,,,,Holodiscolithus,,macroporus,,,,,424467.0,Holodiscolithus,genus,Holodiscolithus macroporus
Hughesius gizoensis,Hughesius gizoensis,,,nannofossils,,,,,Hughesius,,gizoensis,,,,,424281.0,Hughesius,genus,Hughesius gizoensis
Hughesius tasmaniae,Hughesius tasmaniae,,,nannofossils,,,,,Hughesius,,tasmaniae,,,,,424281.0,Hughesius,genus,Hughesius tasmaniae
Ilselithina fusa,Ilselithina fusa,,,nannofossils,,,,,Ilselithina,,fusa,,,,,424495.0,Ilselithina,genus,Ilselithina fusa
Isthmolithus recurvus,Isthmolithus recurvus,,,nannofossils,,,,,Isthmolithus,,recurvus,,,,,409880.0,Isthmolithus recurvus,species,Isthmolithus recurvus
Jakubowskia leoniae,Jakubowskia leoniae,,,nannofossils,,,,,Jakubowskia,,leoniae,,,,,424318.0,Jakubowskia,genus,Jakubowskia leoniae
Kamptnerius magnificus,Kamptnerius magnificus,,,nannofossils,,,,,Kamptnerius,,magnificus,,,,,88148.0,Kamptnerius magnificus,species,Kamptnerius magnificus
Lanternithus minutus,Lanternithus minutus,,,nannofossils,,,,,Lanternithus,,minutus,,,,,424633.0,Lanternithus,genus,Lanternithus minutus
Lapideacassis sp.,Lapideacassis sp.,,,nannofossils,,,,,Lapideacassis,,sp.,,,,,87752.0,Lapideacassis,genus,Lapideacassis sp.
