verbatim_name,name,taxon_group,genera
Sigmoilopsis spp.,Sigmoilopsis spp.,benthic_forams,Sigmoilopsis
Sigmopyrgo vespertilio,Sigmopyrgo vespertilio,benthic_forams,Sigmopyrgo
Silicoflagellates (all taxa),Silicoflagellates (all taxa),diatoms,
Siphocampe amygdala,Siphocampe amygdala,radiolarians,Siphocampe
Siphocampe arachnea group,Siphocampe arachnea group,radiolarians,Siphocampe
Siphocampe corbula (=Lithocampe corbula),Siphocampe corbula (=Lithocampe corbula),radiolarians,Siphocampe
Siphocampe lineata,Siphocampe lineata,radiolarians,Siphocampe
Siphocampe quadrata,Siphocampe quadrata,radiolarians,Siphocampe
Siphocampe sp.,Siphocampe sp.,radiolarians,Siphocampe
Siphocampe? acephala,Siphocampe? acephala,radiolarians,
Siphocampe? amygdala,Siphocampe? amygdala,radiolarians,
Siphogeneria raphana,Siphogeneria raphana,benthic_forams,Siphogeneria
Siphogenerina columellaris,Siphogenerina columellaris,benthic_forams,Siphogenerina
Siphogenerina dimorpha,Siphogenerina dimorpha,benthic_forams,Siphogenerina
Siphogenerina indica,Siphogenerina indica,benthic_forams,Siphogenerina
Siphogenerina sp.?,Siphogenerina sp.?,benthic_forams,Siphogenerina
Siphogenerina spp.,Siphogenerina spp.,benthic_forams,Siphogenerina
Siphogenerinoides spp.,Siphogenerinoides spp.,benthic_forams,Siphogenerinoides
Siphogerenina pacifica,Siphogerenina pacifica,benthic_forams,Siphogerenina
Siphogerenina spp.,Siphogerenina spp.,benthic_forams,Siphogerenina
Siphonaperta spp.,Siphonaperta spp.,benthic_forams,Siphonaperta
Siphoniferoides siphonifera,Siphoniferoides siphonifera,benthic_forams,Siphoniferoides
Siphonina australis,Siphonina australis,benthic_forams,Siphonina
Siphonina bradyana,Siphonina bradyana,benthic_forams,Siphonina
Siphonina pozonensis,Siphonina pozonensis,benthic_forams,Siphonina
Siphonina sp.,Siphonina sp.,benthic_forams,Siphonina
Siphonina tenuicarinata,Siphonina tenuicarinata,benthic_forams,Siphonina
Siphonina tubulosa,Siphonina tubulosa,benthic_forams,Siphonina
Siphonodosaria abyssorum,Siphonodosaria abyssorum,benthic_forams,Siphonodosaria
Siphonodosaria annulifera,Siphonodosaria annulifera,benthic_forams,Siphonodosaria
Siphonodosaria cf. holoserica,Siphonodosaria cf. holoserica,benthic_forams,Siphonodosaria
Siphonodosaria cf. ketienziensis,Siphonodosaria cf. ketienziensis,benthic_forams,Siphonodosaria
Siphonodosaria cooperensis,Siphonodosaria cooperensis,benthic_forams,Siphonodosaria
Siphonodosaria hispidula,Siphonodosaria hispidula,benthic_forams,Siphonodosaria
Siphonodosaria insecta,Siphonodosaria insecta,benthic_forams,Siphonodosaria
Siphonodosaria ketienziensis,Siphonodosaria ketienziensis,benthic_forams,Siphonodosaria
Siphonodosaria lepidula,Siphonodosaria lepidula,benthic_forams,Siphonodosaria
Siphonodosaria longispina,Siphonodosaria longispina,benthic_forams,Siphonodosaria
Siphonodosaria pomuligera,Siphonodosaria pomuligera,benthic_forams,Siphonodosaria
Siphonodosaria sargrinensis,Siphonodosaria sargrinensis,benthic_forams,Siphonodosaria
Siphonodosaria sp.,Siphonodosaria sp.,benthic_forams,Siphonodosaria
Siphonodosaria sp. 1,Siphonodosaria sp. 1,benthic_forams,Siphonodosaria
Siphonodosaria sp. 2,Siphonodosaria sp. 2,benthic_forams,Siphonodosaria
Siphonodosaria spp.,Siphonodosaria spp.,benthic_forams,Siphonodosaria
Siphonodosaria subspinosa,Siphonodosaria subspinosa,benthic_forams,Siphonodosaria
Siphonodosaria subtertenuata,Siphonodosaria subtertenuata,benthic_forams,Siphonodosaria
Siphonodosasria lepidula f. huagaensis,Siphonodosasria lepidula f. huagaensis,benthic_forams,Siphonodosasria
Siphonosphaera martensi,Siphonosphaera martensi,radiolarians,Siphonosphaera
Siphonosphaera polysiphonia,Siphonosphaera polysiphonia,radiolarians,Siphonosphaera
Siphonosphaera tenera,Siphonosphaera tenera,radiolarians,Siphonosphaera
Siphonosphaera vesuvius,Siphonosphaera vesuvius,radiolarians,Siphonosphaera
Siphostichoartus corona,Siphostichoartus corona,radiolarians,Siphostichoartus
Siphotextularia rolshauseni,Siphotextularia rolshauseni,benthic_forams,Siphotextularia
Siphotextularia sp.,Siphotextularia sp.,benthic_forams,Siphotextularia
Siphotextularia wairoana,Siphotextularia wairoana,benthic_forams,Siphotextularia
Siphouvigerina ampullacea,Siphouvigerina ampullacea,benthic_forams,Siphouvigerina
Siphouvigerina hispida,Siphouvigerina hispida,benthic_forams,Siphouvigerina
Siphouvigerina interrupta,Siphouvigerina interrupta,benthic_forams,Siphouvigerina
Siphouvigerina notohispida >1000 m,Siphouvigerina notohispida >1000 m,benthic_forams,Siphouvigerina
Siphouvigerina plebeja,Siphouvigerina plebeja,benthic_forams,Siphouvigerina
Siphouvigerina porrecta,Siphouvigerina porrecta,benthic_forams,Siphouvigerina
Siphouvigerina sp.,Siphouvigerina sp.,benthic_forams,Siphouvigerina
Skeletonemopsis and Skeletonema grp,Skeletonemopsis and Skeletonema grp,diatoms,Skeletonemopsis
Skeletonemopsis and Skeletonema grp.,Skeletonemopsis and Skeletonema grp.,diatoms,Skeletonemopsis
Skeletonemopsis barbabadensis,Skeletonemopsis barbabadensis,diatoms,Skeletonemopsis
Skeletonemopsis mahoodii,Skeletonemopsis mahoodii,diatoms,Skeletonemopsis
Sliteria,Sliteria,benthic_forams,
Small Gephyrocapsa spp.,Small Gephyrocapsa spp.,nannofossils,
Solenosphaera omnitubus,Solenosphaera omnitubus,radiolarians,Solenosphaera
Solenosphaera omnitubus omnitubus,Solenosphaera omnitubus omnitubus,radiolarians,Solenosphaera
Solenosphaera quadrata,Solenosphaera quadrata,radiolarians,Solenosphaera
Solidopons petrae,Solidopons petrae,nannofossils,Solidopons
Sorites orbiculus,Sorites orbiculus,benthic_forams,Sorites
Sorites spp.,Sorites spp.,benthic_forams,Sorites
Speetonia colligata,Speetonia colligata,nannofossils,Speetonia
Speetonia sp.,Speetonia sp.,nannofossils,Speetonia
Sphaerogypsina globulus,Sphaerogypsina globulus,benthic_forams,Sphaerogypsina
Sphaeroidina bulloides,Sphaeroidina bulloides,benthic_forams,Sphaeroidina
Sphaeroidina spp.,Sphaeroidina spp.,benthic_forams,Sphaeroidina
Sphaeroidinella dahiscens sensu lato,Sphaeroidinella dahiscens sensu lato,planktic_forams,Sphaeroidinella
Sphaeroidinella dehiscens,Sphaeroidinella dehiscens,planktic_forams,Sphaeroidinella
Sphaeroidinella dehiscens,Sphaeroidinella dehiscens,benthic_forams,Sphaeroidinella
Sphaeroidinella dehiscens s.l.,Sphaeroidinella dehiscens s.l.,planktic_forams,Sphaeroidinella
Sphaeroidinella dehiscens sensu lato _B_,Sphaeroidinella dehiscens sensu lato _B_,planktic_forams,Sphaeroidinella
Sphaeroidinella disjuncta,Sphaeroidinella disjuncta,planktic_forams,Sphaeroidinella
Sphaeroidinella excavata,Sphaeroidinella excavata,planktic_forams,Sphaeroidinella
Sphaeroidinellopsis disjuncta,Sphaeroidinellopsis disjuncta,planktic_forams,Sphaeroidinellopsis
Sphaeroidinellopsis hancocki,Sphaeroidinellopsis hancocki,planktic_forams,Sphaeroidinellopsis
Sphaeroidinellopsis kochi,Sphaeroidinellopsis kochi,benthic_forams,Sphaeroidinellopsis
Sphaeroidinellopsis kochi,Sphaeroidinellopsis kochi,planktic_forams,Sphaeroidinellopsis
Sphaeroidinellopsis kochi _T,Sphaeroidinellopsis kochi _T,planktic_forams,Sphaeroidinellopsis
Sphaeroidinellopsis kochi _T_,Sphaeroidinellopsis kochi _T_,planktic_forams,Sphaeroidinellopsis
Sphaeroidinellopsis multiloba,Sphaeroidinellopsis multiloba,planktic_forams,Sphaeroidinellopsis
Sphaeroidinellopsis paenedehiscens,Sphaeroidinellopsis paenedehiscens,planktic_forams,Sphaeroidinellopsis
Sphaeroidinellopsis seminulina,Sphaeroidinellopsis seminulina,planktic_forams,Sphaeroidinellopsis
Sphaeroidinellopsis seminulina,Sphaeroidinellopsis seminulina,benthic_forams,Sphaeroidinellopsis
Sphaeroidinellopsis seminulina _T_ _PL4,Sphaeroidinellopsis seminulina _T_ _PL4,planktic_forams,Sphaeroidinellopsis
Sphaeroidinellopsis seminulina _T_ _PL4_,Sphaeroidinellopsis seminulina _T_ _PL4_,planktic_forams,Sphaeroidinellopsis
Sphaeroidinellopsis sp.,Sphaeroidinellopsis sp.,planktic_forams,Sphaeroidinellopsis
Sphaeroidinellopsis subdehiscens,Sphaeroidinellopsis subdehiscens,planktic_forams,Sphaeroidinellopsis
Sphaeroidnellopsis disjuncta,Sphaeroidnellopsis disjuncta,planktic_forams,Sphaeroidnellopsis
Sphaeropyle antarctica,Sphaeropyle antarctica,radiolarians,Sphaeropyle
Sphaeropyle langii,Sphaeropyle langii,radiolarians,Sphaeropyle
Sphaeropyle langii/robusta group,Sphaeropyle langii/robusta group,radiolarians,Sphaeropyle
Sphaeropyle robusta,Sphaeropyle robusta,radiolarians,Sphaeropyle
Sphaeropyle tetrapila,Sphaeropyle tetrapila,radiolarians,Sphaeropyle
Sphaerozoum punctatum,Sphaerozoum punctatum,radiolarians,Sphaerozoum
Sphagnum,Sphagnum,palynology,
Sphenolithus abies,Sphenolithus abies,nannofossils,Sphenolithus
Sphenolithus abies,Sphenolithus abies,diatoms,Sphenolithus
Sphenolithus akropodus,Sphenolithus akropodus,nannofossils,Sphenolithus
Sphenolithus anarrhopus,Sphenolithus anarrhopus,nannofossils,Sphenolithus
Sphenolithus arthurii,Sphenolithus arthurii,nannofossils,Sphenolithus
Sphenolithus belemnos,Sphenolithus belemnos,diatoms,Sphenolithus
Sphenolithus belemnos,Sphenolithus belemnos,nannofossils,Sphenolithus
Sphenolithus calyculus,Sphenolithus calyculus,nannofossils,Sphenolithus
Sphenolithus calyculus,Sphenolithus calyculus,diatoms,Sphenolithus
Sphenolithus capricornutus,Sphenolithus capricornutus,nannofossils,Sphenolithus
Sphenolithus capricornutus,Sphenolithus capricornutus,diatoms,Sphenolithus
Sphenolithus celsus,Sphenolithus celsus,nannofossils,Sphenolithus
Sphenolithus ciperoensis,Sphenolithus ciperoensis,nannofossils,Sphenolithus
Sphenolithus ciperoensis,Sphenolithus ciperoensis,diatoms,Sphenolithus
Sphenolithus conicus,Sphenolithus conicus,nannofossils,Sphenolithus
Sphenolithus conspicuus,Sphenolithus conspicuus,nannofossils,Sphenolithus
Sphenolithus cuniculus,Sphenolithus cuniculus,nannofossils,Sphenolithus
Sphenolithus delphix,Sphenolithus delphix,diatoms,Sphenolithus
Sphenolithus delphix,Sphenolithus delphix,nannofossils,Sphenolithus
Sphenolithus disbelemnos,Sphenolithus disbelemnos,nannofossils,Sphenolithus
Sphenolithus disbelemnos,Sphenolithus disbelemnos,diatoms,Sphenolithus
Sphenolithus dissimilis,Sphenolithus dissimilis,nannofossils,Sphenolithus
Sphenolithus dissimilis,Sphenolithus dissimilis,diatoms,Sphenolithus
Sphenolithus distentus,Sphenolithus distentus,nannofossils,Sphenolithus
Sphenolithus editus,Sphenolithus editus,nannofossils,Sphenolithus
Sphenolithus furcatolithoides,Sphenolithus furcatolithoides,nannofossils,Sphenolithus
Sphenolithus furcatolithoides morph A,Sphenolithus furcatolithoides morph A,nannofossils,Sphenolithus
Sphenolithus furcatolithoides morph B,Sphenolithus furcatolithoides morph B,nannofossils,Sphenolithus
Sphenolithus grandis,Sphenolithus grandis,nannofossils,Sphenolithus
Sphenolithus heteromorpha,Sphenolithus heteromorpha,nannofossils,Sphenolithus
Sphenolithus heteromorphus,Sphenolithus heteromorphus,nannofossils,Sphenolithus
Sphenolithus heteromorphus,Sphenolithus heteromorphus,diatoms,Sphenolithus
Sphenolithus moriformis,Sphenolithus moriformis,nannofossils,Sphenolithus
Sphenolithus moriformis,Sphenolithus moriformis,diatoms,Sphenolithus
Sphenolithus moriformis gr.,Sphenolithus moriformis gr.,nannofossils,Sphenolithus
Sphenolithus neoabies,Sphenolithus neoabies,nannofossils,Sphenolithus
Sphenolithus obtusus,Sphenolithus obtusus,nannofossils,Sphenolithus
Sphenolithus orphanknollensis,Sphenolithus orphanknollensis,nannofossils,Sphenolithus
Sphenolithus pospichalii,Sphenolithus pospichalii,diatoms,Sphenolithus
Sphenolithus pospichalii,Sphenolithus pospichalii,nannofossils,Sphenolithus
Sphenolithus predistentus,Sphenolithus predistentus,nannofossils,Sphenolithus
Sphenolithus predistentus,Sphenolithus predistentus,diatoms,Sphenolithus
Sphenolithus primus,Sphenolithus primus,nannofossils,Sphenolithus
Sphenolithus pseudoheteromorphus,Sphenolithus pseudoheteromorphus,nannofossils,Sphenolithus
Sphenolithus pseudoradians,Sphenolithus pseudoradians,nannofossils,Sphenolithus
Sphenolithus radians,Sphenolithus radians,nannofossils,Sphenolithus
Sphenolithus runus,Sphenolithus runus,nannofossils,Sphenolithus
Sphenolithus spiniger,Sphenolithus spiniger,nannofossils,Sphenolithus
Sphenolithus spp.,Sphenolithus spp.,diatoms,Sphenolithus
Sphenolithus spp.,Sphenolithus spp.,nannofossils,Sphenolithus
Sphenolithus strigosus,Sphenolithus strigosus,nannofossils,Sphenolithus
Sphenolithus tribulosus,Sphenolithus tribulosus,nannofossils,Sphenolithus
Sphenolithus villae,Sphenolithus villae,nannofossils,Sphenolithus
Sphynctolethus pacificus,Sphynctolethus pacificus,diatoms,Sphynctolethus
Spinidinium macmurdoense,Spinidinium macmurdoense,palynology,Spinidinium
Spinidinium macmurdoense,Spinidinium macmurdoense,dinoflagellates,Spinidinium
Spinidinium schellenbergii,Spinidinium schellenbergii,dinoflagellates,Spinidinium
Spiniferites elongatus,Spiniferites elongatus,palynology,Spiniferites
Spiniferites mirabilis,Spiniferites mirabilis,palynology,Spiniferites
Spiniferites ramosus,Spiniferites ramosus,palynology,Spiniferites
Spirillina sp.,Spirillina sp.,benthic_forams,Spirillina
Spirillina spp.,Spirillina spp.,benthic_forams,Spirillina
Spiroculina sp.,Spiroculina sp.,benthic_forams,Spiroculina
Spirocyrtis sp.,Spirocyrtis sp.,radiolarians,Spirocyrtis
Spirolectinella,Spirolectinella,benthic_forams,
Spiroloculina bradyi,Spiroloculina bradyi,benthic_forams,Spiroloculina
Spiroloculina canaliculata,Spiroloculina canaliculata,benthic_forams,Spiroloculina
Spiroloculina depressa,Spiroloculina depressa,benthic_forams,Spiroloculina
Spiroloculina excavata,Spiroloculina excavata,benthic_forams,Spiroloculina
Spiroloculina rotunda,Spiroloculina rotunda,benthic_forams,Spiroloculina
Spiroloculina sp.,Spiroloculina sp.,benthic_forams,Spiroloculina
Spiroloculina sp. N/A,Spiroloculina sp. N/A,benthic_forams,Spiroloculina
Spiroloculina spp.,Spiroloculina spp.,benthic_forams,Spiroloculina
Spiroloculina spp.?,Spiroloculina spp.?,benthic_forams,Spiroloculina
Spiroloculina tenui,Spiroloculina tenui,benthic_forams,Spiroloculina
Spirophtalmidium cf. actuimargo,Spirophtalmidium cf. actuimargo,benthic_forams,Spirophtalmidium
Spiroplectammina cubensis,Spiroplectammina cubensis,benthic_forams,Spiroplectammina
Spiroplectammina sp.,Spiroplectammina sp.,benthic_forams,Spiroplectammina
Spiroplectammina spectabilis,Spiroplectammina spectabilis,benthic_forams,Spiroplectammina
Spiroplectammina spp.,Spiroplectammina spp.,benthic_forams,Spiroplectammina
Spiroplectammina steinekei,Spiroplectammina steinekei,benthic_forams,Spiroplectammina
Spiroplectella earlandi,Spiroplectella earlandi,benthic_forams,Spiroplectella
Spiroplectinata annectens,Spiroplectinata annectens,benthic_forams,Spiroplectinata
Spiroplectoides cubensis,Spiroplectoides cubensis,benthic_forams,Spiroplectoides
Spirosigmoilina distorta,Spirosigmoilina distorta,benthic_forams,Spirosigmoilina
Spirosigmoilina pusilla,Spirosigmoilina pusilla,benthic_forams,Spirosigmoilina
Spirosigmoilina tenuis,Spirosigmoilina tenuis,benthic_forams,Spirosigmoilina
Spirosigmoilinella compressa,Spirosigmoilinella compressa,benthic_forams,Spirosigmoilinella
Spirosigmoilinella  sp.,Spirosigmoilinella  sp.,benthic_forams,
Spirotextularia fistulosa,Spirotextularia fistulosa,benthic_forams,Spirotextularia
Spirotextularia spp.,Spirotextularia spp.,benthic_forams,Spirotextularia
Spirotextularia tubulosa,Spirotextularia tubulosa,benthic_forams,Spirotextularia
Spongaster berminghami,Spongaster berminghami,radiolarians,Spongaster
Spongaster pentas,Spongaster pentas,radiolarians,Spongaster
Spongaster tetras,Spongaster tetras,radiolarians,Spongaster
Spongaster tetras tetras,Spongaster tetras tetras,radiolarians,Spongaster
Spongatractus balbis,Spongatractus balbis,radiolarians,Spongatractus
Spongatractus pachystylus,Spongatractus pachystylus,radiolarians,Spongatractus
Sponge spicules,Sponge spicules,diatoms,Sponge
Spongocore puella,Spongocore puella,radiolarians,Spongocore
Spongocore sp.,Spongocore sp.,radiolarians,Spongocore
Spongodiscus cruciferus,Spongodiscus cruciferus,radiolarians,Spongodiscus
Spongodiscus resurgens,Spongodiscus resurgens,radiolarians,Spongodiscus
Spongodiscus rhabdostylus,Spongodiscus rhabdostylus,radiolarians,Spongodiscus
Spongodiscus sp.,Spongodiscus sp.,radiolarians,Spongodiscus
Spongoplegma sp.,Spongoplegma sp.,radiolarians,Spongoplegma
Spongopyle osculosa,Spongopyle osculosa,radiolarians,Spongopyle
Spongosphaera sp.,Spongosphaera sp.,radiolarians,Spongosphaera
Spongotrochus glacialis,Spongotrochus glacialis,radiolarians,Spongotrochus
Spongotrochus sp. A Abelmann,Spongotrochus sp. A Abelmann,radiolarians,Spongotrochus
Spongurus (?) sp.,Spongurus (?) sp.,radiolarians,
Spongurus bilobatus,Spongurus bilobatus,radiolarians,Spongurus
Spongurus cf. elliptica,Spongurus cf. elliptica,radiolarians,Spongurus
Spongurus cylindricus,Spongurus cylindricus,radiolarians,Spongurus
Spongurus pylomaticus,Spongurus pylomaticus,radiolarians,Spongurus
Spongurus sp.,Spongurus sp.,radiolarians,Spongurus
Spores,Spores,palynology,
Sporomorphs,Sporomorphs,palynology,
Sprioloculina corrugata,Sprioloculina corrugata,benthic_forams,Sprioloculina
Stainforthia complanata,Stainforthia complanata,benthic_forams,Stainforthia
Stainforthia exilis var. tenuata,Stainforthia exilis var. tenuata,benthic_forams,Stainforthia
Stainforthia fusiformis,Stainforthia fusiformis,benthic_forams,Stainforthia
Stainforthia sandiegoensis,Stainforthia sandiegoensis,benthic_forams,Stainforthia
Stainforthia sp.,Stainforthia sp.,benthic_forams,Stainforthia
Stainforthia spp.,Stainforthia spp.,benthic_forams,Stainforthia
Stainforthia tenuata,Stainforthia tenuata,benthic_forams,Stainforthia
Staurolithites,Staurolithites,nannofossils,
Staurolithites angustus,Staurolithites angustus,nannofossils,Staurolithites
Staurolithites flavus,Staurolithites flavus,nannofossils,Staurolithites
Staurolithites gausorhethium,Staurolithites gausorhethium,nannofossils,Staurolithites
Staurolithites mutterlosei,Staurolithites mutterlosei,nannofossils,Staurolithites
Staurolithites siesseri,Staurolithites siesseri,nannofossils,Staurolithites
Staurolithites spp.,Staurolithites spp.,nannofossils,Staurolithites
Stauroxiphos communis,Stauroxiphos communis,radiolarians,Stauroxiphos
Stellarima microtrias,Stellarima microtrias,diatoms,Stellarima
Stellarima stellaris,Stellarima stellaris,diatoms,Stellarima
Stensioeina beccariiformis,Stensioeina beccariiformis,benthic_forams,Stensioeina
Stephanocha (Distephanus) pseudofibula,Stephanocha (Distephanus) pseudofibula,diatoms,
Stephanodiscus astraea,Stephanodiscus astraea,diatoms,Stephanodiscus
Stephanonycites variegatus,Stephanonycites variegatus,diatoms,Stephanonycites
Stephanopyxis dimorpha,Stephanopyxis dimorpha,diatoms,Stephanopyxis
Stephanopyxis grunowii,Stephanopyxis grunowii,diatoms,Stephanopyxis
Stephanopyxis horridus,Stephanopyxis horridus,diatoms,Stephanopyxis
Stephanopyxis palmeriana,Stephanopyxis palmeriana,diatoms,Stephanopyxis
Stephanopyxis sp. C MSSTS,Stephanopyxis sp. C MSSTS,diatoms,Stephanopyxis
Stephanopyxis spinossima,Stephanopyxis spinossima,diatoms,Stephanopyxis
Stephanopyxis spp.,Stephanopyxis spp.,diatoms,Stephanopyxis
Stephanopyxis turris,Stephanopyxis turris,diatoms,Stephanopyxis
Stichocorys armata,Stichocorys armata,radiolarians,Stichocorys
Stichocorys delmontensis,Stichocorys delmontensis,radiolarians,Stichocorys
Stichocorys johnsoni,Stichocorys johnsoni,radiolarians,Stichocorys
Stichocorys peregrina,Stichocorys peregrina,radiolarians,Stichocorys
Stichocorys pergrina,Stichocorys pergrina,radiolarians,Stichocorys
Stichocorys seriata,Stichocorys seriata,radiolarians,Stichocorys
Stichocorys sp.,Stichocorys sp.,radiolarians,Stichocorys
Stichocorys spp. group,Stichocorys spp. group,radiolarians,Stichocorys
Stichocorys wolffii,Stichocorys wolffii,radiolarians,Stichocorys
Stictodiscus hardmanianus,Stictodiscus hardmanianus,diatoms,Stictodiscus
Stillostomellidae indet.,Stillostomellidae indet.,benthic_forams,Stillostomellidae
Stillostomellids,Stillostomellids,benthic_forams,
Stilodictya validispina,Stilodictya validispina,radiolarians,Stilodictya
Stilostomella abyssorum,Stilostomella abyssorum,benthic_forams,Stilostomella
Stilostomella antillea,Stilostomella antillea,benthic_forams,Stilostomella
Stilostomella consobrina,Stilostomella consobrina,benthic_forams,Stilostomella
Stilostomella fistuca,Stilostomella fistuca,benthic_forams,Stilostomella
Stilostomella gracillima,Stilostomella gracillima,benthic_forams,Stilostomella
Stilostomella holoserica,Stilostomella holoserica,benthic_forams,Stilostomella
Stilostomella lepidula,Stilostomella lepidula,benthic_forams,Stilostomella
Stilostomella paleocenica,Stilostomella paleocenica,benthic_forams,Stilostomella
Stilostomella sp.,Stilostomella sp.,benthic_forams,Stilostomella
Stilostomella spp.,Stilostomella spp.,benthic_forams,Stilostomella
Stilostomella subspinosa,Stilostomella subspinosa,benthic_forams,Stilostomella
Stilostomella subtertenuata,Stilostomella subtertenuata,benthic_forams,Stilostomella
Stilostominella spp.,Stilostominella spp.,benthic_forams,Stilostominella
Stoverius achylosus,Stoverius achylosus,nannofossils,Stoverius
Stoverius coronatus,Stoverius coronatus,nannofossils,Stoverius
Strictocostella scharbergana,Strictocostella scharbergana,benthic_forams,Strictocostella
Strictocostella sp.,Strictocostella sp.,benthic_forams,Strictocostella
Stylacontarium acquilonium,Stylacontarium acquilonium,radiolarians,Stylacontarium
Stylatractus neptunus,Stylatractus neptunus,radiolarians,Stylatractus
Stylatractus plato?,Stylatractus plato?,radiolarians,Stylatractus
Stylatractus santaeannae,Stylatractus santaeannae,radiolarians,Stylatractus
Stylatractus sp.,Stylatractus sp.,radiolarians,Stylatractus
Stylatractus universus,Stylatractus universus,radiolarians,Stylatractus
Stylochlamidium  venustum,Stylochlamidium venustum,radiolarians,Stylochlamidium
Stylochlamydium asteriscus,Stylochlamydium asteriscus,radiolarians,Stylochlamydium
Stylochlamydium bensoni,Stylochlamydium bensoni,radiolarians,Stylochlamydium
Stylochlamydium venustum,Stylochlamydium venustum,radiolarians,Stylochlamydium
Stylodictya aculeata,Stylodictya aculeata,radiolarians,Stylodictya
Stylodictya arachnia,Stylodictya arachnia,radiolarians,Stylodictya
Stylodictya multispina,Stylodictya multispina,radiolarians,Stylodictya
Stylodictya sp.,Stylodictya sp.,radiolarians,Stylodictya
Stylodictya spp.,Stylodictya spp.,radiolarians,Stylodictya
Stylodictya tenuispina,Stylodictya tenuispina,radiolarians,Stylodictya
Stylodictya validispina,Stylodictya validispina,radiolarians,Stylodictya
Stylosphaera minor,Stylosphaera minor,radiolarians,Stylosphaera
Stylosphaera sp.,Stylosphaera sp.,radiolarians,Stylosphaera
Stylotrochus nitidus,Stylotrochus nitidus,radiolarians,Stylotrochus
Subbotina angiporoides,Subbotina angiporoides,planktic_forams,Subbotina
Subbotina angiporoides minima,Subbotina angiporoides minima,planktic_forams,Subbotina
Subbotina brevis,Subbotina brevis,planktic_forams,Subbotina
Subbotina cancellata,Subbotina cancellata,planktic_forams,Subbotina
Subbotina corpulenta,Subbotina corpulenta,planktic_forams,Subbotina
Subbotina corpulenta (Subbotina) 1953 p 76-78 pl IX figs 5-7 pl X figs 2-4,Subbotina corpulenta (Subbotina) 1953 p 76-78 pl IX figs 5-7 pl X figs 2-4,planktic_forams,Subbotina
Subbotina crociapertura,Subbotina crociapertura,planktic_forams,Subbotina
Subbotina eocaena,Subbotina eocaena,planktic_forams,Subbotina
Subbotina eocaena s.l.,Subbotina eocaena s.l.,planktic_forams,Subbotina
Subbotina eocaenica,Subbotina eocaenica,planktic_forams,Subbotina
Subbotina euapertura,Subbotina euapertura,planktic_forams,Subbotina
Subbotina gortanii,Subbotina gortanii,planktic_forams,Subbotina
Subbotina hagni,Subbotina hagni,planktic_forams,Subbotina
Subbotina hornibrooki,Subbotina hornibrooki,planktic_forams,Subbotina
Subbotina inaequispira,Subbotina inaequispira,planktic_forams,Subbotina
Subbotina jacksonensis,Subbotina jacksonensis,planktic_forams,Subbotina
Subbotina linaperta,Subbotina linaperta,planktic_forams,Subbotina
Subbotina linaperta s.l.,Subbotina linaperta s.l.,planktic_forams,Subbotina
Subbotina lozanoi,Subbotina lozanoi,planktic_forams,Subbotina
Subbotina patagonica,Subbotina patagonica,planktic_forams,Subbotina
Subbotina pseudoeocaena,Subbotina pseudoeocaena,planktic_forams,Subbotina
Subbotina roesnaesensis,Subbotina roesnaesensis,planktic_forams,Subbotina
Subbotina senni,Subbotina senni,planktic_forams,Subbotina
Subbotina triangularis,Subbotina triangularis,planktic_forams,Subbotina
Subbotina triloculinoides,Subbotina triloculinoides,planktic_forams,Subbotina
Subbotina trivialis,Subbotina trivialis,planktic_forams,Subbotina
Subbotina utilisindex,Subbotina utilisindex,planktic_forams,Subbotina
"Subbotina utilisindex (Jenkins and Orr, 1973)","Subbotina utilisindex (Jenkins and Orr, 1973)",planktic_forams,Subbotina
Subbotina utilsindex,Subbotina utilsindex,planktic_forams,Subbotina
Subbotina velascoensis,Subbotina velascoensis,planktic_forams,Subbotina
Subbotina yeguaensis,Subbotina yeguaensis,planktic_forams,Subbotina
"Subbotina yeguaensis (Weinierl & Applin, 1929)","Subbotina yeguaensis (Weinierl & Applin, 1929)",planktic_forams,Subbotina
Subreophax scalaris,Subreophax scalaris,benthic_forams,Subreophax
Subreophax sp. cf. Subreophax scalaris,Subreophax sp. cf. Subreophax scalaris,benthic_forams,Subreophax
Surirella fluminensis,Surirella fluminensis,diatoms,Surirella
Surirella spp.,Surirella spp.,diatoms,Surirella
Syndedropsis spp.,Syndedropsis spp.,diatoms,Syndedropsis
Synedra jouseana,Synedra jouseana,diatoms,Synedra
Synedra miocenica,Synedra miocenica,diatoms,Synedra
Synedra sp.1,Synedra sp.1,diatoms,Synedra
Synedra tabulata var. rupicola,Synedra tabulata var. rupicola,diatoms,Synedra
Synedra ulna,Synedra ulna,diatoms,Synedra
Synedropsis cheethamii,Synedropsis cheethamii,diatoms,Synedropsis
Synedropsis sp.,Synedropsis sp.,diatoms,Synedropsis
Synedropsis sp. C,Synedropsis sp. C,diatoms,Synedropsis
Syracosphaera histrica,Syracosphaera histrica,nannofossils,Syracosphaera
Syracosphaera lamina,Syracosphaera lamina,nannofossils,Syracosphaera
Syracosphaera pulchra,Syracosphaera pulchra,nannofossils,Syracosphaera
Syracosphaera spp.,Syracosphaera spp.,diatoms,Syracosphaera
Syracosphaera spp.,Syracosphaera spp.,nannofossils,Syracosphaera
Syracosphaera spp. (Neogene),Syracosphaera spp. (Neogene),nannofossils,Syracosphaera
Syracosphaera spp. (Paleogene),Syracosphaera spp. (Paleogene),nannofossils,Syracosphaera
