Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Tenuitellinata angustiumbilicata	Subbotina praeturritilina	Subbotina gortanii	Pseudohastigerina micra	Paragloborotalia pseudokugleri	Paragloborotalia mayeri	Paragloborotalia continuosa	Globoturborotalita woodi s. I	Globoquadrina tripartita	Globoquadrina sellii	Globigerinoides primordius	Globigerinita glutinata s. I	Globigerinella obesa	Globigerina prasaepis	Globigerina praebulloides	Globigerina ouachitaensis	Globigerina ciperoensis	Globigerina angulisuturalis	Dentoglobigerina larmeui	Dentoglobigerina galavisi	Dentoglobigerina baroemoenensis	Chiloguembelina cubensis	Catapsydrax unicavus	Cassigerinella chipolensis	Globorotalia suterae	Tenuitella gemma	Dentoglobigerina globularis	Protentella sp.	Globoquadrina praedehiscens	Globigerinella praesiphonifera	Catapsydrax dissimilis	Globoquadrina binaiensis	Paragloborotalia kugleri	Globigerinoides trilobus s.l.	Globigerinita uvula	Globigerinoides altiapertura	Globoquadrina dehiscens	Tenuitella clemenciae	Globoquadrina venezuelana	Globigerinoides ruber s.l.	Globigerinoides obliquus	Globigerinatella sp.	Dentoglobigerina altispira	Globigerinoides bisphericus	Paragloborotalia nana	Fohsella peripheroronda	Tenuitella sp.	Paragloborotalia opima	Praeorbulina sicana	Globorotalia praescitula	Globigerinoides mitra	Globigerinatella insueta s. str.	Sphaeroidinella disjuncta	Praeorbulina curva	Globorotalia tumida	Globorotalia archeomenardii	Praeorbulina circularis	Orbulina suturalis	Globorotalia hexagonus	Fohsella peripheroacuta	Clavatorella bermudezi	Praeorbulina glomerosa	Fohsella praefohsi	Sphaeroidinellopsis seminulina	Orbulina universa	Globorotalia menardii s.l.	Globigerinella siphonifera	Sphaeroidinellopsis kochi	Globigerina nepenthes	Fohsella fohsi	Globorotalia praemenardii	Fohsella lobata	Fohsella robusta	Globorotalia limbata	Pulleniatina obliquiloculata	Globoturborotalita rubescens	Globorotalia ungulata	Globorotalia merotumida	Sphaeroidinella dehiscens	Neogloboquadrina acostaensis	Globigerinoides conglobatus	Pulleniatina praecursor	Globigerinoides sacculifer	Pulleniatina primalis	Globorotalia scitula	Globorotalia plesiotumida	Globigerinoides extremus	Sphaeroidinellopsis paenedehiscens	Globorotalia multicamerata	Pulleniatina finalis	Globorotalia flexuosa	Pulleniatina praespectabilis	Neogloboquadrina humerosa	Pulleniatina spectabilis	Tenuitella iota	Globorotalia crassaformis	Globoquadrina sp.	Turborotalita humilis	Streptochilus spp.	Candeina nitida	Globorotalia hirsuta	Globigerinoides fistulosus	Globorotalia tosaensis	Globorotalia pertenuis	Neogloboquadrina dutertrei	Globorotalia inflata	Globorotalia truncatulinoides	Globigerina bulloides s. I.	Sphaeroidinella excavata	Globigerinoides ruber (pink)	Globigerinella calida	Globoturborotalita tenella	Comment

  SR	Middle Miocene   	                 	N12               	              	144	 872	C	  8	H	 1	  20.00	     66.2000	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	R                          	R                            	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	C                            	R                  	                            	R                      	                     	R                        	F                         	F                       	                    	C                         	                           	                     	                       	              	                      	                   	R                       	                     	                                	                         	                  	                   	R                          	                       	R                 	R                     	                       	                      	                      	R                 	R                             	F                	R                         	R                         	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N12               	              	144	 872	C	  8	H	 2	  20.00	     67.2100	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	                           	R                            	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	F                            	R                  	                            	R                      	                     	R                        	R                         	F                       	                    	F                         	                           	                     	                       	              	                      	                   	R                       	                     	                                	                         	                  	                   	R                          	                       	R                 	R                     	                       	                      	                      	R                 	R                             	F                	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N12               	              	144	 872	C	  8	H	 3	  20.00	     68.5100	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	                           	R                            	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	C                            	R                  	                            	R                      	                     	                         	R                         	F                       	                    	F                         	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	R                          	                       	R                 	R                     	                       	                      	                      	R                 	R                             	R                	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N11               	              	144	 872	C	  8	H	 4	  20.00	     69.8100	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	R                          	R                            	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	F                            	R                  	                            	R                      	R                    	R                        	R                         	F                       	                    	F                         	                           	                     	                       	              	                      	                   	R                       	                     	                                	                         	                  	                   	R                          	                       	R                 	R                     	R                      	                      	                      	R                 	R                             	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N11               	              	144	 872	C	  8	H	 5	  20.00	     71.1100	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	                           	R                            	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	F                            	                   	                            	R                      	                     	R                        	R                         	F                       	                    	F                         	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	R                          	                       	R                 	R                     	R                      	                      	                      	R                 	R                             	R                	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N11               	              	144	 872	C	  8	H	 6	  20.00	     72.4700	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	R                          	R                            	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	F                            	R                  	                            	R                      	R                    	R                        	R                         	F                       	                    	F                         	                           	                     	                       	              	                      	                   	                        	                     	                                	                         	                  	                   	R                          	                       	R                 	R                     	R                      	                      	                      	R                 	R                             	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N10               	              	144	 872	C	  8	H	CC	  12.00	     74.0300	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	R                          	R                            	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	C                            	                   	                            	R                      	R                    	                         	R                         	F                       	                    	F                         	R                          	                     	                       	              	                      	                   	R                       	                     	                                	                         	                  	                   	                           	R                      	R                 	R                     	R                      	R                     	                      	                  	R                             	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N10               	              	144	 872	C	  9	H	 1	  20.00	     75.7000	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	R                          	R                            	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	C                            	R                  	                            	R                      	R                    	R                        	F                         	R                       	                    	F                         	F                          	                     	R                      	              	                      	R                  	                        	R                    	R                               	                         	                  	                   	R                          	                       	                  	                      	R                      	R                     	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N10               	              	144	 872	C	  9	H	 2	  20.00	     77.0300	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	R                          	R                            	                        	R                   	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	F                            	R                  	                            	R                      	R                    	R                        	R                         	R                       	                    	F                         	R                          	                     	R                      	              	                      	                   	R                       	R                    	                                	                         	                  	                   	R                          	                       	R                 	R                     	R                      	R                     	                      	R                 	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N10               	              	144	 872	C	  9	H	 3	  20.00	     78.3600	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	                           	R                            	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	                               	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	F                            	R                  	                            	R                      	                     	                         	R                         	R                       	                    	C                         	R                          	                     	R                      	R             	                      	                   	R                       	R                    	R                               	                         	                  	                   	R                          	R                      	                  	R                     	R                      	R                     	R                     	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N10               	              	144	 872	C	  9	H	 4	  20.00	     79.6600	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	                           	R                            	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	F                            	R                  	                            	R                      	R                    	R                        	R                         	R                       	                    	F                         	R                          	                     	R                      	              	                      	R                  	R                       	R                    	R                               	                         	                  	                   	R                          	R                      	                  	                      	R                      	R                     	R                     	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N10               	              	144	 872	C	  9	H	 5	  20.00	     80.9900	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	                           	R                            	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	                               	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	F                            	R                  	                            	R                      	R                    	R                        	R                         	R                       	                    	F                         	R                          	                     	R                      	F             	                      	R                  	R                       	R                    	R                               	                         	R                 	                   	R                          	R                      	                  	                      	R                      	R                     	R                     	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N10               	              	144	 872	C	  9	H	 6	  20.00	     82.3300	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	                           	R                            	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	C                            	R                  	                            	R                      	                     	R                        	F                         	R                       	                    	F                         	R                          	                     	R                      	              	                      	                   	R                       	R                    	R                               	R                        	                  	                   	R                          	R                      	R                 	R                     	R                      	R                     	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N8                	              	144	 872	C	  9	H	 7	  20.00	     83.4000	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	R                          	R                            	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	                               	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	F                            	R                  	                            	R                      	R                    	                         	R                         	R                       	                    	C                         	R                          	                     	R                      	R             	                      	R                  	                        	R                    	R                               	R                        	                  	                   	R                          	                       	                  	                      	                       	                      	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N8                	              	144	 872	C	  9	H	CC	  10.00	     83.6000	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	                           	R                            	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	                               	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	                        	F                            	R                  	R                           	R                      	R                    	R                        	F                         	F                       	                    	F                         	R                          	                     	R                      	R             	                      	R                  	R                       	R                    	R                               	                         	                  	R                  	R                          	                       	                  	                      	                       	                      	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37

  SR	Middle Miocene   	                 	N8                	              	144	 872	C	 10	H	 1	  20.00	     85.2000	Pearson  	Planktonic Foraminifers                      	               	                  	                                	                         	                  	                       	                              	R                      	                           	R                            	                        	                    	                          	R                           	                    	                     	                         	                         	                       	                           	                        	                         	R                              	                        	                    	                          	                    	                	                           	               	                           	R                             	                      	                        	R                       	F                            	R                  	R                           	R                      	R                    	R                        	F                         	F                       	                    	C                         	R                          	                     	R                      	F             	                      	R                  	R                       	R                    	R                               	                         	                  	                   	                           	                       	                  	                      	                       	                      	                      	                  	                              	                 	                          	                          	                         	                     	              	                         	               	                	                    	                            	                            	                     	                       	                         	                            	                           	                       	                          	                     	                    	                         	                        	                                  	                          	                    	                     	                            	                         	                        	               	                         	                 	                     	                  	               	                    	                          	                      	                      	                          	                    	                             	                           	                        	                            	                     	                          	from Leg 144 SR; Ch 2; Table 4; pp. 34-37
