Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Discoaster druggii,Discoaster deflandrei,Coccolithus pelagicus,Helicosphaera euphratis,Cyclicargolithus floridanus,Coronocyclus nitescens,Sphenolithus moriformis,Sphenolithus disbelemnos,Reticulofenestra haqii,Calcidiscus leptoporus,Hughesius tasmaniae,Hayella challengeri,Coccolithus miopelagicus,Reticulofenestra minuta,Sphenolithus spp.,Sphenolithus heteromorphus,Sphenolithus grandis,Sphenolithus delphix,Helicosphaera mediterranea,Helicosphaera ampliaperta,Umbilicosphaera rotula,Helicosphaera scissura,Helicosphaera perch-nielseniae,Discoaster spp.,Discoaster musicus,Triquetrorhabdulus milowii,Syracosphaera spp.,Cryptococcolithus mediaperforatus,Umbilicosphaera jafari,Reticulofenestra pseudoumbilica(5-7microns),Pontosphaera multipora,Discoaster exilis,Discoaster petaliformis,Calcidiscus premacintyrei,Reticulofenestra pseudoumbilica (>7microns),Helicosphaera intermedia,Sphenolithus dissimilis,Helicosphaera carteri,Helicosphaera stalis,Florisphaera profunda,Pontosphaera japonica,Discoaster challengeri,Helicosphaera walbersdorfensis,Helicosphaera orientalis,Umbilicosphaera rotaria,Discoaster bollii,Helicosphaera granulata,Braarudosphaera bigelowii,Discoaster kugleri,Triquetrorhabdulus rugosus,Sphenolithus ciperoensis,Sphenolithus abies,Reticulofenestra spp.,Discoaster prepentaradiatus,Discoaster pansus,Discoaster calcaris,Discoaster brouweri,Discoaster braarudii,Ceratolithus atlanticus,Calcidiscus tropicus,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster bergenii,Calcidiscus macintyrei,Gephyrocapsa spp. (small),Discoaster surculus,Discoaster neorectus,Discoaster variabilis,Amaurolithus primus,Amaurolithus delicatus,Discoaster triradiatus,Reticulofenestra minutula,Pseudoemiliania ovata,Scapholithus fossilis,Pseudoemiliania lacunosa,Discoaster asymmetricus,Amaurolithus tricorniculatus,Coccolithus pelagicus (with bar),Helicosphaera sellii,Ceratolithus cristatus,Umbilicosphaera sibogae var. sibogae,Comment
  IR,                 ,                 ,                  ,              ,190,1177,A, 46,R, 1, 110.00,    733.6000,Boeckel  ,Nannofossils                                 ,R              ,P                 ,                  ,C                    ,R                    ,                       ,F                          ,                      ,A                      ,                        ,C                     ,                      ,                   ,                   ,                        ,A                      ,C                ,A                         ,                    ,                    ,                          ,                         ,                      ,                      ,                              ,F              ,                  ,                          ,                  ,                                 ,                      ,                                           ,                      ,                 ,                       ,                         ,                                           ,                        ,                       ,                     ,                    ,                     ,                     ,                      ,                              ,                        ,                       ,                 ,                       ,                         ,                  ,                          ,                        ,                  ,                     ,                           ,                 ,                   ,                   ,                    ,                       ,                    ,                       ,                        ,                   ,                      ,                         ,                   ,                    ,                     ,                   ,                      ,                      ,                         ,                     ,                     ,                        ,                       ,                            ,                                ,                    ,                      ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1177,A, 46,R, 2,  40.00,    734.4000,Boeckel  ,Nannofossils                                 ,R              ,P                 ,                  ,                     ,                     ,                       ,                           ,                      ,                       ,                        ,                      ,                      ,                   ,                   ,                        ,                       ,D                ,                          ,                    ,                    ,                          ,                         ,                      ,                      ,                              ,               ,                  ,                          ,                  ,                                 ,                      ,                                           ,                      ,                 ,                       ,                         ,                                           ,                        ,                       ,                     ,                    ,                     ,                     ,                      ,                              ,                        ,                       ,                 ,                       ,                         ,                  ,                          ,                        ,                  ,                     ,                           ,                 ,                   ,                   ,                    ,                       ,                    ,                       ,                        ,                   ,                      ,                         ,                   ,                    ,                     ,                   ,                      ,                      ,                         ,                     ,                     ,                        ,                       ,                            ,                                ,                    ,                      ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1177,A, 46,R,CC,  22.00,    737.6700,Boeckel  ,Nannofossils                                 ,C              ,P                 ,                  ,C                    ,C                    ,                       ,C                          ,                      ,C                      ,                        ,C                     ,C                     ,                   ,                   ,                        ,D                      ,A                ,C                         ,                    ,                    ,                          ,                         ,                      ,                      ,                              ,               ,C                 ,                          ,                  ,                                 ,C                     ,F                                          ,F                     ,C                ,                       ,                         ,                                           ,                        ,                       ,                     ,                    ,                     ,                     ,                      ,                              ,                        ,                       ,                 ,                       ,                         ,                  ,                          ,                        ,                  ,                     ,                           ,                 ,                   ,                   ,                    ,                       ,                    ,                       ,                        ,                   ,                      ,                         ,                   ,                    ,                     ,                   ,                      ,                      ,                         ,                     ,                     ,                        ,                       ,                            ,                                ,                    ,                      ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1177,A, 47,R, 2,  76.00,    744.3600,Boeckel  ,Nannofossils                                 ,F              ,P                 ,                  ,C                    ,                     ,                       ,C                          ,                      ,C                      ,                        ,C                     ,                      ,                   ,                   ,F                       ,A                      ,D                ,C                         ,                    ,                    ,                          ,                         ,                      ,                      ,C                             ,               ,                  ,                          ,                  ,                                 ,                      ,                                           ,                      ,                 ,                       ,                         ,                                           ,                        ,                       ,                     ,                    ,                     ,                     ,                      ,                              ,                        ,                       ,                 ,                       ,                         ,                  ,                          ,                        ,                  ,                     ,                           ,                 ,                   ,                   ,                    ,                       ,                    ,                       ,                        ,                   ,                      ,                         ,                   ,                    ,                     ,                   ,                      ,                      ,                         ,                     ,                     ,                        ,                       ,                            ,                                ,                    ,                      ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1177,A, 47,R, 4,  41.00,    747.0100,Boeckel  ,Nannofossils                                 ,C              ,P                 ,                  ,                     ,C                    ,                       ,C                          ,                      ,C                      ,                        ,C                     ,C                     ,                   ,                   ,                        ,D                      ,C                ,C                         ,                    ,                    ,                          ,                         ,C                     ,                      ,                              ,               ,C                 ,F                         ,C                 ,C                                ,                      ,                                           ,                      ,                 ,                       ,                         ,                                           ,                        ,                       ,                     ,                    ,                     ,                     ,                      ,                              ,                        ,                       ,                 ,                       ,                         ,                  ,                          ,                        ,                  ,                     ,                           ,                 ,                   ,                   ,                    ,                       ,                    ,                       ,                        ,                   ,                      ,                         ,                   ,                    ,                     ,                   ,                      ,                      ,                         ,                     ,                     ,                        ,                       ,                            ,                                ,                    ,                      ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1177,A, 47,R,CC,  18.00,    751.1500,Boeckel  ,Nannofossils                                 ,C              ,P                 ,                  ,A                    ,                     ,                       ,A                          ,                      ,                       ,                        ,                      ,                      ,                   ,                   ,                        ,                       ,                 ,C                         ,                    ,                    ,                          ,C                        ,C                     ,C                     ,A                             ,A              ,A                 ,                          ,                  ,                                 ,                      ,                                           ,                      ,                 ,                       ,                         ,                                           ,                        ,                       ,                     ,                    ,                     ,                     ,                      ,                              ,                        ,                       ,                 ,                       ,                         ,                  ,                          ,                        ,                  ,                     ,                           ,                 ,                   ,                   ,                    ,                       ,                    ,                       ,                        ,                   ,                      ,                         ,                   ,                    ,                     ,                   ,                      ,                      ,                         ,                     ,                     ,                        ,                       ,                            ,                                ,                    ,                      ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1177,A, 48,R, 2,  74.00,    753.9400,Boeckel  ,Nannofossils                                 ,R              ,P                 ,                  ,C                    ,C                    ,                       ,C                          ,                      ,                       ,                        ,C                     ,                      ,                   ,                   ,                        ,A                      ,D                ,C                         ,C                   ,C                   ,F                         ,F                        ,                      ,                      ,                              ,               ,                  ,                          ,                  ,                                 ,                      ,                                           ,                      ,                 ,                       ,                         ,                                           ,                        ,                       ,                     ,                    ,                     ,                     ,                      ,                              ,                        ,                       ,                 ,                       ,                         ,                  ,                          ,                        ,                  ,                     ,                           ,                 ,                   ,                   ,                    ,                       ,                    ,                       ,                        ,                   ,                      ,                         ,                   ,                    ,                     ,                   ,                      ,                      ,                         ,                     ,                     ,                        ,                       ,                            ,                                ,                    ,                      ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1177,A, 48,R,CC,  14.00,    761.1400,Boeckel  ,Nannofossils                                 ,R              ,P                 ,                  ,C                    ,C                    ,                       ,                           ,                      ,                       ,                        ,A                     ,                      ,                   ,                   ,                        ,A                      ,A                ,                          ,                    ,                    ,                          ,                         ,                      ,                      ,                              ,               ,                  ,                          ,                  ,                                 ,                      ,                                           ,                      ,                 ,                       ,                         ,                                           ,                        ,                       ,                     ,                    ,                     ,                     ,                      ,                              ,                        ,                       ,                 ,                       ,                         ,                  ,                          ,                        ,                  ,                     ,                           ,                 ,                   ,                   ,                    ,                       ,                    ,                       ,                        ,                   ,                      ,                         ,                   ,                    ,                     ,                   ,                      ,                      ,                         ,                     ,                     ,                        ,                       ,                            ,                                ,                    ,                      ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1177,A, 50,R, 2,  77.00,    773.2700,Boeckel  ,Nannofossils                                 ,R              ,P                 ,                  ,                     ,                     ,                       ,                           ,                      ,                       ,                        ,                      ,                      ,                   ,                   ,                        ,                       ,D                ,                          ,                    ,                    ,                          ,                         ,                      ,                      ,                              ,               ,                  ,                          ,                  ,                                 ,                      ,                                           ,                      ,                 ,                       ,                         ,                                           ,                        ,                       ,                     ,                    ,                     ,                     ,                      ,                              ,                        ,                       ,                 ,                       ,                         ,                  ,                          ,                        ,                  ,                     ,                           ,                 ,                   ,                   ,                    ,                       ,                    ,                       ,                        ,                   ,                      ,                         ,                   ,                    ,                     ,                   ,                      ,                      ,                         ,                     ,                     ,                        ,                       ,                            ,                                ,                    ,                      ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1177,A, 50,R, 3,  66.00,    774.6400,Boeckel  ,Nannofossils                                 ,               ,P                 ,                  ,A                    ,                     ,                       ,A                          ,                      ,                       ,                        ,                      ,                      ,                   ,                   ,                        ,A                      ,                 ,                          ,                    ,                    ,                          ,                         ,                      ,                      ,                              ,               ,                  ,                          ,                  ,                                 ,                      ,                                           ,                      ,                 ,                       ,                         ,                                           ,                        ,                       ,                     ,                    ,                     ,                     ,                      ,                              ,                        ,                       ,                 ,                       ,                         ,                  ,                          ,                        ,                  ,                     ,                           ,                 ,                   ,                   ,                    ,                       ,                    ,                       ,                        ,                   ,                      ,                         ,                   ,                    ,                     ,                   ,                      ,                      ,                         ,                     ,                     ,                        ,                       ,                            ,                                ,                    ,                      ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1177,A, 54,R,CC,  31.00,    816.5000,Boeckel  ,Nannofossils                                 ,F              ,P                 ,C                 ,A                    ,A                    ,                       ,A                          ,A                     ,                       ,A                       ,                      ,                      ,C                  ,C                  ,C                       ,                       ,                 ,                          ,                    ,                    ,                          ,                         ,                      ,                      ,                              ,               ,                  ,                          ,                  ,                                 ,                      ,                                           ,                      ,                 ,                       ,                         ,                                           ,                        ,                       ,                     ,                    ,                     ,                     ,                      ,                              ,                        ,                       ,                 ,                       ,                         ,                  ,                          ,                        ,                  ,                     ,                           ,                 ,                   ,                   ,                    ,                       ,                    ,                       ,                        ,                   ,                      ,                         ,                   ,                    ,                     ,                   ,                      ,                      ,                         ,                     ,                     ,                        ,                       ,                            ,                                ,                    ,                      ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1177,A, 55,R, 2,  74.00,    821.4400,Boeckel  ,Nannofossils                                 ,F              ,P                 ,                  ,A                    ,A                    ,                       ,D                          ,F                     ,F                      ,F                       ,C                     ,F                     ,                   ,                   ,                        ,                       ,                 ,                          ,                    ,                    ,                          ,                         ,                      ,                      ,                              ,               ,                  ,                          ,                  ,                                 ,                      ,                                           ,                      ,                 ,                       ,                         ,                                           ,                        ,                       ,                     ,                    ,                     ,                     ,                      ,                              ,                        ,                       ,                 ,                       ,                         ,                  ,                          ,                        ,                  ,                     ,                           ,                 ,                   ,                   ,                    ,                       ,                    ,                       ,                        ,                   ,                      ,                         ,                   ,                    ,                     ,                   ,                      ,                      ,                         ,                     ,                     ,                        ,                       ,                            ,                                ,                    ,                      ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1177,A, 56,R, 1, 132.00,    830.1200,Boeckel  ,Nannofossils                                 ,R              ,P                 ,C                 ,A                    ,C                    ,C                      ,A                          ,A                     ,                       ,                        ,                      ,                      ,                   ,                   ,                        ,                       ,                 ,                          ,                    ,                    ,                          ,                         ,                      ,                      ,                              ,               ,                  ,                          ,                  ,                                 ,                      ,                                           ,                      ,                 ,                       ,                         ,                                           ,                        ,                       ,                     ,                    ,                     ,                     ,                      ,                              ,                        ,                       ,                 ,                       ,                         ,                  ,                          ,                        ,                  ,                     ,                           ,                 ,                   ,                   ,                    ,                       ,                    ,                       ,                        ,                   ,                      ,                         ,                   ,                    ,                     ,                   ,                      ,                      ,                         ,                     ,                     ,                        ,                       ,                            ,                                ,                    ,                      ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1177,A, 56,R, 2,  35.00,    830.6500,Boeckel  ,Nannofossils                                 ,R              ,P                 ,C                 ,C                    ,D                    ,                       ,                           ,                      ,                       ,                        ,                      ,                      ,                   ,                   ,                        ,                       ,                 ,                          ,                    ,                    ,                          ,                         ,                      ,                      ,                              ,               ,                  ,                          ,                  ,                                 ,                      ,                                           ,                      ,                 ,                       ,                         ,                                           ,                        ,                       ,                     ,                    ,                     ,                     ,                      ,                              ,                        ,                       ,                 ,                       ,                         ,                  ,                          ,                        ,                  ,                     ,                           ,                 ,                   ,                   ,                    ,                       ,                    ,                       ,                        ,                   ,                      ,                         ,                   ,                    ,                     ,                   ,                      ,                      ,                         ,                     ,                     ,                        ,                       ,                            ,                                ,                    ,                      ,                                    ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
