Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thalassiphora pelagica,Thalassiphora delicata,Thalassiphora cf. T. pansa,Tectatodinium pellitum,Spiniferites ramosus,Spiniferites membranaceus,Reticulatosphaera actinocoronata,Polysphaeridium zoharyi,Pentadinium laticinctum,Operculodinium centrocarpum,Nematosphaeropsis labyrinthea,Incertae sedis sp.1,Impagidinium? pallidum,Impagidinium velorum,Impagidinium aspinatum,Hystrichokolpoma rigaudiae,Hystrichokolpoma cinctum,Homotryblium floripes,Distatodinium paradoxum,Dapsilidinium pseudocolligerum,Dapsilidinium pastielsii,Cyclopsiella granosa,Chiropteridium mespilanum,Cannosphaeropsis cf. C. utinensis,Caligodinium pychnum,Apteodinium spiridoides,Apteodinium australiense,Tuberculodinium vancampoae,Palaeocystodinium golzowense,Operculodinium janduchenei,Impagidinium patulum,Dapsilidinium sp. ,Batiacasphaera sphaerica,Apteodinium sp. A,Spiniferites rubinus,Polysphaeridium congregatum,Nematosphaeropsis major,Micrhystridium sp.,Impagidinium aliferum,Homotryblium vallum,Homotryblium tenuispinosum,Bitectatodinium spp.,Amiculosphaera umbracula,Spiniferites spp.,Lingulodinium machaerophorum,Hystrichosphaeropsis obscura,Operculodinium? eirikianum,Operculodinium israelianum/crassum,Hystrichokolpoma denticulatum,Habibacysta tectata,Filisphaera filifera,Bitectatodinium tepikiense,Achomosphaera andalousiensis,Selenopemphix nephroides,Cymatiosphaera invaginata,Sumatradinium hispidum,Spiniferites mirabilis,Spiniferites elongatus,Operculodinium psilatum,Nematosphaeropsis oblonga,Multispinula minuta,Invertocysta lacrymosa,Impagidinium strialatum,Impagidinium bacatum,Impagidinium aculeatum,Lejeunecysta communis,Impagidinium sp. F ,Impagidinium sphaericum,Impagidinium japonicum,Galeacysta etrusca,Achomosphaera ramulifera,Melitasphaeridium choanophorum,Selenopemphix brevispinosa,Stelladinium stellatum,Spiniferites bentorii,Multispinula quanta,Comment
  SR,Pleistocene      ,                 ,Zone IV           ,              ,149, 898,A, 16,X, 1,  57.00,    139.3700,McCarthy ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                      ,                      ,                          ,R                     ,                    ,                         ,                                ,                       ,                       ,R                          ,                             ,                   ,                      ,                    ,                      ,                          ,                        ,                     ,                       ,                              ,                        ,                    ,                         ,                                 ,                    ,                       ,                        ,                          ,                            ,R                         ,                    ,                  ,                        ,                 ,                    ,                           ,                       ,                  ,                     ,                   ,                          ,C                   ,                        ,R                ,F                           ,                            ,                          ,A                                 ,                             ,                   ,                    ,F                         ,                            ,                        ,                         ,                      ,                      ,                      ,                       ,                         ,R                  ,                      ,R                      ,                    ,R                     ,R                    ,                   ,                       ,                      ,                  ,R                       ,R                             ,                          ,R                     ,R                    ,R                  ,5.47 Dinocyst concentration/ml (×1000). from 149 SR. Chapter 10. Table 1. pages 244-249.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,Zone IV           ,              ,149, 898,A, 16,X, 4, 111.00,    144.4100,McCarthy ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                      ,                      ,                          ,                      ,                    ,                         ,                                ,R                      ,                       ,                           ,                             ,                   ,                      ,                    ,                      ,                          ,                        ,                     ,                       ,                              ,                        ,                    ,                         ,                                 ,                    ,                       ,                        ,                          ,                            ,R                         ,                    ,                  ,                        ,                 ,                    ,                           ,                       ,                  ,                     ,                   ,                          ,                    ,                        ,C                ,F                           ,                            ,                          ,A                                 ,                             ,R                  ,                    ,F                         ,                            ,                        ,                         ,                      ,                      ,                      ,                       ,                         ,                   ,                      ,                       ,                    ,                      ,                     ,R                  ,                       ,                      ,                  ,R                       ,                              ,R                         ,                      ,                     ,                   ,36.1 Dinocyst concentration/ml (×1000). from 149 SR. Chapter 10. Table 1. pages 244-249.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,Zone IV           ,              ,149, 898,A, 17,X, 1,  92.00,    149.4200,McCarthy ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                      ,                      ,                          ,                      ,                    ,                         ,                                ,R                      ,                       ,                           ,                             ,                   ,                      ,                    ,                      ,                          ,                        ,                     ,                       ,                              ,                        ,                    ,                         ,                                 ,                    ,                       ,                        ,                          ,                            ,                          ,                    ,                  ,                        ,                 ,                    ,                           ,                       ,                  ,                     ,                   ,                          ,R                   ,R                       ,C                ,C                           ,                            ,                          ,C                                 ,                             ,R                  ,                    ,A                         ,                            ,                        ,                         ,                      ,                      ,                      ,                       ,                         ,                   ,                      ,                       ,                    ,                      ,                     ,                   ,                       ,                      ,                  ,                        ,R                             ,                          ,                      ,                     ,                   ,5.32 Dinocyst concentration/ml (×1000). from 149 SR. Chapter 10. Table 1. pages 244-249.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,Zone III          ,              ,149, 898,A, 17,X, 2, 141.00,    151.4100,McCarthy ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                      ,                      ,                          ,R                     ,R                   ,                         ,R                               ,R                      ,                       ,F                          ,                             ,                   ,                      ,                    ,                      ,                          ,                        ,                     ,                       ,                              ,                        ,                    ,                         ,                                 ,                    ,                       ,                        ,R                         ,                            ,                          ,R                   ,                  ,                        ,                 ,                    ,                           ,                       ,                  ,R                    ,                   ,                          ,                    ,                        ,R                ,A                           ,                            ,R                         ,C                                 ,                             ,                   ,R                   ,R                         ,R                           ,                        ,R                        ,R                     ,R                     ,                      ,R                      ,                         ,                   ,                      ,                       ,                    ,F                     ,                     ,                   ,R                      ,R                     ,R                 ,R                       ,                              ,                          ,                      ,                     ,                   ,9.06 Dinocyst concentration/ml (×1000). from 149 SR. Chapter 10. Table 1. pages 244-249.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,Zone III          ,              ,149, 898,A, 17,X, 3, 134.00,    152.8400,McCarthy ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                      ,                      ,                          ,R                     ,                    ,                         ,                                ,R                      ,                       ,                           ,                             ,                   ,                      ,                    ,                      ,R                         ,                        ,                     ,                       ,                              ,                        ,                    ,                         ,                                 ,                    ,                       ,                        ,                          ,                            ,                          ,                    ,                  ,                        ,                 ,R                   ,                           ,                       ,                  ,                     ,                   ,                          ,R                   ,                        ,C                ,F                           ,R                           ,                          ,A                                 ,                             ,F                  ,                    ,R                         ,R                           ,                        ,                         ,                      ,F                     ,                      ,                       ,                         ,F                  ,R                     ,                       ,                    ,R                     ,R                    ,                   ,                       ,                      ,                  ,                        ,                              ,                          ,                      ,                     ,                   ,3.58 Dinocyst concentration/ml (×1000). from 149 SR. Chapter 10. Table 1. pages 244-249.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,Zone III          ,              ,149, 898,A, 17,X, 5, 130.00,    155.8000,McCarthy ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                      ,                      ,                          ,                      ,                    ,                         ,                                ,                       ,                       ,                           ,                             ,                   ,                      ,                    ,                      ,                          ,                        ,                     ,                       ,                              ,                        ,                    ,                         ,                                 ,                    ,                       ,                        ,                          ,                            ,                          ,                    ,                  ,                        ,                 ,                    ,                           ,                       ,                  ,                     ,                   ,                          ,R                   ,                        ,                 ,                            ,                            ,                          ,A                                 ,                             ,R                  ,                    ,                          ,R                           ,                        ,                         ,                      ,                      ,F                     ,                       ,                         ,                   ,R                     ,                       ,                    ,                      ,                     ,                   ,                       ,                      ,                  ,                        ,                              ,                          ,                      ,                     ,                   ,4.6 Dinocyst concentration/ml (×1000). from 149 SR. Chapter 10. Table 1. pages 244-249.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,Zone III          ,              ,149, 898,A, 17,X, 6,  36.00,    156.3600,McCarthy ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                      ,                      ,                          ,R                     ,F                   ,                         ,                                ,                       ,                       ,F                          ,                             ,                   ,                      ,                    ,                      ,                          ,                        ,                     ,                       ,                              ,                        ,                    ,                         ,                                 ,                    ,                       ,                        ,                          ,                            ,                          ,                    ,                  ,                        ,                 ,                    ,                           ,                       ,                  ,R                    ,                   ,                          ,R                   ,                        ,C                ,F                           ,                            ,F                         ,A                                 ,                             ,                   ,                    ,                          ,F                           ,                        ,R                        ,R                     ,R                     ,                      ,                       ,                         ,                   ,                      ,                       ,                    ,F                     ,R                    ,R                  ,                       ,                      ,                  ,                        ,                              ,                          ,                      ,                     ,                   ,2.8 Dinocyst concentration/ml (×1000). from 149 SR. Chapter 10. Table 1. pages 244-249.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,Zone III          ,              ,149, 898,A, 18,X, 4,  63.00,    163.2500,McCarthy ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                      ,                      ,                          ,R                     ,F                   ,                         ,                                ,R                      ,                       ,R                          ,R                            ,                   ,R                     ,                    ,                      ,                          ,                        ,                     ,                       ,                              ,                        ,                    ,                         ,                                 ,                    ,                       ,                        ,R                         ,                            ,                          ,R                   ,                  ,                        ,                 ,                    ,                           ,                       ,                  ,                     ,                   ,                          ,                    ,F                       ,F                ,A                           ,R                           ,F                         ,F                                 ,R                            ,R                  ,R                   ,R                         ,R                           ,R                       ,R                        ,R                     ,R                     ,R                     ,R                      ,R                        ,R                  ,R                     ,R                      ,R                   ,F                     ,                     ,                   ,                       ,                      ,                  ,                        ,                              ,                          ,                      ,                     ,                   ,5.44 Dinocyst concentration/ml (×1000). from 149 SR. Chapter 10. Table 1. pages 244-249.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Zone II           ,              ,149, 898,A, 18,X, 5,  60.00,    164.7200,McCarthy ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                      ,                      ,                          ,                      ,R                   ,                         ,                                ,                       ,                       ,                           ,                             ,                   ,                      ,                    ,                      ,                          ,                        ,                     ,                       ,                              ,                        ,                    ,                         ,                                 ,                    ,                       ,                        ,                          ,                            ,                          ,                    ,R                 ,                        ,                 ,                    ,                           ,                       ,                  ,                     ,                   ,                          ,                    ,R                       ,R                ,A                           ,R                           ,F                         ,F                                 ,                             ,                   ,                    ,R                         ,R                           ,R                       ,R                        ,                      ,                      ,                      ,                       ,                         ,                   ,                      ,                       ,                    ,                      ,                     ,                   ,                       ,                      ,                  ,                        ,                              ,                          ,                      ,                     ,                   ,0.62 Dinocyst concentration/ml (×1000). from 149 SR. Chapter 10. Table 1. pages 244-249.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Zone II           ,              ,149, 898,A, 18,X,CC,  13.00,    167.7000,McCarthy ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                      ,                      ,                          ,                      ,R                   ,F                        ,                                ,                       ,                       ,                           ,                             ,                   ,                      ,                    ,                      ,                          ,                        ,                     ,                       ,                              ,                        ,                    ,                         ,                                 ,                    ,                       ,                        ,                          ,                            ,                          ,                    ,C                 ,                        ,                 ,                    ,                           ,                       ,                  ,                     ,                   ,                          ,                    ,F                       ,R                ,C                           ,R                           ,F                         ,F                                 ,R                            ,R                  ,R                   ,R                         ,R                           ,                        ,                         ,                      ,                      ,                      ,                       ,                         ,                   ,                      ,                       ,                    ,                      ,                     ,                   ,                       ,                      ,                  ,                        ,                              ,                          ,                      ,                     ,                   ,114 Dinocyst concentration/ml (×1000). from 149 SR. Chapter 10. Table 1. pages 244-249.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,Zone II           ,              ,149, 898,A, 22,X, 4, 113.00,    202.3300,McCarthy ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                      ,                      ,                          ,                      ,R                   ,                         ,R                               ,                       ,                       ,                           ,                             ,                   ,R                     ,R                   ,                      ,                          ,                        ,                     ,                       ,R                             ,                        ,                    ,                         ,                                 ,                    ,                       ,                        ,                          ,                            ,                          ,                    ,                  ,                        ,                 ,                    ,                           ,R                      ,R                 ,                     ,                   ,                          ,                    ,R                       ,F                ,R                           ,F                           ,                          ,                                  ,                             ,                   ,                    ,                          ,                            ,                        ,                         ,                      ,                      ,                      ,                       ,                         ,                   ,                      ,                       ,                    ,                      ,                     ,                   ,                       ,                      ,                  ,                        ,                              ,                          ,                      ,                     ,                   ,1.9 Dinocyst concentration/ml (×1000). from 149 SR. Chapter 10. Table 1. pages 244-249.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,Zone I            ,              ,149, 898,A, 23,X, 4, 100.00,    211.9200,McCarthy ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                      ,                      ,                          ,                      ,R                   ,                         ,                                ,F                      ,                       ,R                          ,                             ,R                  ,R                     ,F                   ,                      ,                          ,                        ,R                    ,                       ,R                             ,C                       ,R                   ,R                        ,                                 ,R                   ,R                      ,R                       ,R                         ,                            ,                          ,                    ,R                 ,                        ,F                ,R                   ,R                          ,R                      ,A                 ,R                    ,R                  ,R                         ,C                   ,R                       ,                 ,                            ,                            ,                          ,                                  ,                             ,                   ,                    ,                          ,                            ,                        ,                         ,                      ,                      ,                      ,                       ,                         ,                   ,                      ,                       ,                    ,                      ,                     ,                   ,                       ,                      ,                  ,                        ,                              ,                          ,                      ,                     ,                   ,1.7 Dinocyst concentration/ml (×1000). from 149 SR. Chapter 10. Table 1. pages 244-249.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,Zone I            ,              ,149, 898,A, 25,X, 2,  74.00,    227.8600,McCarthy ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                      ,R                     ,                          ,                      ,R                   ,                         ,R                               ,R                      ,R                      ,                           ,                             ,R                  ,R                     ,R                   ,                      ,                          ,                        ,C                    ,                       ,                              ,A                       ,R                   ,R                        ,                                 ,F                   ,R                      ,F                       ,R                         ,R                           ,R                         ,R                   ,A                 ,R                       ,R                ,                    ,                           ,                       ,                  ,                     ,                   ,                          ,                    ,                        ,                 ,                            ,                            ,                          ,                                  ,                             ,                   ,                    ,                          ,                            ,                        ,                         ,                      ,                      ,                      ,                       ,                         ,                   ,                      ,                       ,                    ,                      ,                     ,                   ,                       ,                      ,                  ,                        ,                              ,                          ,                      ,                     ,                   ,2.1 Dinocyst concentration/ml (×1000). from 149 SR. Chapter 10. Table 1. pages 244-249.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,Zone I            ,              ,149, 898,A, 28,X, 2,  58.00,    256.5800,McCarthy ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,R                     ,R                     ,R                         ,R                     ,F                   ,R                        ,F                               ,R                      ,F                      ,R                          ,R                            ,R                  ,R                     ,R                   ,R                     ,R                         ,R                       ,F                    ,R                      ,R                             ,R                       ,R                   ,F                        ,R                                ,R                   ,F                      ,R                       ,                          ,                            ,                          ,                    ,                  ,                        ,                 ,                    ,                           ,                       ,                  ,                     ,                   ,                          ,                    ,                        ,                 ,                            ,                            ,                          ,                                  ,                             ,                   ,                    ,                          ,                            ,                        ,                         ,                      ,                      ,                      ,                       ,                         ,                   ,                      ,                       ,                    ,                      ,                     ,                   ,                       ,                      ,                  ,                        ,                              ,                          ,                      ,                     ,                   ,2.4 Dinocyst concentration/ml (×1000). from 149 SR. Chapter 10. Table 1. pages 244-249.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
