Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Thalassiothrix miocenica	Thalassiothrix longissima	Thalassiosira vulnifica	Thalassiosira torokina	Thalassiosira sp. cf. T.vulnifica	Thalassiosira lentiginosa var. ovalis	Thalassiosira lentiginosa	Thalassiosira kolbei	Thalassiosira insigna	Thalassiosira elliptipora	Thalassionema nitzschioides  var. parva	Thalassionema nitzschioides	Stephanopyxis turris	Simonseniella praebarboi	Simonseniella barboi	Rouxia spp.	Rocella vigilans (large)	Rocella gelida	Rhizosolenia styliformis	Pyxilla fragments	Nitzschia weaveri	Nitzschia sp. 19	Nitzschia reinholdii	Nitzschia pusilla	Nitzschia praeinterfrigidaria	Nitzschia marina	Nitzschia kerguelenis	Nitzschia interfrigidaria	Nitzschia efferans	Nitzschia denticuloides	Nitzschia angulata	Neobrunia mirabilis	Lithodesmium sp.	Lisitzinia ornata	Hemidiscus karstenii f.1	Hemidiscus karstenii	Hemidiscus cuneiformis	Eucampia antarctica	Denticulopsis sp. (copulae)	Denticulopsis lauta	Denticulopsis hustedtii	Denticulopsis dimorpha	Craspedodiscus coscinodiscus	Coscinodiscus rhombicus	Coscinodiscus marginatus	Coscinodiscus endoi	Charcotia actinochilus	Actinocyclus ingens	Actinocyclus ingens var. planus	Coscinodiscus insignis	Comment

  SR	                 	                 	T. insigna        	T.kolbei/S.barboi	114	 699	A	  3	H	 4	 108.00	     23.6800	Ciesielski	Diatoms                                      	               	M                 	-                       	F                        	R                      	-                     	R                                	-                                    	F                        	F                   	S                    	S                        	-                                      	F                          	-                   	-                       	S                   	-          	-                       	-             	-                       	-                	-                	-               	-                   	-                	-                            	-               	S                    	-                        	-                 	-                      	C                 	-                  	-               	-                	-                       	-                   	-                     	F                  	-                          	-                  	-                      	rVR                   	-                           	-                      	S                       	-                  	-                     	C                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	                  	              	114	 699	A	  3	H	 4	 126.00	     23.8600	Fenner   	Diatoms                                      	               	                  	                        	                         	.6%                    	                      	                                 	                                     	                         	1.2%                	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	3.4%                           	.3%                   	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  3	H	CC	  19.00	     24.2100	Fenner   	Diatoms                                      	               	                  	                        	                         	.7%                    	                      	                                 	                                     	                         	2.0%                	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  4	H	 1	  62.00	     28.2200	Fenner   	Diatoms                                      	               	                  	                        	                         	2.2%                   	                      	                                 	                                     	                         	1.3%                	                     	                         	                                       	                           	                    	                        	.6%                 	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	.3%                 	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	2.4%                           	.3%                   	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  4	H	 1	 108.00	     28.6800	Fenner   	Diatoms                                      	               	                  	                        	                         	8.2%                   	                      	                                 	                                     	                         	.9%                 	                     	                         	                                       	                           	                    	                        	.4%                 	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	.6%                 	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	.6%                            	.3%                   	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	T. insigna        	T.kolbei/S.barboi	114	 699	A	  4	H	 1	 124.00	     28.8400	Ciesielski	Diatoms                                      	               	M                 	-                       	F                        	C                      	rVR                   	C                                	-                                    	S                        	S                   	S                    	R                        	R                                      	S                          	-                   	-                       	-                   	F          	-                       	-             	-                       	-                	rVR              	-               	R                   	-                	-                            	-               	F                    	-                        	-                 	-                      	C                 	-                  	-               	-                	-                       	-                   	-                     	C                  	-                          	rVR                	rR                     	rVR                   	-                           	-                      	-                       	-                  	-                     	S                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	                  	              	114	 699	A	  4	H	 1	 138.00	     28.9800	Fenner   	Diatoms                                      	               	                  	                        	                         	5.0%                   	                      	                                 	                                     	                         	.6%                 	                     	                         	                                       	                           	                    	                        	.1%                 	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	2.5%                           	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  4	H	 2	   6.00	     29.1600	Fenner   	Diatoms                                      	               	                  	                        	                         	5.8%                   	                      	                                 	                                     	                         	.3%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	.3%                 	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	.3%                            	.3%                   	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	Nitzschia weaveri 	              	114	 699	A	  4	H	 2	  37.00	     29.4700	Ciesielski	Diatoms                                      	               	M                 	-                       	F                        	C                      	-                     	C                                	-                                    	R                        	F                   	S                    	-                        	R                                      	S                          	-                   	-                       	-                   	F          	-                       	-             	F                       	-                	-                	-               	R                   	-                	-                            	-               	-                    	-                        	-                 	-                      	C                 	-                  	-               	-                	-                       	-                   	S                     	F                  	-                          	-                  	rVR                    	rVR                   	-                           	-                      	F                       	-                  	-                     	S                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	                  	              	114	 699	A	  4	H	 2	  61.00	     29.7100	Fenner   	Diatoms                                      	               	                  	                        	                         	11.4%                  	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  4	H	 2	  80.00	     29.9000	Fenner   	Diatoms                                      	               	                  	                        	                         	14.6%                  	                      	                                 	                                     	                         	.6%                 	                     	                         	                                       	                           	                    	                        	.3%                 	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	.6%                 	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	.3%                   	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  4	H	 2	 109.00	     30.1900	Fenner   	Diatoms                                      	               	                  	                        	                         	9.1%                   	                      	                                 	                                     	                         	.3%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	.3%                   	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  4	H	 2	 122.00	     30.3200	Fenner   	Diatoms                                      	               	                  	                        	                         	8.7%                   	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	.3%                   	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  4	H	 2	 143.00	     30.5300	Fenner   	Diatoms                                      	               	                  	                        	                         	9.1%                   	                      	                                 	                                     	                         	.9%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  4	H	 3	  23.00	     30.8300	Fenner   	Diatoms                                      	               	                  	                        	                         	10.3%                  	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	.3%                 	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	2.3%                  	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	Nitzschia weaveri 	              	114	 699	A	  4	H	 3	  38.00	     30.9800	Ciesielski	Diatoms                                      	               	F                 	-                       	S                        	F                      	-                     	F                                	-                                    	F                        	R                   	S                    	-                        	R                                      	F                          	VR                  	-                       	-                   	-          	-                       	-             	S                       	-                	VR               	-               	-                   	-                	-                            	-               	-                    	-                        	-                 	-                      	S                 	-                  	-               	-                	-                       	-                   	-                     	S                  	-                          	-                  	rVR                    	-                     	-                           	-                      	S                       	-                  	-                     	-                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	                  	              	114	 699	A	  4	H	 3	  59.00	     31.1900	Fenner   	Diatoms                                      	               	                  	                        	                         	18.9%                  	                      	                                 	                                     	                         	1.2%                	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	6.7%                  	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  4	H	 3	  60.00	     31.2000	Fenner   	Diatoms                                      	               	                  	                        	                         	9.3%                   	                      	                                 	                                     	                         	.6%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	7.6%                  	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  4	H	 3	 109.00	     31.6900	Fenner   	Diatoms                                      	               	                  	                        	                         	9.3%                   	                      	                                 	                                     	                         	1.7%                	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	.4%              	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	16.6%                 	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  4	H	 3	 114.00	     31.7400	Fenner   	Diatoms                                      	               	                  	                        	                         	8.8%                   	                      	                                 	                                     	                         	5.3%                	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	.3%              	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	18.5%                 	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  4	H	 4	   9.00	     32.1900	Fenner   	Diatoms                                      	               	                  	                        	                         	1.0%                   	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	4.5%             	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	.3%                            	13.1%                 	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	N. interfrigidaria	T. insigna    	114	 699	A	  4	H	 4	  38.00	     32.4800	Ciesielski	Diatoms                                      	               	F                 	-                       	S                        	S                      	-                     	S                                	VR                                   	S                        	S                   	C                    	-                        	-                                      	F                          	F                   	-                       	-                   	S          	-                       	-             	S                       	rVR              	C                	-               	-                   	-                	-                            	-               	-                    	-                        	-                 	-                      	F                 	-                  	-               	-                	-                       	VR                  	R                     	S                  	-                          	-                  	rVR                    	rVR                   	-                           	-                      	S                       	-                  	-                     	-                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	                  	              	114	 699	A	  4	H	 4	  49.00	     32.5900	Fenner   	Diatoms                                      	               	                  	                        	                         	1.0%                   	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	8.2%             	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	23.7%                 	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  4	H	 4	  51.00	     32.6100	Fenner   	Diatoms                                      	               	                  	                        	                         	.7%                    	                      	                                 	                                     	                         	.7%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	5.4%             	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	13.8%                 	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  4	H	 4	  81.00	     32.9100	Fenner   	Diatoms                                      	               	                  	                        	                         	1.6%                   	                      	                                 	                                     	                         	.6%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	6.8%             	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	24.1%                 	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  4	H	 4	  88.00	     32.9800	Fenner   	Diatoms                                      	               	                  	                        	                         	2.8%                   	                      	                                 	                                     	                         	.7%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	5.9%             	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	.3%                 	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	22.9%                 	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  4	H	 5	  12.00	     33.1300	Fenner   	Diatoms                                      	               	                  	                        	                         	                       	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	4.4%             	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	13.8%                 	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	N. interfrigidaria	T. insigna    	114	 699	A	  4	H	 5	  37.00	     33.3800	Ciesielski	Diatoms                                      	               	M                 	-                       	C                        	S                      	rVR                   	S                                	VR                                   	S                        	S                   	C                    	S                        	-                                      	C                          	C                   	-                       	-                   	C          	-                       	-             	S                       	-                	C                	-               	F                   	-                	-                            	-               	R                    	C                        	-                 	-                      	F                 	-                  	-               	-                	-                       	-                   	S                     	F                  	-                          	rVR                	rR                     	-                     	-                           	-                      	S                       	-                  	-                     	S                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	                  	              	114	 699	A	  4	H	 5	  59.00	     33.6000	Fenner   	Diatoms                                      	               	                  	                        	                         	1.4%                   	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	2.4%             	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	11.0%                 	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  4	H	 5	 109.00	     34.1000	Fenner   	Diatoms                                      	               	                  	                        	                         	.4%                    	                      	                                 	                                     	                         	.4%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	2.1%             	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	1.3%                  	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  4	H	 5	 127.00	     34.2800	Fenner   	Diatoms                                      	               	                  	                        	                         	.9%                    	                      	                                 	                                     	                         	.9%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	1.9%             	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	2.8%                  	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  4	H	 6	   2.00	     34.5300	Fenner   	Diatoms                                      	               	                  	                        	                         	.3%                    	                      	                                 	                                     	                         	.6%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	3.0%             	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	.4%                            	2.1%                  	from ODP Leg 114 SR Chapter 5 Appendix p 110-118
