Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Discoaster calculosus,Sphenolithus heteromorphus,Sphenolithus abies,Reticulofenestra pseudoumbilica,Discoaster deflandrei,Cyclicargolithus floridanus,Discoaster tristellifer,Sphenolithus moriformis,Coccolithus pelagicus,Coronocyclus nitescens,Coccolithus miopelagicus,Helicosphaera obliqua,Helicosphaera intermedia,Helicosphaera carteri,Discoaster variabilis,Reticulofenestra minutula,Sphenolithus distentus,Reticulofenestra minuta,Helicosphaera granulata,Helicosphaera ampliaperta,Discoaster exilis,Pontosphaera pachymorpha,Discoaster bollii,Calcidiscus leptoporus,Catinaster coalitus,Scyphosphaera pulcherrima,Discoaster adamanteus,Discolithina sp.,Discoaster druggii,Discoaster kugleri,Discoaster sp. cf. Discoaster bellus,Discoaster brouweri,Discoaster bellus,Sphenolithus predistentus,Discoaster hamatus,Discoaster quinqueramus,Discoaster prepentaradiatus,Discoaster surculus,Discoaster berggrenii,Amaurolithus primus,Discoaster neohamatus,Amaurolithus delicatus,Discoaster pentaradiatus,Ceratolithus cristatus,Discoaster asymmetricus (grainy),Pseudoemiliania lacunosa,Calcidiscus tropicus,Gephyrocapsa spp. (small),Gephyrocapsa oceanica s.l.,Umbilicosphaera sibogae,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 85,X,CC,  36.00,    808.7400,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,                               ,T                    ,                           ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,T                    ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 87,X, 2,  20.00,    828.0000,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,                               ,                     ,T                          ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 88,X, 3,  91.00,    839.7100,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,                               ,                     ,                           ,T                      ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,T                        ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 88,X,CC,  27.00,    841.0400,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,                               ,                     ,                           ,T                      ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 90,X,CC,   9.00,    856.9600,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,T                         ,                  ,                               ,                     ,                           ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 91,X, 1,  20.00,    864.5000,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,T                              ,                     ,                           ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 91,X,CC,  15.00,    865.2000,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,T                 ,                               ,                     ,                           ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,T                     ,T                      ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 92,X,CC,   0.00,    873.8000,Gartner  ,Nannofossils                                 ,               ,                  ,T                    ,T                         ,                  ,                               ,T                    ,T                          ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,T                        ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 92,X,CC,  31.00,    874.1100,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,T                         ,T                 ,                               ,                     ,T                          ,                       ,                       ,                     ,                      ,                        ,T                    ,T                       ,T                    ,T                    ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 93,X,CC,   0.00,    878.5900,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,F                         ,                  ,                               ,C                    ,C                          ,                       ,C                      ,                     ,F                     ,C                       ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 93,X,CC,  29.00,    878.8800,Gartner  ,Nannofossils                                 ,               ,                  ,R                    ,C                         ,                  ,R                              ,A                    ,C                          ,                       ,A                      ,                     ,R                     ,C                       ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 94,X, 6, 117.00,    896.1700,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,R                         ,                  ,                               ,                     ,R                          ,T                      ,R                      ,T                    ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 94,X, 6, 124.00,    896.2400,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,R                         ,                  ,                               ,                     ,A                          ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 94,X, 7,  27.00,    896.7700,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,R                         ,                  ,                               ,                     ,                           ,                       ,R                      ,R                    ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 94,X,CC,  41.00,    897.2000,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,F                         ,                  ,                               ,                     ,C                          ,                       ,F                      ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 95,X,CC,  27.00,    898.1100,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,T                 ,                               ,                     ,T                          ,T                      ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 96,X,CC,  25.00,    907.5400,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,T                         ,T                 ,T                              ,T                    ,T                          ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 97,X,CC,  10.00,    916.9100,Gartner  ,Nannofossils                                 ,               ,                  ,T                    ,                          ,                  ,                               ,                     ,                           ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
