Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Helicosphaera carteri,Calcidiscus leptoporus,Discoaster brouweri,Coccolithus pelagicus,Dictyococcites productus,Helicosphaera sellii,Calcidiscus macintyrei,Thoracosphaera saxea,Scyphosphaera apsteinii,Reticulofenestra minutula,Pseudoemiliania lacunosa,Thoracosphaera heimii,Umbilicosphaera sibogae,Zeugrhabdotus acanthus,Watznaueria supracretacea,Watznaueria biporta,Watznaueria barnesae,Vekshinella stradnerii,Tranolithus phacelosus,Tranolithus exiguus,Stradneria crenulata,Stoverius asymmetricus,Rhagodiscus angustus,Reinhardtites anthophorus,Quadrum gartneri,Prediscosphaera intercisa,Prediscosphaera honjoi,Placozygus fibuliformis,Micula decussata 2,Micula decussata 1,Micula concava,Microrhabdulus belgicus,Marthasterites furcatus,Manivitella pemmatoidea,Lithraphidites carniolensis,Lithastrinus grillii,Glaukolithus diplogrammus,Glaukolithus bicrescenticus,Gephyrorhabdus coronadventis,Gartnerago obliquum,Gartnerago diversum,Flabellites oblongus,Eiffellithus turriseiffelii,Eiffellithus gorkae,Eiffellithus eximius,Discorhabdus ignotus,Cribrosphaerella ehrenbergii,Corollithion signum,Chiastozygus litterarius,Aspidolithus bevieri,Ahmuellerella octoradiata,Gephyrocapsa caribbeanica,Tranolithus gabalus,Stoverius coronatus,Stoverius biarcus,Rotelapillus crenulatus,Rhagodiscus splendens,Prediscosphaera spinosa,Prediscosphaera cretacea,Microrhabdulus decoratus,Helicolithus trabeculatus,Chiastozygus platyrhethus,Pontosphaera indooceanica,Gephyrocapsa oceanica,Scyphosphaera pulcherrima,Pontosphaera japonica,Braarudosphaera bigelowii,Ceratolithus cristatus,Reticulofenestra pseudoumbilicus,Gephyrocapsa omega,Emiliania huxleyi,Sphenolithus abies,Gephyrocapsa aperta,Rhabdosphaera clavigera,Scapholithus fossilis,Helicosphaera carteri var. hyalina,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN19B         ,180,1108,B, 34,R, 2,  74.00,    314.0800,Takahashi,Nannofossils                                 ,F              ,M                 ,R                    ,F                     ,                   ,R                    ,                        ,                    ,R                     ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN19B         ,180,1108,B, 34,R, 2,  91.00,    314.2500,Takahashi,Nannofossils                                 ,C              ,G                 ,F                    ,F                     ,                   ,F                    ,                        ,R                   ,R                     ,                    ,                       ,                         ,R                       ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 35,R, 2,  49.00,    323.5900,Takahashi,Nannofossils                                 ,F              ,M                 ,F                    ,R                     ,                   ,R                    ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 36,R, 3,  92.00,    334.3400,Siesser  ,Nannofossils                                 ,R              ,P                 ,R                    ,                      ,                   ,                     ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,R. minuta  - R
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 36,R, 5,  95.00,    337.1600,Siesser  ,Nannofossils                                 ,F              ,P                 ,F                    ,F                     ,                   ,                     ,                        ,                    ,R                     ,                    ,                       ,F                        ,R                       ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,No discoasters
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 37,R, 2, 120.00,    343.3000,Siesser  ,Nannofossils                                 ,F              ,P                 ,F                    ,R                     ,                   ,R                    ,                        ,                    ,R                     ,R                   ,                       ,F                        ,R                       ,                     ,R                      ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 37,R,CC,  18.00,    345.2500,Siesser  ,Nannofossils                                 ,T              ,P                 ,R                    ,                      ,                   ,                     ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,Small Gephyro. spp.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 38,R, 1, 135.50,    351.8550,Siesser  ,Nannofossils                                 ,R              ,P                 ,R                    ,R                     ,                   ,                     ,R                       ,                    ,                      ,                    ,                       ,R                        ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 38,R,CC,  18.00,    352.1800,Siesser  ,Nannofossils                                 ,T              ,P                 ,                     ,                      ,                   ,                     ,                        ,                    ,R                     ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,Small Gephyro. spp.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 39,R, 1, 101.00,    361.1100,Siesser  ,Nannofossils                                 ,R              ,P                 ,R                    ,R                     ,                   ,                     ,                        ,                    ,                      ,                    ,                       ,R                        ,R                       ,R                    ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,No discoasters
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 39,R,CC,  22.00,    362.3900,Siesser  ,Nannofossils                                 ,R              ,P                 ,R                    ,R                     ,                   ,R                    ,R                       ,                    ,                      ,R                   ,                       ,R                        ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 40,R, 2,  17.00,    370.8800,Takahashi,Nannofossils                                 ,R              ,M                 ,R                    ,R                     ,                   ,R                    ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 40,R,CC,  20.00,    371.7200,Siesser  ,Nannofossils                                 ,C              ,P                 ,F                    ,F                     ,R1                 ,F                    ,                        ,                    ,R                     ,F                   ,R4                     ,F                        ,R                       ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 41,R, 1,  17.00,    379.5700,Takahashi,Nannofossils                                 ,C              ,M                 ,F                    ,R                     ,                   ,R                    ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 41,R,CC,  15.00,    382.8600,Takahashi,Nannofossils                                 ,C              ,M                 ,F                    ,F                     ,                   ,F                    ,                        ,                    ,R                     ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 42,R, 1,  95.00,    389.9500,Takahashi,Nannofossils                                 ,R              ,M                 ,R                    ,R                     ,                   ,                     ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 42,R, 3,   8.00,    390.9200,Takahashi,Nannofossils                                 ,T              ,P                 ,                     ,R                     ,                   ,R                    ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN18          ,180,1108,B, 42,R,CC,  13.00,    392.9800,Takahashi,Nannofossils                                 ,F              ,M                 ,F                    ,R                     ,R1                 ,                     ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 43,R,CC,  16.00,    399.8900,Takahashi,Nannofossils                                 ,R              ,M                 ,                     ,R                     ,                   ,                     ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 44,R, 1,  84.00,    409.0400,Takahashi,Nannofossils                                 ,F              ,M                 ,F                    ,F                     ,                   ,R                    ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 44,R,CC,  16.00,    409.6900,Takahashi,Nannofossils                                 ,C              ,M                 ,F                    ,F                     ,                   ,R                    ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 45,R, 1,  94.50,    418.7450,Takahashi,Nannofossils                                 ,F              ,M                 ,R                    ,R                     ,                   ,                     ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 45,R, 2,  24.00,    419.1500,Takahashi,Nannofossils                                 ,R              ,M                 ,R                    ,R                     ,                   ,                     ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 45,R,CC,  25.00,    419.8100,Takahashi,Nannofossils                                 ,R              ,P                 ,                     ,                      ,                   ,R                    ,                        ,R                   ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 46,R, 1,  96.50,    428.4650,Takahashi,Nannofossils                                 ,T              ,P                 ,                     ,                      ,                   ,R                    ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 46,R,CC,  17.00,    429.1000,Siesser  ,Nannofossils                                 ,T              ,P                 ,R                    ,                      ,                   ,                     ,R                       ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,180,1108,B, 48,R, 2,   6.00,    447.3600,Takahashi,Nannofossils                                 ,T              ,P                 ,R                    ,                      ,                   ,                     ,                        ,                    ,                      ,                    ,                       ,                         ,                        ,                     ,                       ,                      ,                         ,                   ,                    ,                      ,                      ,                   ,                    ,                      ,                    ,                         ,                ,                         ,                      ,                       ,                  ,                  ,              ,                       ,                       ,                       ,                           ,                    ,                         ,                           ,                            ,                   ,                   ,                    ,                           ,                   ,                    ,                    ,                            ,                   ,                        ,                    ,                         ,                         ,                   ,                   ,                 ,                       ,                     ,                       ,                        ,                        ,                         ,                         ,                         ,                     ,                         ,                     ,                         ,                      ,                                ,                  ,                 ,                  ,                   ,                       ,                     ,                                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
