Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ventilabrella eggeri,Schackoina cenomana,Pseudotextularia nuttalli,Laeviheterohelix pulchra,Heterohelix planata,Heterohelix globulosa,Heterohelix dentata,Heterohelix carinata,Hedbergella holmdelensis,Globotruncanita stuartiformis,Globotruncanita elevata,Globotruncanita atlantica,Globotruncana orientalis,Globotruncana morozovae,Globotruncana mariei,Globotruncana linneiana,Globotruncana bulloides,Globotruncana arca,Globigerinelloides ultramicrus,Globigerinelloides subcarinatus,Globigerinelloides prairiehillensis,Globigerinelloides messinae,Contusotruncana fornicata,Archaeoglobigerina cretacea,Schackoina multispinata,Rugoglobigerina rugosa,Globotruncana rosetta,Radotruncana subspinosa,Heterohelix labellosa,Globigerinelloides bollii,Contusotruncana patelliformis,Hedbergella monmouthensis,Globotruncanita subspinosa,Fohsella peripheroronda,Globigerinelloides ferreolensis,Sphaeroidinellopsis disjuncta,Praeorbulina glomerosa,Orbulina universa,Globorotalia praemenardii,Globorotalia miozea,Globigerinatella insueta,Globorotalia panda,Globorotalia birnageae,Globoquadrina dehiscens,Fohsella peripheroacuta,Orbulina suturalis,Globorotalia lenguaensis,Globorotalia juanai,Globigerina bulloides,Fohsella praefohsi,Dentoglobigerina altispira,Globoturborotalita druryi,Globoquadrina venezuelana,Sphaeroidinellopsis seminulina,Globoturborotalita woodi,Globoturborotalita nepenthes,Catapsydrax parvulus,Neogloboquadrina continuosa,Globorotalia merotumida,Globorotalia menardii,Globorotalia conoidea,Globigerinoides sacculifer,Globigerinita glutinata,Neogloboquadrina acostaensis,Globigerinoides obliquus,Globigerinoides bollii,Sphaeroidinellopsis subdehiscens,Neogloboquadrina pachyderma (dextral),Globorotalia scitula,Globigerinoides subquadratus,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina humerosa,Globorotalia challengeri,Neogloboquadrina dutertrei,Globorotalia margaritae,Globorotalia tumida,Globorotalia plesiotumida,Globigerinoides conglobatus,Globorotalia puncticulata,Globigerinoides extremus,Globorotalia crassula,Sphaeroidinellopsis kochi,Globigerinella aequilateralis,Globorotalia conomiozea,Truncorotalia crassaformis,Globigerinoides trilobus,Globigerinoides ruber,Sphaeroidinella dehiscens s.l.,Truncorotalia tosaensis,Globorotalia inflata,Pulleniatina obliquiloculata,Truncorotalia truncatulinoides,Pulleniatina primalis,Comment
  IR,                 ,                 ,                  ,              ,198,1207,A, 18,H, 5,  68.00,    163.4800,planks   ,Planktonic Foraminifers                      ,T              ,P                 ,                    ,                   ,                         ,                        ,                   ,R                    ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,                 ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,                         ,                         ,                              ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,"Benthos R, Rads, fish teeth A, phosfate and Mn nodules"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,198,1207,A, 18,H, 5,  83.00,    163.6300,planks   ,Planktonic Foraminifers                      ,T              ,P                 ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,R                       ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,                 ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,                         ,                         ,                              ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,"Benthos R, Rads, fish teeth A, nodules Ph and Mn"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,198,1207,A, 18,H, 5, 100.00,    163.8000,planks   ,Planktonic Foraminifers                      ,               ,                  ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,R                       ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,                 ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,                         ,                         ,                              ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,"Benthos F, Rads, fish teth A, nodules Phand Mn"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,198,1207,A, 18,H, 6,  28.00,    164.5800,planks   ,Planktonic Foraminifers                      ,               ,                  ,                    ,R                  ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,                             ,                       ,                         ,                        ,                       ,                    ,                       ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,                 ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,                         ,                         ,                              ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,"Benthos F, fish teeth C, Ph and Mn"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,198,1207,A, 18,H,CC,  12.00,    166.5900,planks   ,Planktonic Foraminifers                      ,               ,P                 ,                    ,P                  ,                         ,                        ,                   ,                     ,                   ,                    ,P                       ,                             ,                       ,                         ,                        ,                       ,                    ,P                      ,                       ,                  ,                              ,                               ,                                   ,                           ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,P                      ,                               ,                             ,                      ,                 ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,                         ,                         ,                              ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,mixed small-sized Cret A+ Mioc R
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Campanian        ,KS26              ,KS26          ,198,1207,A, 19,H, 1,  26.00,    166.5600,planks   ,Planktonic Foraminifers                      ,F              ,P                 ,                    ,                   ,                         ,                        ,                   ,A                    ,                   ,                    ,F                       ,R                            ,                       ,                         ,                        ,                       ,                    ,F                      ,                       ,                  ,                              ,P                              ,R                                  ,F                          ,                         ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,+                              ,                             ,                      ,                 ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,                         ,                         ,                              ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Campanian        ,KS26              ,KS26          ,198,1207,A, 20,H,CC,   8.00,    181.9300,planks   ,Planktonic Foraminifers                      ,R              ,M                 ,                    ,R                  ,                         ,                        ,R                  ,A                    ,F                  ,R                   ,F                       ,R                            ,                       ,P                        ,F                       ,F                      ,R                   ,R                      ,                       ,R                 ,F                             ,R                              ,                                   ,F                          ,R                        ,P                          ,R                      ,                      ,                     ,                       ,                     ,                         ,F                            ,                         ,R                         ,                       ,                               ,                             ,                      ,                 ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,                         ,                         ,                              ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Campanian        ,KS26              ,KS26          ,198,1207,A, 21,X, 1,  27.00,    182.0700,planks   ,Planktonic Foraminifers                      ,R              ,P                 ,                    ,F                  ,                         ,A                       ,A                  ,A                    ,A                  ,                    ,                        ,F                            ,                       ,                         ,                        ,                       ,                    ,F                      ,                       ,P                 ,                              ,R                              ,                                   ,F                          ,F                        ,R                          ,F                      ,                      ,                     ,                       ,                     ,                         ,                             ,A                        ,                          ,                       ,                               ,                             ,                      ,                 ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,                         ,                         ,                              ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,juvenile  globotruncanids
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Campanian        ,KS26              ,KS26          ,198,1207,A, 21,X, 2,  26.00,    183.5600,planks   ,Planktonic Foraminifers                      ,A              ,M                 ,                    ,                   ,                         ,                        ,A                  ,A                    ,A                  ,                    ,A                       ,F                            ,                       ,                         ,                        ,                       ,                    ,F                      ,                       ,R                 ,F                             ,R                              ,                                   ,A                          ,F                        ,F                          ,R                      ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,                 ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,                         ,                         ,                              ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,small-sized taxa AA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Campanian        ,KS26              ,KS26          ,198,1207,A, 21,X, 3,  29.00,    185.0900,planks   ,Planktonic Foraminifers                      ,A              ,M                 ,                    ,F                  ,                         ,A                       ,A                  ,A                    ,A                  ,                    ,A                       ,A                            ,                       ,                         ,                        ,                       ,                    ,A                      ,                       ,                  ,A                             ,F                              ,                                   ,                           ,A                        ,                           ,R                      ,                      ,                     ,                       ,                     ,                         ,R                            ,                         ,                          ,                       ,                               ,                             ,                      ,                 ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,                         ,                         ,                              ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Campanian        ,KS26              ,KS26          ,198,1207,A, 21,X, 4,  27.00,    186.5700,planks   ,Planktonic Foraminifers                      ,F              ,P                 ,                    ,R                  ,                         ,F                       ,                   ,A                    ,                   ,                    ,F                       ,A                            ,                       ,                         ,F                       ,                       ,R                   ,A                      ,R                      ,                  ,F                             ,                               ,                                   ,F                          ,A                        ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,F                            ,                         ,                          ,                       ,                               ,                             ,                      ,                 ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,                         ,                         ,                              ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,plankton fragmented
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Campanian        ,KS26              ,KS26          ,198,1207,A, 21,X, 5,  29.00,    188.0900,planks   ,Planktonic Foraminifers                      ,F              ,P                 ,                    ,                   ,                         ,                        ,                   ,                     ,                   ,                    ,                        ,F                            ,                       ,                         ,                        ,                       ,                    ,F                      ,                       ,                  ,                              ,                               ,                                   ,F                          ,F                        ,                           ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,                 ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,                         ,                         ,                              ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,dirty
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Campanian        ,KS26              ,KS26          ,198,1207,A, 21,X,CC,  12.00,    188.5400,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,                    ,R                  ,F                        ,                        ,F                  ,F                    ,R                  ,F                   ,F                       ,A                            ,R                      ,R                        ,F                       ,                       ,R                   ,A                      ,                       ,F                 ,F                             ,R                              ,R                                  ,F                          ,A                        ,P                          ,                       ,                      ,                     ,F                      ,R                    ,R                        ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,                 ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,                         ,                         ,                              ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Campanian        ,KS26              ,KS26          ,198,1207,A, 23,X,CC,  19.00,    207.5200,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                    ,R                  ,R                        ,F                       ,A                  ,A                    ,F                  ,F                   ,F                       ,A                            ,R                      ,F                        ,A                       ,                       ,R                   ,A                      ,F                      ,F                 ,F                             ,F                              ,R                                  ,F                          ,A                        ,R                          ,R                      ,R                     ,R                    ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,                 ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,                         ,                         ,                              ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Campanian        ,Campanian        ,G. elevata - KS25 ,G. elevata - KS25,198,1207,A, 24,X,CC,  23.00,    217.0600,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,P                   ,R                  ,F                        ,F                       ,A                  ,A                    ,F                  ,P                   ,R                       ,A                            ,A                      ,+                        ,F                       ,F                      ,R                   ,A                      ,R                      ,F                 ,F                             ,R                              ,R                                  ,F                          ,A                        ,R                          ,                       ,                      ,                     ,                       ,                     ,                         ,                             ,                         ,                          ,                       ,                               ,                             ,                      ,                 ,                         ,                   ,                        ,                  ,                      ,                       ,                       ,                  ,                        ,                   ,                     ,                  ,                          ,                         ,                         ,                              ,                        ,                            ,                    ,                           ,                       ,                     ,                     ,                          ,                       ,                            ,                        ,                      ,                                ,                                     ,                    ,                            ,                                       ,                         ,                        ,                          ,                       ,                   ,                         ,                           ,                         ,                        ,                     ,                         ,                             ,                       ,                          ,                        ,                     ,                              ,                       ,                    ,                            ,                              ,                     ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
