Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Thalassiothrix longissima	Thalassiosira oestrupii	Thalassiosira nidulus	Thalassiosira jouseae	Thalassiosira gravida spore	Thalassionema nitzschioides	Stephanopyxis turris	Rhizosolenia setigera	Rhizosolenia hebetata f. semispina	Rhizosolenia hebetata f. hebetata	Nitzschia reinholdii	Nitzschia marina	Coscinodiscus marginatus	Chaetoceros spp. (resting spores)	Bacterosira fragilis	Actinocyclus oculatus	Actinocyclus curvatulus	Coscinodiscus asteromphalus	Thalassiosira lineata	Nitzschia fossilis	Hemidiscus cuneiformis	Azpeitia nodulifer	Thalassiosira antiqua	Pseudoeunotia doliolus	Roperia tesselata	Rhizosolenia styliformis	Proboscia alata	Rhizosolenia bergonii	Nitzschia panduriformis	Bacteriastrum hyalinum	Thalassiosira trifulta	Thalassiosira gravida vegetative	Thalassiosira eccentrica	Proboscia curvirostris	Thalassiosira nordenskioeldii	Nitzschia bicapitata	Neodenticula seminae	Coscinodiscus radiatus	Comment
  IR	Late Pliocene    	Pleistocene      	                  	N. reinholdii 	162	 983	A	 23	H	 4	  49.00	    211.8900	Koc      	Diatoms                                      	A              	M                 	C                        	F                      	                     	R                    	C                          	A                          	                    	                     	F                                 	                                 	R                   	                	C                       	A                                	R                   	F                    	C                      	                           	                     	                  	R                     	                  	                     	                      	                 	                        	R              	                     	                       	                      	R                     	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	Late Pliocene    	Pleistocene      	                  	N. reinholdii 	162	 983	A	 23	H	 5	  49.00	    213.3900	Koc      	Diatoms                                      	C              	M                 	F                        	F                      	R                    	F                    	R                          	F                          	                    	                     	F                                 	                                 	                    	                	F                       	C                                	                    	C                    	                       	                           	                     	                  	                      	                  	                     	                      	                 	                        	               	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	Late Pliocene    	Pleistocene      	                  	N. reinholdii 	162	 983	A	 23	H	 7	  49.00	    216.3900	Koc      	Diatoms                                      	F              	P                 	R                        	                       	R                    	R                    	                           	F                          	                    	                     	F                                 	                                 	                    	                	F                       	F                                	                    	                     	F                      	                           	                     	                  	                      	                  	R                    	                      	                 	                        	               	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	Late Pliocene    	Pleistocene      	                  	N. reinholdii 	162	 983	A	 24	H	 1	  49.00	    216.8900	Koc      	Diatoms                                      	C              	P                 	R                        	R                      	R                    	R                    	                           	                           	                    	                     	F                                 	                                 	                    	                	                        	C                                	                    	                     	C                      	                           	                     	                  	                      	                  	                     	                      	                 	                        	               	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	Late Pliocene    	Pleistocene      	                  	N. reinholdii 	162	 983	A	 24	H	 2	  49.00	    218.3900	Koc      	Diatoms                                      	C              	P                 	F                        	F                      	                     	R                    	                           	F                          	                    	                     	R                                 	                                 	R                   	                	F                       	C                                	                    	                     	R                      	                           	R                    	                  	                      	                  	                     	                      	                 	                        	               	                     	                       	R                     	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	Late Pliocene    	Pleistocene      	                  	N. reinholdii 	162	 983	A	 24	H	 3	  49.00	    219.8900	Koc      	Diatoms                                      	C              	P                 	R                        	                       	R                    	                     	                           	R                          	                    	                     	C                                 	                                 	                    	                	F                       	C                                	                    	                     	C                      	                           	                     	                  	                      	                  	                     	                      	                 	                        	               	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	Late Pliocene    	Pleistocene      	                  	N. reinholdii 	162	 983	A	 24	H	 5	  49.00	    222.8900	Koc      	Diatoms                                      	A              	M                 	F                        	A                      	                     	F                    	F                          	A                          	C                   	                     	F                                 	                                 	R                   	                	F                       	A                                	R                   	                     	C                      	                           	                     	R                 	                      	                  	                     	                      	                 	                        	R              	                     	R                      	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	Late Pliocene    	Pleistocene      	                  	N. reinholdii 	162	 983	A	 24	H	 6	  49.00	    224.3900	Koc      	Diatoms                                      	C              	M                 	F                        	C                      	                     	                     	R                          	C                          	                    	                     	F                                 	                                 	R                   	                	R                       	C                                	                    	F                    	C                      	                           	R                    	                  	                      	                  	                     	R                     	                 	                        	               	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	Late Pliocene    	Pleistocene      	                  	N. reinholdii 	162	 983	A	 25	H	 2	  49.00	    227.8900	Koc      	Diatoms                                      	R              	P                 	                         	                       	                     	                     	                           	R                          	                    	                     	                                  	                                 	                    	                	                        	R                                	                    	                     	                       	                           	                     	                  	                      	                  	                     	                      	                 	                        	               	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	Late Pliocene    	Pleistocene      	                  	N. reinholdii 	162	 983	A	 25	H	 3	  49.00	    229.3900	Koc      	Diatoms                                      	C              	P                 	R                        	C                      	                     	R                    	                           	                           	F                   	                     	C                                 	R                                	                    	                	F                       	C                                	                    	                     	C                      	                           	                     	                  	                      	                  	                     	                      	                 	                        	               	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	Late Pliocene    	Pleistocene      	                  	N. reinholdii 	162	 983	A	 25	H	 4	  49.00	    230.8900	Koc      	Diatoms                                      	C              	P                 	R                        	C                      	                     	R                    	                           	C                          	R                   	                     	C                                 	F                                	R                   	                	F                       	C                                	                    	                     	C                      	                           	R                    	                  	                      	                  	                     	                      	                 	                        	               	                     	R                      	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	Late Pliocene    	Pleistocene      	                  	N. reinholdii 	162	 983	A	 25	H	 5	  49.00	    232.3900	Koc      	Diatoms                                      	C              	P                 	                         	C                      	                     	R                    	F                          	C                          	                    	                     	F                                 	F                                	                    	                	F                       	C                                	                    	                     	C                      	                           	R                    	                  	                      	                  	                     	                      	                 	                        	               	R                    	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	Late Pliocene    	Pleistocene      	                  	N. reinholdii 	162	 983	A	 25	H	 6	  49.00	    233.8900	Koc      	Diatoms                                      	R              	P                 	                         	                       	                     	                     	                           	R                          	                    	                     	                                  	                                 	                    	                	R                       	                                 	                    	                     	R                      	                           	                     	                  	                      	                  	                     	                      	                 	                        	               	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	Late Pliocene    	Pleistocene      	                  	N. reinholdii 	162	 983	A	 26	H	 1	  49.00	    235.8900	Koc      	Diatoms                                      	C              	P                 	                         	                       	R                    	                     	                           	C                          	F                   	                     	F                                 	R                                	                    	                	F                       	C                                	                    	                     	C                      	                           	R                    	                  	                      	                  	                     	                      	                 	                        	               	R                    	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	Late Pliocene    	Pleistocene      	                  	N. reinholdii 	162	 983	A	 26	H	 2	  49.00	    237.3900	Koc      	Diatoms                                      	C              	M                 	                         	C                      	R                    	R                    	F                          	C                          	                    	                     	F                                 	                                 	                    	                	F                       	C                                	R                   	                     	C                      	                           	R                    	R                 	                      	                  	                     	                      	                 	                        	R              	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	Late Pliocene    	Pleistocene      	                  	N. reinholdii 	162	 983	A	 26	H	 3	  49.00	    238.8900	Koc      	Diatoms                                      	C              	P                 	R                        	F                      	                     	                     	R                          	C                          	F                   	                     	F                                 	                                 	                    	                	F                       	C                                	                    	                     	C                      	                           	                     	R                 	R                     	                  	                     	                      	                 	                        	               	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	Late Pliocene    	Pleistocene      	                  	N. reinholdii 	162	 983	A	 26	H	 4	  49.00	    240.3900	Koc      	Diatoms                                      	C              	P                 	                         	F                      	R                    	                     	                           	C                          	F                   	                     	                                  	                                 	                    	                	                        	F                                	                    	                     	C                      	                           	                     	R                 	                      	                  	R                    	                      	                 	                        	               	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	Late Pliocene    	Pleistocene      	                  	N. reinholdii 	162	 983	A	 26	H	 5	  49.00	    241.8900	Koc      	Diatoms                                      	A              	M                 	                         	A                      	R                    	F                    	F                          	A                          	F                   	F                    	F                                 	F                                	                    	R               	F                       	A                                	R                   	                     	C                      	R                          	                     	R                 	                      	                  	                     	                      	R                	R                       	R              	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	Late Pliocene    	Pleistocene      	                  	N. reinholdii 	162	 983	A	 26	H	 6	  49.00	    243.3900	Koc      	Diatoms                                      	A              	M                 	                         	C                      	                     	F                    	F                          	A                          	F                   	                     	                                  	R                                	                    	                	F                       	C                                	R                   	                     	C                      	                           	R                    	F                 	R                     	                  	R                    	R                     	                 	                        	               	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	                 	                 	                  	              	162	 983	A	 27	H	 1	  49.00	    245.3900	Koc      	Diatoms                                      	A              	M                 	                         	A                      	R                    	R                    	F                          	C                          	                    	R                    	F                                 	                                 	R                   	                	F                       	C                                	R                   	                     	C                      	R                          	                     	F                 	                      	                  	                     	                      	                 	                        	               	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	                 	                 	                  	              	162	 983	A	 27	H	 2	  49.00	    246.8900	Koc      	Diatoms                                      	A              	M                 	                         	C                      	R                    	R                    	F                          	A                          	                    	                     	F                                 	F                                	F                   	R               	C                       	C                                	                    	                     	C                      	R                          	R                    	R                 	R                     	R                 	                     	                      	                 	                        	               	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	                 	                 	                  	              	162	 983	A	 27	H	 3	  49.00	    248.3900	Koc      	Diatoms                                      	C              	P                 	                         	F                      	                     	                     	                           	F                          	F                   	                     	                                  	                                 	                    	R               	F                       	C                                	                    	                     	C                      	R                          	                     	                  	                      	                  	                     	                      	                 	                        	               	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	                 	                 	                  	              	162	 983	A	 27	H	 4	  49.00	    249.8900	Koc      	Diatoms                                      	R              	P                 	                         	                       	                     	                     	                           	                           	                    	                     	                                  	                                 	                    	                	R                       	R                                	                    	                     	                       	                           	                     	                  	                      	                  	                     	                      	                 	                        	               	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	                 	                 	                  	              	162	 983	A	 27	H	 5	  49.00	    251.3900	Koc      	Diatoms                                      	C              	P                 	                         	                       	                     	                     	F                          	C                          	F                   	                     	                                  	                                 	                    	                	F                       	C                                	                    	                     	C                      	                           	                     	                  	                      	                  	                     	                      	                 	                        	               	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	                 	                 	                  	              	162	 983	A	 27	H	 6	  49.00	    252.8900	Koc      	Diatoms                                      	C              	P                 	                         	                       	                     	R                    	R                          	F                          	                    	                     	F                                 	                                 	                    	                	                        	C                                	                    	                     	C                      	                           	                     	                  	                      	                  	                     	                      	                 	                        	               	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

  IR	                 	                 	                  	              	162	 983	A	 27	H	 7	  49.00	    254.3900	Koc      	Diatoms                                      	A              	M                 	F                        	A                      	R                    	F                    	F                          	C                          	C                   	F                    	C                                 	F                                	F                   	R               	F                       	A                                	R                   	C                    	C                      	                           	                     	                  	                      	                  	                     	                      	                 	                        	               	                     	                       	                      	                      	                                	                        	                      	                             	                    	                    	                      	from 162SR. Ch 4. Table 1.

