genus species name,species_taxon_id,species_taxon_name,tmp_genus_taxon_id,tmp_genus_taxon_name
Discoaster calcaris,,,,
Discoaster calculosus,,,,
Discoaster challengeri,,,,
Discoaster delicatus,,,,
Discoaster diastypus,,,,
Discoaster distinctus,,,,
Discoaster elegans,,,,
Discoaster exilis,,,,
Discoaster falcatus,,,,
Discoaster hamatus-bellus,,,,
Discoaster intercalaris,255400,Discoaster intercalaris,87682,Discoaster
Discoaster kuepperi,,,,
Discoaster lenticularis,,,,
Discoaster lodoensis,,,,
Discoaster loeblichii,,,,
Discoaster mahmoudii,,,,
Discoaster mediosus,,,,
Discoaster mendomobensis,,,,
Discoaster mohleri,,,,
Discoaster multiradiatus,,,,
Discoaster musicus,,,,
Discoaster neorectus,,,,
Discoaster nobilis,,,,
Discoaster nodifer,,,,
Discoaster ornatus,,,,
Discoaster pacificus,,,,
Discoaster paelikei,,,,
Discoaster pansus,,,,
Discoaster quadramus,,,,
Discoaster quintatus,,,,
Discoaster saipanensis,,,,
Discoaster salisburgensis,,,,
Discoaster sanmiguelensis,,,,
Discoaster septemradiatus,,,,
Discoaster stellulus,,,,
Discoaster sublodoensis,,,,
Discoaster subsurculus,,,,
Discoaster triradiatus,,,,
Discoaster tristellifer,,,,
Discoaster wemmelensis,,,,
Discoaster williamsii,,,,
Discolithina japonica,,,,
Discorhabdus watkinsii,,,,
Discosphaera tubifera,,,,
Eiffellithus angustus,,,,
Eiffellithus casulus,,,,
Eiffellithus equibiramus,88576,Eiffellithus equibiramus,87863,Eiffellithus
Eiffellithus eximius,88574,Eiffellithus eximius,87863,Eiffellithus
Eiffellithus gorkae,88573,Eiffellithus gorkae,87863,Eiffellithus
Eiffellithus monechiae,88571,Eiffellithus monechiae,87863,Eiffellithus
Eiffellithus parallelus,88570,Eiffellithus parallelus,87863,Eiffellithus
Eiffellithus perchnielseniae,,,,
Eiffellithus praestigium,88567,Eiffellithus praestigium,87863,Eiffellithus
Eiffellithus turriseiffelii,88562,Eiffellithus turriseiffelii,87863,Eiffellithus
Eiffellithus vonsalisiae,88561,Eiffellithus vonsalisiae,87863,Eiffellithus
Ellipsolithus bollii,,,,
Ellipsolithus distichus,,,,
Ellipsolithus macellus,,,,
Ellipsolithus subdistichus,,,,
Eprolithus eptapetalus,,,,
Eprolithus floralis,87986,Eprolithus floralis,87746,Eprolithus
Eprolithus moratus,87984,Eprolithus moratus,87746,Eprolithus
Eprolithus octopetalus,87983,Eprolithus octopetalus,87746,Eprolithus
Ericsonia robusta,,,,
Ericsonia subpertusa,,,,
Fasciculithus alanii,,,,
Fasciculithus clinatus,,,,
Fasciculithus involutus,,,,
Fasciculithus lilianae,,,,
Fasciculithus magnus,,,,
Fasciculithus pileatus,,,,
Fasciculithus richardii,,,,
Fasciculithus shaubii,,,,
Fasciculithus thomasii,,,,
Fasciculithus tympaniformis,,,,
Fasciculithus ulii,,,,
Gartnerago chiasta,88162,Gartnerago chiasta,87789,Gartnerago
Gartnerago nanum,88159,Gartnerago nanum,87789,Gartnerago
Gartnerago obliquum,88157,Gartnerago obliquum,87789,Gartnerago
Gartnerago segmentatum,88151,Gartnerago segmentatum,87789,Gartnerago
Gartnerago theta,88149,Gartnerago theta,87789,Gartnerago
Gephyrocapsa aperta,,,,
Gephyrocapsa caribbeanica,,,,
Gephyrocapsa ericsonii,,,,
Gephyrocapsa large,,,,
Gephyrocapsa margerelii/muellerae,,,,
Gephyrocapsa muellerae,,,,
Gephyrocapsa oceanica,,,,
Gephyrocapsa omega,,,,
Gephyrocapsa parallela,,,,
Gephyrocapsa sinuosa,,,,
Girgisia gammation,,,,
Gladiolithus flabellatus,,,,
Glaukolithus bicrescenticus,,,,
Glaukolithus diplogrammus,,,,
Grantarhabdus coronadventis,88286,Grantarhabdus coronadventis,87813,Grantarhabdus
Haqius circumradiatus,88134,Haqius circumradiatus,87785,Haqius
Hayaster perplexus,,,,
Hayella challengeri,,,,
Hayella situliformis,,,,
Hayesites albiensis,87941,Hayesites albiensis,87739,Hayesites
Helenea chiastia,88284,Helenea chiastia,87812,Helenea
Helicolithus compactus,88556,Helicolithus compactus,443753,Helicolithus
Helicolithus trabeculatus,88553,Helicolithus trabeculatus,443753,Helicolithus
Helicolithus turonicus,88552,Helicolithus turonicus,443753,Helicolithus
Helicopontosphaera hyalina,,,,
Helicosphaera acuta,,,,
Helicosphaera burkei,,,,
Helicosphaera clarissima,,,,
Helicosphaera ethologa,,,,
Helicosphaera granulata,,,,
Helicosphaera hyalina,,,,
Helicosphaera intermedia,,,,
Helicosphaera inversa,,,,
Helicosphaera kamptneri,,,,
Helicosphaera lophota,,,,
Helicosphaera mediterranea,,,,
Helicosphaera neogranulata,,,,
Helicosphaera obliqua,,,,
Helicosphaera orientalis,255448,Helicosphaera orientalis,255396,Helicosphaera
Helicosphaera pavimentum,,,,
Helicosphaera perch-nielseniae,,,,
Helicosphaera princei,,,,
Helicosphaera recta,,,,
Helicosphaera reticulata,,,,
Helicosphaera scissura,,,,
Helicosphaera sellii,,,,
Helicosphaera seminulum,,,,
Helicosphaera stalis,255452,Helicosphaera stalis,255396,Helicosphaera
Helicosphaera vedderi,,,,
Helicosphaera walbersdorfensis,,,,
Helicosphaera wallichii,,,,
Helicosphaera wilcoxonii,,,,
Heliolithus cantabriae,,,,
Heliolithus kleinpellii,,,,
Heliolithus riedelii,,,,
Holodiscolithus macroporus,,,,
Hughesius gizoensis,,,,
Hughesius tasmaniae,,,,
Ilselithina fusa,,,,
Isthmolithus recurvus,409880,Isthmolithus recurvus,409879,Isthmolithus
Jakubowskia leoniae,,,,
Kamptnerius magnificus,88148,Kamptnerius magnificus,87788,Kamptnerius
Liliasterites angularis,87899,Liliasterites angularis,87729,Liliasterites
Liliasterites atlanticus,,,,
Lithastrinus grillii,87979,Lithastrinus grillii,87744,Lithastrinus
Lithastrinus septenarius,87976,Lithastrinus septenarius,87744,Lithastrinus
Lithoptychius ulii,,,,
Lithoptychius vertebratoides,,,,
Lithraphidites acutus,88031,Lithraphidites acutus,87751,Lithraphidites
Lithraphidites alatus,88030,Lithraphidites alatus,87751,Lithraphidites
Lithraphidites carniolensis,88027,Lithraphidites carniolensis,87751,Lithraphidites
Lithraphidites quadratus,88021,Lithraphidites quadratus,87751,Lithraphidites
Lophodolithus acutus,,,,
Lophodolithus mochlophorus,410574,Lophodolithus mochlophorus,410573,Lophodolithus
Lophodolithus nascens,,,,
Lophodolithus rotundus,,,,
Loxolithus armilla,88595,Loxolithus armilla,87864,Loxolithus
Lucianorhabdus cayeuxii,88109,Lucianorhabdus cayeuxii,87778,Lucianorhabdus
Lucianorhabdus maleformis,88105,Lucianorhabdus maleformis,87778,Lucianorhabdus
Manivitella pemmatoidea,88250,Manivitella pemmatoidea,87804,Manivitella
Markalius apertus,,,,
Markalius astroporus,,,,
Markalius inversus,88129,Markalius inversus,87784,Markalius
Marthasterites furcatus,87897,Marthasterites furcatus,87728,Marthasterites
Micrantholithus flos,410955,Micrantholithus flos,87757,Micrantholithus
Microrhabdulus belgicus,88019,Microrhabdulus belgicus,87750,Microrhabdulus
Microrhabdulus decoratus,88018,Microrhabdulus decoratus,87750,Microrhabdulus
Micula concava,87972,Micula concava,5638,Micula
Micula cubiformis,87971,Micula cubiformis,364628,Micula
Micula decussata,364629,Micula decussata,364628,Micula
Micula murus,87969,Micula murus,5638,Micula
Micula prinsii,87965,Micula prinsii,5638,Micula
Micula staurophora,87963,Micula staurophora,364628,Micula
Minylitha convallis,,,,
Misceomarginatus pleniporus,88725,Misceomarginatus pleniporus,87879,Misceomarginatus
Monomarginatus quaternarius,88723,Monomarginatus quaternarius,87878,Monomarginatus
Nannotetrina alata,,,,
Nannotetrina cristata,,,,
Nannotetrina fulgens,,,,
Neochiastozygus chiastus,,,,
Neochiastozygus junctus,,,,
Neochiastozygus modestus,,,,
Neochiastozygus perfectus,,,,
Neochiastozygus rosenkrantzii,,,,
Neococcolithes dubius,,,,
Neococcolithes protenus,,,,
Neocrepidolithus cruciatus,88589,Neocrepidolithus cruciatus,87865,Neocrepidolithus
Neocrepidolithus dirimosus,88587,Neocrepidolithus dirimosus,87865,Neocrepidolithus
Neocrepidolithus fossus,88585,Neocrepidolithus fossus,87865,Neocrepidolithus
Neocrepidolithus neocrassus,88583,Neocrepidolithus neocrassus,87865,Neocrepidolithus
Neocrepidolithus watkinsii,88581,Neocrepidolithus watkinsii,87865,Neocrepidolithus
Neosphaera coccolithomorpha,,,,
Nephrolithus frequens,88421,Nephrolithus frequens,87887,Nephrolithus
Octolithus multiplus,88079,Octolithus multiplus,87771,Octolithus
Oolithotus fragilis,,,,
Orthorhabdus rugosus,,,,
Orthorhabdus striatus,,,,
Pedinocyclus larvalis,,,,
Pemma basquense,,,,
Perchnielsenella stradneri,88208,Perchnielsenella stradneri,87796,Perchnielsenella
Perissocyclus fenestratus,88412,Perissocyclus fenestratus,87886,Perissocyclus
Petrarhabdus copulatus,88320,Petrarhabdus copulatus,87818,Petrarhabdus
Pontosphaera alta,,,,
Pontosphaera discopora,,,,
Pontosphaera enormis,,,,
Pontosphaera indooceanica,,,,
Pontosphaera japonica,,,,
Pontosphaera latelliptica,,,,
Pontosphaera millepuncta,,,,
Pontosphaera plana,,,,
Pontosphaera pulchra,,,,
Pontosphaera rimosa,,,,
Pontosphaera versa,,,,
Prediscosphaera arkhangelskyi,88317,Prediscosphaera arkhangelskyi,87817,Prediscosphaera
Prediscosphaera bukryi,88316,Prediscosphaera bukryi,87817,Prediscosphaera
Prediscosphaera columnata,88314,Prediscosphaera columnata,87817,Prediscosphaera
Prediscosphaera cretacea,88312,Prediscosphaera cretacea,87817,Prediscosphaera
Prediscosphaera desiderograndis,,,,
Prediscosphaera grandis,88311,Prediscosphaera grandis,87817,Prediscosphaera
Prediscosphaera majungae,88307,Prediscosphaera majungae,87817,Prediscosphaera
Prediscosphaera spinosa,88301,Prediscosphaera spinosa,87817,Prediscosphaera
Prediscosphaera stoveri,88299,Prediscosphaera stoveri,87817,Prediscosphaera
Prinsius bisulcus,,,,
Prinsius dimorphosus,,,,
Prinsius martinii,,,,
Prinsius tenuiculus,,,,
Pseudoemiliania ovata,,,,
Pseudomicula quadrata,88011,Pseudomicula quadrata,87748,Pseudomicula
Pseudotriquetrorhabdulus inversus,,,,
Quadrum gartneri,87958,Quadrum gartneri,87743,Quadrum
Quadrum intermedium,87956,Quadrum intermedium,87743,Quadrum
Reinhardtites anthophorus,88666,Reinhardtites anthophorus,87808,Retecapsa
Reinhardtites biperforatus,,,,
Reinhardtites levis,88665,Reinhardtites levis,87871,Reinhardtites
Repagulum parvidentatum,88126,Repagulum parvidentatum,87782,Repagulum
Retecapsa crenulata,88271,Retecapsa crenulata,87808,Retecapsa
Retecapsa ficula,88269,Retecapsa ficula,87808,Retecapsa
Retecapsa schizobrachiata,88262,Retecapsa schizobrachiata,87808,Retecapsa
Retecapsa surirella,88260,Retecapsa surirella,87808,Retecapsa
Reticulofenestra pseudoumbilica,,,,
Reticulofenestra asanoi,,,,
Reticulofenestra callida,,,,
Reticulofenestra cisnerosii,,,,
Reticulofenestra daviesii,,,,
Reticulofenestra dictyoda,,,,
Reticulofenestra gelida,,,,
Reticulofenestra hampdenensis,,,,
Reticulofenestra haqii,,,,
Reticulofenestra hillae,,,,
Reticulofenestra minuta,388325,Reticulofenestra minuta,255392,Reticulofenestra
Reticulofenestra minutula,,,,
Reticulofenestra oamaruensis,,,,
Reticulofenestra perplexa,,,,
Reticulofenestra producta,,,,
Reticulofenestra reticulata,,,,
Reticulofenestra rotaria,388324,Reticulofenestra rotaria,255392,Reticulofenestra
Reticulofenestra samodurovii,,,,
Reticulofenestra scrippsae,,,,
Reticulofenestra stavensis,,,,
Reticulofenestra isabellae,,,,
Rhabdosphaera clavigera,,,,
Rhabdosphaera sicca,,,,
Rhabdosphaera tenuis,,,,
Rhagodiscus achylostaurion,,,,
Rhagodiscus angustus,88531,Rhagodiscus angustus,87857,Rhagodiscus
Rhagodiscus asper,88529,Rhagodiscus asper,87857,Rhagodiscus
Rhagodiscus indistinctus,88523,Rhagodiscus indistinctus,87857,Rhagodiscus
Rhagodiscus robustus,88516,Rhagodiscus robustus,87857,Rhagodiscus
Rhomboaster bramlettei,,,,
Rhomboaster calcitrapa,,,,
Rhomboaster cuspis,,,,
Rhomboaster svabenickiae,,,,
Rotelapillus biarcus,88487,Rotelapillus biarcus,87847,Rotelapillus
Rotelapillus crenulatus,88485,Rotelapillus crenulatus,87847,Rotelapillus
Rotelapillus laffittei,88483,Rotelapillus laffittei,87847,Rotelapillus
Rucinolithus magnus,87933,Rucinolithus magnus,87736,Rucinolithus
Rucinolithus wisei,87931,Rucinolithus wisei,87736,Rucinolithus
Scyphosphaera apsteinii,,,,
Scyphosphaera canescens,,,,
Scyphosphaera cylindrica,,,,
Scyphosphaera globulata,,,,
Scyphosphaera intermedia,,,,
Scyphosphaera lagena,,,,
Scyphosphaera pulcherrima,,,,
Scyphosphaera ventriosa,,,,
Seribiscutum primitivum,88344,Seribiscutum primitivum,87823,Seribiscutum
Solidopons petrae,,,,
Speetonia colligata,88259,Speetonia colligata,87807,Speetonia
Sphenolithus akropodus,,,,
Sphenolithus anarrhopus,,,,
Sphenolithus arthurii,,,,
Sphenolithus celsus,,,,
Sphenolithus conicus,,,,
Sphenolithus conspicuus,,,,
Sphenolithus cuniculus,,,,
Sphenolithus distentus,,,,
Sphenolithus editus,,,,
Sphenolithus furcatolithoides,,,,
Sphenolithus grandis,,,,
Sphenolithus neoabies,,,,
Sphenolithus obtusus,,,,
Sphenolithus orphanknollensis,,,,
Sphenolithus primus,,,,
Sphenolithus pseudoheteromorphus,,,,
Sphenolithus pseudoradians,,,,
Sphenolithus radians,414956,Sphenolithus radians,255390,Sphenolithus
Sphenolithus runus,,,,
Sphenolithus spiniger,,,,
Sphenolithus strigosus,,,,
Sphenolithus tribulosus,,,,
Sphenolithus villae,,,,
Staurolithites angustus,88716,Staurolithites angustus,87876,Staurolithites
Staurolithites flavus,88705,Staurolithites flavus,87876,Staurolithites
Staurolithites gausorhethium,88703,Staurolithites gausorhethium,87876,Staurolithites
Staurolithites mutterlosei,88687,Staurolithites mutterlosei,87876,Staurolithites
Staurolithites siesseri,88681,Staurolithites siesseri,87876,Staurolithites
Stoverius achylosus,88473,Stoverius achylosus,87845,Stoverius
Stoverius coronatus,,,,
Syracosphaera histrica,,,,
Syracosphaera lamina,,,,
Syracosphaera pulchra,,,,
Tegumentum stradneri,88549,Tegumentum stradneri,87860,Tegumentum
Tetralithoides quadrilaminata,,,,
Tetralithoides symeonidesii,,,,
Tetrapodorhabdus decorus,88402,Tetrapodorhabdus decorus,87830,Tetrapodorhabdus
Thiersteinia ecclesiastica,88164,Thiersteinia ecclesiastica,87791,Thiersteinia
Thoracosphaera heimii,,,,
Toweius callosus,,,,
Toweius crassus,,,,
Toweius eminens,,,,
Toweius gammation,,,,
Toweius magnicrassus,,,,
Toweius occultatus,,,,
Toweius pertusus,,,,
Toweius rotundus,,,,
Toweius serontinus,,,,
Toweius tovae,,,,
Tranolithus orionatus,88657,Tranolithus orionatus,87870,Tranolithus
Tranolithus phacelosus,,,,
Tribrachiatus absidatus,,,,
Tribrachiatus bramlettei,,,,
Tribrachiatus contortus,,,,
Tribrachiatus digitalis,,,,
Tribrachiatus orthostylus,,,,
Triquetrorhabdulus challengeri,,,,
Triquetrorhabdulus finifer,,,,
Triquetrorhabdulus milowii,,,,
Triquetrorhabdulus rioi,,,,
Triquetrorhabdulus striatus,,,,
Umbellosphaera irregularis,,,,
Umbellosphaera tenuis,,,,
Umbilicosphaera bramlettei,,,,
Umbilicosphaera foliosa,,,,
Umbilicosphaera hulburtiana,,,,
Umbilicosphaera jafari,255408,Umbilicosphaera jafari,255407,Umbilicosphaera
Umbilicosphaera jordanii,,,,
Uniplanarius gothicus,87947,Uniplanarius gothicus,87741,Uniplanarius
Uniplanarius sissinghii,87946,Uniplanarius sissinghii,87741,Uniplanarius
Uniplanarius trifidus,87944,Uniplanarius trifidus,87741,Uniplanarius
Watznaueria barnesiae,88198,Watznaueria barnesiae,87795,Watznaueria
Watznaueria bayackii,88197,Watznaueria bayackii,87795,Watznaueria
Watznaueria biporta,88196,Watznaueria biporta,87795,Watznaueria
Watznaueria britannica,88194,Watznaueria britannica,87795,Watznaueria
Watznaueria fossacincta,88191,Watznaueria fossacincta,87795,Watznaueria
Watznaueria ovata,88189,Watznaueria ovata,87795,Watznaueria
Zeugrhabdotus bicrescenticus,88653,Zeugrhabdotus bicrescenticus,87868,Zeugrhabdotus
Zeugrhabdotus embergeri,88643,Zeugrhabdotus embergeri,87868,Zeugrhabdotus
Zeugrhabdotus erectus,88641,Zeugrhabdotus erectus,87868,Zeugrhabdotus
Zeugrhabdotus kerguelenensis,88638,Zeugrhabdotus kerguelenensis,87868,Zeugrhabdotus
Zeugrhabdotus praesigmoides,88635,Zeugrhabdotus praesigmoides,87868,Zeugrhabdotus
Zeugrhabdotus scutula,88633,Zeugrhabdotus scutula,87868,Zeugrhabdotus
Zeugrhabdotus sigmoides,88631,Zeugrhabdotus sigmoides,87868,Zeugrhabdotus
Zeugrhabdotus sisyphus,,,,
Zeugrhabdotus trivectis,88627,Zeugrhabdotus trivectis,87868,Zeugrhabdotus
Zeugrhabdotus xenotus,88625,Zeugrhabdotus xenotus,87868,Zeugrhabdotus
Zygodiscus plectopons,,,,
Cletocythereis rastromarginata,,,,
Typha sparganium,,,,
Ulmus zelkova,,,,
Batiacasphaera cooperi,,,,
Batiacasphaera minuta,,,,
Batiacasphaera sphaerica,,,,
Brigantedinium pyinei,,,,
Centaurea nigra,,,,
Deflandrea phosphoriitica,,,,
Ephedra distachya,278274,Ephedra distachya,251997,Ephedra
Ephedra fragilis,,,,
Fraxinus excelsior,455595,Fraxinus excelsior,54727,Fraxinus
Hedera helix,455864,Hedera helix,237725,Hedera
Impagidinium pallidum,,,,
Impagidinium patulum,,,,
Lejeunecysta acuminata,,,,
Lejeunecysta cowiei,,,,
Lejeunecysta fallax,,,,
Lejeunecysta rotunda,,,,
Lygeum spartum,,,,
Nematosphaeropsis labyrinthea,,,,
Operculodinium janduchenei,,,,
Operculodinium eirikianum,,,,
Polypodium vulgare,,,,
Quercus deciduous,,,,
Quercus evergreen,,,,
Quercus suber,,,,
Sanguisorba minor,,,,
Selenopemphix antarctica,,,,
Selenopemphix brinkhuisii,,,,
Selenopemphix dionaecysta,,,,
Selenopemphix kepion,,,,
Spiniferites elongatus,,,,
Spiniferites mirabilis,264664,Spiniferites mirabilis,264663,Spiniferites
Spiniferites ramosus,276930,Spiniferites ramosus,264663,Spiniferites
Pulleniatina finalis,,,,
Pulleniatina praecursor,402447,Pulleniatina praecursor,2325,Pulleniatina
Pulleniatina praespectabilis,,,,
Pulleniatina spectabilis,,,,
Paragloborotalia continuosa/mayeri,,,,
"""Globigerina"" angulisuturalis",,,,
"""Globigerina"" ciperoensis",,,,
Dentoglobigerina pseudovenezuelana,,,,
Abathomphalus intermedia,,,,
Abathomphalus mayaroensis,,,,
Acarinina acarinata,,,,
Acarinina alticonica,,,,
Acarinina angulosa,,,,
Acarinina aspensis,,,,
Acarinina bullbrooki,,,,
Acarinina coalingensis,,,,
Acarinina collactea,,,,
Acarinina cuneicamerata,,,,
Acarinina densa,,,,
Acarinina esnehensis,,,,
Acarinina mcgowrani,,,,
Acarinina mckannai,,,,
Acarinina medizzai,,,,
Acarinina nitida,,,,
Acarinina pentacamerata,,,,
Acarinina praetopilensis,,,,
Acarinina primitiva,,,,
Acarinina pseudosubsphaerica,,,,
Acarinina pseudotopilensis,,,,
Acarinina punctocarinata,,,,
Acarinina quetra,,,,
Acarinina rohri,,,,
Acarinina sibaiyaensis,,,,
Acarinina soldadoensis,,,,
Acarinina strabocella,,,,
Acarinina subsphaerica,,,,
Acarinina topilensis,,,,
Acarinina triplex,,,,
Acarinina wilcoxensis,,,,
Archaeoglobigerina australis,,,,
Archaeoglobigerina blowi,,,,
Archaeoglobigerina bosquensis,,,,
Archaeoglobigerina cretacea,,,,
Beella digitata,422280,Beella digitata,951,Beella
Biticinella breggiensis,,,,
Bolliella calida,,,,
Candeina praenitida,,,,
Cassigerinella chipolensis,,,,
Cassigerinella martinezpicoi,,,,
Catapsydrax africanus,,,,
Catapsydrax howei,,,,
Catapsydrax dissimilis,,,,
Catapsydrax dissimillis,,,,
Catapsydrax globiformis,,,,
Catapsydrax parvulus,422284,Catapsydrax parvulus,1070,Catapsydrax
Catapsydrax stainforthi,,,,
Catapsydrax taroubaensis,,,,
Catapsydrax unicavus,422283,Catapsydrax unicavus,1070,Catapsydrax
Chiloguembelina crinita,,,,
Chiloguembelina cubensis,,,,
Chiloguembelina midwayensis,,,,
Chiloguembelina morsei,,,,
Chiloguembelina subtriangularis,,,,
Chiloguembelina trinitatensis,,,,
Chiloguembelina wilcoxensis,,,,
Clavatorella bermudezi,,,,
Clavihedbergella simplex,,,,
Contusotruncana contusa,,,,
Contusotruncana fornicata,,,,
Contusotruncana patelliformis,,,,
Contusotruncana plicata,,,,
Contusotruncana walfischensis,,,,
Costellagerina pilula,,,,
Cribrohantkenina inflata,,,,
"Dentoglobigerina ""conglomerata""",,,,
Dentoglobigerina binaensis,,,,
Dentoglobigerina galavasi,,,,
Dentoglobigerina galavisi,422286,Dentoglobigerina galavisi,1264,Dentoglobigerina
Dentoglobigerina globosa,,,,
Dentoglobigerina globularis,,,,
Dentoglobigerina juxtabinaiensis,,,,
Dentoglobigerina larmeui,422291,Dentoglobigerina larmeui,1264,Dentoglobigerina
Dentoglobigerina sellii,,,,
Dentoglobigerina tripartita,,,,
Dentoglobigerina venezuelana,422294,Dentoglobigerina venezuelana,1264,Dentoglobigerina
Dicarinella algeriana,,,,
Dicarinella asymetrica,,,,
Dicarinella canaliculata,,,,
Dicarinella concavata,,,,
Dicarinella hagni,,,,
Eoglobigerina edita,,,,
Eoglobigerina eobulloides,,,,
Eoglobigerina spiralis,,,,
Falsotruncana maslakovae,,,,
"Fohsella ""praefohsi""",,,,
Fohsella birnageae,,,,
Fohsella fohsi,,,,
Fohsella kugleri,,,,
Fohsella lenguaensis,422389,Fohsella lenguaensis,422385,Fohsella
Fohsella lobata,,,,
Fohsella peripheroacuta,,,,
Fohsella peripheroronda,422390,Fohsella peripheroronda,422385,Fohsella
Fohsella praefohsi,422387,Fohsella praefohsi,422385,Fohsella
Fohsella robusta,,,,
Gansserina gansseri,,,,
Globanomalina australiformis,,,,
Globanomalina chapmani,,,,
Globanomalina compressa,,,,
Globanomalina ehrenbergi,,,,
Globanomalina imitata,,,,
Globanomalina planocompressa,,,,
Globanomalina pseudomenardii,428077,Globanomalina pseudomenardii,1495,Globanomalina
Globigerinatella insueta,82223,Globigerinatella insueta,1499,Globigerinatella
Globigerina decoraperta,422326,Globigerina decoraperta,1529,Globoturborotalita
Globigerina nepenthes,422342,Globigerina nepenthes,1529,Globoturborotalita
Globigerina aequilateralis,422299,Globigerina aequilateralis,1501,Globigerinella
Globigerina anguliofficinalis,82222,Globigerina anguliofficinalis,1498,Globigerina
Globigerina angulisuturalis,,,,
Globigerina angustiumbilicata,,,,
Globigerina apertura,82216,Globigerina apertura,1529,Globoturborotalita
Globigerina braziere,,,,
Globigerina calida,422301,Globigerina calida,1501,Globigerinella
Globigerina woodi,82220,Globigerina woodi,1529,Globoturborotalita
Globigerina ciperoensis,,,,
Globigerina conglomerata,422295,Globigerina conglomerata,1518,Globoquadrina
Globigerina connecta,,,,
Globigerina druryi,422323,Globigerina druryi,1529,Globoturborotalita
Globigerina eamesi,,,,
Globigerina euapertura,82217,Globigerina euapertura,1498,Globigerina
Globigerina glutinata,82225,Globigerina glutinata,1503,Globigerinita
Globigerina gnaucki,,,,
Globigerina gortanii,,,,
Globigerina labiacrassata,,,,
Globigerina linaperta,,,,
Globigerina officinalis,,,,
Globigerina ouachitaensis,355105,Globigerina ouachitaensis,1498,Globigerina
Globigerina praebulloides,82218,Globigerina praebulloides,1498,Globigerina
Globigerina prasepis,,,,
Globigerina pseudodruryi,,,,
Globigerina quinqueloba,422371,Globigerina quinqueloba,2740,Turborotalita
Globigerina sellii,,,,
Globigerina senni,,,,
Globigerina tripartita,,,,
Globigerina umbilicata,422298,Globigerina umbilicata,1498,Globigerina
Globigerina venezulana,,,,
Globigerinatheka barri,,,,
Globigerinatheka index,,,,
Globigerinatheka korotkovi,,,,
Globigerinatheka kugleri,,,,
Globigerinatheka luterbacheri,,,,
Globigerinatheka mexicana,,,,
Globigerinatheka semiinvoluta,,,,
Globigerinatheka subconglobata,,,,
Globigerinatheka tropicalis,,,,
Globigerinella aequilateralis,422300,Globigerinella aequilateralis,1501,Globigerinella
Globigerinella obesa,398746,Globigerinella obesa,1501,Globigerinella
Globigerinella praesiphonifera,388415,Globigerinella praesiphonifera,1501,Globigerinella
Globigerinella radians,,,,
Globigerinelloides aptiensis,,,,
Globigerinelloides asper,,,,
Globigerinelloides bentonensis,,,,
Globigerinelloides blowi,,,,
Globigerinelloides bollii,,,,
Globigerinelloides ehrenbergi,,,,
Globigerinelloides impensus,,,,
Globigerinelloides maridalensis,,,,
Globigerinelloides paragottisi,,,,
Globigerinelloides praevolutus,,,,
Globigerinelloides prairiehillensis,,,,
Globigerinelloides ultramicrus,,,,
Globigerinita boweni,,,,
Globigerinita iota,422383,Globigerinita iota,2652,Tenuitella
Globigerinita parkerae,,,,
Globigerinita uvula,422378,Globigerinita uvula,1503,Globigerinita
Globigerinoides altiapertura,,,,
Globigerinoides altiaperturus,82227,Globigerinoides altiaperturus,1504,Globigerinoides
Globigerinoides bisphericus,388411,Globigerinoides bisphericus,1504,Globigerinoides
Globigerinoides bollii,422307,Globigerinoides bollii,1504,Globigerinoides
Globigerinoides diminutus,,,,
Globigerinoides elongatus,388400,Globigerinoides elongatus,1504,Globigerinoides
Globigerinoides kennetti,,,,
Globigerinoides mitra,422310,Globigerinoides mitra,1504,Globigerinoides
Globigerinoides parawoodi,,,,
Globigerinoides primordius,,,,
Globigerinoides quadrilobatus,,,,
Globigerinoides seiglei,,,,
Globigerinoides seigliei,,,,
Globigerinoides sicanus,82228,Globigerinoides sicanus,422361,Trilobatus
Globigerinoides tenellus,113300,Globigerinoides tenellus,1504,Globigerinoides
Globigerinoidesella fistulosa,,,,
Globigerinopsis obesa,,,,
Globoconella conoidea,,,,
Globoconella conomiozea,422392,Globoconella conomiozea,103797,Globoconella
Globoconella miotumida,422401,Globoconella miotumida,103797,Globoconella
Globoconella miozea,422403,Globoconella miozea,103797,Globoconella
Globoconella mons,,,,
Globoconella pliozea,,,,
Globoconella praescitula,422406,Globoconella praescitula,103797,Globoconella
Globoconella pseudospinosa,,,,
Globoconella puncticulata,422407,Globoconella puncticulata,103797,Globoconella
Globoconella puncticuloides,,,,
Globoconella sphericomiozea,,,,
Globoconella triangula,422409,Globoconella triangula,103797,Globoconella
Globoconella zealandica,,,,
Globoconusa daubjergensis,,,,
Globoquadrina altispira,82231,Globoquadrina altispira,1518,Globoquadrina
Globoquadrina baroemoenensis,422288,Globoquadrina baroemoenensis,1264,Dentoglobigerina
Globoquadrina binaiensis,,,,
Globoquadrina conglomerata,422312,Globoquadrina conglomerata,1518,Globoquadrina
Globoquadrina dehiscens,398748,Globoquadrina dehiscens,1518,Globoquadrina
Globoquadrina globularis,,,,
Globoquadrina praedehiscens,,,,
Globoquadrina rohri,,,,
Globoquadrina sellii,,,,
Globoquadrina tapurensis,,,,
Globoquadrina tripartita,,,,
Globoquadrina venezuelana,422293,Globoquadrina venezuelana,1264,Dentoglobigerina
Globorotalia acrostoma,,,,
Globorotalia anfracta,422381,Globorotalia anfracta,2652,Tenuitella
