Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thoracosphaera spp.,Sphenolithus verensis,Sphenolithus moriformis,Sphenolithus grandis,Sphenolithus abies,Rhabdosphaera clavigera,Reticulofenestra pseudoumbilica,Reticulofenestra minutula,Reticulofenestra minuta,Helicosphaera carteri,Discoaster variabilis,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster pansus,Discoaster neohamatus,Discoaster calcaris,Discoaster brouweri,Discoaster berggrenii,Dictyococcites productellus,Coccolithus pelagicus,Calcidiscus tropicus,Calcidiscus leptoporus,Amaurolithus tricorniculatus,Syracosphaera pulchra,Discolithina multipora,Scapholithus fossilis,Discosphaera tubifera,Discoaster intercalaris,Oolithotus antillarum,Discoaster blackstockae,Discoaster surculus,Triquetrorhabdulus rugosus,Triquetrorhabdulus striatus,Syracosphaera lamina,Discoaster challengeri,Holodiscolithus solidus,Discolithina discopora,Discoaster asymmetricus,Amaurolithus primus,Umbilicosphaera sibogae,Discolithina japonica,Amaurolithus delicatus,Ceratolithus armatus,Syracosphaera nodosa,Ceratolithus rugosus,Ceratolithus cristatus,Hayaster perplexus,Cricosphaera quadrilaminata,Ceratolithus telesmus,Holodiscolithus macroporus,Discolithina syracusana,Discoaster triradiatus,Discoaster quadramus,Pseudoemiliania lacunosa,Gephyrocapsa spp. (small),Gephyrocapsa margerelii,Discoaster tamalis,Helicosphaera sellii,Umbilicosphaera angustiforamen,Scyphosphaera pulcherrima,Amaurolithus amplificus,Helicosphaera wallichii,Scyphosphaera globulosa,Gephyrocapsa oceanica s.l.,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica (>6 microns),Cyclolithella annula,Umbellosphaera irregularis,Helicosphaera hyalina,Helicosphaera inversa,Emiliania huxleyi,Helicosphaera neogranulata,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 25,X,CC,  57.00,    210.1700,Shyu     ,Nannofossils                                 ,               ,                  ,                   ,                     ,                       ,                    ,R                 ,                       ,                               ,VR                       ,                       ,R                    ,                     ,R                      ,VR                      ,                 ,                     ,                   ,                   ,                     ,R                          ,                     ,                    ,R                     ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,VR                 ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,VR                     ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 26,X, 1,  34.00,    219.6400,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,C                 ,F                      ,F                              ,F                        ,                       ,F                    ,                     ,F                      ,R                       ,VR               ,                     ,                   ,                   ,                     ,C                          ,VR                   ,                    ,R                     ,                            ,VR                   ,                      ,R                    ,                     ,                       ,                     ,                       ,R                  ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,VR                     ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 26,X, 2,  62.00,    221.4200,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,F                 ,                       ,                               ,R                        ,                       ,R                    ,VR                   ,R                      ,R                       ,                 ,                     ,                   ,                   ,                     ,                           ,VR                   ,VR                  ,F                     ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,R                  ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 26,X,CC,   0.00,    223.1500,Shyu     ,Nannofossils                                 ,               ,                  ,                   ,                     ,                       ,                    ,C                 ,                       ,VR                             ,                         ,F                      ,F                    ,                     ,F                      ,F                       ,                 ,                     ,                   ,                   ,R                    ,F                          ,R                    ,                    ,F                     ,                            ,                     ,                      ,                     ,                     ,                       ,VR                   ,                       ,R                  ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 26,X,CC,  36.00,    223.5100,Shyu     ,Nannofossils                                 ,               ,                  ,                   ,                     ,                       ,                    ,                  ,                       ,                               ,                         ,VR                     ,VR                   ,                     ,VR                     ,                        ,                 ,                     ,                   ,R                  ,                     ,                           ,                     ,                    ,                      ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,R                  ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 27,X, 1,   9.00,    228.9900,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,C                 ,F                      ,R                              ,C                        ,F                      ,F                    ,VR                   ,F                      ,F                       ,                 ,                     ,                   ,R                  ,F                    ,F                          ,R                    ,                    ,F                     ,                            ,                     ,                      ,VR                   ,                     ,                       ,                     ,VR                     ,F                  ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,VR                    ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 27,X, 2,  71.00,    231.1100,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,C                 ,F                      ,F                              ,C                        ,F                      ,F                    ,                     ,C                      ,F                       ,                 ,                     ,VR                 ,F                  ,F                    ,C                          ,F                    ,                    ,F                     ,                            ,R                    ,VR                    ,                     ,                     ,                       ,                     ,                       ,R                  ,R                         ,                           ,                    ,                      ,                       ,                      ,VR                     ,                   ,VR                     ,VR                   ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 27,X, 3,  92.00,    232.8200,Shyu     ,Nannofossils                                 ,               ,                  ,                   ,                     ,                       ,                    ,                  ,                       ,                               ,                         ,                       ,                     ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,VR                   ,                           ,                     ,                    ,                      ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 27,X,CC,  29.00,    233.4800,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,F                 ,                       ,VR                             ,F                        ,                       ,F                    ,VR                   ,F                      ,F                       ,                 ,                     ,VR                 ,R                  ,VR                   ,R                          ,R                    ,                    ,F                     ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,VR                 ,                          ,                           ,                    ,                      ,                       ,                      ,VR                     ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 27,X,CC,  33.00,    233.5200,Shyu     ,Nannofossils                                 ,               ,                  ,                   ,                     ,                       ,                    ,                  ,                       ,                               ,                         ,                       ,                     ,                     ,VR                     ,                        ,                 ,                     ,                   ,                   ,                     ,                           ,                     ,                    ,                      ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 28,X, 1, 135.00,    239.9500,Shyu     ,Nannofossils                                 ,               ,                  ,                   ,                     ,                       ,                    ,F                 ,R                      ,                               ,F                        ,F                      ,R                    ,VR                   ,F                      ,R                       ,                 ,                     ,                   ,R                  ,F                    ,F                          ,                     ,                    ,R                     ,VR                          ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,VR                 ,                          ,                           ,                    ,                      ,                       ,                      ,VR                     ,VR                 ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 28,X, 2,  98.00,    241.0800,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,C                 ,F                      ,R                              ,C                        ,F                      ,F                    ,                     ,R                      ,R                       ,                 ,                     ,VR                 ,R                  ,F                    ,C                          ,R                    ,VR                  ,F                     ,R                           ,VR                   ,R                     ,                     ,                     ,                       ,                     ,                       ,VR                 ,R                         ,                           ,VR                  ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 28,X, 4,  51.00,    243.6100,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,C                 ,R                      ,                               ,C                        ,                       ,F                    ,                     ,C                      ,F                       ,                 ,                     ,VR                 ,R                  ,F                    ,C                          ,F                    ,VR                  ,F                     ,R                           ,VR                   ,VR                    ,VR                   ,                     ,                       ,                     ,                       ,F                  ,VR                        ,                           ,VR                  ,                      ,                       ,VR                    ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 28,X, 5,  70.00,    245.3000,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,C                 ,R                      ,                               ,C                        ,R                      ,F                    ,                     ,F                      ,R                       ,                 ,                     ,                   ,                   ,F                    ,C                          ,R                    ,                    ,F                     ,                            ,VR                   ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,VR                        ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 29,X, 2,  73.00,    250.4300,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,C                 ,R                      ,                               ,F                        ,                       ,F                    ,                     ,R                      ,VR                      ,                 ,                     ,VR                 ,VR                 ,F                    ,                           ,R                    ,                    ,VR                    ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,R                  ,VR                        ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 29,X, 4,  83.00,    253.5300,Shyu     ,Nannofossils                                 ,               ,                  ,                   ,                     ,                       ,                    ,R                 ,                       ,                               ,VR                       ,                       ,                     ,                     ,                       ,                        ,                 ,                     ,                   ,                   ,                     ,R                          ,                     ,                    ,                      ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 29,X,CC,  37.00,    254.1700,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,VR                ,                       ,                               ,                         ,                       ,VR                   ,                     ,VR                     ,                        ,                 ,                     ,                   ,VR                 ,                     ,                           ,                     ,                    ,                      ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 30,X, 1,  23.00,    258.0300,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,A                 ,F                      ,VR                             ,C                        ,                       ,F                    ,                     ,F                      ,R                       ,                 ,                     ,                   ,R                  ,F                    ,C                          ,F                    ,                    ,F                     ,VR                          ,VR                   ,                      ,                     ,                     ,                       ,                     ,                       ,R                  ,                          ,                           ,                    ,                      ,VR                     ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 30,X,CC,  35.00,    261.5300,Shyu     ,Nannofossils                                 ,               ,                  ,                   ,                     ,                       ,                    ,                  ,                       ,                               ,                         ,                       ,VR                   ,                     ,VR                     ,                        ,                 ,                     ,                   ,VR                 ,                     ,VR                         ,                     ,                    ,VR                    ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 31,X, 2,  12.00,    269.1200,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,C                 ,F                      ,                               ,C                        ,                       ,F                    ,                     ,F                      ,VR                      ,VR               ,                     ,                   ,R                  ,F                    ,C                          ,R                    ,VR                  ,F                     ,VR                          ,F                    ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 31,X, 5,   3.00,    273.5300,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,C                 ,F                      ,                               ,C                        ,                       ,F                    ,                     ,C                      ,VR                      ,                 ,                     ,R                  ,R                  ,F                    ,C                          ,F                    ,                    ,F                     ,                            ,                     ,                      ,VR                   ,                     ,                       ,                     ,                       ,R                  ,                          ,VR                         ,                    ,VR                    ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 32,X, 2,  39.00,    279.0900,Shyu     ,Nannofossils                                 ,               ,                  ,                   ,                     ,                       ,                    ,C                 ,R                      ,VR                             ,F                        ,                       ,F                    ,                     ,F                      ,VR                      ,                 ,                     ,R                  ,                   ,F                    ,F                          ,VR                   ,VR                  ,R                     ,                            ,VR                   ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,VR                         ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,124, 768,B, 33,X, 3, 138.00,    291.1800,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,C                 ,R                      ,VR                             ,F                        ,                       ,F                    ,VR                   ,F                      ,                        ,                 ,                     ,                   ,                   ,F                    ,                           ,VR                   ,                    ,VR                    ,                            ,R                    ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,VR                         ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
