Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thalassiothrix longissima,Thalassiosira oestrupii,Thalassiosira lentiginosa,Thalassiosira kolbei,Thalassiosira inura,Thalassionema nitzschioides,Nitzschia barronii,Cosmiodiscus insignis,Coscinodiscus vulnificus,Thalassiosira symbolophora,Thalassionema nitzschioides  var. parva,Rhizosolenia styliformis,Paralia sulcata,Nitzschia kerguelenis,Nitzschia interfrigidaria,Nitzschia cylindrus,Eucampia antarctica,Azpeitia endoi/tabularis,Actinocyclus ingens,Rhizosolenia hebetata,Asteromphalus (all generic taxa),Thalassiosira torokina,Rhizosolenia barboi,Nitzschia panduriformis,Coscinodiscus elliptopora,Rouxia naviculoides,Actinocyclus actinochilus,Nitzschia ritscherii,Pleurosigma sp.,Diatoms (unspecified pennate taxa),Diatoms (unspecified centric taxa),Chaetoceros spp. (resting spores),Actinocyclus senarius,Nitzschia separanda,Porosira glacialis,Hemidiscus karstenii,Comment
  SR,                 ,                 ,                  ,              ,119, 736,A, 25,X,CC,   0.00,    194.4000,Baldauf  ,Diatoms                                      ,C              ,M                 ,R                        ,R                      ,C                        ,R                   ,R                  ,F                          ,C                 ,                     ,R                       ,R                         ,                                       ,R                       ,C              ,R                    ,R                        ,                   ,R                  ,R                       ,R                  ,                     ,                                ,                      ,                   ,R                      ,                         ,                   ,                         ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 26,X, 1,  58.00,    204.4800,Baldauf  ,Diatoms                                      ,C              ,M                 ,R                        ,R                      ,C                        ,R                   ,F                  ,F                          ,F                 ,                     ,R                       ,R                         ,                                       ,R                       ,F              ,R                    ,                         ,                   ,                   ,R                       ,R                  ,                     ,R                               ,                      ,                   ,R                      ,                         ,                   ,                         ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 26,X, 3,  58.00,    207.4800,Baldauf  ,Diatoms                                      ,C              ,M                 ,F                        ,                       ,R                        ,R                   ,                   ,F                          ,R                 ,                     ,F                       ,                          ,R                                      ,F                       ,R              ,                     ,                         ,                   ,R                  ,                        ,                   ,R                    ,                                ,R                     ,                   ,                       ,                         ,                   ,                         ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 27,X, 1,  58.00,    214.0800,Baldauf  ,Diatoms                                      ,C              ,P                 ,F                        ,R                      ,F                        ,F                   ,R                  ,R                          ,F                 ,                     ,F                       ,                          ,                                       ,F                       ,F              ,R                    ,                         ,                   ,                   ,R                       ,R                  ,                     ,                                ,R                     ,R                  ,                       ,                         ,                   ,                         ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 27,X,CC,  25.00,    214.7300,Baldauf  ,Diatoms                                      ,F              ,P                 ,R                        ,R                      ,R                        ,R                   ,R                  ,F                          ,R                 ,                     ,R                       ,                          ,R                                      ,R                       ,R              ,R                    ,R                        ,                   ,                   ,                        ,                   ,R                    ,R                               ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 29,X, 1,  58.00,    233.4800,Baldauf  ,Diatoms                                      ,C              ,M                 ,F                        ,F                      ,R                        ,F                   ,F                  ,F                          ,F                 ,F                    ,C                       ,R                         ,                                       ,R                       ,R              ,R                    ,R                        ,R                  ,C                  ,R                       ,R                  ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 29,X,CC,  23.00,    236.0700,Baldauf  ,Diatoms                                      ,A              ,M                 ,F                        ,F                      ,R                        ,R                   ,F                  ,A                          ,R                 ,F                    ,F                       ,R                         ,R                                      ,R                       ,R              ,R                    ,R                        ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 736,A, 30,X,CC,  54.00,    243.1400,Baldauf  ,Diatoms                                      ,A              ,P                 ,R                        ,R                      ,R                        ,R                   ,F                  ,A                          ,R                 ,R                    ,R                       ,                          ,                                       ,                        ,               ,                     ,                         ,                   ,                   ,                        ,                   ,                     ,                                ,                      ,                   ,                       ,                         ,                   ,                         ,                    ,               ,                                  ,                                  ,                                 ,                     ,                   ,                  ,                    ,from 119 SR Chapter 29 Table 4 page 560 -561.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
