Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus abies,Reticulofenestra pseudoumbilicus,Reticulofenestra minutula,Reticulofenestra minuta,Helicosphaera carteri,Discoaster variabilis,Discoaster brouweri,Discoaster bollii,Dictyococcites productus,Dictyococcites antarcticus,Cryptococcolithus takayamae,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus macintyrei,Ericsonia formosa,Discoaster neohamatus,Discoaster calcaris,Discoaster bellus,Discoaster barbadiensis,Triquetrorhabdulus rugosus,Discoaster quinqueramus,Calcidiscus leptoporus,Umbilicosphaera sibogae,Pyrocyclus hermosus,Pseudobiscutum biobturaculum,Discolithina multipora,Discolithina discopora,Discoaster loeblichii,Discoaster hamatus,Discoaster challengeri,Dictyococcites bisectus,Minylitha convallis,Discoaster surculus,Discoaster saipanensis,Discoaster pentaradiatus,Discoaster intercalaris,Discoaster icarus,Reticulofenestra umbilica,Sphenolithus moriformis,Rhabdosphaera clavigera,Discoaster asymmetricus,Discoaster berggrenii,Dictyococcites abisectus,Cyclicargolithus floridanus,Tranolithus exiguus,Amaurolithus primus,Amaurolithus delicatus,Gephyrocapsa spp. (small),Microrhabdulus decoratus,Helicosphaera euphratis,Discoaster moorei,Discoaster deflandrei,Chiasmolithus grandis,Calcidiscus tropicus,Braarudosphaera bigelowii,Aspidolithus parcus constrictus,Chiasmolithus modestus,Isthmolithus recurvus,Discoaster lodoensis,Helicosphaera vedderi,Discolithina japonica,Amaurolithus amplificus,Discoaster signus,Chiasmolithus solitus,Chiasmolithus eograndis,Lithostromation perdurum,Discolithina syracusana,Umbilicosphaera angustiforamen,Eiffellithus sp.,Micula decussata,Amaurolithus tricorniculatus,Ceratolithus acutus,Syracosphaera pulchra,Ceratolithus cristatus,Ceratolithus armatus,Syracosphaera nodosa,Scapholithus fossilis,Pseudoemiliania lacunosa,Sphenolithus radians,Coronocyclus nitescens,Helicosphaera sellii,Chiasmolithus oamaruensis,Prediscosphaera sp.,Discoaster tamalis,Discoaster petaliformis,Cribrocentrum reticulatum,Helicosphaera wallichii,Syracosphaera lamina,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,150, 905,A, 40,X, 3,  90.00,    341.2000,Gartner  ,Nannofossils                                 ,               ,                  ,F                 ,F                               ,C                        ,F                      ,VR                   ,VR                   ,                   ,                 ,C                       ,                          ,                           ,F                    ,                        ,                      ,                 ,                     ,                   ,                 ,                       ,VR                        ,F                      ,F                     ,                       ,                   ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,F                  ,                      ,R                       ,                       ,                 ,                         ,                       ,                       ,                       ,VR                   ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,150, 905,A, 41,X, 3,  90.00,    350.9300,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,A                      ,F                    ,R                    ,                   ,                 ,C                       ,R                         ,VR                         ,F                    ,                        ,VR                    ,                 ,                     ,                   ,                 ,                       ,VR                        ,F                      ,                      ,R                      ,                   ,                            ,                      ,VR                    ,                     ,                  ,VR                    ,                       ,                   ,VR                 ,                      ,VR                      ,                       ,                 ,                         ,                       ,VR                     ,                       ,VR                   ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,r                    ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,150, 905,A, 42,X, 3,  89.00,    360.4900,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,C                      ,F                    ,F                    ,                   ,                 ,C                       ,                          ,VR                         ,F                    ,                        ,VR                    ,                 ,                     ,                   ,                 ,                       ,VR                        ,F                      ,F                     ,R                      ,VR                 ,                            ,                      ,VR                    ,                     ,                  ,                      ,                       ,                   ,F                  ,r                     ,VR                      ,                       ,                 ,                         ,                       ,VR                     ,                       ,                     ,                        ,                           ,                   ,VR                 ,VR                    ,VR                       ,                        ,                       ,                 ,                     ,                     ,                    ,VR                       ,                               ,                      ,r                    ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,VR                      ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,150, 905,A, 43,X, 3,  86.00,    370.0600,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,C                      ,                     ,                     ,                   ,r                ,C                       ,                          ,VR                         ,F                    ,                        ,R                     ,                 ,                     ,                   ,                 ,                       ,VR                        ,F                      ,R                     ,                       ,F                  ,                            ,                      ,                      ,                     ,                  ,VR                    ,                       ,                   ,R                  ,                      ,                        ,cf                     ,                 ,r                        ,                       ,                       ,                       ,VR                   ,                        ,                           ,                   ,                   ,VR                    ,                         ,                        ,r                      ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,r                ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,150, 905,A, 44,X, 1,  90.00,    376.8000,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,A                      ,F                    ,R                    ,                   ,                 ,C                       ,VR                        ,VR                         ,C                    ,r                       ,VR                    ,                 ,                     ,                   ,                 ,                       ,VR                        ,F                      ,F                     ,R                      ,VR                 ,                            ,                      ,VR                    ,                     ,                  ,                      ,                       ,                   ,VR                 ,                      ,                        ,                       ,                 ,                         ,                       ,                       ,                       ,VR                   ,                        ,                           ,                   ,VR                 ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,VR                     ,                 ,r                    ,r                      ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,150, 905,A, 44,X, 3,  90.00,    379.8000,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,C                      ,F                    ,R                    ,                   ,                 ,C                       ,F                         ,VR                         ,F                    ,                        ,                      ,                 ,                     ,                   ,                 ,                       ,VR                        ,F                      ,F                     ,VR                     ,                   ,                            ,                      ,VR                    ,                     ,                  ,                      ,r                      ,                   ,R                  ,                      ,VR                      ,VR                     ,                 ,r                        ,r                      ,VR                     ,                       ,VR                   ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,r                ,r                    ,                     ,                    ,VR                       ,                               ,                      ,                     ,                    ,                     ,                     ,VR                     ,r                ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,150, 905,A, 45,X, 3,  89.00,    389.3900,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,C                      ,F                    ,R                    ,                   ,                 ,C                       ,VR                        ,                           ,F                    ,                        ,VR                    ,                 ,                     ,                   ,                 ,                       ,VR                        ,F                      ,C                     ,R                      ,                   ,                            ,                      ,VR                    ,                     ,                  ,                      ,                       ,                   ,R                  ,r                     ,                        ,                       ,                 ,                         ,                       ,                       ,                       ,VR                   ,                        ,                           ,                   ,VR                 ,VR                    ,R                        ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,VR                     ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,150, 905,A, 46,X, 1,  90.00,    396.1000,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,R                      ,R                    ,VR                   ,                   ,                 ,F                       ,                          ,                           ,F                    ,                        ,                      ,                 ,                     ,                   ,                 ,                       ,VR                        ,C                      ,F                     ,R                      ,                   ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,VR                 ,                      ,                        ,                       ,                 ,                         ,                       ,                       ,                       ,VR                   ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,VR                     ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,150, 905,A, 46,X, 3,  89.00,    399.0900,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,C                      ,VR                   ,R                    ,VR                 ,r                ,C                       ,                          ,                           ,C                    ,                        ,                      ,r                ,                     ,                   ,                 ,                       ,VR                        ,F                      ,F                     ,VR                     ,VR                 ,                            ,                      ,VR                    ,                     ,                  ,VR                    ,                       ,r                  ,VR                 ,                      ,VR                      ,                       ,                 ,                         ,                       ,                       ,                       ,R                    ,                        ,                           ,                   ,VR                 ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,r                   ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,150, 905,A, 47,X, 3,  90.00,    408.7000,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,C                      ,R                    ,VR                   ,VR                 ,r                ,A                       ,                          ,VR                         ,F                    ,                        ,                      ,                 ,                     ,                   ,                 ,                       ,                          ,F                      ,F                     ,R                      ,R                  ,                            ,                      ,                      ,                     ,                  ,VR                    ,                       ,                   ,R                  ,                      ,VR                      ,                       ,                 ,r                        ,                       ,                       ,                       ,VR                   ,                        ,                           ,                   ,VR                 ,                      ,R                        ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,VR                   ,VR                   ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,150, 905,A, 48,X, 4,  89.00,    419.8900,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,C                      ,R                    ,R                    ,                   ,r                ,C                       ,                          ,F                          ,C                    ,                        ,                      ,                 ,                     ,                   ,                 ,                       ,                          ,F                      ,C                     ,R                      ,VR                 ,                            ,                      ,R                     ,                     ,                  ,                      ,                       ,                   ,F                  ,                      ,VR                      ,VR                     ,                 ,r                        ,                       ,                       ,                       ,VR                   ,                        ,                           ,                   ,                   ,VR                    ,VR                       ,                        ,                       ,                 ,                     ,                     ,                    ,VR                       ,                               ,                      ,                     ,r                   ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,150, 905,A, 49,X, 3,  90.00,    427.7000,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,A                               ,C                        ,A                      ,F                    ,R                    ,VR                 ,                 ,C                       ,                          ,R                          ,C                    ,                        ,                      ,                 ,                     ,                   ,                 ,                       ,                          ,F                      ,F                     ,R                      ,R                  ,                            ,                      ,R                     ,                     ,                  ,                      ,                       ,                   ,R                  ,                      ,R                       ,                       ,                 ,r                        ,                       ,VR                     ,                       ,VR                   ,                        ,                           ,                   ,                   ,VR                    ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,r                    ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,150, 905,A, 50,X, 4,  88.00,    438.6800,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,C                      ,F                    ,VR                   ,VR                 ,                 ,C                       ,                          ,VR                         ,C                    ,                        ,                      ,r                ,VR                   ,                   ,                 ,                       ,VR                        ,C                      ,F                     ,VR                     ,VR                 ,                            ,                      ,R                     ,                     ,                  ,VR                    ,                       ,                   ,R                  ,                      ,VR                      ,                       ,                 ,                         ,                       ,                       ,                       ,VR                   ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,VR                       ,                               ,r                     ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,150, 905,A, 51,X, 3,  90.00,    446.9000,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,C                      ,VR                   ,F                    ,VR                 ,                 ,C                       ,R                         ,VR                         ,C                    ,                        ,                      ,                 ,VR                   ,                   ,                 ,                       ,VR                        ,F                      ,F                     ,                       ,                   ,                            ,                      ,VR                    ,                     ,                  ,                      ,                       ,                   ,                   ,                      ,VR                      ,                       ,                 ,r                        ,                       ,                       ,                       ,R                    ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,r                              ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,150, 905,A, 52,X, 4,  90.00,    458.1000,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,C                      ,F                    ,R                    ,                   ,                 ,C                       ,                          ,                           ,C                    ,                        ,                      ,                 ,                     ,                   ,                 ,r                      ,VR                        ,F                      ,VR                    ,VR                     ,R                  ,                            ,                      ,R                     ,                     ,                  ,                      ,                       ,                   ,                   ,                      ,VR                      ,VR                     ,                 ,                         ,                       ,                       ,                       ,VR                   ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,r                ,r                    ,                     ,                    ,VR                       ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,150, 905,A, 53,X, 3,  91.00,    466.2100,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,C                      ,F                    ,R                    ,VR                 ,                 ,C                       ,                          ,VR                         ,C                    ,                        ,VR                    ,                 ,                     ,                   ,                 ,                       ,                          ,F                      ,F                     ,F                      ,VR                 ,                            ,                      ,R                     ,                     ,                  ,                      ,                       ,                   ,R                  ,                      ,R                       ,                       ,                 ,                         ,VR                     ,VR                     ,                       ,R                    ,                        ,                           ,                   ,                   ,VR                    ,                         ,r                       ,r                      ,r                ,r                    ,r                    ,VR                  ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,150, 905,A, 54,X, 3,  91.00,    474.8600,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,C                      ,F                    ,R                    ,R                  ,                 ,A                       ,                          ,VR                         ,C                    ,                        ,R                     ,                 ,VR                   ,                   ,                 ,                       ,VR                        ,F                      ,C                     ,R                      ,                   ,                            ,                      ,R                     ,                     ,                  ,                      ,                       ,                   ,R                  ,r                     ,VR                      ,                       ,                 ,r                        ,                       ,VR                     ,                       ,R                    ,r                       ,r                          ,                   ,                   ,VR                    ,VR                       ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9b              ,              ,150, 905,A, 54,X, 5,  91.00,    477.8600,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,C                               ,C                        ,C                      ,F                    ,R                    ,                   ,                 ,C                       ,                          ,R                          ,C                    ,r                       ,                      ,                 ,                     ,R                  ,                 ,                       ,VR                        ,F                      ,C                     ,R                      ,                   ,                            ,R                     ,                      ,                     ,                  ,                      ,                       ,                   ,                   ,                      ,                        ,                       ,                 ,                         ,                       ,                       ,                       ,VR                   ,                        ,                           ,r                  ,VR                 ,VR                    ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9a              ,              ,150, 905,A, 55,X, 1,  90.00,    482.5000,Gartner  ,Nannofossils                                 ,               ,                  ,F                 ,R                               ,F                        ,R                      ,F                    ,F                    ,                   ,                 ,                        ,                          ,VR                         ,F                    ,                        ,VR                    ,                 ,                     ,                   ,                 ,                       ,                          ,F                      ,R                     ,                       ,                   ,                            ,VR                    ,                      ,                     ,                  ,                      ,                       ,                   ,                   ,r                     ,                        ,                       ,                 ,                         ,                       ,                       ,                       ,R                    ,r                       ,r                          ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9a              ,              ,150, 905,A, 55,X, 4,  90.00,    487.0000,Gartner  ,Nannofossils                                 ,               ,                  ,                  ,                                ,VR                       ,                       ,                     ,R                    ,                   ,                 ,                        ,                          ,                           ,F                    ,                        ,                      ,                 ,                     ,                   ,                 ,                       ,                          ,F                      ,VR                    ,                       ,                   ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,                   ,                      ,                        ,                       ,                 ,                         ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9a              ,              ,150, 905,A, 56,X, 2,  89.00,    493.6900,Gartner  ,Nannofossils                                 ,               ,                  ,F                 ,F                               ,R                        ,VR                     ,F                    ,R                    ,                   ,                 ,                        ,                          ,                           ,F                    ,r                       ,                      ,                 ,                     ,VR                 ,                 ,                       ,                          ,F                      ,F                     ,                       ,                   ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,R                  ,                      ,                        ,                       ,                 ,                         ,                       ,                       ,                       ,R                    ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
