Exp,Hole,Core,Type,Section,Top Depth [m],Preservation,Group abundance,Bicolumnus ovatus,Blackites sp.,Braarudosphaera sp.,Calcidiscus leptoporus,Calcidiscus leptoporus (>10 μm),Calcidiscus macintyrei,Calcidiscus macintyrei (>11 μm),Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus (>10 µm),Catinaster coalitus,Ceratolithus acutus,Chiasmolithus altus,Chiasmolithus oamaruensis,Chiasmolithus sp.,Clausicoccus obrutus,Coccolithus miopelagicus,Coccolithus pelagicus,Coccolithus pelagicus f. braarudii,Coccolithus streckeri,Coronocyclus nitescens,Crenalithus doronicoides,Cricolithus jonesii,Cryptococcolithus cf. mediaperforatus,Cryptococcolithus mediaperforatus,Cyclicargolithus abisectus (10-11 μm),Cyclicargolithus abisectus (>11 μm),Cyclicargolithus floridanus,Dictyococcites antarcticus,Dictyococcites bisectus,Dictyococcites productellus (<3 μm),Dictyococcites productellus (3-5 μm),"Dictyococcites productellus (3-5 μm, circular)",Dictyococcites scrippsae,Dictyococcites stavensis (10-14 μm),Dictyococcites stavensis (>14 μm),Discoaster deflandrei,Discoaster sp.,Emiliania huxleyi,Emiliania pujosae,Gephyrocapsa aperta,Gephyrocapsa caribbeania (3-4 μm),Gephyrocapsa caribbeanica (4-5.5 μm),Gephyrocapsa caribbeanica (5.5-6.5 μm),Gephyrocapsa caribbeanica (>6.5 μm),Gephyrocapsa crassipons,Gephryocapsa ericsonii,Gephyrocapsa oceanica (3-4 μm),Gephyrocapsa oceanica (4-5.5 μm),Gephyrocapsa oceanica (5.5-6.5 μm),Gephyrocapsa omega,Helicosphaera carteri,Helicosphaera cf. euphratis,Helicosphaera elongata,Helicosphaera euphratis,Helicosphaera cf. intermedia,Helicosphaera intermedia,Helicosphaera omanica,Helicosphaera cf. sellii,Helicosphaera sellii,Helicosphaera sp.,Hughesius tasmaniae,Isthmolithus recurvus,Lanternithus minutus,Markalius inversus,Minyalitha convalis,Neococcolithus sp.,Pontosphaera discopora,Pontosphaera japonIca,Pontosphaera multipora,Pontosphaera sp.,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Pseudoemiliania pacifica,Pseudoemiliania sp.,Pyrociclus orangensis,Pyrociclus sp.,Reticulofenestra amplus,Reticulofenestra asanoi (<6 um),Reticulofenestra asanoi (>6 um),Reticulofenestra daviesi,Reticulofenestra dictyoda,Reticulofenestra filewiczii,Reticulofenestra gelida (8-10 µm),Reticulofenestra gelida (>10 μm),Reticulofenestra haqii (<3 μm),Reticulofenestra haqii (3-5 μm),"Reticulofenestra haqii (3-5 μm, circular)",Reticulofenestra minuta (<3 μm),Reticulofenestra minutula,Reticulofenestra minutula (circular),Reticulofenestra pseudoumbilicus (8-10 μm),Reticulofenestra pseudoumbilicus (>10 μm),Reticulofenestra reticulata,Reticulofenestra rotaria (elliptical),Reticulofenestra umbilicus (10-14 µm),Reticulofenestra umbilicus (>14 µm),Rhabdosphaera procera,Scyphosphaera apsteinii,Scyphosphaera globulata,Scyphosphaera lagena,Scyphosphaera cf. pacifica,Scyphosphaera cf. queenslandensis,Scyphosphaera sp.,Schyphosphaera sp. 1,Scyphosphaera spp.,Sphenolithus abies,Sphenolithus aubryae,Sphenolithus cf. abies,Sphenolithus cf. belemnos,Sphenolithus belemnos,Sphenolithus compactus,Sphenolithus conicus,Sphenolithus cf. delphix,Sphenolithus delphix,Sphenolithus disbelemnos,Sphenolithus dissimilis,Sphenolithus distentus,Sphenolithus hetermorphus,Sphenolithus moriformis,Sphenolithus cf. neoabies,Sphenolithus neoabies,Sphenolithus orphanknollensis,Sphenolithus predistentus,Sphenolithus radians,Sphenolithus villae,Sphenolithus sp.,Syracosphaera pulchra,Syracosphaera spp.,Thoracosphaera spp.,Triquetrorhabdulus carinatus,Triquetrorhabdulus rugosus,Umbellosphaera sp.,Umbilicosphaera cricota,Umbilicosphaera jafari,Umbilicosphaera cf. rotula,Umbilicosphaera rotula,Umbilicosphaera sp.,Umbilicosphaera sibogae,Zygrhablithus bijugatus,Unnamed: 148,Site,Top [cm],Bottom [cm],Bottom Depth [m],A/W,Sample,eodp_id
317,C,57,R,CC,1155.03,M,C,,,,R,P,,,,P,,,,,,,,,R,,,,,,?P,,,,,C,,,F,,,,,,,,,R,,,,,,,,,,,P,,,,,,,,,,,,,,,,,R,,,,,,,,R,P,,,,F,,C,F,,,,,F,,C,F,,R,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,,,U1352,,,,,317-U1352C-57R-CC-nan,dcea347d6404cea9fe65a816be108011
317,C,58,R,CC,1165.49,P,F,,,,R,,,,,P,,,,,,,,,C,,,,,,,,,,?P,R,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,C,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,U1352,,,,,317-U1352C-58R-CC-nan,8dbdafc2557ce7815309b9e8067b703b
317,C,59,R,CC,1179.52,M,C,,,,R,,,,,R,,,,,,,,,A,,,,,,,,,,,,,C,A,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,F,,F,,C,C,,A,F,,R,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-59R-CC-nan,5134afc5b3ac75cb6d24945831b646fc
317,C,60,R,CC,1188.75,P,C,,,,R,,,,,P,P,,,,,,,,C,,,,,,P,,,,,F,,,R,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,R,P,,,,,,,,,,,,F,,R,,,,,A,F,,F,R,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,R,,,,,,,U1352,,,,,317-U1352C-60R-CC-nan,14c35cc4c8e615650a636755d98d4c04
317,C,61,R,CC,1197.57,M,C,,,,,F,,,,F,R,,,,,,,,C,,,,,,,,,,,R,,,F,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,F,,R,,C,P,,,F,,,,,R,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-61R-CC-nan,bdb7f9377f7983bb23dc5b5600477b62
317,C,62,R,CC,1206.27,P,C,,,,P,R,,,,,,,,,,,,,C,,,,,,?P,,,,,C,,A,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,F,P,,,,,,P,,,R,,,,C,,P,P,F,F,,A,,,,,,P,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-62R-CC-nan,56c6962affb7fd6bf560e1b01e5333fd
317,C,63,R,CC,1208.45,P,F,,,,F,,,,,C,,,,,,,,,C,,,,,,,,,,,F,,C,F,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,P,,,,,,,,,P,R,,,,F,,P,,,F,,A,F,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-63R-CC-nan,7b158a771de602f8401f85dbb17eb8b4
317,C,64,R,CC,1217.80,P,F,,,,F,,,,,,,,,,,,,,C,,P,,,,,,,,,F,,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,R,,,,,,R,,,F,,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-64R-CC-nan,25ac25a7e9f5ee518e273bcc8736e22a
317,C,65,R,CC,1222.21,M,C,,,,F,,,,,R,,,,,,,,,C,P,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,F,,,R,,F,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,U1352,,,,,317-U1352C-65R-CC-nan,0045122c9016d2dd85c92f15a0cfa8a0
317,C,66,R,CC,1227.50,M,F,,,,F,,,,,F,P,,,,,,,,C,,,,,,,,,,,F,P,C,C,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,F,,R,,,R,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-66R-CC-nan,18edcfea1722dba7b0878a5e4c51789c
317,C,70,R,CC,1256.49,P,F,,,,F,P,,,,,,,,,,,,,C,,,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-70R-CC-nan,6eb6f9af8be323e3bf4daa253d5b86a5
317,C,71,R,CC,1266.16,M,F,,,,F,R,,,,,P,,,,,,,,C,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,?R,,R,,,,R,,C,F,,F,,,,,F,F,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-71R-CC-nan,add53ed8c0513f67c08ac8cd2f706294
317,C,72,R,CC,1266.38,G,A,,,,F,R,,,,R,,,,,,,,,A,,,,,,R,,,,,P,,,A,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,F,,,,R,,F,F,,F,,F,F,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,U1352,,,,,317-U1352C-72R-CC-nan,a7e57de4a265ce9f2c18673a4b109d67
317,C,73,R,CC,1283.95,P,C,,,,,,,,,,,,,,,,,,C,,P,,,,,,,,,F,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,F,,C,F,F,R,,F,R,,F,F,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-73R-CC-nan,128a22f07f041fd62191e60d37ed0bb4
317,C,74,R,CC,1284.60,P,F,,,,R,P,,,,P,,,,,,,,,C,R,,,,,,,,,,C,,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,R,C,,,,C,,C,,,,,C,F,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-74R-CC-nan,24d6b910d2895dfb769003615c962c4b
317,C,75,R,CC,1294.30,P,C,,,,R,,,,,,,,,,,,,,C,,,,,,,,,,,F,,A,F,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,P,F,,,,C,,R,,,,,A,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-75R-CC-nan,c605c37dbe781e2cbb4b0bdc3a733c9d
317,C,76,R,CC,1305.29,M,C,,,,R,R,,,,,,,,,,,,,C,,,,,,,,,,P,F,,,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,P,,,,,,P,,F,,,,C,,F,,,F,,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,U1352,,,,,317-U1352C-76R-CC-nan,0054d41440eec37b56559b5669c6a6d2
317,C,77,R,CC,1310.75,P,C,,,,P,,,,,,,,,,,,,,C,,,,,,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,C,,,,,,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,U1352,,,,,317-U1352C-77R-CC-nan,ab4f7620fe26aef8c511c585d55711fb
317,C,78,R,CC,1318.15,P,F,,,,F,,,,,R,,,,,,,,,C,,,,,,,,,,,,,F,,,,P,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,C,,,F,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-78R-CC-nan,16628c6637a4a6c3acf6c5042f8932b8
317,C,79,R,CC,1321.30,P,C,,,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,C,,F,R,,,,C,F,,F,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-79R-CC-nan,f224c80e6bcd4b11fbfb5763989c5012
317,C,80,R,CC,1327.04,M,C,,,,R,,,,,,,,,,,,,,C,,,,,,,,,,,F,,C,F,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,C,,C,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-80R-CC-nan,c98519056e530f05e058a2c575675334
317,C,81,R,CC,1330.45,G,F,,,,R,,,,,,P,,,,,,,,F,,,,,,,,,,,P,,,C,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,R,,C,F,F,C,,C,F,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-81R-CC-nan,b3f41c01fa815c0f4c4ca50bcac083cf
317,C,82,R,CC,1332.96,M,C,,,,R,,,,,,,,,,,,,,C,,,,,,,,,,,R,P,C,C,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,C,F,C,R,,F,R,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-82R-CC-nan,509e6a1535aeea97056e5067aed6d00f
317,C,83,R,CC,1337.10,P,F,,,,,,,,,,,,,,,,,,C,,,,,P,,,,,,R,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,,C,F,,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-83R-CC-nan,9f9fd5f6ad4bb7b3766c66b0dfa38b3b
317,C,84,R,CC,1342.48,M,C,,,,R,,,,,,,,,,,,,,C,,,,,,,,,,,P,,F,F,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,,,,P,F,,,,C,,C,R,C,,,C,F,,C,P,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,U1352,,,,,317-U1352C-84R-CC-nan,693fd19f5a9ff6bf354cabbc4652d4e1
317,C,85,R,CC,1352.39,G,F,,,,R,,,,,,,,,,,,,,F,,,,,,,,,,,P,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,R,,,,F,,F,R,P,P,,F,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-85R-CC-nan,47009282fa4a765ec77abee88797f0c3
317,C,86,R,CC,1355.34,P,F,,,,,,,,,P,,,?P,,,,,,F,,,,,,,,,,,P,,F,F,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,F,,F,,,R,,,R,,F,R,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-86R-CC-nan,50a329bfad4e648151448a7b95900b2e
317,C,87,R,CC,1370.19,VG,R,,,,,,,,,P,P,,,,,,,,F,,,,,,,,,,,P,,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?P,,,,,,,,,,,,,,,,F,,F,P,,R,,R,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-87R-CC-nan,3990b09049fe7320ebf1a4a8dba2ecee
317,C,88,R,CC,1379.88,G,C,,,,F,P,,,,F,,,,,,,,,C,R,P,,,,,,,,P,F,,C,F,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,P,,,,,,,F,C,,,,C,,F,P,C,,,F,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,U1352,,,,,317-U1352C-88R-CC-nan,ac42ece80de2525f347cca32aab485e7
317,C,89,R,CC,1386.04,M,C,,,,,R,,,,R,,,,,,,,,C,,,,,,,,,,,F,,C,C,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,F,,F,,,,C,,,,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-89R-CC-nan,7a0c558626236c4a04906aa135e3277a
317,C,90,R,CC,1394.62,M,F,,,,R,,,,,R,,,,,,,,,F,,,,,,,,,,,F,,C,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,P,F,,,,C,,C,F,,,,C,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-90R-CC-nan,fdda19acc5d82612cb97e5844bad1281
317,C,91,R,CC,1409.66,P,C,,,,,,,,,F,,,,,,,,,C,,,,,,,,,,P,F,,,C,,,P,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,F,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-91R-CC-nan,6608d5e6f660ac529bd005bb5ed20dc2
317,C,92,R,CC,1409.58,P,F,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,F,,C,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,,R,C,C,,,,,,,,P,,,,,,,,,,,,F,,,,,,,,,,,,,F,,P,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-92R-CC-nan,7d01d261ae2ae3c30e10d15ea8276f1c
317,C,93,R,CC,1419.06,P,F,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,C,P,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,F,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-93R-CC-nan,ef4640db44094e467d555eeeb4296cee
317,C,94,R,CC,1438.43,M,A,,,,,R,,,,,R,,,,,,,,F,,,,,,,,,,,C,,C,A,,,R,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,A,F,,,,F,R,,R,,,,,,,,,,,,,,,P,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-94R-CC-nan,d4ae42df8fb7d68f5ace111874b5944f
317,C,95,R,CC,1446.91,P,C,,,,P,P,,,,,,,,,,,,R,F,,,,,,,,,,,C,,,A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,R,,,,F,P,,F,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,F,,R,,,,,,,,,,,,,,,P,,,,,U1352,,,,,317-U1352C-95R-CC-nan,afc04f294aa1b9b81d378b6891d5518a
317,C,96,R,CC,1448.00,M,A,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,A,,,A,,,R,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,R,,,,,C,,C,F,,,,F,F,,F,R,,,,,,,,,,,,,P,P,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-96R-CC-nan,a4fe7a887c3d75c2c1e74cbc4e66998a
317,C,97,R,CC,1457.70,M,C,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,C,P,,C,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,F,F,,,,F,,,,C,C,,F,,,F,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-97R-CC-nan,4ac8cd278185d63b145ba6f98e92fe90
317,C,98,R,CC,1467.50,M,C,,,,R,,,,,R,,,,,,,,P,C,,,,,,,,,,,C,P,C,F,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,C,,,P,,,,F,F,,P,,,,,,,,,,,,,,,R,,,,,,,,,,,,,F,,,,,,,,,,F,,,,,,,,,,,,U1352,,,,,317-U1352C-98R-CC-nan,51a47dbd9e22a02c1500472704dd786f
317,C,99,R,CC,1477.98,P,F,,,,R,,,,,,,,,,,,,,C,,,,,,,,,,P,F,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,,,,C,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-99R-CC-nan,5f55b7708004f9e1925dda45888c37b5
317,C,100,R,CC,1481.70,M,C,,,,F,P,,,,R,,,,,,,,,,,,,,,,,,,,F,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,?P,,,U1352,,,,,317-U1352C-100R-CC-nan,9a962239ebd2dd4255b9a4916979cb9c
317,C,101,R,CC,1486.78,P,C,,,,P,,,,,,,,,,,,,P,F,,,,,,,,,,,C,,,F,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,C,,C,R,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,P,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-101R-CC-nan,d7c04eedeb64263e476948f72b6b4b4f
317,C,102,R,CC,1496.50,M,C,,,,P,R,P,,R,,P,,,,,,,R,F,,,,,,,,,,,F,,A,C,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,P,R,,,,C,,F,R,,F,,C,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,P,,,,,,,,,,,,,P,P,,,,,,,U1352,,,,,317-U1352C-102R-CC-nan,59db336ce02a6485e88ed1733d5cd2a7
317,C,103,R,CC,1515.94,M,C,,,,R,,,,F,,,,,,,,,R,C,,,,,,,,,,F,P,,A,,,,P,,R,,,,,,,,,,,,,,,F,F,,R,,,,,,,,,,,,,P,,,,,,,,,,P,,,,F,,,,C,,,C,R,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,R,,,,,,,,,,,,,,P,P,,R,,,,,U1352,,,,,317-U1352C-103R-CC-nan,cf5af4c91490914c2a8dd31223bff251
317,C,104,R,CC,1525.67,M,C,,,,P,,,,R,,,,,,,,,P,C,,,,,,,,,,F,,C,C,,,,,,,,,,,,,,,,,,,,,F,R,,R,,,,,,,,,,,,,,,,,,,,,,P,F,,,,C,P,,,P,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?P,F,,,,,,,,,,,,,,,R,,,,,,,U1352,,,,,317-U1352C-104R-CC-nan,910a23122ee9a298c8af4d563383a1f2
317,C,105,R,CC,1534.20,G,A,,,,F,,,,F,F,,,,,,,,P,C,,,,,,,,,,C,F,,A,C,,,,,R,,,,,,,,,,,,,,,F,F,,F,F,,,,,,,,,,,,,R,P,,,,,,,,F,,,,C,,,,A,C,,A,C,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,F,,,,,,,,,,,,,,F,R,,,P,,,,U1352,,,,,317-U1352C-105R-CC-nan,78f9d0a753989207f56ae372f17598e3
317,C,106,R,CC,1542.70,G,A,,,,F,,,,F,F,,,,P,,,,P,C,,,P,,,,F,,,C,R,,C,,,,,,,P,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,R,R,,,,,,,R,R,,,,C,,,,C,C,,C,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,P,,F,,,,,R,,F,,,,,U1352,,,,,317-U1352C-106R-CC-nan,34c615a486084617234d62b757e056a0
317,C,107,R,CC,1553.97,G,VA,,,,,,,,F,,P,,,P,,,,P,C,,,,,,,,,,C,R,P,A,C,,,,,,P,,,,,,,,,,,,,,F,,,R,,,,,,,,,,,,,,R,R,,,,,,F,P,,,,,,,,,,C,,,R,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,,F,,,,,F,,F,,,,,U1352,,,,,317-U1352C-107R-CC-nan,394e846bd294e9b64090e92c5a226c08
317,C,108,R,CC,1559.48,G,A,,,,R,,,,F,,,,,R,,,,P,C,,,,,,,R,,,C,,,A,,,,,,P,R,,,,,,,,,,,,,,F,,,P,R,,,,,,,,,,,,,,R,,,,,,R,,,,,P,,P,,,,C,,,C,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,F,,,,,,?P,,,,,,,R,,F,,F,,,,,U1352,,,,,317-U1352C-108R-CC-nan,e52aebe4a99fd988dfff2606236f0e43
317,C,109,R,CC,1569.30,M,F,,,,F,,,,P,F,,,,,,,,P,C,,,,,,,,,,C,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,F,,,,,,,,,,,,,,F,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-109R-CC-nan,b561769c0c80297320718afaad8c53c5
317,C,110,R,CC,1577.59,M,F,,,,R,,,,P,,,,,P,,,,,C,,,,,,,F,,,F,,,A,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,R,,C,,,C,F,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,F,,R,,,,,U1352,,,,,317-U1352C-110R-CC-nan,e14a0e9a0944e77f10389000ca86b0da
317,C,111,R,CC,1588.77,M,F,,,P,R,,,,F,,,,,,,,,,C,,,,,,,,,,C,,,C,F,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,P,,,,,,,,P,,,,,,,,,A,C,,C,F,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,?P,,,C,,,R,,,,U1352,,,,,317-U1352C-111R-CC-nan,97d481a6997b5f750909c2512460cd3c
317,C,112,R,CC,1597.08,M,C,,,P,R,,,,F,,,,,,,,,,C,,,,,,,,,,C,,,C,C,,,,,R,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,A,C,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,C,,,,,,,U1352,,,,,317-U1352C-112R-CC-nan,9b96e352df8a3061e01b775084061d0d
