Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zeugrhabdotus elegans	Zeugrhabdotus acanthus	Watznaueria supracretacea	Watznaueria ovata	Watznaueria barnesae	Tranolithus gabalus	Tranolithus exiguus	Stoverius achylosus	Rotelapillus laffittei	Rhagodiscus angustus	Radiolithus planus	Radiolithus orbiculatus	Quadrum intermedium	Quadrum gartneri	Quadrum eneabrachium	Prediscosphaera spinosa	Prediscosphaera intercisa	Prediscosphaera columnata	Prediscosphaera cantabrigensis	Parhabdolithus melanoarachnion	Microrhabdulus decoratus	Manivitella pemmatoidea	Glaukolithus diplogrammus	Gephyrorhabdus coronadventis	Gartnerago obliquum (small)	Gartnerago obliquum	Eprolithus octopetalus	Eprolithus floralis	Eprolithus eptapetalus	Eiffellithus turriseiffelii (form 2)	Eiffellithus turriseiffelii	Cribrosphaerella ehrenbergii	Corollithion signum	Corollithion exiguum	Chiastozygus platyrhethus	Broinsonia dentata	Biscutum constans	Axopodorhabdus albianus	Amphizygus brooksii	Ahmuellerella octoradiata	Watznaueria biporta	Microstaurus ficula	Microrhabdulus belgicus	Laguncula sp.	Kamptnerius tabulatus	Discorhabdus ignotus	Aspidolithus bevieri	Zeugrhabdotus pseudanthophorus	Stradneria crenulata	Stoverius coronatus	Scampanella cornuta	Prediscosphaera ponticula	Marthasterites furcatus	Lithraphidites carniolensis	Lithastrinus septenarius	Liliasterites atlanticus	Glaukolithus bicrescenticus	Gartnerago diversum	Flabellites oblongus	Eiffellithus eximius	Helicolithus trabeculatus	Cretarhabdus conicus	Rhagodiscus splendens	Quadrum eptabrachium	Placozygus fibuliformis	Rotelapillus crenulatus	Prediscosphaera cretacea	Stoverius asymmetricus	Zeugrhabdotus sp. cf. Z. erectus	Tranolithus phacelosus	Stoverius biarcus	Micula decussata 1	Chiastozygus litterarius	Prediscosphaera honjoi	Micula decussata 2	Micula concava	Tranolithus minimus	Lithastrinus grillii	Vekshinella stradnerii	Reinhardtites anthophorus	Ahmuellerella regularis	Eiffellithus gorkae	Calculites obscurus	Toweius eminens	Sphenolithus primus	Rhomboaster bitrifida	Hornibrookina australis	Heliolithus riedelii	Heliolithus megastypus	Heliolithus kleinpellii	Fasciculithus tympaniformis	Fasciculithus lillianae	Discoaster multiradiatus	Chiasmolithus bidens	Toweius pertusus	Placozygus sigmoides	Ericsonia robusta	Ellipsolithus macellus	Discoaster mohleri	Cruciplacolithus frequens	Chiasmolithus consuetus	Chiasmolithus californicus	Fasciculithus richardii	Zygodiscus herlynii	Toweius tovae	Neochiastozygus junctus	Cruciplacolithus tenuis	Markalius inversus	Discoaster nobilis	Ellipsolithus lajollaensis	Discoaster delicatus	Coccolithus eopelagicus	Bomolithus conicus	Discoaster lenticularis	Reticulofenestra umbilica	Fasciculithus involutus	Coccolithus pelagicus	Campylosphaera dela	Tribrachiatus bramlettei	Lophodolithus mochlophorus	Ellipsolithus distichus	Discoaster salisburgensis	Discoaster diastypus	Tribrachiatus contortus	Discoaster binodosus	Discoaster barbadiensis	Chiasmolithus grandis	Chiasmolithus eograndis	Tribrachiatus orthostylus	Toweius magnicrassus	Sphenolithus radians	Discoaster tanii	Discoaster lodoensis	Discoaster kuepperi	Cyclicargolithus gammation	Coccolithus formosus	Chiasmolithus solitus	Neococcolithes dubius	Helicosphaera seminulum	Helicosphaera lophota	Discoaster nodifer	Discoaster sublodoensis	Discoaster elegans	Chiasmolithus expansus	Discoaster saipanensis	Coccolithus staurion	Chiasmolithus gigas	Reticulofenestra dictyoda	Pseudotriquetrorhabdulus inversus	Nannotetrina fulgens	Lophodolithus nascens	Sphenolithus spiniger	Nannotetrina pappii	Sphenolithus elongatus	Pontosphaera multipora	Sphenolithus moriformis	Sphenolithus furcatolithoides	Nannotetrina cristata	Discoaster deflandrei	Discoaster wemmelensis	Cyclicargolithus luminis	Discoaster strictus	Reticulofenestra samodurovii	Zygrhablithus bijugatus	Helicosphaera dinesenii	Helicosphaera papillata	Discoaster bifax	Helicosphaera obliqua	Dictyococcites scrippsae	Chiasmolithus nitidus	Cyclicargolithus reticulatus	Daktylethra punctulata	Dictyococcites bisectus	Sphenolithus pseudoradians	Reticulofenestra lockerii	Cyclicargolithus floridanus	Sphenolithus predistentus	Sphenolithus distentus	Helicosphaera truempyi	Comment

  SR	Early Eocene     	                 	CP9b              	              	159	 959	D	 39	R	CC	  24.00	    780.9700	Shafik   	Nannofossils                                 	C              	P                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	                       	                  	                       	                         	                       	C                    	                   	                        	                          	                       	F                        	                    	                       	F                   	F                      	                     	                       	C                        	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Early Eocene     	                 	CP9b              	              	159	 959	D	 40	R	 1	  55.00	    784.0500	Shafik   	Nannofossils                                 	C              	P                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	R                      	                          	                       	                   	             	R                      	                       	                  	                  	                          	                    	C                      	                  	                       	                         	                       	                     	                   	                        	                          	                       	                         	                    	                       	F                   	F                      	                     	                       	F                        	R                   	A                   	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Early Eocene     	                 	CP9a              	              	159	 959	D	 40	R	 3	  53.00	    787.0300	Shafik   	Nannofossils                                 	C              	P                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	               	C                  	                     	                       	                    	                      	                       	                           	                       	F                       	F                   	                	                    	                 	R                     	                  	                         	R                      	                          	                       	                   	             	R                      	                       	                  	R                 	                          	                    	                       	                  	                       	                         	                       	                     	F                  	F                       	                          	                       	                         	                    	F                      	F                   	R                      	                     	                       	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Early Eocene     	                 	CP9a              	              	159	 959	D	 40	R	 5	 105.00	    790.5500	Shafik   	Nannofossils                                 	C              	P                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	C              	C                  	                     	                       	                    	                      	                       	                           	                       	F                       	                    	C               	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	C                      	                       	F                 	                  	                          	                    	                       	                  	F                      	                         	                       	                     	F                  	F                       	                          	R                      	                         	                    	F                      	F                   	F                      	R                    	F                      	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Early Eocene     	                 	CP9a              	              	159	 959	D	 40	R	CC	   8.00	    792.1700	Shafik   	Nannofossils                                 	C              	P                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	C              	A                  	C                    	                       	                    	                      	                       	                           	                       	C                       	                    	                	                    	                 	                      	                  	                         	R                      	                          	                       	                   	             	F                      	                       	                  	                  	                          	                    	                       	                  	F                      	                         	                       	                     	                   	F                       	                          	                       	F                        	F                   	C                      	R                   	                       	                     	                       	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Early Eocene     	                 	CP9a              	              	159	 959	D	 41	R	 2	  96.00	    795.4600	Shafik   	Nannofossils                                 	C              	M                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	C              	C                  	                     	                       	R                   	                      	                       	                           	                       	F                       	R                   	C               	VR                  	                 	                      	                  	                         	R                      	R                         	                       	                   	             	F                      	                       	                  	                  	                          	                    	                       	                  	R                      	                         	                       	                     	F                  	C                       	VR                        	R                      	R                        	R                   	                       	                    	                       	                     	                       	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Late Paleocene   	                 	CP8b              	              	159	 959	D	 41	R	CC	  17.00	    801.6500	Shafik   	Nannofossils                                 	C              	P                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	               	C                  	                     	                       	C                   	                      	                       	C                          	F                      	F                       	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	F            	F                      	                       	                  	                  	                          	                    	                       	                  	                       	F                        	F                      	C                    	F                  	                        	                          	                       	                         	                    	                       	                    	                       	                     	                       	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Late Paleocene   	                 	CP8a              	              	159	 959	D	 42	R	 2	  51.00	    804.6100	Shafik   	Nannofossils                                 	C              	P                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	C              	                   	F                    	                       	                    	                      	                       	F                          	                       	F                       	                    	C               	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	                       	                  	R                      	                         	                       	                     	                   	                        	                          	                       	                         	                    	                       	                    	                       	                     	                       	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Late Paleocene   	                 	CP8a              	              	159	 959	D	 42	R	CC	  17.00	    806.6900	Shafik   	Nannofossils                                 	C              	P                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	               	                   	                     	VR                     	R                   	                      	R                      	                           	F                      	F                       	                    	F               	                    	                 	VR                    	                  	                         	VR                     	                          	R                      	                   	             	                       	                       	                  	VR                	VR                        	VR                  	R                      	F                 	                       	                         	                       	                     	                   	                        	                          	                       	                         	                    	                       	                    	                       	                     	                       	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Late Paleocene   	                 	CP8a              	              	159	 959	D	 43	R	 2	  51.00	    814.3100	Shafik   	Nannofossils                                 	C              	P                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	C              	                   	                     	                       	                    	                      	                       	F                          	R                      	R                       	                    	C               	                    	C                	R                     	                  	C                        	F                      	                          	                       	                   	F            	F                      	                       	R                 	R                 	                          	                    	                       	                  	                       	                         	                       	                     	                   	                        	                          	                       	                         	                    	                       	                    	                       	                     	                       	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2

  SR	Late Paleocene   	                 	CP8a              	              	159	 959	D	 43	R	 5	  48.00	    818.7800	Shafik   	Nannofossils                                 	C              	M                 	                     	                      	                         	                 	                    	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	                       	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	                       	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	                  	                        	                      	                  	              	                   	                    	                      	                         	                       	                   	                   	F              	                   	                     	R                      	                    	                      	                       	F                          	                       	                        	                    	F               	F                   	C                	R                     	F                 	F                        	                       	                          	                       	                   	F            	R                      	                       	                  	                  	                          	                    	                       	                  	                       	                         	                       	                     	                   	                        	                          	                       	                         	                    	                       	                    	                       	                     	                       	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159 Ch 32 Table 2
