Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus abies,Reticulofenestra minutula,Reticulofenestra minuta,Cyclolithella cf. C. annulla,Calcidiscus leptoporus,Helicosphaera carteri,Discolithina/Pontosphaera sp.,Discoaster quinqueramus,Coccolithus pelagicus,Gephyrocapsa sp. (small),Calcidiscus tropicus,Scapholithus fossilis,Rhabdosphaera clavigera,Reticulofenestra pseudoumbilicus,Helicosphaera parallela,Discoaster bergenii,Amaurolithus primus,Discoaster variabilis,Discoaster surculus,Discoaster pentaradiatus,Discoaster brouweri,Calcidiscus macintyrei,Helicosphaera sellii,Florisphaera sp.,Syracosphaera pulchra,Scyphosphaera pulcherrima,Amaurolithus tricorniculatus,Pseudoemiliania lacunosa,Discolithina japonica,Ceratolithus rugosus,Discoaster asymmetricus,Discosphaera tubifera,Hayaster perplexus,Oolithotus antillarum,Scyphosphaera procera,Crenalithus sp.,Umbilicosphaera spp.,Scyphosphaera apsteinii,Discoaster tamalis,Scyphosphaera sp.,Gephyrocapsa oceanica s.l.,Gephyrocapsa caribbeanica,Syracosphaera quadrilaminata,Syracosphaera sp.,Umbellosphaera irregularis,Thorosphaera flabellata,Reticulofenestra sp.,Umbellosphaera tenuis,Emiliania huxleyi,Comment
  SR,Early Pliocene   ,                 ,CN11              ,              ,133, 815,A, 34,X, 1,  36.00,    300.2600,Gartner  ,Nannofossils                                 ,V              ,M                 ,C                 ,                         ,AA                     ,F                           ,F                     ,C                    ,VR                           ,                       ,VR                   ,                        ,                    ,                     ,R                      ,C                               ,                       ,                   ,                   ,                     ,R                  ,F                       ,F                  ,VR                    ,                    ,                ,                     ,                         ,                            ,F                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10              ,              ,133, 815,A, 35,X, 1,  36.00,    309.9600,Gartner  ,Nannofossils                                 ,V              ,M                 ,C                 ,AA                       ,AA                     ,R                           ,F                     ,F                    ,R                            ,                       ,VR                   ,                        ,                    ,                     ,R                      ,A                               ,                       ,                   ,                   ,                     ,                   ,F                       ,R                  ,VR                    ,                    ,                ,                     ,                         ,                            ,                        ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10              ,              ,133, 815,A, 36,X, 1,  35.00,    319.6500,Gartner  ,Nannofossils                                 ,V              ,M                 ,C                 ,                         ,AA                     ,                            ,F                     ,C                    ,R                            ,                       ,R                    ,                        ,                    ,VR                   ,R                      ,A                               ,                       ,                   ,                   ,                     ,VR                 ,R                       ,R                  ,F                     ,                    ,                ,VR                   ,                         ,VR                          ,                        ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10              ,              ,133, 815,A, 37,X, 1,  35.00,    329.3500,Gartner  ,Nannofossils                                 ,V              ,M                 ,A                 ,                         ,AA                     ,R                           ,F                     ,C                    ,R                            ,                       ,VR                   ,                        ,                    ,VR                   ,VR                     ,A                               ,                       ,                   ,                   ,                     ,VR                 ,R                       ,R                  ,R                     ,                    ,                ,VR                   ,                         ,                            ,                        ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10              ,              ,133, 815,A, 38,X, 1,  37.00,    339.0700,Gartner  ,Nannofossils                                 ,V              ,G                 ,A                 ,                         ,AA                     ,F                           ,F                     ,C                    ,F                            ,                       ,F                    ,                        ,                    ,VR                   ,R                      ,A                               ,R                      ,                   ,                   ,VR                   ,VR                 ,F                       ,F                  ,VR                    ,                    ,                ,F                    ,VR                       ,                            ,                        ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN10              ,              ,133, 815,A, 39,X, 1,  35.00,    348.7500,Gartner  ,Nannofossils                                 ,V              ,G                 ,A                 ,A                        ,AA                     ,F                           ,F                     ,F                    ,VR                           ,                       ,F                    ,                        ,                    ,VR                   ,R                      ,A                               ,                       ,                   ,                   ,                     ,                   ,VR                      ,R                  ,R                     ,                    ,A               ,                     ,                         ,                            ,                        ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,133, 815,A, 40,X, 1,  37.00,    358.4700,Gartner  ,Nannofossils                                 ,V              ,G                 ,A                 ,A                        ,AA                     ,F                           ,F                     ,F                    ,                             ,C                      ,F                    ,                        ,                    ,VR                   ,R                      ,A                               ,                       ,                   ,                   ,R                    ,R                  ,R                       ,F                  ,                      ,                    ,A               ,                     ,                         ,                            ,                        ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,133, 815,A, 41,X, 1,  36.00,    368.1600,Gartner  ,Nannofossils                                 ,V              ,M                 ,A                 ,A                        ,AA                     ,                            ,F                     ,C                    ,VR                           ,C                      ,                     ,                        ,                    ,                     ,R                      ,C                               ,                       ,                   ,                   ,                     ,                   ,                        ,VR                 ,VR                    ,                    ,R               ,                     ,                         ,                            ,                        ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,133, 815,A, 42,X, 1,  39.00,    377.7900,Gartner  ,Nannofossils                                 ,V              ,M                 ,A                 ,A                        ,A                      ,F                           ,F                     ,F                    ,VR                           ,F                      ,R                    ,                        ,                    ,                     ,VR                     ,C                               ,                       ,R                  ,                   ,VR                   ,                   ,F                       ,VR                 ,                      ,VR                  ,F               ,                     ,                         ,                            ,                        ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,133, 815,A, 43,X, 1,  38.00,    387.4800,Gartner  ,Nannofossils                                 ,V              ,P                 ,A                 ,                         ,AA                     ,R                           ,F                     ,C                    ,                             ,F                      ,F                    ,                        ,                    ,VR                   ,                       ,C                               ,                       ,R                  ,                   ,                     ,                   ,                        ,VR                 ,                      ,                    ,                ,                     ,                         ,                            ,                        ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,133, 815,A, 44,X, 1,  37.00,    396.7700,Gartner  ,Nannofossils                                 ,A              ,P                 ,                  ,                         ,                       ,VR                          ,R                     ,C                    ,R                            ,F                      ,C                    ,                        ,                    ,                     ,                       ,                                ,                       ,F                  ,                   ,R                    ,VR                 ,VR                      ,R                  ,VR                    ,                    ,                ,                     ,                         ,                            ,                        ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,133, 815,A, 45,X, 1,  36.00,    406.3600,Gartner  ,Nannofossils                                 ,V              ,P                 ,A                 ,                         ,AA                     ,C                           ,R                     ,C                    ,VR                           ,F                      ,F                    ,                        ,R                   ,VR                   ,R                      ,C                               ,R                      ,R                  ,VR                 ,                     ,                   ,                        ,                   ,                      ,                    ,                ,                     ,                         ,                            ,                        ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,133, 815,A, 46,X, 1,  36.00,    416.0600,Gartner  ,Nannofossils                                 ,C              ,P                 ,C                 ,VR                       ,F                      ,R                           ,R                     ,VR                   ,                             ,VR                     ,R                    ,VR                      ,VR                  ,                     ,                       ,                                ,                       ,                   ,                   ,                     ,                   ,                        ,                   ,                      ,                    ,                ,                     ,                         ,                            ,                        ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,133, 815,A, 47,X, 1,  36.00,    425.6600,Gartner  ,Nannofossils                                 ,C              ,P                 ,C                 ,R                        ,F                      ,R                           ,VR                    ,VR                   ,VR                           ,C                      ,F                    ,                        ,                    ,                     ,                       ,                                ,                       ,                   ,                   ,                     ,                   ,                        ,                   ,                      ,                    ,                ,                     ,                         ,                            ,                        ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,133, 815,A, 48,X, 1,  12.00,    435.0200,Gartner  ,Nannofossils                                 ,C              ,P                 ,C                 ,R                        ,C                      ,F                           ,VR                    ,                     ,                             ,                       ,                     ,                        ,                    ,                     ,                       ,                                ,                       ,                   ,                   ,                     ,                   ,                        ,                   ,                      ,                    ,                ,                     ,                         ,                            ,                        ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
