Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Praeorbulina transitoria,Globigerinoides trilobus,Globigerinoides sicanus,Globigerinoides diminutus,Globigerinoides subquadratus,Globigerinella praesiphonifera,Globigerina decoraperta,Sphaeroidinellopsis seminulina,Orbulina universa,Orbulina suturalis,Globoquadrina baroemoenensis,Globigerina nepenthes,Dentoglobigerina altispira altispira,Sphaeroidinellopsis kochi,Globoquadrina dehiscens,Globigerina druryi,Neogloboquadrina acostaensis,Globigerinoides ? extremus,Orbulina bilobata,Sphaeroidinellopsis paenedehiscens,Globigerinoides sacculifer,Pulleniatina primalis,Globorotalia multicamerata,Globorotalia menardii,Globorotalia tumida flexuosa,Globorotalia tumida,Globorotalia crassula,Globigerinoides conglobatus,Neogloboquadrina humerosa,Pulleniatina praecursor,Globigerinoides extremus,Sphaeroidinella dehiscens,Globorotalia crassaformis,Globigerinoides fistulosus,Globorotalia tosaensis tenuitheca,Globorotalia tosaensis,Globorotalia crassaformis ronda,Pulleniatina obliquiloculata,Globorotalia truncatulinoides,Comment
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 69,R, 2,  52.00,    799.8200,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,F                    ,A                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,F                         ,F                    ,F                         ,C                    ,A                           ,A                  ,R                    ,R                          ,F                        ,F                      ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 69,R, 2, 122.00,    800.5200,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,F                    ,                                    ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,C                         ,A                    ,F                         ,C                    ,A                           ,A                  ,                     ,C                          ,F                        ,F                      ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 69,R, 3,  50.00,    801.3000,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,F                    ,                                    ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,F                         ,A                    ,                          ,C                    ,                            ,F                  ,                     ,                           ,R                        ,A                      ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 69,R, 4, 145.00,    803.7500,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,C                    ,                                    ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,C                    ,                          ,C                    ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 69,R, 5,  56.00,    804.3600,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,C                    ,                                    ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,F                         ,A                    ,                          ,F                    ,C                           ,C                  ,F                    ,C                          ,F                        ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 69,R, 5, 110.00,    804.9000,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,C                    ,A                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,F                         ,C                    ,C                         ,F                    ,                            ,                   ,A                    ,F                          ,F                        ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 70,R, 1,  13.00,    807.8300,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,C                    ,C                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,F                         ,C                    ,A                         ,A                    ,A                           ,A                  ,R                    ,C                          ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 70,R, 1, 149.00,    809.1900,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,C                    ,                                    ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,F                         ,C                    ,A                         ,C                    ,A                           ,A                  ,C                    ,F                          ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 70,R, 2,  26.00,    809.4600,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,F                    ,                                    ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,F                         ,C                    ,C                         ,                     ,A                           ,A                  ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 70,R, 2, 103.00,    810.2300,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,F                    ,C                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,R                         ,R                    ,A                         ,A                    ,A                           ,A                  ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,N18               ,              ,134, 832,B, 70,R, 3,  45.00,    811.1500,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,F                    ,C                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,                     ,F                         ,C                    ,C                           ,A                  ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,134, 832,B, 70,R, 3, 148.00,    812.1800,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,C                    ,F                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,                     ,A                         ,A                    ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,134, 832,B, 70,R, 4,  24.00,    812.4400,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,F                    ,F                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,F                    ,A                         ,A                    ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,134, 832,B, 70,R, 4,  92.00,    813.1200,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,C                    ,A                                   ,C                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,C                    ,A                         ,R                    ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,134, 832,B, 70,R, 5,  44.00,    814.1400,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,A                    ,A                                   ,C                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,C                    ,A                         ,A                    ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,134, 832,B, 70,R, 5, 145.00,    815.1500,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,C                    ,A                                   ,C                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,A                    ,A                         ,                     ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,134, 832,B, 70,R, 6,  48.00,    815.6800,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,C                    ,C                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,F                    ,                          ,                     ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,134, 832,B, 70,R, 6, 143.00,    816.6300,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,F                    ,F                                   ,F                        ,                       ,                  ,C                           ,                          ,                 ,A                                 ,                          ,                     ,                          ,                     ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,134, 832,B, 70,R, 7,  27.00,    816.9700,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,C                    ,A                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,C                    ,A                         ,F                    ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,134, 832,B, 71,R, 1,  17.00,    817.5700,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,A                    ,F                                   ,C                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,F                    ,A                         ,C                    ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,134, 832,B, 71,R, 1, 146.00,    818.8600,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,A                    ,C                                   ,C                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,F                    ,A                         ,C                    ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,134, 832,B, 71,R, 3, 124.00,    821.6400,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,C                    ,A                                   ,C                        ,                       ,                  ,F                           ,                          ,                 ,A                                 ,                          ,C                    ,A                         ,C                    ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,134, 832,B, 71,R, 4,  35.00,    822.2500,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,C                    ,A                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,F                    ,A                         ,F                    ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,134, 832,B, 71,R, 4,  95.00,    822.8500,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,C                    ,A                                   ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,C                    ,A                         ,F                    ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,134, 832,B, 71,R, 5,  48.00,    823.8800,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,                     ,C                                   ,A                        ,                       ,                  ,R                           ,                          ,                 ,A                                 ,                          ,C                    ,                          ,                     ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,134, 832,B, 71,R, 5, 131.00,    824.7100,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,F                    ,                                    ,A                        ,                       ,                  ,                            ,                          ,                 ,A                                 ,                          ,C                    ,                          ,                     ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,134, 832,B, 73,R, 2,  45.00,    838.6500,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,R                    ,                                    ,F                        ,                       ,                  ,F                           ,                          ,                 ,A                                 ,                          ,                     ,F                         ,R                    ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,134, 832,B, 73,R, 2, 100.00,    839.2000,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,                     ,                                    ,C                        ,                       ,                  ,R                           ,                          ,                 ,A                                 ,R                         ,R                    ,                          ,                     ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N17b              ,              ,134, 832,B, 73,R, 3,  41.00,    840.1200,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,                     ,                                    ,R                        ,                       ,                  ,F                           ,                          ,                 ,A                                 ,                          ,R                    ,                          ,                     ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N16               ,N17a          ,134, 832,B, 73,R, 3, 122.00,    840.9300,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,C                             ,                 ,                  ,                            ,                     ,                                    ,C                        ,                       ,                  ,                            ,                          ,                 ,C                                 ,                          ,                     ,                          ,                     ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N16               ,N17a          ,134, 832,B, 73,R,CC,   9.00,    843.9500,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,A                             ,                 ,                  ,                            ,                     ,                                    ,F                        ,                       ,                  ,F                           ,                          ,                 ,A                                 ,R                         ,                     ,                          ,                     ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 1 p 250-253 & Figure 2 p 254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,134, 832,B, 74,R, 2, 123.00,    849.1300,Perembo  ,Planktonic Foraminifers                      ,               ,P                 ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,R                             ,C                ,C                 ,                            ,                     ,                                    ,                         ,                       ,                  ,                            ,F                         ,F                ,                                  ,                          ,                     ,                          ,                     ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 2 p 255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,134, 832,B, 74,R,CC,  26.00,    851.1400,Perembo  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                        ,                       ,                         ,                            ,F                             ,                       ,C                             ,C                ,C                 ,                            ,C                    ,C                                   ,C                        ,                       ,                  ,F                           ,R                         ,                 ,                                  ,                          ,                     ,                          ,                     ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 2 p 255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,134, 832,B, 85,R, 2,  29.00,    954.3900,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,C                       ,                       ,                         ,                            ,                              ,F                      ,C                             ,C                ,C                 ,F                           ,F                    ,C                                   ,F                        ,F                      ,F                 ,                            ,                          ,                 ,                                  ,                          ,                     ,                          ,                     ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 2 p 255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,134, 832,B, 85,R, 2,  82.00,    954.9200,Perembo  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,                              ,F                ,F                 ,                            ,F                    ,F                                   ,                         ,                       ,                  ,                            ,                          ,                 ,                                  ,                          ,                     ,                          ,                     ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 2 p 255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,134, 832,B, 85,R, 3,   7.00,    955.6700,Perembo  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                        ,                       ,                         ,                            ,                              ,                       ,C                             ,C                ,C                 ,C                           ,F                    ,F                                   ,                         ,                       ,                  ,                            ,                          ,                 ,                                  ,                          ,                     ,                          ,                     ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 2 p 255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,134, 832,B, 86,R,CC,  18.00,    966.6900,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,C                       ,C                      ,                         ,C                           ,F                             ,C                      ,                              ,                 ,                  ,                            ,                     ,                                    ,                         ,                       ,                  ,                            ,                          ,                 ,                                  ,                          ,                     ,                          ,                     ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 2 p 255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,134, 832,B, 88,R, 1, 128.00,    982.3800,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,                        ,                        ,                       ,                         ,C                           ,F                             ,C                      ,                              ,                 ,                  ,                            ,                     ,                                    ,                         ,                       ,                  ,                            ,                          ,                 ,                                  ,                          ,                     ,                          ,                     ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 2 p 255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,134, 832,B, 90,R, 6,  69.00,   1008.6000,Perembo  ,Planktonic Foraminifers                      ,               ,G                 ,F                       ,C                       ,C                      ,C                        ,                            ,                              ,                       ,                              ,                 ,                  ,                            ,                     ,                                    ,                         ,                       ,                  ,                            ,                          ,                 ,                                  ,                          ,                     ,                          ,                     ,                            ,                   ,                     ,                           ,                         ,                       ,                        ,                         ,                         ,                          ,                                 ,                      ,                               ,                            ,                             ,from ODP Leg 134 SR Chapter 11 Table 2 p 255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
