Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Velicucullus oddgurneri	Tessarastrum thiedei	Stichocorys delmontensis	Spongurus cauleti	Spongotrochus vitabilis	Spongocore puella	Siphocampe arachnea	Pterocanium korotnevi	Pseudodictyophimus horrida	Pseudodictyophimus gracilipes tetracanthus	Pseudodictyophimus amundseni	Phorticium clevei	Phormospyris thespios	Lophospyris pentagona quadriforis	Liriospyris cricus	Hexalonche esmarki	Hexalonche ? nakasekoi	Hexacontium pachydermum	Euphysetta  elegans	Eucyrtidium saccoi	Eucyrtidium calvertense	Eucyrtidium biconicum	Eucoronis fridtjofnanseni	Cyrtocapsella tetrapera	Cyrtocapsella kladaros	Cyrtocapsella japonica	Cyrtocapsella eldholmi	Cyrtocapsella ampullacea	Cycladophora davisiana cornutoides	Corythospyris reuschi	Corythospyris jubata	Corythospyris jjubata sverdrupi	Corythospyris hispida	Corythospyris fiscella	Clathrospyris sandellae	Challengeron diodon	Ceratocyrtis stoermeri	Ceratocyrtis manumi	Ceratocyrtis histricosa	Ceratocyrtis broeggeri	Botryostrobus auritus group	Artostrobus jorgenseni	Antarctissa whitei	Actinomma plasticum	Actinomma mirabile	Actinomma livae	Actinomma holtedahli	Acrosphaera spinosa echinoides	Comment
  SR	                 	                 	A. plasticum      	              	104	 642	B	 21	H	 7	  24.00	    186.3400	Goll     	Radiolarians                                 	F              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	T                 	-                      	T                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	R                    	-                     	SP                     	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	T                  	-                 	-              	T                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	A. plasticum      	              	104	 642	B	 21	H	 7	  51.00	    186.6100	Goll     	Radiolarians                                 	F              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	T                     	-                      	-                  	SP                	-                      	T                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	T                    	-                     	SP                     	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	T                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	A. plasticum      	              	104	 642	B	 22	H	 1	  75.00	    187.4500	Goll     	Radiolarians                                 	A              	G                 	-                      	-                   	-                       	-                	-                      	-                	T                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	D                     	-                      	-                  	R                 	-                      	R                    	-                        	T                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	-                     	R                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	R                  	SP                	-              	SP                  	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. ampullacea     	              	104	 642	B	 22	H	 2	  75.00	    188.9500	Goll     	Radiolarians                                 	A              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	VD                    	-                      	-                  	SP                	-                      	-                    	-                        	T                      	-                     	-                     	-                     	T                       	-                                 	-                    	-                   	-                              	-                    	-                     	T                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	SP                	-              	C                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. ampullacea     	              	104	 642	B	 22	H	 3	  75.00	    190.4500	Goll     	Radiolarians                                 	C              	G                 	-                      	-                   	-                       	-                	-                      	-                	D                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	F                     	-                      	-                  	C                 	-                      	-                    	-                        	T                      	T                     	-                     	-                     	SP                      	-                                 	-                    	-                   	-                              	-                    	-                     	C                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	R                 	T              	T                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. kladaros       	              	104	 642	B	 22	H	 4	  75.00	    191.9500	Goll     	Radiolarians                                 	A              	G                 	-                      	-                   	-                       	-                	-                      	-                	A                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	D                     	-                      	-                  	R                 	-                      	T                    	-                        	T                      	SP                    	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	-                     	SP                     	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	T                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. kladaros       	              	104	 642	B	 22	H	 5	  75.00	    193.4500	Goll     	Radiolarians                                 	A              	G                 	-                      	-                   	-                       	-                	-                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	C                     	-                      	-                  	T                 	-                      	T                    	-                        	T                      	R                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	-                     	T                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	SP                	T              	A                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. broeggeri      	              	104	 642	B	 22	H	 6	  75.00	    194.9500	Goll     	Radiolarians                                 	C              	G                 	-                      	-                   	-                       	-                	-                      	-                	T                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	D                     	-                      	-                  	SP                	-                      	T                    	-                        	T                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	-                     	SP                     	-                  	-                     	-                  	-                      	SP                    	-                          	-                     	-                 	-                  	R                 	-              	VA                  	T                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. broeggeri      	              	104	 642	B	 22	H	 7	  40.00	    196.1000	Goll     	Radiolarians                                 	C              	M                 	-                      	-                   	-                       	-                	-                      	T                	VA                 	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	SP                    	-                      	-                  	R                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	T                                 	-                    	-                   	-                              	-                    	-                     	-                      	-                  	SP                    	T                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	A              	SP                  	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. eldholmi       	              	104	 642	B	 23	H	 1	  75.00	    196.7500	Goll     	Radiolarians                                 	C              	G                 	-                      	-                   	-                       	-                	R                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	C                     	-                      	-                  	C                 	-                      	T                    	-                        	R                      	-                     	-                     	T                     	-                       	-                                 	-                    	-                   	-                              	-                    	R                     	C                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	SP             	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. eldholmi       	              	104	 642	B	 23	H	 2	  75.00	    198.2500	Goll     	Radiolarians                                 	C              	G                 	-                      	-                   	-                       	-                	-                      	-                	R                  	-                    	-                         	-                                         	T                           	-                	-                    	-                                	-                 	-                 	SP                    	-                      	-                  	-                 	-                      	T                    	-                        	R                      	-                     	-                     	T                     	-                       	-                                 	-                    	-                   	-                              	-                    	R                     	SP                     	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. eldholmi       	              	104	 642	B	 23	H	 3	  75.00	    199.7500	Goll     	Radiolarians                                 	F              	G                 	-                      	-                   	-                       	-                	-                      	-                	R                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	-                     	-                      	-                  	T                 	-                      	-                    	-                        	T                      	-                     	-                     	T                     	-                       	-                                 	-                    	-                   	-                              	-                    	T                     	C                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	P. amundseni      	              	104	 642	B	 23	H	 4	  75.00	    201.2500	Goll     	Radiolarians                                 	C              	G                 	R                      	-                   	-                       	-                	-                      	-                	SP                 	-                    	-                         	-                                         	T                           	-                	-                    	-                                	-                 	-                 	R                     	-                      	-                  	A                 	-                      	R                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	                      	SP                     	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	P. amundseni      	              	104	 642	B	 23	H	 5	  75.00	    202.7500	Goll     	Radiolarians                                 	A              	G                 	A                      	-                   	-                       	-                	-                      	-                	C                  	-                    	-                         	-                                         	T                           	-                	-                    	-                                	-                 	-                 	VA                    	-                      	-                  	C                 	-                      	T                    	-                        	T                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	SP                    	SP                     	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	T              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	P. amundseni      	              	104	 642	B	 23	H	 6	  75.00	    204.2500	Goll     	Radiolarians                                 	C              	G                 	A                      	-                   	-                       	-                	-                      	-                	D                  	-                    	-                         	-                                         	SP                          	-                	-                    	-                                	-                 	-                 	SP                    	-                      	-                  	SP                	-                      	T                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	                      	SP                     	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	P. amundseni      	              	104	 642	B	 23	H	CC	   3.00	    205.6100	Goll     	Radiolarians                                 	A              	G                 	A                      	-                   	-                       	-                	-                      	-                	SP                 	-                    	-                         	-                                         	T                           	-                	-                    	-                                	-                 	-                 	C                     	-                      	-                  	R                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	SP                             	-                    	R                     	SP                     	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. jubata sverdrupi	              	104	 642	B	 24	H	 1	  75.00	    206.3500	Goll     	Radiolarians                                 	C              	G                 	A                      	-                   	-                       	-                	-                      	-                	R                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	D                     	-                      	-                  	R                 	-                      	R                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	C                              	-                    	C                     	T                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. jubata sverdrupi	              	104	 642	B	 24	H	 2	  75.00	    207.8500	Goll     	Radiolarians                                 	C              	G                 	A                      	-                   	-                       	-                	-                      	-                	T                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	F                     	-                      	-                  	T                 	-                      	T                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	C                              	-                    	C                     	R                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	T              	R                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. jubata sverdrupi	              	104	 642	B	 24	H	 3	  75.00	    209.3500	Goll     	Radiolarians                                 	C              	G                 	A                      	-                   	-                       	-                	-                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	VD                    	-                      	-                  	-                 	-                      	T                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	SP                             	-                    	C                     	SP                     	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. jubata sverdrupi	              	104	 642	B	 24	H	 4	  75.00	    210.8500	Goll     	Radiolarians                                 	F              	G                 	A                      	-                   	-                       	-                	-                      	-                	R                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	D                     	-                      	-                  	T                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	R                   	C                              	-                    	C                     	T                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. jubata sverdrupi	              	104	 642	B	 24	H	 5	  75.00	    212.3500	Goll     	Radiolarians                                 	C              	G                 	A                      	-                   	-                       	-                	-                      	-                	SP                 	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	VD                    	-                      	-                  	R                 	-                      	T                    	-                        	T                      	-                     	-                     	-                     	-                       	-                                 	-                    	R                   	A                              	-                    	A                     	T                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	R                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. sandellae      	              	104	 642	B	 24	H	 5	 139.00	    212.9900	Goll     	Radiolarians                                 	F              	G                 	D                      	-                   	-                       	-                	-                      	-                	C                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	D                     	-                      	-                  	R                 	-                      	T                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	-                   	-                              	-                    	A                     	T                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	T              	SP                  	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. sandellae      	              	104	 642	B	 25	H	 1	  75.00	    213.8500	Goll     	Radiolarians                                 	F              	G                 	D                      	-                   	-                       	-                	-                      	-                	T                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	D                     	-                      	-                  	R                 	-                      	T                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	SP                  	-                              	-                    	SP                    	T                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	T              	SP                  	T                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. sandellae      	              	104	 642	B	 25	H	 2	  75.00	    215.3500	Goll     	Radiolarians                                 	A              	G                 	A                      	-                   	-                       	-                	-                      	-                	R                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	VD                    	-                      	-                  	SP                	-                      	T                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	SP                  	-                              	-                    	SP                    	SP                     	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. sandellae      	              	104	 642	B	 25	H	 3	  25.00	    216.3500	Goll     	Radiolarians                                 	A              	G                 	A                      	-                   	-                       	-                	-                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	D                     	-                      	-                  	T                 	-                      	-                    	-                        	T                      	-                     	-                     	-                     	-                       	-                                 	-                    	A                   	-                              	-                    	A                     	T                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. sandellae      	              	104	 642	B	 25	H	 4	  25.00	    217.8500	Goll     	Radiolarians                                 	C              	G                 	A                      	-                   	-                       	-                	-                      	-                	T                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	D                     	-                      	-                  	T                 	-                      	-                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	A                   	-                              	-                    	A                     	T                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. sandellae      	              	104	 642	B	 25	H	 5	  25.00	    219.3500	Goll     	Radiolarians                                 	F              	G                 	A                      	-                   	-                       	-                	-                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	A                     	-                      	-                  	R                 	-                      	-                    	-                        	T                      	-                     	-                     	-                     	-                       	-                                 	-                    	C                   	-                              	-                    	R                     	R                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. sandellae      	              	104	 642	B	 25	H	 6	  25.00	    220.8500	Goll     	Radiolarians                                 	F              	G                 	A                      	-                   	-                       	-                	-                      	-                	T                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	VD                    	-                      	-                  	R                 	-                      	T                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	C                   	-                              	-                    	SP                    	R                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

  SR	                 	                 	C. sandellae      	              	104	 642	B	 25	H	 6	  54.00	    221.1400	Goll     	Radiolarians                                 	R              	G                 	A                      	-                   	-                       	-                	-                      	-                	-                  	-                    	-                         	-                                         	-                           	-                	-                    	-                                	-                 	-                 	SP                    	-                      	-                  	R                 	-                      	T                    	-                        	-                      	-                     	-                     	-                     	-                       	-                                 	-                    	SP                  	-                              	-                    	SP                    	R                      	-                  	-                     	-                  	-                      	-                     	-                          	-                     	-                 	-                  	-                 	-              	-                   	-                             	from ODP 104 SR Chapter 35 Table 2 p 706-707

