Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Stylosphaera coronata,Stylatractus ostracion,Theocyrtis litos,Cenosphaera eocenica,Dictyomitra amygdala,Lithocarpium titan,Carposphaera magnaporulosa,Cenosphaera coronata,Sphaeropyle robusta,Cenosphaera sp.,Stylosphaera angelina,Lithocarpium polyacantha,Cyrtocapsella tetrapera,Stylatractus universus,Anthocyrtella (?) callopisma,Amphymenium amphistylium,Cyrtocapsella cornuta,Cyrtocapsella japonica,Cenosphaera coronataformis,Gen. et sp. indet,Stichocorys wolffii,Stichocorys diploconus,Stichocorys delmontensis,Cycladophora cosma cosma,Sphaeropyle langii,Lipmanella redondoensis,Diplocyclas cornutoides,Cornutella profunda,Acrospyris lingi,Theocorys redondoensis,Prunopyle hayesi,Corythospyris? sp.,Eucyrtidium calvertense,Eucyrtidium asanoi,Amphymenium amphistylium group,Lithopera renzae,Eucyrtidium inflatum,Dictyophimus splendens,Clathrocyclas bicornis group,Lychnocanoma nipponica magnacornuta,Lychnocanium nipponicum magnacornutum,Lychnocanoma nipponica nipponica,Phormostichoartus fistula,Stichocorys peregrina,Stichocorys sp. P,Botryostrobus bramlettei,Botryostrobus auritus/australis,Actinomma popofskii,Stylacontarium acquilonium,Cycladophora pliocenica,Axoprunum acquilonius,Botryostrobus aquilonaris,Lamprocyrtis heteroporos,Androcyclas heteroporos,Haliommetta miocenica,Cycladophora davisiana davisiana,Lamprocyrtis neoheteroporos,Diplocyclas davisiana,Lychnocanoma nipponica sakaii,Androcyclas neoheteroporos,Axoprunum bispiculum,Phormostichoartus pitomorphus,Eucyrtidium matuyamai,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,L. redondoensis   ,              ,145, 884,B, 42,X,CC,  13.00,    382.3800,Shilov   ,Radiolarians                                 ,R              ,G                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,R                  ,               ,                     ,R                       ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,?                 ,R                      ,R                      ,R                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,S. langii is recorded as R?; from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 43,X, 5, 135.00,    389.7500,Morley   ,Radiolarians                                 ,F              ,P-M               ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,R                  ,               ,                     ,                        ,                       ,F                     ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,F                       ,R                       ,                  ,                       ,                       ,                   ,                ,F                     ,                ,                  ,                       ,                  ,                              ,                ,                    ,F                     ,                            ,                                   ,                                     ,                                ,T                        ,                     ,                 ,                        ,                               ,                   ,F                         ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,L. redondoensis   ,              ,145, 884,B, 43,X,CC,   0.00,    391.9700,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,R                    ,                        ,R                      ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,R                      ,R                      ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,L. redondoensis   ,              ,145, 884,B, 44,X,CC,  16.00,    401.3600,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,R                  ,               ,                     ,R                       ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,R                       ,                        ,                  ,F                      ,R                      ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,R                           ,                                   ,                                     ,                                ,                         ,                     ,                 ,R                       ,R                              ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 45,X, 5, 135.00,    409.0500,Morley   ,Radiolarians                                 ,R              ,P-M               ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,R                  ,               ,                     ,                        ,                       ,F                     ,                            ,T                       ,                     ,                      ,                          ,                 ,                   ,                      ,T                       ,F                       ,                  ,                       ,                       ,                   ,                ,F                     ,R               ,                  ,                       ,                  ,                              ,                ,                    ,F                     ,                            ,-                                  ,                                     ,-                               ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,L. redondoensis   ,              ,145, 884,B, 45,X,CC,  13.00,    411.5200,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,R                    ,R                       ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,R                      ,R                      ,R                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,R                              ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,L. redondoensis   ,              ,145, 884,B, 46,X,CC,  14.00,    420.4700,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,R                    ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,R                      ,                       ,R                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,R                           ,                                   ,                                     ,                                ,                         ,                     ,                 ,R                       ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 47,X, 5, 135.00,    428.2500,Morley   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,                     ,                        ,                       ,R                     ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,C                       ,                  ,                       ,                       ,                   ,                ,F                     ,                ,                  ,                       ,                  ,                              ,                ,                    ,F                     ,                            ,-                                  ,                                     ,-                               ,                         ,                     ,                 ,                        ,                               ,R                  ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,L. redondoensis   ,              ,145, 884,B, 47,X,CC,  21.00,    430.6900,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,R                    ,R                       ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,R                      ,                       ,R                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,R                           ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,R                              ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 48,X, 5, 135.00,    437.9500,Morley   ,Radiolarians                                 ,F              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,                     ,                        ,                       ,F                     ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,R                       ,                  ,                       ,                       ,                   ,                ,F                     ,T               ,                  ,                       ,                  ,                              ,                ,                    ,F                     ,                            ,C                                  ,                                     ,                                ,T                        ,                     ,                 ,                        ,                               ,R                  ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,L. nippon. magnacorn,              ,145, 884,B, 48,X,CC,  14.00,    438.9100,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,R                    ,F                       ,                       ,                      ,                            ,                        ,R                    ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,F                      ,                       ,F                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,F                           ,                                   ,F                                    ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 49,X, 5, 135.00,    447.5500,Morley   ,Radiolarians                                 ,C              ,M-G               ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,                     ,                        ,                       ,F                     ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,R                       ,F                       ,                  ,                       ,                       ,                   ,                ,R                     ,                ,                  ,                       ,                  ,                              ,                ,                    ,R                     ,                            ,F                                  ,                                     ,                                ,T                        ,T                    ,                 ,                        ,                               ,T                  ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,L. nippon. magnacorn,              ,145, 884,B, 49,X,CC,  17.00,    450.0200,Shilov   ,Radiolarians                                 ,C              ,G                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,R                  ,               ,R                    ,C                       ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,R                 ,C                      ,R                      ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,C                           ,                                   ,C                                    ,                                ,                         ,                     ,R                ,R                       ,R                              ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 50,X, 5, 135.00,    457.1500,Morley   ,Radiolarians                                 ,C              ,P-M               ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,                     ,                        ,T                      ,R                     ,                            ,T                       ,                     ,                      ,                          ,R                ,                   ,                      ,F                       ,F                       ,                  ,                       ,                       ,                   ,                ,R                     ,                ,                  ,                       ,                  ,                              ,                ,                    ,R                     ,                            ,C                                  ,                                     ,F                               ,                         ,R                    ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,L. nippon. magnacorn,              ,145, 884,B, 50,X,CC,  23.00,    459.7000,Shilov   ,Radiolarians                                 ,A              ,G                 ,                     ,                      ,                ,                    ,                    ,R                 ,                          ,                    ,R                  ,               ,C                    ,C                       ,                       ,                      ,                            ,                        ,                     ,?                     ,                          ,                 ,R                  ,                      ,R                       ,                        ,R                 ,A                      ,C                      ,R                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,A                           ,                                   ,A                                    ,                                ,                         ,                     ,R                ,R                       ,F                              ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,C. japonica is recorded as R?;  from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 51,X, 5, 135.00,    466.6500,Morley   ,Radiolarians                                 ,C              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,T                  ,               ,                     ,                        ,                       ,C                     ,                            ,                        ,                     ,                      ,                          ,T                ,                   ,                      ,                        ,C                       ,                  ,                       ,                       ,                   ,                ,T                     ,T               ,                  ,                       ,                  ,                              ,                ,                    ,F                     ,                            ,C                                  ,                                     ,R                               ,T                        ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,L. nippon. magnacorn,              ,145, 884,B, 51,X,CC,  21.00,    469.1900,Shilov   ,Radiolarians                                 ,C              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,R                    ,                        ,                       ,                      ,                            ,                        ,                     ,R                     ,                          ,                 ,                   ,                      ,                        ,                        ,R                 ,F                      ,C                      ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,F                           ,                                   ,C                                    ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 52,X, 5, 135.00,    476.2500,Morley   ,Radiolarians                                 ,F              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,                     ,                        ,                       ,F                     ,                            ,                        ,                     ,R                     ,                          ,                 ,                   ,                      ,                        ,C                       ,                  ,                       ,                       ,                   ,                ,R                     ,                ,                  ,                       ,                  ,                              ,                ,                    ,F                     ,                            ,C                                  ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,L. nippon. magnacorn,              ,145, 884,B, 52,X,CC,  44.00,    478.7300,Shilov   ,Radiolarians                                 ,C              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,R                  ,               ,R                    ,R                       ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,R                      ,R                      ,C                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,A                                    ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 53,X, 4, 135.00,    484.4500,Morley   ,Radiolarians                                 ,C              ,P-M               ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,T                  ,               ,                     ,                        ,                       ,F                     ,                            ,                        ,                     ,                      ,                          ,F                ,                   ,                      ,C                       ,C                       ,                  ,                       ,                       ,                   ,                ,R                     ,F               ,                  ,                       ,                  ,                              ,                ,                    ,R                     ,                            ,C                                  ,                                     ,R                               ,                         ,C                    ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,L. nippon. magnacorn,              ,145, 884,B, 53,X,CC,   0.00,    488.1300,Shilov   ,Radiolarians                                 ,R              ,P-M               ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,R                  ,               ,R                    ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,F                      ,R                      ,F                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,C                                    ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 54,X, 5, 135.00,    495.5500,Morley   ,Radiolarians                                 ,C              ,P-M               ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,T                  ,               ,                     ,                        ,                       ,T                     ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,C                       ,                  ,                       ,                       ,                   ,                ,R                     ,R               ,                  ,                       ,                  ,                              ,                ,                    ,F                     ,                            ,C                                  ,                                     ,R                               ,T                        ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,L. nippon. magnacorn,              ,145, 884,B, 54,X,CC,   0.00,    497.8500,Shilov   ,Radiolarians                                 ,R              ,P-M               ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,R                  ,               ,F                    ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,C                      ,R                  ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,R                           ,                                   ,C                                    ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 55,X, 4, 135.00,    503.6500,Morley   ,Radiolarians                                 ,C              ,P-M               ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,                     ,                        ,                       ,T                     ,                            ,T                       ,                     ,T                     ,                          ,                 ,                   ,                      ,                        ,C                       ,                  ,                       ,                       ,                   ,                ,T                     ,T               ,                  ,                       ,                  ,                              ,                ,                    ,F                     ,                            ,C                                  ,                                     ,R                               ,R                        ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,L. nippon. magnacorn,              ,145, 884,B, 55,X,CC,  32.00,    507.6000,Shilov   ,Radiolarians                                 ,R              ,P                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,R                  ,               ,R                    ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,R                      ,R                      ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,C                                    ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
