Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Stichocapsa spp.	Cenosphaera spp.	Stylosphaera coronata	Podocyrtis mitrella	Lithomitra  micropore	Gorgospyris hemisphaerica	Dictyoprora amphora	Eusyringium striata striata	Dictyoprora mongolfieri	Dictyomitra amygdala	Phormocyrtis embolum	Artobotrys auriculaleporis	Stylatractus ostracion	Lithomitrella elizabethae	Lychnocanium conicum	Lithomitrella minuta	Lychnocanella babylonis	Axoprunum losbanosensis	Stylosphaera minor	Dictyopora urceolus	Clathrocyclas extensa	Artobotrys titanothericeraos	Spongosphaera pachystyla	Cenosphaera aspera	Cenosphaera eocenica	Calocyclas asperum	Stylosphaera angelina	Clathrocyclas universa	Axoprunum bispiculum	Lithocarpium titan	Spongodiscus osculosus	Cenosphaera coronata	Sphaeropyle robusta	Lipmanella redondoensis	Cyrtocapsella tetrapera	Amphymenium amphistylium group	Cyrtocapsella cornuta	Cenosphaera coronataformis	Stichocorys delmontensis	Diplocyclas cornutoides	Stichocorys diploconus	Lithocarpium polyacantha	Lithocampe subligata	Acrospyris lingi	Stichocorys sp. P	Eucyrtidium calvertense	Eucyrtidium asanoi	Cornutella profunda	Cyrtocapsella japonica	Eucyrtidium inflatum	Lychnocanium nipponicum magnacornutum	Lychnocanium nipponicum	Botryostrobus auritus/australis	Stichocorys wolffii	Axoprunum acquilonius	Botryostrobus bramlettei	Clathrocyclas bicornis group	Androcyclas heteroporos	Botryostrobus aquilonaris	Sphaeropyle langii	Diplocyclas davisiana	Comment

  SR	Early Miocene    	                 	C. coronataformis 	              	145	 883	B	 65	X	CC	  38.00	    624.6900	Shilov   	Radiolarians                                 	C              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	C                    	                      	                    	                  	                      	C                   	                   	                       	C                      	                              	                     	C                         	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Oligocene   	Early Miocene    	C. coronata       	              	145	 883	B	 66	X	CC	  45.00	    636.3300	Shilov   	Radiolarians                                 	A              	G                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	A                   	                   	                       	A                      	                              	F                    	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Oligocene   	Early Miocene    	C. coronata       	              	145	 883	B	 67	X	CC	  50.00	    646.1100	Shilov   	Radiolarians                                 	F              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	F                    	                      	                    	R                 	                      	F                   	?                  	R                      	F                      	R                             	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Oligocene   	Early Miocene    	C. coronata       	              	145	 883	B	 68	X	CC	  38.00	    652.4900	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	R                 	                      	R                   	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145 SR; Ch 5; Table 3; p. 98-100

  SR	Late Oligocene   	                 	                  	              	145	 883	B	 69	X	 1	  90.00	    655.7000	Shilov   	Radiolarians                                 	R              	P                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	R                 	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Late Oligocene   	                 	                  	              	145	 883	B	 69	X	 2	  90.00	    657.2000	Shilov   	Radiolarians                                 	F              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	F                   	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Late Oligocene   	                 	                  	              	145	 883	B	 69	X	 3	  90.00	    658.7000	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	R                 	                   	                     	                            	                        	R                 	                    	                  	                     	                      	                    	R                 	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Late Oligocene   	                 	                  	              	145	 883	B	 69	X	CC	  33.00	    664.5900	Shilov   	Radiolarians                                 	R              	P                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	R                 	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Late Oligocene   	                 	                  	              	145	 883	B	 70	X	 2	  90.00	    666.8000	Shilov   	Radiolarians                                 	F              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	F                   	                  	R                    	                      	                    	                  	R                     	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Late Oligocene   	                 	                  	              	145	 883	B	 70	X	 3	  90.00	    668.3000	Shilov   	Radiolarians                                 	F              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	F                   	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Late Oligocene   	                 	                  	              	145	 883	B	 70	X	 4	  90.00	    669.8000	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	R                 	                   	                     	                            	                        	R                 	R                   	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Early Oligocene  	                 	                  	              	145	 883	B	 70	X	 6	  90.00	    672.8000	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	R                   	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Early Oligocene  	                 	                  	              	145	 883	B	 70	X	CC	  33.00	    674.3800	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	R                      	R                 	                   	                     	                            	                        	                  	                    	                  	R                    	R                     	                    	R                 	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Early Oligocene  	                 	                  	              	145	 883	B	 71	X	 5	  90.00	    681.0000	Shilov   	Radiolarians                                 	A              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	A                      	                  	                   	                     	                            	                        	R                 	                    	                  	R                    	R                     	R                   	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Early Oligocene  	                 	                  	              	145	 883	B	 71	X	 6	  90.00	    682.5000	Shilov   	Radiolarians                                 	R              	P                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	R                      	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Early Oligocene  	                 	                  	              	145	 883	B	 71	X	CC	  40.00	    684.1500	Shilov   	Radiolarians                                 	R              	P                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	R                 	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Early Oligocene  	                 	                  	              	145	 883	B	 72	X	 3	  90.00	    687.6000	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	R                   	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Early Oligocene  	                 	                  	              	145	 883	B	 72	X	 4	  88.00	    689.0800	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	R                   	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Early Oligocene  	                 	                  	              	145	 883	B	 72	X	CC	  45.00	    693.3000	Shilov   	Radiolarians                                 	R              	P                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	R                  	                     	                            	                        	                  	R                   	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Early Oligocene  	                 	                  	              	145	 883	B	 73	X	 2	  90.00	    695.7000	Shilov   	Radiolarians                                 	R              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	R                 	R                   	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Early Oligocene  	                 	                  	              	145	 883	B	 73	X	 3	  90.00	    697.2000	Shilov   	Radiolarians                                 	R              	P                 	                	                	R                    	                   	R                    	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Early Oligocene  	                 	                  	              	145	 883	B	 73	X	 4	  90.00	    698.7000	Shilov   	Radiolarians                                 	R              	P                 	                	                	                     	                   	R                    	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Early Oligocene  	                 	                  	              	145	 883	B	 73	X	 5	  90.00	    700.2000	Shilov   	Radiolarians                                 	R              	P                 	                	                	                     	                   	R                    	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	                        	                  	R                   	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Early Oligocene  	                 	                  	              	145	 883	B	 73	X	CC	  12.00	    702.9900	Shilov   	Radiolarians                                 	R              	P                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	R                    	                            	                        	R                 	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	                 	                 	                  	              	145	 883	B	 74	X	 1	  90.00	    703.9000	Shilov   	Radiolarians                                 	B              	                  	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	                       	                       	                  	                   	                     	                            	R                       	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Late Eocene      	                 	                  	              	145	 883	B	 75	X	 1	  89.00	    713.4900	Shilov   	Radiolarians                                 	C              	M                 	                	                	                     	                   	                     	                         	                   	                           	                       	                    	                    	                          	                      	                         	R                   	R                   	                       	                       	                  	                   	                     	                            	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122

  SR	Late Eocene      	                 	                  	              	145	 883	B	 75	X	 4	  89.00	    716.2800	Shilov   	Radiolarians                                 	F              	M                 	                	                	                     	                   	F                    	                         	                   	                           	                       	                    	                    	                          	                      	                         	                    	                    	R                      	                       	                  	                   	                     	R                           	                        	                  	                    	                  	                     	                      	                    	                  	                      	                    	                   	                       	                       	                              	                     	                          	                        	                       	                      	                        	                    	                	                 	                       	                  	                   	                      	                    	                                     	                       	                               	                   	                     	                        	                            	                       	                         	                  	                     	from Leg 145; Ch 6; Table 1; p. 119-122
