Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Heterohelix globulosa	Hedbergella delrioensis	Dicarinella hagni	Whiteinella sp. cf.  W. aprica	Hedbergella sp.	Marginotruncana sinuosa ?	Dicarinella concavata-asymetrica	Dicarinella concavata	Contusotruncana fornicata	Archaeoglobigerina blowi	Globorotalia mayeri	Globoquadrina venezuelana	Catapsydrax unicavus	Catapsydrax dissimilis	Globorotaloides suteri	Globorotaloides hexagona	Globoquadrina dehiscens	Globigerinoides subquadratus	Globigerinoides sacculifer	Globigerinita uvula	Tenuitella sp.	Globigerinita glutinata	Globorotaloides variabilis	Globigerinoides diminutus	Fohsella peripheroronda	Globorotalia praescitula	Globorotalia continuosa	Globigerinoides parawoodi	Globigerinoides bisphericus	Globigerinella praesiphonifera	Clavatorella bermudezi	Protentella prolixa	Globoturborotalita woodi	Fohsella peripheroacuta	Globorotalia archeomenardii	Globigerinoides obliquus	Praeorbulina sicana	Praeorbulina glomerosa	Orbulina suturalis	Dentoglobigerina altispira	Sphaeroidinellopsis seminulina	Sphaeroidinellopsis kochi	Fohsella lenguaensis	Orbulina universa	Neogloboquadrina humerosa	Globoturborotalita nepenthes	Globorotalia scitula	Globorotalia plesiotumida	Globigerinella aequilateralis	Globorotalia merotumida	Globigerinella obesa	Neogloboquadrina acostaensis	Globorotalia cibaoensis	Globigerinoides extremus	Globigerinoides bulloideus	Globigerina bulloides	Globoturborotalita decoraperta	Globoturborotalita apertura	Globigerinoides seigliei	Globigerinoides bollii	Candeina nitida	Beella praedigitata	Orbulina bilobata	Globigerinoides conglobatus	Globorotalia juanai	Globorotalia limbata	Globorotalia margaritae	Globorotalia tumida	Globorotalia menardii	Neogloboquadrina dutertrei	Sphaeroidinellopsis paenedehiscens	Neogloboquadrina pachyderma (sinistral)	Sphaeroidinella dehiscens	Pulleniatina primalis	Globorotalia hirsuta	Globorotalia crassaformis	Pulleniatina praecursor	Pulleniatina obliquiloculata	Beella digitata	Globorotalia multicamerata	Globorotalia exilis	Globigerinoides ruber	Globorotalia puncticulata	Globorotalia pseudomiocenica	Globigerinoides sacculifer fistulosus	Globorotalia pertenuis	Globorotalia miocenica	Globorotalia tosaensis	Globorotalia inflata	Globorotalia triangula	Globigerinella calida	Neogloboquadrina pachyderma (dextral)	Globorotalia truncatulinoides	Comment

  SR	Early Miocene    	                 	N7                	              	159	 960	C	 11	H	 6	  34.00	     99.5400	Norris   	Planktonic Foraminifers                      	F              	M                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	R                  	R                        	                    	                      	                      	R                       	F                      	                            	F                         	                   	              	                       	R                         	                         	F                      	                        	R                      	R                        	F                          	R                             	                      	                   	                        	                       	F                          	F                       	                   	                      	                  	                          	                              	                         	                    	                 	                         	                            	                    	                         	                             	                       	                    	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Miocene    	                 	N7                	              	159	 960	C	 11	H	 7	  34.00	    101.0400	Norris   	Planktonic Foraminifers                      	C              	M                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	F                        	                    	                      	                      	                        	C                      	C                           	C                         	                   	R             	R                      	R                         	R                        	F                      	                        	R                      	                         	C                          	R                             	R                     	                   	                        	                       	F                          	                        	                   	                      	                  	                          	                              	                         	                    	                 	                         	                            	                    	                         	                             	                       	                    	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Miocene    	                 	N7                	              	159	 960	C	 12	H	 1	  34.00	    101.5400	Norris   	Planktonic Foraminifers                      	C              	M                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	R                  	F                        	                    	                      	                      	R                       	C                      	C                           	C                         	                   	              	                       	R                         	                         	C                      	                        	                       	                         	C                          	F                             	                      	                   	                        	                       	                           	                        	                   	                      	                  	                          	                              	                         	                    	                 	                         	                            	                    	                         	                             	                       	                    	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Miocene    	                 	N7                	              	159	 960	C	 12	H	 2	  34.00	    103.0400	Norris   	Planktonic Foraminifers                      	C              	M                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	R                  	F                        	                    	                      	                      	R                       	C                      	C                           	C                         	                   	              	                       	R                         	                         	C                      	                        	                       	                         	C                          	F                             	                      	R                  	R                       	                       	                           	                        	                   	                      	                  	                          	                              	                         	                    	                 	                         	                            	                    	                         	                             	                       	                    	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Miocene    	                 	N7                	              	159	 960	C	 12	H	 3	  34.00	    104.5400	Norris   	Planktonic Foraminifers                      	C              	M                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	                         	                    	                      	                      	R                       	C                      	F                           	C                         	                   	              	                       	R                         	                         	F                      	R                       	R                      	                         	F                          	F                             	R                     	R                  	R                       	                       	                           	                        	                   	                      	                  	                          	                              	                         	                    	                 	                         	                            	                    	                         	                             	                       	                    	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Miocene    	                 	N7                	              	159	 960	C	 12	H	 4	  34.00	    106.0400	Norris   	Planktonic Foraminifers                      	F              	M                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	R                  	R                        	                    	                      	                      	R                       	C                      	F                           	C                         	R                  	R             	                       	R                         	                         	F                      	                        	R                      	R                        	F                          	F                             	R                     	R                  	R                       	R                      	                           	                        	                   	                      	                  	                          	                              	                         	                    	                 	                         	                            	                    	                         	                             	                       	                    	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Miocene    	                 	N7                	              	159	 960	C	 12	H	 5	  34.00	    107.5400	Norris   	Planktonic Foraminifers                      	F              	M                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	R                  	R                        	                    	                      	                      	R                       	F                      	F                           	C                         	                   	              	                       	R                         	                         	F                      	                        	R                      	R                        	C                          	C                             	R                     	                   	                        	                       	                           	                        	                   	                      	                  	                          	                              	                         	                    	                 	                         	                            	                    	                         	                             	                       	                    	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Miocene    	                 	N7                	              	159	 960	C	 12	H	 6	  34.00	    109.0400	Norris   	Planktonic Foraminifers                      	F              	M                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	R                  	R                        	                    	                      	                      	R                       	F                      	F                           	C                         	                   	              	                       	R                         	R                        	F                      	R                       	R                      	R                        	C                          	C                             	R                     	                   	                        	                       	                           	                        	                   	                      	                  	                          	                              	                         	                    	                 	                         	                            	                    	                         	                             	                       	                    	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Miocene    	                 	N7                	              	159	 960	C	 12	H	 7	  34.00	    110.5400	Norris   	Planktonic Foraminifers                      	F              	P                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	R                  	C                        	                    	                      	R                     	                        	F                      	                            	R                         	R                  	              	                       	R                         	                         	R                      	                        	                       	                         	                           	                              	                      	                   	                        	                       	                           	                        	                   	                      	                  	                          	                              	                         	                    	                 	                         	                            	                    	                         	                             	                       	                    	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Miocene    	                 	N7                	              	159	 960	C	 13	H	 1	  34.00	    111.0400	Norris   	Planktonic Foraminifers                      	R              	P                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	R                  	C                        	                    	                      	R                     	                        	R                      	                            	R                         	                   	              	                       	                          	R                        	                       	                        	                       	                         	                           	                              	                      	                   	                        	                       	                           	                        	                   	                      	                  	                          	                              	                         	                    	                 	                         	                            	                    	                         	                             	                       	                    	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Miocene    	                 	N7                	              	159	 960	C	 13	H	 2	  33.00	    112.5300	Norris   	Planktonic Foraminifers                      	R              	P                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	R                  	R                        	                    	                      	                      	                        	R                      	T                           	R                         	                   	              	                       	R                         	                         	                       	                        	                       	                         	                           	                              	                      	                   	                        	                       	                           	                        	                   	                      	                  	                          	                              	                         	                    	                 	                         	                            	                    	                         	                             	                       	                    	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Miocene    	                 	N4                	N6            	159	 960	C	 13	H	 3	  34.00	    114.0400	Norris   	Planktonic Foraminifers                      	F              	P                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	F                  	C                        	F                   	                      	R                     	R                       	F                      	                            	R                         	                   	R             	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	                        	                       	                           	                        	                   	                      	                  	                          	                              	                         	                    	                 	                         	                            	                    	                         	                             	                       	                    	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Miocene    	                 	N4                	N6            	159	 960	C	 13	H	 4	  34.00	    115.5400	Norris   	Planktonic Foraminifers                      	R              	P                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	R                  	F                        	                    	                      	R                     	                        	F                      	T                           	R                         	R                  	              	                       	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	                        	                       	                           	                        	                   	                      	                  	                          	                              	                         	                    	                 	                         	                            	                    	                         	                             	                       	                    	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Miocene    	                 	N4                	N6            	159	 960	C	 13	H	 5	  34.00	    117.0400	Norris   	Planktonic Foraminifers                      	R              	P                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	R                  	C                        	R                   	R                     	R                     	                        	F                      	                            	                          	                   	              	                       	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	                        	                       	                           	                        	                   	                      	                  	                          	                              	                         	                    	                 	                         	                            	                    	                         	                             	                       	                    	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Miocene    	                 	N4                	N6            	159	 960	C	 13	H	 6	  34.00	    118.5400	Norris   	Planktonic Foraminifers                      	R              	P                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	                         	R                   	R                     	R                     	R                       	                       	                            	                          	                   	              	                       	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	                        	                       	                           	                        	                   	                      	                  	                          	                              	                         	                    	                 	                         	                            	                    	                         	                             	                       	                    	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Miocene    	                 	N4                	N6            	159	 960	C	 13	H	 7	  34.00	    120.0400	Norris   	Planktonic Foraminifers                      	R              	P                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	R                  	C                        	R                   	R                     	                      	                        	                       	                            	                          	                   	              	                       	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	                        	                       	                           	                        	                   	                      	                  	                          	                              	                         	                    	                 	                         	                            	                    	                         	                             	                       	                    	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Early Miocene    	                 	N4                	N6            	159	 960	C	 14	H	 6	  34.00	    128.0400	Norris   	Planktonic Foraminifers                      	R              	P                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	R                  	R                        	                    	                      	                      	                        	                       	                            	                          	                   	              	                       	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	                        	                       	                           	                        	                   	                      	                  	                          	                              	                         	                    	                 	                         	                            	                    	                         	                             	                       	                    	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Turonian         	Santonian        	                  	              	159	 960	C	 23	X	CC	   9.00	    198.9300	Bellier  	Planktonic Foraminifers                      	               	                  	+                    	                       	                 	                              	+              	+                        	+                               	+                    	+                        	+                       	                   	                         	                    	                      	                      	                        	                       	                            	                          	                   	              	                       	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	                        	                       	                           	                        	                   	                      	                  	                          	                              	                         	                    	                 	                         	                            	                    	                         	                             	                       	                    	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	from Leg 160SR Ch 27 Table 1
