Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Cyclicargolithus floridanus,Triquetrorhabdulus carinatus,Sphenolithus umbrellus,Sphenolithus predistentus,Sphenolithus moriformis,Sphenolithus distentus,Sphenolithus ciperoensis,Reticulofenestra bisecta,Helicosphaera intermedia,Helicosphaera euphratis,Discoaster deflandrei,Coccolithus pelagicus,Clausicoccus fenestratus,Chiasmolithus altus,Sphenolithus dissimilis,Coronocyclus nitescens,Pyrocyclus orangensis,Helicosphaera sp. cf. H. orientalis,Pontosphaera sp.,Helicosphaera sp.,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Bramletteius serraculoides,Sphenolithus conicus,Discoaster adamanteus,Reticulofenestra spp. small,Discoaster druggii,Coccolithus sp.,Calcidiscus macintyrei,Syracosphaera sp.,Pedinocyclus larvalis,Helicosphaera carteri,Discoaster variabilis,Reticulofenestra pseudoumbilica,Umbilicosphaera sibogae,Discoaster pseudovariabilis,Sphenolithus heteromorphus,Sphenolithus belemnos,Helicosphaera mediterranea,Discoaster sp. cf. D. deflandrei (with web),Discoaster pansus,Discoaster moorei,Discoaster icarus,Discoaster exilis,Discoaster challengeri,Calcidiscus leptoporus,Helicosphaera californiana,Triquetrorhabdulus rugosus,Discoaster intercalaris,Discoaster sp.,Discoaster kugleri,Helicosphaera philippinensis,Discoaster bollii,Helicosphaera rhomba,Discoaster neohamatus,Clausicoccus sp. (small),Catinaster coalitus,Helicosphaera granulata,Catinaster sp. cf. C. calyculus,Rhabdosphaera sp.,Helicosphaera orientalis,Discoaster sp. cf. D. bolli,Discoaster prepentaradiatus,Discoaster hamatus,Coronocyclus sp.,Catinaster calyculus,Discoaster calcaris,Minylitha convallis,Sphenolithus neoabies,Sphenolithus abies,Helicosphaera sellii,Discoaster triradiatus,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster loeblichii,Discoaster brouweri,Discoaster blackstockae,Discoaster berggrenii,Discoaster neorectus,Discoaster surculus,Discoaster bergenii,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 29,R, 1, 106.00,    406.6600,Firth    ,Nannofossils                                 ,A              ,M                 ,C                          ,                            ,                      ,                         ,F                      ,                      ,                        ,F                       ,                        ,                       ,F                    ,F                    ,R                       ,                   ,                       ,                      ,R                    ,                                   ,                ,                 ,                     ,                              ,                          ,R                   ,F                    ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 29,R, 2,   8.00,    407.1800,Firth    ,Nannofossils                                 ,A              ,M                 ,C                          ,                            ,                      ,                         ,F                      ,                      ,                        ,F                       ,                        ,                       ,F                    ,C                    ,R                       ,                   ,                       ,                      ,R                    ,                                   ,                ,                 ,                     ,                              ,                          ,F                   ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 29,R,CC,   9.00,    408.6000,Firth    ,Nannofossils                                 ,C              ,P                 ,C                          ,                            ,                      ,                         ,F                      ,                      ,                        ,F                       ,                        ,                       ,F                    ,F                    ,R                       ,                   ,                       ,                      ,R                    ,                                   ,                ,                 ,                     ,                              ,                          ,R                   ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 30,R, 1,  75.00,    415.9500,Firth    ,Nannofossils                                 ,A              ,M                 ,C                          ,R                           ,                      ,                         ,F                      ,                      ,                        ,F                       ,                        ,                       ,C                    ,R                    ,R                       ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 30,R, 2,  97.00,    417.6700,Firth    ,Nannofossils                                 ,A              ,M                 ,C                          ,                            ,                      ,                         ,F                      ,                      ,                        ,F                       ,                        ,                       ,C                    ,F                    ,                        ,                   ,                       ,F                     ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 30,R, 4,  75.00,    420.4500,Firth    ,Nannofossils                                 ,A              ,G                 ,A                          ,R                           ,                      ,                         ,C                      ,                      ,                        ,C                       ,                        ,                       ,C                    ,C                    ,R                       ,                   ,                       ,                      ,F                    ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 30,R, 7,  20.00,    423.1100,Firth    ,Nannofossils                                 ,C              ,P                 ,C                          ,                            ,                      ,                         ,R                      ,                      ,                        ,R                       ,                        ,                       ,C                    ,F                    ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 30,R,CC,  16.00,    423.5200,Firth    ,Nannofossils                                 ,C              ,P                 ,C                          ,                            ,                      ,                         ,F                      ,                      ,                        ,F                       ,                        ,                       ,C                    ,F                    ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,F                    ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 31,R, 1,  41.00,    425.3100,Firth    ,Nannofossils                                 ,A              ,M                 ,A                          ,                            ,                      ,                         ,C                      ,                      ,                        ,C                       ,                        ,                       ,C                    ,F                    ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 31,R, 3,  42.00,    428.3200,Firth    ,Nannofossils                                 ,A              ,G                 ,A                          ,                            ,                      ,                         ,C                      ,R                     ,                        ,C                       ,                        ,                       ,C                    ,C                    ,R                       ,                   ,                       ,                      ,R                    ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,R                    ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 31,R,CC,   0.00,    429.2800,Firth    ,Nannofossils                                 ,A              ,G                 ,A                          ,                            ,                      ,                         ,C                      ,                      ,                        ,C                       ,                        ,                       ,C                    ,C                    ,F                       ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 32,R, 1,  50.00,    435.1000,Firth    ,Nannofossils                                 ,A              ,P                 ,A                          ,                            ,                      ,                         ,F                      ,                      ,                        ,C                       ,                        ,                       ,C                    ,C                    ,R                       ,                   ,                       ,                      ,R                    ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 32,R, 2,  24.00,    436.3400,Firth    ,Nannofossils                                 ,C              ,P                 ,C                          ,                            ,                      ,                         ,F                      ,                      ,R                       ,C                       ,                        ,                       ,C                    ,F                    ,                        ,                   ,                       ,                      ,R                    ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 32,R, 3,  20.00,    437.8000,Firth    ,Nannofossils                                 ,A              ,M                 ,A                          ,                            ,                      ,                         ,C                      ,                      ,R                       ,F                       ,                        ,                       ,C                    ,F                    ,R                       ,                   ,                       ,                      ,R                    ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 32,R,CC,  10.00,    439.2000,Firth    ,Nannofossils                                 ,R              ,P                 ,R                          ,                            ,                      ,                         ,                       ,                      ,                        ,R                       ,                        ,                       ,                     ,                     ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 33,R,CC,  17.00,    448.2800,Firth    ,Nannofossils                                 ,F              ,M                 ,R                          ,                            ,                      ,                         ,                       ,                      ,                        ,F                       ,                        ,                       ,                     ,                     ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 34,R, 1,  42.00,    454.3200,Firth    ,Nannofossils                                 ,C              ,G                 ,C                          ,                            ,                      ,                         ,F                      ,                      ,R                       ,F                       ,                        ,                       ,F                    ,F                    ,R                       ,                   ,                       ,                      ,R                    ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,R                    ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 34,R, 2,  40.00,    455.8000,Firth    ,Nannofossils                                 ,A              ,G                 ,A                          ,                            ,                      ,                         ,C                      ,                      ,R                       ,F                       ,                        ,                       ,C                    ,C                    ,R                       ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 34,R,CC,  31.00,    458.9700,Firth    ,Nannofossils                                 ,C              ,G                 ,C                          ,                            ,R                     ,                         ,F                      ,                      ,                        ,F                       ,                        ,                       ,F                    ,F                    ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,R                   ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 35,R,CC,  18.00,    466.1800,Firth    ,Nannofossils                                 ,C              ,G                 ,C                          ,                            ,                      ,                         ,R                      ,                      ,                        ,F                       ,                        ,                       ,F                    ,C                    ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP19a             ,CP19b         ,126, 792,E, 36,R,CC,  14.00,    480.1100,Firth    ,Nannofossils                                 ,A              ,M                 ,A                          ,                            ,                      ,                         ,F                      ,                      ,R                       ,C                       ,                        ,                       ,C                    ,C                    ,                        ,                   ,                       ,                      ,                     ,                                   ,                ,                 ,                     ,                              ,                          ,                    ,                     ,                           ,                  ,               ,                      ,                 ,                     ,                     ,                     ,                               ,                       ,                           ,                          ,                     ,                          ,                                           ,                 ,                 ,                 ,                 ,                      ,                      ,                          ,                          ,                       ,              ,                  ,                            ,                 ,                    ,                     ,                        ,                   ,                       ,                               ,                 ,                        ,                           ,                           ,                  ,                ,                    ,                   ,                   ,                     ,                  ,                    ,                      ,                       ,                        ,                     ,                   ,                       ,                     ,                    ,                   ,                   ,from ODP Leg 126 SR Chapter 16 Table 6 p 250
