Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zeaglobigerina connecta,Sphenolithus heteromorphus,Cyclicargolithus abisectus,Braarudosphaera bigelowii,Zeaglobigerina woodi,Tenuitella minutissima,Zeaglobigerina druryi,Sphenolithus moriformis,Neogloboquadrina continuosa,Globigerinoides trilobus,Globigerinoides sicanus,Globigerinoides ruber,Globigerinoides quadrilobatus,Fohsella peripheroronda,Cyclicargolithus floridanus,Coronocyclus nitescens,Calcidiscus premacintyrei,Calcidiscus leptoporus,Tenuitellinata juvenilis,Pontosphaera pachymorpha,Neogloboquadrina nympha,Helicosphaera euphratis,Helicosphaera carteri,Globorotaloides suteri,Globoquadrina dehiscens,Praeorbulina glomerosa,Orbulina suturalis,Globorotalia conica,Discoaster deflandrei,Dictyococcites antarcticus,Coccolithus miopelagicus,Subbotina angiporoides,Sphenolithus abies,Reticulofenestra haqii,Micrantholithus pinguis,Helicosphaera perch-nielseniae,Globorotalia sp. cf. juanai,Globoconella conoidea,Globigerinita glutinata,Globigerina quinqueloba,Globigerina bulloides,Discoaster variabilis,Calcidiscus macintyrei,Globorotalia puncticulata,Syracosphaera pulchra,Scyphosphaera spp.,Orbulina universa,Neogloboquadrina pachyderma (dextral),Helicosphaera sellii,Helicosphaera kamptneri,Globorotalia tosaensis,Globorotalia inflata,Globorotalia crassaformis,Gephyrocapsa aperta,Pontosphaera japonica,Globorotalia crassula,Globigerina falconensis,Dictyococcites productus,Small Gephyrocapsa spp.,Globorotalia truncatulinoides,Globorotalia sp. cf. tosaensis,Gephyrocapsa caribbeanica,Coccolithus pelagicus,Pseudoemiliania lacunosa,Reticulofenestra minutula,Umbilicosphaera sibogae,Globigerinella siphonifera,Neogloboquadrina dutertrei,Zeaglobigerina rubescens,Gephyrocapsa oceanica,Reticulofenestra minuta,Dictyococcites sp.,Reticulofenestra asanoi,Globorotalia scitula,Globigerinella obesa,Scapholithus fossilis,Rhabdosphaera clavigera,Globorotalia ungulata,Tritaxa spp.,Rosalina spp.,Patellina corrugata,Miliolids species,Loxostomum spp.,Loxostomoides spp.,Hoeglundina elegans,Globorotalia tumida,Cibicidoides spp.,Globigerinoides tenellus,Textularia spp.,Sphaeroidina bulloides,Bigenerina nodosaria,Uvigerina spp.,Umbellosphaera irregularis,Helicosphaera hyalina,Bulimina marginata,Sigmoilina obesa,Globorotalia hirsuta,Martinottiella communis,Helicosphaera inversa,Gephyrocapsa omega,Emiliania huxleyi,Helicosphaera wallichii,Elphidium spp.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1131,A, 52,X,CC,  27.00,    473.3600,Ladner   ,Nannofossils                                 ,A              ,M                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,C                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,F                     ,                         ,F                    ,                  ,P                ,                                     ,                    ,                       ,                      ,P                   ,P                        ,A                  ,                     ,                     ,                       ,A                       ,                       ,P                            ,                              ,                         ,                     ,F                       ,C                        ,F                      ,P                         ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1131,A, 53,X,CC,  29.00,    489.8100,Ladner   ,Nannofossils                                 ,A              ,M                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,F                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,F                     ,                         ,F                    ,                  ,P                ,                                     ,                    ,F                      ,                      ,P                   ,                         ,A                  ,                     ,                     ,P                      ,C                       ,                       ,                             ,                              ,C                        ,                     ,F                       ,                         ,F                      ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1131,A, 54,X,CC,  35.00,    500.4700,Ladner   ,Nannofossils                                 ,A              ,M                 ,                       ,                          ,                          ,R                        ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,C                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,P                      ,                       ,                     ,                     ,R                     ,P                        ,F                    ,                  ,P                ,                                     ,                    ,                       ,                      ,F                   ,P                        ,A                  ,                     ,P                    ,F                      ,A                       ,                       ,                             ,                              ,F                        ,                     ,F                       ,C                        ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1131,A, 55,X,CC,  30.00,    506.4100,Li       ,Planktonic Foraminifers                      ,R              ,P                 ,                       ,                          ,                          ,F                        ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,C                     ,                        ,                        ,                       ,                       ,R                    ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,P                      ,                     ,                     ,R                     ,P                        ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,P                   ,                         ,                   ,R                    ,                     ,P                      ,                        ,C                      ,                             ,                              ,C                        ,                     ,R                       ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1131,A, 56,X,CC,   0.00,    512.2200,Ladner   ,Nannofossils                                 ,A              ,P                 ,                       ,                          ,                          ,R                        ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,C                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,F                     ,                         ,                     ,                  ,                 ,                                     ,                    ,R                      ,                      ,                    ,                         ,C                  ,                     ,                     ,                       ,                        ,                       ,                             ,                              ,                         ,R                    ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,Pleistocene      ,                  ,Pt1a          ,182,1131,A, 56,X,CC,  28.00,    512.5000,Li       ,Planktonic Foraminifers                      ,C              ,P                 ,                       ,                          ,                          ,F                        ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,C                     ,                        ,                        ,                       ,                       ,F                    ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,P                    ,                     ,R                     ,P                        ,                     ,R                 ,P                ,P                                    ,                    ,                       ,P                     ,P                   ,F                        ,                   ,F                    ,                     ,P                      ,C                       ,C                      ,P                            ,P                             ,C                        ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,sinistral crassaformis
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1131,A, 57,X,CC,  43.00,    521.9700,Ladner   ,Nannofossils                                 ,A              ,M                 ,                       ,                          ,                          ,D                        ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,C                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,                    ,                         ,                   ,                     ,                     ,                       ,C                       ,                       ,                             ,                              ,                         ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,Pleistocene      ,                  ,              ,182,1131,A, 57,X,CC,  47.00,    522.0100,Li       ,Planktonic Foraminifers                      ,F              ,P                 ,                       ,                          ,                          ,D                        ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,P                    ,                     ,                      ,F                        ,                     ,                  ,                 ,P                                    ,                    ,                       ,                      ,                    ,F                        ,                   ,R                    ,P                    ,P                      ,                        ,                       ,                             ,                              ,                         ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,cf sphericomiozea from crassaformis forms
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pliocene         ,Pleistocene      ,                  ,              ,182,1131,A, 58,X, 1,  89.00,    531.4900,Li       ,Planktonic Foraminifers                      ,F              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,C                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,P                      ,                       ,                     ,                     ,                      ,                         ,F                    ,R                 ,P                ,P                                    ,R                   ,R                      ,P                     ,P                   ,P                        ,C                  ,                     ,                     ,                       ,                        ,                       ,                             ,                              ,                         ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Miocene          ,Pliocene         ,                  ,              ,182,1131,A, 58,X,CC,   0.00,    532.0400,Li       ,Planktonic Foraminifers                      ,R              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,F                          ,                      ,                         ,                      ,                        ,                        ,                       ,                       ,                     ,                      ,P                      ,                      ,                  ,                   ,                     ,F                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,P                    ,                     ,                      ,P                        ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,                    ,                         ,                   ,                     ,                     ,                       ,                        ,                       ,                             ,                              ,                         ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,strongly overgrowth
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,Middle Miocene   ,                  ,              ,182,1131,A, 59,X,CC,  19.00,    540.3900,Li       ,Planktonic Foraminifers                      ,C              ,P                 ,                       ,                          ,R                         ,F                        ,                    ,                      ,                     ,                       ,                           ,F                       ,                       ,                     ,                             ,                       ,C                          ,                      ,R                        ,F                     ,                        ,R                       ,                       ,                       ,F                    ,                      ,                       ,                      ,                  ,                   ,                     ,F                         ,                        ,F                     ,F                 ,F                     ,F                      ,R                             ,P                          ,P                    ,P                      ,F                      ,P                    ,F                    ,R                     ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,                    ,                         ,                   ,                     ,                     ,                       ,                        ,                       ,                             ,                              ,                         ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,many reworked from oligocene
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1131,A, 60,X,CC,   0.00,    549.8000,Shafik   ,Nannofossils                                 ,R              ,P                 ,                       ,                          ,R                         ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,                      ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,R                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,                    ,                         ,                   ,                     ,                     ,                       ,                        ,                       ,                             ,                              ,                         ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,Almost barren.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Miocene   ,                 ,                  ,NN6           ,182,1131,A, 62,X,CC,   0.00,    568.8000,Shafik   ,Nannofossils                                 ,F              ,M                 ,                       ,                          ,C                         ,F                        ,F                   ,                      ,                     ,F                      ,                           ,F                       ,                       ,                     ,                             ,                       ,C                          ,                      ,F                        ,F                     ,                        ,R                       ,                       ,                       ,R                    ,                      ,                       ,P                     ,P                 ,P                  ,F                    ,F                         ,R                       ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,                    ,                         ,                   ,                     ,                     ,                       ,                        ,                       ,                             ,                              ,                         ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,Tentative zonal assignment.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Miocene    ,Middle Miocene   ,NN4               ,NN5           ,182,1131,A, 63,X,CC,   0.00,    578.4000,Shafik   ,Nannofossils                                 ,C              ,M                 ,                       ,C                         ,C                         ,R                        ,                    ,P                     ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,P                      ,C                          ,                      ,                         ,                      ,P                       ,R                       ,P                      ,R                      ,R                    ,P                     ,P                      ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,                    ,                         ,                   ,                     ,                     ,                       ,                        ,                       ,                             ,                              ,                         ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Middle Miocene   ,                  ,              ,182,1131,A, 64,X,CC,   0.00,    588.0000,Li       ,Planktonic Foraminifers                      ,F              ,P                 ,                       ,F                         ,C                         ,                         ,P                   ,                      ,P                    ,C                      ,P                          ,P                       ,P                      ,P                    ,P                            ,P                      ,C                          ,R                     ,R                        ,R                     ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,                    ,                         ,                   ,                     ,                     ,                       ,                        ,                       ,                             ,                              ,                         ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,cf birnageae
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,              ,182,1131,A, 65,X,CC,  23.00,    597.8300,Li       ,Planktonic Foraminifers                      ,T              ,P                 ,P                      ,                          ,                          ,                         ,P                   ,P                     ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,                      ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,                    ,                         ,                   ,                     ,                     ,                       ,                        ,                       ,                             ,                              ,                         ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,and a few small forms; cf birnageae
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Early Miocene    ,                  ,              ,182,1131,A, 66,X,CC,   6.00,    607.3600,Li       ,Planktonic Foraminifers                      ,R              ,P                 ,P                      ,F                         ,F                         ,R                        ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,                      ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,                    ,                         ,                   ,                     ,                     ,                       ,                        ,                       ,                             ,                              ,                         ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
