Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,name comment field,Comment,Notes (change to Internal only notes?),comments,eodp_id
,,Aragonia,,,,sp.,,,,Aragonia sp.,benthic_forams,Aragonia sp.,,,"in PBDB, so it will be classified correctly",,161
,,Aragonia,,,,sp. 1,,,,Aragonia sp. 1,benthic_forams,Aragonia sp. 1,,,"in PBDB, so it will be classified correctly",,162
,,Aragonia,,,,tenera,,,,Aragonia tenera,benthic_forams,Aragonia tenera,,,"in PBDB, so it will be classified correctly",,163
,,Aragonia,,,,zelandica,,,,Aragonia zelandica,benthic_forams,Aragonia zelandica,,,"in PBDB, so it will be classified correctly",,164
,?,Arenobulimina,,,,sp.,,,,? Arenobulimina sp.,benthic_forams,Arenobulimina ?,,,"in PBDB, so it will be classified correctly",,165
,,Arenobulimina,,,,sp.,,,,Arenobulimina sp.,benthic_forams,Arenobulimina sp.,,,"in PBDB, so it will be classified correctly",,166
,,Arenobulimina,,,,truncata,,,,Arenobulimina truncata,benthic_forams,Arenobulimina truncata,,,"in PBDB, so it will be classified correctly",,167
,,Arenodosaria,,,,antipoda,,,,Arenodosaria antipoda,benthic_forams,Arenodosaria antipoda,,,"in PBDB, so it will be classified correctly",,168
,,Articulina,,,,alticostata,,,,Articulina alticostata,benthic_forams,Articulina alticostata,,,"in PBDB, so it will be classified correctly",,169
,,Articulina,,,cf.,tubulosa,,,,Articulina cf. tubulosa,benthic_forams,Articulina cf. tubulosa,,,"in PBDB, so it will be classified correctly",,170
,,Articulina,,,,pacifica,,,,Articulina pacifica,benthic_forams,Articulina pacifica,,,"in PBDB, so it will be classified correctly",,171
,,Aschemonella,,,,spp.,,,,Aschemonella spp.,benthic_forams,Aschemonella spp.,,,"in PBDB, so it will be classified correctly",,172
,,Astacolus,,,,crepidulus,,,,Astacolus crepidulus,benthic_forams,Astacolus crepidulus,,,"in PBDB, so it will be classified correctly",,173
,,Astacolus,,,,parallelus,,,,Astacolus parallelus,benthic_forams,Astacolus parallelus,,,"in PBDB, so it will be classified correctly",,174
,,Astacolus,,,,sp.,,,,Astacolus sp.,benthic_forams,Astacolus sp.,,,"in PBDB, so it will be classified correctly",,175
,,Astacolus,,,,spp.,,,,Astacolus spp.,benthic_forams,Astacolus spp.,,,"in PBDB, so it will be classified correctly",,176
,,Astacolus,,,,bradyi,,,,Astacolus bradyi,benthic_forams,Astalocus bradyi,,,"in PBDB, so it will be classified correctly",,177
,,Asterigerina,,,,planorbis,,,,Asterigerina planorbis,benthic_forams,Asterigerina planorbis,,,"in PBDB, but classification differs to WoRMS",,178
,,Asterigerina,,,,sp.,,,,Asterigerina sp.,benthic_forams,Asterigerina sp.,,,"in PBDB, but classification differs to WoRMS",,179
,,Asterigerina,,,,spp.,,,,Asterigerina spp.,benthic_forams,Asterigerina spp.,,,"in PBDB, but classification differs to WoRMS",,180
,,Asterigerinata,,,,sp.,,,,Asterigerinata sp.,benthic_forams,Asterigerinata sp.,,,"in PBDB, so it will be classified correctly",,181
,,Asterorotalia,,,,gaimardii,,,,Asterorotalia gaimardii,benthic_forams,Asterorotalia gaimardii,,,"in PBDB, but classification differs to WoRMS",,182
,,Astrononion,,,,antarcticus,,,,Astrononion antarcticus,benthic_forams,Astrononion antarcticus,,,"in PBDB, but classification differs to WoRMS",,183
,,Astrononion,,,,echolsi,,,,Astrononion echolsi,benthic_forams,Astrononion echolsi,,,"in PBDB, but classification differs to WoRMS",,184
,,Astrononion,,,,parki,,,,Astrononion parki,benthic_forams,Astrononion parki,,,"in PBDB, but classification differs to WoRMS",,185
,,Astrononion,,,,sp.,,,,Astrononion sp.,benthic_forams,Astrononion sp.,,,"in PBDB, but classification differs to WoRMS",,186
,,Astrononion,,,,spp.,,,,Astrononion spp.,benthic_forams,Astrononion spp.,,,"in PBDB, but classification differs to WoRMS",,187
,,Awhea,,,,spp.,,,,Awhea spp.,benthic_forams,Awhea spp.,,"in PBDB but Not accepted, Accepted as Staffia (Schubert, 1911)",,,188
,,Baculogypsina,,,,sphaerulata,,,,Baculogypsina sphaerulata,benthic_forams,Baculogypsina sphaerulata,,,"in PBDB, but classification differs to WoRMS",,189
,,Bathysiphon,,,,sp.,,,,Bathysiphon sp.,benthic_forams,Bathysiphon sp.,,,"in PBDB, so it will be classified correctly",,190
,,Berthelina,,,,intermedia,,,,Berthelina intermedia,benthic_forams,Berthelina  intermedia,,,"in PBDB, so it will be classified correctly",,191
,,Berthelina,,,,sp. 2,,,,Berthelina sp. 2,benthic_forams,Berthelina sp. 2,,,"in PBDB, so it will be classified correctly",,192
,,Bigenerina,,,,nodosaria,,,,Bigenerina nodosaria,benthic_forams,Bigenerina nodosaria,,,"in PBDB, but some taxonomic ranks are missing",,193
,,Bigenerina,,,,sp.,,,,Bigenerina sp.,benthic_forams,Bigenerina sp.,,,"in PBDB, but some taxonomic ranks are missing",,194
,,Bigenerina,,,,spp.,,,,Bigenerina spp.,benthic_forams,Bigenerina spp.,,,"in PBDB, but some taxonomic ranks are missing",,195
,,Bigenerina,,,,sp.,,,,Bigenerina sp.,benthic_forams,Bigerenina sp.,,,"in PBDB, but some taxonomic ranks are missing",,196
,,Biloculina,,,,sp.,,,,Biloculina sp.,benthic_forams,Biloculina sp.,,"in PBDB, but Unaccepted; Accepted as Pyrgo (Defrance, 1824)",,,197
,,Biloculinella,,,,sp.,,,,Biloculinella sp.,benthic_forams,Biloculinella sp.,,,"in PBDB, so it will be classified correctly",,198
,,Bolivina,,,,alata,,,,Bolivina alata,benthic_forams,Bolivina alata,,,"in PBDB, but classification differs to WoRMS",,199
,,Bolivina,,,,aliformis,,,,Bolivina aliformis,benthic_forams,Bolivina aliformis,,,"in PBDB, but classification differs to WoRMS",,200
,,Bolivina,,,,argentea,,,,Bolivina argentea,benthic_forams,Bolivina argentea,,,"in PBDB, but classification differs to WoRMS",,201
,,Bolivina,,,,byramensis,,,,Bolivina byramensis,benthic_forams,Bolivina byramensis,,,"in PBDB, but classification differs to WoRMS",,202
,,Bolivina,,,cf.,robusta,,,,Bolivina cf. robusta,benthic_forams,Bolivina cf. robusta,,,"in PBDB, but classification differs to WoRMS",,203
,,Bolivina,,,,decussata,,,,Bolivina decussata,benthic_forams,Bolivina decussata,,,"in PBDB, but classification differs to WoRMS",,204
,,Bolivina,,,,glutinata,,,,Bolivina glutinata,benthic_forams,Bolivina glutinata,,,"in PBDB, but classification differs to WoRMS",,205
,,Bolivina,,,,huneri,,,,Bolivina huneri,benthic_forams,Bolivina huneri,,,"in PBDB, but classification differs to WoRMS",,206
,,Bolivina,,,,incrassata,,,,Bolivina incrassata,benthic_forams,Bolivina incrassata,,,"in PBDB, but classification differs to WoRMS",,207
,,Bolivina,,,,interjuncta,var.,bicostata,,Bolivina interjuncta var. bicostata,benthic_forams,Bolivina interjuncta var. bicostata,,,"in PBDB, but classification differs to WoRMS",,208
,,Bolivina,,,,lapsus,,,,Bolivina lapsus,benthic_forams,Bolivina lapsus,,,"in PBDB, but classification differs to WoRMS",,209
,,Bolivina,,,,minuta,,,,Bolivina minuta,benthic_forams,Bolivina minuta,,,"in PBDB, but classification differs to WoRMS",,210
,,Bolivina,,,,ordinaria,,,,Bolivina ordinaria,benthic_forams,Bolivina ordinaria,,,"in PBDB, but classification differs to WoRMS",,211
,,Bolivina,,,,pacifica,,,,Bolivina pacifica,benthic_forams,Bolivina pacifica,,,"in PBDB, but classification differs to WoRMS",,212
,,Bolivina,,,,pusilla,,,,Bolivina pusilla,benthic_forams,Bolivina pusilla,,,"in PBDB, but classification differs to WoRMS",,213
,,Bolivina,,,,reticulata,,,,Bolivina reticulata,benthic_forams,Bolivina reticulata,,,"in PBDB, but classification differs to WoRMS",,214
,,Bolivina,,,,robusta,,,,Bolivina robusta,benthic_forams,Bolivina robusta,,,"in PBDB, but classification differs to WoRMS",,215
,,Bolivina,,,,seminuda,,,,Bolivina seminuda,benthic_forams,Bolivina seminuda,,,"in PBDB, but classification differs to WoRMS",,216
,,Bolivina,,,,semitruncata,,,,Bolivina semitruncata,benthic_forams,Bolivina semitruncata,,,"in PBDB, but classification differs to WoRMS",,217
,,Bolivina,,,,sp.,,,,Bolivina sp.,benthic_forams,Bolivina sp.,,,"in PBDB, but classification differs to WoRMS",,218
,,Bolivina,,,cf.,crenulata,,,crenulate,Bolivina cf. crenulata (crenulate),benthic_forams,Bolivina sp. (crenulate),,,"Winter 2021: Ask BF person, how would you  handle this?  comment field (i.e., informal modifier) or formal subspecies modifier? ET: Bolivina sp., cf crenulata NOT a subspecies, just a species similar to crenulata. How do you handle that in the database?",,219
,,Bolivina,,,,sp.,,,smooth flat,Bolivina sp. (smooth flat),benthic_forams,Bolivina sp. (smooth flat),"smooth, flat",,"Winter 2021: Ask BF person, how would you  handle this?  comment field (i.e., informal modifier) or formal subspecies modifier? ET: Bolivina sp., cf crenulata NOT a subspecies, just a species similar to crenulata. How do you handle that in the database?",,220
,,Bolivina,,,,spathulata,,,,Bolivina spathulata,benthic_forams,Bolivina spathulata,,,"in PBDB, but classification differs to WoRMS",,221
,,Bolivina,,,,spissa,,,,Bolivina spissa,benthic_forams,Bolivina spissa,,,"in PBDB, but classification differs to WoRMS",,222
,,Bolivina,,,,spp.,,,,Bolivina spp.,benthic_forams,Bolivina spp.,,,"in PBDB, but classification differs to WoRMS",,223
,,Bolivina,,,,striatula,,,,Bolivina striatula,benthic_forams,Bolivina striatula,,,"in PBDB, but classification differs to WoRMS",,224
,,Bolivina,,,,subaenariensis,,,,Bolivina subaenariensis,benthic_forams,Bolivina subaenariensis,,,"in PBDB, but classification differs to WoRMS",,225
,,Bolivina,,,,translucens,,,,Bolivina translucens,benthic_forams,Bolivina translucens,,,"in PBDB, but classification differs to WoRMS",,226
,,Bolivinella,,,,elegans,,,,Bolivinella elegans,benthic_forams,Bolivinella elegans,,,"in PBDB, so it will be classified correctly",,227
,,Bolivinellina,,,,translucens,,,,Bolivinellina translucens,benthic_forams,Bolivinellina translucens,,,"in PBDB, but classification differs to WoRMS",,228
,,Bolivinita,,,,elegantissima,,,,Bolivinita elegantissima,benthic_forams,Bolivinita elegantissima,,,"in PBDB, but classification differs to WoRMS",,229
,,Bolivinita,,,,pliozea,,,,Bolivinita pliozea,benthic_forams,Bolivinita pliozea,,,"in PBDB, but classification differs to WoRMS",,230
,,Bolivinita,,,,pohana,,,,Bolivinita pohana,benthic_forams,Bolivinita pohana,,,"in PBDB, but classification differs to WoRMS",,231
,,Bolivinita,,,,quadrilatera,,,,Bolivinita quadrilatera,benthic_forams,Bolivinita quadrilatera,,,"in PBDB, but classification differs to WoRMS",,232
,,Bolivinopsis,,,,compta,,,,Bolivinopsis compta,benthic_forams,Bolivinopsis compta,,,"in PBDB, but classification differs to WoRMS",,233
,,Bolivina,,,,pseudoplicata,,,,Bolivina pseudoplicata,benthic_forams,Bolvina pseudoplicata,,,in PBDB,,234
,,Bolivina,,,,subaenariensis,,,,Bolivina subaenariensis,benthic_forams,Bolvina subaenariensis,,,in PBDB,,235
,,Borelis,,,,melo,,,,Borelis melo,benthic_forams,Borelis melo,,,"in PBDB, so it will be classified correctly (Borelis Montfort 1808)",,236
,,Borelis,,,,spp.,,,,Borelis spp.,benthic_forams,Borelis spp.,,,"in PBDB, so it will be classified correctly (Borelis Montfort 1808)",,237
,,Brizalina,,,,alata,,,,Brizalina alata,benthic_forams,Brizalina alata,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,,238
,,Brizalina,,,cf.,difformis,,,,Brizalina cf. difformis,benthic_forams,Brizalina cf. difformis,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,,239
,,Brizalina,,,cf.,dilatata,,,,Brizalina cf. dilatata,benthic_forams,Brizalina cf. dilatata,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,,240
,,Brizalina,,,,dilatata,,,,Brizalina dilatata,benthic_forams,Brizalina dilatata,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,,241
,,Brizalina,,,,earlandi,,,,Brizalina earlandi,benthic_forams,Brizalina earlandi,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,,242
,,Brizalina,,,,pacifica,,,,Brizalina pacifica,benthic_forams,Brizalina pacifica,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,,243
,,Brizalina,,,,pusilla,,,,Brizalina pusilla,benthic_forams,Brizalina pusilla,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,,244
,,Brizalina,,,,semilineata,,,,Brizalina semilineata,benthic_forams,Brizalina semilineata,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,,245
,,Brizalina,,,,sp.,,,,Brizalina sp.,benthic_forams,Brizalina sp.,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,,246
,,Brizalina,,,,spathulata,,,,Brizalina spathulata,benthic_forams,Brizalina spathulata,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,,247
,,Brizalina,,,,spp.,,,,Brizalina spp.,benthic_forams,Brizalina spp.,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,,248
,,Brizalina,,,,striatula,,,,Brizalina striatula,benthic_forams,Brizalina striatula,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,,249
,,Buccella,,,,frigida,,,,Buccella frigida,benthic_forams,Buccella frigida,,,"in PBDB, but classification differs to WoRMS",,250
,,Buccella,,,,inusitata,,,,Buccella inusitata,benthic_forams,Buccella inusitata,,,"in PBDB, but classification differs to WoRMS",,251
,,Buccella,,,,sp.,,,,Buccella sp.,benthic_forams,Buccella sp.,,,"in PBDB, but classification differs to WoRMS",,252
,?,Bulbobaculites,,,,sp.,,,,? Bulbobaculites sp.,benthic_forams,Bulbobaculites ?,,,"in PBDB, so it will be classified correctly",,253
,,Bulbobaculites,,,,problematicus,,,,Bulbobaculites problematicus,benthic_forams,Bulbobaculites problematicus,,,"in PBDB, so it will be classified correctly",,254
,,Bulbobaculites,,,,sp.,,,,Bulbobaculites sp.,benthic_forams,Bulbobaculites sp.,,,"in PBDB, so it will be classified correctly",,255
,,Bulimina,,,,acanthia,,,,Bulimina acanthia,benthic_forams,Bulimina acanthia,,,"in PBDB, but classification differs to WoRMS",,256
,,Bulimina,,,,aculeata,,,,Bulimina aculeata,benthic_forams,Bulimina aculeata,,,"in PBDB, but classification differs to WoRMS",,257
,,Bulimina,,,,alazanensis,,,,Bulimina alazanensis,benthic_forams,Bulimina alazanensis,,,"in PBDB, but classification differs to WoRMS",,258
,,Bulimina,,,,barbata,,,,Bulimina barbata,benthic_forams,Bulimina barbata,,,"in PBDB, but classification differs to WoRMS",,259
,,Bulimina,,,,bortonica,,,,Bulimina bortonica,benthic_forams,Bulimina bortonica,,,"in PBDB, but classification differs to WoRMS",,260
,,Bulimina,,,cf.,alazanensis,,,,Bulimina cf. alazanensis,benthic_forams,Bulimina cf. alazanensis,,,"in PBDB, but classification differs to WoRMS",,261
,,Bulimina,,,,costata,,,,Bulimina costata,benthic_forams,Bulimina costata,,,"in PBDB, but classification differs to WoRMS",,262
,,Bulimina,,,,elongata,,,,Bulimina elongata,benthic_forams,Bulimina elongata,,,"in PBDB, but classification differs to WoRMS",,263
,,Bulimina,,,,forticosta,,,,Bulimina forticosta,benthic_forams,Bulimina forticosta,,,"in PBDB, but classification differs to WoRMS",,264
,,Bulimina,,,,gibba,,,,Bulimina gibba,benthic_forams,Bulimina gibba,,,"in PBDB, but classification differs to WoRMS",,265
,,Bulimina,,,,glomarchallengeri,,,,Bulimina glomarchallengeri,benthic_forams,Bulimina glomarchallengeri,,,"in PBDB, but classification differs to WoRMS",,266
,,Bulimina,,,,impendens,,,,Bulimina impendens,benthic_forams,Bulimina impendens,,,"in PBDB, but classification differs to WoRMS",,267
,,Bulimina,,,,inflata,,,,Bulimina inflata,benthic_forams,Bulimina inflata,,,"in PBDB, but classification differs to WoRMS",,268
,,Bulimina,,,,jarvisi,,,,Bulimina jarvisi,benthic_forams,Bulimina jarvisi,,,"in PBDB, but classification differs to WoRMS",,269
,,Bulimina,,,,macilenta,,,,Bulimina macilenta,benthic_forams,Bulimina macilenta,,,"in PBDB, but classification differs to WoRMS",,270
,,Bulimina,,,,marginata,,,,Bulimina marginata,benthic_forams,Bulimina marginata,,,"in PBDB, but classification differs to WoRMS",,271
,,Bulimina,,,,mexicana,,,,Bulimina mexicana,benthic_forams,Bulimina mexicana,,,"in PBDB, but classification differs to WoRMS",,272
,,Bulimina,,,,midwayensis,,,,Bulimina midwayensis,benthic_forams,Bulimina midwayensis,,,"in PBDB, but classification differs to WoRMS",,273
,,Bulimina,,,,miolaevis,,,,Bulimina miolaevis,benthic_forams,Bulimina miolaevis,,,"in PBDB, but classification differs to WoRMS",,274
,,Bulimina,,,,pupoides,,,,Bulimina pupoides,benthic_forams,Bulimina pupoides,,,"in PBDB, but classification differs to WoRMS",,275
,,Bulimina,,,,pupula,,,,Bulimina pupula,benthic_forams,Bulimina pupula,,,"in PBDB, but classification differs to WoRMS",,276
,,Bulimina,,,,rostrata,,,,Bulimina rostrata,benthic_forams,Bulimina rostrata,,,"in PBDB, but classification differs to WoRMS",,277
,,Bulimina,,,,serratospina,,,,Bulimina serratospina,benthic_forams,Bulimina serratospina,,,"in PBDB, but classification differs to WoRMS",,278
,,Bulimina,,,,sp.,,,,Bulimina sp.,benthic_forams,Bulimina sp.,,,"in PBDB, but classification differs to WoRMS",,279
,,Bulimina,,,,spp.,,,,Bulimina spp.,benthic_forams,Bulimina spp.,,,"in PBDB, but classification differs to WoRMS",,280
,,Bulimina,,,,striata,,,,Bulimina striata,benthic_forams,Bulimina striata,,,"in PBDB, but classification differs to WoRMS",,281
,,Bulimina,,,,striata,,,group,Bulimina striata (group),benthic_forams,Bulimina striata gr.,,,"Ask BF person, how would you  handle this?  comment field (i.e., informal modifier) or formal subspecies modifier?",,282
,,Bulimina,,,,subbortonica,,,,Bulimina subbortonica,benthic_forams,Bulimina subbortonica,,,"in PBDB, but classification differs to WoRMS",,283
,,Bulimina,,,,thanetensis,,,,Bulimina thanetensis,benthic_forams,Bulimina thanetensis,,,"in PBDB, but classification differs to WoRMS",,284
,,Bulimina,,,,translucens,,,,Bulimina translucens,benthic_forams,Bulimina translucens,,,"in PBDB, but classification differs to WoRMS",,285
