name,pbdb_taxon_id,taxon_group,verbatim_name,comment
Siphonosphaera martensi,298,radiolarians,Siphonosphaera martensi,
Siphonosphaera polysiphonia,298,radiolarians,Siphonosphaera polysiphonia,
Siphonosphaera tenera,298,radiolarians,Siphonosphaera tenera,
Siphonosphaera vesuvius,298,radiolarians,Siphonosphaera vesuvius,
Siphostichartus corona,650,radiolarians,Siphostichoartus corona,
Siphotextularia rolshauseni,2550,benthic_forams,Siphotextularia rolshauseni,
Siphotextularia sp.,2550,benthic_forams; benthic_forams,Siphotextularia sp.; Siphotextularia,
Siphotextularia subcylindrica,2550,benthic_forams,Siphotextularia subcylindrica,
Siphotextularia wairoana,2550,benthic_forams; benthic_forams,Siphotextularia wairoana; Siphotexturalia wairoana,genus mispelled
Siphouvigerina ampullacea,2551,benthic_forams,Siphouvigerina ampullacea,
Siphouvigerina canariensis,2551,benthic_forams,Siphouvigerina canariensis,
Siphouvigerina hispida,2551,benthic_forams,Siphouvigerina hispida,
Siphouvigerina interrupta,2551,benthic_forams,Siphouvigerina interrupta,
Siphouvigerina notohispida,2551,benthic_forams,Siphouvigerina notohispida >1000 m,
Siphouvigerina plebeja,2551,benthic_forams,Siphouvigerina plebeja,
Siphouvigerina porrecta,2551,benthic_forams,Siphouvigerina porrecta,
Siphouvigerina sp.,2551,benthic_forams; benthic_forams,Siphouvigerina sp.; Siphouvigerina,
Skeletonemaceae indet.,433269,diatoms; diatoms,Skeletonemopsis and Skeletonema grp.; Skeletonemopsis and Skeletonema grp,group; group
Skeletonemopsis barbadensis,432922,diatoms,Skeletonemopsis barbabadensis,
Skeletonemopsis mahoodii,432922,diatoms,Skeletonemopsis mahoodii,
Sliteria sp.,429520,benthic_forams,Sliteria,
Solenosphaera omnitubus,299,radiolarians,Solenosphaera omnitubus,synonym
Solenosphaera omnitubus omnitubus,299,radiolarians,Solenosphaera omnitubus omnitubus,synonym
Solenosphaera quadrata,299,radiolarians,Solenosphaera quadrata,synonym
Solidopons petrae,424282,nannofossils,Solidopons petrae,
Sorites orbiculus,2560,benthic_forams,Sorites orbiculus,
Sorites spp.,2560,benthic_forams,Sorites spp.,
Speetonia colligata,87807,nannofossils,Speetonia colligata,
Speetonia sp.,87807,nannofossils,Speetonia sp.,
Sphaerogypsina globulus,2566,benthic_forams,Sphaerogypsina globulus,
Sphaeroidina bulloides,2567,benthic_forams; benthic_forams; benthic_forams,Sphaeroidina bulloides; Spheroidina bulloids; Spheroidina bulloides,genus & species mispelled; genus mispelled
Sphaeroidina spp.,2567,benthic_forams,Sphaeroidina spp.,
Sphaeroidinella dehiscens,2568,planktic_forams,Sphaeroidinella dehiscens,
Sphaeroidinella disjuncta,2568,planktic_forams,Sphaeroidinella disjuncta,
Sphaeroidinella excavata,2568,planktic_forams,Sphaeroidinella excavata,
Sphaeroidinella s.l. dahiscens,2568,planktic_forams,Sphaeroidinella dahiscens sensu lato,
Sphaeroidinella s.l. dehiscens,2568,planktic_forams; planktic_forams,Sphaeroidinella dehiscens sensu lato _B_; Sphaeroidinella dehiscens s.l.,
Sphaeroidinellopsis disjuncta,2569,planktic_forams; planktic_forams; planktic_forams,Sphaeroidinellopsis disjuncta; Spharoidinellopsis disjuncta; Sphaeroidnellopsis disjuncta,genus misspelled
Sphaeroidinellopsis hancocki,2569,planktic_forams,Sphaeroidinellopsis hancocki,
Sphaeroidinellopsis kochi,2569,planktic_forams; planktic_forams; planktic_forams,Sphaeroidinellopsis kochi; Sphaeroidinellopsis kochi _T_; Sphaeroidinellopsis kochi _T,
Sphaeroidinellopsis multiloba,2569,planktic_forams,Sphaeroidinellopsis multiloba,
Sphaeroidinellopsis paenedehiscens,2569,planktic_forams,Sphaeroidinellopsis paenedehiscens,
Sphaeroidinellopsis seminulina,2569,planktic_forams; planktic_forams; planktic_forams,Sphaeroidinellopsis seminulina _T_ _PL4_; Sphaeroidinellopsis seminulina; Sphaeroidinellopsis seminulina _T_ _PL4,
Sphaeroidinellopsis sp.,2569,planktic_forams,Sphaeroidinellopsis sp.,
Sphaeroidinellopsis subdehiscens,2569,planktic_forams,Sphaeroidinellopsis subdehiscens,
Sphaeropyle antarctica,302,radiolarians,Sphaeropyle antarctica,
Sphaeropyle langii,302,radiolarians,Sphaeropyle langii,
Sphaeropyle langii-robusta,302,radiolarians,Sphaeropyle langii/robusta group,
Sphaeropyle robusta,302,radiolarians,Sphaeropyle robusta,
Sphaeropyle tetrapila,302,radiolarians,Sphaeropyle tetrapila,
Sphaerozoum punctatum,304,radiolarians,Sphaerozoum punctatum,
Sphagnum sp.,321353,palynology; palynology,Spores of Sphagnum; Sphagnum,
Sphenolithus abies,255390,nannofossils,Sphenolithus abies,
Sphenolithus akropodus,255390,nannofossils,Sphenolithus akropodus,
Sphenolithus anarrhopus,255390,nannofossils,Sphenolithus anarrhopus,
Sphenolithus arthurii,255390,nannofossils,Sphenolithus arthurii,
Sphenolithus aubryae,255390,nannofossils,Sphenolithus aubryae,
Sphenolithus belemnos,255390,nannofossils,Sphenolithus belemnos,
Sphenolithus calyculus,255390,nannofossils,Sphenolithus calyculus,
Sphenolithus capricornutus,255390,nannofossils,Sphenolithus capricornutus,
Sphenolithus celsus,255390,nannofossils,Sphenolithus celsus,
Sphenolithus cf. abies,255390,nannofossils,Sphenolithus cf. abies,
Sphenolithus cf. belemnos,255390,nannofossils,Sphenolithus cf. belemnos,
Sphenolithus cf. delphix,255390,nannofossils,Sphenolithus cf. delphix,
Sphenolithus cf. neoabies,255390,nannofossils,Sphenolithus cf. neoabies,
Sphenolithus ciperoensis,255390,nannofossils,Sphenolithus ciperoensis,
Sphenolithus compactus,255390,nannofossils,Sphenolithus compactus,
Sphenolithus conicus,255390,nannofossils,Sphenolithus conicus,
Sphenolithus conspicuus,255390,nannofossils,Sphenolithus conspicuus,
Sphenolithus cuniculus,255390,nannofossils,Sphenolithus cuniculus,
Sphenolithus delphix,255390,nannofossils,Sphenolithus delphix,
Sphenolithus disbelemnos,255390,nannofossils,Sphenolithus disbelemnos,
Sphenolithus dissimilis,255390,nannofossils,Sphenolithus dissimilis,
Sphenolithus distentus,255390,nannofossils,Sphenolithus distentus,
Sphenolithus editus,255390,nannofossils,Sphenolithus editus,
Sphenolithus furcatolithoides,255390,nannofossils,Sphenolithus furcatolithoides,
Sphenolithus furcatolithoides morph A,255390,nannofossils,Sphenolithus furcatolithoides morph A,
Sphenolithus furcatolithoides morph B,255390,nannofossils,Sphenolithus furcatolithoides morph B,
Sphenolithus grandis,255390,nannofossils,Sphenolithus grandis,
Sphenolithus hetermorphus,255390,nannofossils,Sphenolithus hetermorphus,
Sphenolithus heteromorphus,255390,nannofossils; nannofossils,Sphenolithus heteromorphus; Sphenolithus heteromorpha,
Sphenolithus moriformis,255390,nannofossils; nannofossils,Sphenolithus moriformis gr.; Sphenolithus moriformis,
Sphenolithus neoabies,255390,nannofossils,Sphenolithus neoabies,
Sphenolithus obtusus,255390,nannofossils,Sphenolithus obtusus,
Sphenolithus orphanknollensis,255390,nannofossils,Sphenolithus orphanknollensis,
Sphenolithus pospichalii,255390,nannofossils,Sphenolithus pospichalii,
Sphenolithus predistentus,255390,nannofossils,Sphenolithus predistentus,
Sphenolithus primus,255390,nannofossils,Sphenolithus primus,
Sphenolithus pseudoheteromorphus,255390,nannofossils,Sphenolithus pseudoheteromorphus,
Sphenolithus pseudoradians,255390,nannofossils,Sphenolithus pseudoradians,
Sphenolithus radians,255390,nannofossils,Sphenolithus radians,
Sphenolithus runus,255390,nannofossils,Sphenolithus runus,
Sphenolithus spiniger,255390,nannofossils,Sphenolithus spiniger,
Sphenolithus spp.,255390,nannofossils,Sphenolithus spp.,
Sphenolithus strigosus,255390,nannofossils,Sphenolithus strigosus,
Sphenolithus tribulosus,255390,nannofossils,Sphenolithus tribulosus,
Sphenolithus villae,255390,nannofossils,Sphenolithus villae,
Sphynctolethus pacificus,71274,diatoms,Sphynctolethus pacificus,
Spinidinium macmurdoense,277897,dinoflagellates,Spinidinium macmurdoense,
Spinidinium schellenbergii,277897,dinoflagellates,Spinidinium schellenbergii,
Spiniferites belerius,264663,dinoflagellates,Spiniferites belerius,
Spiniferites elongatus,264663,palynology,Spiniferites elongatus,
Spiniferites mirabilis,264663,palynology,Spiniferites mirabilis,
Spiniferites ramosus,264663,palynology,Spiniferites ramosus,
Spiniferites spp.,264663,dinoflagellates,Spiniferites spp.,
Spirillina sp.,2582,benthic_forams,Spirillina sp.,
Spirillina spp.,2582,benthic_forams,Spirillina spp.,
Spirocyrtis sp.,654,radiolarians,Spirocyrtis sp.,
Spiroloculina bradyi,2589,benthic_forams,Spiroloculina bradyi,
Spiroloculina canaliculata,2589,benthic_forams,Spiroloculina canaliculata,
Spiroloculina corrugata,2589,benthic_forams,Sprioloculina corrugata,
Spiroloculina depressa,2589,benthic_forams,Spiroloculina depressa,
Spiroloculina excavata,2589,benthic_forams,Spiroloculina excavata,
Spiroloculina rotunda,2589,benthic_forams,Spiroloculina rotunda,
Spiroloculina sp.,2589,benthic_forams; benthic_forams; benthic_forams; benthic_forams,Spiroloculina sp. N/A; Spiroloculina; Spiroculina sp.; Spiroloculina sp.,
Spiroloculina spp.,2589,benthic_forams; benthic_forams,Spiroloculina spp.; Spiroloculina spp.?,
Spiroloculina tenui,2589,benthic_forams,Spiroloculina tenui,
Spirophthalmidium cf. actuimargo,240113,benthic_forams,Spirophtalmidium cf. actuimargo,
Spiroplectammina cubensis,2592,benthic_forams,Spiroplectammina cubensis,
Spiroplectammina sp.,2592,benthic_forams,Spiroplectammina sp.,
Spiroplectammina sp. A,2592,benthic_forams,Spiroplectammina sp. A,
Spiroplectammina spectabilis,2592,benthic_forams,Spiroplectammina spectabilis,
Spiroplectammina spectablis,2592,benthic_forams,Spiroplectammina spectablis,
Spiroplectammina spp.,2592,benthic_forams,Spiroplectammina spp.,
Spiroplectammina steinekei,2592,benthic_forams,Spiroplectammina steinekei,
Spiroplectella earlandi,429518,benthic_forams,Spiroplectella earlandi,
Spiroplectinata annectens,2594,benthic_forams,Spiroplectinata annectens,
Spiroplectinella sp.,2595,benthic_forams,Spirolectinella,
Spiroplectoides cubensis,351886,benthic_forams,Spiroplectoides cubensis,
Spirosigmoilina distorta,2597,benthic_forams,Spirosigmoilina distorta,
Spirosigmoilina pusilla,2597,benthic_forams,Spirosigmoilina pusilla,
Spirosigmoilina tenuis,2597,benthic_forams; benthic_forams,Spirosigmoilina tenuis; Spirosigmoilopsis tenuis,genus misspelled
Spirosigmoilinella compressa,2598,benthic_forams; benthic_forams,Spirosigmoilinella compressa; Spirosigmoillina compressa,genus misspelled
Spirosigmoilinella sp.,2598,benthic_forams,Spirosigmoilinella  sp.,
Spirotextularia fistulosa,429515,benthic_forams,Spirotextularia fistulosa,
Spirotextularia spp.,429515,benthic_forams,Spirotextularia spp.,
Spirotextularia tubulosa,429515,benthic_forams,Spirotextularia tubulosa,
Spongaster berminghami,306,radiolarians,Spongaster berminghami,
Spongaster pentas,306,radiolarians,Spongaster pentas,
Spongaster tetras,306,radiolarians,Spongaster tetras,
Spongaster tetras tetras,306,radiolarians,Spongaster tetras tetras,
Spongatractus balbis,308,radiolarians,Spongatractus balbis,
Spongatractus pachystylus,308,radiolarians,Spongatractus pachystylus,
Spongocore puella,314,radiolarians,Spongocore puella,
Spongocore sp.,314,radiolarians,Spongocore sp.,
Spongodiscus cruciferus,315,radiolarians,Spongodiscus cruciferus,
Spongodiscus resurgens,315,radiolarians,Spongodiscus resurgens,
Spongodiscus rhabdostylus,315,radiolarians,Spongodiscus rhabdostylus,
Spongodiscus sp.,315,radiolarians; radiolarians,Spongodiscus sp.; Spongodiscus sp. (Ling 1973),
Spongoplegma sp.,319,radiolarians,Spongoplegma sp.,
Spongopyle osculosa,321,radiolarians,Spongopyle osculosa,
Spongosphaera sp.,152639,radiolarians,Spongosphaera sp.,
Spongotrochus glacialis,326,radiolarians,Spongotrochus glacialis,
Spongotrochus sp. A,326,radiolarians,Spongotrochus sp. A Abelmann,
Spongurus bilobatus,328,radiolarians,Spongurus bilobatus,
Spongurus cylindricus,328,radiolarians,Spongurus cylindricus,
Spongurus pylomaticus,328,radiolarians,Spongurus pylomaticus,
Spongurus sp.,328,radiolarians,Spongurus sp.,
Stainforthia aff. fusiformis,2606,benthic_forams,Stainforthia aff. fusiformis,
Stainforthia complanata,2606,benthic_forams,Stainforthia complanata,
Stainforthia exilis var. tenuata,2606,benthic_forams,Stainforthia exilis var. tenuata,
Stainforthia fusiformis,2606,benthic_forams,Stainforthia fusiformis,
Stainforthia sandiegoensis,2606,benthic_forams,Stainforthia sandiegoensis,
Stainforthia sp.,2606,benthic_forams,Stainforthia sp.,
Stainforthia spp.,2606,benthic_forams,Stainforthia spp.,
Stainforthia tenuata,2606,benthic_forams,Stainforthia tenuata,
Staurolithites angustus,87876,nannofossils,Staurolithites angustus,
Staurolithites flavus,87876,nannofossils,Staurolithites flavus,
Staurolithites gausorhethium,87876,nannofossils,Staurolithites gausorhethium,
Staurolithites mutterlosei,87876,nannofossils,Staurolithites mutterlosei,
Staurolithites siesseri,87876,nannofossils,Staurolithites siesseri,
Staurolithites sp.,87876,nannofossils,Staurolithites,
Staurolithites spp.,87876,nannofossils,Staurolithites spp.,
Stauroneis spp.,442332,diatoms,Stauroneis spp.,
Stauroxiphos communis,432808,radiolarians,Stauroxiphos communis,
Stellarima microtrias,71275,diatoms,Stellarima microtrias,
Stellarima stellaris,71275,diatoms,Stellarima stellaris,
Stensioeina beccariiformis,2612,benthic_forams,Stensioeina beccariiformis,
Stephanocha Distephanus pseudofibula,434215,diatoms,Stephanocha (Distephanus) pseudofibula,
Stephanodiscus astraea,351512,diatoms,Stephanodiscus astraea,
Stephanonycites variegatus,433875,diatoms,Stephanonycites variegatus,
Stephanopyxis dimorpha,71276,diatoms,Stephanopyxis dimorpha,
Stephanopyxis grunowii,71276,diatoms,Stephanopyxis grunowii,
Stephanopyxis horridus,71276,diatoms,Stephanopyxis horridus,
Stephanopyxis palmeriana,71276,diatoms,Stephanopyxis palmeriana,
Stephanopyxis sp.,71276,diatoms,Stephanopyxis sp. C MSSTS,
Stephanopyxis spinossima,71276,diatoms,Stephanopyxis spinossima,
Stephanopyxis spp.,71276,diatoms,Stephanopyxis spp.,
Stephanopyxis turris,71276,diatoms,Stephanopyxis turris,
Stichocorys armata,663,radiolarians,Stichocorys armata,
Stichocorys delmontensis,663,radiolarians,Stichocorys delmontensis,
Stichocorys johnsoni,663,radiolarians,Stichocorys johnsoni,
Stichocorys peregrina,663,radiolarians; radiolarians,Stichocorys peregrina; Stichocorys pergrina,
Stichocorys seriata,663,radiolarians,Stichocorys seriata,
Stichocorys sp.,663,radiolarians,Stichocorys sp.,
Stichocorys spp.,663,radiolarians,Stichocorys spp. group,
Stichocorys wolffii,663,radiolarians,Stichocorys wolffii,
Stictodiscus hardmanianus,82174,diatoms,Stictodiscus hardmanianus,
Stilostomella abyssorum,2616,benthic_forams,Stilostomella abyssorum,
Stilostomella antillea,2616,benthic_forams,Stilostomella antillea,
Stilostomella consobrina,2616,benthic_forams,Stilostomella consobrina,
Stilostomella fistuca,2616,benthic_forams,Stilostomella fistuca,
Stilostomella gracillima,2616,benthic_forams,Stilostomella gracillima,
Stilostomella holoserica,2616,benthic_forams,Stilostomella holoserica,
Stilostomella lepidula,2616,benthic_forams,Stilostomella lepidula,
Stilostomella paleocenica,2616,benthic_forams,Stilostomella paleocenica,
Stilostomella sp.,2616,benthic_forams; benthic_forams,Stilostomella; Stilostomella sp.,
Stilostomella spp.,2616,benthic_forams; benthic_forams,Stilostominella spp.; Stilostomella spp.,
Stilostomella subspinosa,2616,benthic_forams,Stilostomella subspinosa,
Stilostomella subtertenuata,2616,benthic_forams,Stilostomella subtertenuata,
Stilostomellidae indet.,155931,benthic_forams; benthic_forams,Stillostomellidae indet.; Stillostomellids,
Stoverius achylosus,87845,nannofossils,Stoverius achylosus,
Stoverius coronatus,87845,nannofossils,Stoverius coronatus,
Streblacantha circumtexta,452867,radiolarians,additional species: Streblacantha circumtexta,
Strictocostella scharbergana,2627,benthic_forams,Strictocostella scharbergana,
Strictocostella sp.,2627,benthic_forams,Strictocostella sp.,
Stylacontarium acquilonium,85204,radiolarians,Stylacontarium acquilonium,
Stylatractus ? plato,346,radiolarians,Stylatractus plato?,
Stylatractus neptunus,346,radiolarians,Stylatractus neptunus,
Stylatractus santaeannae,346,radiolarians,Stylatractus santaeannae,
Stylatractus sp.,346,radiolarians,Stylatractus sp.,
Stylatractus universus,346,radiolarians,Stylatractus universus,
Stylochlamydium asteriscus,347,radiolarians,Stylochlamydium asteriscus,
Stylochlamydium bensoni,347,radiolarians,Stylochlamydium bensoni,
Stylochlamydium venustum,347,radiolarians; radiolarians,Stylochlamidium  venustum; Stylochlamydium venustum,
Stylodictya aculeata,349,radiolarians,Stylodictya aculeata,
Stylodictya arachnia,349,radiolarians,Stylodictya arachnia,
Stylodictya multispina,349,radiolarians,Stylodictya multispina,
Stylodictya sp.,349,radiolarians,Stylodictya sp.,
Stylodictya spp.,349,radiolarians,Stylodictya spp.,
Stylodictya tenuispina,349,radiolarians,Stylodictya tenuispina,
Stylodictya validispina,349,radiolarians; radiolarians,Stylodictya validispina; Stilodictya validispina,
Stylosphaera minor,350,radiolarians,Stylosphaera minor,
Stylosphaera sp.,350,radiolarians,Stylosphaera sp.,
Stylotrochus nitidus,165526,radiolarians,Stylotrochus nitidus,
Subbotina angiporoides,2631,planktic_forams,Subbotina angiporoides,
Subbotina angiporoides minima,2631,planktic_forams,Subbotina angiporoides minima,
Subbotina brevis,2631,planktic_forams,Subbotina brevis,
Subbotina cancellata,2631,planktic_forams; planktic_forams,additional species: Subbotina cancellata; Subbotina cancellata,
Subbotina corpulenta,2631,planktic_forams; planktic_forams,Subbotina corpulenta (Subbotina) 1953 p 76-78 pl IX figs 5-7 pl X figs 2-4; Subbotina corpulenta,
Subbotina crociapertura,2631,planktic_forams,Subbotina crociapertura,
Subbotina eocaena,2631,planktic_forams,Subbotina eocaena,
Subbotina eocaenica,2631,planktic_forams,Subbotina eocaenica,
Subbotina eoceana,2631,planktic_forams,Subbotina eoceana,
Subbotina euapertura,2631,planktic_forams,Subbotina euapertura,
Subbotina gortanii,2631,planktic_forams,Subbotina gortanii,
Subbotina hagni,2631,planktic_forams,Subbotina hagni,
Subbotina hornibrooki,2631,planktic_forams,Subbotina hornibrooki,
Subbotina inaequispira,2631,planktic_forams,Subbotina inaequispira,
Subbotina jacksonensis,2631,planktic_forams,Subbotina jacksonensis,
Subbotina linaperta,2631,planktic_forams,Subbotina linaperta,
Subbotina lozanoi,2631,planktic_forams,Subbotina lozanoi,
Subbotina patagonica,2631,planktic_forams,Subbotina patagonica,
Subbotina pseudoeocaena,2631,planktic_forams,Subbotina pseudoeocaena,
Subbotina roesnaesensis,2631,planktic_forams,Subbotina roesnaesensis,
Subbotina s.l. eocaena,2631,planktic_forams,Subbotina eocaena s.l.,
Subbotina s.l. linaperta,2631,planktic_forams,Subbotina linaperta s.l.,
Subbotina senni,2631,planktic_forams,Subbotina senni,
Subbotina spp.,2631,planktic_forams,Subbotina spp.,
Subbotina triangularis,2631,planktic_forams,Subbotina triangularis,
Subbotina triloculinoides,2631,planktic_forams,Subbotina triloculinoides,
Subbotina trivialis,2631,planktic_forams,Subbotina trivialis,
Subbotina utilisindex,2631,planktic_forams; planktic_forams,"Subbotina utilisindex (Jenkins and Orr, 1973); Subbotina utilisindex",
Subbotina utilsindex,2631,planktic_forams,Subbotina utilsindex,
Subbotina velascoensis,2631,planktic_forams,Subbotina velascoensis,
Subbotina yeguaensis,2631,planktic_forams; planktic_forams,"Subbotina yeguaensis; Subbotina yeguaensis (Weinierl & Applin, 1929)",
Subreophax aduncus,247340,benthic_forams,Subreophax aduncus,
Subreophax cf. scalaris,247340,benthic_forams,Subreophax sp. cf. Subreophax scalaris,
Subreophax scalaris,247340,benthic_forams,Subreophax scalaris,
Surirella fluminensis,433619,diatoms,Surirella fluminensis,
Surirella spp.,433619,diatoms,Surirella spp.,
Synedra jouseana,82175,diatoms,Synedra jouseana,
Synedra miocenica,82175,diatoms,Synedra miocenica,
Synedra sp.1,82175,diatoms,Synedra sp.1,
Synedra spp.,82175,diatoms,Synedra spp.,
Synedra tabulata var. rupicola,82175,diatoms,Synedra tabulata var. rupicola,
Synedra unla,82175,diatoms,Synedra ulna,
Synedropsis cheethamii,433420,diatoms,Synedropsis cheethamii,
Synedropsis sp.,433420,diatoms,Synedropsis sp.,
Synedropsis sp. C,433420,diatoms,Synedropsis sp. C,
Synedropsis spp.,433420,diatoms,Syndedropsis spp.,
Syracosphaera histrica,270678,nannofossils,Syracosphaera histrica,
Syracosphaera lamina,270678,nannofossils,Syracosphaera lamina,
Syracosphaera pulchra,270678,nannofossils,Syracosphaera pulchra,
Syracosphaera spp.,270678,nannofossils; nannofossils; nannofossils,Syracosphaera spp.; Syracosphaera spp. (Paleogene); Syracosphaera spp. (Neogene),
Tabellaria spp.,442336,diatoms,tabellaria spp.,
Takayanagia delicata,2643,benthic_forams,Takayanagia delicata,
Tamarix sp.,434786,palynology,Tamarix,
Tappanina laciniosa,2647,benthic_forams,Tappanina laciniosa,
Tappanina selmensis,2647,benthic_forams,Tappanina selmensis,
Tappanina sp.,2647,benthic_forams,Tappanina sp.,
Taraxacum sp.,435008,palynology,Taraxacum,
Taxus sp.,434997,palynology,Taxus,this is a homonym of a mammal already in the PBDB
Technitella sp.,2650,benthic_forams,Technitella sp.,
Tegumentum sp.,87860,nannofossils,Tegumentum,
Tegumentum stradneri,87860,nannofossils,Tegumentum stradneri,
Tenuitella anfracta,2652,planktic_forams,Tenuitella anfracta,
Tenuitella angustiumbilicata,2652,planktic_forams,Tenuitella angustiumbilicata,
Tenuitella clemenciae,2652,planktic_forams,Tenuitella clemenciae,
Tenuitella gemma,2652,planktic_forams; planktic_forams,Tenuitella gemma; additional species: Tenuitella gemma,
Tenuitella munda,2652,planktic_forams; planktic_forams,Tenuitella munda; Tenuitella munda _T_,
Tenuitella sp.,2652,planktic_forams,Tenuitella,
Tenuitella spp.,2652,planktic_forams; planktic_forams,Tenuitutella spp.; Tenuitella spp. N/A,AF: genus is likely Tenuitella
Tenuitellinata angustiumbilicata,423707,planktic_forams,Tenuitellinata angustiumbilicata,
Tenuitellinata praestainforthi,423707,planktic_forams,Tenuitellinata praestainforthi,
Tetracyclus spp.,442339,diatoms,Tetracyclus spp.,
Tetralithoides quadrilaminata,432537,nannofossils,Tetralithoides quadrilaminata,
Tetralithoides symeonidesii,432537,nannofossils,Tetralithoides symeonidesii,
Tetrapodorhabdus decorus,87830,nannofossils,Tetrapodorhabdus decorus,
Tetrapyle octacantha,360,radiolarians; radiolarians,Tetrapyle octacantha; Tetrapyle octacatha,
Tetrapyle sp.,360,radiolarians,Tetrapyle sp.,
Textularia agglutinans,2661,benthic_forams,Textularia agglutinans,
Textularia catenata,2661,benthic_forams,Textularia catenata,
Textularia lateralis,2661,benthic_forams,Textularia lateralis,
Textularia lythostrota,2661,benthic_forams,Textularia lythostrota,
Textularia miozea,2661,benthic_forams,Textularia miozea,
Textularia pseudogramen,2661,benthic_forams,Textularia pseudogramen,
Textularia secasensis,2661,benthic_forams,Textularia secasensis,
Textularia sp.,2661,benthic_forams; benthic_forams,Textularia sp.; Textularia,
Textularia sp. 1,2661,benthic_forams,Textularia sp. 1,
Textularia spp.,2661,benthic_forams; benthic_forams,Texturalia spp.; Textularia spp.,genus misspelled
Textularia zeaggluta,2661,benthic_forams,Textularia zeaggluta,
Textulariella barrettii,2662,benthic_forams,Textulariella barrettii,
Textulariella spp.,2662,benthic_forams,Textulariella spp.?,
Textulariia indet.,434530,benthic_forams; benthic_forams; benthic_forams; benthic_forams; benthic_forams; benthic_forams; benthic_forams; benthic_forams; benthic_forams,Unidentified agglutinants; Agglutinated Foram. gen. et sp. indet.; Agglutinated indet.; Tube-shaped agglutinated form.; Undifferentiated agglutinate; Tube-shaped agglutinated forms; Agglutinated spp. (indeterminate); Agglutinated gen. et sp. indet.; Agglutinated,not a taxa; not a taxa; not a specific taxa; not a specific taxa; not a specific taxa
Thalassionema bacillare,82176,diatoms,Thalassionema bacillare,
Thalassionema bacillaris,82176,diatoms,Thalassionema bacillaris,
Thalassionema frauenfeldii,82176,diatoms,Thalassionema frauenfeldii,
Thalassionema hirosakiensis,82176,diatoms,Thalassionema hirosakiensis,
Thalassionema nitzschioides,82176,diatoms; diatoms,Thalassionema nitzschioides; Thalassionema nitzschoides (Grunow),
Thalassionema nitzschioides var. capitulata,82176,diatoms,Thalassionema nitzschioides var. capitulata,
Thalassionema nitzschioides var. incurvatum,82176,diatoms,Thalassionema nitzschioides var. incurvatum,
Thalassionema nitzschioides var. inflata,82176,diatoms,Thalassionema nitzschioides var. inflata,
Thalassionema nitzschioides var. inflatum,82176,diatoms,Thalassionema nitzschioides var. inflatum,
Thalassionema nitzschioides var. nitzschioides,82176,diatoms,Thalassionema nitzschioides var. nitzschioides,
Thalassionema nitzschioides var. parva,82176,diatoms; diatoms,Thalassionema nitzschioides  var. parva; Thalassionema nitzschioides var. parva,
Thalassionema nitzschioides var. parvum,82176,diatoms,Thalassionema nitzschioides var. parvum,
Thalassionema nitzschoides,82176,diatoms,Thalassionema nitzschoides,
Thalassionema robusta,82176,diatoms,Thalassionema robusta,
Thalassionema schraderi,82176,diatoms,Thalassionema schraderi,
Thalassionema spp.,82176,diatoms,Thalassionema spp.,
"Thalassiosira ""palmeri""",82177,diatoms,Thalassiosira 'palmeri',
Thalassiosira aff. inura,82177,diatoms,Thalassiosira aff. Inura,
Thalassiosira anguste-lineata,82177,diatoms,Thalassiosira anguste-lineata,
Thalassiosira antarctica,82177,diatoms,Thalassiosira antarctica,
Thalassiosira antarctica (Spore),82177,diatoms,Thalassiosira antarctica Spore,
Thalassiosira antarctica (Spores),82177,diatoms,Thalassiosira antarctica Spores,
Thalassiosira antarctica (spore),82177,diatoms,Thalassiosira antarctica spore,
Thalassiosira antarctica (spores),82177,diatoms; diatoms,Thalassiosira antarctica spores; Thalassiosira antrct-spore,
Thalassiosira antiqua,82177,diatoms,Thalassiosira antiqua,
Thalassiosira bioculata,82177,diatoms,Thalassiosira bioculata,
Thalassiosira biora,82177,diatoms,Thalassiosira biora,
Thalassiosira brunii,82177,diatoms,Thalassiosira brunii,
Thalassiosira burckliana,82177,diatoms,Thalassiosira burckliana,
Thalassiosira cf. jacksonii,82177,diatoms,Thalassiosira cf. jacksonii,
Thalassiosira cf. leptopus,82177,diatoms,Thalassiosira cf. leptopus,
Thalassiosira cf. usatschevii,82177,diatoms,Thalassiosira cf. usatschevii,
Thalassiosira complicata,82177,diatoms,Thalassiosira complicata,
Thalassiosira convexa,82177,diatoms,Thalassiosira convexa,
Thalassiosira convexa var. aspinosa,82177,diatoms,Thalassiosira convexa var. aspinosa,
Thalassiosira convexa var. convexa,82177,diatoms,Thalassiosira convexa var. convexa,
Thalassiosira decipens,82177,diatoms,Thalassiosira decipiens,
Thalassiosira eccentrica,82177,diatoms; diatoms; diatoms,Thalassiosira eccentrica; Thalassiosira eccentrica (Ehrenberg); Thalassiosira aff. eccentrica,
Thalassiosira elliptipora,82177,diatoms,Thalassiosira elliptipora,
Thalassiosira fasciculata,82177,diatoms,Thalassiosira fasciculata,
Thalassiosira ferelineata,82177,diatoms,Thalassiosira ferelineata,
Thalassiosira fraga,82177,diatoms,Thalassiosira fraga,
Thalassiosira frauenfeldii,82177,diatoms,Thalassiosira frauenfeldii,
Thalassiosira gersondei,82177,diatoms,Thalassiosira gersondei,
Thalassiosira gracillis,82177,diatoms,Thalassiosira gracilis,
