taxon_group,verbatim_name,name,comment,taxon_name_above_genus,genus_modifier,genus_name,subgenera_modifier,subgenera_name,species_modifier,species_name,subspecies_modifier,subspecies_name,non_taxa_descriptor,comments,pbdb_taxon_id,pbdb_taxon_rank,pbdb_taxon_name
benthic_forams,Spirotextularia tubulosa,Spirotextularia tubulosa,,,,Spirotextularia,,,,tubulosa,,,,,429515,genus,Spirotextularia
radiolarians,Spongaster berminghami,Spongaster berminghami,,,,Spongaster,,,,berminghami,,,,,306,genus,Spongaster
radiolarians,Spongaster pentas,Spongaster pentas,,,,Spongaster,,,,pentas,,,,,306,genus,Spongaster
radiolarians,Spongaster tetras,Spongaster tetras,,,,Spongaster,,,,tetras,,,,,306,genus,Spongaster
radiolarians,Spongaster tetras tetras,Spongaster tetras tetras,,,,Spongaster,,,,tetras,,tetras,,,306,genus,Spongaster
radiolarians,Spongatractus balbis,Spongatractus balbis,,,,Spongatractus,,,,balbis,,,,,308,genus,Spongatractus
radiolarians,Spongatractus pachystylus,Spongatractus pachystylus,,,,Spongatractus,,,,pachystylus,,,,,152641,species,Spongatractus pachystylus
radiolarians,Spongocore puella,Spongocore puella,,,,Spongocore,,,,puella,,,,,314,genus,Spongocore
radiolarians,Spongocore sp.,Spongocore sp.,,,,Spongocore,,,,sp.,,,,,314,genus,Spongocore
radiolarians,Spongodiscus cruciferus,Spongodiscus cruciferus,,,,Spongodiscus,,,,cruciferus,,,,,315,genus,Spongodiscus
radiolarians,Spongodiscus resurgens,Spongodiscus resurgens,,,,Spongodiscus,,,,resurgens,,,,,315,genus,Spongodiscus
radiolarians,Spongodiscus rhabdostylus,Spongodiscus rhabdostylus,,,,Spongodiscus,,,,rhabdostylus,,,,,315,genus,Spongodiscus
radiolarians; radiolarians,Spongodiscus sp.; Spongodiscus sp. (Ling 1973),Spongodiscus sp.,,,,Spongodiscus,,,,sp.,,,,(Ling 1973),315,genus,Spongodiscus
radiolarians,Spongoplegma sp.,Spongoplegma sp.,,,,Spongoplegma,,,,sp.,,,,,319,genus,Spongoplegma
radiolarians,Spongopyle osculosa,Spongopyle osculosa,,,,Spongopyle,,,,osculosa,,,,,321,genus,Spongopyle
radiolarians,Spongosphaera sp.,Spongosphaera sp.,,,,Spongosphaera,,,,sp.,,,,,152639,genus,Spongosphaera
radiolarians,Spongotrochus glacialis,Spongotrochus glacialis,,,,Spongotrochus,,,,glacialis,,,,,326,genus,Spongotrochus
radiolarians,Spongotrochus sp. A Abelmann,Spongotrochus sp. A,,,,Spongotrochus,,,,sp. A,,,,,326,genus,Spongotrochus
radiolarians,Spongurus bilobatus,Spongurus bilobatus,,,,Spongurus,,,,bilobatus,,,,,328,genus,Spongurus
radiolarians,Spongurus cylindricus,Spongurus cylindricus,,,,Spongurus,,,,cylindricus,,,,,328,genus,Spongurus
radiolarians,Spongurus pylomaticus,Spongurus pylomaticus,,,,Spongurus,,,,pylomaticus,,,,,328,genus,Spongurus
radiolarians,Spongurus sp.,Spongurus sp.,,,,Spongurus,,,,sp.,,,,,328,genus,Spongurus
benthic_forams,Stainforthia aff. fusiformis,Stainforthia aff. fusiformis,,,,Stainforthia,,,aff.,fusiformis,,,,,2606,genus,Stainforthia
benthic_forams,Stainforthia complanata,Stainforthia complanata,,,,Stainforthia,,,,complanata,,,,,2606,genus,Stainforthia
benthic_forams,Stainforthia exilis var. tenuata,Stainforthia exilis var. tenuata,,,,Stainforthia,,,,exilis,var.,tenuata,,,2606,genus,Stainforthia
benthic_forams,Stainforthia fusiformis,Stainforthia fusiformis,,,,Stainforthia,,,,fusiformis,,,,,2606,genus,Stainforthia
benthic_forams,Stainforthia sandiegoensis,Stainforthia sandiegoensis,,,,Stainforthia,,,,sandiegoensis,,,,,2606,genus,Stainforthia
benthic_forams,Stainforthia sp.,Stainforthia sp.,,,,Stainforthia,,,,sp.,,,,,2606,genus,Stainforthia
benthic_forams,Stainforthia spp.,Stainforthia spp.,,,,Stainforthia,,,,spp.,,,,,2606,genus,Stainforthia
benthic_forams,Stainforthia tenuata,Stainforthia tenuata,,,,Stainforthia,,,,tenuata,,,,,2606,genus,Stainforthia
nannofossils,Staurolithites angustus,Staurolithites angustus,,,,Staurolithites,,,,angustus,,,,,88716,species,Staurolithites angustus
nannofossils,Staurolithites flavus,Staurolithites flavus,,,,Staurolithites,,,,flavus,,,,,88705,species,Staurolithites flavus
nannofossils,Staurolithites gausorhethium,Staurolithites gausorhethium,,,,Staurolithites,,,,gausorhethium,,,,,88703,species,Staurolithites gausorhethium
nannofossils,Staurolithites mutterlosei,Staurolithites mutterlosei,,,,Staurolithites,,,,mutterlosei,,,,,88687,species,Staurolithites mutterlosei
nannofossils,Staurolithites siesseri,Staurolithites siesseri,,,,Staurolithites,,,,siesseri,,,,,88681,species,Staurolithites siesseri
nannofossils,Staurolithites,Staurolithites sp.,,,,Staurolithites,,,,sp.,,,,,87876,genus,Staurolithites
nannofossils,Staurolithites spp.,Staurolithites spp.,,,,Staurolithites,,,,spp.,,,,,87876,genus,Staurolithites
diatoms,Stauroneis sp.,Stauroneis sp.,,,,Stauroneis,,,,sp.,,,,,442332,genus,Stauroneis
diatoms,Stauroneis spp.,Stauroneis spp.,,,,Stauroneis,,,,spp.,,,,,442332,genus,Stauroneis
radiolarians,Stauroxiphos communis,Stauroxiphos communis,,,,Stauroxiphos,,,,communis,,,,,432808,genus,Stauroxiphos
diatoms,Stellarima microtrias,Stellarima microtrias,,,,Stellarima,,,,microtrias,,,,,71275,genus,Stellarima
diatoms,Stellarima stellaris,Stellarima stellaris,,,,Stellarima,,,,stellaris,,,,,71275,genus,Stellarima
benthic_forams,Stensioeina beccariiformis,Stensioeina beccariiformis,,,,Stensioeina,,,,beccariiformis,,,,,2612,genus,Stensioeina
diatoms,Stephanocha (Distephanus) pseudofibula,Stephanocha Distephanus pseudofibula,,,,Stephanocha,,Distephanus,,pseudofibula,,,,,434215,genus,Stephanocha
diatoms,Stephanodiscus astraea,Stephanodiscus astraea,,,,Stephanodiscus,,,,astraea,,,,,351512,genus,Stephanodiscus
diatoms,Stephanonycites variegatus,Stephanonycites variegatus,,,,Stephanonycites,,,,variegatus,,,,,433875,genus,Stephanonycites
diatoms,Stephanopyxis dimorpha,Stephanopyxis dimorpha,,,,Stephanopyxis,,,,dimorpha,,,,,71276,genus,Stephanopyxis
diatoms,Stephanopyxis grunowii,Stephanopyxis grunowii,,,,Stephanopyxis,,,,grunowii,,,,,71276,genus,Stephanopyxis
diatoms,Stephanopyxis horridus,Stephanopyxis horridus,,,,Stephanopyxis,,,,horridus,,,,,71276,genus,Stephanopyxis
diatoms,Stephanopyxis palmeriana,Stephanopyxis palmeriana,,,,Stephanopyxis,,,,palmeriana,,,,,71276,genus,Stephanopyxis
diatoms,Stephanopyxis sp. C MSSTS,Stephanopyxis sp.,,,,Stephanopyxis,,,,sp.,,,,Stephanopyxis sp. C MSSTS,71276,genus,Stephanopyxis
diatoms,Stephanopyxis spinossima,Stephanopyxis spinossima,,,,Stephanopyxis,,,,spinossima,,,,,71276,genus,Stephanopyxis
diatoms,Stephanopyxis spp.,Stephanopyxis spp.,,,,Stephanopyxis,,,,spp.,,,,,71276,genus,Stephanopyxis
diatoms,Stephanopyxis turris,Stephanopyxis turris,,,,Stephanopyxis,,,,turris,,,,,382621,species,Stephanopyxis turris
radiolarians,Stichocorys armata,Stichocorys armata,,,,Stichocorys,,,,armata,,,,,663,genus,Stichocorys
radiolarians,Stichocorys delmontensis,Stichocorys delmontensis,,,,Stichocorys,,,,delmontensis,,,,,663,genus,Stichocorys
radiolarians,Stichocorys johnsoni,Stichocorys johnsoni,,,,Stichocorys,,,,johnsoni,,,,,663,genus,Stichocorys
radiolarians; radiolarians,Stichocorys peregrina; Stichocorys pergrina,Stichocorys peregrina,,,,Stichocorys,,,,peregrina,,,,,663,genus,Stichocorys
radiolarians,Stichocorys seriata,Stichocorys seriata,,,,Stichocorys,,,,seriata,,,,,663,genus,Stichocorys
radiolarians,Stichocorys sp.,Stichocorys sp.,,,,Stichocorys,,,,sp.,,,,,663,genus,Stichocorys
radiolarians,Stichocorys spp. group,Stichocorys spp.,,,,Stichocorys,,,,spp.,,,,Stichocorys spp. group,663,genus,Stichocorys
radiolarians,Stichocorys wolffii,Stichocorys wolffii,,,,Stichocorys,,,,wolffii,,,,,663,genus,Stichocorys
diatoms,Stictodiscus hardmanianus,Stictodiscus hardmanianus,,,,Stictodiscus,,,,hardmanianus,,,,,82174,genus,Stictodiscus
benthic_forams,Stilostomella abyssorum,Stilostomella abyssorum,,,,Stilostomella,,,,abyssorum,,,,,2616,genus,Stilostomella
benthic_forams,Stilostomella antillea,Stilostomella antillea,,,,Stilostomella,,,,antillea,,,,,2616,genus,Stilostomella
benthic_forams,Stilostomella consobrina,Stilostomella consobrina,,,,Stilostomella,,,,consobrina,,,,,2616,genus,Stilostomella
benthic_forams,Stilostomella fistuca,Stilostomella fistuca,,,,Stilostomella,,,,fistuca,,,,,2616,genus,Stilostomella
benthic_forams,Stilostomella gracillima,Stilostomella gracillima,,,,Stilostomella,,,,gracillima,,,,,2616,genus,Stilostomella
benthic_forams,Stilostomella holoserica,Stilostomella holoserica,,,,Stilostomella,,,,holoserica,,,,,2616,genus,Stilostomella
benthic_forams,Stilostomella lepidula,Stilostomella lepidula,,,,Stilostomella,,,,lepidula,,,,,2616,genus,Stilostomella
benthic_forams,Stilostomella paleocenica,Stilostomella paleocenica,,,,Stilostomella,,,,paleocenica,,,,,2616,genus,Stilostomella
benthic_forams; benthic_forams,Stilostomella; Stilostomella sp.,Stilostomella sp.,,,,Stilostomella,,,,sp.,,,,,2616,genus,Stilostomella
benthic_forams; benthic_forams,Stilostomella spp.; Stilostominella spp.,Stilostomella spp.,,,,Stilostomella,,,,spp.,,,,,2616,genus,Stilostomella
benthic_forams,Stilostomella subspinosa,Stilostomella subspinosa,,,,Stilostomella,,,,subspinosa,,,,,2616,genus,Stilostomella
benthic_forams,Stilostomella subtertenuata,Stilostomella subtertenuata,,,,Stilostomella,,,,subtertenuata,,,,,2616,genus,Stilostomella
benthic_forams; benthic_forams,Stillostomellidae indet.; Stillostomellids,Stilostomellidae indet.,,Stilostomellidae indet.,,,,,,,,,,,155931,family,Stilostomellidae
nannofossils,Stoverius achylosus,Stoverius achylosus,,,,Stoverius,,,,achylosus,,,,,88473,species,Stoverius achylosus
nannofossils,Stoverius coronatus,Stoverius coronatus,,,,Stoverius,,,,coronatus,,,,,87845,genus,Stoverius
radiolarians,additional species: Streblacantha circumtexta,Streblacantha circumtexta,,,,Streblacantha,,,,circumtexta,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",452867,genus,Streblacantha
benthic_forams,Strictocostella scharbergana,Strictocostella scharbergana,,,,Strictocostella,,,,scharbergana,,,,,2627,genus,Strictocostella
benthic_forams,Strictocostella sp.,Strictocostella sp.,,,,Strictocostella,,,,sp.,,,,,2627,genus,Strictocostella
radiolarians,Stylacontarium acquilonium,Stylacontarium acquilonium,,,,Stylacontarium,,,,acquilonium,,,,,85204,genus,Stylacontarium
radiolarians,Stylatractus plato?,Stylatractus ? plato,,,,Stylatractus,,,?,plato,,,,,346,genus,Stylatractus
radiolarians,Stylatractus neptunus,Stylatractus neptunus,,,,Stylatractus,,,,neptunus,,,,,346,genus,Stylatractus
radiolarians,Stylatractus santaeannae,Stylatractus santaeannae,,,,Stylatractus,,,,santaeannae,,,,,346,genus,Stylatractus
radiolarians,Stylatractus sp.,Stylatractus sp.,,,,Stylatractus,,,,sp.,,,,,346,genus,Stylatractus
radiolarians,Stylatractus universus,Stylatractus universus,,,,Stylatractus,,,,universus,,,,,346,genus,Stylatractus
radiolarians,Stylochlamydium asteriscus,Stylochlamydium asteriscus,,,,Stylochlamydium,,,,asteriscus,,,,,347,genus,Stylochlamydium
radiolarians,Stylochlamydium bensoni,Stylochlamydium bensoni,,,,Stylochlamydium,,,,bensoni,,,,,347,genus,Stylochlamydium
radiolarians; radiolarians,Stylochlamidium  venustum; Stylochlamydium venustum,Stylochlamydium venustum,,,,Stylochlamydium,,,,venustum,,,,,347,genus,Stylochlamydium
radiolarians,Stylodictya aculeata,Stylodictya aculeata,,,,Stylodictya,,,,aculeata,,,,,349,genus,Stylodictya
radiolarians,Stylodictya arachnia,Stylodictya arachnia,,,,Stylodictya,,,,arachnia,,,,,349,genus,Stylodictya
radiolarians,Stylodictya multispina,Stylodictya multispina,,,,Stylodictya,,,,multispina,,,,,349,genus,Stylodictya
radiolarians,Stylodictya sp.,Stylodictya sp.,,,,Stylodictya,,,,sp.,,,,,349,genus,Stylodictya
radiolarians,Stylodictya spp.,Stylodictya spp.,,,,Stylodictya,,,,spp.,,,,,349,genus,Stylodictya
radiolarians,Stylodictya tenuispina,Stylodictya tenuispina,,,,Stylodictya,,,,tenuispina,,,,,349,genus,Stylodictya
radiolarians; radiolarians,Stilodictya validispina; Stylodictya validispina,Stylodictya validispina,,,,Stylodictya,,,,validispina,,,,,349,genus,Stylodictya
radiolarians,Stylosphaera minor,Stylosphaera minor,,,,Stylosphaera,,,,minor,,,,,350,genus,Stylosphaera
radiolarians,Stylosphaera sp.,Stylosphaera sp.,,,,Stylosphaera,,,,sp.,,,,,350,genus,Stylosphaera
radiolarians,Stylotrochus nitidus,Stylotrochus nitidus,,,,Stylotrochus,,,,nitidus,,,,,165526,genus,Stylotrochus
planktic_forams,Subbotina angiporoides,Subbotina angiporoides,,,,Subbotina,,,,angiporoides,,,,,2631,genus,Subbotina
planktic_forams,Subbotina angiporoides minima,Subbotina angiporoides minima,,,,Subbotina,,,,angiporoides,,minima,,,2631,genus,Subbotina
planktic_forams,Subbotina brevis,Subbotina brevis,,,,Subbotina,,,,brevis,,,,,2631,genus,Subbotina
planktic_forams; planktic_forams,Subbotina cancellata; additional species: Subbotina cancellata,Subbotina cancellata,,,,Subbotina,,,,cancellata,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",2631,genus,Subbotina
planktic_forams; planktic_forams,Subbotina corpulenta; Subbotina corpulenta (Subbotina) 1953 p 76-78 pl IX figs 5-7 pl X figs 2-4,Subbotina corpulenta,,,,Subbotina,,,,corpulenta,,,,(Subbotina) 1953 p 76-78 pl IX figs 5-7 pl X figs 2-4,2631,genus,Subbotina
planktic_forams,Subbotina crociapertura,Subbotina crociapertura,,,,Subbotina,,,,crociapertura,,,,,2631,genus,Subbotina
planktic_forams; planktic_forams; planktic_forams,Subbotina eocaena; Subbotina eocaenica; Subbotina eoceana,Subbotina eocaena,,,,Subbotina,,,,eocaena,,,,,2631,genus,Subbotina
planktic_forams,Subbotina euapertura,Subbotina euapertura,,,,Subbotina,,,,euapertura,,,,,2631,genus,Subbotina
planktic_forams,Subbotina gortanii,Subbotina gortanii,,,,Subbotina,,,,gortanii,,,,,2631,genus,Subbotina
planktic_forams,Subbotina hagni,Subbotina hagni,,,,Subbotina,,,,hagni,,,,,2631,genus,Subbotina
planktic_forams,Subbotina hornibrooki,Subbotina hornibrooki,,,,Subbotina,,,,hornibrooki,,,,,2631,genus,Subbotina
planktic_forams,Subbotina inaequispira,Subbotina inaequispira,,,,Subbotina,,,,inaequispira,,,,,2631,genus,Subbotina
planktic_forams,Subbotina jacksonensis,Subbotina jacksonensis,,,,Subbotina,,,,jacksonensis,,,,,2631,genus,Subbotina
planktic_forams,Subbotina linaperta,Subbotina linaperta,,,,Subbotina,,,,linaperta,,,,,2631,genus,Subbotina
planktic_forams,Subbotina lozanoi,Subbotina lozanoi,,,,Subbotina,,,,lozanoi,,,,,2631,genus,Subbotina
planktic_forams,Subbotina minima,Subbotina minima,,,,Subbotina,,,,minima,,,,,2631,genus,Subbotina
planktic_forams,Subbotina patagonica,Subbotina patagonica,,,,Subbotina,,,,patagonica,,,,,2631,genus,Subbotina
planktic_forams,Subbotina pseudoeocaena,Subbotina pseudoeocaena,,,,Subbotina,,,,pseudoeocaena,,,,,2631,genus,Subbotina
planktic_forams,Subbotina roesnaesensis,Subbotina roesnaesensis,,,,Subbotina,,,,roesnaesensis,,,,,2631,genus,Subbotina
planktic_forams,Subbotina eocaena s.l.,Subbotina s.l. eocaena,,,,Subbotina,,,s.l.,eocaena,,,,,2631,genus,Subbotina
planktic_forams,Subbotina linaperta s.l.,Subbotina s.l. linaperta,,,,Subbotina,,,s.l.,linaperta,,,,,2631,genus,Subbotina
planktic_forams,Subbotina senni,Subbotina senni,,,,Subbotina,,,,senni,,,,,2631,genus,Subbotina
planktic_forams,Subbotina spp.,Subbotina spp.,,,,Subbotina,,,,spp.,,,,,2631,genus,Subbotina
planktic_forams,Subbotina triangularis,Subbotina triangularis,,,,Subbotina,,,,triangularis,,,,,2631,genus,Subbotina
planktic_forams,Subbotina triloculinoides,Subbotina triloculinoides,,,,Subbotina,,,,triloculinoides,,,,,2631,genus,Subbotina
planktic_forams,Subbotina trivialis,Subbotina trivialis,,,,Subbotina,,,,trivialis,,,,,2631,genus,Subbotina
planktic_forams; planktic_forams; planktic_forams,"Subbotina utilisindex; Subbotina utilisindex (Jenkins and Orr, 1973); Subbotina utilsindex",Subbotina utilisindex,species name misspelled,,,Subbotina,,,,utilisindex,,,,"(Jenkins and Orr, 1973)",2631,genus,Subbotina
planktic_forams,Subbotina velascoensis,Subbotina velascoensis,,,,Subbotina,,,,velascoensis,,,,,2631,genus,Subbotina
planktic_forams; planktic_forams,"Subbotina yeguaensis; Subbotina yeguaensis (Weinierl & Applin, 1929)",Subbotina yeguaensis,,,,Subbotina,,,,yeguaensis,,,,"(Weinierl & Applin, 1929)",2631,genus,Subbotina
benthic_forams,Subreophax aduncus,Subreophax aduncus,,,,Subreophax,,,,aduncus,,,,,247340,genus,Subreophax
benthic_forams,Subreophax sp. cf. Subreophax scalaris,Subreophax cf. scalaris,,,,Subreophax,,,cf.,scalaris,,,,,247340,genus,Subreophax
benthic_forams,Subreophax scalaris,Subreophax scalaris,,,,Subreophax,,,,scalaris,,,,,247340,genus,Subreophax
diatoms,Surirella fluminensis,Surirella fluminensis,,,,Surirella,,,,fluminensis,,,,,433619,genus,Surirella
diatoms,Surirella spp.,Surirella spp.,,,,Surirella,,,,spp.,,,,,433619,genus,Surirella
diatoms,Synedra jouseana,Synedra jouseana,,,,Synedra,,,,jouseana,,,,,82175,genus,Synedra
diatoms,Synedra miocenica,Synedra miocenica,,,,Synedra,,,,miocenica,,,,,82175,genus,Synedra
diatoms,Synedra sp.1,Synedra sp.1,,,,Synedra,,,,sp.1,,,,Synedra sp.1,82175,genus,Synedra
diatoms,Synedra spp.,Synedra spp.,,,,Synedra,,,,spp.,,,,,82175,genus,Synedra
diatoms,Synedra tabulata var. rupicola,Synedra tabulata var. rupicola,,,,Synedra,,,,tabulata,var.,rupicola,,,82175,genus,Synedra
diatoms,Synedra ulna,Synedra unla,,,,Synedra,,,,unla,,,,,82175,genus,Synedra
diatoms,Synedropsis cheethamii,Synedropsis cheethamii,,,,Synedropsis,,,,cheethamii,,,,,433420,genus,Synedropsis
diatoms,Synedropsis sp.,Synedropsis sp.,,,,Synedropsis,,,,sp.,,,,,433420,genus,Synedropsis
diatoms,Synedropsis sp. C,Synedropsis sp. C,,,,Synedropsis,,,,sp. C,,,,Synedropsis sp. C,433420,genus,Synedropsis
diatoms,Syndedropsis spp.,Synedropsis spp.,,,,Synedropsis,,,,spp.,,,,,433420,genus,Synedropsis
nannofossils,Syracosphaera histrica,Syracosphaera histrica,,,,Syracosphaera,,,,histrica,,,,,270678,genus,Syracosphaera
nannofossils,Syracosphaera lamina,Syracosphaera lamina,,,,Syracosphaera,,,,lamina,,,,,270678,genus,Syracosphaera
nannofossils,Syracosphaera pulchra,Syracosphaera pulchra,,,,Syracosphaera,,,,pulchra,,,,,270678,genus,Syracosphaera
nannofossils,Syracosphaera sp.,Syracosphaera sp.,,,,Syracosphaera,,,,sp.,,,,,270678,genus,Syracosphaera
nannofossils; nannofossils; nannofossils,Syracosphaera spp.; Syracosphaera spp. (Neogene); Syracosphaera spp. (Paleogene),Syracosphaera spp.,,,,Syracosphaera,,,,spp.,,,,Syracosphaera spp. (Neogene); Syracosphaera spp. (Paleogene),270678,genus,Syracosphaera
diatoms,tabellaria spp.,Tabellaria spp.,,,,Tabellaria,,,,spp.,,,,,442336,genus,Tabellaria
benthic_forams,Takayanagia delicata,Takayanagia delicata,,,,Takayanagia,,,,delicata,,,,,2643,genus,Takayanagia
palynology,Tamarix,Tamarix sp.,,,,Tamarix,,,,sp.,,,,,434786,genus,Tamarix
benthic_forams,Tappanina laciniosa,Tappanina laciniosa,,,,Tappanina,,,,laciniosa,,,,,2647,genus,Tappanina
benthic_forams,Tappanina selmensis,Tappanina selmensis,,,,Tappanina,,,,selmensis,,,,,2647,genus,Tappanina
benthic_forams,Tappanina sp.,Tappanina sp.,,,,Tappanina,,,,sp.,,,,,2647,genus,Tappanina
palynology,Taraxacum,Taraxacum sp.,,,,Taraxacum,,,,sp.,,,,,435008,genus,Taraxacum
palynology,Taxus,Taxus sp.,this is a homonym of a mammal already in the PBDB,,,Taxus,,,,sp.,,,,,434997,genus,Taxus
benthic_forams,Technitella sp.,Technitella sp.,,,,Technitella,,,,sp.,,,,,2650,genus,Technitella
nannofossils,Tegumentum,Tegumentum sp.,,,,Tegumentum,,,,sp.,,,,,87860,genus,Tegumentum
nannofossils,Tegumentum stradneri,Tegumentum stradneri,,,,Tegumentum,,,,stradneri,,,,,88549,species,Tegumentum stradneri
planktic_forams,Tenuitella anfracta,Tenuitella anfracta,,,,Tenuitella,,,,anfracta,,,,,422382,species,Tenuitella anfracta
planktic_forams,Tenuitella angustiumbilicata,Tenuitella angustiumbilicata,,,,Tenuitella,,,,angustiumbilicata,,,,,2652,genus,Tenuitella
planktic_forams,Tenuitella clemenciae,Tenuitella clemenciae,,,,Tenuitella,,,,clemenciae,,,,,2652,genus,Tenuitella
planktic_forams; planktic_forams,Tenuitella gemma; additional species: Tenuitella gemma,Tenuitella gemma,,,,Tenuitella,,,,gemma,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",422380,species,Tenuitella gemma
planktic_forams; planktic_forams,Tenuitella munda; Tenuitella munda _T_,Tenuitella munda,,,,Tenuitella,,,,munda,,,,,2652,genus,Tenuitella
planktic_forams; planktic_forams,Tenuitella; Tenuitella sp.,Tenuitella sp.,,,,Tenuitella,,,,sp.,,,,,2652,genus,Tenuitella
planktic_forams; planktic_forams,Tenuitella spp.; Tenuitutella spp.,Tenuitella spp.,AF: genus is likely Tenuitella,,,Tenuitella,,,,spp.,,,,,2652,genus,Tenuitella
planktic_forams,Tenuitellinata angustiumbilicata,Tenuitellinata angustiumbilicata,,,,Tenuitellinata,,,,angustiumbilicata,,,,,423707,genus,Tenuitellinata
planktic_forams,Tenuitellinata praestainforthi,Tenuitellinata praestainforthi,,,,Tenuitellinata,,,,praestainforthi,,,,,423707,genus,Tenuitellinata
diatoms,Tetracyclus lacustris,Tetracyclus lacustris,,,,Tetracyclus,,,,lacustris,,,,,442339,genus,Tetracyclus
diatoms,Tetracyclus spp.,Tetracyclus spp.,,,,Tetracyclus,,,,spp.,,,,,442339,genus,Tetracyclus
nannofossils,Tetralithoides quadrilaminata,Tetralithoides quadrilaminata,,,,Tetralithoides,,,,quadrilaminata,,,,,432537,genus,Tetralithoides
nannofossils,Tetralithoides symeonidesii,Tetralithoides symeonidesii,,,,Tetralithoides,,,,symeonidesii,,,,,432537,genus,Tetralithoides
nannofossils,Tetrapodorhabdus decorus,Tetrapodorhabdus decorus,,,,Tetrapodorhabdus,,,,decorus,,,,,88402,species,Tetrapodorhabdus decorus
radiolarians; radiolarians,Tetrapyle octacantha; Tetrapyle octacatha,Tetrapyle octacantha,,,,Tetrapyle,,,,octacantha,,,,,360,genus,Tetrapyle
radiolarians,Tetrapyle sp.,Tetrapyle sp.,,,,Tetrapyle,,,,sp.,,,,,360,genus,Tetrapyle
benthic_forams,Textularia agglutinans,Textularia agglutinans,,,,Textularia,,,,agglutinans,,,,,167230,species,Textularia agglutinans
benthic_forams,Textularia catenata,Textularia catenata,,,,Textularia,,,,catenata,,,,,2661,genus,Textularia
benthic_forams,Textularia lateralis,Textularia lateralis,,,,Textularia,,,,lateralis,,,,,2661,genus,Textularia
benthic_forams,Textularia lythostrota,Textularia lythostrota,,,,Textularia,,,,lythostrota,,,,,2661,genus,Textularia
benthic_forams,Textularia miozea,Textularia miozea,,,,Textularia,,,,miozea,,,,,2661,genus,Textularia
benthic_forams,Textularia pseudogramen,Textularia pseudogramen,,,,Textularia,,,,pseudogramen,,,,,2661,genus,Textularia
benthic_forams,Textularia secasensis,Textularia secasensis,,,,Textularia,,,,secasensis,,,,,2661,genus,Textularia
benthic_forams; benthic_forams,Textularia; Textularia sp.,Textularia sp.,,,,Textularia,,,,sp.,,,,,2661,genus,Textularia
benthic_forams,Textularia sp. 1,Textularia sp. 1,,,,Textularia,,,,sp. 1,,,,,2661,genus,Textularia
benthic_forams; benthic_forams,Textularia spp.; Texturalia spp.,Textularia spp.,genus misspelled,,,Textularia,,,,spp.,,,,,2661,genus,Textularia
benthic_forams,Textularia zeaggluta,Textularia zeaggluta,,,,Textularia,,,,zeaggluta,,,,,153321,species,Textularia zeaggluta
benthic_forams,Textulariella barrettii,Textulariella barrettii,,,,Textulariella,,,,barrettii,,,,,2662,genus,Textulariella
benthic_forams,Textulariella spp.?,Textulariella spp.,,,,Textulariella,,,,spp.,,,,,2662,genus,Textulariella
benthic_forams; benthic_forams; benthic_forams; benthic_forams; benthic_forams; benthic_forams; benthic_forams; benthic_forams; benthic_forams,Agglutinated; Agglutinated Foram. gen. et sp. indet.; Agglutinated gen. et sp. indet.; Agglutinated indet.; Agglutinated spp. (indeterminate); Tube-shaped agglutinated form.; Tube-shaped agglutinated forms; Undifferentiated agglutinate; Unidentified agglutinants,Textulariia indet.,not a specific taxa; not a specific taxa; not a specific taxa; not a taxa; not a taxa,Textulariia indet.,,,,,,,,,,Tube-shaped agglutinated form; Undifferentiated agglutinate,434530,subclass,Textulariia
diatoms; diatoms,Thalassionema bacillare; Thalassionema bacillaris,Thalassionema bacillare,,,,Thalassionema,,,,bacillare,,,,,82176,genus,Thalassionema
diatoms,Thalassionema frauenfeldii,Thalassionema frauenfeldii,,,,Thalassionema,,,,frauenfeldii,,,,,82176,genus,Thalassionema
diatoms,Thalassionema hirosakiensis,Thalassionema hirosakiensis,,,,Thalassionema,,,,hirosakiensis,,,,,82176,genus,Thalassionema
diatoms; diatoms,Thalassionema nitzschioides; Thalassionema nitzschoides (Grunow),Thalassionema nitzschioides,,,,Thalassionema,,,,nitzschioides,,,,Thalassionema nitzschoides (Grunow),82176,genus,Thalassionema
diatoms,Thalassionema nitzschioides var. capitulata,Thalassionema nitzschioides var. capitulata,,,,Thalassionema,,,,nitzschioides,var.,capitulata,,,82176,genus,Thalassionema
diatoms,Thalassionema nitzschioides var. incurvatum,Thalassionema nitzschioides var. incurvatum,,,,Thalassionema,,,,nitzschioides,var.,incurvatum,,,82176,genus,Thalassionema
diatoms; diatoms,Thalassionema nitzschioides var. inflata; Thalassionema nitzschioides var. inflatum,Thalassionema nitzschioides var. inflata,,,,Thalassionema,,,,nitzschioides,var.,inflata,,,82176,genus,Thalassionema
diatoms,Thalassionema nitzschioides var. nitzschioides,Thalassionema nitzschioides var. nitzschioides,,,,Thalassionema,,,,nitzschioides,var.,nitzschioides,,,82176,genus,Thalassionema
