name,taxon_group,pbdb_taxon_id,verbatim_name,comment
Axopodorhabdus biramiculatus,nannofossils,87841,Axopodorhabdus biramiculatus,
Axopodorhabdus cylindratus,nannofossils,87841,Axopodorhabdus cylindratus,
Axoprunum acquilonium,radiolarians,38,Axoprunum acquilonium,
Axoprunum bispiculum,radiolarians,38,Axoprunum bispiculum,
Axoprunum pierinae,radiolarians,38,"Axoprunum pierinae group; Axoprunum pierinae gr,",
Axoprunum stauraxonium,radiolarians,38,Axoprunum stauraxonium,
Azpeitia aeginensis,diatoms,432282,Azpeitia aeginensis,
Azpeitia africana,diatoms,432282,Azpeitia africana; Azpeitia africana (Janisch),
Azpeitia apiculata,diatoms,432282,Azpeitia apiculata,
Azpeitia barronii,diatoms,432282,Azpeitia barronii,
Azpeitia burky,diatoms,432282,Azpeitia burky (Barron),
Azpeitia cf. tabularis,diatoms,432282,Azpeitia cf. tabularis,
Azpeitia endoi,diatoms,432282,Azpeitia endoi,
Azpeitia gombosi,diatoms,432282,Azpeitia gombosi,
Azpeitia neocrenulata,diatoms,432282,Azpeitia neocrenulata,
Azpeitia nodulifera,diatoms,432282,Azpeitia nodulifera (Schmidt); Azpeitia nodulifera,
Azpeitia nodulifera f. cyclopa,diatoms,432282,Azpeitia nodulifera f. cyclopa (Jouse); Azpeitia nodulifera fa. cyclopa,
Azpeitia praenodulifera,diatoms,432282,Azpeitia praenodulifera,
Azpeitia salisburyana,diatoms,432282,Azpeitia salisburyana,
Azpeitia sp.,diatoms,432282,Azpeitia sp.,
Azpeitia spp.,diatoms,432282,Azpeitia spp.,
Azpeitia tabularis,diatoms,432282,Azpeitia tabularis,
Azpeitia vetustissima,diatoms,432282,Azpeitia vetustissima,
Bachmannocena apiculata,silicoflagellates,434213,Bachmannocena apiculata,
Bachmannocena pappii,silicoflagellates,434213,Bachmannocena pappii,
Bacillariophyceae indet.,diatoms,69587,Bacteriostriata spp.; Genus and species indeterminate #1,
Bacteriastrum elongatum,diatoms,432212,Bacteriastrum elongatum,
Bacteriastrum furcatum,diatoms,432212,Bacteriastrum furcatum,
Bacteriastrum hyalinum,diatoms,432212,Bacteriastrum hyalinum,
Bacteriastrum sp.,diatoms,432212,Bacteriastrum sp.,
Bacteriastrum spp.,diatoms,432212,Bacteriastrum spp.,
Bacterosira bathyomphala,diatoms,433620,Bacterosira bathyomphala,
Bacterosira fragilis,diatoms,433620,Bacteriosira fragilis; Bacterosira fragilis,
Bacterosira spp.,diatoms,433620,Bacterosira spp.,
Baculogypsina sphaerulata,benthic_forams,932,Baculogypsina sphaerulata,
Bairdoppilata spp.,ostracods,23924,Bairdoppilata spp.,
Bathropyramis woodringi,radiolarians,431,Bathropyramis woodringi,
Bathysiphon sp.,benthic_forams,948,Bathysiphon sp.,
Batiacasphaera cooperi,palynology,276895,Batiacasphaera cooperi,
Batiacasphaera minuta,palynology,276895,Batiacasphaera minuta,
Batiacasphaera sp.,palynology,276895,Batiacasphaera sp.,
Batiacasphaera sphaerica,palynology,276895,Batiacasphaera sphaerica,
Beella digitata,planktic_forams,951,Beella digitata,
Beella spp.,planktic_forams,951,Beella spp.,
Bekoma bidartensis,radiolarians,432,Bekoma bidartensis,
Bekoma campechensis,radiolarians,432,Bekoma campechensis,
Bekoma divaricata,radiolarians,432,Bekoma divaricata,
Bekoma spp.,radiolarians,432,Bekoma spp.,
Berthelina intermedia,benthic_forams,957,Berthelina  intermedia,
Berthelina sp. 2,benthic_forams,957,Berthelina sp. 2,
Betula sp.,palynology,55294,Betula,
Biantholithus sparsus,nannofossils,424468,Biantholithus sparsus,
Bicolumnus ovatus,nannofossils,453095,Bicolumnus ovatus,
Bigenerina nodosaria,benthic_forams,969,Bigenerina nodosaria,
Bigenerina sp.,benthic_forams,969,Bigerenina sp.; Bigenerina sp.,
Bigenerina spp.,benthic_forams,969,Bigenerina spp.,
Biloculina sp.,benthic_forams,98749,Biloculina sp.,"in PBDB, but Unaccepted; Accepted as Pyrgo (Defrance, 1824)"
Biloculinella sp.,benthic_forams,972,Biloculinella sp.,
Biscutum castrorum,nannofossils,87829,Biscutum castrorum,
Biscutum constans,nannofossils,87829,Biscutum constans,
Biscutum coronum,nannofossils,87829,Biscutum coronum,
Biscutum dissimilis,nannofossils,87829,Biscutum dissimilis,
Biscutum ellipticum,nannofossils,87829,Biscutum ellipticum,
Biscutum magnum,nannofossils,87829,Biscutum magnum,
Biscutum sp.,nannofossils,87829,Biscutum,
Biscutum spp.,nannofossils,87829,Biscutum spp.,
Biscutum ubiquens,nannofossils,87829,Biscutum ubiquens,
Biticinella breggiensis,planktic_forams,985,Biticinella breggiensis,
Bivalvia indet.,other,16005,Microbivalves; Shell (bivalve) fragments,
Blackites amplus,nannofossils,424333,Blackites amplus bases,
Blackites creber,nannofossils,424333,Blackites creber,
Blackites gladius,nannofossils,424333,Blackites gladius,
Blackites herculesii,nannofossils,424333,Blackites herculesii,
Blackites inflatus,nannofossils,424333,Blackites inflatus,
Blackites sp.,nannofossils,424333,Blackites sp.,
Blackites spinosus,nannofossils,424333,Blackites spinosus,
Blackites spp.,nannofossils,424333,Blackites spp.,
Blackites tenuis,nannofossils,424333,Blackites tenuis,
Bogorovia barronii,diatoms,433621,Bogorovia barronii,
Bogorovia lancettula,diatoms,433621,Bogorovia lancettula,
Bogorovia veniamini,diatoms,433621,Bogorovia veniamini,
Bolboforma metzmacheri ornata,bolboformids,435401,Bolboforma metzmacheri ornata,
Bolboforma reticulata,planktic_forams,435401,Bolboforma reticulata,
Bolboforma robusta,planktic_forams,435401,Bolboforma robusta,
Bolboforma s.l. subfragoris,bolboformids,435401,Bolboforma subfragoris s.l.,
Bolboforma s.s. metzmacheri,planktic_forams,435401,Bolboforma metzmacheri s.s.,
Bolboforma sp.,planktic_forams,435401,Bolboforma sp.,
Bolivina affiliata,benthic_forams,995,Bolivina affiliata,
Bolivina alata,benthic_forams,995,Bolivina alata,
Bolivina aliformis,benthic_forams,995,Bolivina aliformis,
Bolivina argentea,benthic_forams,995,Bolivina argentea,
Bolivina byramensis,benthic_forams,995,Bolivina byramensis,
Bolivina cf. crenulata (crenulate),benthic_forams,995,Bolivina sp. (crenulate),
Bolivina cf. robusta,benthic_forams,995,Bolivina cf. robusta,
Bolivina decussata,benthic_forams,995,Bolivina decussata,
Bolivina glutinata,benthic_forams,995,Bolivina glutinata,
Bolivina huneri,benthic_forams,995,Bolivina huneri,
Bolivina incrassata,benthic_forams,995,Bolivina incrassata,
Bolivina interjuncta var. bicostata,benthic_forams,995,Bolivina interjuncta var. bicostata,
Bolivina lapsus,benthic_forams,995,Bolivina lapsus,
Bolivina minuta,benthic_forams,995,Bolivina minuta,
Bolivina ordinaria,benthic_forams,995,Bolivina ordinaria,
Bolivina pacifica,benthic_forams,995,Bolivina pacifica,
Bolivina pseudoplicata,benthic_forams,995,Bolvina pseudoplicata,
Bolivina pusilla,benthic_forams,995,Bolivina pusilla,
Bolivina reticulata,benthic_forams,995,Bolivina reticulata,
Bolivina robusta,benthic_forams,995,Bolivina robusta,
Bolivina seminuda,benthic_forams,995,Bolivina seminuda,
Bolivina semitruncata,benthic_forams,995,Bolivina semitruncata,
Bolivina sp.,benthic_forams,995,Bolivina; Bolivina sp.,
Bolivina sp. (smooth flat),benthic_forams,995,Bolivina sp. (smooth flat),
Bolivina sp. 1,benthic_forams,995,Bolivina sp. 1,
Bolivina sp. A,benthic_forams,995,Bolivina sp. A,
Bolivina spathulata,benthic_forams,995,Bolivina spathulata,
Bolivina spissa,benthic_forams,995,Bolivina spissa,
Bolivina spp.,benthic_forams,995,Bolivina spp.,
Bolivina striatula,benthic_forams,995,Bolivina striatula,
Bolivina subaenariensis,benthic_forams,995,Bolivina subaenariensis; Bolvina subaenariensis,
Bolivina translucens,benthic_forams,995,Bolivina translucens,
Bolivinella elegans,benthic_forams,996,Bolivinella elegans,
Bolivinellina translucens,benthic_forams,997,Bolivinellina translucens,
Bolivinita cf. pliozea,benthic_forams,998,Bolivinita cf. pliozea,
Bolivinita cf. pohana,benthic_forams,998,Bolivinita pohana (cf.),
Bolivinita elegantissima,benthic_forams,998,Bolivinita elegantissima,
Bolivinita pliozea,benthic_forams,998,Bolivinita pliozea,
Bolivinita pohana,benthic_forams,998,Bolivinita pohana,
Bolivinita quadrilatera,benthic_forams,998,Bolivinita quadrilatera,
Bolivinopsis compta,benthic_forams,1000,Bolivinopsis compta,
Bolliella calida,planktic_forams,1002,Bolliella calida,
Bomolithus elegans,nannofossils,424304,Bomolithus elegans,
Bomolithus megastypus,nannofossils,424304,Bomolithus megastypus,
Borelis melo,benthic_forams,1004,Borelis melo,
Borelis spp.,benthic_forams,1004,Borelis spp.,
Botellina labyrinthica,benthic_forams,247314,Botellina labyrinthica,
Botrychium sp.,palynology,319900,Botrychium type,
Botryocella sp.,radiolarians,437,Botryocella sp. gr.,
Botryocyrtis scutum,radiolarians,438,Botryocyrtis scutum,
Botryostrobus aquilonaris,radiolarians,440,Botryostrobus aquilonaris,
Botryostrobus auritus,radiolarians,440,Botryostrobus auritus,
Botryostrobus auritus-australis (group),radiolarians,440,Bortyostrobus auritus/australis; Botryostrobus auritus-australis (Ehrenberg) group; Botryostrobus auritus/australis,multiple taxa names; multiple taxa names; multiple taxa names
Botryostrobus miralestensis,radiolarians,440,Botryostrobus miralestensis,
Botryostrobus sp.,radiolarians,440,Botryostrobus sp.,
Braarudosphaera bigelowii,nannofossils,87759,Braarudosphaera bigelowiI; Braarudosphaera bigelowii; Braarudosphaera bigelowi,species misspelled; species misspelled
Bradleya spp.,ostracods,23950,Bradleya spp.,
Bramletteius serraculoides,nannofossils,424048,Bramletteius serraculoides; Bramietteius serraculoides,
Brassicaceae indet.,palynology,55908,Brassicaceae,
Brigantedinium cariacoense,dinoflagellates,264634,Brigantedinium cariacoense,
Brigantedinium pyinei,palynology,264634,Brigantedinium pyinei,
Brigantedinium spp.,dinoflagellates,264634,Brigantedinium spp. psilate,
Brigantedinium spp.,palynology,264634,Brigantedinium spp.,
Brightwellia sp.,diatoms,432290,Brightwellia sp.,
Brizalina alata,benthic_forams,1017,Brizalina alata,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina cf. difformis,benthic_forams,1017,Brizalina cf. difformis,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina cf. dilatata,benthic_forams,1017,Brizalina cf. dilatata,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina cf. spathula,benthic_forams,1017,Brizalina cf. spathula,
Brizalina dilatata,benthic_forams,1017,Brizalina dilatata,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina earlandi,benthic_forams,1017,Brizalina earlandi,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina pacifica,benthic_forams,1017,Brizalina pacifica,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina pusilla,benthic_forams,1017,Brizalina pusilla,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina pussilla,benthic_forams,1017,Brizalina pussilla,
Brizalina pygmaea,benthic_forams,1017,Brizalina pygmaea,
Brizalina semilineata,benthic_forams,1017,Brizalina semilineata,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina sp.,benthic_forams,1017,Brizalina sp.,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina spathulata,benthic_forams,1017,Brizalina spathulata,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina spp.,benthic_forams,1017,Bolivina/Brizalina spp.; Brizalina spp.,"multiple taxa names; in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Brizalina striatula,benthic_forams,1017,Brizalina striatula,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)"
Broinsonia enormis,nannofossils,87792,Broinsonia enormis,
Broinsonia furtiva,nannofossils,87792,Broinsonia furtiva,
Broinsonia galloisii,nannofossils,87792,Broinsonia galloisii,
Broinsonia parca constricta,nannofossils,87792,Broinsonia parca constricta,
Broinsonia parca expansa,nannofossils,87792,Broinsonia parca ssp expansa,
Broinsonia parca parca,nannofossils,87792,Broinsonia parca parca,
Broinsonia signata,nannofossils,87792,Broinsonia signata,
Broinsonia viriosa,nannofossils,87792,Broinsonia viriosa,
Bryozoa indet.,other,24773,Bryozoan fragments,
Bryozoa indet.,planktic_forams,24773,Bryozoa fragments,
Buccella frigida,benthic_forams,1023,Buccella frigida,
Buccella inusitata,benthic_forams,1023,Buccella inusitata,
Buccella sp.,benthic_forams,1023,Buccella sp.,
Buccinosphaera invaginata,radiolarians,85053,Buccinosphaera invaginata,
Bulbobaculites problematicus,benthic_forams,1029,Bulbobaculites problematicus,
Bulbobaculites sp.,benthic_forams,1029,Bulbobaculites sp.,
Bulimina acanthia,benthic_forams,1032,Bulimina acanthia,
Bulimina aculeata,benthic_forams,1032,Bulimina aculeata,
Bulimina aculeata (cf. smooth),benthic_forams,1032,Bulimina aculeata (cf. smooth),
Bulimina aff. exilis,benthic_forams,1032,Bulimina aff. exilis,
Bulimina aff. mexicana,benthic_forams,1032,Bulimina aff. mexicana,
Bulimina aff. striata,benthic_forams,1032,Bulimina aff. striata,
Bulimina alazanensis,benthic_forams,1032,Bulimina alazanensis,
Bulimina barbata,benthic_forams,1032,Bulimina barbata,
Bulimina bortonica,benthic_forams,1032,Bulimina bortonica,
Bulimina cf. alazanensis,benthic_forams,1032,Bulimina cf. alazanensis,
Bulimina cf. striata,benthic_forams,1032,Bulimina striata (cf.),
Bulimina costata,benthic_forams,1032,Bulimina costata,
Bulimina elongata,benthic_forams,1032,Bulimina elongata,
Bulimina forticosta,benthic_forams,1032,Bulimina forticosta,
Bulimina gibba,benthic_forams,1032,Bulimina gibba,
Bulimina glomarchallengeri,benthic_forams,1032,Bulimina glomarchallengeri,
Bulimina impendens,benthic_forams,1032,Bulimina impendens,
Bulimina inflata,benthic_forams,1032,Bulimina inflata,
Bulimina jarvisi,benthic_forams,1032,Bulimina jarvisi,
Bulimina macilenta,benthic_forams,1032,Bulimina macilenta,
Bulimina marginata,benthic_forams,1032,Bulimina marginata,
Bulimina mexicana,benthic_forams,1032,Bulimina mexicana,
Bulimina midwayensis,benthic_forams,1032,Bulimina midwayensis,
Bulimina miolaevis,benthic_forams,1032,Bulimina miolaevis,
Bulimina pupoides,benthic_forams,1032,Bulimina pupoides,
Bulimina pupula,benthic_forams,1032,Bulimina pupula,
Bulimina pyrula spinescens,benthic_forams,1032,Bulimina pyrula spinescens,
Bulimina rostrata,benthic_forams,1032,Bulimina rostrata,
Bulimina serratospina,benthic_forams,1032,Bulimina serratospina,
Bulimina sp.,benthic_forams,1032,Bulimina sp. indet.; Bulimina; Bulimina sp.,
Bulimina sp. A,benthic_forams,1032,Bulimina sp.  A,extra space
Bulimina sp. B,benthic_forams,1032,Bulimina sp. B,
Bulimina sp. C,benthic_forams,1032,Bulimina sp. C,
Bulimina spp.,benthic_forams,1032,Bulimina spp.,
Bulimina striata,benthic_forams,1032,Bulimina striata,
Bulimina striata (group),benthic_forams,1032,Bulimina striata gr.,
Bulimina subbortonica,benthic_forams,1032,Bulimina subbortonica,
Bulimina thanetensis,benthic_forams,1032,Bulimina thanetensis,
Bulimina translucens,benthic_forams,1032,Bulimina translucens,
Bulimina triangularis,benthic_forams,1032,Bulimina triangularis,
Bulimina trihedra,benthic_forams,1032,Bulimina trihedra,
Bulimina trinitatensis,benthic_forams,1032,Bulimina trinitatensis,
Bulimina truncanella,benthic_forams,1032,Bulimina truncanella,
Bulimina tuxpamensis,benthic_forams,1032,Bulimina tuxpamensis,
Buliminella browni,benthic_forams,1033,Buliminella browni,
Buliminella elegantissima,benthic_forams,1033,Buliminella elegantissima,
Buliminella grata,benthic_forams,1033,Buliminella grata,
Buliminella parvula,benthic_forams,1033,Buliminella parvula,
Buliminella sp.,benthic_forams,1033,Buliminella sp.,
Buliminella spp.,benthic_forams,1033,Buliminella spp.,
Buliminella tenuata,benthic_forams,1033,Buliminella tenuata,
Buryella clinata,radiolarians,443,Buryella clinata,
Buryella foremanae,radiolarians,443,Buryella foremanae,
Buryella pentadica,radiolarians,443,Buryella pentadica,
Buryella spp.,radiolarians,443,Buryella spp.,
Buryella tetradica,radiolarians,443,Buryella tetradica,
Calcarina calcar,benthic_forams,1042,Calcarina calcar,
Calcarina sp.,benthic_forams,1042,Calcarina sp.,
Calcicalathina alta,nannofossils,87859,Calcicalathina alta,
Calcidiscus carlae,nannofossils,255405,Calcidiscus carlae,
Calcidiscus leptoporus,nannofossils,255405,C. leptoporus (small); C. leptoporus; Calcidiscus leptoporus,
Calcidiscus leptoporus (10-11 µm),nannofossils,255405,Calcidiscus leptoporus (10-11 µm),
Calcidiscus leptoporus (5-8 microns),nannofossils,255405,Calcidiscus leptoporus (5-8 microns),
Calcidiscus leptoporus (<5 microns),nannofossils,255405,Calcidiscus leptoporus (<5 microns),
Calcidiscus leptoporus (>10 μm),nannofossils,255405,Calcidiscus leptoporus (>10 μm),
Calcidiscus leptoporus (>8 microns),nannofossils,255405,Calcidiscus leptoporus (>8 micron),
Calcidiscus macintyrei,nannofossils,255405,Calcidiscus macintyrei; Calcidiscus mcintyrei,
Calcidiscus macintyrei (>11 μm),nannofossils,255405,Calcidiscus macintyrei (>11 μm),
Calcidiscus pacificanus,nannofossils,255405,Calcidiscus pacificanus,
Calcidiscus pataceus,nannofossils,255405,Calcidiscus pataceus,
Calcidiscus pataecus,nannofossils,255405,Calcidiscus pataecus,
Calcidiscus premacintyrei,nannofossils,255405,Calcidiscus premacintyrei,
Calcidiscus protoannulus,nannofossils,255405,Calcidiscus protoannulus,
Calcidiscus quadriperforatus,nannofossils,255405,Calcidiscus quadriperforatus,
Calcidiscus spp.,nannofossils,255405,Calcidiscus spp.,
Calcidiscus tropicus,nannofossils,255405,Calcidiscus tropicus +grill; Calcidiscus tropicus,
Calcidiscus tropicus (>10 µm),nannofossils,255405,Calcidiscus tropicus (>10 µm),
Calciosolenia aperta,nannofossils,87842,Calciosolenia aperta,
Calciosolenia brasiliensis,nannofossils,87842,Calciosolenia brasiliensis,
Calciosolenia fossilis,nannofossils,87842,Calciosolenia fossilis,
Calciosolenia murrayi,nannofossils,87842,Calciosolenia murrayi,
Calciosolenia sp.,nannofossils,87842,Calciosolenia sp.,
Calciosolenia spp.,nannofossils,87842,Calciosolenia spp.,
Calculites obscurus,nannofossils,179195,Calculites obscurus,"holococcolith, which is an informal group"
Calculites spp.,nannofossils,179195,Calculites spp.,
Calluna sp.,palynology,434787,Calluna,
Calocyclas bandyca,radiolarians,446,Calocyclas bandyca,
Calocyclas hispida,radiolarians,446,Calocyclas hispida,
Calocyclas turris,radiolarians,446,Calocyclas turris,
Calocycletta anekathen,radiolarians,447,Calocycletta anekathen n. sp.,
Calocycletta caepa,radiolarians,447,Calocycletta caepa,
Calocycletta costata,radiolarians,447,Calocyccletta costata; Calocycletta costata,
Calocycletta robusta,radiolarians,447,Calocycletta robusta,
Calocycletta serrata,radiolarians,447,Calocycletta serrata,
Calocycletta sp.,radiolarians,447,Calocycletta sp.,
Calocycletta virginis,radiolarians,447,Calocycletta virginis; Calocycletta virginis.1,
Calocycloma ampulla,radiolarians,448,Calocycloma ampulla,
Calocycloma castum,radiolarians,448,Calocycloma castum,
Caloneis bacillum,diatoms,432984,Calloneis bacillum,
Campylosphaera dela,nannofossils,424050,Campylosphaera dela,
Campylosphaera eodela,nannofossils,424050,Campylosphaera eodela,
Cancris auricula,benthic_forams,1051,Cancris auricula,
Cancris auriculus,benthic_forams,1051,Cancris auriculus,
Cancris cf. phillipinensis,benthic_forams,1051,Cancris cf. phillipinensis,
Cancris inflatus,benthic_forams,1051,Cancris inflatus,
