Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,name comment field,Comment,Notes (change to Internal only notes?),comments
,?,Arenobulimina,,,,sp.,,,,? Arenobulimina sp.,benthic_forams,Arenobulimina ?,,,"in PBDB, so it will be classified correctly",
,,Arenobulimina,,,,sp.,,,,Arenobulimina sp.,benthic_forams,Arenobulimina sp.,,,"in PBDB, so it will be classified correctly",
,,Arenobulimina,,,,truncata,,,,Arenobulimina truncata,benthic_forams,Arenobulimina truncata,,,"in PBDB, so it will be classified correctly",
,,Arenodosaria,,,,antipoda,,,,Arenodosaria antipoda,benthic_forams,Arenodosaria antipoda,,,"in PBDB, so it will be classified correctly",
,,Articulina,,,,alticostata,,,,Articulina alticostata,benthic_forams,Articulina alticostata,,,"in PBDB, so it will be classified correctly",
,,Articulina,,,cf.,tubulosa,,,,Articulina cf. tubulosa,benthic_forams,Articulina cf. tubulosa,,,"in PBDB, so it will be classified correctly",
,,Articulina,,,,pacifica,,,,Articulina pacifica,benthic_forams,Articulina pacifica,,,"in PBDB, so it will be classified correctly",
,,Aschemonella,,,,spp.,,,,Aschemonella spp.,benthic_forams,Aschemonella spp.,,,"in PBDB, so it will be classified correctly",
,,Astacolus,,,,crepidulus,,,,Astacolus crepidulus,benthic_forams,Astacolus crepidulus,,,"in PBDB, so it will be classified correctly",
,,Astacolus,,,,parallelus,,,,Astacolus parallelus,benthic_forams,Astacolus parallelus,,,"in PBDB, so it will be classified correctly",
,,Astacolus,,,,sp.,,,,Astacolus sp.,benthic_forams,Astacolus sp.,,,"in PBDB, so it will be classified correctly",
,,Astacolus,,,,spp.,,,,Astacolus spp.,benthic_forams,Astacolus spp.,,,"in PBDB, so it will be classified correctly",
,,Astacolus,,,,bradyi,,,,Astacolus bradyi,benthic_forams,Astalocus bradyi,,,"in PBDB, so it will be classified correctly",
,,Asterigerina,,,,planorbis,,,,Asterigerina planorbis,benthic_forams,Asterigerina planorbis,,,"in PBDB, but classification differs to WoRMS",
,,Asterigerina,,,,sp.,,,,Asterigerina sp.,benthic_forams,Asterigerina sp.,,,"in PBDB, but classification differs to WoRMS",
,,Asterigerina,,,,spp.,,,,Asterigerina spp.,benthic_forams,Asterigerina spp.,,,"in PBDB, but classification differs to WoRMS",
,,Asterigerinata,,,,sp.,,,,Asterigerinata sp.,benthic_forams,Asterigerinata sp.,,,"in PBDB, so it will be classified correctly",
,,Asterorotalia,,,,gaimardii,,,,Asterorotalia gaimardii,benthic_forams,Asterorotalia gaimardii,,,"in PBDB, but classification differs to WoRMS",
,,Astrononion,,,,antarcticus,,,,Astrononion antarcticus,benthic_forams,Astrononion antarcticus,,,"in PBDB, but classification differs to WoRMS",
,,Astrononion,,,,echolsi,,,,Astrononion echolsi,benthic_forams,Astrononion echolsi,,,"in PBDB, but classification differs to WoRMS",
,,Astrononion,,,,parki,,,,Astrononion parki,benthic_forams,Astrononion parki,,,"in PBDB, but classification differs to WoRMS",
,,Astrononion,,,,sp.,,,,Astrononion sp.,benthic_forams,Astrononion sp.,,,"in PBDB, but classification differs to WoRMS",
,,Astrononion,,,,spp.,,,,Astrononion spp.,benthic_forams,Astrononion spp.,,,"in PBDB, but classification differs to WoRMS",
,,Awhea,,,,spp.,,,,Awhea spp.,benthic_forams,Awhea spp.,,"in PBDB but Not accepted, Accepted as Staffia (Schubert, 1911)",,
,,Baculogypsina,,,,sphaerulata,,,,Baculogypsina sphaerulata,benthic_forams,Baculogypsina sphaerulata,,,"in PBDB, but classification differs to WoRMS",
,,Bathysiphon,,,,sp.,,,,Bathysiphon sp.,benthic_forams,Bathysiphon sp.,,,"in PBDB, so it will be classified correctly",
,,Berthelina,,,,intermedia,,,,Berthelina intermedia,benthic_forams,Berthelina  intermedia,,,"in PBDB, so it will be classified correctly",
,,Berthelina,,,,sp. 2,,,,Berthelina sp. 2,benthic_forams,Berthelina sp. 2,,,"in PBDB, so it will be classified correctly",
,,Bigenerina,,,,nodosaria,,,,Bigenerina nodosaria,benthic_forams,Bigenerina nodosaria,,,"in PBDB, but some taxonomic ranks are missing",
,,Bigenerina,,,,sp.,,,,Bigenerina sp.,benthic_forams,Bigenerina sp.,,,"in PBDB, but some taxonomic ranks are missing",
,,Bigenerina,,,,spp.,,,,Bigenerina spp.,benthic_forams,Bigenerina spp.,,,"in PBDB, but some taxonomic ranks are missing",
,,Bigenerina,,,,sp.,,,,Bigenerina sp.,benthic_forams,Bigerenina sp.,,,"in PBDB, but some taxonomic ranks are missing",
,,Biloculina,,,,sp.,,,,Biloculina sp.,benthic_forams,Biloculina sp.,,"in PBDB, but Unaccepted; Accepted as Pyrgo (Defrance, 1824)",,
,,Biloculinella,,,,sp.,,,,Biloculinella sp.,benthic_forams,Biloculinella sp.,,,"in PBDB, so it will be classified correctly",
,,Bolivina,,,,alata,,,,Bolivina alata,benthic_forams,Bolivina alata,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,aliformis,,,,Bolivina aliformis,benthic_forams,Bolivina aliformis,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,argentea,,,,Bolivina argentea,benthic_forams,Bolivina argentea,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,byramensis,,,,Bolivina byramensis,benthic_forams,Bolivina byramensis,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,cf.,robusta,,,,Bolivina cf. robusta,benthic_forams,Bolivina cf. robusta,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,decussata,,,,Bolivina decussata,benthic_forams,Bolivina decussata,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,glutinata,,,,Bolivina glutinata,benthic_forams,Bolivina glutinata,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,huneri,,,,Bolivina huneri,benthic_forams,Bolivina huneri,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,incrassata,,,,Bolivina incrassata,benthic_forams,Bolivina incrassata,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,interjuncta,var.,bicostata,,Bolivina interjuncta var. bicostata,benthic_forams,Bolivina interjuncta var. bicostata,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,lapsus,,,,Bolivina lapsus,benthic_forams,Bolivina lapsus,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,minuta,,,,Bolivina minuta,benthic_forams,Bolivina minuta,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,ordinaria,,,,Bolivina ordinaria,benthic_forams,Bolivina ordinaria,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,pacifica,,,,Bolivina pacifica,benthic_forams,Bolivina pacifica,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,pusilla,,,,Bolivina pusilla,benthic_forams,Bolivina pusilla,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,reticulata,,,,Bolivina reticulata,benthic_forams,Bolivina reticulata,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,robusta,,,,Bolivina robusta,benthic_forams,Bolivina robusta,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,seminuda,,,,Bolivina seminuda,benthic_forams,Bolivina seminuda,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,semitruncata,,,,Bolivina semitruncata,benthic_forams,Bolivina semitruncata,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,sp.,,,,Bolivina sp.,benthic_forams,Bolivina sp.,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,cf.,crenulata,,,crenulate,Bolivina cf. crenulata (crenulate),benthic_forams,Bolivina sp. (crenulate),,,"Winter 2021: Ask BF person, how would you  handle this?  comment field (i.e., informal modifier) or formal subspecies modifier? ET: Bolivina sp., cf crenulata NOT a subspecies, just a species similar to crenulata. How do you handle that in the database?",
,,Bolivina,,,,sp.,,,smooth flat,Bolivina sp. (smooth flat),benthic_forams,Bolivina sp. (smooth flat),"smooth, flat",,"Winter 2021: Ask BF person, how would you  handle this?  comment field (i.e., informal modifier) or formal subspecies modifier? ET: Bolivina sp., cf crenulata NOT a subspecies, just a species similar to crenulata. How do you handle that in the database?",
,,Bolivina,,,,spathulata,,,,Bolivina spathulata,benthic_forams,Bolivina spathulata,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,spissa,,,,Bolivina spissa,benthic_forams,Bolivina spissa,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,spp.,,,,Bolivina spp.,benthic_forams,Bolivina spp.,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,striatula,,,,Bolivina striatula,benthic_forams,Bolivina striatula,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,subaenariensis,,,,Bolivina subaenariensis,benthic_forams,Bolivina subaenariensis,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,translucens,,,,Bolivina translucens,benthic_forams,Bolivina translucens,,,"in PBDB, but classification differs to WoRMS",
,,Bolivinella,,,,elegans,,,,Bolivinella elegans,benthic_forams,Bolivinella elegans,,,"in PBDB, so it will be classified correctly",
,,Bolivinellina,,,,translucens,,,,Bolivinellina translucens,benthic_forams,Bolivinellina translucens,,,"in PBDB, but classification differs to WoRMS",
,,Bolivinita,,,,elegantissima,,,,Bolivinita elegantissima,benthic_forams,Bolivinita elegantissima,,,"in PBDB, but classification differs to WoRMS",
,,Bolivinita,,,,pliozea,,,,Bolivinita pliozea,benthic_forams,Bolivinita pliozea,,,"in PBDB, but classification differs to WoRMS",
,,Bolivinita,,,,pohana,,,,Bolivinita pohana,benthic_forams,Bolivinita pohana,,,"in PBDB, but classification differs to WoRMS",
,,Bolivinita,,,,quadrilatera,,,,Bolivinita quadrilatera,benthic_forams,Bolivinita quadrilatera,,,"in PBDB, but classification differs to WoRMS",
,,Bolivinopsis,,,,compta,,,,Bolivinopsis compta,benthic_forams,Bolivinopsis compta,,,"in PBDB, but classification differs to WoRMS",
,,Bolivina,,,,pseudoplicata,,,,Bolivina pseudoplicata,benthic_forams,Bolvina pseudoplicata,,,in PBDB,
,,Bolivina,,,,subaenariensis,,,,Bolivina subaenariensis,benthic_forams,Bolvina subaenariensis,,,in PBDB,
,,Borelis,,,,melo,,,,Borelis melo,benthic_forams,Borelis melo,,,"in PBDB, so it will be classified correctly (Borelis Montfort 1808)",
,,Borelis,,,,spp.,,,,Borelis spp.,benthic_forams,Borelis spp.,,,"in PBDB, so it will be classified correctly (Borelis Montfort 1808)",
,,Brizalina,,,,alata,,,,Brizalina alata,benthic_forams,Brizalina alata,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,
,,Brizalina,,,cf.,difformis,,,,Brizalina cf. difformis,benthic_forams,Brizalina cf. difformis,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,
,,Brizalina,,,cf.,dilatata,,,,Brizalina cf. dilatata,benthic_forams,Brizalina cf. dilatata,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,
,,Brizalina,,,,dilatata,,,,Brizalina dilatata,benthic_forams,Brizalina dilatata,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,
,,Brizalina,,,,earlandi,,,,Brizalina earlandi,benthic_forams,Brizalina earlandi,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,
,,Brizalina,,,,pacifica,,,,Brizalina pacifica,benthic_forams,Brizalina pacifica,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,
,,Brizalina,,,,pusilla,,,,Brizalina pusilla,benthic_forams,Brizalina pusilla,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,
,,Brizalina,,,,semilineata,,,,Brizalina semilineata,benthic_forams,Brizalina semilineata,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,
,,Brizalina,,,,sp.,,,,Brizalina sp.,benthic_forams,Brizalina sp.,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,
,,Brizalina,,,,spathulata,,,,Brizalina spathulata,benthic_forams,Brizalina spathulata,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,
,,Brizalina,,,,spp.,,,,Brizalina spp.,benthic_forams,Brizalina spp.,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,
,,Brizalina,,,,striatula,,,,Brizalina striatula,benthic_forams,Brizalina striatula,,"in PBDB, Unaccepted? Bolivina (d'Orbigny, 1839)",,
,,Buccella,,,,frigida,,,,Buccella frigida,benthic_forams,Buccella frigida,,,"in PBDB, but classification differs to WoRMS",
,,Buccella,,,,inusitata,,,,Buccella inusitata,benthic_forams,Buccella inusitata,,,"in PBDB, but classification differs to WoRMS",
,,Buccella,,,,sp.,,,,Buccella sp.,benthic_forams,Buccella sp.,,,"in PBDB, but classification differs to WoRMS",
,?,Bulbobaculites,,,,sp.,,,,? Bulbobaculites sp.,benthic_forams,Bulbobaculites ?,,,"in PBDB, so it will be classified correctly",
,,Bulbobaculites,,,,problematicus,,,,Bulbobaculites problematicus,benthic_forams,Bulbobaculites problematicus,,,"in PBDB, so it will be classified correctly",
,,Bulbobaculites,,,,sp.,,,,Bulbobaculites sp.,benthic_forams,Bulbobaculites sp.,,,"in PBDB, so it will be classified correctly",
,,Bulimina,,,,acanthia,,,,Bulimina acanthia,benthic_forams,Bulimina acanthia,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,aculeata,,,,Bulimina aculeata,benthic_forams,Bulimina aculeata,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,alazanensis,,,,Bulimina alazanensis,benthic_forams,Bulimina alazanensis,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,barbata,,,,Bulimina barbata,benthic_forams,Bulimina barbata,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,bortonica,,,,Bulimina bortonica,benthic_forams,Bulimina bortonica,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,cf.,alazanensis,,,,Bulimina cf. alazanensis,benthic_forams,Bulimina cf. alazanensis,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,costata,,,,Bulimina costata,benthic_forams,Bulimina costata,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,elongata,,,,Bulimina elongata,benthic_forams,Bulimina elongata,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,forticosta,,,,Bulimina forticosta,benthic_forams,Bulimina forticosta,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,gibba,,,,Bulimina gibba,benthic_forams,Bulimina gibba,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,glomarchallengeri,,,,Bulimina glomarchallengeri,benthic_forams,Bulimina glomarchallengeri,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,impendens,,,,Bulimina impendens,benthic_forams,Bulimina impendens,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,inflata,,,,Bulimina inflata,benthic_forams,Bulimina inflata,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,jarvisi,,,,Bulimina jarvisi,benthic_forams,Bulimina jarvisi,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,macilenta,,,,Bulimina macilenta,benthic_forams,Bulimina macilenta,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,marginata,,,,Bulimina marginata,benthic_forams,Bulimina marginata,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,mexicana,,,,Bulimina mexicana,benthic_forams,Bulimina mexicana,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,midwayensis,,,,Bulimina midwayensis,benthic_forams,Bulimina midwayensis,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,miolaevis,,,,Bulimina miolaevis,benthic_forams,Bulimina miolaevis,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,pupoides,,,,Bulimina pupoides,benthic_forams,Bulimina pupoides,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,pupula,,,,Bulimina pupula,benthic_forams,Bulimina pupula,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,rostrata,,,,Bulimina rostrata,benthic_forams,Bulimina rostrata,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,serratospina,,,,Bulimina serratospina,benthic_forams,Bulimina serratospina,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,sp.,,,,Bulimina sp.,benthic_forams,Bulimina sp.,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,spp.,,,,Bulimina spp.,benthic_forams,Bulimina spp.,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,striata,,,,Bulimina striata,benthic_forams,Bulimina striata,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,striata,,,Bulimina striata group,Bulimina striata (Bulimina striata group),benthic_forams,Bulimina striata gr.,,,"Ask BF person, how would you  handle this?  comment field (i.e., informal modifier) or formal subspecies modifier?",
,,Bulimina,,,,subbortonica,,,,Bulimina subbortonica,benthic_forams,Bulimina subbortonica,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,thanetensis,,,,Bulimina thanetensis,benthic_forams,Bulimina thanetensis,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,translucens,,,,Bulimina translucens,benthic_forams,Bulimina translucens,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,triangularis,,,,Bulimina triangularis,benthic_forams,Bulimina triangularis,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,trihedra,,,,Bulimina trihedra,benthic_forams,Bulimina trihedra,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,trinitatensis,,,,Bulimina trinitatensis,benthic_forams,Bulimina trinitatensis,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,truncanella,,,,Bulimina truncanella,benthic_forams,Bulimina truncanella,,,"in PBDB, but classification differs to WoRMS",
,,Bulimina,,,,tuxpamensis,,,,Bulimina tuxpamensis,benthic_forams,Bulimina tuxpamensis,,,"in PBDB, but classification differs to WoRMS",
,,Buliminella,,,,browni,,,,Buliminella browni,benthic_forams,Buliminella browni,,,"in PBDB, but classification differs to WoRMS",
