Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Toweius gammation,Sphenolithus stellatus,Sphenolithus spiniger,Sphenolithus radians,Sphenolithus moriformis,Rhabdosphaera inflata,Reticulofenestra samodurovii,Reticulofenestra dictyoda,Pseudotriquetrorhabdulus inversus,Pontosphaera segmenta,Pedinocyclus larvalis,Neocrepidolithus sp.,Nannotetrina sp. (small),Markalius sp. 1,Lophodolithus acutus,Holococcolith type A,Helicosphaera seminulum,Helicosphaera lophota,Ericsonia formosa,Discoaster sublodoensis,Discoaster lodoensis,Discoaster kuepperi,Discoaster barbadiensis,Cyclicargolithus floridanus,Cruciplacolithus vanheckae,Cruciplacolithus spp.,Coccolithus pelagicus,Coccolithus eopelagicus,Chiasmolithus solitus,Chiasmolithus grandis,Campylosphaera dela,Nannotetrina alata,Lophodolithus mochlophorus,Ericsonia pacifica,Discoaster saipanensis,Cruciplacolithus staurion,Coccolithus sp.1,Chiasmolithus medius,Chiasmolithus consuetus,Calcidiscus protoannulus,Triquetrorhabdulus carinatus,Sphenolithus (all Sphenolithus taxa),Reticulofenestra reticulata,Reticulofenestra bisecta,Helicosphaerid (all Helicosphaerid taxa),Discoaster (all Discoaster taxa),Coronocyclus nitescens,Coccolithus formosus,Clausicoccus fenestratus,Chiasmoliths (all Chiasmolith taxa),Bramletteius serraculoides,Sphenolithus sp. 1,Chiasmolithus expansus,Markalius inversus,Cruciplacolithus cf. tarquinius,Cyclolithella kalianata,Sphenolithus pseudoradians,Markalius sp. 2,Chiasmolithus titus,Chiasmolithus gigas,Sphenolithus furcatolithoides,Discoaster tanii,Pontosphaera formosa,Nannotetrina austriacus,Toweius? sp. 1,Pontosphaera scissura,Helicosphaera heezenii,Cribrocentrum reticulatum,Discoaster bifax,Discoaster nodifer,Calcidiscus kingii,Cruciplacolithus cruciformis,Reticulofenestra umbilica,Discoaster deflandrei,Helicosphaera compacta,Dictyococcites scrippsae,Sphenolithus obtusus,Sphenolithus intercalaris,Dictyococcites bisectus,Sphenolithus predistentus,Helicosphaera reticulata,Hayella situliformis,Isthmolithus recurvus,Ericsonia subdisticha,Braarudosphaera bigelowii,Ericsonia obruta,Lanternithus minutus,Helicosphaera euphratis,Cruciplacolithus tarquinius,Helicosphaera wilcoxonii,Helicosphaera intermedia,Sphenolithus aff. distentus,Discoaster adamanteus,Helicosphaera perch-nielseniae,Helicosphaera bramlettei,Chiasmolithus altus,Cyclicargolithus abisectus,Sphenolithus distentus,Sphenolithus aff. ciperoensis,Sphenolithus ciperoensis,Triquetrorhabdulus milowii,Coccolithus miopelagicus,Coccolithus fuscus,Catinaster umbrellus,Crassidiscus backmanii,Sphenolithus dissimilis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,115, 711,A, 17,X, 6,  83.00,    161.3300,Wei      ,Nannofossils                                 ,               ,                  ,                       ,                 ,                      ,                     ,                    ,                       ,                     ,                            ,                         ,.0%                              ,                     ,                     ,                    ,                        ,               ,                    ,                    ,                       ,                     ,                 ,                       ,                    ,                   ,                       ,30.4%                      ,                          ,                     ,16.0%                ,                       ,                     ,                     ,                   ,                  ,                          ,                  ,                      ,                         ,                ,                    ,                       ,1.2%                    ,.0%                         ,1.2%                                ,19.3%                      ,3.1%                    ,.0%                                     ,18.1%                           ,.0%                   ,3.1%                ,.0%                     ,.0%                                ,.9%                       ,                  ,                      ,                  ,                               ,                       ,                          ,               ,                   ,                   ,                             ,                ,                    ,                       ,              ,                     ,                      ,                         ,                ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from ODP Leg 120 SR Vol 2  Chapter 55 Table 1 p 984-985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15b             ,              ,115, 711,A, 17,X, 6, 100.00,    161.5000,Okada    ,Nannofossils                                 ,A              ,M                 ,R                      ,                 ,                      ,                     ,                    ,3.0%                   ,                     ,R                           ,                         ,                                 ,                     ,R                    ,                    ,                        ,               ,                    ,                    ,                       ,                     ,4.0%             ,                       ,                    ,                   ,3.0%                   ,28.0%                      ,                          ,                     ,15.0%                ,R                      ,                     ,                     ,                   ,                  ,                          ,                  ,3.0%                  ,                         ,F               ,                    ,                       ,                        ,                            ,                                    ,                           ,                        ,                                        ,                                ,                      ,                    ,                        ,                                   ,F                         ,                  ,                      ,                  ,                               ,                       ,F                         ,               ,                   ,                   ,                             ,1.0%            ,                    ,                       ,              ,                     ,                      ,33.0%                    ,                ,R                 ,F                 ,                            ,1.0%                     ,                     ,F                     ,F                       ,                    ,                         ,1.0%                   ,2.0%                     ,F                       ,F                   ,                     ,                     ,R                        ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from 115 SR. Chapter 14. Table 12. pages 156-158.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15b             ,              ,115, 711,A, 17,X, 7,  24.00,    162.2400,Okada    ,Nannofossils                                 ,A              ,M                 ,                       ,                 ,                      ,                     ,                    ,2.0%                   ,                     ,R                           ,                         ,                                 ,                     ,                     ,                    ,                        ,               ,                    ,                    ,                       ,                     ,7.0%             ,                       ,                    ,                   ,9.0%                   ,12.0%                      ,                          ,                     ,16.0%                ,R                      ,                     ,                     ,                   ,                  ,                          ,                  ,4.0%                  ,                         ,F               ,                    ,                       ,R                       ,                            ,                                    ,                           ,                        ,                                        ,                                ,                      ,                    ,                        ,                                   ,F                         ,                  ,                      ,                  ,                               ,                       ,R                         ,               ,                   ,                   ,                             ,2.0%            ,                    ,                       ,              ,                     ,                      ,36.0%                    ,                ,R                 ,4.0%              ,                            ,F                        ,                     ,F                     ,F                       ,                    ,                         ,1.0%                   ,1.0%                     ,R                       ,F                   ,                     ,R                    ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from 115 SR. Chapter 14. Table 12. pages 156-158.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15b             ,              ,115, 711,A, 18,X, 1,  42.00,    163.1200,Okada    ,Nannofossils                                 ,A              ,M                 ,                       ,                 ,                      ,                     ,                    ,3.0%                   ,                     ,R                           ,                         ,                                 ,R                    ,                     ,                    ,                        ,               ,                    ,                    ,                       ,                     ,4.0%             ,                       ,                    ,                   ,5.0%                   ,11.0%                      ,                          ,                     ,15.0%                ,R                      ,                     ,                     ,                   ,                  ,                          ,                  ,6.0%                  ,                         ,F               ,                    ,                       ,R                       ,                            ,                                    ,                           ,                        ,                                        ,                                ,                      ,                    ,                        ,                                   ,F                         ,                  ,                      ,                  ,                               ,                       ,R                         ,               ,                   ,                   ,                             ,1.0%            ,                    ,                       ,              ,                     ,                      ,43.0%                    ,                ,R                 ,2.0%              ,                            ,F                        ,                     ,F                     ,1.0%                    ,                    ,                         ,3.0%                   ,3.0%                     ,R                       ,F                   ,R                    ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from 115 SR. Chapter 14. Table 12. pages 156-158.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,115, 711,A, 18,X, 1,  83.00,    163.5300,Wei      ,Nannofossils                                 ,               ,                  ,                       ,                 ,                      ,                     ,                    ,                       ,                     ,                            ,                         ,.0%                              ,                     ,                     ,                    ,                        ,               ,                    ,                    ,                       ,                     ,                 ,                       ,                    ,                   ,                       ,20.1%                      ,                          ,                     ,14.8%                ,                       ,                     ,                     ,                   ,                  ,                          ,                  ,                      ,                         ,                ,                    ,                       ,5.3%                    ,.0%                         ,.0%                                 ,15.0%                      ,6.8%                    ,.0%                                     ,24.2%                           ,.0%                   ,3.4%                ,.2%                     ,.0%                                ,.5%                       ,                  ,                      ,                  ,                               ,                       ,                          ,               ,                   ,                   ,                             ,                ,                    ,                       ,              ,                     ,                      ,                         ,                ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from ODP Leg 120 SR Vol 2  Chapter 55 Table 1 p 984-985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15a             ,              ,115, 711,A, 18,X, 2,  42.00,    164.6200,Okada    ,Nannofossils                                 ,A              ,M                 ,                       ,                 ,                      ,                     ,                    ,1.0%                   ,                     ,R                           ,                         ,                                 ,                     ,                     ,                    ,                        ,               ,                    ,                    ,                       ,                     ,3.0%             ,                       ,                    ,                   ,8.0%                   ,16.0%                      ,                          ,                     ,9.0%                 ,F                      ,                     ,                     ,                   ,                  ,                          ,                  ,6.0%                  ,                         ,R               ,                    ,                       ,                        ,                            ,                                    ,                           ,                        ,                                        ,                                ,R                     ,                    ,                        ,                                   ,1.0%                      ,                  ,                      ,                  ,                               ,                       ,F                         ,               ,                   ,                   ,                             ,F               ,                    ,                       ,              ,                     ,                      ,39.0%                    ,                ,R                 ,F                 ,                            ,F                        ,                     ,R                     ,4.0%                    ,                    ,                         ,10.0%                  ,1.0%                     ,R                       ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from 115 SR. Chapter 14. Table 12. pages 156-158.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,115, 711,A, 18,X, 2, 131.00,    165.5100,Wei      ,Nannofossils                                 ,               ,                  ,                       ,                 ,                      ,                     ,                    ,                       ,                     ,                            ,                         ,.0%                              ,                     ,                     ,                    ,                        ,               ,                    ,                    ,                       ,                     ,                 ,                       ,                    ,                   ,                       ,33.4%                      ,                          ,                     ,8.3%                 ,                       ,                     ,                     ,                   ,                  ,                          ,                  ,                      ,                         ,                ,                    ,                       ,4.3%                    ,.0%                         ,.3%                                 ,17.2%                      ,12.6%                   ,.3%                                     ,13.2%                           ,.0%                   ,2.5%                ,.3%                     ,.0%                                ,.9%                       ,                  ,                      ,                  ,                               ,                       ,                          ,               ,                   ,                   ,                             ,                ,                    ,                       ,              ,                     ,                      ,                         ,                ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from ODP Leg 120 SR Vol 2  Chapter 55 Table 1 p 984-985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15a             ,              ,115, 711,A, 18,X, 3,  34.00,    166.0400,Okada    ,Nannofossils                                 ,A              ,M                 ,F                      ,                 ,                      ,                     ,                    ,2.0%                   ,                     ,R                           ,                         ,rR                               ,                     ,                     ,                    ,                        ,               ,                    ,R                   ,                       ,                     ,3.0%             ,                       ,                    ,                   ,6.0%                   ,27.0%                      ,                          ,                     ,5.0%                 ,F                      ,                     ,rR                   ,                   ,                  ,                          ,                  ,2.0%                  ,                         ,R               ,                    ,                       ,                        ,                            ,                                    ,                           ,                        ,                                        ,                                ,R                     ,                    ,                        ,                                   ,4.0%                      ,                  ,                      ,                  ,                               ,                       ,F                         ,               ,                   ,                   ,                             ,1.0%            ,                    ,                       ,              ,                     ,                      ,14.0%                    ,                ,F                 ,4.0%              ,                            ,R                        ,                     ,F                     ,5.0%                    ,R                   ,                         ,20.0%                  ,2.0%                     ,R                       ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,slight reworking.from 115 SR. Chapter 14. Table 12. pages 156-158.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15a             ,              ,115, 711,A, 18,X, 4,  29.00,    167.4900,Okada    ,Nannofossils                                 ,A              ,M                 ,                       ,                 ,                      ,                     ,                    ,8.0%                   ,                     ,                            ,                         ,                                 ,R                    ,                     ,                    ,                        ,               ,                    ,                    ,                       ,                     ,2.0%             ,                       ,                    ,                   ,15.0%                  ,18.0%                      ,                          ,                     ,6.0%                 ,F                      ,                     ,                     ,                   ,                  ,                          ,                  ,10.0%                 ,                         ,R               ,                    ,                       ,                        ,                            ,                                    ,                           ,                        ,                                        ,                                ,R                     ,                    ,                        ,                                   ,R                         ,                  ,                      ,                  ,                               ,                       ,F                         ,               ,                   ,                   ,                             ,1.0%            ,                    ,                       ,              ,                     ,                      ,13.0%                    ,                ,R                 ,2.0%              ,                            ,R                        ,R                    ,F                     ,3.0%                    ,                    ,                         ,17.0%                  ,2.0%                     ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from 115 SR. Chapter 14. Table 12. pages 156-158.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,115, 711,A, 18,X, 4,  82.00,    168.0200,Wei      ,Nannofossils                                 ,               ,                  ,                       ,                 ,                      ,                     ,                    ,                       ,                     ,                            ,                         ,.0%                              ,                     ,                     ,                    ,                        ,               ,                    ,                    ,                       ,                     ,                 ,                       ,                    ,                   ,                       ,28.5%                      ,                          ,                     ,8.9%                 ,                       ,                     ,                     ,                   ,                  ,                          ,                  ,                      ,                         ,                ,                    ,                       ,3.6%                    ,.0%                         ,.3%                                 ,11.6%                      ,12.3%                   ,.0%                                     ,24.8%                           ,.0%                   ,1.3%                ,.0%                     ,.0%                                ,.0%                       ,                  ,                      ,                  ,                               ,                       ,                          ,               ,                   ,                   ,                             ,                ,                    ,                       ,              ,                     ,                      ,                         ,                ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from ODP Leg 120 SR Vol 2  Chapter 55 Table 1 p 984-985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15a             ,              ,115, 711,A, 18,X,CC,   0.00,    168.6200,Okada    ,Nannofossils                                 ,A              ,M                 ,                       ,                 ,                      ,                     ,R                   ,3.0%                   ,                     ,F                           ,                         ,                                 ,                     ,                     ,                    ,                        ,               ,                    ,                    ,                       ,                     ,3.0%             ,                       ,                    ,                   ,7.0%                   ,24.0%                      ,                          ,                     ,4.0%                 ,F                      ,                     ,                     ,                   ,                  ,                          ,                  ,8.0%                  ,                         ,F               ,                    ,                       ,                        ,                            ,                                    ,                           ,                        ,                                        ,                                ,R                     ,                    ,                        ,                                   ,F                         ,                  ,                      ,                  ,                               ,                       ,F                         ,               ,                   ,                   ,                             ,1.0%            ,                    ,                       ,              ,                     ,R                     ,17.0%                    ,                ,F                 ,2.0%              ,                            ,R                        ,                     ,F                     ,3.0%                    ,                    ,                         ,22.0%                  ,F                        ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from 115 SR. Chapter 14. Table 12. pages 156-158.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,115, 711,A, 19,X, 1,  30.00,    172.7000,Wei      ,Nannofossils                                 ,               ,                  ,                       ,                 ,                      ,                     ,                    ,                       ,                     ,                            ,                         ,.0%                              ,                     ,                     ,                    ,                        ,               ,                    ,                    ,                       ,                     ,                 ,                       ,                    ,                   ,                       ,32.2%                      ,                          ,                     ,8.4%                 ,                       ,                     ,                     ,                   ,                  ,                          ,                  ,                      ,                         ,                ,                    ,                       ,6.7%                    ,.0%                         ,10.1%                               ,.0%                        ,11.1%                   ,.7%                                     ,16.8%                           ,.0%                   ,1.7%                ,.0%                     ,.0%                                ,.3%                       ,                  ,                      ,                  ,                               ,                       ,                          ,               ,                   ,                   ,                             ,                ,                    ,                       ,              ,                     ,                      ,                         ,                ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from ODP Leg 120 SR Vol 2  Chapter 55 Table 1 p 984-985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15a             ,              ,115, 711,A, 19,X, 1,  38.00,    172.7800,Okada    ,Nannofossils                                 ,A              ,M                 ,                       ,                 ,                      ,                     ,R                   ,2.0%                   ,                     ,F                           ,                         ,                                 ,                     ,                     ,                    ,                        ,               ,                    ,                    ,                       ,                     ,1.0%             ,                       ,                    ,                   ,10.0%                  ,40.0%                      ,                          ,                     ,7.0%                 ,2.0%                   ,                     ,                     ,                   ,                  ,                          ,                  ,3.0%                  ,                         ,F               ,                    ,                       ,                        ,                            ,                                    ,                           ,                        ,                                        ,                                ,R                     ,                    ,                        ,                                   ,F                         ,                  ,                      ,                  ,                               ,                       ,F                         ,               ,                   ,                   ,                             ,1.0%            ,                    ,                       ,              ,                     ,                      ,7.0%                     ,                ,F                 ,3.0%              ,                            ,F                        ,R                    ,F                     ,14.0%                   ,                    ,                         ,2.0%                   ,1.0%                     ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from 115 SR. Chapter 14. Table 12. pages 156-158.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP15a             ,              ,115, 711,A, 19,X, 2, 107.00,    174.9700,Okada    ,Nannofossils                                 ,A              ,M                 ,                       ,                 ,                      ,                     ,R                   ,5.0%                   ,                     ,                            ,                         ,                                 ,R                    ,                     ,                    ,                        ,               ,                    ,                    ,                       ,                     ,6.0%             ,                       ,                    ,                   ,10.0%                  ,21.0%                      ,                          ,                     ,11.0%                ,2.0%                   ,                     ,                     ,                   ,                  ,                          ,                  ,6.0%                  ,                         ,F               ,                    ,                       ,                        ,                            ,                                    ,                           ,                        ,                                        ,                                ,                      ,                    ,                        ,                                   ,F                         ,                  ,                      ,                  ,                               ,                       ,F                         ,               ,                   ,                   ,                             ,F               ,                    ,                       ,              ,                     ,                      ,12.0%                    ,                ,F                 ,3.0%              ,                            ,                         ,                     ,F                     ,13.0%                   ,                    ,                         ,4.0%                   ,F                        ,                        ,R                   ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from 115 SR. Chapter 14. Table 12. pages 156-158.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,115, 711,A, 19,X, 2, 145.00,    175.3500,Wei      ,Nannofossils                                 ,               ,                  ,                       ,                 ,                      ,                     ,                    ,                       ,                     ,                            ,                         ,.0%                              ,                     ,                     ,                    ,                        ,               ,                    ,                    ,                       ,                     ,                 ,                       ,                    ,                   ,                       ,23.2%                      ,                          ,                     ,6.3%                 ,                       ,                     ,                     ,                   ,                  ,                          ,                  ,                      ,                         ,                ,                    ,                       ,4.9%                    ,.0%                         ,3.5%                                ,13.3%                      ,8.1%                    ,.0%                                     ,18.9%                           ,.0%                   ,3.2%                ,.0%                     ,.0%                                ,.7%                       ,                  ,                      ,                  ,                               ,                       ,                          ,               ,                   ,                   ,                             ,                ,                    ,                       ,              ,                     ,                      ,                         ,                ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from ODP Leg 120 SR Vol 2  Chapter 55 Table 1 p 984-985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,115, 711,A, 19,X, 3,  60.00,    176.0000,Wei      ,Nannofossils                                 ,               ,                  ,                       ,                 ,                      ,                     ,                    ,                       ,                     ,                            ,                         ,.0%                              ,                     ,                     ,                    ,                        ,               ,                    ,                    ,                       ,                     ,                 ,                       ,                    ,                   ,                       ,20.9%                      ,                          ,                     ,11.1%                ,                       ,                     ,                     ,                   ,                  ,                          ,                  ,                      ,                         ,                ,                    ,                       ,3.8%                    ,.0%                         ,2.2%                                ,13.9%                      ,11.1%                   ,.0%                                     ,16.1%                           ,.0%                   ,4.7%                ,.0%                     ,.0%                                ,.3%                       ,                  ,                      ,                  ,                               ,                       ,                          ,               ,                   ,                   ,                             ,                ,                    ,                       ,              ,                     ,                      ,                         ,                ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from ODP Leg 120 SR Vol 2  Chapter 55 Table 1 p 984-985
