Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphaeroidinellopsis seminulina,Orbulina universa,Orbulina bilobata,Neogloboquadrina acostaensis,Hastigerina pelagica,Globorotalia plesiotumida,Globorotalia merotumida,Globorotalia limbata,Globorotalia lenguaensis,Globoquadrina venezuelana,Globoquadrina dehiscens,Globoquadrina altispira globosa,Globoquadrina altispira altispira,Globigerinoides trilobus,Globigerinoides sacculifer,Globigerinoides quadrilobatus,Globigerinoides obliquus,Globigerinoides immaturus,Globigerina nepenthes,Globigerina decoraperta,Globorotalia cf. Gr. miocenica,Globigerinella obesa,Globigerinella aequilateralis,Globigerinoides extremus,Globigerinita glutinata,Globorotalia scitula,Globorotalia cf. scitula,Globigerina druryi,Globorotalia cf. Gr. multicamerata,Candeina nitida,Sphaeroidinellopsis subdehiscens,Sphaeroidinellopsis paenedehiscens,Globigerinoides conglobatus,Globorotalia cibaoensis,Globorotalia paralenguaensis,Globorotalia juanai,Globoquadrina baroemoenensis,Globigerinoides bulloideus,Globigerina bulloides,Neogloboquadrina continuosa,Neogloboquadrina cf. humerosa,Globigerinoides bollii,Globigerina cf. falconensis,Globorotalia cf. Gr. margaritae,Neogloboquadrina humerosa,Globorotalia multicamerata,Globigerinoides ruber,Globigerinoides cf. conglobatus,Neogloboquadrina pseudopachyderma,Globorotalia margaritae evoluta,Globigerina cf. incisa,Globorotalia crassaformis crassaformis,Globigerina apertura,Globorotalia menardii,Sphaeroidinella dehiscens,Globorotalia miocenica,Globigerina falconensis,Globorotalia pseudomiocenica,Globorotalia crassaformis viola,Globorotalia crassaformis oceanica,Neogloboquadrina pseudopima,Globorotalia praehirsuta,Globigerina incisa,Globigerina calida praecalida,Neogloboquadrina incompta,Globorotalia exilis,Globorotalia crassaformis ronda,Globigerinoides trilobus fistulosus,Globorotalia pertenuis,Neogloboquadrina dutertrei,Globorotalia truncatulinoides,Globorotalia inflata,Pulleniatina obliquiloculata,Globorotalia cf. tumida,Globigerinoides siegliei,Comment
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 24,X, 3,  25.00,    225.1500,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,                              ,C                ,R                ,R                           ,                    ,                         ,                       ,                    ,                        ,                         ,                       ,                               ,F                                ,F                       ,R                         ,R                            ,F                       ,F                        ,T                    ,R                      ,R                             ,R                   ,R                            ,R                       ,R                      ,                    ,T                       ,r                 ,                                  ,               ,                                ,                                  ,                           ,                       ,                            ,                   ,                            ,                          ,                     ,                           ,                             ,                      ,                           ,                               ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 24,X,CC,  36.00,    227.1900,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                              ,C                ,R                ,F                           ,                    ,F                        ,                       ,                    ,                        ,                         ,                       ,R                              ,F                                ,R                       ,R                         ,R                            ,F                       ,F                        ,R                    ,R                      ,F                             ,                    ,                             ,R                       ,R                      ,R                   ,                        ,                  ,                                  ,               ,                                ,                                  ,                           ,                       ,                            ,                   ,                            ,                          ,                     ,                           ,                             ,                      ,                           ,                               ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 25,X,CC,  30.00,    231.8900,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                              ,C                ,                 ,F                           ,                    ,                         ,F                      ,                    ,                        ,                         ,                       ,                               ,F                                ,F                       ,R                         ,R                            ,F                       ,F                        ,R                    ,R                      ,                              ,                    ,                             ,F                       ,R                      ,                    ,                        ,                  ,                                  ,               ,                                ,                                  ,                           ,                       ,                            ,                   ,                            ,                          ,                     ,                           ,                             ,                      ,                           ,                               ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 26,X, 3,  25.00,    244.1500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                              ,C                ,R                ,R                           ,                    ,R                        ,                       ,F                   ,R                       ,R                        ,F                      ,F                              ,F                                ,R                       ,F                         ,                             ,R                       ,F                        ,F                    ,R                      ,R                             ,R                   ,R                            ,                        ,                       ,                    ,                        ,                  ,                                  ,               ,                                ,                                  ,                           ,                       ,                            ,                   ,                            ,                          ,                     ,                           ,                             ,                      ,                           ,                               ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. humerosa       ,              ,101, 630,A, 26,X,CC,  27.00,    250.3300,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,T                             ,C                ,R                ,F                           ,cf                  ,R                        ,R                      ,F                   ,R                       ,R                        ,F                      ,R                              ,F                                ,F                       ,R                         ,F                            ,F                       ,F                        ,C                    ,R                      ,                              ,                    ,                             ,                        ,                       ,                    ,                        ,                  ,                                  ,               ,                                ,                                  ,                           ,                       ,                            ,                   ,                            ,                          ,                     ,                           ,                             ,                      ,                           ,                               ,                         ,                          ,                     ,                               ,                                 ,                               ,                      ,                                      ,                    ,                     ,                         ,                      ,                       ,                            ,                               ,                                  ,                           ,                        ,                  ,                             ,                         ,                   ,                               ,                                   ,                      ,                          ,                             ,                    ,                            ,                       ,                        ,from Melillo; ODP 101 SR Ch 1 Fig 7 p 22-27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
