Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Umbilicosphaera mirabilis,Umbellosphaera irregularis,Syracosphaera pulchra,Sphenolithus moriformis,Sphenolithus heteromorphus,Sphenolithus abies/neoabies,Scapholithus fossilis,Rhabdosphaera clavigera,Pseudoemiliania lacunosa,Pontosphaera japonica,Helicosphaera kamptneri,Gephyrocapsa spp. small (<3.5 microns),Gephyrocapsa oceanica (4-5.5 microns)  ,Emiliania huxleyi,Discosphaera tubifera,Discoaster variabilis,Discoaster sp.,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster deflandrei,Discoaster brouweri,Dictyococcites sp.,Cyclicargolithus floridanus,Coccolithus pelagicus,Clausicoccus fenestratus,Calcidiscus leptoporus,Syracosphaera sp.,Reticulofenestra sp. (<5 microns),Pontosphaera multipora,Gephyrocapsa spp. (large >5.5 microns),Discoaster tamalis,Ceratolithus cristatus,Calcidiscus macintyrei,Syracosphaera clava,Pontosphaera sp.,Ceratolithus simplex,Reticulofenestra sp.,Sphenolithus sp.,Micrantholithus sp.,Discoaster challengeri,Discoaster berggrenii,Holodiscolithus macroporus,Coronocyclus nitescens,Catinaster umbrellus,Ceratolithus telesmus,Oolithotus fragilis,Discoaster triradiatus,Pontosphaera indooceanica,Scyphosphaera sp.,Blackites sp.,Pontosphaera segmenta,Braarudosphaera bigelowii,Discoaster sp. (5-rayed),Discoaster surculus,Pontosphaera distincta,Helicosphaera euphratis,Reticulofenestra umbilica,Helicosphaera sp.,Catinaster calyculus,Comment
  SR,                 ,Late Pleistocene ,                  ,CN15          ,134, 827,A, 12,H, 1,  35.00,     83.5500,Staerker ,Nannofossils                                 ,R              ,E                 ,A                        ,S                         ,C                    ,rS                     ,rS                        ,rC                         ,C                    ,C                      ,rS                      ,R                    ,C                      ,S                                     ,A                                      ,A                ,S                    ,rS                   ,rS            ,rS                     ,rS                      ,rS                   ,rR                 ,C                 ,rS                         ,S                    ,                        ,C                     ,C                ,                                 ,                      ,R                                     ,                  ,R                     ,                      ,                   ,S               ,                    ,                    ,                ,                   ,                      ,                     ,                          ,                      ,                    ,                     ,                   ,                      ,                         ,                 ,             ,                     ,                         ,                        ,                   ,                      ,                       ,                         ,                 ,                    ,from ODP Leg 134 SR Chapter 10 Table 4 p 196-197
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Late Pleistocene ,                  ,CN15          ,134, 827,A, 12,H, 2,   4.00,     84.7400,Staerker ,Nannofossils                                 ,R              ,E                 ,C                        ,                          ,C                    ,rS                     ,rS                        ,rC                         ,S                    ,C                      ,rS                      ,R                    ,C                      ,                                      ,C                                      ,A                ,S                    ,rS                   ,rS            ,rR                     ,rS                      ,rS                   ,rR                 ,C                 ,rC                         ,S                    ,                        ,C                     ,C                ,                                 ,                      ,                                      ,                  ,                      ,                      ,                   ,R               ,                    ,                    ,                ,R                  ,                      ,                     ,                          ,                      ,                    ,                     ,                   ,                      ,                         ,                 ,             ,                     ,                         ,                        ,                   ,                      ,                       ,                         ,                 ,                    ,from ODP Leg 134 SR Chapter 10 Table 4 p 196-197
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Late Pleistocene ,                  ,CN15          ,134, 827,A, 12,H, 3,  11.00,     86.3100,Staerker ,Nannofossils                                 ,R              ,E                 ,C                        ,R                         ,C                    ,rS                     ,rS                        ,rC                         ,S                    ,C                      ,rS                      ,R                    ,C                      ,                                      ,C                                      ,C                ,S                    ,rS                   ,rS            ,rR                     ,rS                      ,rS                   ,rS                 ,C                 ,rC                         ,S                    ,                        ,S                     ,S                ,S                                ,                      ,                                      ,                  ,                      ,rR                    ,                   ,                ,                    ,                    ,rR              ,                   ,                      ,                     ,                          ,                      ,                    ,                     ,                   ,                      ,                         ,                 ,             ,                     ,                         ,                        ,                   ,                      ,                       ,                         ,                 ,                    ,from ODP Leg 134 SR Chapter 10 Table 4 p 196-197
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Late Pleistocene ,                  ,CN15          ,134, 827,A, 13,H, 1,  80.00,     88.6000,Staerker ,Nannofossils                                 ,R              ,E                 ,C                        ,                          ,C                    ,rS                     ,rS                        ,rC                         ,S                    ,C                      ,rS                      ,R                    ,C                      ,C                                     ,C                                      ,R                ,S                    ,rS                   ,rS            ,rR                     ,rS                      ,rS                   ,rS                 ,C                 ,rS                         ,S                    ,                        ,C                     ,                 ,C                                ,                      ,                                      ,                  ,R                     ,rR                    ,                   ,                ,                    ,                    ,                ,                   ,                      ,                     ,                          ,                      ,                    ,                     ,                   ,                      ,                         ,                 ,             ,                     ,                         ,                        ,                   ,                      ,                       ,                         ,                 ,                    ,from ODP Leg 134 SR Chapter 10 Table 4 p 196-197
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Late Pleistocene ,                  ,CN15          ,134, 827,A, 14,X, 1,  22.00,     91.7200,Staerker ,Nannofossils                                 ,R              ,E                 ,C                        ,                          ,C                    ,rS                     ,rS                        ,rC                         ,S                    ,C                      ,rS                      ,R                    ,C                      ,                                      ,C                                      ,S                ,S                    ,rS                   ,rS            ,rS                     ,rS                      ,rS                   ,rS                 ,C                 ,rC                         ,S                    ,                        ,C                     ,                 ,S                                ,                      ,                                      ,                  ,                      ,                      ,                   ,                ,                    ,R                   ,                ,                   ,                      ,                     ,                          ,                      ,                    ,                     ,                   ,                      ,                         ,                 ,             ,                     ,                         ,                        ,                   ,                      ,                       ,                         ,                 ,                    ,from ODP Leg 134 SR Chapter 10 Table 4 p 196-197
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Late Pleistocene ,                  ,CN15          ,134, 827,A, 14,X,CC,  10.00,     92.7300,Staerker ,Nannofossils                                 ,R              ,E                 ,C                        ,R                         ,C                    ,rC                     ,rC                        ,rC                         ,C                    ,S                      ,rS                      ,R                    ,C                      ,A                                     ,C                                      ,S                ,S                    ,rS                   ,rC            ,rS                     ,rS                      ,rS                   ,rS                 ,C                 ,rC                         ,S                    ,                        ,C                     ,S                ,S                                ,R                     ,                                      ,                  ,S                     ,                      ,R                  ,S               ,                    ,                    ,                ,                   ,                      ,                     ,                          ,                      ,                    ,                     ,                   ,                      ,                         ,                 ,             ,                     ,                         ,                        ,                   ,                      ,                       ,                         ,                 ,                    ,from ODP Leg 134 SR Chapter 10 Table 4 p 196-197
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Late Pleistocene ,                  ,CN15          ,134, 827,A, 15,X, 1,  29.00,    101.2900,Staerker ,Nannofossils                                 ,R              ,E                 ,A                        ,                          ,C                    ,rS                     ,rC                        ,rC                         ,C                    ,S                      ,rS                      ,C                    ,C                      ,A                                     ,A                                      ,S                ,S                    ,rS                   ,rC            ,rS                     ,rS                      ,rS                   ,rS                 ,C                 ,rS                         ,S                    ,                        ,C                     ,C                ,                                 ,                      ,                                      ,                  ,R                     ,                      ,                   ,S               ,R                   ,                    ,                ,                   ,                      ,                     ,                          ,                      ,                    ,                     ,                   ,                      ,                         ,                 ,             ,                     ,                         ,                        ,                   ,                      ,                       ,                         ,                 ,                    ,from ODP Leg 134 SR Chapter 10 Table 4 p 196-197
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Late Pleistocene ,                  ,CN15          ,134, 827,A, 15,X, 2,  28.00,    102.7800,Staerker ,Nannofossils                                 ,R              ,E                 ,A                        ,                          ,C                    ,rS                     ,rS                        ,-                          ,C                    ,S                      ,rS                      ,R                    ,C                      ,A                                     ,C                                      ,S                ,S                    ,rR                   ,rS            ,rR                     ,rS                      ,rS                   ,rR                 ,C                 ,rS                         ,S                    ,                        ,C                     ,                 ,                                 ,S                     ,                                      ,                  ,R                     ,                      ,R                  ,R               ,                    ,                    ,                ,                   ,                      ,                     ,                          ,                      ,                    ,                     ,                   ,                      ,                         ,                 ,             ,                     ,                         ,                        ,                   ,                      ,                       ,                         ,                 ,                    ,from ODP Leg 134 SR Chapter 10 Table 4 p 196-197
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Late Pleistocene ,                  ,CN15          ,134, 827,A, 15,X, 3,  29.00,    104.2900,Staerker ,Nannofossils                                 ,R              ,E                 ,A                        ,S                         ,C                    ,rS                     ,rS                        ,rS                         ,C                    ,C                      ,rS                      ,R                    ,C                      ,A                                     ,A                                      ,C                ,S                    ,rS                   ,rS            ,rR                     ,rS                      ,                     ,rR                 ,C                 ,rS                         ,R                    ,                        ,C                     ,                 ,S                                ,                      ,                                      ,                  ,R                     ,                      ,                   ,                ,                    ,                    ,                ,                   ,                      ,                     ,                          ,                      ,                    ,                     ,                   ,                      ,                         ,                 ,             ,                     ,                         ,                        ,                   ,                      ,                       ,                         ,                 ,                    ,from ODP Leg 134 SR Chapter 10 Table 4 p 196-197
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Late Pleistocene ,                  ,CN15          ,134, 827,A, 15,X, 4,  20.00,    105.7000,Staerker ,Nannofossils                                 ,R              ,E                 ,A                        ,                          ,C                    ,rS                     ,rR                        ,rC                         ,S                    ,C                      ,rS                      ,S                    ,C                      ,A                                     ,A                                      ,A                ,S                    ,rS                   ,rS            ,rS                     ,rS                      ,                     ,rS                 ,C                 ,rS                         ,R                    ,                        ,C                     ,C                ,S                                ,R                     ,R                                     ,rR                ,R                     ,rR                    ,                   ,                ,                    ,                    ,                ,                   ,                      ,                     ,                          ,                      ,                    ,                     ,                   ,                      ,                         ,                 ,             ,                     ,                         ,                        ,                   ,                      ,                       ,                         ,                 ,                    ,from ODP Leg 134 SR Chapter 10 Table 4 p 196-197
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,Late Pleistocene ,                  ,CN15          ,134, 827,A, 15,X, 5,  20.00,    107.2000,Staerker ,Nannofossils                                 ,R              ,E                 ,A                        ,R                         ,C                    ,rS                     ,rS                        ,rC                         ,S                    ,S                      ,rS                      ,S                    ,C                      ,A                                     ,A                                      ,S                ,S                    ,rC                   ,rS            ,rS                     ,rS                      ,rR                   ,rS                 ,C                 ,rS                         ,S                    ,rR                      ,C                     ,                 ,                                 ,                      ,                                      ,                  ,                      ,                      ,                   ,                ,                    ,                    ,                ,                   ,                      ,                     ,                          ,                      ,                    ,                     ,                   ,                      ,                         ,                 ,             ,                     ,                         ,                        ,                   ,                      ,                       ,                         ,                 ,                    ,from ODP Leg 134 SR Chapter 10 Table 4 p 196-197
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
