Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
350-U1437D-4R-2-A,350,U1437,D,4,4-2,R,2,A,57.0,63.0,448.67,448.73,I,,,,mafic,tuff [2014],with crystals,mafic tuff,mafic tuff with crystals,tuff with crystals,,dark gray,,silt [W22_1],2,silt [W22_1],2,,curviplanar,sharp,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,feldspar,vitric matrix [2014],crystal matrix [2014],,,feldspar,,,,,
350-U1437D-4R-2-A,350,U1437,D,4,4-2,R,2,A,63.0,72.0,448.73,448.82,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,,,,,,,not recovered,,,,,stratified,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-2-A,350,U1437,D,4,4-2,R,2,A,72.0,81.0,448.82,448.91,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-2-A,350,U1437,D,4,4-2,R,2,A,81.0,83.0,448.91,448.93,I,,,,evolved,lapilli-tuff [2014],,evolved lapilli-tuff,evolved lapilli-tuff,lapilli-tuff,,light gray,,silt [W22_1],2,pebble [W22_2],9,,irregular,bioturbated,horizontal,,,normally graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-4R-2-A,350,U1437,D,4,4-2,R,2,A,83.0,86.0,448.93,448.96,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-2-A,350,U1437,D,4,4-2,R,2,A,86.0,95.0,448.96,449.05,I,,,,mafic,tuff [2014],with mud [2014],mafic tuff,mafic tuff with mud,tuff with mud,,dark gray,,silt [W22_1],2,coarse sand [W22_2],6,sand-sized scoria grains,planar,sharp,horizontal,,,normally graded,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-4R-2-A,350,U1437,D,4,4-2,R,2,A,95.0,98.0,449.05,449.08,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,,,,,,irregular,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-2-A,350,U1437,D,4,4-2,R,2,A,98.0,133.0,449.08,449.43,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-3-A,350,U1437,D,4,4-3,R,3,A,0.0,16.0,449.54,449.7,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,granule [W22_2],8,,irregular,bioturbated,horizontal,,,normally coarse-tail graded,,high,3,,foraminifer,common [A85],vitric [2014],,,,,,,,,scoria [2014],rounded,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-3-A,350,U1437,D,4,4-3,R,3,A,16.0,18.0,449.7,449.72,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,planar,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-4R-3-A,350,U1437,D,4,4-3,R,3,A,18.0,20.0,449.72,449.74,I,,,,evolved,tuff [2014],with mud [2014],evolved tuff,evolved tuff with mud,tuff with mud,,gray,,silt [W22_1],2,coarse sand [W22_2],6,,curviplanar,bioturbated,horizontal,,,normally graded,stratified,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-4R-3-A,350,U1437,D,4,4-3,R,3,A,20.0,53.0,449.74,450.07,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,horizontal,,,,,high,3,,foraminifer,rare[A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-3-A,350,U1437,D,4,4-3,R,3,A,53.0,79.0,450.07,450.33,I,,,,bimodal,tuff [2014],with mud [2014],bimodal tuff,bimodal tuff with mud,tuff with mud,,dark gray,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-4R-3-A,350,U1437,D,4,4-3,R,3,A,79.0,95.0,450.33,450.49,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,silt [W22_1],2,coarse sand [W22_2],6,,irregular,bioturbated,horizontal,,,normally graded,,high,3,,foraminifer,rare[A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-3-A,350,U1437,D,4,4-3,R,3,A,95.0,107.0,450.49,450.61,I,,,,bimodal,tuff [2014],,bimodal tuff,bimodal tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,mag sus spike,,not recovered,,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-4R-3-A,350,U1437,D,4,4-3,R,3,A,107.0,118.0,450.61,450.72,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,granule [W22_2],8,,planar,sharp to gradational,horizontal,,,normally graded,,high,3,,foraminifer,rare[A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-3-A,350,U1437,D,4,4-3,R,3,A,118.0,120.0,450.72,450.74,I,,,,mafic,tuff [2014],,mafic tuff,mafic tuff,tuff,,black,,fine sand [W22_2],4,medium sand [W22_2],5,altered sand-sized scoria grains,planar,sharp,horizontal,,,normally graded,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-4R-3-A,350,U1437,D,4,4-3,R,3,A,120.0,129.0,450.74,450.83,I,,,,tuffaceous,mudstone [2014],with fecal pellets,tuffaceous mudstone,tuffaceous mudstone with fecal pellets,mudstone with fecal pellets,,,,,,,,,planar,sharp to gradational,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-3-A,350,U1437,D,4,4-3,R,3,A,129.0,130.0,450.83,450.84,I,,,,bimodal,tuff [2014],,bimodal tuff,bimodal tuff,tuff,,dark gray,,medium sand [W22_2],5,medium sand [W22_2],5,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-4R-3-A,350,U1437,D,4,4-3,R,3,A,130.0,145.0,450.84,450.99,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-3-A,350,U1437,D,4,4-3,R,3,A,145.0,148.0,450.99,451.02,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark grey,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-4R-4-A,350,U1437,D,4,4-4,R,4,A,0.0,14.0,451.02,451.16,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-4-A,350,U1437,D,4,4-4,R,4,A,14.0,44.0,451.16,451.46,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,single pumice lapillus,irregular,bioturbated,horizontal,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-4-A,350,U1437,D,4,4-4,R,4,A,44.0,47.0,451.46,451.49,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,gray,,silt [W22_1],2,silt [W22_1],2,,planar,sharp,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-4R-4-A,350,U1437,D,4,4-4,R,4,A,47.0,66.0,451.49,451.68,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,sharp,,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-4-A,350,U1437,D,4,4-4,R,4,A,66.0,69.0,451.68,451.71,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-4R-4-A,350,U1437,D,4,4-4,R,4,A,69.0,81.0,451.71,451.83,I,,,,tuffaceous,mudstone [2014],with fecal pellets,tuffaceous mudstone,tuffaceous mudstone with fecal pellets,mudstone with fecal pellets,,,,,,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-4-A,350,U1437,D,4,4-4,R,4,A,81.0,86.0,451.83,451.88,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-4R-4-A,350,U1437,D,4,4-4,R,4,A,86.0,91.0,451.88,451.93,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,medium sand [W22_2],5,,irregular,bioturbated,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-4-A,350,U1437,D,4,4-4,R,4,A,91.0,98.0,451.93,452.0,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-5-A,350,U1437,D,4,4-5,R,5,A,0.0,35.0,452.0,452.35,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-5-A,350,U1437,D,4,4-5,R,5,A,35.0,40.0,452.35,452.4,I,,,,evolved,tuff [2014],with mudstone [2014],evolved tuff,evolved tuff with mudstone,tuff with mudstone,,gray,,silt [W22_1],2,silt [W22_1],2,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-4R-5-A,350,U1437,D,4,4-5,R,5,A,40.0,52.0,452.4,452.52,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-5-A,350,U1437,D,4,4-5,R,5,A,52.0,62.0,452.52,452.62,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-4R-CC-A,350,U1437,D,4,4-CC,R,CC,A,0.0,10.0,452.62,452.72,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-1-A,350,U1437,D,5,5-1,R,1,A,0.0,15.0,456.3,456.45,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,,,pebble [W22_2],9,"with glauconite alteration, pumice lapilli and fiamme",irregular,diffuse,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],rounded,scoria [2014],rounded,fiamme [2014],sub-rounded,,,,,,,,,,,,,,,,,
350-U1437D-5R-1-A,350,U1437,D,5,5-1,R,1,A,15.0,39.0,456.45,456.69,I,,,,tuffaceous,mudstone [2014],with lapilli-tuff [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli-tuff,mudstone with lapilli-tuff,,,,,,pebble [W22_2],9,with glauconite alteration,curviplanar,bioturbated,,,,normally graded,,moderate [DB86],2,,,,vitric [2014],,,,,,,,,scoria [2014],,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-1-A,350,U1437,D,5,5-1,R,1,A,39.0,41.0,456.69,456.71,I,,,,evolved,tuff [2014],with mud [2014],evolved tuff,evolved tuff with mud,tuff with mud,,,,,,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-1-A,350,U1437,D,5,5-1,R,1,A,41.0,58.0,456.71,456.88,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-1-A,350,U1437,D,5,5-1,R,1,A,58.0,63.0,456.88,456.93,I,,,,,claystone [2014],,claystone,claystone,claystone,,,,,,,,,,not recovered,,,,,,high,3,,,,vitric [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-1-A,350,U1437,D,5,5-1,R,1,A,63.0,96.0,456.93,457.26,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,granule [W22_2],8,with mafic ash fragments and burrow fill,irregular,bioturbated,,,,,,high,3,,,,vitric [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-1-A,350,U1437,D,5,5-1,R,1,A,96.0,107.0,457.26,457.37,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-1-A,350,U1437,D,5,5-1,R,1,A,107.0,150.0,457.37,457.8,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,granule [W22_2],8,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-2-A,350,U1437,D,5,5-2,R,2,A,0.0,5.0,457.8,457.85,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-2-A,350,U1437,D,5,5-2,R,2,A,5.0,10.0,457.85,457.9,I,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,light gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-5R-2-A,350,U1437,D,5,5-2,R,2,A,10.0,65.0,457.9,458.45,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-2-A,350,U1437,D,5,5-2,R,2,A,65.0,74.0,458.45,458.54,I,,,,bimodal,tuff [2014],,bimodal tuff,bimodal tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,stratified,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-5R-2-A,350,U1437,D,5,5-2,R,2,A,74.0,100.0,458.54,458.8,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-2-A,350,U1437,D,5,5-2,R,2,A,100.0,105.0,458.8,458.85,I,,,,evolved,lapilli-tuff [2014],with crystals,evolved lapilli-tuff,evolved lapilli-tuff with crystals,lapilli-tuff with crystals,,light gray,,fine sand [W22_2],4,pebble [W22_2],9,,planar,sharp,,,,,,high,3,,,,vitric [2014],,,,,,,,,pumice [2014],rounded,,,,,,,,,,,feldspars,vitric matrix [2014],crystal matrix [2014],,,feldspars,,,,,
350-U1437D-5R-2-A,350,U1437,D,5,5-2,R,2,A,105.0,107.0,458.85,458.87,I,,,,bimodal,tuff [2014],,bimodal tuff,bimodal tuff,tuff,,dark gray,,silt [W22_1],2,fine sand [W22_2],4,,,not recovered,,,,,stratified,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-5R-2-A,350,U1437,D,5,5-2,R,2,A,107.0,115.0,458.87,458.95,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-2-A,350,U1437,D,5,5-2,R,2,A,115.0,141.0,458.95,459.21,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-3-A,350,U1437,D,5,5-3,R,3,A,0.0,6.0,459.3,459.36,I,,,,bimodal,tuff [2014],,bimodal tuff,bimodal tuff,tuff,,,,silt [W22_1],2,silt,1,,,not recovered,,,,,planar bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-5R-3-A,350,U1437,D,5,5-3,R,3,A,6.0,10.5,459.36,459.405,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-3-A,350,U1437,D,5,5-3,R,3,A,10.5,38.0,459.405,459.68,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,bioturbated,,,,,,high,3,,foraminifer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-3-A,350,U1437,D,5,5-3,R,3,A,38.0,58.0,459.68,459.88,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,with occasional scoria lapilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-3-A,350,U1437,D,5,5-3,R,3,A,58.0,62.0,459.88,459.92,I,,,,bimodal,tuff [2014],,bimodal tuff,bimodal tuff,tuff,,,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-5R-3-A,350,U1437,D,5,5-3,R,3,A,62.0,83.5,459.92,460.135,I,,,,,claystone [2014],,claystone,claystone,claystone,,,,,,,,,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-3-A,350,U1437,D,5,5-3,R,3,A,83.5,92.0,460.135,460.22,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,with occasional scoria lapilli,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-4-A,350,U1437,D,5,5-4,R,4,A,0.0,13.0,460.3,460.43,I,,,,bimodal,tuff [2014],,bimodal tuff,bimodal tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,stratified,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-5R-4-A,350,U1437,D,5,5-4,R,4,A,13.0,29.0,460.43,460.59,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,diffuse,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-4-A,350,U1437,D,5,5-4,R,4,A,29.0,30.0,460.59,460.6,I,,,,bimodal,tuff [2014],,bimodal tuff,bimodal tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-5R-4-A,350,U1437,D,5,5-4,R,4,A,30.0,35.0,460.6,460.65,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,diffuse,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-4-A,350,U1437,D,5,5-4,R,4,A,35.0,43.0,460.65,460.73,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,,,,,,,not recovered,,,,,stratified,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-4-A,350,U1437,D,5,5-4,R,4,A,43.0,68.0,460.73,460.98,I,,,,bimodal,tuff [2014],with mudstone [2014],bimodal tuff,bimodal tuff with mudstone,tuff with mudstone,,gray,,silt [W22_1],2,silt [W22_1],2,,,not recovered,,,,,stratified,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437D-5R-4-A,350,U1437,D,5,5-4,R,4,A,68.0,91.0,460.98,461.21,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,normally graded,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-4-A,350,U1437,D,5,5-4,R,4,A,91.0,95.0,461.21,461.25,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-5-A,350,U1437,D,5,5-5,R,5,A,0.0,11.0,461.25,461.36,I,,,,,claystone [2014],,claystone,claystone,claystone,,,,,,,,,curviplanar,sharp,,,,,parallel stratification [BJ80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-5-A,350,U1437,D,5,5-5,R,5,A,11.0,37.0,461.36,461.62,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-5-A,350,U1437,D,5,5-5,R,5,A,37.0,49.0,461.62,461.74,I,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone with tuff,mudstone with tuff,,,,,,,,,planar,gradational,horizontal,,,normally graded,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-5-A,350,U1437,D,5,5-5,R,5,A,49.0,58.0,461.74,461.83,I,,,,tuffaceous,mudstone [2014],with lapilli-tuff [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli-tuff,mudstone with lapilli-tuff,,,,,,,,,irregular,bioturbated,,,,normally coarse-tail graded,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-5-A,350,U1437,D,5,5-5,R,5,A,58.0,62.0,461.83,461.87,I,,,,tuffaceous,mudstone [2014],with lapilli-tuff [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli-tuff,mudstone with lapilli-tuff,,,,,,,,,irregular,bioturbated,,,,normally coarse-tail graded,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-5R-5-A,350,U1437,D,5,5-5,R,5,A,62.0,65.0,461.87,461.9,I,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,,,,,scoria mafic,,not recovered,,,,,,high,3,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
