Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
355-U1456A-24F-1-A,0.0,18.0,172.2,172.38,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),10,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,24,F,1,A
355-U1456A-24F-1-A,18.0,47.0,172.38,172.67,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),70,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),30,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,24,F,1,A
355-U1456A-24F-1-A,47.0,76.0,172.67,172.96,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),70,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),30,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,24,F,1,A
355-U1456A-24F-1-A,76.0,107.0,172.96,173.27,,,clay,,clay,,,gray,GLEY 1 5/10Y (greenish gray),70,clay,1,clay,1,,,clay,,clay,clay,clay,dark gray,GLEY 1 4/5G (dark greenish gray),30,clay,1,clay,1,,100,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,24,F,1,A
355-U1456A-24F-1-A,107.0,150.0,173.27,173.7,,,clay,,clay,,,gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,24,F,1,A
355-U1456A-24F-2-A,0.0,7.0,173.7,173.77,,,clay,,clay,,,gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,24,F,2,A
355-U1456A-24F-2-A,7.0,27.0,173.77,173.97,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),20,silt,2,silt,2,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,24,F,2,A
355-U1456A-24F-2-A,27.0,39.0,173.97,174.09,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),10,silt,2,silt,2,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,24,F,2,A
355-U1456A-24F-2-A,39.0,63.0,174.09,174.33,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,24,F,2,A
355-U1456A-24F-2-A,63.0,91.0,174.33,174.61,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,24,F,2,A
355-U1456A-24F-2-A,91.0,110.0,174.61,174.8,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),20,silt,2,silt,2,,100,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,24,F,2,A
355-U1456A-24F-2-A,110.0,150.0,174.8,175.2,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,24,F,2,A
355-U1456A-24F-3-A,0.0,20.0,175.2,175.4,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),50,fine sand,4,fine sand,4,,,clay,with silt,clay,clay with silt,clay with silt,gray,GLEY 1 5/10Y (greenish gray),50,clay,1,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,24,F,3,A
355-U1456A-24F-3-A,20.0,33.0,175.4,175.53,,,sand,with clay,sand with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),50,fine sand,4,fine sand,4,,,clay,with silt,clay,clay with silt,clay with silt,gray,GLEY 1 5/10Y (greenish gray),50,clay,1,silt,2,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,24,F,3,A
355-U1456A-24F-3-A,33.0,148.0,175.53,176.68,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,24,F,3,A
355-U1456A-24F-CC-A,0.0,10.0,176.68,176.78,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,24,F,CC,A
355-U1456A-25F,0.0,434.0,176.9,181.24,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,25,F,,
355-U1456A-25F-1-A,0.0,75.0,176.9,177.65,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,25,F,1,A
355-U1456A-25F-1-A,75.0,96.0,177.65,177.86,,,silt,with clay,silt with clay,,,gray,GLEY 1 5/10Y (greenish gray),90,silt,2,silt,2,,,clay,with silt,clay,clay with silt,clay with silt,gray,GLEY 1 5/10Y (greenish gray),10,clay,1,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,25,F,1,A
355-U1456A-25F-1-A,96.0,150.0,177.86,178.4,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,25,F,1,A
355-U1456A-25F-2-A,0.0,9.0,178.4,178.49,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,very fine sand,3,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,25,F,2,A
355-U1456A-25F-2-A,9.0,37.0,178.49,178.77,,,silt,with clay,silt with clay,,,gray,GLEY 1 5/10Y (greenish gray),70,silt,2,silt,2,,,clay,with silt,clay,clay with silt,clay with silt,gray,GLEY 1 5/10Y (greenish gray),30,clay,1,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,25,F,2,A
355-U1456A-25F-2-A,37.0,141.0,178.77,179.81,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,25,F,2,A
355-U1456A-25F-3-A,0.0,47.0,179.81,180.28,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,25,F,3,A
355-U1456A-25F-3-A,47.0,70.0,180.28,180.51,,,silt,with clay,silt with clay,,,gray,GLEY 1 5/10Y (greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,25,F,3,A
355-U1456A-25F-4-A,0.0,8.0,180.61,180.69,,,silt,with clay,silt with clay,,,gray,GLEY 1 5/10Y (greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,25,F,4,A
355-U1456A-25F-4-A,8.0,13.0,180.69,180.74,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),10,silt,2,silt,2,,100,gradational,gradational,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,25,F,4,A
355-U1456A-25F-4-A,13.0,58.0,180.74,181.19,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,25,F,4,A
355-U1456A-26F,0.0,420.0,181.6,185.8,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,26,F,,
355-U1456A-26F-1-A,0.0,28.0,181.6,181.88,,,silt,with clay,silt with clay,,,gray,GLEY 1 5/10Y (greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,26,F,1,A
355-U1456A-26F-1-A,28.0,35.0,181.88,181.95,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,26,F,1,A
355-U1456A-26F-1-A,35.0,50.0,181.95,182.1,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),20,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,26,F,1,A
355-U1456A-26F-1-A,50.0,75.0,182.1,182.35,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 4/5G (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,26,F,1,A
355-U1456A-26F-1-A,75.0,118.0,182.35,182.78,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),20,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,26,F,1,A
355-U1456A-26F-1-A,118.0,146.0,182.78,183.06,,,clay,,clay,,,gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,26,F,1,A
355-U1456A-26F-1-A,146.0,150.0,183.06,183.1,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),50,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,dark gray,GLEY 1 4/5G (dark greenish gray),50,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,A,26,F,1,A
355-U1456A-26F-2-A,0.0,20.0,183.1,183.3,,,silt,with clay,silt with clay,,,gray,GLEY 1 5/10Y (greenish gray),70,silt,2,silt,2,,,clay,with silt,clay,clay with silt,clay with silt,gray,GLEY 1 5/10Y (greenish gray),30,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,26,F,2,A
355-U1456A-26F-2-A,20.0,41.0,183.3,183.51,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),70,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),30,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,26,F,2,A
355-U1456A-26F-2-A,41.0,78.0,183.51,183.88,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),95,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),5,silt,2,silt,2,,100,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,26,F,2,A
355-U1456A-26F-2-A,78.0,104.0,183.88,184.14,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),50,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),50,silt,2,silt,2,,100,gradational,gradational,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,26,F,2,A
355-U1456A-26F-2-A,104.0,139.0,184.14,184.49,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,26,F,2,A
355-U1456A-26F-2-A,139.0,150.0,184.49,184.6,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),70,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),30,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,A,26,F,2,A
355-U1456A-26F-3-A,0.0,16.0,184.6,184.76,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),90,fine sand,4,fine sand,4,,,clay,with silt,clay,clay with silt,clay with silt,gray,GLEY 1 5/10Y (greenish gray),10,clay,1,silt,2,,100,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,26,F,3,A
355-U1456A-26F-3-A,16.0,34.0,184.76,184.94,,,sand,,sand,,,dark gray,GLEY 1 4/5G (greenish gray),70,fine sand,4,fine sand,4,,,clay,with silt,clay,clay with silt,clay with silt,gray,GLEY 1 5/10Y (greenish gray),30,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,26,F,3,A
355-U1456A-26F-3-A,34.0,68.0,184.94,185.28,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),90,fine sand,4,fine sand,4,,,clay,with silt,clay,clay with silt,clay with silt,gray,GLEY 1 5/10Y (greenish gray),10,clay,1,silt,2,,100,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,26,F,3,A
355-U1456A-26F-3-A,68.0,100.0,185.28,185.6,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),90,fine sand,4,fine sand,4,,,clay,with silt,clay,clay with silt,clay with silt,gray,GLEY 1 5/10Y (greenish gray),10,clay,1,silt,2,,100,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,26,F,3,A
355-U1456A-26F-3-A,100.0,115.0,185.6,185.75,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),80,fine sand,4,fine sand,4,,,clay,with silt,clay,clay with silt,clay with silt,gray,GLEY 1 5/10Y (greenish gray),20,clay,1,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,A,26,F,3,A
355-U1456A-27F,0.0,292.0,186.3,189.22,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,27,F,,
355-U1456A-27F-1-A,0.0,8.0,186.3,186.38,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,27,F,1,A
355-U1456A-27F-1-A,8.0,14.0,186.38,186.44,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),95,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),5,silt,2,silt,2,,100,gradational,gradational,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,27,F,1,A
355-U1456A-27F-1-A,14.0,23.0,186.44,186.53,,,silt,with clay,silt with clay,,,gray,GLEY 1 5/10Y (greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,27,F,1,A
355-U1456A-27F-1-A,23.0,39.0,186.53,186.69,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),10,silt,2,silt,2,,100,gradational,gradational,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,27,F,1,A
355-U1456A-27F-1-A,39.0,52.0,186.69,186.82,,,silt,with clay,silt with clay,,,gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,27,F,1,A
355-U1456A-27F-1-A,52.0,65.0,186.82,186.95,,,clay,with silt,clay with silt,,,gray,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/10Y (greenish gray),20,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,27,F,1,A
355-U1456A-27F-1-A,65.0,114.0,186.95,187.44,,,sand,with clay,sand with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,27,F,1,A
355-U1456A-27F-2-A,0.0,36.0,187.44,187.8,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,27,F,2,A
355-U1456A-27F-3-A,0.0,130.0,187.8,189.1,,,sand,with clay,sand with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,27,F,3,A
355-U1456A-27F-CC-A,0.0,7.0,189.1,189.17,,,sand,with clay,sand with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,27,F,CC,A
355-U1456A-28F,0.0,465.0,191.0,195.65,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,28,F,,
355-U1456A-28F-1-A,0.0,8.0,191.0,191.08,,,clay,,clay,,,gray,10YR 5/1 (gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,28,F,1,A
355-U1456A-28F-1-A,8.0,150.0,191.08,192.5,,,sand,with clay,sand with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,28,F,1,A
355-U1456A-28F-2-A,0.0,118.0,192.5,193.68,,,sand,with clay,sand with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,28,F,2,A
355-U1456A-28F-2-A,118.0,140.0,193.68,193.9,,,clay,,clay,,,gray,10YR 5/1 (gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,28,F,2,A
355-U1456A-28F-3-A,0.0,10.0,194.0,194.1,,,clay,,clay,,,gray,10YR 5/1 (gray),95,clay,1,clay,1,,,silt,,silt,silt,silt,gray,GLEY 1 7/10Y (light greenish grey),5,silt,2,silt,2,,100,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,28,F,3,A
355-U1456A-28F-3-A,10.0,87.0,194.1,194.87,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,28,F,3,A
355-U1456A-28F-4-A,0.0,73.0,194.87,195.6,,,sand,with clay,sand with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,28,F,4,A
355-U1456A-29F,0.0,430.0,195.7,200.0,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,29,F,,
355-U1456A-29F-1-A,0.0,151.0,195.7,197.21,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,29,F,1,A
355-U1456A-29F-2-A,0.0,151.0,197.21,198.72,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,29,F,2,A
355-U1456A-29F-3-A,0.0,110.0,198.72,199.82,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,29,F,3,A
355-U1456A-29F-CC-A,0.0,13.0,199.82,199.95,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,,,,,,,,,355,U1456,A,29,F,CC,A
355-U1456A-30F,0.0,391.0,200.4,204.31,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,30,F,,
355-U1456A-30F-1-A,0.0,59.0,200.4,200.99,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,irregular,wavy,sub-vertical,thickly bedded,,,,,,,,,,,,,355,U1456,A,30,F,1,A
355-U1456A-30F-1-A,59.0,88.0,200.99,201.28,,,clay,,clay,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,30,F,1,A
355-U1456A-30F-1-A,88.0,99.0,201.28,201.39,,,silt,with clay,silt with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,30,F,1,A
355-U1456A-30F-1-A,99.0,122.0,201.39,201.62,,,sand,with clay,sand with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,30,F,1,A
355-U1456A-30F-1-A,122.0,140.0,201.62,201.8,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1456,A,30,F,1,A
355-U1456A-30F-2-A,0.0,79.0,201.9,202.69,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,30,F,2,A
355-U1456A-30F-2-A,79.0,130.0,202.69,203.2,,,clay,with silt,clay with silt,,,light gray,GLEY 1 7/10Y (light greenish grey),90,clay,1,silt,2,,,sand,with clay,sand,sand with clay,sand with clay,dark gray,GLEY 1 4/5G (dark greenish gray),10,clay,1,fine sand,4,,100,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,30,F,2,A
355-U1456A-30F-2-A,130.0,150.0,203.2,203.4,,,sand,with clay,sand with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1456,A,30,F,2,A
355-U1456A-30F-3-A,0.0,10.0,203.4,203.5,,,sand,with clay,sand with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,30,F,3,A
355-U1456A-30F-3-A,10.0,30.0,203.5,203.7,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,30,F,3,A
355-U1456A-30F-3-A,30.0,43.0,203.7,203.83,,,sand,with clay,sand with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,30,F,3,A
355-U1456A-30F-3-A,43.0,86.0,203.83,204.26,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,30,F,3,A
355-U1456A-31F,0.0,489.0,204.3,209.19,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,31,F,,
355-U1456A-31F-1-A,0.0,43.0,204.3,204.73,,,clay,,clay,,,light gray,GLEY 1 5/10Y (greenish gray),95,clay,1,clay,1,,,clay,with silt,clay,clay with silt,clay with silt,light gray,GLEY 1 5/10Y (greenish gray),5,clay,1,silt,2,,100,gradational,gradational,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,31,F,1,A
355-U1456A-31F-1-A,43.0,66.0,204.73,204.96,,,silt,with clay,silt with clay,,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,31,F,1,A
