Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
355-U1456A-31F-1-A,66.0,89.0,204.96,205.19,,,clay,with silt,clay with silt,,,light gray,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,,clay,,clay,clay,clay,light gray,GLEY 1 5/10Y (greenish gray),10,clay,1,clay,1,,100,planar,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,31,F,1,A
355-U1456A-31F-1-A,89.0,150.0,205.19,205.8,,,silt,with clay,silt with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,31,F,1,A
355-U1456A-31F-2-A,0.0,82.0,205.8,206.62,,,silt,with clay,silt with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,31,F,2,A
355-U1456A-31F-2-A,82.0,150.0,206.62,207.3,,,sand,with clay,sand with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,31,F,2,A
355-U1456A-31F-3-A,0.0,91.0,207.3,208.21,,,sand,with clay,sand with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,31,F,3,A
355-U1456A-31F-4-A,0.0,81.0,208.21,209.02,,,sand,with clay,sand with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,31,F,4,A
355-U1456A-31F-CC-A,0.0,12.0,209.02,209.14,,,sand,,sand,,,dark gray,,,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,31,F,CC,A
355-U1456A-32F,0.0,455.0,209.0,213.55,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,32,F,,
355-U1456A-32F-1-A,0.0,17.0,209.0,209.17,,,clay,,clay,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,32,F,1,A
355-U1456A-32F-1-A,17.0,86.0,209.17,209.86,,,silt,with clay,silt with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,32,F,1,A
355-U1456A-32F-1-A,86.0,151.0,209.86,210.51,,,sand,with clay,sand with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,32,F,1,A
355-U1456A-32F-2-A,0.0,151.0,210.51,212.02,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,32,F,2,A
355-U1456A-32F-3-A,0.0,80.0,212.02,212.82,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,32,F,3,A
355-U1456A-32F-3-A,80.0,93.0,212.82,212.95,,,clay,,clay,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1456,A,32,F,3,A
355-U1456A-32F-4-A,0.0,28.0,212.95,213.23,,,clay,,clay,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,32,F,4,A
355-U1456A-32F-4-A,28.0,47.0,213.23,213.42,,,silt,with clay,silt with clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),90,silt,2,silt,2,,,clay,,clay,clay,clay,light gray,GLEY 1 7/10Y (light greenish grey),10,,,,,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,32,F,4,A
355-U1456A-32F-4-A,47.0,55.0,213.42,213.5,,,sand,,sand,,,dark gray,GLEY 1 4/5G (dark greenish gray),50,fine sand,4,fine sand,4,,,clay,with silt,clay,clay with silt,clay with silt,light gray,GLEY 1 7/10Y (light greenish grey),50,,,,,,100,,,,,,,,,,,,,,,,,355,U1456,A,32,F,4,A
355-U1456A-33F,0.0,499.0,213.7,218.69,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,33,F,,
355-U1456A-33F-1-A,0.0,11.0,213.7,213.81,,,clay,with silt,clay with silt,,mottling,light gray,5YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,33,F,1,A
355-U1456A-33F-1-A,11.0,20.0,213.81,213.9,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,33,F,1,A
355-U1456A-33F-1-A,20.0,35.0,213.9,214.05,,,silt,with clay,silt with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,33,F,1,A
355-U1456A-33F-1-A,35.0,46.0,214.05,214.16,,,clay,with silt,clay with silt,,normal grading,light gray,5YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,33,F,1,A
355-U1456A-33F-1-A,46.0,60.0,214.16,214.3,,,sand,,sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,33,F,1,A
355-U1456A-33F-1-A,60.0,75.0,214.3,214.45,,,clay,with silt,clay with silt,,normal grading,light gray,5YR 4/1 (dark gray),80,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,dark gray,GLEY 1 5/10Y (greenish gray),20,silt,2,silt,2,,100,gradational,gradational,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,33,F,1,A
355-U1456A-33F-1-A,75.0,150.0,214.45,215.2,,,sand,,sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,33,F,1,A
355-U1456A-33F-2-A,0.0,84.0,215.2,216.04,,,sand,,sand,,,dark gray,10YR 4/1 (dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,planar,scoured,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,33,F,2,A
355-U1456A-33F-2-A,84.0,132.0,216.04,216.52,,,silt,with clay,silt with clay,,,brown,5YR 5/2 (reddish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,33,F,2,A
355-U1456A-33F-2-A,132.0,140.0,216.52,216.6,,,silt,with sand,silt with sand,,,brown,5YR 5/2 (reddish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1456,A,33,F,2,A
355-U1456A-33F-3-A,0.0,2.0,216.7,216.72,,,silt,with sand,silt with sand,,,brown,5YR 5/2 (reddish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,very thinly bedded,,,,,,,,,,,,,355,U1456,A,33,F,3,A
355-U1456A-33F-3-A,2.0,24.0,216.72,216.94,,,clay,with silt,clay with silt,,,brown,5YR 5/2 (reddish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,33,F,3,A
355-U1456A-33F-3-A,24.0,100.0,216.94,217.7,,,sand,with silt,sand with silt,,,brown,5YR 5/2 (reddish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,33,F,3,A
355-U1456A-33F-4-A,0.0,74.0,217.7,218.44,,,sand,with silt,sand with silt,,,brown,5YR 5/2 (reddish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,33,F,4,A
355-U1456A-33F-CC-A,0.0,19.0,218.44,218.63,,,sand,with silt,sand with silt,,,brown,5YR 5/2 (reddish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1456,A,33,F,CC,A
355-U1456A-34F,0.0,499.0,218.4,223.39,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,34,F,,
355-U1456A-34F-1-A,0.0,7.0,218.4,218.47,,,clay,with silt,clay with silt,,,brown,5YR 5/2 (reddish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,34,F,1,A
355-U1456A-34F-1-A,7.0,26.0,218.47,218.66,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,34,F,1,A
355-U1456A-34F-1-A,26.0,52.0,218.66,218.92,,,clay,with silt,clay with silt,,,brown,5YR 5/2 (reddish gray),60,clay,1,silt,2,,,silt,with sand,silt,silt with sand,silt with sand,dark gray,GLEY 1 4/10Y (dark greenish gray),40,silt,2,fine sand,4,,100,gradational,gradational,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,34,F,1,A
355-U1456A-34F-1-A,52.0,64.0,218.92,219.04,,,clay,with silt,clay with silt,,,brown,5YR 5/2 (reddish gray),80,clay,1,silt,2,,,silt,,silt,silt,silt,brown,5YR 5/2 (reddish gray),20,silt,2,silt,2,,100,gradational,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,34,F,1,A
355-U1456A-34F-1-A,64.0,76.0,219.04,219.16,,,sand,with silt,sand with silt,,,dark gray,5YR 5/2 (reddish gray),80,clay,1,silt,2,,,silt,,silt,silt,silt,brown,5YR 5/2 (reddish gray),20,silt,2,silt,2,,100,,,,thickly laminated,normally graded,,,,,,,,,,,,355,U1456,A,34,F,1,A
355-U1456A-34F-1-A,76.0,150.0,219.16,219.9,,,clay,with silt,clay with silt,,,gray,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,34,F,1,A
355-U1456A-34F-2-A,0.0,47.0,219.9,220.37,,,clay,,clay,,,brown,5YR 5/2 (reddish gray),90,clay,1,clay,1,,,clay,with silt,clay,clay with silt,clay with silt,brown,5YR 5/2 (reddish gray),10,clay,1,silt,2,,100,gradational,gradational,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,34,F,2,A
355-U1456A-34F-2-A,47.0,65.0,220.37,220.55,,,clay,,clay,,,brown,5YR 5/2 (reddish gray),90,clay,1,clay,1,,,clay,with silt,clay,clay with silt,clay with silt,brown,5YR 5/2 (reddish gray),10,clay,1,silt,2,,100,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,34,F,2,A
355-U1456A-34F-2-A,65.0,88.0,220.55,220.78,,,clay,,clay,,,brown,5YR 5/2 (reddish gray),60,clay,1,clay,1,,,clay,with silt,clay,clay with silt,clay with silt,brown,5YR 5/2 (reddish gray),40,clay,1,silt,2,,100,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,34,F,2,A
355-U1456A-34F-2-A,88.0,104.0,220.78,220.94,,,clay,,clay,,,brown,5YR 5/2 (reddish gray),60,clay,1,clay,1,,,clay,with silt,clay,clay with silt,clay with silt,brown,5YR 5/2 (reddish gray),40,clay,1,silt,2,,100,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,34,F,2,A
355-U1456A-34F-2-A,104.0,136.0,220.94,221.26,,,clay,with silt,clay with silt,,,brown,5YR 5/2 (reddish gray),60,clay,1,silt,2,,,clay,with silt,clay,clay with silt,clay with silt,brown,5YR 5/2 (reddish gray),40,clay,1,silt,2,,100,gradational,sharp,sub-horizontal,thickly laminated,,,,,,,,,,,,,355,U1456,A,34,F,2,A
355-U1456A-34F-2-A,136.0,150.0,221.26,221.4,,,clay,,clay,,,brown,5YR 5/2 (reddish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1456,A,34,F,2,A
355-U1456A-34F-3-A,0.0,24.0,221.4,221.64,,,clay,with silt,clay with silt,,,brown,5YR 5/2 (reddish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,34,F,3,A
355-U1456A-34F-3-A,24.0,41.0,221.64,221.81,,,clay,,clay,,,gray,10YR 5/1 (gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,34,F,3,A
355-U1456A-34F-3-A,41.0,100.0,221.81,222.4,,,clay,with silt,clay with silt,,,gray,10YR 5/1 (gray),60,clay,1,silt,2,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),40,silt,2,silt,2,,100,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,34,F,3,A
355-U1456A-34F-4-A,0.0,70.0,222.4,223.1,,,clay,with silt,clay with silt,,,gray,10YR 5/1 (gray),70,clay,1,silt,2,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),30,silt,2,silt,2,,100,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,34,F,4,A
355-U1456A-34F-CC-A,0.0,24.0,223.1,223.34,,,clay,with silt,clay with silt,,,gray,10YR 5/1 (gray),70,clay,1,silt,2,,,silt,,silt,silt,silt,gray,10YR 5/1 (gray),30,silt,2,silt,2,,100,,,,medium bedded,,,,,,,,,,,,,355,U1456,A,34,F,CC,A
355-U1456A-35F,0.0,340.0,223.1,226.5,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,35,F,,
355-U1456A-35F-1-A,0.0,24.0,223.1,223.34,,,clay,with silt,clay with silt,,,gray,10YR 5/1 (gray),75,clay,1,silt,2,,,silt,,silt,silt,silt,gray,GLEY 1 5/N (gray),25,silt,2,silt,2,,100,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,35,F,1,A
355-U1456A-35F-1-A,24.0,58.0,223.34,223.68,,,clay,with silt,clay with silt,,,gray,10YR 5/1 (gray),70,clay,1,silt,2,,,silt,,silt,silt,silt,gray,GLEY 1 5/N (gray),30,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,35,F,1,A
355-U1456A-35F-1-A,58.0,80.0,223.68,223.9,,,sand,with silt,sand with silt,,,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,medium sand,5,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/N (gray),30,silt,2,silt,2,,100,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,35,F,1,A
355-U1456A-35F-1-A,80.0,100.0,223.9,224.1,,,clay,with silt,clay with silt,,,gray,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,35,F,1,A
355-U1456A-35F-1-A,100.0,122.0,224.1,224.32,,,sand,with silt,sand with silt,,,dark gray,10YR 3/1 (very dark gray),70,fine sand,4,medium sand,5,,,silt,with clay,silt,silt with clay,silt with clay,gray,GLEY 1 5/N (gray),30,silt,2,silt,2,,100,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,35,F,1,A
355-U1456A-35F-1-A,122.0,139.0,224.32,224.49,,,clay,with silt,clay with silt,,,gray,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1456,A,35,F,1,A
355-U1456A-35F-2-A,0.0,49.0,224.6,225.09,,,clay,with silt,clay with silt,,,gray,10YR 5/1 (gray),95,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,dark gray,GLEY 1 5/N (gray),5,silt,2,silt,2,,100,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,35,F,2,A
355-U1456A-35F-2-A,49.0,78.0,225.09,225.38,,,sand,with silt,sand with silt,,,dark gray,10YR 3/1 (very dark gray),95,fine sand,4,medium sand,5,,,silt,with clay,silt,silt with clay,silt with clay,dark gray,GLEY 1 5/N (gray),5,silt,2,silt,2,,100,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,35,F,2,A
355-U1456A-35F-2-A,78.0,135.0,225.38,225.95,,,clay,with silt,clay with silt,,,gray,10YR 5/1 (gray),90,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,dark gray,GLEY 1 5/N (gray),10,silt,2,silt,2,,100,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,35,F,2,A
355-U1456A-35F-3-A,0.0,20.0,225.95,226.15,,,clay,with silt,clay with silt,,,gray,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,35,F,3,A
355-U1456A-35F-3-A,20.0,50.0,226.15,226.45,,,silt,with sand,silt with sand,,,dark gray,10YR 3/1 (very dark gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,35,F,3,A
355-U1456A-36F,0.0,489.0,226.5,231.39,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,36,F,,
355-U1456A-36F-1-A,0.0,5.0,226.5,226.55,,,silt,with sand,silt with sand,,,dark gray,10YR 3/1 (very dark gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,36,F,1,A
355-U1456A-36F-1-A,5.0,74.0,226.55,227.24,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,36,F,1,A
355-U1456A-36F-1-A,74.0,150.0,227.24,228.0,,,clay,with silt,clay with silt,,,dark gray,10YR 5/1 (gray),70,clay,1,silt,2,,,silt,with clay,silt,silt with clay,silt with clay,dark gray,10YR 4/1 (dark gray),30,silt,2,silt,2,,100,,,,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,36,F,1,A
355-U1456A-36F-2-A,0.0,9.0,228.0,228.09,,,clay,with silt,clay with silt,,,light gray,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,scoured,sub-vertical,thinly bedded,,,,,,,,,,,,,355,U1456,A,36,F,2,A
355-U1456A-36F-2-A,9.0,52.0,228.09,228.52,,,silt,with clay,silt with clay,,,light gray,10YR 5/1 (gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,36,F,2,A
355-U1456A-36F-2-A,52.0,67.0,228.52,228.67,,,silt,with sand,silt with sand,,,dark gray,10YR 3/1 (very dark gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,normally coarse-tail graded,,,,,,,,,,,,355,U1456,A,36,F,2,A
355-U1456A-36F-2-A,67.0,84.0,228.67,228.84,,,silt,with clay,silt with clay,,,light gray,10YR 5/1 (gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,36,F,2,A
355-U1456A-36F-2-A,84.0,121.0,228.84,229.21,,,sand,with silt,sand with silt,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,36,F,2,A
355-U1456A-36F-2-A,121.0,150.0,229.21,229.5,,,silt,with clay,silt with clay,,,light gray,10YR 5/1 (gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1456,A,36,F,2,A
355-U1456A-36F-3-A,0.0,10.0,229.5,229.6,,,silt,with clay,silt with clay,,,light gray,10YR 5/1 (gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,gradational,scoured,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,A,36,F,3,A
355-U1456A-36F-3-A,10.0,34.0,229.6,229.84,,,sand,with silt,sand with silt,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,scoured,vertical,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,36,F,3,A
355-U1456A-36F-3-A,34.0,73.0,229.84,230.23,,,silt,with clay,silt with clay,,,light gray,10YR 5/1 (gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,A,36,F,3,A
355-U1456A-36F-3-A,73.0,100.0,230.23,230.5,,,sand,with silt,sand with silt,,,light gray,10YR 5/1 (gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1456,A,36,F,3,A
355-U1456A-36F-4-A,0.0,71.0,230.5,231.21,,sandy,silt,,sandy silt,,,light gray,10YR 5/1 (gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,A,36,F,4,A
355-U1456A-36F-CC-A,0.0,13.0,231.21,231.34,,sandy,silt,,sandy silt,,,light gray,10YR 5/1 (gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1456,A,36,F,CC,A
355-U1456A-37F,0.0,454.0,231.2,235.74,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,37,F,,
355-U1456A-37F-1-A,0.0,144.0,231.2,232.64,,,sand,with silt,sand with silt,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,37,F,1,A
355-U1456A-37F-2-A,0.0,136.0,232.64,234.0,,,sand,with silt,sand with silt,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,37,F,2,A
355-U1456A-37F-3-A,0.0,89.0,234.0,234.89,,,sand,with silt,sand with silt,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,A,37,F,3,A
355-U1456A-37F-3-A,89.0,93.0,234.89,234.93,,,clay,with silt,clay with silt,,,light gray,10YR 6/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,,,,,,,,,355,U1456,A,37,F,3,A
355-U1456A-37F-4-A,0.0,9.0,234.93,235.02,,,clay,with silt,clay with silt,,,dark gray,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,inclined,thinly bedded,,,,,,,,,,,,,355,U1456,A,37,F,4,A
355-U1456A-37F-4-A,9.0,36.0,235.02,235.29,,,silt,with sand,silt with sand,,,dark gray,10YR 4/1 (dark gray),90,silt,2,fine sand,4,,,clay,with silt,clay,clay with silt,clay with silt,dark gray,10YR 5/1 (gray),10,clay,1,silt,2,,100,erosive,sharp,inclined,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,37,F,4,A
355-U1456A-37F-4-A,36.0,71.0,235.29,235.64,,,clay,with silt,clay with silt,,,dark gray,10YR 5/1 (gray),70,clay,1,silt,2,,,silt,with sand,silt,silt with sand,silt with sand,dark gray,10YR 4/1 (dark gray),30,silt,2,very fine sand,3,,100,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1456,A,37,F,4,A
355-U1456A-37F-CC-A,0.0,5.0,235.64,235.69,,,silt,with sand,silt with sand,,,dark gray,10YR 4/1 (dark gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,,,,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,A,37,F,CC,A
355-U1456A-38F,0.0,425.0,235.7,239.95,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,A,38,F,,
355-U1456A-38F-1-A,0.0,37.0,235.7,236.07,,,sand,,sand,,,dark gray,10YR 4/1 (dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,A,38,F,1,A
355-U1456A-38F-1-A,37.0,78.0,236.07,236.48,,,sand,with silt,sand with silt,,,gray,10YR 5/1 (gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,gradational,scoured,sub-vertical,thickly bedded,,,,,,,,,,,,,355,U1456,A,38,F,1,A
