Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
354-U1452B-36F-2-A,0,12,181.5,181.62,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light gray,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1452,B,36,F,2,A,,,,245
354-U1452B-36F-2-A,12,19,181.62,181.69,,,silt [Leg210],,silt,silt,silt,,gray,sharp planar,horizontal,,,,,,burrows,,,,,,,,354,U1452,B,36,F,2,A,,,,246
354-U1452B-36F-2-A,19,83,181.69,182.33,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,dark gray,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1452,B,36,F,2,A,,,,247
354-U1452B-36F-2-A,83,131,182.33,182.81,,,silt [Leg210],,silt,silt,silt,,light gray,sharp irregular,,,,,,,parallel lamination,,,,,,,,354,U1452,B,36,F,2,A,,,,248
354-U1452B-36F-2-A,131,150,182.81,183,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,dark gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1452,B,36,F,2,A,,,,249
354-U1452B-36F-3-A,0,87,183,183.87,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light gray,bioturbated,,,,,,,burrows,,,,,,,,354,U1452,B,36,F,3,A,,,,250
354-U1452B-36F-3-A,87,90,183.87,183.9,,,silt [Leg210],,silt,silt,silt,,light gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1452,B,36,F,3,A,,,,251
354-U1452B-36F-3-A,90,112,183.9,184.12,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,dark gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1452,B,36,F,3,A,,,,252
354-U1452B-36F-CC-A,0,29,184.12,184.41,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,dark gray,sharp irregular,,,,,,,mottling [BJ80],,,,,,,,354,U1452,B,36,F,CC,A,,,,253
354-U1452B-36F-CC-A,29,35,184.41,184.47,,,volcanic ash [MMK88],,volcanic ash,volcanic ash,volcanic ash,,white,,,,,,,,,,,,,,,,354,U1452,B,36,F,CC,A,,,,254
354-U1452B-37F-1-A,0,150,184.7,186.2,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light gray,,,,,,,,burrows,,,,,,,,354,U1452,B,37,F,1,A,,,,255
354-U1452B-37F-2-A,0,150,186.2,187.7,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light gray,,,,,,,,burrows,,,,,,,,354,U1452,B,37,F,2,A,,,,256
354-U1452B-37F-3-A,0,112,187.7,188.82,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light gray,,,,,,,,burrows,,,,,,,,354,U1452,B,37,F,3,A,,,,257
354-U1452B-37F-4-A,0,33,188.82,189.15,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light gray,bioturbated,,,,,,,burrows,,,,,,,,354,U1452,B,37,F,4,A,,,,258
354-U1452B-37F-4-A,33,58,189.15,189.4,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1452,B,37,F,4,A,,,,259
354-U1452B-37F-4-A,58,63,189.4,189.45,,,sand [Leg210],,sand,sand,sand,,light gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1452,B,37,F,4,A,,,,260
354-U1452B-37F-CC-A,0,10,189.45,189.55,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,37,F,CC,A,,,,261
354-U1452B-38F-1-A,0,10,189.4,189.5,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,,,,,,,,deformed by drilling disturbance,,,,,,,354,U1452,B,38,F,1,A,,,,262
354-U1452B-38F-1-A,10,122,189.5,190.62,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1452,B,38,F,1,A,,,,263
354-U1452B-38F-2-A,0,140,190.62,192.02,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,38,F,2,A,,,,264
354-U1452B-38F-3-A,0,94,192.02,192.96,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,38,F,3,A,,,,265
354-U1452B-38F-4-A,0,60,192.96,193.56,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,38,F,4,A,,,,266
354-U1452B-39F-1-A,0,100,194.1,195.1,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1452,B,39,F,1,A,,,,267
354-U1452B-39F-2-A,0,125,195.1,196.35,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1452,B,39,F,2,A,,,,268
354-U1452B-39F-3-A,0,109,196.35,197.44,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1452,B,39,F,3,A,,,,269
354-U1452B-39F-CC-A,0,15,197.44,197.59,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1452,B,39,F,CC,A,,,,270
354-U1452B-41F-1-A,0,151,203.6,205.11,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,41,F,1,A,,,,271
354-U1452B-41F-2-A,0,90,205.11,206.01,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,41,F,2,A,,,,272
354-U1452B-41F-2-A,90,152,206.01,206.63,,clayey [Leg339],sand [Leg210],,clayey sand,clayey sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,41,F,2,A,,,,273
354-U1452B-41F-3-A,0,105,206.63,207.68,,clayey [Leg339],sand [Leg210],,clayey sand,clayey sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,41,F,3,A,,,,274
354-U1452B-41F-CC-A,0,22,207.68,207.9,,clayey [Leg339],sand [Leg210],,clayey sand,clayey sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1452,B,41,F,CC,A,,,,275
354-U1452B-42F-1-A,0,153,208.3,209.83,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1452,B,42,F,1,A,,,,276
354-U1452B-42F-2-A,0,45,209.83,210.28,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,gradational,,,,,,,mottling [BJ80],,,,,,,,354,U1452,B,42,F,2,A,,,,277
354-U1452B-42F-2-A,45,150,210.28,211.33,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,parallel lamination,,,,,,,,354,U1452,B,42,F,2,A,,,,278
354-U1452B-42F-3-A,0,103,211.33,212.36,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1452,B,42,F,3,A,,,,279
354-U1452B-42F-4-A,0,54,212.36,212.9,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1452,B,42,F,4,A,,,,280
354-U1452B-42F-4-A,54,73,212.9,213.09,,,silt [Leg210],,silt,silt,silt,,gray,,,thin bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1452,B,42,F,4,A,,,,281
354-U1452B-42F-CC-A,0,7,213.09,213.16,,,silt [Leg210],,silt,silt,silt,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1452,B,42,F,CC,A,,,,282
354-U1452B-42F-CC-A,7,27,213.16,213.36,,,clay [Leg210],,clay,clay,clay,,gray,,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1452,B,42,F,CC,A,,,,283
354-U1452B-43F-1-A,0,55,213,213.55,,,clay [Leg210],,clay,clay,clay,,gray,gradational,,medium bed [B01],silt [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1452,B,43,F,1,A,,,,284
354-U1452B-43F-1-A,55,113,213.55,214.13,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,normally graded,,,,,,,,354,U1452,B,43,F,1,A,,,,285
354-U1452B-43F-2-A,0,100,214.13,215.13,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,,,,,,,,,354,U1452,B,43,F,2,A,,,,286
354-U1452B-43F-3-A,0,56,215.13,215.69,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,,,,,,,,,354,U1452,B,43,F,3,A,,,,287
354-U1452B-43F-CC-A,0,5,215.69,215.74,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,,,,,,,,,354,U1452,B,43,F,CC,A,,,,288
