Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,row_index
349-U1431E-31R-5-#1-A,83,97,840.85,840.99,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4,coarse sand [W22_2],6,well [BP01],,,,,,,,,,,,,,erosive,horizontal,medium bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,5,A,1040
349-U1431E-31R-5-#1-A,96,99,840.98,841.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,load cast [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,5,A,1041
349-U1431E-31R-5-#1-A,97,101,840.99,841.03,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/N (dark gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thin bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,5,A,1042
349-U1431E-31R-5-#1-A,101,103,841.03,841.05,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 3/N (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,,,,lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,5,A,1043
349-U1431E-31R-6-#1-A,0,5,841.05,841.1,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,gradational,horizontal,thin bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,6,A,1044
349-U1431E-31R-6-#1-A,5,8,841.1,841.13,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,well [BP01],,,,,,,,,,,,,,erosive,curved,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,6,A,1045
349-U1431E-31R-6-#1-A,8,14,841.13,841.19,,siltstone [Leg339],,siltstone ,siltstone ,70,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,claystone [Leg339],,claystone ,claystone ,30,100,,,,gradational,horizontal,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,6,A,1046
349-U1431E-31R-6-#1-A,14,30,841.19,841.35,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,well [BP01],,,,,,,,,,,,,,gradational,horizontal,thick bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,6,A,1047
349-U1431E-31R-6-#1-A,30,55,841.35,841.6,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 3/N (very dark gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thick bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,6,A,1048
349-U1431E-31R-6-#1-A,55,61,841.6,841.66,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 3/N (very dark gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,poor [BP01],,,,,,,,,,,,,,planar,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,6,A,1049
349-U1431E-31R-6-#1-A,61,116,841.66,842.21,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 3/N (very dark gray),lithified [B84],fine sand [W22_2],4,fine sand [W22_2],4,well [BP01],,,,,,,,,,,,,,gradational,horizontal,thick bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,6,A,1050
349-U1431E-31R-6-#1-A,116,126,842.21,842.31,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 3/N (very dark gray),lithified [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thick bed [B01],lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,6,A,1051
349-U1431E-31R-6-#1-A,126,136,842.31,842.41,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,poor [BP01],,,,,,,,,,,,,,erosive,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,6,A,1052
349-U1431E-31R-6-#2-A,0,3,842.41,842.44,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,,,,,,,thin bed [B01],lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,6,A,1053
349-U1431E-31R-7-#1-A,0,26,842.44,842.7,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 3/N (very dark gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,7,A,1054
349-U1431E-31R-7-#1-A,26,32,842.7,842.76,,claystone [Leg339],,claystone ,claystone ,60,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,siltstone [Leg339],,siltstone ,siltstone ,40,100,,,,erosive,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,7,A,1055
349-U1431E-31R-7-#1-A,32,67,842.76,843.11,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,,,,,gradational,horizontal,thick bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,7,A,1056
349-U1431E-31R-7-#1-A,67,77,843.11,843.21,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],fine sand [W22_2],4,fine sand [W22_2],4,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thick bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,7,A,1057
349-U1431E-31R-7-#1-A,77,84,843.21,843.28,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,,,,,planar,horizontal,medium bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,7,A,1058
349-U1431E-31R-7-#1-A,84,93,843.28,843.37,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,well [BP01],,,,,,,,,,,,,,erosive,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,7,A,1059
349-U1431E-31R-7-#1-A,93,99,843.37,843.43,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,,,,,planar,horizontal,thin bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,7,A,1060
349-U1431E-31R-7-#1-A,99,113,843.43,843.57,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],fine sand [W22_2],4,fine sand [W22_2],4,well [BP01],,,,,,,,,,,,,,erosive,horizontal,medium bed [B01],flaser bedding,slight [DB86],1,dewatering structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,7,A,1061
349-U1431E-31R-8-#1-A,0,40,843.57,843.97,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,gradational,horizontal,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,8,A,1062
349-U1431E-31R-8-#1-A,40,62,843.97,844.19,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,well [BP01],,,,,,,,,,,,,,gradational,horizontal,thick bed [B01],graded bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,8,A,1063
349-U1431E-31R-8-#1-A,62,80,844.19,844.37,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,gradational,horizontal,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,8,A,1064
349-U1431E-31R-8-#1-A,80,91,844.37,844.48,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4,coarse sand [W22_2],6,well [BP01],,,,,,,,,,,,,,erosive,horizontal,,lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,8,A,1065
349-U1431E-31R-8-#1-A,82,84,844.39,844.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,8,A,1066
349-U1431E-31R-8-#1-A,91,112,844.48,844.69,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,irregular,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,8,A,1067
349-U1431E-31R-8-#1-A,112,116,844.69,844.73,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,8,A,1068
349-U1431E-31R-8-#1-A,116,124,844.73,844.81,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,8,A,1069
349-U1431E-31R-8-#1-A,124,130,844.81,844.87,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thick bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,8,A,1070
349-U1431E-31R-9-#1-A,0,7,844.87,844.94,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,9,A,1071
349-U1431E-31R-9-#1-A,7,11,844.94,844.98,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/N (dark gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,well [BP01],,,,,,,,,,,,,,planar,horizontal,,graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,9,A,1072
349-U1431E-31R-9-#1-A,11,19,844.98,845.06,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,9,A,1073
349-U1431E-31R-9-#1-A,19,25,845.06,845.12,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/N (dark gray),lithified [B84],silt [W22_1],2,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thin bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,9,A,1074
349-U1431E-31R-9-#1-A,19,25,845.06,845.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,graded bedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,9,A,1075
349-U1431E-31R-9-#1-A,25,56,845.12,845.43,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,gradational,horizontal,thick bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,9,A,1076
349-U1431E-31R-9-#1-A,56,61,845.43,845.48,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/N (dark gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,well [BP01],,,,,,,,,,,,,,erosive,horizontal,thin bed [B01],cross-lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,9,A,1077
349-U1431E-31R-9-#1-A,61,65,845.48,845.52,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,9,A,1078
349-U1431E-31R-9-#2-A,0,2,845.52,845.54,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 4/N (dark gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,well [BP01],,,,,,,,,,,,,,irregular,sub-horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,9,A,1079
349-U1431E-31R-9-#2-A,2,12,845.54,845.64,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,erosive,horizontal,medium bed [B01],lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,9,A,1080
349-U1431E-31R-9-#2-A,12,32,845.64,845.84,,claystone [Leg339],,claystone ,claystone ,,GLEY 1 3/10GY (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,9,A,1081
349-U1431E-31R-9-#2-A,32,39,845.84,845.91,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,,,thin bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,9,A,1082
349-U1431E-31R-9-#2-A,34,35,845.86,845.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,load cast [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,31,R,9,A,1083
349-U1431E-32R-1-A,0,25,845.8,846.05,,claystone [Leg339],with silt [Leg339],claystone ,claystone with silt ,90,GLEY 1 3/N (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,siltstone [Leg339],,siltstone ,siltstone ,10,100,,,,erosive,curved,medium bed [B01],parallel lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,1,A,1084
349-U1431E-32R-1-A,25,33,846.05,846.13,,siltstone [Leg339],,siltstone ,siltstone ,90,GLEY 1 4/N (dark gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,siltstone [Leg339],,siltstone ,siltstone ,10,100,,,,erosive,curved,thin bed [B01],parallel lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,1,A,1085
349-U1431E-32R-1-A,33,46,846.13,846.26,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,moderate [BP01],,,,,,,,,,100,,,,erosive,curved,medium bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,1,A,1086
349-U1431E-32R-1-A,46,52,846.26,846.32,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],parallel lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,1,A,1087
349-U1431E-32R-1-A,52,80,846.32,846.6,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/N (dark gray),lithified [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,well [BP01],,,,,,,,,,100,,,,erosive,inclined,medium bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,1,A,1088
349-U1431E-32R-1-A,80,123,846.6,847.03,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 3/N (very dark gray),lithified [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,1,A,1089
349-U1431E-32R-2-#1-A,0,25,847.03,847.28,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 2.5/N (black),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,well [BP01],,,,,,,,,,,,,,gradational,horizontal,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,2,A,1090
349-U1431E-32R-2-#1-A,25,65,847.28,847.68,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 3/N (very dark gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,gradational,horizontal,thick bed [B01],lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,2,A,1091
349-U1431E-32R-2-#1-A,65,101,847.68,848.04,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 3/N (very dark gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,well [BP01],,,,,,,,,,,,,,,,thick bed [B01],graded bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,2,A,1092
349-U1431E-32R-2-#1-A,65,101,847.68,848.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,2,A,1093
349-U1431E-32R-3-#1-A,0,65,848.04,848.69,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 3/N (very dark gray),lithified [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,moderately well [BP01],,,,,,,,,,,,,,erosive,horizontal,thick bed [B01],graded bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,3,A,1094
349-U1431E-32R-3-#1-A,65,84,848.69,848.88,,siltstone [Leg339],,siltstone ,siltstone ,90,GLEY 1 4/5GY (dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,claystone [Leg339],,claystone ,claystone ,10,100,,,,erosive,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,3,A,1095
349-U1431E-32R-3-#1-A,84,94,848.88,848.98,,siltstone [Leg339],,siltstone ,siltstone ,80,GLEY 1 3/5G (very dark greenish gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderately well [BP01],,,,,claystone [Leg339],,claystone ,claystone ,20,100,,,,erosive,horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,3,A,1096
349-U1431E-32R-3-#1-A,94,104,848.98,849.08,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 3/5G (very dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderately well [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,3,A,1097
349-U1431E-32R-3-#1-A,104,114,849.08,849.18,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 3/N (very dark gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,erosive,horizontal,medium bed [B01],lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,3,A,1098
349-U1431E-32R-3-#1-A,114,123,849.18,849.27,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 3/5G (very dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderately well [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,3,A,1099
349-U1431E-32R-3-#1-A,123,130,849.27,849.34,,sandstone [Leg339],,sandstone ,sandstone ,,GLEY 1 3/N (very dark gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [BP01],,,,,,,,,,,,,,erosive,horizontal,medium bed [B01],lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,3,A,1100
349-U1431E-32R-3-#1-A,130,138,849.34,849.42,,siltstone [Leg339],,siltstone ,siltstone ,,GLEY 1 3/5G (very dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderately well [BP01],,,,,,,,,,,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,3,A,1101
349-U1431E-32R-4-A,0,13,849.42,849.55,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,curved,medium bed [B01],,heavy [DB86],3,,,,nodule,carbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,E,32,R,4,A,1102
