Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
323-U1344A-23H-7-A,323,U1344,A,23,23-7,H,7,A,13,48,217.31,217.66,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 3/1,,,,,,,,,,,,,,,,,242
323-U1344A-23H-CC-A,323,U1344,A,23,23-CC,H,CC,A,0,35,217.66,218.01,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 3/1,,,,,,,,,,,,,,,,,243
323-U1344A-24H-1-A,323,U1344,A,24,24-1,H,1,A,0,150,218.1,219.6,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,244
323-U1344A-24H-2-A,323,U1344,A,24,24-2,H,2,A,0,144,219.6,221.04,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,245
323-U1344A-24H-3-A,323,U1344,A,24,24-3,H,3,A,0,136,221.04,222.4,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,246
323-U1344A-24H-4-A,323,U1344,A,24,24-4,H,4,A,0,16,222.4,222.56,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,247
323-U1344A-24H-4-A,323,U1344,A,24,24-4,H,4,A,16,94,222.56,223.34,sandy silt [S54],"Shepard, 1954",authigenic carbonate diatom-rich,authigenic carbonate diatom-rich sandy silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,248
323-U1344A-24H-4-A,323,U1344,A,24,24-4,H,4,A,94,150,223.34,223.9,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,249
323-U1344A-24H-5-A,323,U1344,A,24,24-5,H,5,A,0,20,223.9,224.1,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,250
323-U1344A-24H-5-A,323,U1344,A,24,24-5,H,5,A,20,66,224.1,224.56,sandy silt [S54],"Shepard, 1954",authigenic carbonate diatom-rich,authigenic carbonate diatom-rich sandy silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,251
323-U1344A-24H-5-A,323,U1344,A,24,24-5,H,5,A,66,150,224.56,225.4,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,252
323-U1344A-24H-6-A,323,U1344,A,24,24-6,H,6,A,0,23,225.4,225.63,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,253
323-U1344A-24H-6-A,323,U1344,A,24,24-6,H,6,A,23,26,225.63,225.66,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,3/N ,,,,,,,,,,,,,,,,,254
323-U1344A-24H-6-A,323,U1344,A,24,24-6,H,6,A,26,84,225.66,226.24,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,255
323-U1344A-24H-CC-A,323,U1344,A,24,24-CC,H,CC,A,0,34,226.24,226.58,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,256
323-U1344A-25H-1-A,323,U1344,A,25,25-1,H,1,A,0,155,226.6,228.15,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,,,,,,257
323-U1344A-25H-2-A,323,U1344,A,25,25-2,H,2,A,0,150,228.15,229.65,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,,,,,,258
323-U1344A-25H-3-A,323,U1344,A,25,25-3,H,3,A,0,127,229.65,230.92,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,,,,,,259
323-U1344A-25H-3-A,323,U1344,A,25,25-3,H,3,A,127,150,230.92,231.15,diatom silt,Leg 323,,diatom silt,,soft,3/N ,,,,,,,,,,,,,,,,,260
323-U1344A-25H-4-A,323,U1344,A,25,25-4,H,4,A,0,138,231.15,232.53,diatom silt,Leg 323,,diatom silt,,soft,3/N ,,,,,,,,,,,,,,,,,261
323-U1344A-25H-5-A,323,U1344,A,25,25-5,H,5,A,0,150,232.53,234.03,diatom silt,Leg 323,,diatom silt,,soft,3/N ,,,,,,,,,,,,,,,,,262
323-U1344A-25H-6-A,323,U1344,A,25,25-6,H,6,A,0,101,234.03,235.04,diatom silt,Leg 323,,diatom silt,,soft,3/N ,,,,,,,,,,,,,,,,,263
323-U1344A-25H-7-A,323,U1344,A,25,25-7,H,7,A,0,57,235.04,235.61,diatom silt,Leg 323,,diatom silt,,soft,3/N ,,,,,,,,,,,,,,,,,264
323-U1344A-25H-CC-A,323,U1344,A,25,25-CC,H,CC,A,0,41,235.61,236.02,diatom silt,Leg 323,,diatom silt,,soft,3/N ,,,,,,,,,,,,,,,,,265
323-U1344A-26H-1-A,323,U1344,A,26,26-1,H,1,A,0,32,236.1,236.42,diatom silt,Leg 323,,diatom silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,266
323-U1344A-26H-2-A,323,U1344,A,26,26-2,H,2,A,0,111,236.42,237.53,diatom silt,Leg 323,,diatom silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,267
323-U1344A-26H-3-A,323,U1344,A,26,26-3,H,3,A,0,70,237.53,238.23,diatom silty clay,Leg 323,authigenic-carbonate-rich,authigenic-carbonate-rich diatom silty clay,,soft,5Y 3/2,,,,,,,,,,,,,,,,,268
323-U1344A-26H-3-A,323,U1344,A,26,26-3,H,3,A,70,150,238.23,239.03,diatom silt,Leg 323,,diatom silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,269
323-U1344A-26H-4-A,323,U1344,A,26,26-4,H,4,A,0,14,239.03,239.17,diatom silt,Leg 323,,diatom silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,270
323-U1344A-26H-4-A,323,U1344,A,26,26-4,H,4,A,14,26,239.17,239.29,diatom silty clay,Leg 323,authigenic-carbonate-rich,authigenic-carbonate-rich diatom silty clay,,soft,5Y 3/2,,,,,,,,,,,,,,,,,271
323-U1344A-26H-4-A,323,U1344,A,26,26-4,H,4,A,26,148,239.29,240.51,diatom silt,Leg 323,,diatom silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,272
323-U1344A-26H-4-A,323,U1344,A,26,26-4,H,4,A,148,150,240.51,240.53,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,3/N ,,,,,,,,,,,,,,,,,273
323-U1344A-26H-5-A,323,U1344,A,26,26-5,H,5,A,0,63,240.53,241.16,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,3/N ,,,,,,,,,,,,,,,,,274
323-U1344A-26H-5-A,323,U1344,A,26,26-5,H,5,A,63,90,241.16,241.43,clayey silt [S54],"Shepard, 1954",authigenic carbonate diatom-bearing,authigenic carbonate diatom-bearing clayey silt,,soft,5Y 3/2,,,,,,,,,,,,,,,,,275
323-U1344A-26H-5-A,323,U1344,A,26,26-5,H,5,A,90,148,241.43,242.01,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,3/N ,,,,,,,,,,,,,,,,,276
323-U1344A-26H-6-A,323,U1344,A,26,26-6,H,6,A,0,150,242.01,243.51,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,3/N ,,,,,,,,,,,,,,,,,277
323-U1344A-26H-7-A,323,U1344,A,26,26-7,H,7,A,0,96,243.51,244.47,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,3/N ,,,,,,,,,,,,,,,,,278
323-U1344A-26H-8-A,323,U1344,A,26,26-8,H,8,A,0,53,244.47,245,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,3/N ,,,,,,,,,,,,,,,,,279
323-U1344A-26H-CC-A,323,U1344,A,26,26-CC,H,CC,A,0,40,245,245.4,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,3/N ,,,,,,,,,,,,,,,,,280
323-U1344A-27H-1-A,323,U1344,A,27,27-1,H,1,A,0,93,245.6,246.53,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,281
323-U1344A-27H-2-A,323,U1344,A,27,27-2,H,2,A,0,97,246.53,247.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,282
323-U1344A-27H-3-A,323,U1344,A,27,27-3,H,3,A,0,150,247.5,249,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,283
323-U1344A-27H-4-A,323,U1344,A,27,27-4,H,4,A,0,5,249,249.05,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 3/1,,,,,,,,,,,,,,,,,284
323-U1344A-27H-4-A,323,U1344,A,27,27-4,H,4,A,5,142,249.05,250.42,clay [S54] ,,authigenic carbonate diatom-rich,authigenic carbonate diatom-rich clay,,soft,10Y 3/2,,,,,,,,,,,,,,,,,285
323-U1344A-27H-5-A,323,U1344,A,27,27-5,H,5,A,0,117,250.42,251.59,clay [S54] ,,authigenic carbonate diatom-rich,authigenic carbonate diatom-rich clay,,soft,10Y 3/2,,,,,,,,,,,,,,,,,286
323-U1344A-27H-5-A,323,U1344,A,27,27-5,H,5,A,117,134,251.59,251.76,clay [S54] ,,diatom-rich,diatom-rich clay,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,287
323-U1344A-27H-6-A,323,U1344,A,27,27-6,H,6,A,0,24,251.76,252,clay [S54] ,,diatom-rich,diatom-rich clay,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,288
323-U1344A-27H-6-A,323,U1344,A,27,27-6,H,6,A,24,50,252,252.26,clay [S54] ,,authigenic carbonate diatom-rich,authigenic carbonate diatom-rich clay,,soft,10Y 3/2,,,,,,,,,,,,,,,,,289
323-U1344A-27H-6-A,323,U1344,A,27,27-6,H,6,A,50,150,252.26,253.26,clay [S54] ,,diatom-rich,diatom-rich clay,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,290
323-U1344A-27H-7-A,323,U1344,A,27,27-7,H,7,A,0,150,253.26,254.76,clay [S54] ,,diatom-rich,diatom-rich clay,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,291
323-U1344A-27H-8-A,323,U1344,A,27,27-8,H,8,A,0,45,254.76,255.21,clay [S54] ,,diatom-rich,diatom-rich clay,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,292
323-U1344A-27H-CC-A,323,U1344,A,27,27-CC,H,CC,A,0,51,255.21,255.72,clay [S54] ,,diatom-rich,diatom-rich clay,,soft,10Y 2.5/1,,,,,,,,,,,,,,,,,293
323-U1344A-28X-1-A,323,U1344,A,28,28-1,X,1,A,0,150,255.1,256.6,silt [S54],,diatom-rich,diatom-rich silt,,stiff,5G 4/1,,,,,,,,,,,,,,,,,294
323-U1344A-28X-2-A,323,U1344,A,28,28-2,X,2,A,0,150,256.6,258.1,silt [S54],,diatom-rich,diatom-rich silt,,stiff,5G 4/1,,,,,,,,,,,,,,,,,295
323-U1344A-28X-3-A,323,U1344,A,28,28-3,X,3,A,0,110,258.1,259.2,silt [S54],,diatom-rich,diatom-rich silt,,stiff,5G 4/1,,,,,,,,,,,,,,,,,296
323-U1344A-28X-3-A,323,U1344,A,28,28-3,X,3,A,110,150,259.2,259.6,silty clay [S54],"Shepard, 1954",authigenic carbonate diatom-rich,authigenic carbonate diatom-rich silty clay,,stiff,10GY 4/1,,,,,,,,,,,,,,,,,297
323-U1344A-28X-4-A,323,U1344,A,28,28-4,X,4,A,0,75,259.6,260.35,silty clay [S54],"Shepard, 1954",authigenic carbonate diatom-rich,authigenic carbonate diatom-rich silty clay,,stiff,10GY 4/1,,,,,,,,,,,,,,,,,298
323-U1344A-28X-4-A,323,U1344,A,28,28-4,X,4,A,75,150,260.35,261.1,silt [S54],,diatom-rich,diatom-rich silt,,stiff,5G 4/1,,,,,,,,,,,,,,,,,299
323-U1344A-28X-5-A,323,U1344,A,28,28-5,X,5,A,0,30,261.1,261.4,silt [S54],,diatom-rich,diatom-rich silt,,stiff,5G 4/1,,,,,,,,,,,,,,,,,300
323-U1344A-28X-5-A,323,U1344,A,28,28-5,X,5,A,30,150,261.4,262.6,silty clay [S54],"Shepard, 1954",authigenic carbonate diatom-rich,authigenic carbonate diatom-rich silty clay,,stiff,10GY 4/1,,,,,,,,,,,,,,,,,301
323-U1344A-28X-6-A,323,U1344,A,28,28-6,X,6,A,0,50,262.6,263.1,silty clay [S54],"Shepard, 1954",authigenic carbonate diatom-rich,authigenic carbonate diatom-rich silty clay,,stiff,10GY 4/1,,,,,,,,,,,,,,,,,302
323-U1344A-28X-6-A,323,U1344,A,28,28-6,X,6,A,50,91,263.1,263.51,silt [S54],,diatom-rich,diatom-rich silt,,stiff,5G 4/1,,,,,,,,,,,,,,,,,303
323-U1344A-28X-CC-A,323,U1344,A,28,28-CC,X,CC,A,0,24,263.51,263.75,silt [S54],,diatom-rich,diatom-rich silt,,stiff,5G 4/1,,,,,,,,,,,,,,,,,304
323-U1344A-29X-1-A,323,U1344,A,29,29-1,X,1,A,0,150,263.6,265.1,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,10Y 4/1,,,,,,,,,,,,,,,,,305
323-U1344A-29X-2-A,323,U1344,A,29,29-2,X,2,A,0,150,265.1,266.6,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,10Y 4/1,,,,,,,,,,,,,,,,,306
323-U1344A-29X-3-A,323,U1344,A,29,29-3,X,3,A,0,150,266.6,268.1,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,10Y 4/1,,,,,,,,,,,,,,,,,307
323-U1344A-29X-4-A,323,U1344,A,29,29-4,X,4,A,0,105,268.1,269.15,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,10Y 4/1,,,,,,,,,,,,,,,,,308
323-U1344A-29X-5-A,323,U1344,A,29,29-5,X,5,A,0,88,269.15,270.03,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,10Y 4/1,,,,,,,,,,,,,,,,,309
323-U1344A-29X-CC-A,323,U1344,A,29,29-CC,X,CC,A,0,23,270.03,270.26,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,stiff,10Y 4/1,,,,,,,,,,,,,,,,,310
323-U1344A-30X-1-A,323,U1344,A,30,30-1,X,1,A,0,49,273.2,273.69,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,stiff,5Y 3/2,,,,,,,,,,,,,,,,,311
323-U1344A-30X-2-A,323,U1344,A,30,30-2,X,2,A,0,150,273.69,275.19,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,stiff,5Y 3/2,,,,,,,,,,,,,,,,,312
323-U1344A-30X-3-A,323,U1344,A,30,30-3,X,3,A,0,150,275.19,276.69,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,stiff,5Y 3/2,,,,,,,,,,,,,,,,,313
323-U1344A-30X-4-A,323,U1344,A,30,30-4,X,4,A,0,150,276.69,278.19,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,stiff,5Y 3/2,,,,,,,,,,,,,,,,,314
323-U1344A-30X-5-A,323,U1344,A,30,30-5,X,5,A,0,130,278.19,279.49,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,stiff,5Y 3/2,,,,,,,,,,,,,,,,,315
323-U1344A-30X-6-A,323,U1344,A,30,30-6,X,6,A,0,52,279.49,280.01,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,stiff,5Y 3/2,,,,,,,,,,,,,,,,,316
323-U1344A-30X-CC-A,323,U1344,A,30,30-CC,X,CC,A,0,30,280.01,280.31,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,stiff,5Y 3/2,,,,,,,,,,,,,,,,,317
323-U1344A-31X-1-A,323,U1344,A,31,31-1,X,1,A,0,64,282.8,283.44,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,318
323-U1344A-31X-2-A,323,U1344,A,31,31-2,X,2,A,0,150,283.44,284.94,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,319
323-U1344A-31X-3-A,323,U1344,A,31,31-3,X,3,A,0,150,284.94,286.44,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,320
323-U1344A-31X-4-A,323,U1344,A,31,31-4,X,4,A,0,130,286.44,287.74,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,321
323-U1344A-31X-5-A,323,U1344,A,31,31-5,X,5,A,0,5,287.74,287.79,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,322
323-U1344A-31X-5-A,323,U1344,A,31,31-5,X,5,A,5,50,287.79,288.24,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,323
323-U1344A-31X-CC-A,323,U1344,A,31,31-CC,X,CC,A,0,20,288.24,288.44,silt [S54],,diatom-bearing,diatom-bearing silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,324
323-U1344A-32X-1-A,323,U1344,A,32,32-1,X,1,A,0,10,292.4,292.5,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,,,,,,325
323-U1344A-32X-1-A,323,U1344,A,32,32-1,X,1,A,10,150,292.5,293.9,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,326
323-U1344A-32X-2-A,323,U1344,A,32,32-2,X,2,A,0,146,293.9,295.36,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,327
323-U1344A-32X-3-A,323,U1344,A,32,32-3,X,3,A,0,10,295.36,295.46,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,328
323-U1344A-32X-3-A,323,U1344,A,32,32-3,X,3,A,10,135,295.46,296.71,diatom silt,Leg 323,,diatom silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,329
323-U1344A-32X-4-A,323,U1344,A,32,32-4,X,4,A,0,74,296.71,297.45,diatom silt,Leg 323,,diatom silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,330
323-U1344A-32X-5-A,323,U1344,A,32,32-5,X,5,A,0,60,297.45,298.05,diatom silt,Leg 323,,diatom silt,100,soft,5GY 4/1,,,,,,,,,,,,,,,,,331
323-U1344A-32X-5-A,323,U1344,A,32,32-5,X,5,A,60,90,298.05,298.35,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,332
323-U1344A-32X-CC-A,323,U1344,A,32,32-CC,X,CC,A,0,70,298.35,299.05,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,333
323-U1344A-33X-1-A,323,U1344,A,33,33-1,X,1,A,0,150,302,303.5,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,334
323-U1344A-33X-2-A,323,U1344,A,33,33-2,X,2,A,0,150,303.5,305,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,335
323-U1344A-33X-3-A,323,U1344,A,33,33-3,X,3,A,0,150,305,306.5,clay [S54] ,,authigenic-carbonate-bearing diatom-rich,authigenic-carbonate-bearing diatom-rich clay,100,soft,10Y 4/1,,,,,color change caused by authigenic carbonate,,,,,,,,,,,,336
323-U1344A-33X-4-A,323,U1344,A,33,33-4,X,4,A,0,90,306.5,307.4,clay [S54] ,,authigenic-carbonate-bearing diatom-rich,authigenic-carbonate-bearing diatom-rich clay,100,soft,10Y 4/1,,,,,color change caused by authigenic carbonate,,,,,,,,,,,,337
323-U1344A-33X-4-A,323,U1344,A,33,33-4,X,4,A,90,150,307.4,308,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,338
323-U1344A-33X-5-A,323,U1344,A,33,33-5,X,5,A,0,86,308,308.86,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,339
323-U1344A-33X-CC-A,323,U1344,A,33,33-CC,X,CC,A,0,25,308.86,309.11,clay [S54] ,,diatom-rich,diatom-rich clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,340
323-U1344A-34X-1-A,323,U1344,A,34,34-1,X,1,A,0,150,311.6,313.1,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,,341
323-U1344A-34X-2-A,323,U1344,A,34,34-2,X,2,A,0,150,313.1,314.6,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,,342
323-U1344A-34X-3-A,323,U1344,A,34,34-3,X,3,A,0,150,314.6,316.1,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,,343
323-U1344A-34X-4-A,323,U1344,A,34,34-4,X,4,A,0,88,316.1,316.98,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,,344
323-U1344A-34X-5-A,323,U1344,A,34,34-5,X,5,A,0,111,316.98,318.09,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,,345
323-U1344A-34X-CC-A,323,U1344,A,34,34-CC,X,CC,A,0,32,318.09,318.41,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,,346
323-U1344A-35X-1-A,323,U1344,A,35,35-1,X,1,A,0,139,320.9,322.29,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,,347
323-U1344A-35X-2-A,323,U1344,A,35,35-2,X,2,A,0,39,322.29,322.68,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,,348
323-U1344A-35X-3-A,323,U1344,A,35,35-3,X,3,A,0,62,322.68,323.3,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,,349
323-U1344A-35X-CC-A,323,U1344,A,35,35-CC,X,CC,A,0,27,323.3,323.57,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5GY 3/1,,,,,,,,,,,,,,,,,350
323-U1344A-36X-1-A,323,U1344,A,36,36-1,X,1,A,0,150,330.4,331.9,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,3/N ,,,,,,,,,,,,,,,,,351
323-U1344A-36X-2-A,323,U1344,A,36,36-2,X,2,A,0,150,331.9,333.4,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,3/N ,,,,,,,,,,,,,,,,,352
323-U1344A-36X-3-A,323,U1344,A,36,36-3,X,3,A,0,150,333.4,334.9,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,3/N ,,,,,,,,,,,,,,,,,353
323-U1344A-36X-4-A,323,U1344,A,36,36-4,X,4,A,0,150,334.9,336.4,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,3/N ,,,,,,,,,,,,,,,,,354
323-U1344A-36X-5-A,323,U1344,A,36,36-5,X,5,A,0,34,336.4,336.74,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,3/N ,,,,,,,,,,,,,,,,,355
323-U1344A-36X-5-A,323,U1344,A,36,36-5,X,5,A,34,148,336.74,337.88,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,356
323-U1344A-36X-6-A,323,U1344,A,36,36-6,X,6,A,0,71,337.88,338.59,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,357
323-U1344A-36X-CC-A,323,U1344,A,36,36-CC,X,CC,A,0,20,338.59,338.79,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,10Y 3/1,,,,,,,,,,,,,,,,,358
323-U1344A-37X-1-A,323,U1344,A,37,37-1,X,1,A,0,140,340,341.4,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,359
323-U1344A-37X-2-A,323,U1344,A,37,37-2,X,2,A,0,150,341.4,342.9,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,360
323-U1344A-37X-3-A,323,U1344,A,37,37-3,X,3,A,0,150,342.9,344.4,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,361
323-U1344A-37X-4-A,323,U1344,A,37,37-4,X,4,A,0,32,344.4,344.72,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,3/N ,,,,,,,,,,,,,,,,,362
323-U1344A-37X-4-A,323,U1344,A,37,37-4,X,4,A,32,53,344.72,344.93,clayey silt [S54],"Shepard, 1954",authigenic carbonate diatom-bearing,authigenic carbonate diatom-bearing clayey silt,100,soft,10Y 4/1,,,,,high Mg calcite?,,,,,,,,,,,,363
