dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
,344-U1413C-28R-6-A,344,U1413,C,28,28-6,R,6,A,48,53,436.68,436.73,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite, shell fragments, common foraminifera, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section",,,,,,,,,,,,,,,,,,,,,319
,344-U1413C-28R-6-A,344,U1413,C,28,28-6,R,6,A,53,55,436.73,436.75,fractured,high [drilling disturbance],6,,sandstone [USGS],with biogenic components [Leg339],5GY 2.5/1 (greenish black),sandstone ,sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,contains abundant forams and other biogenic components as well as small shell fragments.  Also mixed in with small agglutinated spots of glauconite,,,,,,,,,,,,,,,,,,,,,320
,344-U1413C-28R-6-A,344,U1413,C,28,28-6,R,6,A,55,60,436.75,436.8,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite, shell fragments, common foraminifera, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section",,,,,,,,,,,,,,,,,,,,,321
,344-U1413C-28R-CC-A,344,U1413,C,28,28-CC,R,CC,A,0,23,436.8,437.03,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite, shell fragments, common foraminifera, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section",,,,,,,,,,,,,,,,,,,,,322
,344-U1413C-29R-1-A,344,U1413,C,29,29-1,R,1,A,0,27,439.9,440.17,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite (up to pebble size), shell fragments, common to abundant foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section. Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,323
,344-U1413C-29R-1-A,344,U1413,C,29,29-1,R,1,A,27,30,440.17,440.2,,,,,sandstone [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),sandstone ,sandstone  with biogenic components ,,,sand [W22_1],3,calcite as detrial clast but also common calcareous shell and foraminifer fragments,,,,,,,,,,,,,,,,,,,,,324
,344-U1413C-29R-1-A,344,U1413,C,29,29-1,R,1,A,30,116,440.2,441.06,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite (up to pebble size), shell fragments, common to abundant foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section. Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,325
,344-U1413C-29R-2-A,344,U1413,C,29,29-2,R,2,A,0,12,441.06,441.18,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite (up to pebble size), shell fragments, common to abundant foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section. Rare gastropod fragments. Between 44 and 56 cm strong enrichment of disseminated pyrite lenses.",,,,,,,,,,,,,,,,,,,,,326
,344-U1413C-29R-2-A,344,U1413,C,29,29-2,R,2,A,12,16,441.18,441.22,,,,,sandstone [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),sandstone ,sandstone  with biogenic components ,,,sand [W22_1],3,calcite as detrial clast but also common calcareous shell and foraminifer fragments,,,,,,,,,,,,,,,,,,,,,327
,344-U1413C-29R-2-A,344,U1413,C,29,29-2,R,2,A,16,66,441.22,441.72,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite (up to pebble size), shell fragments, common to abundant foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section. Rare gastropod fragments. Between 44 and 56 cm strong enrichment of disseminated pyrite lenses.",,,,,,,,,,,,,,,,,,,,,328
,344-U1413C-29R-2-A,344,U1413,C,29,29-2,R,2,A,66,73,441.72,441.79,,,,,sandstone [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),sandstone ,sandstone  with biogenic components ,,,sand [W22_1],3,calcite as detrial clast but also common calcareous shell and foraminifer fragments,,,,,,,,,,,,,,,,,,,,,329
,344-U1413C-29R-2-A,344,U1413,C,29,29-2,R,2,A,73,123,441.79,442.29,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite (up to pebble size), shell fragments, common to abundant foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section. Rare gastropod fragments. Between 44 and 56 cm strong enrichment of disseminated pyrite lenses.",,,,,,,,,,,,,,,,,,,,,330
,344-U1413C-29R-2-A,344,U1413,C,29,29-2,R,2,A,123,126,442.29,442.32,,,,,sandstone [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),sandstone ,sandstone  with biogenic components ,,,sand [W22_1],3,calcite as detrial clast but also common calcareous shell and foraminifer fragments,,,,,,,,,,,,,,,,,,,,,331
,344-U1413C-29R-2-A,344,U1413,C,29,29-2,R,2,A,126,138,442.32,442.44,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite (up to pebble size), shell fragments, common to abundant foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section. Rare gastropod fragments. Between 44 and 56 cm strong enrichment of disseminated pyrite lenses.",,,,,,,,,,,,,,,,,,,,,332
,344-U1413C-29R-2-A,344,U1413,C,29,29-2,R,2,A,138,141,442.44,442.47,,,,,sandstone [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),sandstone ,sandstone  with biogenic components ,,,sand [W22_1],3,calcite as detrial clast but also common calcareous shell and foraminifer fragments,,,,,,,,,,,,,,,,,,,,,333
,344-U1413C-29R-3-A,344,U1413,C,29,29-3,R,3,A,0,13,442.47,442.6,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite (up to pebble size), shell fragments, common to abundant foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section. Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,334
,344-U1413C-29R-3-A,344,U1413,C,29,29-3,R,3,A,13,17,442.6,442.64,,,,,sandstone [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),sandstone ,sandstone  with biogenic components ,,,sand [W22_1],3,calcite as detrial clast but also common calcareous shell and foraminifer fragments,,,,,,,,,,,,,,,,,,,,,335
,344-U1413C-29R-3-A,344,U1413,C,29,29-3,R,3,A,17,64,442.64,443.11,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite (up to pebble size), shell fragments, common to abundant foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section. Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,336
,344-U1413C-29R-3-A,344,U1413,C,29,29-3,R,3,A,64,67,443.11,443.14,,,,,sandstone [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),sandstone ,sandstone  with biogenic components ,,,sand [W22_1],3,calcite as detrial clast but also common calcareous shell and foraminifer fragments,,,,,,,,,,,,,,,,,,,,,337
,344-U1413C-29R-3-A,344,U1413,C,29,29-3,R,3,A,67,79,443.14,443.26,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite (up to pebble size), shell fragments, common to abundant foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section. Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,338
,344-U1413C-29R-3-A,344,U1413,C,29,29-3,R,3,A,79,101,443.26,443.48,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite (up to pebble size), shell fragments, common to abundant foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section. Rare gastropod fragments. Less sandstone layers",,,,,,,,,,,,,,,,,,,,,339
,344-U1413C-29R-3-A,344,U1413,C,29,29-3,R,3,A,101,135,443.48,443.82,,,,,sandstone [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),sandstone ,sandstone  with biogenic components ,,,sand [W22_1],3,calcite as detrial clast but also common calcareous shell and foraminifer fragments,,,,,,,,,,,,,,IW,,,,,,,340
,344-U1413C-29R-4-A,344,U1413,C,29,29-4,R,4,A,0,95,443.82,444.77,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite (up to pebble size), shell fragments, common to abundant foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section. Rare gastropod fragments. No sandstone layers",,,,,,,,,,,,,,,,,,,,,341
,344-U1413C-29R-5-A,344,U1413,C,29,29-5,R,5,A,0,100,444.77,445.77,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite (up to pebble size), shell fragments, common to abundant foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section. Rare gastropod fragments. No sandstone layers",,,,,,,,,,,,,,,,,,,,,342
,344-U1413C-29R-CC-A,344,U1413,C,29,29-CC,R,CC,A,0,18,445.77,445.95,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite (up to pebble size), shell fragments, common to abundant foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section. Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,343
,344-U1413C-30R-1-A,344,U1413,C,30,30-1,R,1,A,0,109,449.6,450.69,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite (up to pebble size), shell fragments, common to abundant foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section. Rare gastropod fragments.",,,,,,,,,,,,,,Void at 109-123 cm due to STIP sample.,,,,,,,344
,344-U1413C-30R-1-A,344,U1413,C,30,30-1,R,1,A,123,141,450.83,451.01,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite (up to pebble size), shell fragments, common to abundant foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section. Rare gastropod fragments.",,,,,,,,,,,,,,Void at 109-123 cm due to STIP sample.,,,,,,,345
,344-U1413C-30R-2-A,344,U1413,C,30,30-2,R,2,A,0,117,451.01,452.18,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite (up to pebble size), shell fragments, common to abundant foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section. Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,346
,344-U1413C-30R-3-A,344,U1413,C,30,30-3,R,3,A,0,96,452.18,453.14,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with disseminated common glauconite (up to pebble size), shell fragments, common to abundant foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix, clast of pyrite and foraminifera enriched horizons all over the section. Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,347
,344-U1413C-30R-3-A,344,U1413,C,30,30-3,R,3,A,96,131,453.14,453.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,348
,344-U1413C-30R-4-A,344,U1413,C,30,30-4,R,4,A,0,148,453.49,454.97,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,349
,344-U1413C-30R-5-A,344,U1413,C,30,30-5,R,5,A,0,149,454.97,456.46,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,350
,344-U1413C-30R-6-A,344,U1413,C,30,30-6,R,6,A,0,103,456.46,457.49,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,351
,344-U1413C-30R-6-A,344,U1413,C,30,30-6,R,6,A,103,106,457.49,457.52,,,,,sandstone [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),sandstone ,sandstone  with biogenic components ,,,sand [W22_1],3,calcite as detrial clast but also common calcareous shell and foraminifer fragments,,,,,,,,,,,,,,,,,,,,,352
,344-U1413C-30R-6-A,344,U1413,C,30,30-6,R,6,A,106,133,457.52,457.79,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,353
,344-U1413C-30R-7-A,344,U1413,C,30,30-7,R,7,A,0,148,457.79,459.27,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone  with biogenic components ,fine sand [W22_2],4,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,354
,344-U1413C-30R-CC-A,344,U1413,C,30,30-CC,R,CC,A,0,20,459.27,459.47,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,355
,344-U1413C-31R-1-A,344,U1413,C,31,31-1,R,1,A,0,113,459.3,460.43,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,356
,344-U1413C-31R-2-A,344,U1413,C,31,31-2,R,2,A,0,150,460.43,461.93,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,357
,344-U1413C-31R-3-A,344,U1413,C,31,31-3,R,3,A,0,104,461.93,462.97,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,358
,344-U1413C-31R-3-A,344,U1413,C,31,31-3,R,3,A,104,109,462.97,463.02,fractured,moderate [drilling disturbance],4,foraminiferal [Leg339],sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),foraminiferal   sandstone ,foraminiferal  sandstone  with biogenic components ,fine sand [W22_2],4,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,common [B06],4,,,,,,,,359
,344-U1413C-31R-3-A,344,U1413,C,31,31-3,R,3,A,109,150,463.02,463.43,fractured,moderate to high [drilling disturbance],5,,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,360
,344-U1413C-31R-4-A,344,U1413,C,31,31-4,R,4,A,0,82,463.43,464.25,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,361
,344-U1413C-31R-4-A,344,U1413,C,31,31-4,R,4,A,82,118,464.25,464.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,362
,344-U1413C-31R-5-A,344,U1413,C,31,31-5,R,5,A,0,32,464.61,464.93,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,363
,344-U1413C-31R-5-A,344,U1413,C,31,31-5,R,5,A,32,35,464.93,464.96,fractured,moderate [drilling disturbance],4,foraminiferal [Leg339],sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),foraminiferal   sandstone ,foraminiferal  sandstone  with biogenic components ,fine sand [W22_2],4,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,364
,344-U1413C-31R-5-A,344,U1413,C,31,31-5,R,5,A,35,46,464.96,465.07,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,365
,344-U1413C-31R-5-A,344,U1413,C,31,31-5,R,5,A,46,53,465.07,465.14,fractured,moderate [drilling disturbance],4,foraminiferal [Leg339],sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),foraminiferal   sandstone ,foraminiferal  sandstone  with biogenic components ,fine sand [W22_2],4,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,366
,344-U1413C-31R-5-A,344,U1413,C,31,31-5,R,5,A,53,85,465.14,465.46,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,367
,344-U1413C-31R-5-A,344,U1413,C,31,31-5,R,5,A,85,89,465.46,465.5,fractured,moderate [drilling disturbance],4,foraminiferal [Leg339],sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),foraminiferal   sandstone ,foraminiferal  sandstone  with biogenic components ,fine sand [W22_2],4,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,First visible reworked clasts at 33 cm!,,,,,,,368
,344-U1413C-31R-5-A,344,U1413,C,31,31-5,R,5,A,89,106,465.5,465.67,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,369
,344-U1413C-31R-5-A,344,U1413,C,31,31-5,R,5,A,106,112,465.67,465.73,fractured,moderate [drilling disturbance],4,foraminiferal [Leg339],sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),foraminiferal   sandstone ,foraminiferal  sandstone  with biogenic components ,fine sand [W22_2],4,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,370
,344-U1413C-31R-5-A,344,U1413,C,31,31-5,R,5,A,112,118,465.73,465.79,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,371
,344-U1413C-31R-5-A,344,U1413,C,31,31-5,R,5,A,118,125,465.79,465.86,fractured,moderate [drilling disturbance],4,foraminiferal [Leg339],sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),foraminiferal   sandstone ,foraminiferal  sandstone  with biogenic components ,fine sand [W22_2],4,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,372
,344-U1413C-31R-6-A,344,U1413,C,31,31-6,R,6,A,0,4,465.86,465.9,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,373
,344-U1413C-31R-6-A,344,U1413,C,31,31-6,R,6,A,4,6,465.9,465.92,fractured,moderate [drilling disturbance],4,foraminiferal [Leg339],sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),foraminiferal   sandstone ,foraminiferal  sandstone  with biogenic components ,fine sand [W22_2],4,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,374
,344-U1413C-31R-6-A,344,U1413,C,31,31-6,R,6,A,6,108,465.92,466.94,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"with rare disseminated glauconite, common shell fragments, common foraminifera, some times slightly inclined oriented, common pyrite, calcareous matrix.  Rare gastropod fragments.",,,,,,,,,,,,,,,,,,,,,375
