Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
353-U1445C-15H-1-A,99,145,127.39,127.85,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,15,H,1,A,,,,375
353-U1445C-15H-2-A,0,146,127.85,129.31,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,15,H,2,A,,,,376
353-U1445C-15H-3-A,0,151,129.31,130.82,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,15,H,3,A,,,,377
353-U1445C-15H-4-A,0,148,130.82,132.3,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,15,H,4,A,,,,378
353-U1445C-15H-5-A,0,14.5,132.3,132.445,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,15,H,5,A,,,,379
353-U1445C-15H-5-A,14.5,19,132.445,132.49,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,15,H,5,A,,,,380
353-U1445C-15H-5-A,19,147,132.49,133.77,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Light gray sandy bleb between 119.5-121 cm.,,,,353,U1445,C,15,H,5,A,,,,381
353-U1445C-15H-6-A,0,149,133.77,135.26,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,15,H,6,A,,,,382
353-U1445C-15H-7-A,0,74.5,135.26,136.005,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,15,H,7,A,,,,383
353-U1445C-15H-7-A,74.5,79,136.005,136.05,,,sand,,sand,sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,With coarse fragments (including shell fragments),,,,353,U1445,C,15,H,7,A,,,,384
353-U1445C-15H-7-A,79,84,136.05,136.1,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,15,H,7,A,,,,385
353-U1445C-15H-CC-A,0,24,136.1,136.34,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,15,H,CC,A,,,,386
353-U1445C-16H-1-A,0,133,135.9,137.23,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,1,A,,,,387
353-U1445C-16H-1-A,133,134,137.23,137.24,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,16,H,1,A,,,,388
353-U1445C-16H-1-A,134,151,137.24,137.41,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,1,A,,,,389
353-U1445C-16H-10-A,0,28,145.36,145.64,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,10,A,,,,390
353-U1445C-16H-2-A,0,27,137.41,137.68,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,2,A,,,,391
353-U1445C-16H-2-A,27,28,137.68,137.69,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,16,H,2,A,,,,392
353-U1445C-16H-2-A,28,65,137.69,138.06,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,2,A,,,,393
353-U1445C-16H-2-A,65,74,138.06,138.15,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,16,H,2,A,,,,394
353-U1445C-16H-2-A,74,141,138.15,138.82,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,2,A,,,,395
353-U1445C-16H-3-A,0,90,138.82,139.72,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,3,A,,,,396
353-U1445C-16H-3-A,90,92,139.72,139.74,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,16,H,3,A,,,,397
353-U1445C-16H-4-A,0,25.5,139.74,139.995,,biosilica rich,clay,with silt,biosilica rich clay,biosilica rich clay with silt,clay with silt,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,4,A,,,,398
353-U1445C-16H-4-A,25.5,27,139.995,140.01,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,16,H,4,A,,,,399
353-U1445C-16H-4-A,27,60.5,140.01,140.345,,biosilica rich,clay,with silt,biosilica rich clay,biosilica rich clay with silt,clay with silt,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,4,A,,,,400
353-U1445C-16H-4-A,60.5,61.5,140.345,140.355,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,16,H,4,A,,,,401
353-U1445C-16H-4-A,61.5,101,140.355,140.75,,biosilica rich,clay,with silt,biosilica rich clay,biosilica rich clay with silt,clay with silt,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,4,A,,,,402
353-U1445C-16H-5-A,0,45,140.75,141.2,,biosilica rich,clay,with silt,biosilica rich clay,biosilica rich clay with silt,clay with silt,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,5,A,,,,403
353-U1445C-16H-5-A,45,52,141.2,141.27,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,16,H,5,A,,,,404
353-U1445C-16H-5-A,52,64,141.27,141.39,,biosilica rich,clay,with silt,biosilica rich clay,biosilica rich clay with silt,clay with silt,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,5,A,,,,405
353-U1445C-16H-6-A,0,21,141.39,141.6,,biosilica rich,clay,with silt,biosilica rich clay,biosilica rich clay with silt,clay with silt,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,6,A,,,,406
353-U1445C-16H-6-A,21,27,141.6,141.66,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,16,H,6,A,,,,407
353-U1445C-16H-6-A,27,34,141.66,141.73,,biosilica rich,clay,with silt,biosilica rich clay,biosilica rich clay with silt,clay with silt,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,6,A,,,,408
353-U1445C-16H-7-A,0,69,141.73,142.42,,biosilica rich,clay,with silt,biosilica rich clay,biosilica rich clay with silt,clay with silt,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,7,A,,,,409
353-U1445C-16H-7-A,69,73,142.42,142.46,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,16,H,7,A,,,,410
353-U1445C-16H-7-A,73,110,142.46,142.83,,biosilica rich,clay,with silt,biosilica rich clay,biosilica rich clay with silt,clay with silt,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Sandy bleb between 85 and 88 cm.,,,,353,U1445,C,16,H,7,A,,,,411
353-U1445C-16H-7-A,110,111,142.83,142.84,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,16,H,7,A,,,,412
353-U1445C-16H-7-A,111,120.5,142.84,142.935,,biosilica rich,clay,with silt,biosilica rich clay,biosilica rich clay with silt,clay with silt,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,7,A,,,,413
353-U1445C-16H-7-A,120.5,122,142.935,142.95,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,16,H,7,A,,,,414
353-U1445C-16H-7-A,122,129,142.95,143.02,,biosilica rich,clay,with silt,biosilica rich clay,biosilica rich clay with silt,clay with silt,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,7,A,,,,415
353-U1445C-16H-7-A,129,132,143.02,143.05,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,16,H,7,A,,,,416
353-U1445C-16H-7-A,132,145,143.05,143.18,,biosilica rich,clay,with silt,biosilica rich clay,biosilica rich clay with silt,clay with silt,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,7,A,,,,417
353-U1445C-16H-8-A,0,141,143.18,144.59,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,8,A,,,,418
353-U1445C-16H-9-A,0,77,144.59,145.36,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,9,A,,,,419
353-U1445C-16H-CC-A,0,17,145.64,145.81,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,16,H,CC,A,,,,420
353-U1445C-17H-1-A,0,145,145.4,146.85,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,17,H,1,A,,,,421
353-U1445C-17H-2-A,0,145,146.85,148.3,,silty,clay,with biosilica,silty clay,silty clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Light gray sandy blebs between 52 and 55 cm.,,,,353,U1445,C,17,H,2,A,,,,422
353-U1445C-17H-3-A,0,145,148.3,149.75,,silty,clay,with biosilica,silty clay,silty clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Olive gray sandy blebs between 8 and 10 cm. Green glauconite bleb between 38-44 cm.,,,,353,U1445,C,17,H,3,A,,,,423
353-U1445C-17H-4-A,0,149,149.75,151.24,,silty,clay,with biosilica,silty clay,silty clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,17,H,4,A,,,,424
353-U1445C-17H-5-A,0,16.5,151.24,151.405,,silty,clay,with biosilica,silty clay,silty clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,17,H,5,A,,,,425
353-U1445C-17H-5-A,16.5,21,151.405,151.45,,,sand,,sand,sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,With coarse fragments (including shell fragments),,,,353,U1445,C,17,H,5,A,,,,426
353-U1445C-17H-5-A,21,150,151.45,152.74,,silty,clay,with biosilica,silty clay,silty clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,17,H,5,A,,,,427
353-U1445C-17H-6-A,0,151,152.74,154.25,,silty,clay,with biosilica,silty clay,silty clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,17,H,6,A,,,,428
353-U1445C-17H-7-A,0,80,154.25,155.05,,silty,clay,with biosilica,silty clay,silty clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,17,H,7,A,,,,429
353-U1445C-17H-CC-A,0,14,155.05,155.19,,silty,clay,with biosilica,silty clay,silty clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,17,H,CC,A,,,,430
353-U1445C-18H-1-A,0,145,154.9,156.35,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,18,H,1,A,,,,431
353-U1445C-18H-2-A,0,145,156.35,157.8,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,18,H,2,A,,,,432
353-U1445C-18H-3-A,0,21,157.8,158.01,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,18,H,3,A,,,,433
353-U1445C-18H-3-A,21,23,158.01,158.03,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,18,H,3,A,,,,434
353-U1445C-18H-3-A,23,68.5,158.03,158.485,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,18,H,3,A,,,,435
353-U1445C-18H-3-A,68.5,72,158.485,158.52,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,18,H,3,A,,,,436
353-U1445C-18H-3-A,72,91,158.52,158.71,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,18,H,3,A,,,,437
353-U1445C-18H-3-A,91,92,158.71,158.72,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,18,H,3,A,,,,438
353-U1445C-18H-3-A,92,132.5,158.72,159.125,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,18,H,3,A,,,,439
353-U1445C-18H-3-A,132.5,133.5,159.125,159.135,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,18,H,3,A,,,,440
353-U1445C-18H-3-A,133.5,145,159.135,159.25,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,18,H,3,A,,,,441
353-U1445C-18H-4-A,0,35,159.25,159.6,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,18,H,4,A,,,,442
353-U1445C-18H-4-A,35,37,159.6,159.62,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,18,H,4,A,,,,443
353-U1445C-18H-4-A,37,133.5,159.62,160.585,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Olive brown sandy bleb between 72-74 cm. Light gray sandy bleb between 132.5 and 133.5 cm.,,,,353,U1445,C,18,H,4,A,,,,444
353-U1445C-18H-4-A,133.5,137,160.585,160.62,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,18,H,4,A,,,,445
353-U1445C-18H-4-A,137,145,160.62,160.7,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,18,H,4,A,,,,446
353-U1445C-18H-5-A,0,57,160.7,161.27,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,18,H,5,A,,,,447
353-U1445C-18H-5-A,57,63,161.27,161.33,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,With many foraminifers. Minor fault (?) between 58 and 63 cm (displacement is 2-3 cm.),,,,353,U1445,C,18,H,5,A,,,,448
353-U1445C-18H-5-A,63,151,161.33,162.21,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,18,H,5,A,,,,449
353-U1445C-18H-6-A,0,54.5,162.21,162.755,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,18,H,6,A,,,,450
353-U1445C-18H-6-A,54.5,55.5,162.755,162.765,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,18,H,6,A,,,,451
353-U1445C-18H-6-A,55.5,132,162.765,163.53,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,18,H,6,A,,,,452
353-U1445C-18H-7-A,0,93.5,163.53,164.465,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,18,H,7,A,,,,453
353-U1445C-18H-7-A,93.5,94.5,164.465,164.475,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,18,H,7,A,,,,454
353-U1445C-18H-7-A,94.5,101,164.475,164.54,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,mottling,,,,,,,,353,U1445,C,18,H,7,A,,,,455
353-U1445C-18H-CC-A,0,20,164.54,164.74,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,dark green,GLEY 1 2.5/10Y (greenish black),,,,,,,,,mottling,,,,,,,,353,U1445,C,18,H,CC,A,,,,456
353-U1445C-19H-1-A,0,45.5,164.4,164.855,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,19,H,1,A,,,,457
353-U1445C-19H-1-A,45.5,46.5,164.855,164.865,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,19,H,1,A,,,,458
353-U1445C-19H-1-A,46.5,92,164.865,165.32,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,19,H,1,A,,,,459
353-U1445C-19H-1-A,92,93.5,165.32,165.335,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,19,H,1,A,,,,460
353-U1445C-19H-1-A,93.5,144,165.335,165.84,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Light gray sandy bleb between 123 and 125 cm.,,,,353,U1445,C,19,H,1,A,,,,461
353-U1445C-19H-2-A,0,28.5,165.84,166.125,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,19,H,2,A,,,,462
353-U1445C-19H-2-A,28.5,29.5,166.125,166.135,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,19,H,2,A,,,,463
353-U1445C-19H-2-A,29.5,146,166.135,167.3,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,19,H,2,A,,,,464
353-U1445C-19H-3-A,0,25,167.3,167.55,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,19,H,3,A,,,,465
353-U1445C-19H-3-A,25,26.5,167.55,167.565,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,,353,U1445,C,19,H,3,A,,,,466
353-U1445C-19H-3-A,26.5,36,167.565,167.66,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,19,H,3,A,,,,467
353-U1445C-19H-3-A,36,38,167.66,167.68,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,19,H,3,A,,,,468
353-U1445C-19H-3-A,38,46.5,167.68,167.765,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,19,H,3,A,,,,469
353-U1445C-19H-3-A,46.5,47.5,167.765,167.775,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,19,H,3,A,,,,470
353-U1445C-19H-3-A,47.5,48.5,167.775,167.785,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,19,H,3,A,,,,471
353-U1445C-19H-3-A,48.5,49.5,167.785,167.795,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,19,H,3,A,,,,472
353-U1445C-19H-3-A,49.5,145,167.795,168.75,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Thick light gray sandy bleb between 89 and 91 cm.,,,,353,U1445,C,19,H,3,A,,,,473
353-U1445C-19H-4-A,0,23,168.75,168.98,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,19,H,4,A,,,,474
353-U1445C-19H-4-A,23,26.5,168.98,169.015,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,19,H,4,A,,,,475
353-U1445C-19H-4-A,26.5,41,169.015,169.16,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,19,H,4,A,,,,476
353-U1445C-19H-4-A,41,45,169.16,169.2,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,19,H,4,A,,,,477
353-U1445C-19H-4-A,45,146,169.2,170.21,,biosilica rich,clay,with glauconite,biosilica rich clay,biosilica rich clay with glauconite,clay with glauconite,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Light gray sandy blebs between 130 and 136 cm.,,,,353,U1445,C,19,H,4,A,,,,478
