Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
341-U1417B-17H-2-A,341,U1417,B,17,17-2,H,2,A,136.0,138.0,145.96,145.98,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,5Y 2.5/1 (black),,,,,,,,,,,,,,volcaoclastic-rich sand,,,,,,,,
341-U1417B-17H-2-A,341,U1417,B,17,17-2,H,2,A,138.0,148.5,145.98,146.085,,mud [Leg210],,mud ,,,,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,"- chaotic
- colour variation between 2.5Y 4/1, 5GY 3/1, 10YR 4/1
- relatively much bioturbation",,,,,,,,
341-U1417B-17H-3-A,341,U1417,B,17,17-3,H,3,A,0.0,9.0,146.1,146.19,,muddy sand(stone) to sandy mud(stone) [S54m],,muddy sand(stone) to sandy mud(stone) ,,,,2.5Y 3/2 (very dark grayish brown),,,,,,,,,,,,,,"- fine sand fining upward to very fine sand;
- clean glassy ash
- upward colour change from 2.5Y 3/2 to 10 YR 5&2",sharp contact,erosive,,,,,,
341-U1417B-17H-3-A,341,U1417,B,17,17-3,H,3,A,9.0,26.0,146.19,146.36,,mud [Leg210],,mud ,,,,5Y 4/1 (dark gray),,,,1,,,,,,,,,,"- some colour variations - slightly darker, more brownish / occasionally more greenish",gradational contact,,,,,,,
341-U1417B-17H-3-A,341,U1417,B,17,17-3,H,3,A,26.0,50.0,146.36,146.6,,diatom ooze [Leg339],,diatom ooze ,,,,5Y 4/1 (dark gray),,,,9,,,,,,,,,,"- some darker, more brownish and more yellowish parts",gradational contact,,,,,,,
341-U1417B-17H-3-A,341,U1417,B,17,17-3,H,3,A,50.0,86.0,146.6,146.96,,mud [Leg210],,mud ,,,,5Y 4/1 (dark gray),,,,9,,,,,,,,,,"- some colour variations - slightly darker, more brownish / occasionally more greenish",gradational contact,,,,,,,
341-U1417B-17H-3-A,341,U1417,B,17,17-3,H,3,A,86.0,111.0,146.96,147.21,,diatom ooze [Leg339],,diatom ooze ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,"- some darker, more brownish and more yellowish parts",gradational contact,,,,,,,
341-U1417B-17H-3-A,341,U1417,B,17,17-3,H,3,A,111.0,131.5,147.21,147.415,,mud [Leg210],,mud ,,,,N 3 (very dark gray),,,,1,,,,,,,,,,,,irregular,,,,,,
341-U1417B-17H-3-A,341,U1417,B,17,17-3,H,3,A,131.5,132.5,147.415,147.425,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,2.5Y 7/1 (light gray),,,,,,,,,,,,,,irregular upper and lower boundary,,irregular,,,,,,
341-U1417B-17H-3-A,341,U1417,B,17,17-3,H,3,A,132.5,150.0,147.425,147.6,,mud [Leg210],,mud ,,,,N 3 (very dark gray),,,,2,,,,,,,,,,,,,,,,,,
341-U1417B-17H-4-A,341,U1417,B,17,17-4,H,4,A,0.0,11.0,147.6,147.71,,mud [Leg210],,mud ,,,,N 3 (very dark gray),,,present [A79],1,,,pebble [W22_2],,,,,,,,,,,,,,,
341-U1417B-17H-4-A,341,U1417,B,17,17-4,H,4,A,11.0,25.0,147.71,147.85,,diatom ooze [Leg339],,diatom ooze ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,mottled,gradational contact,,,,,,,
341-U1417B-17H-4-A,341,U1417,B,17,17-4,H,4,A,25.0,65.0,147.85,148.25,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,pebble [W22_2],,,,,,,,,,,,,,,
341-U1417B-17H-4-A,341,U1417,B,17,17-4,H,4,A,65.0,80.0,148.25,148.4,,diatom ooze [Leg339],,diatom ooze ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,mottled,gradational contact,,,,,,,
341-U1417B-17H-4-A,341,U1417,B,17,17-4,H,4,A,80.0,150.0,148.4,149.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,pebble [W22_2],,,,,,,,,,,,,,,
341-U1417B-17H-5-A,341,U1417,B,17,17-5,H,5,A,0.0,47.0,149.1,149.57,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,silt lenses @ 99 - 100 cm,,,,,,,,
341-U1417B-17H-5-A,341,U1417,B,17,17-5,H,5,A,47.0,49.0,149.57,149.59,,silt [Leg210],,silt ,,,,10Y 5/1 (greenish gray),,,,,,,,,,,,,,massive mud with absolutely no bioturbation,,,,,,,,
341-U1417B-17H-5-A,341,U1417,B,17,17-5,H,5,A,49.0,65.0,149.59,149.75,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,interspersed silty lenses and layers with irregular contacts,sharp contact,erosive,,,,,,
341-U1417B-17H-5-A,341,U1417,B,17,17-5,H,5,A,65.0,66.0,149.75,149.76,,silt [Leg210],,silt ,,,,10Y 5/1 (greenish gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-17H-5-A,341,U1417,B,17,17-5,H,5,A,66.0,70.0,149.76,149.8,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-17H-5-A,341,U1417,B,17,17-5,H,5,A,70.0,72.0,149.8,149.82,,silt [Leg210],,silt ,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,sharp contact,erosive,,,,,,
341-U1417B-17H-5-A,341,U1417,B,17,17-5,H,5,A,72.0,76.0,149.82,149.86,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-17H-5-A,341,U1417,B,17,17-5,H,5,A,76.0,77.0,149.86,149.87,,silt [Leg210],,silt ,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,sharp contact,erosive,,,,,,
341-U1417B-17H-5-A,341,U1417,B,17,17-5,H,5,A,77.0,150.0,149.87,150.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-17H-6-A,341,U1417,B,17,17-6,H,6,A,0.0,87.0,150.61,151.48,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,pebble [W22_2],,,,,,,with very few silt layers and lenses,,,,,,,,
341-U1417B-17H-CC-A,341,U1417,B,17,17-CC,H,CC,A,0.0,17.0,151.63,151.8,,mud [Leg210],,mud ,,,,N 3 (very dark gray),,,present [A79],1,,,pebble [W22_2],,,,,,,very massive mud,,,,,,,,
341-U1417B-17H-CC-A,341,U1417,B,17,17-CC,H,CC,A,17.0,22.0,151.8,151.85,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,
341-U1417B-18H-1-A,341,U1417,B,18,18-1,H,1,A,0.0,150.0,152.6,154.1,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),,,present [A79],4,,,,,pebble [W22_2],subangular,,,,5 sand/silt turbidite deposits,,,,,,,,
341-U1417B-18H-2-A,341,U1417,B,18,18-2,H,2,A,0.0,6.0,154.1,154.16,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,churned or chaotic strata,N 4 (dark gray),,,absent [A79],,,,,,,,,,,mud w/ former silt layers disturbed by drilling,,,,,,,,
341-U1417B-18H-2-A,341,U1417,B,18,18-2,H,2,A,6.0,20.0,154.16,154.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-18H-2-A,341,U1417,B,18,18-2,H,2,A,20.0,52.0,154.3,154.62,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,churned or chaotic strata,N 4 (dark gray),,,present [A79],2,,,,,,,,,,mud w/ former silt layers disturbed by drilling,,,,,,,,
341-U1417B-18H-2-A,341,U1417,B,18,18-2,H,2,A,52.0,94.0,154.62,155.04,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,,,,,,,,,
341-U1417B-18H-2-A,341,U1417,B,18,18-2,H,2,A,94.0,150.0,155.04,155.6,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,churned or chaotic strata,N 4 (dark gray),,,present [A79],1,,,,,,,,,,mud w/ former silt layers disturbed by drilling,gradational contact,,,,,,,
341-U1417B-18H-3-A,341,U1417,B,18,18-3,H,3,A,0.0,115.0,155.6,156.75,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],6,,,,,,,,,,mud w/ former silt layers disturbed by drilling,sharp contact,,,,,,,
341-U1417B-18H-3-A,341,U1417,B,18,18-3,H,3,A,115.0,145.0,156.75,157.05,diatom bearing,mud [Leg210],,diatom bearing mud ,,,color banding,N 4 (dark gray),,,present [A79],1,,,,,,,,,,with green tint and black banding,,,,,,,,
341-U1417B-18H-3-A,341,U1417,B,18,18-3,H,3,A,145.0,150.0,157.05,157.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],4,,,,,,,,,,,,,,,,,,
341-U1417B-18H-4-A,341,U1417,B,18,18-4,H,4,A,0.0,150.0,157.1,158.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],21,,,,,,,,,,"along core contamination, moderate, sand patches throughout",,,,,,,,
341-U1417B-18H-5-A,341,U1417,B,18,18-5,H,5,A,0.0,150.0,158.6,160.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],3,,,,,pebble [W22_2],subrounded,,,,"metasiltstone, 6 cm, subrounded, at  86 cm, moved by disturbance",,,,,,,,
341-U1417B-18H-6-A,341,U1417,B,18,18-6,H,6,A,0.0,100.0,160.1,161.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,pebble [W22_2],subrounded,,,,"argillte, subrounded, 2 cm, at 85 cm, metasiltstone, elongate, subrounded, at 96 cm",,,,,,,,
341-U1417B-18H-CC-A,341,U1417,B,18,18-CC,H,CC,A,0.0,14.0,161.1,161.24,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-18H-CC-A,341,U1417,B,18,18-CC,H,CC,A,14.0,19.0,161.24,161.29,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,
341-U1417B-19H-1-A,341,U1417,B,19,19-1,H,1,A,0.0,28.0,161.2,161.48,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 4/1 (dark greenish gray),,,,,,,,,,,,,,soupy,,,,,,,,
341-U1417B-19H-1-A,341,U1417,B,19,19-1,H,1,A,28.0,53.0,161.48,161.73,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/2 (grayish green),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-19H-1-A,341,U1417,B,19,19-1,H,1,A,53.0,68.0,161.73,161.88,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-19H-1-A,341,U1417,B,19,19-1,H,1,A,68.0,108.0,161.88,162.28,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],4,,,,,pebble [W22_2],subrounded,,,,"argillite, 1 cm, subrounded at 76 cm, argillite, 1.5 cm, subrounded at 97 cm",,,,,,,,
341-U1417B-19H-1-A,341,U1417,B,19,19-1,H,1,A,108.0,140.0,162.28,162.6,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/2 (grayish green),,,present [A79],1,,,,,pebble [W22_2],angular,,,,"1 clast, 0.5 cm at 118 cm",,,,,,,,
341-U1417B-19H-1-A,341,U1417,B,19,19-1,H,1,A,140.0,150.0,162.6,162.7,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-19H-2-A,341,U1417,B,19,19-2,H,2,A,0.0,73.0,162.7,163.43,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],5,,,,,pebble [W22_2],subrounded,,,,"1 clast, 1 cm, angular, at 5 cm, 1 clast, rounded, 3.5 cm at 41 cm, 1 clast 2 cm, 1 clast 2 cm at 60 cm",,,,,,,,
341-U1417B-19H-2-A,341,U1417,B,19,19-2,H,2,A,73.0,120.0,163.43,163.9,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-19H-2-A,341,U1417,B,19,19-2,H,2,A,120.0,126.0,163.9,163.96,volcaniclastic rich,sand [Leg210],,volcaniclastic rich sand ,volcaniclastic-rich,3,normal grading,7.5YR 2.5/1 (black),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-19H-2-A,341,U1417,B,19,19-2,H,2,A,126.0,150.0,163.96,164.2,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-19H-3-A,341,U1417,B,19,19-3,H,3,A,0.0,93.0,164.2,165.13,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),,,present [A79],3,,,,,,,,,,5 sand/silt turbidite deposits; color banding 0-29cm,,,,,,,,
341-U1417B-19H-3-A,341,U1417,B,19,19-3,H,3,A,93.0,150.0,165.13,165.7,,mud [Leg210],,mud ,,,structureless,N 4 (dark gray),,,present [A79],1,,,,,,,,,,,,,,,,,,
341-U1417B-19H-4-A,341,U1417,B,19,19-4,H,4,A,0.0,150.0,165.7,167.2,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),,,absent [A79],,,,,,,,,,,6 sand/silt turbidite deposits; black mottling 120-150cm,,,,,,,,
341-U1417B-19H-5-A,341,U1417,B,19,19-5,H,5,A,0.0,75.0,167.2,167.95,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),,,absent [A79],,,,,,,,,,,2 sand/silt layers (ash or turbidite?); intermittent black mottling/color banding,,,,,,,,
341-U1417B-19H-CC-A,341,U1417,B,19,19-CC,H,CC,A,0.0,6.0,167.95,168.01,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,
341-U1417B-20H-1-A,341,U1417,B,20,20-1,H,1,A,0.0,38.0,168.0,168.38,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-20H-2-A,341,U1417,B,20,20-2,H,2,A,0.0,80.0,168.38,169.18,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,pebble [W22_2],subrounded,,,,"2 sandlayers at 27 and 40 cm, 2 cm thick, graded, 10YR 3/1",,,,,,,,
341-U1417B-20H-2-A,341,U1417,B,20,20-2,H,2,A,80.0,150.0,169.18,169.88,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,along-core disturbance,,,,,,,,
341-U1417B-20H-3-A,341,U1417,B,20,20-3,H,3,A,0.0,41.0,169.88,170.29,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),,,present [A79],2,,,,,pebble [W22_2],subrounded,,,,"2 clasts at 5 cm; 6 cm and 2cm thick, metasiltsone
2 sands at 32 and 41, 2 cm thick, N 5",,,,,,,,
341-U1417B-20H-3-A,341,U1417,B,20,20-3,H,3,A,41.0,123.0,170.29,171.11,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 4/1 (dark greenish gray),,,,1,,,,,pebble [W22_2],subrounded,,,,"1 clast, argillite, 2cm, subrounded, ",,,,,,,,
341-U1417B-20H-3-A,341,U1417,B,20,20-3,H,3,A,123.0,130.0,171.11,171.18,,sand [Leg210],,sand ,,,,N 5 (gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,
341-U1417B-20H-3-A,341,U1417,B,20,20-3,H,3,A,130.0,150.0,171.18,171.38,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-20H-4-A,341,U1417,B,20,20-4,H,4,A,0.0,150.0,171.38,172.88,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 5 (gray),slight [DB86],1,present [A79],,,,,,,,,,,"thin sands at 14, 35, 63, 108, 116, 132, 140 cm",,,,,,,,
341-U1417B-20H-5-A,341,U1417,B,20,20-5,H,5,A,0.0,109.0,172.88,173.97,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),,,present [A79],3,,,,,,,,,,4 sand/silt (ash or turbidite) layers; intermittent black mottling,,,,,,,,
341-U1417B-20H-5-A,341,U1417,B,20,20-5,H,5,A,109.0,150.0,173.97,174.38,,diatom ooze [Leg339],,diatom ooze ,,,,N 4 (dark gray),,,,2,,,,,,,,,,intermittent black mottling,,,,,,,,
341-U1417B-20H-6-A,341,U1417,B,20,20-6,H,6,A,0.0,130.0,174.38,175.68,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,present [A79],4,,,,,,,,,,intermittent black mottling; color banding (green/black),,,,,,,,
341-U1417B-20H-7-A,341,U1417,B,20,20-7,H,7,A,0.0,54.0,175.68,176.22,,mud [Leg210],,mud ,,,structureless,N 4 (dark gray),,,absent [A79],,,,,,,,,,,massive mud,,,,,,,,
341-U1417B-20H-CC-A,341,U1417,B,20,20-CC,H,CC,A,0.0,9.0,176.22,176.31,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,black mottling,,,,,,,,
341-U1417B-20H-CC-A,341,U1417,B,20,20-CC,H,CC,A,9.0,14.0,176.31,176.36,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,
341-U1417B-21H-1-A,341,U1417,B,21,21-1,H,1,A,0.0,120.0,176.3,177.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,do not sample,,,,,,,,
341-U1417B-21H-2-A,341,U1417,B,21,21-2,H,2,A,0.0,64.0,177.5,178.14,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,do not sample,,,,,,,,
341-U1417B-21H-2-A,341,U1417,B,21,21-2,H,2,A,64.0,69.0,178.14,178.19,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,
341-U1417B-22H-1-A,341,U1417,B,22,22-1,H,1,A,0.0,150.0,178.1,179.6,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,present [A79],6,,,,,,,,,,intermittent black mottling; black and green color bands,,,,,,,,
341-U1417B-22H-2-A,341,U1417,B,22,22-2,H,2,A,0.0,54.0,179.6,180.14,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5GY 4/1 (dark greenish gray),,,absent [A79],,,,,,,,,,,,gradational contact,irregular,,,,,,
341-U1417B-22H-2-A,341,U1417,B,22,22-2,H,2,A,54.0,58.0,180.14,180.18,,silt [Leg210],,silt ,,,normal grading,10Y 4/1 (dark greenish gray),,,absent [A79],,,,,,,,,,,turbidite,sharp contact,,,,,,,
341-U1417B-22H-2-A,341,U1417,B,22,22-2,H,2,A,58.0,152.0,180.18,181.12,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),,,present [A79],6,,,,,,,,,,at least 8 sand/silt turbidite layers in mud,,,,,,,,
341-U1417B-22H-3-A,341,U1417,B,22,22-3,H,3,A,0.0,103.0,181.12,182.15,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,pebble [W22_2],subrounded,,,," 17, 80 and 87 cm, 10YR 6/1",,,,,,,,
341-U1417B-22H-4-A,341,U1417,B,22,22-4,H,4,A,0.0,49.0,182.15,182.64,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-22H-4-A,341,U1417,B,22,22-4,H,4,A,49.0,51.0,182.64,182.66,,sand [Leg210],,sand ,,,,10YR 6/1 (gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,
341-U1417B-22H-4-A,341,U1417,B,22,22-4,H,4,A,51.0,61.0,182.66,182.76,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-22H-CC-A,341,U1417,B,22,22-CC,H,CC,A,0.0,25.0,182.76,183.01,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-23H-1-A,341,U1417,B,23,23-1,H,1,A,0.0,48.0,182.8,183.28,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],3,,,,,,,,,,massive,,,,,,,,
341-U1417B-23H-1-A,341,U1417,B,23,23-1,H,1,A,48.0,53.0,183.28,183.33,volcaniclastic rich,mud [Leg210],,volcaniclastic rich mud ,volcaniclastic-rich,3,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-23H-1-A,341,U1417,B,23,23-1,H,1,A,53.0,76.0,183.33,183.56,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),,,absent [A79],,,,,,,,,,,3 sand/silt turbidite layers,,,,,,,,
341-U1417B-23H-1-A,341,U1417,B,23,23-1,H,1,A,76.0,102.0,183.56,183.82,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-23H-1-A,341,U1417,B,23,23-1,H,1,A,102.0,150.0,183.82,184.3,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,absent [A79],,,,,,,,,,,black/green color bands - diatoms?,,,,,,,,
341-U1417B-23H-2-A,341,U1417,B,23,23-2,H,2,A,0.0,101.0,184.3,185.31,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),,,present [A79],3,,,,,,,,,,at least 5 sand/silt (turbidite?) layers,,,,,,,,
341-U1417B-23H-2-A,341,U1417,B,23,23-2,H,2,A,101.0,150.0,185.31,185.8,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,absent [A79],,,,,,,,,,,black/green color bands - diatoms?,,,,,,,,
341-U1417B-23H-3-A,341,U1417,B,23,23-3,H,3,A,0.0,100.0,185.8,186.8,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"sand laminae at 19, 51 and 92 cm, silty burrow filling, 1 cm long, 3 mm thick, at 74 - 75 cm",,,,,,,,
341-U1417B-23H-4-A,341,U1417,B,23,23-4,H,4,A,0.0,33.0,186.8,187.13,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,pebble [W22_2],subrounded,,,,,,,,,,,,
341-U1417B-23H-4-A,341,U1417,B,23,23-4,H,4,A,33.0,35.0,187.13,187.15,,sand [Leg210],,sand ,,,,10YR 6/1 (gray),,,,,,,,,,,,,,argillite clasts,,,,,,,,
341-U1417B-23H-4-A,341,U1417,B,23,23-4,H,4,A,35.0,72.0,187.15,187.52,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,1,,,,,pebble [W22_2],rounded,,,,"argillite clast, 0.5 cm",,,,,,,,
341-U1417B-23H-CC-A,341,U1417,B,23,23-CC,H,CC,A,0.0,7.0,187.52,187.59,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-23H-CC-A,341,U1417,B,23,23-CC,H,CC,A,0.0,21.0,187.52,187.73,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,
341-U1417B-23H-CC-A,341,U1417,B,23,23-CC,H,CC,A,7.0,21.0,187.59,187.73,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/2 (grayish green),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-24H-1-A,341,U1417,B,24,24-1,H,1,A,0.0,87.0,187.5,188.37,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],5,,,,,,,,,,messy,,,,,,,,
341-U1417B-24H-1-A,341,U1417,B,24,24-1,H,1,A,87.0,150.0,188.37,189.0,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),,,present [A79],3,,,,,,,,,,black/green color banding,,,,,,,,
341-U1417B-24H-2-A,341,U1417,B,24,24-2,H,2,A,0.0,152.0,189.0,190.52,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),,,present [A79],8,,,,,,,,,,intermittent black mottling,,,,,,,,
341-U1417B-24H-3-A,341,U1417,B,24,24-3,H,3,A,0.0,103.0,190.52,191.55,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,"slight bioturbation on contact sand to mud, 8 sandlayers approx. evenly distributed, 10YR 6/1",,,,,,,,
341-U1417B-24H-4-A,341,U1417,B,24,24-4,H,4,A,0.0,54.0,191.55,192.09,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,"slight bioturbation on contact sand to mud, 8 sand layers at 3, 6 14, 22, 24, 26, 33, 38 cm, 10YR 6/1",,,,,,,,
341-U1417B-24H-CC-A,341,U1417,B,24,24-CC,H,CC,A,0.0,11.0,192.09,192.2,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-24H-CC-A,341,U1417,B,24,24-CC,H,CC,A,0.0,16.0,192.09,192.25,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,
341-U1417B-25H-1-A,341,U1417,B,25,25-1,H,1,A,0.0,151.0,192.2,193.71,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),,,present [A79],4,cobble [W22_2],subangular,,,cobble [W22_2],subangular,,,,many sand/silt layers likely turbidites,,,,,,,,
341-U1417B-25H-2-A,341,U1417,B,25,25-2,H,2,A,0.0,150.0,193.71,195.21,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),,,present [A79],4,,,,,,,,,,many sand/silt layers likely turbidte deposits,,,,,,,,
341-U1417B-25H-3-A,341,U1417,B,25,25-3,H,3,A,0.0,59.0,195.21,195.8,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
