Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
369-U1516A-23F-3-A,0,102,193.72,194.74,,,,,sponge spicule rich,calcareous ooze,with clay,sponge spicule rich calcareous ooze with clay,,,GLEY 1 7/10Y (light greenish grey),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,There is a gray (GLEY 1 6/N) interval between 16-18 cm.,,,,,,,,,,sponge spicule rich calcareous ooze,calcareous ooze with clay,,,,369,U1516,A,23,F,3,A,,,
369-U1516A-23F-4-A,0,64,194.74,195.38,,,,,sponge spicule rich,calcareous ooze,with clay,sponge spicule rich calcareous ooze with clay,,,GLEY 1 6/10Y (greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,sponge spicule rich calcareous ooze,calcareous ooze with clay,,,,369,U1516,A,23,F,4,A,,,
369-U1516A-23F-CC-A,0,9,195.38,195.47,,,,,sponge spicule rich,calcareous ooze,with clay,sponge spicule rich calcareous ooze with clay,,,GLEY 1 6/10Y (greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,sponge spicule rich calcareous ooze,calcareous ooze with clay,,,,369,U1516,A,23,F,CC,A,,,
369-U1516A-24F-1-A,0,150,195.4,196.9,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,"Black monosulfides at 74, 80 and 89 cm.",,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,24,F,1,A,,,
369-U1516A-24F-2-A,0,150,196.9,198.4,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,24,F,2,A,,,
369-U1516A-24F-3-A,0,101,198.4,199.41,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,24,F,3,A,,,
369-U1516A-24F-4-A,0,53,199.41,199.94,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,24,F,4,A,,,
369-U1516A-24F-CC-A,0,20,199.94,200.14,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,24,F,CC,A,,,
369-U1516A-25F-1-A,0,150,200.1,201.6,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,25,F,1,A,,,
369-U1516A-25F-2-A,0,150,201.6,203.1,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,25,F,2,A,,,
369-U1516A-25F-3-A,0,101,203.1,204.11,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,25,F,3,A,,,
369-U1516A-25F-4-A,0,77,204.11,204.88,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,25,F,4,A,,,
369-U1516A-25F-CC-A,0,23,204.88,205.11,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1516,A,25,F,CC,A,,,
369-U1516A-26F-1-A,0,150,204.8,206.3,,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,26,F,1,A,,,
369-U1516A-26F-2-A,0,150,206.3,207.8,,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,26,F,2,A,,,
369-U1516A-26F-3-A,0,100,207.8,208.8,,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,26,F,3,A,,,
369-U1516A-26F-4-A,0,80,208.8,209.6,,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,26,F,4,A,,,
369-U1516A-26F-CC-A,0,20,209.6,209.8,,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,26,F,CC,A,,,
369-U1516A-27F-1-A,0,150,209.5,211,,,,,silty,calcareous chalk,,silty calcareous chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,27,F,1,A,,,
369-U1516A-27F-2-A,0,150,211,212.5,,,,,silty,calcareous chalk,,silty calcareous chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,Black monosulfides between 47-49 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,27,F,2,A,,,
369-U1516A-27F-3-A,0,101,212.5,213.51,,,,,silty,calcareous chalk,,silty calcareous chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,27,F,3,A,,,
369-U1516A-27F-4-A,0,74,213.51,214.25,,,,,silty,calcareous chalk,,silty calcareous chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,27,F,4,A,,,
369-U1516A-27F-CC-A,0,20,214.25,214.45,,,,,silty,calcareous chalk,,silty calcareous chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,27,F,CC,A,,,
369-U1516A-28F-1-A,0,150,214.2,215.7,,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,28,F,1,A,,,
369-U1516A-28F-2-A,0,150,215.7,217.2,,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,28,F,2,A,,,
369-U1516A-28F-3-A,0,101,217.2,218.21,,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,28,F,3,A,,,
369-U1516A-28F-4-A,0,87,218.21,219.08,,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,28,F,4,A,,,
369-U1516A-28F-CC-A,0,19,219.08,219.27,,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,28,F,CC,A,,,
369-U1516A-29F-1-A,0,151,218.9,220.41,,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,29,F,1,A,,,
369-U1516A-29F-2-A,0,150,220.41,221.91,,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,29,F,2,A,,,
369-U1516A-29F-3-A,0,99,221.91,222.9,,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,29,F,3,A,,,
369-U1516A-29F-4-A,0,65,222.9,223.55,,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,29,F,4,A,,,
369-U1516A-29F-CC-A,0,17,223.55,223.72,,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/N (white),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with sponge spicules,,,,369,U1516,A,29,F,CC,A,,,
