Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
361,U1477,A,25,25-5,F,5,A,0,54,167.79,168.33,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-25F-5-A,,,
361,U1477,A,25,25-CC,F,CC,A,0,22,168.33,168.55,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-25F-CC-A,,,
361,U1477,A,26,26-1,F,1,A,0,150,168.3,169.8,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-26F-1-A,,,
361,U1477,A,26,26-2,F,2,A,0,146,169.8,171.26,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-26F-2-A,,,
361,U1477,A,26,26-3,F,3,A,0,77,171.26,172.03,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-26F-3-A,,,
361,U1477,A,26,26-4,F,4,A,0,51,172.13,172.64,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-26F-4-A,,,
361,U1477,A,26,26-CC,F,CC,A,0,12,172.64,172.76,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],lithic [2014],,,,361-U1477A-26F-CC-A,,,
361,U1477,A,27,27-1,X,1,A,0,150,173,174.5,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-27X-1-A,,,
361,U1477,A,27,27-2,X,2,A,0,150,174.5,176,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-27X-2-A,,,
361,U1477,A,27,27-3,X,3,A,0,150,176,177.5,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-27X-3-A,,,
361,U1477,A,27,27-4,X,4,A,0,150,177.5,179,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-27X-4-A,,,
361,U1477,A,27,27-5,X,5,A,0,100,179,180,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-27X-5-A,,,
361,U1477,A,27,27-6,X,6,A,0,60,180,180.6,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-27X-6-A,,,
361,U1477,A,27,27-CC,X,CC,A,0,31,180.6,180.91,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477A-27X-CC-A,,,
