Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
354-U1451A-18F-2-A,97,104,95.67,95.74,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,18,F,2,A,,,,225
354-U1451A-18F-2-A,104,109,95.74,95.79,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,18,F,2,A,,,,226
354-U1451A-18F-3-A,0,97,95.84,96.81,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,A,18,F,3,A,,,,227
354-U1451A-18F-3-A,97,102,96.81,96.86,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,,,,,,,,,354,U1451,A,18,F,3,A,,,,228
354-U1451A-18F-4-A,0,52,96.86,97.38,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,18,F,4,A,,,,229
354-U1451A-18F-CC-A,0,26,97.38,97.64,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,,,,,,,,,,,,,,,,,354,U1451,A,18,F,CC,A,,,,230
354-U1451A-19F-1-A,0,150,97.9,99.4,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,Upper 2 cm is greenish grey clay contains plant fragments (smear slide).,,,,354,U1451,A,19,F,1,A,,,,231
354-U1451A-19F-2-A,0,20,99.4,99.6,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],T,,,,,,,,,,354,U1451,A,19,F,2,A,,,,232
354-U1451A-19F-2-A,20,25,99.6,99.65,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1451,A,19,F,2,A,,,,233
354-U1451A-19F-2-A,25,68,99.65,100.08,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1451,A,19,F,2,A,,,,234
354-U1451A-19F-2-A,68,76,100.08,100.16,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,gray,sharp planar,horizontal,thin bed [B01],,,T,,,,,,,,,,354,U1451,A,19,F,2,A,,,,235
354-U1451A-19F-2-A,76,105,100.16,100.45,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1451,A,19,F,2,A,,,,236
354-U1451A-19F-2-A,105,110,100.45,100.5,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,gray,sharp planar,horizontal,thin bed [B01],,,T,,,,,,,,,,354,U1451,A,19,F,2,A,,,,237
354-U1451A-19F-2-A,110,150,100.5,100.9,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1451,A,19,F,2,A,,,,238
354-U1451A-19F-3-A,0,22,100.9,101.12,,,clay [Leg210],,clay,clay,clay,,greenish gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1451,A,19,F,3,A,,,,239
354-U1451A-19F-3-A,22,25,101.12,101.15,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,gray,sharp planar,horizontal,thin bed [B01],,,T,,,,,,,,,,354,U1451,A,19,F,3,A,,,,240
354-U1451A-19F-3-A,25,111,101.15,102.01,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1451,A,19,F,3,A,,,,241
354-U1451A-19F-4-A,0,8,102.01,102.09,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1451,A,19,F,4,A,,,,242
354-U1451A-19F-4-A,8,64,102.09,102.65,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,Fine sand,,,,354,U1451,A,19,F,4,A,,,,243
354-U1451A-19F-CC-A,0,20,102.65,102.85,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,T,,,,,,,,,,354,U1451,A,19,F,CC,A,,,,244
354-U1451A-20F-1-A,0,11,102.6,102.71,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,A,20,F,1,A,,,,245
354-U1451A-20F-1-A,11,43,102.71,103.03,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,20,F,1,A,,,,246
354-U1451A-20F-1-A,43,81,103.03,103.41,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1451,A,20,F,1,A,,,,247
354-U1451A-20F-1-A,81,100,103.41,103.6,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,20,F,1,A,,,,248
354-U1451A-20F-1-A,100,119,103.6,103.79,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1451,A,20,F,1,A,,,,249
354-U1451A-20F-1-A,119,150,103.79,104.1,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,20,F,1,A,,,,250
354-U1451A-20F-2-A,0,38,104.1,104.48,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,bioturbated,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,20,F,2,A,,,,251
354-U1451A-20F-2-A,38,50,104.48,104.6,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,A,20,F,2,A,,,,252
354-U1451A-20F-2-A,50,150,104.6,105.6,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,medium bed [B01],clay [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1451,A,20,F,2,A,,,,253
354-U1451A-20F-3-A,0,111,105.6,106.71,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,medium bed [B01],clay [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1451,A,20,F,3,A,,,,254
354-U1451A-20F-4-A,0,61,106.71,107.32,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,medium bed [B01],clay [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1451,A,20,F,4,A,,,,255
354-U1451A-20F-CC-A,0,15,107.32,107.47,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,medium bed [B01],clay [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1451,A,20,F,CC,A,,,,256
354-U1451A-21F-1-A,0,21,107.3,107.51,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,gradational,,,,,,,burrows,,,,,,,,354,U1451,A,21,F,1,A,,,,257
354-U1451A-21F-1-A,21,33,107.51,107.63,,,volcanic ash [MMK88],,volcanic ash,volcanic ash,volcanic ash,,brown,sharp irregular,,,,,,,,,,,,,,,354,U1451,A,21,F,1,A,,,,258
354-U1451A-21F-1-A,33,150,107.63,108.8,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,green,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,21,F,1,A,,,,259
354-U1451A-21F-2-A,0,150,108.8,110.3,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,green,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,21,F,2,A,,,,260
354-U1451A-21F-3-A,0,111,110.3,111.41,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,green,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,21,F,3,A,,,,261
354-U1451A-21F-4-A,0,61,111.41,112.02,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,medium bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1451,A,21,F,4,A,,,,262
354-U1451A-21F-CC-A,0,17,112.02,112.19,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,medium bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1451,A,21,F,CC,A,,,,263
354-U1451A-22H-1-A,0,52,112,112.52,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1451,A,22,H,1,A,,,,264
354-U1451A-22H-1-A,52,72,112.52,112.72,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp irregular,,,,,,,normally graded,,,,,,,,354,U1451,A,22,H,1,A,,,,265
354-U1451A-22H-1-A,72,77,112.72,112.77,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1451,A,22,H,1,A,,,,266
354-U1451A-22H-2-A,0,80,112.77,113.57,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,,,,,,,,,,,,,,354,U1451,A,22,H,2,A,,,,267
354-U1451A-22H-2-A,80,122,113.57,113.99,,,silt [Leg210],,silt,silt,silt,,gray,,,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,22,H,2,A,,,,268
354-U1451A-22H-3-A,0,16,113.99,114.15,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,A,22,H,3,A,,,,269
354-U1451A-22H-3-A,16,149,114.15,115.48,,,sand [Leg210],with clay [2014],sand,sand with clay,sand with clay,,gray,,,,,,,,,,,,,,,,354,U1451,A,22,H,3,A,,,,270
354-U1451A-22H-4-A,0,149,115.48,116.97,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,,,,,,,,,354,U1451,A,22,H,4,A,,,,271
354-U1451A-22H-5-A,0,127,116.97,118.24,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,,,,,,,,,354,U1451,A,22,H,5,A,,,,272
354-U1451A-23H-1-A,0,120,121.5,122.7,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,23,H,1,A,,,,273
354-U1451A-23H-1-A,0,120,121.5,122.7,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,23,H,1,A,,,,274
354-U1451A-23H-2-A,0,130,122.7,124,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,23,H,2,A,,,,275
354-U1451A-23H-2-A,0,130,122.7,124,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,23,H,2,A,,,,276
354-U1451A-23H-3-A,0,34,124,124.34,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light green,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,23,H,3,A,,,,277
354-U1451A-23H-3-A,0,34,124,124.34,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,23,H,3,A,,,,278
354-U1451A-23H-4-A,0,149,124.34,125.83,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,green,,,thick bed [B01],silt [Leg210],lamina [M&W53],,,mottling [BJ80],,,,,,,,354,U1451,A,23,H,4,A,,,,279
354-U1451A-23H-5-A,0,22,125.83,126.05,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,green,,,medium bed [B01],silt [Leg210],lamina [M&W53],,,mottling [BJ80],,,,,,,,354,U1451,A,23,H,5,A,,,,280
354-U1451A-23H-5-A,34,111,126.17,126.94,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,green,,,medium bed [B01],silt [Leg210],lamina [M&W53],,,mottling [BJ80],,,,,,,,354,U1451,A,23,H,5,A,,,,281
354-U1451A-23H-6-A,0,90,126.94,127.84,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,23,H,6,A,,,,282
354-U1451A-23H-6-A,0,90,126.94,127.84,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,23,H,6,A,,,,283
354-U1451A-23H-6-A,90,100,127.84,127.94,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,A,23,H,6,A,,,,284
354-U1451A-23H-6-A,100,125,127.94,128.19,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,green,bioturbated,,,,,,,burrows,,,,,,,,354,U1451,A,23,H,6,A,,,,285
354-U1451A-23H-6-A,125,133,128.19,128.27,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,inclined,,,,,,burrows,,,,,,,,354,U1451,A,23,H,6,A,,,,286
354-U1451A-23H-6-A,133,148,128.27,128.42,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,bioturbated,,,,,,,burrows,,,,,,,,354,U1451,A,23,H,6,A,,,,287
354-U1451A-23H-6-A,148,150,128.42,128.44,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,,,,,,,,,,,354,U1451,A,23,H,6,A,,,,288
354-U1451A-23H-7-A,0,9,128.44,128.53,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,,,,,,burrows,,,,,,,,354,U1451,A,23,H,7,A,,,,289
354-U1451A-23H-7-A,9,21,128.53,128.65,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,green,bioturbated,,,,,,,burrows,,,,,,,,354,U1451,A,23,H,7,A,,,,290
354-U1451A-23H-7-A,21,27,128.65,128.71,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,,,burrows,,,,,,,,354,U1451,A,23,H,7,A,,,,291
354-U1451A-23H-7-A,27,44,128.71,128.88,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light green,bioturbated,,,,,,,burrows,,,,,,,,354,U1451,A,23,H,7,A,,,,292
354-U1451A-23H-7-A,44,58,128.88,129.02,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,,,,,,,,,,,354,U1451,A,23,H,7,A,,,,293
354-U1451A-23H-7-A,58,78,129.02,129.22,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light green,bioturbated,,,,,,,burrows,,,,,,,,354,U1451,A,23,H,7,A,,,,294
354-U1451A-23H-7-A,58,78,129.02,129.22,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,23,H,7,A,,,,295
354-U1451A-23H-7-A,78,106,129.22,129.5,,,clay [Leg210],,clay,clay,clay,,gray,,,thin bed [B01],sand [Leg210],lamina [M&W53],,,mottling [BJ80],,,,,,,,354,U1451,A,23,H,7,A,,,,296
354-U1451A-23H-7-A,106,110,129.5,129.54,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light green,bioturbated,,,,,,,burrows,,,,,,,,354,U1451,A,23,H,7,A,,,,297
354-U1451A-23H-8-A,0,52,129.54,130.06,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light green,,,,,,,,,"ooze mixed with clay, drilling disturbance.",,,,,,,354,U1451,A,23,H,8,A,,,,298
354-U1451A-23H-CC-A,0,15,130.06,130.21,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,green,,,,,,,,,"ooze mixed with clay, drilling disturbance.",,,,,,,354,U1451,A,23,H,CC,A,,,,299
354-U1451A-24H-1-A,0,29,131,131.29,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,,,,,,,,,,,,breccia of ooze and clay caused by drilling disturbance,,,,354,U1451,A,24,H,1,A,,,,300
354-U1451A-24H-1-A,33,87,131.33,131.87,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,24,H,1,A,,,,301
354-U1451A-24H-1-A,87,150,131.87,132.5,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,24,H,1,A,,,,302
354-U1451A-24H-1-A,87,150,131.87,132.5,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,24,H,1,A,,,,303
354-U1451A-24H-2-A,0,7,132.5,132.57,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,24,H,2,A,,,,304
354-U1451A-24H-2-A,7,20,132.57,132.7,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,24,H,2,A,,,,305
354-U1451A-24H-2-A,20,35,132.7,132.85,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,lamina [M&W53],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1451,A,24,H,2,A,,,,306
354-U1451A-24H-2-A,35,150,132.85,134,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,24,H,2,A,,,,307
354-U1451A-24H-3-A,0,100,134,135,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,24,H,3,A,,,,308
354-U1451A-24H-3-A,0,100,134,135,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,24,H,3,A,,,,309
354-U1451A-24H-4-A,0,100,135,136,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,24,H,4,A,,,,310
354-U1451A-24H-4-A,0,100,135,136,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,24,H,4,A,,,,311
354-U1451A-24H-5-A,0,150,136,137.5,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,24,H,5,A,,,,312
354-U1451A-24H-5-A,0,150,136,137.5,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,24,H,5,A,,,,313
354-U1451A-24H-6-A,0,54,137.5,138.04,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,24,H,6,A,,,,314
354-U1451A-24H-6-A,0,54,137.5,138.04,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,24,H,6,A,,,,315
354-U1451A-25H-1-A,0,150,140.5,142,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,A,25,H,1,A,,,,316
354-U1451A-25H-2-A,0,150,142,143.5,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,A,25,H,2,A,,,,317
354-U1451A-25H-3-A,0,137,143.5,144.87,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,A,25,H,3,A,,,,318
354-U1451A-25H-3-A,137,150,144.87,145,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,A,25,H,3,A,,,,319
354-U1451A-25H-4-A,0,150,145,146.5,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,A,25,H,4,A,,,,320
354-U1451A-25H-5-A,0,150,146.5,148,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,A,25,H,5,A,,,,321
354-U1451A-25H-6-A,0,150,148,149.5,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,A,25,H,6,A,,,,322
354-U1451A-25H-7-A,0,56,149.5,150.06,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,A,25,H,7,A,,,,323
354-U1451A-25H-CC-A,0,33,150.06,150.39,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,A,25,H,CC,A,,,,324
354-U1451A-26H-1-A,0,150,150,151.5,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,A,26,H,1,A,,,,325
354-U1451A-26H-2-A,0,58,151.41,151.99,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,A,26,H,2,A,,,,326
354-U1451A-26H-3-A,0,109,151.99,153.08,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,A,26,H,3,A,,,,327
354-U1451A-26H-4-A,0,30,153.08,153.38,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,A,26,H,4,A,,,,328
354-U1451A-26H-4-A,30,35,153.38,153.43,,,volcanic ash [MMK88],,volcanic ash,volcanic ash,volcanic ash,,brown,,,,,,,,,,,,,,,,354,U1451,A,26,H,4,A,,,,329
354-U1451A-26H-4-A,41,150,153.49,154.58,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,A,26,H,4,A,,,,330
354-U1451A-26H-5-A,0,150,154.58,156.08,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,A,26,H,5,A,,,,331
354-U1451A-26H-6-A,0,73,156.08,156.81,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,A,26,H,6,A,,,,332
354-U1451A-26H-CC-A,0,9,156.81,156.9,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1451,A,26,H,CC,A,,,,333
354-U1451A-27H-1-A,0,72,159.5,160.22,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,bioturbated,,,,,,,,,,,,,,,354,U1451,A,27,H,1,A,,,,334
354-U1451A-27H-1-A,72,77,160.22,160.27,,,silt [Leg210],,silt,silt,silt,,greenish gray,sharp irregular,horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,A,27,H,1,A,,,,335
354-U1451A-27H-1-A,72,77,160.22,160.27,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1451,A,27,H,1,A,,,,336
354-U1451A-27H-1-A,77,150,160.27,161,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,A,27,H,1,A,,,,337
