Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],lithology classification,Comment,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
317-U1351B-111X-CC-A,317,U1351,B,111,111-CC,X,CC,A,0,39,976.32,976.71,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,488
317-U1351B-112X-1-A,317,U1351,B,112,112-1,X,1,A,0,150,985.5,987,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,489
317-U1351B-112X-2-A,317,U1351,B,112,112-2,X,2,A,0,150,987,988.5,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,490
317-U1351B-112X-3-A,317,U1351,B,112,112-3,X,3,A,0,116,988.5,989.66,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,491
317-U1351B-112X-4-A,317,U1351,B,112,112-4,X,4,A,0,85,990,990.85,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,492
317-U1351B-112X-CC-A,317,U1351,B,112,112-CC,X,CC,A,0,38,990.85,991.23,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,,,,,493
317-U1351B-113X-1-A,317,U1351,B,113,113-1,X,1,A,0,150,995.1,996.6,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","Fine to very fine micaceous calcareous homogeneous sandy mud.  Contains cemented fine-very fine cemented sandstone concretions and nodules in all sections.  Drilling disturbance is pronounced, ranging from soupy at the surface to highly indurated and biscuited at the base of the core catcher.  A 1-cm thick muddy sand is found at 119-120 cm in section 2.  ",,,,,,494
317-U1351B-113X-2-A,317,U1351,B,113,113-2,X,2,A,0,145,996.6,998.05,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","Fine to very fine micaceous calcareous homogeneous sandy mud.  Contains cemented fine-very fine cemented sandstone concretions and nodules in all sections.  Drilling disturbance is pronounced, ranging from soupy at the surface to highly indurated and biscuited at the base of the core catcher.  A 1-cm thick muddy sand is found at 119-120 cm in section 2.  ",,,,,,495
317-U1351B-113X-CC-A,317,U1351,B,113,113-CC,X,CC,A,0,29,998.05,998.34,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","Fine to very fine micaceous calcareous homogeneous sandy mud.  Contains cemented fine-very fine cemented sandstone concretions and nodules in all sections.  Drilling disturbance is pronounced, ranging from soupy at the surface to highly indurated and biscuited at the base of the core catcher.  A 1-cm thick muddy sand is found at 119-120 cm in section 2.  ",,,,,,496
317-U1351B-114X-1-A,317,U1351,B,114,114-1,X,1,A,0,33,1004.7,1005.03,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","Very fine micaceous calcareous homogeneous sandy mud.  Drilling disturbance is pronounced, ranging from soupy at the surface to highly indurated and biscuited at the base of the core catcher.  ",,,,,,497
317-U1351B-114X-CC-A,317,U1351,B,114,114-CC,X,CC,A,0,31,1005.03,1005.34,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","Very fine micaceous calcareous homogeneous sandy mud.  Drilling disturbance is pronounced, ranging from soupy at the surface to highly indurated and biscuited at the base of the core catcher.  ",,,,,,498
317-U1351B-115X-CC-A,317,U1351,B,115,115-CC,X,CC,A,0,25,1014.3,1014.55,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","Very fine micaceous calcareous homogeneous sandy mud.  Drilling disturbance is pronounced, ranging from soupy at the surface to highly indurated and biscuited at the base of the core catcher.  ",,,,,,499
317-U1351B-116X-CC-A,317,U1351,B,116,116-CC,X,CC,A,0,37,1024,1024.37,,Sandy Mud [S54-Leg183],,Sandy Mud,,friable,,,"Shepard, 1954 - Leg 183 revision","Fine to very fine micaceous, calcareous homogeneous sandy mud.  Section is highly disturbed by coring and contains  highly indurated bottomost interval.",,,,,,500
