Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Color(name),Lithology Prefix,Lithology Principal Name,Classification,Lithology Suffix,COMPLETE NAME,"Dominantgrain size(Wentworth, 1922)",Clastic grainRoundness,LITHIFICATION,LITHOLOGY COMMENTS,File Data,,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
"334-U1378B-28X-CC-A, 0-46",334,U1378,B,28,28-CC,X,CC,A,0,46,237.01,237.47,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Upper 10cm of Section 1 contains disturbed clasts from drilling. Core is calcareous in composition.,,,,,,365
"334-U1378B-28X-CC-A, 0-46",334,U1378,B,28,28-CC,X,CC,A,0,46,237.01,237.47,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,,,,,,366
"334-U1378B-28X-CC-A, 0-46",334,U1378,B,28,28-CC,X,CC,A,0,46,237.01,237.47,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,,,,,,367
"334-U1378B-28X-CC-A, 0-46",334,U1378,B,28,28-CC,X,CC,A,0,46,237.01,237.47,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,,,,,,368
"334-U1378B-29X-1-A, 0-150",334,U1378,B,29,29-1,X,1,A,0,150,233.8,235.3,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Upper 10cm of Section 1 contains disturbed clasts from drilling. Core is calcareous in composition.,,,,,,369
"334-U1378B-29X-2-A, 0-100",334,U1378,B,29,29-2,X,2,A,0,100,235.3,236.3,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Upper 10cm of Section 1 contains disturbed clasts from drilling. Core is calcareous in composition.,,,,,,370
"334-U1378B-29X-3-A, 0-83",334,U1378,B,29,29-3,X,3,A,0,83,236.3,237.13,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Upper 10cm of Section 1 contains disturbed clasts from drilling. Core is calcareous in composition.,,,,,,371
"334-U1378B-29X-4-A, 0-66",334,U1378,B,29,29-4,X,4,A,0,66,237.13,237.79,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Upper 10cm of Section 1 contains disturbed clasts from drilling. Core is calcareous in composition.,,,,,,372
"334-U1378B-29X-4-A, 66-68",334,U1378,B,29,29-4,X,4,A,66,68,237.79,237.81,10GY 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine silt [U14W22],,consolidated,,,,,,,373
"334-U1378B-29X-4-A, 68-150",334,U1378,B,29,29-4,X,4,A,68,150,237.81,238.63,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Calcareous in composition.,,,,,,374
"334-U1378B-29X-5-A, 0-78",334,U1378,B,29,29-5,X,5,A,0,78,238.63,239.41,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Calcareous in composition.,,,,,,375
"334-U1378B-29X-6-A, -",334,U1378,B,29,29-6,X,6,A,,,,,5GY 3/1,silty,clay [S54],"Shepard, 1954",,,,,consolidated,Calcareous in composition.,,,,,,376
"334-U1378B-29X-6-A, -",334,U1378,B,29,29-6,X,6,A,,,,,5GY 3/1,silty,silty clay [S54],"Shepard, 1954",,,,,soft,Calcareous in composition.,,,,,,377
"334-U1378B-29X-6-A, -",334,U1378,B,29,29-6,X,6,A,,,,,5GY 3/1,,silty clay [S54],"Shepard, 1954",,,,,soft,,,,,,,378
"334-U1378B-29X-6-A, -",334,U1378,B,29,29-6,X,6,A,,,,,N 4,,tephra [F&S84],"Fisher and Schminke, 1984",,,,,consolidated,,,,,,,379
"334-U1378B-29X-6-A, 0-34",334,U1378,B,29,29-6,X,6,A,0,34,240.13,240.47,5GY 3/1,silty,silty clay [S54],"Shepard, 1954",,,,,soft,Calcareous in composition.,,,,,,380
"334-U1378B-29X-6-A, 84-143",334,U1378,B,29,29-6,X,6,A,84,143,240.97,241.56,5GY 3/1,silty,silty clay [S54],"Shepard, 1954",,,,,soft,,,,,,,381
"334-U1378B-29X-CC-A, -",334,U1378,B,29,29-CC,X,CC,A,,,,,5GY 3/1,silty,clay [S54],"Shepard, 1954",,,,,consolidated,Calcareous in composition.,,,,,,382
"334-U1378B-29X-CC-A, 0-39",334,U1378,B,29,29-CC,X,CC,A,0,39,241.56,241.95,5GY 3/1,silty,silty clay [S54],"Shepard, 1954",,,,,soft,Calcareous in composition.,,,,,,383
"334-U1378B-30X-1-A, 0-150",334,U1378,B,30,30-1,X,1,A,0,150,238.3,239.8,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,,,,,,,384
"334-U1378B-30X-2-A, -",334,U1378,B,30,30-2,X,2,A,,,,,5GY 3/1,,silty clay [S54],"Shepard, 1954",,,,,soft,,,,,,,385
"334-U1378B-30X-2-A, -",334,U1378,B,30,30-2,X,2,A,,,,,5GY 3/1,,silty clay [S54],"Shepard, 1954",,,,,soft,,,,,,,386
"334-U1378B-30X-2-A, -",334,U1378,B,30,30-2,X,2,A,,,,,N 4,,tephra [F&S84],"Fisher and Schminke, 1984",,,,,consolidated,,,,,,,387
"334-U1378B-30X-2-A, -",334,U1378,B,30,30-2,X,2,A,,,,,N 5,,tephra [F&S84],"Fisher and Schminke, 1984",,,,,soft,,,,,,,388
"334-U1378B-30X-2-A, -",334,U1378,B,30,30-2,X,2,A,,,,,N 5,,tephra [F&S84],"Fisher and Schminke, 1984",,,,,soft,,,,,,,389
"334-U1378B-30X-2-A, 0-38",334,U1378,B,30,30-2,X,2,A,0,38,239.8,240.18,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,,,,,,,390
"334-U1378B-30X-2-A, 38-42",334,U1378,B,30,30-2,X,2,A,38,42,240.18,240.22,10Y 7/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,very fine sand [U14W22],,soft,,,,,,,391
"334-U1378B-30X-2-A, 42-97",334,U1378,B,30,30-2,X,2,A,42,97,240.22,240.77,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,,,,,,,392
"334-U1378B-30X-2-A, 97-145",334,U1378,B,30,30-2,X,2,A,97,145,240.77,241.25,N 5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,very fine sand [U14W22],,soft,,,,,,,393
"334-U1378B-30X-3-A, -",334,U1378,B,30,30-3,X,3,A,,,,,5GY 3/1,,silty clay [S54],"Shepard, 1954",,,,,soft,,,,,,,394
"334-U1378B-30X-3-A, 0-100",334,U1378,B,30,30-3,X,3,A,0,100,241.25,242.25,N 5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,very fine sand [U14W22],,soft,there is no upper contact since the drilling disturbance is very high !  Most probably two ash layers that are mingled together over a large horizon.,,,,,,395
"334-U1378B-30X-3-A, 100-145",334,U1378,B,30,30-3,X,3,A,100,145,242.25,242.7,5GY 3/1,silty,silty clay [S54],"Shepard, 1954",,clay,clay [U14W22],,soft,Calcareous in composition.,,,,,,396
"334-U1378B-30X-3-A, 100-145",334,U1378,B,30,30-3,X,3,A,100,145,242.25,242.7,5GY 3/1,,,,,,,,,,,,,,,397
"334-U1378B-30X-3-A, 100-145",334,U1378,B,30,30-3,X,3,A,100,145,242.25,242.7,,,clay [S54],,,,,,,,,,,,,398
"334-U1378B-30X-3-A, 100-145",334,U1378,B,30,30-3,X,3,A,100,145,242.25,242.7,,,,"Shepard, 1954",,,,,,,,,,,,399
"334-U1378B-30X-3-A, 100-145",334,U1378,B,30,30-3,X,3,A,100,145,242.25,242.7,,,,,,,,,soft,,,,,,,400
"334-U1378B-30X-3-A, 100-145",334,U1378,B,30,30-3,X,3,A,100,145,242.25,242.7,,,,,,,,,,Calcareous in composition.,,,,,,401
"334-U1378B-30X-4-A, -",334,U1378,B,30,30-4,X,4,A,,,,,5GY 3/1,,silty clay [S54],"Shepard, 1954",,,,,soft,,,,,,,402
"334-U1378B-30X-4-A, -",334,U1378,B,30,30-4,X,4,A,,,,,N 4,,tephra [F&S84],"Fisher and Schminke, 1984",,,,,consolidated,,,,,,,403
"334-U1378B-30X-4-A, 0-78",334,U1378,B,30,30-4,X,4,A,0,78,242.7,243.48,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,Calcareous in composition.,,,,,,404
"334-U1378B-30X-4-A, 78-82",334,U1378,B,30,30-4,X,4,A,78,82,243.48,243.52,N 4,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,clay [U14W22],,consolidated,,,,,,,405
"334-U1378B-30X-4-A, 82-150",334,U1378,B,30,30-4,X,4,A,82,150,243.52,244.2,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,,,,,,,406
"334-U1378B-30X-5-A, 0-70",334,U1378,B,30,30-5,X,5,A,0,70,244.2,244.9,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,,,,,,,407
"334-U1378B-30X-CC-A, 0-34",334,U1378,B,30,30-CC,X,CC,A,0,34,244.9,245.24,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,soft,,,,,,,408
"334-U1378B-31X-1-A, 0-150",334,U1378,B,31,31-1,X,1,A,0,150,246.9,248.4,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,409
"334-U1378B-31X-2-A, 0-150",334,U1378,B,31,31-2,X,2,A,0,150,248.4,249.9,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,410
"334-U1378B-31X-3-A, 0-140",334,U1378,B,31,31-3,X,3,A,0,140,249.9,251.3,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,411
"334-U1378B-31X-4-A, 0-150",334,U1378,B,31,31-4,X,4,A,0,150,251.3,252.8,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,412
"334-U1378B-31X-5-A, 0-150",334,U1378,B,31,31-5,X,5,A,0,150,252.8,254.3,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,413
"334-U1378B-31X-6-A, 0-130",334,U1378,B,31,31-6,X,6,A,0,130,254.3,255.6,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,414
"334-U1378B-31X-7-A, 0-53",334,U1378,B,31,31-7,X,7,A,0,53,255.6,256.13,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,415
"334-U1378B-31X-CC-A, 0-14",334,U1378,B,31,31-CC,X,CC,A,0,14,256.13,256.27,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,416
"334-U1378B-31X-CC-A, 14-21",334,U1378,B,31,31-CC,X,CC,A,14,21,256.27,256.34,N 5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,,,,,417
"334-U1378B-32X-1-A, 0-130",334,U1378,B,32,32-1,X,1,A,0,130,256.5,257.8,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,418
"334-U1378B-32X-2-A, 0-83",334,U1378,B,32,32-2,X,2,A,0,83,257.8,258.63,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,419
"334-U1378B-32X-2-A, 83-89",334,U1378,B,32,32-2,X,2,A,83,89,258.63,258.69,N 5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,,,,,420
"334-U1378B-32X-2-A, 89-130",334,U1378,B,32,32-2,X,2,A,89,130,258.69,259.1,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,421
"334-U1378B-32X-3-A, 0-105",334,U1378,B,32,32-3,X,3,A,0,105,259.1,260.15,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,422
"334-U1378B-32X-4-A, 0-52",334,U1378,B,32,32-4,X,4,A,0,52,260.15,260.67,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,423
"334-U1378B-32X-4-A, 52-57",334,U1378,B,32,32-4,X,4,A,52,57,260.67,260.72,10Y 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,,,,,424
"334-U1378B-32X-4-A, 57-150",334,U1378,B,32,32-4,X,4,A,57,150,260.72,261.65,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,425
"334-U1378B-32X-5-A, 0-2",334,U1378,B,32,32-5,X,5,A,0,2,261.65,261.67,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,426
"334-U1378B-32X-5-A, 2-10",334,U1378,B,32,32-5,X,5,A,2,10,261.67,261.75,N 5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,,,,,427
"334-U1378B-32X-5-A, 10-33",334,U1378,B,32,32-5,X,5,A,10,33,261.75,261.98,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,428
"334-U1378B-32X-5-A, 33-37",334,U1378,B,32,32-5,X,5,A,33,37,261.98,262.02,N 5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,,,,,429
"334-U1378B-32X-5-A, 37-61",334,U1378,B,32,32-5,X,5,A,37,61,262.02,262.26,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,430
"334-U1378B-32X-5-A, 61-63",334,U1378,B,32,32-5,X,5,A,61,63,262.26,262.28,N 5,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,,,,,431
"334-U1378B-32X-5-A, 63-150",334,U1378,B,32,32-5,X,5,A,63,150,262.28,263.15,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,432
"334-U1378B-32X-6-A, 0-31",334,U1378,B,32,32-6,X,6,A,0,31,263.15,263.46,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,433
"334-U1378B-32X-6-A, 31-37",334,U1378,B,32,32-6,X,6,A,31,37,263.46,263.52,10Y 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,soft,,,,,,,434
"334-U1378B-32X-6-A, 37-150",334,U1378,B,32,32-6,X,6,A,37,150,263.52,264.65,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,435
"334-U1378B-32X-7-A, 0-115",334,U1378,B,32,32-7,X,7,A,0,115,264.65,265.8,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,436
"334-U1378B-32X-CC-A, 0-41",334,U1378,B,32,32-CC,X,CC,A,0,41,265.8,266.21,5GY 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,,,,,,437
"334-U1378B-33X-1-A, 0-150",334,U1378,B,33,33-1,X,1,A,0,150,266.2,267.7,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,,,,,,438
"334-U1378B-33X-2-A, 0-121",334,U1378,B,33,33-2,X,2,A,0,121,267.7,268.91,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,,,,,,439
"334-U1378B-33X-3-A, 0-130",334,U1378,B,33,33-3,X,3,A,0,130,268.91,270.21,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,,,,,,440
"334-U1378B-33X-4-A, 0-110",334,U1378,B,33,33-4,X,4,A,0,110,270.21,271.31,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,,,,,,441
"334-U1378B-33X-5-A, 0-94",334,U1378,B,33,33-5,X,5,A,0,94,271.31,272.25,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,,,,,,442
"334-U1378B-33X-6-A, 0-150",334,U1378,B,33,33-6,X,6,A,0,150,272.25,273.75,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,,,,,,443
"334-U1378B-33X-7-A, 0-47",334,U1378,B,33,33-7,X,7,A,0,47,273.75,274.22,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,,,,,,444
"334-U1378B-33X-CC-A, 0-137",334,U1378,B,33,33-CC,X,CC,A,0,137,274.22,275.59,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,,,,,,445
"334-U1378B-34X-1-A, 0-130",334,U1378,B,34,34-1,X,1,A,0,130,275.8,277.1,5GY 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subrounded (Default),consolidated,,,,,,,446
"334-U1378B-34X-2-A, 0-74",334,U1378,B,34,34-2,X,2,A,0,74,277.1,277.84,5GY 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subrounded (Default),consolidated,,,,,,,447
"334-U1378B-34X-2-A, 74-78",334,U1378,B,34,34-2,X,2,A,74,78,277.84,277.88,N 4,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,,,,,448
"334-U1378B-34X-2-A, 78-122",334,U1378,B,34,34-2,X,2,A,78,122,277.88,278.32,5GY 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subrounded (Default),consolidated,,,,,,,449
"334-U1378B-34X-3-A, 0-150",334,U1378,B,34,34-3,X,3,A,0,150,278.32,279.82,5GY 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subrounded (Default),consolidated,,,,,,,450
"334-U1378B-34X-4-A, 0-97",334,U1378,B,34,34-4,X,4,A,0,97,279.82,280.79,5GY 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subrounded (Default),consolidated,,,,,,,451
"334-U1378B-34X-4-A, 97-100",334,U1378,B,34,34-4,X,4,A,97,100,280.79,280.82,N 7,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,,,,,452
"334-U1378B-34X-4-A, 100-150",334,U1378,B,34,34-4,X,4,A,100,150,280.82,281.32,5GY 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subrounded (Default),consolidated,,,,,,,453
"334-U1378B-34X-5-A, 0-150",334,U1378,B,34,34-5,X,5,A,0,150,281.32,282.82,5GY 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subrounded (Default),consolidated,,,,,,,454
"334-U1378B-34X-6-A, 0-131",334,U1378,B,34,34-6,X,6,A,0,131,282.82,284.13,5GY 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subrounded (Default),consolidated,,,,,,,455
"334-U1378B-34X-CC-A, 0-37",334,U1378,B,34,34-CC,X,CC,A,0,37,284.13,284.5,5GY 3/1,,sand [S54],"Shepard, 1954",,sand,fine sand [U14W22],subrounded (Default),consolidated,,,,,,,456
"334-U1378B-35X-1-A, 0-150",334,U1378,B,35,35-1,X,1,A,0,150,285.5,287,5GY 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,,,,,,457
"334-U1378B-35X-2-A, 0-150",334,U1378,B,35,35-2,X,2,A,0,150,287,288.5,5GY 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,,,,,,458
"334-U1378B-35X-3-A, 0-150",334,U1378,B,35,35-3,X,3,A,0,150,288.5,290,5GY 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,,,,,,459
"334-U1378B-35X-4-A, 0-110",334,U1378,B,35,35-4,X,4,A,0,110,290,291.1,5GY 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,,,,,,460
"334-U1378B-35X-5-A, 0-130",334,U1378,B,35,35-5,X,5,A,0,130,291.1,292.4,5GY 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,,,,,,461
"334-U1378B-35X-6-A, 0-150",334,U1378,B,35,35-6,X,6,A,0,150,292.4,293.9,5GY 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,,,,,,462
"334-U1378B-35X-7-A, 0-89",334,U1378,B,35,35-7,X,7,A,0,89,293.9,294.79,5GY 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,,,,,,463
"334-U1378B-35X-CC-A, 0-51",334,U1378,B,35,35-CC,X,CC,A,0,51,294.79,295.3,5GY 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,,,,,,464
"334-U1378B-36X-1-A, 0-22",334,U1378,B,36,36-1,X,1,A,0,22,295.2,295.42,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,465
"334-U1378B-36X-1-A, 0-22",334,U1378,B,36,36-1,X,1,A,0,22,295.2,295.42,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,466
"334-U1378B-36X-1-A, 22-150",334,U1378,B,36,36-1,X,1,A,22,150,295.42,296.7,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,467
"334-U1378B-36X-1-A, 22-150",334,U1378,B,36,36-1,X,1,A,22,150,295.42,296.7,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,468
"334-U1378B-36X-2-A, 0-125",334,U1378,B,36,36-2,X,2,A,0,125,296.7,297.95,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,469
"334-U1378B-36X-2-A, 0-125",334,U1378,B,36,36-2,X,2,A,0,125,296.7,297.95,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,470
"334-U1378B-36X-3-A, 0-53",334,U1378,B,36,36-3,X,3,A,0,53,297.95,298.48,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,471
"334-U1378B-36X-3-A, 0-53",334,U1378,B,36,36-3,X,3,A,0,53,297.95,298.48,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,472
"334-U1378B-36X-CC-A, 0-24",334,U1378,B,36,36-CC,X,CC,A,0,24,298.48,298.72,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,473
"334-U1378B-36X-CC-A, 0-24",334,U1378,B,36,36-CC,X,CC,A,0,24,298.48,298.72,10GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,474
"334-U1378B-36X-CC-A, 24-34",334,U1378,B,36,36-CC,X,CC,A,24,34,298.72,298.82,10GY 4/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,,,,,,475
"334-U1378B-36X-CC-A, 24-36",334,U1378,B,36,36-CC,X,CC,A,24,36,298.72,298.84,10GY 4/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,,,,,,476
"334-U1378B-36X-CC-A, 34-35",334,U1378,B,36,36-CC,X,CC,A,34,35,298.82,298.83,10GY 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine silt [U14W22],,soft,Black layer approx 3mm in thickness. Fining upward in greenish grey clay.,,,,,,477
"334-U1378B-36X-CC-A, 35-36",334,U1378,B,36,36-CC,X,CC,A,35,36,298.83,298.84,10GY 4/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,,,,,,478
"334-U1378B-37X-1-A, 0-150",334,U1378,B,37,37-1,X,1,A,0,150,304.8,306.3,5GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,479
"334-U1378B-37X-2-A, 0-123",334,U1378,B,37,37-2,X,2,A,0,123,306.3,307.53,5GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,480
"334-U1378B-37X-3-A, 0-7.5",334,U1378,B,37,37-3,X,3,A,0,7.5,307.53,307.605,5GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,481
"334-U1378B-37X-3-A, 7.5-11",334,U1378,B,37,37-3,X,3,A,7.5,11,307.605,307.64,5GY 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine silt [U14W22],,soft,tephra deposit identified within the disturbed area between biscuits.,,,,,,482
"334-U1378B-37X-3-A, 11-150",334,U1378,B,37,37-3,X,3,A,11,150,307.64,309.03,5GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,483
"334-U1378B-37X-4-A, 0-150",334,U1378,B,37,37-4,X,4,A,0,150,309.03,310.53,5GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,484
"334-U1378B-37X-5-A, 0-71",334,U1378,B,37,37-5,X,5,A,0,71,310.53,311.24,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,485
"334-U1378B-37X-5-A, 0-71",334,U1378,B,37,37-5,X,5,A,0,71,310.53,311.24,5GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,486
"334-U1378B-37X-CC-A, 0-10",334,U1378,B,37,37-CC,X,CC,A,0,10,311.24,311.34,5GY 4/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,487
"334-U1378B-37X-CC-A, 0-24",334,U1378,B,37,37-CC,X,CC,A,0,24,311.24,311.48,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,488
"334-U1378B-38X-1-A, 0-150",334,U1378,B,38,38-1,X,1,A,0,150,309.3,310.8,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,489
"334-U1378B-38X-2-A, 0-30",334,U1378,B,38,38-2,X,2,A,0,30,310.8,311.1,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,490
"334-U1378B-38X-2-A, 30-43",334,U1378,B,38,38-2,X,2,A,30,43,311.1,311.23,5GY 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine sand [U14W22],,soft,Greenish yellow in color tephra layer. fining upwards.,,,,,,491
"334-U1378B-38X-2-A, 43-150",334,U1378,B,38,38-2,X,2,A,43,150,311.23,312.3,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,consolidated,,,,,,,492
