dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
,344-U1381C-5H-7-A,344,U1381,C,5,5-7,H,7,A,0,41,45.62,46.03,,minimal [drilling disturbance],1,clayey,silt [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),clayey  silt,clayey silt with biogenic components ,silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,,,,common [B06],4,,,,,,,
,344-U1381C-5H-7-A,344,U1381,C,5,5-7,H,7,A,41,43,46.03,46.05,,minimal [drilling disturbance],1,silty-sandy [Leg339],tephra [FS84],,10YR 6/1 (gray),silty-sandy   tephra,silty-sandy  tephra,silt [W22_1],2,fine sand [W22_2],4,only partial layer,,,,,,,,,,,,absent [B06],0,,,,,,,
,344-U1381C-5H-7-A,344,U1381,C,5,5-7,H,7,A,43,59,46.05,46.21,,minimal [drilling disturbance],1,clayey,silt [USGS],with biogenic components [Leg339],10Y 3/2 (very dark grayish green),clayey  silt,clayey silt with biogenic components ,silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,,,,,,,,,,,,
,344-U1381C-5H-7-A,344,U1381,C,5,5-7,H,7,A,59,62,46.21,46.24,,minimal [drilling disturbance],1,,tephra [FS84],,N 4 (dark gray),tephra,tephra,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,common [B06],4,,,,,,,
,344-U1381C-5H-7-A,344,U1381,C,5,5-7,H,7,A,62,68,46.24,46.3,,minimal [drilling disturbance],1,,tephra [FS84],,5YR 7/2 (pinkish gray),tephra,tephra,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,,,,
,344-U1381C-5H-CC-A,344,U1381,C,5,5-CC,H,CC,A,0,2,46.29,46.31,,minimal [drilling disturbance],1,silty-sandy [Leg339],tephra [FS84],,10YR 6/1 (gray),silty-sandy   tephra,silty-sandy  tephra,silt [W22_1],2,fine sand [W22_2],4,only partial layer,,,,,,,,,,,,absent [B06],0,,,,,,,
,344-U1381C-5H-CC-A,344,U1381,C,5,5-CC,H,CC,A,2,25,46.31,46.54,,minimal [drilling disturbance],1,clayey,silt [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),clayey  silt,clayey silt with biogenic components ,silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,,,,common [B06],4,,,,,,,
,344-U1381C-5H-CC-A,344,U1381,C,5,5-CC,H,CC,A,25,28,46.54,46.57,,minimal [drilling disturbance],1,silty-sandy [Leg339],tephra [FS84],,10YR 4/1 (dark gray),silty-sandy   tephra,silty-sandy  tephra,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,absent [B06],0,,,,,,,
,344-U1381C-5H-CC-A,344,U1381,C,5,5-CC,H,CC,A,28,33,46.57,46.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,
,344-U1381C-6H-1-A,344,U1381,C,6,6-1,H,1,A,0,36,46.1,46.46,,minimal [drilling disturbance],1,clayey,silt [USGS],with biogenic components [Leg339],,clayey  silt,clayey silt with biogenic components ,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,
,344-U1381C-6H-1-A,344,U1381,C,6,6-1,H,1,A,36,150,46.46,47.6,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],,silty  clay,silty clay with biogenic components ,clay [W22_2],1,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,
,344-U1381C-6H-2-A,344,U1381,C,6,6-2,H,2,A,0,33,47.63,47.96,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),silty  clay,silty clay with biogenic components ,clay [W22_2],1,silt [W22_1],2,,,,,,,,,,,,,moderate [B06],3,,,,,,,
,344-U1381C-6H-2-A,344,U1381,C,6,6-2,H,2,A,33,70,47.96,48.33,,minimal [drilling disturbance],1,clayey,silt [USGS],with biogenic components [Leg339],10Y 3/2 (very dark grayish green),clayey  silt,clayey silt with biogenic components ,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,moderate [B06],3,,,,,,,
,344-U1381C-6H-2-A,344,U1381,C,6,6-2,H,2,A,70,89,48.33,48.52,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),silty  clay,silty clay with biogenic components ,clay [W22_2],1,silt [W22_1],2,,,,,,,,,,,,,moderate [B06],3,,,,,,,
,344-U1381C-6H-2-A,344,U1381,C,6,6-2,H,2,A,89,96,48.52,48.59,,minimal [drilling disturbance],1,volcaniclastic,tephra [FS84],,2.5Y 5/1 (gray),volcaniclastic  tephra,volcaniclastic tephra,sand [W22_1],3,sand [W22_1],3,,,,,,,,,,,,,,,,,,,,,
,344-U1381C-6H-2-A,344,U1381,C,6,6-2,H,2,A,96,133,48.59,48.96,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),silty  clay,silty clay with biogenic components ,clay [W22_2],1,silt [W22_1],2,,,,,,,,,,,,,moderate [B06],3,,,,,,,
,344-U1381C-6H-2-A,344,U1381,C,6,6-2,H,2,A,133,153,48.96,49.16,,minimal [drilling disturbance],1,clayey,silt [USGS],with biogenic components [Leg339],10Y 3/2 (very dark grayish green),clayey  silt,clayey silt with biogenic components ,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,moderate [B06],3,,,,,,,
,344-U1381C-6H-3,344,U1381,C,6,6-3,H,3,,62,65,49.78,49.81,,,,,tephra [FS84],,5YR 7/2 (pinkish gray),tephra ,tephra ,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-6H-3-A,344,U1381,C,6,6-3,H,3,A,0,62,49.16,49.78,,minimal [drilling disturbance],1,clayey,silt [USGS],with biogenic components [Leg339],10Y 3/2 (very dark grayish green),clayey  silt,clayey silt with biogenic components ,silt [W22_1],2,silt [W22_1],2,common pyrite lense and ash pod,,,,,,,,,,,,common [B06],4,,,,,,,
,344-U1381C-6H-3-A,344,U1381,C,6,6-3,H,3,A,65,137,49.81,50.53,,minimal [drilling disturbance],1,clayey,silt [USGS],with biogenic components [Leg339],10Y 3/2 (very dark grayish green),clayey  silt ,clayey silt  with biogenic components [Leg339],silt [W22_1],2,silt [W22_1],2,common pyrite lense and ash pod,,,,,,,,,,,,common [B06],4,,,,,,,
,344-U1381C-6H-3-A,344,U1381,C,6,6-3,H,3,A,137,150,50.53,50.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-6H-4-A,344,U1381,C,6,6-4,H,4,A,0,135,50.66,52.01,,minimal [drilling disturbance],1,clayey,silt [USGS],with biogenic components [Leg339],10Y 3/2 (very dark grayish green),clayey  silt ,clayey silt  with biogenic components [Leg339],silt [W22_1],2,silt [W22_1],2,commo pyrite lense,,,,,,,,,,,,common [B06],4,,,,,,,
,344-U1381C-6H-4-A,344,U1381,C,6,6-4,H,4,A,135,150,52.01,52.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-6H-5-A,344,U1381,C,6,6-5,H,5,A,0,52,52.16,52.68,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,silt [W22_1],2,,,,,,,,,,,,,moderate [B06],3,,,,,,,
,344-U1381C-6H-5-A,344,U1381,C,6,6-5,H,5,A,52,104,52.68,53.2,,minimal [drilling disturbance],1,clayey,silt [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),clayey  silt ,clayey silt  with biogenic components [Leg339],silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,moderate [B06],3,,,,,,,
,344-U1381C-6H-5-A,344,U1381,C,6,6-5,H,5,A,104,150,53.2,53.66,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,silt [W22_1],2,,,,,,,,,,,,,common [B06],4,,,,,,,
,344-U1381C-6H-6-A,344,U1381,C,6,6-6,H,6,A,0,53,53.66,54.19,,minimal [drilling disturbance],1,clayey,silt [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),clayey  silt ,clayey silt  with biogenic components [Leg339],silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,moderate [B06],3,,,,,,,
,344-U1381C-6H-6-A,344,U1381,C,6,6-6,H,6,A,53,135,54.19,55.01,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,silt [W22_1],2,,,,,,,,,,,,,common [B06],4,,,,,,,
,344-U1381C-6H-6-A,344,U1381,C,6,6-6,H,6,A,135,150,55.01,55.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-6H-7-A,344,U1381,C,6,6-7,H,7,A,0,59,55.16,55.75,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,silt [W22_1],2,,,,,,,,,,,,,moderate [B06],3,,,,,,,
,344-U1381C-6H-7-A,344,U1381,C,6,6-7,H,7,A,59,62,55.75,55.78,,minimal [drilling disturbance],1,volcaniclastic,tephra [FS84],,2.5Y 5/1 (gray),volcaniclastic  tephra ,volcaniclastic tephra ,sand [W22_1],3,sand [W22_1],3,,,,,,,,,,,,,,,,,,,,,
,344-U1381C-6H-7-A,344,U1381,C,6,6-7,H,7,A,62,63,55.78,55.79,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,silt [W22_1],2,,,,,,,,,,,,,moderate [B06],3,,,,,,,
,344-U1381C-6H-CC-A,344,U1381,C,6,6-CC,H,CC,A,0,29,55.8,56.09,,moderate [drilling disturbance],4,silty,clay [USGS],with biogenic components [Leg339],10Y 4/2 (grayish green),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,,,,,,,,,,,,,moderate [B06],3,,,,,,,
,344-U1381C-6H-CC-A,344,U1381,C,6,6-CC,H,CC,A,29,33,56.09,56.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,
,344-U1381C-7H-1-A,344,U1381,C,7,7-1,H,1,A,0,33,55.6,55.93,,minimal [drilling disturbance],1,clayey,silt [USGS],with biogenic components [Leg339],10Y 4/1 (dark greenish gray),clayey  silt ,clayey silt  with biogenic components [Leg339],clay [W22_2],1,silt [W22_1],2,,,,,,,,,,very well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-7H-1-A,344,U1381,C,7,7-1,H,1,A,33,34,55.93,55.94,,minimal [drilling disturbance],1,,tephra [FS84],,10Y 3/1 (very dark greenish gray),tephra ,tephra ,sand [W22_1],3,sand [W22_1],3,black ash lens at boundary betweem grayish-greenisch and brownish-yellowish matrix sediment,,,,,,,,,very well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-7H-1-A,344,U1381,C,7,7-1,H,1,A,34,45,55.94,56.05,,minimal [drilling disturbance],1,,carbonate ooze [Leg178],with sponge spicules [Leg339],10Y 4/2 (grayish green),carbonate ooze ,carbonate ooze  with sponge spicules [Leg339],clay [W22_2],1,clay [W22_2],1,next to abundant sponge spicules also abundant carboniferos nannfossils are present,,,,,,,,,very well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-7H-1-A,344,U1381,C,7,7-1,H,1,A,45,47,56.05,56.07,,minimal [drilling disturbance],1,,tephra [FS84],,10Y 3/1 (very dark greenish gray),tephra ,tephra ,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,very well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-7H-1-A,344,U1381,C,7,7-1,H,1,A,47,94,56.07,56.54,,minimal [drilling disturbance],1,,carbonate ooze [Leg178],with sponge spicules [Leg339],10Y 4/2 (grayish green),carbonate ooze ,carbonate ooze  with sponge spicules [Leg339],clay [W22_2],1,clay [W22_2],1,,,,,,,,,,very well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-7H-1-A,344,U1381,C,7,7-1,H,1,A,94,98,56.54,56.58,,minimal [drilling disturbance],1,,tephra [FS84],,N 2.5 (black),tephra ,tephra ,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,very well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-7H-1-A,344,U1381,C,7,7-1,H,1,A,98,111,56.58,56.71,,minimal [drilling disturbance],1,silty,carbonate ooze [Leg178],with sponge spicules [Leg339],10Y 4/2 (grayish green),silty  carbonate ooze ,silty carbonate ooze  with sponge spicules [Leg339],clay [W22_2],1,silt [W22_1],2,consolidated tephra lenses observable,,,,,,,,,very well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-7H-1-A,344,U1381,C,7,7-1,H,1,A,111,114,56.71,56.74,,minimal [drilling disturbance],1,,tephra [FS84],,10Y 2.5/1 (greenish black),tephra ,tephra ,medium sand [W22_2],5,coarse sand [W22_2],6,4 to 5 mm consolidated tephra lenses at the base,,,,,,,,,very well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-7H-1-A,344,U1381,C,7,7-1,H,1,A,114,124,56.74,56.84,,minimal [drilling disturbance],1,silty,carbonate ooze [Leg178],with sponge spicules [Leg339],10YR 5/3 (brown),silty  carbonate ooze ,silty carbonate ooze  with sponge spicules [Leg339],clay [W22_2],1,silt [W22_1],2,,,,,,,,,,very well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-7H-1-A,344,U1381,C,7,7-1,H,1,A,124,138,56.84,56.98,,minimal [drilling disturbance],1,,tephra [FS84],,2.5Y 3/1 (very dark gray),tephra ,tephra ,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-1-A,344,U1381,C,7,7-1,H,1,A,138,141,56.98,57.01,,minimal [drilling disturbance],1,silty,carbonate ooze [Leg178],with sponge spicules [Leg339],10YR 5/3 (brown),silty  carbonate ooze ,silty carbonate ooze  with sponge spicules [Leg339],clay [W22_2],1,silt [W22_1],2,,,,,,,,,,very well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-1-A,344,U1381,C,7,7-1,H,1,A,141,144,57.01,57.04,,minimal [drilling disturbance],1,,tephra [FS84],,10Y 2.5/1 (greenish black),tephra ,tephra ,fine sand [W22_2],4,medium sand [W22_2],5,smeared out tephra layer,,,,,,,,,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-1-A,344,U1381,C,7,7-1,H,1,A,144,145,57.04,57.05,,minimal [drilling disturbance],1,,carbonate ooze [Leg178],with sponge spicules [Leg339],10YR 5/3 (brown),carbonate ooze ,carbonate ooze  with sponge spicules [Leg339],clay [W22_2],1,clay [W22_2],1,tephra enrichment crossing the layer probably due to bioturbation,,,,,,,,,very well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-1-A,344,U1381,C,7,7-1,H,1,A,145,150,57.05,57.1,,moderate [drilling disturbance],4,,tephra [FS84],,2.5Y 3/2 (very dark grayish brown),tephra ,tephra ,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-2-A,344,U1381,C,7,7-2,H,2,A,0,3,57.1,57.13,,slight [drilling disturbance],2,silty,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 5/2 (grayish brown),silty  carbonate ooze ,silty carbonate ooze  with foraminifers [Leg339],clay [W22_2],1,silt [W22_1],2,"foraminifers are as abundant as nannos. Lesser abundant are sponge spicules, diatoms and glass. Very rare feldspar. ",,,,,,,,,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-2-A,344,U1381,C,7,7-2,H,2,A,3,5,57.13,57.15,,slight [drilling disturbance],2,,tephra [FS84],,,tephra ,tephra ,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-2-A,344,U1381,C,7,7-2,H,2,A,5,7,57.15,57.17,,slight [drilling disturbance],2,silty,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 5/2 (grayish brown),silty  carbonate ooze ,silty carbonate ooze  with foraminifers [Leg339],clay [W22_2],1,silt [W22_1],2,"foraminifers are as abundant as nannos. Lesser abundant are sponge spicules, diatoms and glass. Very rare feldspar. ",,,,,,,,,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-2-A,344,U1381,C,7,7-2,H,2,A,7,48,57.17,57.58,,slight [drilling disturbance],2,,tephra [FS84],,,tephra ,tephra ,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-2-A,344,U1381,C,7,7-2,H,2,A,49,150,57.59,58.6,,slight [drilling disturbance],2,silty,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 5/2 (grayish brown),silty  carbonate ooze ,silty carbonate ooze  with foraminifers [Leg339],clay [W22_2],1,silt [W22_1],2,"foraminifers are as abundant as nannos. Lesser abundant are sponge spicules, diatoms and glass. Very rare feldspar. ",tephra [FS84],cobble [W22_2],elongate,well [BP01],grayish brown,well rounded,6,two greyish brown tephra pods,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-3-A,344,U1381,C,7,7-3,H,3,A,0,8,58.6,58.68,,slight [drilling disturbance],2,silty,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 5/2 (grayish brown),silty  carbonate ooze ,silty carbonate ooze  with foraminifers [Leg339],clay [W22_2],1,silt [W22_1],2,"foraminifers are as abundant as nannos. Lesser abundant are sponge spicules, diatoms and glass. Very rare feldspar. ",,,,,,,,,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-3-A,344,U1381,C,7,7-3,H,3,A,8,10,58.68,58.7,,slight [drilling disturbance],2,,tephra [FS84],,,tephra ,tephra ,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-3-A,344,U1381,C,7,7-3,H,3,A,10,14.5,58.7,58.745,,slight [drilling disturbance],2,silty,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 5/2 (grayish brown),silty  carbonate ooze ,silty carbonate ooze  with foraminifers [Leg339],clay [W22_2],1,silt [W22_1],2,"foraminifers are as abundant as nannos. Lesser abundant are sponge spicules, diatoms and glass. Very rare feldspar. ",,,,,,,,,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-3-A,344,U1381,C,7,7-3,H,3,A,14.5,19,58.745,58.79,,slight [drilling disturbance],2,,tephra [FS84],,,tephra ,tephra ,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-3-A,344,U1381,C,7,7-3,H,3,A,19,52,58.79,59.12,,slight [drilling disturbance],2,silty,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 5/2 (grayish brown),silty  carbonate ooze ,silty carbonate ooze  with foraminifers [Leg339],clay [W22_2],1,silt [W22_1],2,"foraminifers are as abundant as nannos. Lesser abundant are sponge spicules, diatoms and glass. Very rare feldspar. ",tephra [FS84],pebble [W22_2],spherical,well [BP01],grayish brown,well rounded,6,"two greyish brown tephra pods at 32, 35",well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-3-A,344,U1381,C,7,7-3,H,3,A,52,65,59.12,59.25,,slight [drilling disturbance],2,,tephra [FS84],,,tephra ,tephra ,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-3-A,344,U1381,C,7,7-3,H,3,A,65,67,59.25,59.27,,slight [drilling disturbance],2,silty,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 5/2 (grayish brown),silty  carbonate ooze ,silty carbonate ooze  with foraminifers [Leg339],clay [W22_2],1,silt [W22_1],2,"foraminifers are as abundant as nannos. Lesser abundant are sponge spicules, diatoms and glass. Very rare feldspar. ",,,,,,,,,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-3-A,344,U1381,C,7,7-3,H,3,A,67,68,59.27,59.28,,slight [drilling disturbance],2,,tephra [FS84],,,tephra ,tephra ,very fine sand [W22_2],3,fine sand [W22_2],4,,,,,,,,,,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-3-A,344,U1381,C,7,7-3,H,3,A,68,91,59.28,59.51,,slight [drilling disturbance],2,silty,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 5/2 (grayish brown),silty  carbonate ooze ,silty carbonate ooze  with foraminifers [Leg339],clay [W22_2],1,silt [W22_1],2,"foraminifers are as abundant as nannos. Lesser abundant are sponge spicules, diatoms and glass. Very rare feldspar. ",,,,,,,,,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-3-A,344,U1381,C,7,7-3,H,3,A,91,93,59.51,59.53,,slight [drilling disturbance],2,,tephra [FS84],,,tephra ,tephra ,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-3-A,344,U1381,C,7,7-3,H,3,A,93,114,59.53,59.74,,slight [drilling disturbance],2,silty,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 5/2 (grayish brown),silty  carbonate ooze ,silty carbonate ooze  with foraminifers [Leg339],clay [W22_2],1,silt [W22_1],2,"foraminifers are as abundant as nannos. Lesser abundant are sponge spicules, diatoms and glass. Very rare feldspar. ",,,,,,,,,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-3-A,344,U1381,C,7,7-3,H,3,A,114,116,59.74,59.76,,slight [drilling disturbance],2,,tephra [FS84],,,tephra ,tephra ,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-3-A,344,U1381,C,7,7-3,H,3,A,116,136,59.76,59.96,,slight [drilling disturbance],2,silty,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 5/2 (grayish brown),silty  carbonate ooze ,silty carbonate ooze  with foraminifers [Leg339],clay [W22_2],1,silt [W22_1],2,"foraminifers are as abundant as nannos. Lesser abundant are sponge spicules, diatoms and glass. Very rare feldspar. ",,,,,,,,,well [BP01],,,sparse [B06],1,,,,,,,
,344-U1381C-7H-3-A,344,U1381,C,7,7-3,H,3,A,136,150,59.96,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-7H-4-A,344,U1381,C,7,7-4,H,4,A,0,125,60.1,61.35,,slight [drilling disturbance],2,silty,carbonate ooze [Leg178],with foraminifers [Leg339],2.5Y 5/2 (grayish brown),silty  carbonate ooze ,silty carbonate ooze  with foraminifers [Leg339],clay [W22_2],1,silt [W22_1],2,"foraminifers are as abundant as nannos. Lesser abundant are sponge spicules, diatoms and glass. Very rare feldspar. ",,,,,,,,,well [BP01],,,sparse [B06],1,disseminated ash between 67 to 68 and 104 to 107 cm,,,,,,
,344-U1381C-7H-4-A,344,U1381,C,7,7-4,H,4,A,125,150,61.35,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-7H-5-A,344,U1381,C,7,7-5,H,5,A,0,78,61.6,62.38,,slight [drilling disturbance],2,foraminiferal [Leg339],carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),foraminiferal   carbonate ooze ,foraminiferal  carbonate ooze  with sponge spicules [Leg339],fine silt [W22_2],3,sand [W22_1],3,some rare glasses and minerals (fsp),,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-7H-5-A,344,U1381,C,7,7-5,H,5,A,78,81,62.38,62.41,,,,,tephra [FS84],,2.5Y 4/1 (dark gray),tephra ,tephra ,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,well [BP01],,,absent [B06],0,IW,,,,,,
,344-U1381C-7H-5-A,344,U1381,C,7,7-5,H,5,A,81,138,62.41,62.98,,slight [drilling disturbance],2,foraminiferal [Leg339],carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),foraminiferal   carbonate ooze ,foraminiferal  carbonate ooze  with sponge spicules ,fine silt [W22_2],3,sand [W22_1],3,some rare glasses and minerals (fsp),,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-7H-6-A,344,U1381,C,7,7-6,H,6,A,0,9,63.1,63.19,,slight [drilling disturbance],2,foraminiferal [Leg339],carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),foraminiferal   carbonate ooze ,foraminiferal  carbonate ooze  with sponge spicules ,fine silt [W22_2],3,sand [W22_1],3,some rare glasses and minerals (fsp),,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-7H-6-A,344,U1381,C,7,7-6,H,6,A,9,11,63.19,63.21,,,,,tephra [FS84],,10YR 4/1 (dark gray),tephra ,tephra ,very fine sand [W22_2],3,fine sand [W22_2],4,,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-7H-6-A,344,U1381,C,7,7-6,H,6,A,11,20,63.21,63.3,,slight [drilling disturbance],2,foraminiferal [Leg339],carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),foraminiferal   carbonate ooze ,foraminiferal  carbonate ooze  with sponge spicules ,fine silt [W22_2],3,sand [W22_1],3,some rare glasses and minerals (fsp),,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-7H-6-A,344,U1381,C,7,7-6,H,6,A,20,21,63.3,63.31,,,,,tephra [FS84],,10YR 4/1 (dark gray),tephra ,tephra ,very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-7H-6-A,344,U1381,C,7,7-6,H,6,A,21,50,63.31,63.6,,slight [drilling disturbance],2,foraminiferal [Leg339],carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),foraminiferal   carbonate ooze ,foraminiferal  carbonate ooze  with sponge spicules ,fine silt [W22_2],3,sand [W22_1],3,some rare glasses and minerals (fsp),,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,
,344-U1381C-7H-6-A,344,U1381,C,7,7-6,H,6,A,50,57,63.6,63.67,,,,,tephra [FS84],,10YR 5/1 (gray),tephra ,tephra ,medium sand [W22_2],5,coarse sand [W22_2],6,,,,,,,,,,well [BP01],,,absent [B06],0,,,,,,,
