Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
356-U1460B-30F-4-A,0,52,133.9,134.42,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0,,,Partially lithified homogeneous beige wackestone with foraminifera.,,,,356,U1460,B,30,F,4,A,,,,233
356-U1460B-30F-CC-A,0,17,134.42,134.59,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0,,,Partially lithified homogeneous beige wackestone with foraminifera.,,,,356,U1460,B,30,F,CC,A,,,,234
356-U1460B-30F-CC-A,17,22,134.59,134.64,,,,,,,,,,,,,,,,,to plaeo,,,,356,U1460,B,30,F,CC,A,,,,235
356-U1460B-31F-1-A,0,150,134.5,136,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light brown,,,,,absent [B06],0,,,"Unlithified, light brown, homogeneous packstone with glauconite.",,,,356,U1460,B,31,F,1,A,,,,236
356-U1460B-31F-2-A,0,150,136,137.5,unlithified [Leg194],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,"Unlithified, light brown wackstone with benthic foraminifers and echinoderm (at 136 cm depth). Glauconite rich patches sporadically contain.",,,,356,U1460,B,31,F,2,A,,,,237
356-U1460B-31F-2-A,0,150,136,137.5,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1460,B,31,F,2,A,,,,238
356-U1460B-31F-3-A,0,84,137.5,138.34,partially lithified,,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,"Partially llithified, light brown wackstone with benthic foraminifers. Glauconite rich patches sporadically contain. At the lowermost part of the bed, partially lithified concretion contain.",,,,356,U1460,B,31,F,3,A,,,,239
356-U1460B-31F-3-A,84,111,138.34,138.61,partially lithified,,mudstone [E&K72; D62],1,,mudstone,pelagic,light brown,,,,,absent [B06],0,,,Partially lithified homogeneous light brown mudstone.,,,,356,U1460,B,31,F,3,A,,,,240
356-U1460B-31F-4-A,0,35,138.61,138.96,partially lithified,,mudstone [E&K72; D62],1,with glauconite [2014],mudstone with glauconite,hemipelagic,light brown,,,,,absent [B06],0,,,Partially lithified homogeneous light brown mudstone with glauconite.,,,,356,U1460,B,31,F,4,A,,,,241
356-U1460B-31F-4-A,35,55,138.96,139.16,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,beige,,,,,absent [B06],0,,,Partially lithified homogeneous beige wackestone.,,,,356,U1460,B,31,F,4,A,,,,242
356-U1460B-31F-CC-A,0,11,139.16,139.27,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light brown,,,,,absent [B06],0,,,Partially lithified homogeneous light brown wackestone.,,,,356,U1460,B,31,F,CC,A,,,,243
356-U1460B-32F-1-A,0,150,139.2,140.7,partially lithified,,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,"Partially lithified, light brown wackstone with benthic foraminifers. Glauconite rich patches sporadically contain.",,,,356,U1460,B,32,F,1,A,,,,244
356-U1460B-32F-2-A,0,150,140.7,142.2,partially lithified,,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,"Partially lithified, light brown wackstone with benthic foraminifers. Glauconite rich patches sporadically contain.",,,,356,U1460,B,32,F,2,A,,,,245
356-U1460B-32F-3-A,0,101,142.2,143.21,partially lithified,,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,"Partially lithified, light brown wackstone with benthic foraminifers. Glauconite rich patches sporadically contain.",,,,356,U1460,B,32,F,3,A,,,,246
356-U1460B-32F-4-A,0,56,143.21,143.77,partially lithified,,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,"Partially lithified, light brown wackstone with benthic foraminifers. Glauconite rich patches sporadically contain.",,,,356,U1460,B,32,F,4,A,,,,247
356-U1460B-32F-CC-A,0,7,143.77,143.84,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light brown,,,,,absent [B06],0,,,"Partially lithified, light brown wackstone. Glauconite rich patches sporadically contain.",,,,356,U1460,B,32,F,CC,A,,,,248
356-U1460B-33F-1-A,0,71,143.9,144.61,unlithified [Leg194],skeletal,grainstone [E&K72; D62],4,,skeletal grainstone,neritic,beige,foraminifera (large benthic),,,,,,,,"Unlithified, beige, skeletal grainstone. This is fall-in material",,,,356,U1460,B,33,F,1,A,,,,249
356-U1460B-33F-1-A,0,71,143.9,144.61,,,,,,,,,bivalve,,,,,,,,,,,,356,U1460,B,33,F,1,A,,,,250
356-U1460B-33F-1-A,0,71,143.9,144.61,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,33,F,1,A,,,,251
356-U1460B-33F-1-A,0,71,143.9,144.61,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1460,B,33,F,1,A,,,,252
356-U1460B-33F-1-A,0,71,143.9,144.61,,,,,,,,,gastropod,,,,,,,,,,,,356,U1460,B,33,F,1,A,,,,253
356-U1460B-33F-1-A,71,150,144.61,145.4,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,beige,foraminifera (large benthic),,concretion [BJ80],,slight [B06],2,,,Unlithified beige skeletal packstone with occasional interbeds of wackestone. Benthic forams rare (I only saw one),,,,356,U1460,B,33,F,1,A,,,,254
356-U1460B-33F-2-A,0,148,145.4,146.88,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,beige,foraminifera (large benthic),,,,absent [B06],0,,,Unlithified beige skeletal packstone. Benthic forams rare (I only saw one),,,,356,U1460,B,33,F,2,A,,,,255
356-U1460B-33F-2-A,148,150,146.88,146.9,,,,,,,,,,,,,,,,,void,,,,356,U1460,B,33,F,2,A,,,,256
356-U1460B-33F-3-A,0,122,146.9,148.12,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,beige,bryozoa,,,,absent [B06],0,,,Bryzoa rare (I only saw one). 73-77cm a dark grey glauconite rich layer,,,,356,U1460,B,33,F,3,A,,,,257
356-U1460B-33F-CC-A,0,15,148.12,148.27,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,beige,,,,,absent [B06],0,,,,,,,356,U1460,B,33,F,CC,A,,,,258
356-U1460B-34F-1-A,0,150,148.6,150.1,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0,,,,,,,356,U1460,B,34,F,1,A,,,,259
356-U1460B-34F-2-A,0,150,150.1,151.6,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,beige,foraminifera (small benthic),,concretion [BJ80],,absent [B06],0,,,one mineral infilled burrow,,,,356,U1460,B,34,F,2,A,,,,260
356-U1460B-34F-3-A,0,101,151.6,152.61,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,beige,,,concretion [BJ80],,absent [B06],0,,,"fossil components seen under binocular microscope: benthic foraminifera, mollusc fragment, spicules",,,,356,U1460,B,34,F,3,A,,,,261
356-U1460B-34F-4-A,0,54,152.61,153.15,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,beige,,,,,absent [B06],0,,,,,,,356,U1460,B,34,F,4,A,,,,262
356-U1460B-34F-CC-A,0,13,153.15,153.28,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,beige,,,,,absent [B06],0,,,,,,,356,U1460,B,34,F,CC,A,,,,263
356-U1460B-35F-1-A,0,23,153.3,153.53,unlithified [Leg194],skeletal,grainstone [E&K72; D62],4,,skeletal grainstone,hemipelagic,brown,bivalve,,,,,,,,Fall-in material,,,,356,U1460,B,35,F,1,A,,,,264
356-U1460B-35F-1-A,0,23,153.3,153.53,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,35,F,1,A,,,,265
356-U1460B-35F-1-A,0,23,153.3,153.53,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1460,B,35,F,1,A,,,,266
356-U1460B-35F-1-A,23,150,153.53,154.8,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,beige,,,,,,,,,,,,,356,U1460,B,35,F,1,A,,,,267
356-U1460B-35F-2-A,0,148,154.8,156.28,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,beige,,,,,,,,,Rare glauconite patches,,,,356,U1460,B,35,F,2,A,,,,268
356-U1460B-35F-3-A,0,82,156.3,157.12,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,beige,,,,,slight [B06],2,,,Cream coloured trace fossils and minor glauconitization from 52-82 cm,,,,356,U1460,B,35,F,3,A,,,,269
356-U1460B-35F-CC-A,0,15,157.12,157.27,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,beige,,,,,slight [B06],2,,,Cream coloured trace fossils and minor glauconitization,,,,356,U1460,B,35,F,CC,A,,,,270
356-U1460B-36F-1-A,0,59,158,158.59,unlithified [Leg194],skeletal,grainstone [E&K72; D62],4,,skeletal grainstone,neritic,light brown,gastropod,,,,absent [B06],0,,,fall-in material,,,,356,U1460,B,36,F,1,A,,,,271
356-U1460B-36F-1-A,0,59,158,158.59,,,,,,,,,bivalve,,,,,,,,,,,,356,U1460,B,36,F,1,A,,,,272
356-U1460B-36F-1-A,0,59,158,158.59,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,36,F,1,A,,,,273
356-U1460B-36F-1-A,0,59,158,158.59,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1460,B,36,F,1,A,,,,274
356-U1460B-36F-1-A,0,59,158,158.59,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1460,B,36,F,1,A,,,,275
356-U1460B-36F-1-A,59,150,158.59,159.5,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,light brown,foraminifera (small benthic),,,,slight [B06],2,,,burrow present at 66cm. Minor glauconitization. medium to course sand sized,,,,356,U1460,B,36,F,1,A,,,,276
356-U1460B-36F-2-A,0,150,159.5,161,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,beige,foraminifera (small benthic),,concretion [BJ80],,slight [B06],2,,,several partially lithified concretions. Medium sized sand. Minor glauconization,,,,356,U1460,B,36,F,2,A,,,,277
356-U1460B-36F-3-A,0,140,161,162.4,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,light brown,foraminifera (small benthic),,concretion [BJ80],,slight [B06],2,,,,,,,356,U1460,B,36,F,3,A,,,,278
356-U1460B-36F-CC-A,0,16,162.42,162.58,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,light brown,foraminifera (small benthic),,,,,,,,,,,,356,U1460,B,36,F,CC,A,,,,279
356-U1460B-37F-1-A,0,150,162.7,164.2,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,beige,sponge spicules,,concretion [BJ80],,absent [B06],0,,,,,,,356,U1460,B,37,F,1,A,,,,280
356-U1460B-37F-2-A,0,150,164.2,165.7,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,beige,sponge spicules,,concretion [BJ80],,absent [B06],0,,,,,,,356,U1460,B,37,F,2,A,,,,281
356-U1460B-37F-3-A,0,100,165.7,166.7,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,beige,sponge spicules,,,,absent [B06],0,,,,,,,356,U1460,B,37,F,3,A,,,,282
356-U1460B-37F-3-A,0,100,165.7,166.7,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1460,B,37,F,3,A,,,,283
356-U1460B-37F-4-A,0,55,166.7,167.25,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,beige,sponge spicules,,,,absent [B06],0,,,,,,,356,U1460,B,37,F,4,A,,,,284
356-U1460B-37F-CC-A,0,12,167.25,167.37,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,beige,sponge spicules,,,,absent [B06],0,,,,,,,356,U1460,B,37,F,CC,A,,,,285
356-U1460B-38F-1-A,0,10,167.4,167.5,unlithified [Leg194],skeletal,grainstone [E&K72; D62],4,,skeletal grainstone,neritic,light brown,bivalve,,,,,,,,Fall-in material,,,,356,U1460,B,38,F,1,A,,,,286
356-U1460B-38F-1-A,10,150,167.5,168.9,partially lithified,skeletal,packstone [E&K72; D62],3,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,slight [B06],2,,,3 cm-scale glauconite interlayers,,,,356,U1460,B,38,F,1,A,,,,287
356-U1460B-38F-1-A,10,150,167.5,168.9,,,,,,,,,sponge spicules,,,,,,,,,,,,356,U1460,B,38,F,1,A,,,,288
356-U1460B-38F-2-A,0,150,168.9,170.4,partially lithified,skeletal,packstone [E&K72; D62],3,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,slight [B06],2,,,3 cm-scale glauconite interlayers. bryzoa fragments bottom 4 cm.,,,,356,U1460,B,38,F,2,A,,,,289
356-U1460B-38F-2-A,0,150,168.9,170.4,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,38,F,2,A,,,,290
356-U1460B-38F-2-A,0,150,168.9,170.4,,,,,,,,,sponge spicules,,,,,,,,,,,,356,U1460,B,38,F,2,A,,,,291
356-U1460B-38F-3-A,0,110,170.4,171.5,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,slight [B06],2,,,3 cm-scale glauconite interlayers,,,,356,U1460,B,38,F,3,A,,,,292
356-U1460B-38F-4-A,0,50,171.5,172,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,moderate [B06],3,,,3 cm-scale glauconite interlayers,,,,356,U1460,B,38,F,4,A,,,,293
356-U1460B-38F-4-A,0,50,171.5,172,,,,,,,,,sponge spicules,,,,,,,,,,,,356,U1460,B,38,F,4,A,,,,294
356-U1460B-38F-CC-A,0,7,172,172.07,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,,,,,,,,,356,U1460,B,38,F,CC,A,,,,295
356-U1460B-39F-1-A,0,10,172.1,172.2,unlithified [Leg194],skeletal,floatstone [E&K72; D62],5,with foraminifers [2014],skeletal floatstone with foraminifers,neritic,brown,bivalve,,,,,,gradational,horizontal,"Fall-in mixed with sediment. Contains (recent?) fragments of echinoderm spines, bryozoans and diverse mollusk shell fragments. Color is a mixed brown to slightly greenish gray.",,,,356,U1460,B,39,F,1,A,,,,296
356-U1460B-39F-1-A,0,10,172.1,172.2,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,39,F,1,A,,,,297
356-U1460B-39F-1-A,0,10,172.1,172.2,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1460,B,39,F,1,A,,,,298
356-U1460B-39F-1-A,10,125,172.2,173.35,partially lithified,foraminifer rich,packstone [E&K72; D62],3,with sponge spicules [2014],foraminifer rich packstone with sponge spicules,hemipelagic,light greenish gray,foraminifera (small benthic),,concretion [BJ80],,moderate [B06],3,hardground,inclined,Uniform bed of sediment with alternations in color from dark greenish- brown/beige to more creamy brown or beige tones --> varying glauconite content.,,,,356,U1460,B,39,F,1,A,,,,299
356-U1460B-39F-1-A,10,125,172.2,173.35,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,B,39,F,1,A,,,,300
356-U1460B-39F-1-A,10,125,172.2,173.35,,,,,,,,,foraminifera (planktic),,,,,,,,,,,,356,U1460,B,39,F,1,A,,,,301
356-U1460B-39F-1-A,10,125,172.2,173.35,,,,,,,,,sponge spicules,,,,,,,,,,,,356,U1460,B,39,F,1,A,,,,302
356-U1460B-39F-1-A,125,134,173.35,173.44,partially lithified,glauconite rich,packstone [E&K72; D62],3,with foraminifers [2014],glauconite rich packstone with foraminifers,hemipelagic,dark green,foraminifera (small benthic),,,,absent [B06],0,sharp,horizontal,Hardground surface. Not heavily lithified. Dark green color. Rich in glauconite. Was likely fractured during drilling.,,,,356,U1460,B,39,F,1,A,,,,303
356-U1460B-39F-1-A,134,150,173.44,173.6,unlithified [Leg194],foraminifer rich,packstone [E&K72; D62],3,with sponge spicules [2014],foraminifer rich packstone with sponge spicules,hemipelagic,light greenish gray,foraminifera (small benthic),,,,moderate [B06],3,,,Reestablished sedimentation after the hardground. Undistinguishable from the sediment above. End of Section --> sharp contact.,,,,356,U1460,B,39,F,1,A,,,,304
356-U1460B-39F-1-A,134,150,173.44,173.6,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1460,B,39,F,1,A,,,,305
356-U1460B-39F-1-A,134,150,173.44,173.6,,,,,,,,,foraminifera (planktic),,,,,,,,,,,,356,U1460,B,39,F,1,A,,,,306
356-U1460B-39F-2-A,0,20,173.6,173.8,partially lithified,glauconite rich,packstone [E&K72; D62],3,with foraminifers [2014],glauconite rich packstone with foraminifers,hemipelagic,dark grayish green,foraminifera (small benthic),,glauconite nodules,,slight [B06],2,gradational,inclined,Hardground. Disturbed slightly by drilling. Glauconite rich nodules intermixed with greenish brown packstone matrix.,,,,356,U1460,B,39,F,2,A,,,,307
356-U1460B-39F-2-A,0,20,173.6,173.8,,,,,,,,,sponge spicules,,,,,,,,,,,,356,U1460,B,39,F,2,A,,,,308
356-U1460B-39F-2-A,20,150,173.8,175.1,partially lithified,foraminifer rich,packstone [E&K72; D62],3,,foraminifer rich packstone,hemipelagic,cream,foraminifera (small benthic),,glauconite nodules,,slight [B06],2,gradational,horizontal,"Unit following the hardground at the top of section 2 of this core. Color is clearly lighter than before, with some dark green intervals occuring indicating glauconitization. Unit generally not lithified except for one well preserved glauconite nodule in the upper part (33 to 36 cm). Interval is characterized by two color canges in the interval. Extends until the end of the core.",,,,356,U1460,B,39,F,2,A,,,,309
356-U1460B-39F-3-A,0,152,175.1,176.62,partially lithified,foraminifer rich,packstone [E&K72; D62],3,with sponge spicules [2014],foraminifer rich packstone with sponge spicules,hemipelagic,light greenish gray,foraminifera (small benthic),,,,slight [B06],2,,,,,,,356,U1460,B,39,F,3,A,,,,310
356-U1460B-39F-3-A,0,152,175.1,176.62,,,,,,,,,foraminifera (planktic),,,,,,,,,,,,356,U1460,B,39,F,3,A,,,,311
356-U1460B-39F-3-A,0,152,175.1,176.62,,,,,,,,,sponge spicules,,,,,,,,,,,,356,U1460,B,39,F,3,A,,,,312
356-U1460B-39F-CC-A,0,14,176.62,176.76,partially lithified,foraminifer rich,packstone [E&K72; D62],3,with sponge spicules [2014],foraminifer rich packstone with sponge spicules,hemipelagic,light greenish gray,foraminifera (small benthic),,,,absent [B06],0,,,The core catcher is broadly similar to the previous sediment in section 3,,,,356,U1460,B,39,F,CC,A,,,,313
356-U1460B-39F-CC-A,0,14,176.62,176.76,,,,,,,,,foraminifera (planktic),,,,,,,,,,,,356,U1460,B,39,F,CC,A,,,,314
356-U1460B-39F-CC-A,0,14,176.62,176.76,,,,,,,,,sponge spicules,,,,,,,,,,,,356,U1460,B,39,F,CC,A,,,,315
356-U1460B-39F-CC-A,14,19,176.76,176.81,,,,,,,,,,,,,,,,,to PAL,,,,356,U1460,B,39,F,CC,A,,,,316
356-U1460B-40F-1-A,0,14,176.8,176.94,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,slight [B06],2,,,,,,,356,U1460,B,40,F,1,A,,,,317
356-U1460B-40F-1-A,14,29,176.94,177.09,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,slight [B06],2,,,,,,,356,U1460,B,40,F,1,A,,,,318
356-U1460B-40F-1-A,29,34,177.09,177.14,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,slight [B06],2,,,,,,,356,U1460,B,40,F,1,A,,,,319
356-U1460B-40F-1-A,34,147,177.14,178.27,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,foraminifera (small benthic),,,,slight [B06],2,,,,,,,356,U1460,B,40,F,1,A,,,,320
356-U1460B-40F-1-A,147,150,178.27,178.3,,,,,,,,,,,,,,,,,void,,,,356,U1460,B,40,F,1,A,,,,321
356-U1460B-40F-2-A,0,150,178.3,179.8,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,foraminifera (small benthic),,,,slight [B06],2,,,"Unlithified, light greenish gray to beige packestone with benthic foraminifers. Partially lithified concretion sporadically contain at middle part of the section.",,,,356,U1460,B,40,F,2,A,,,,322
356-U1460B-40F-3-A,0,110,179.8,180.9,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,foraminifera (small benthic),,,,slight [B06],2,,,"Unlithified, beige packestone with benthic foraminifers. Partially lithified concretion sporadically contain.",,,,356,U1460,B,40,F,3,A,,,,323
356-U1460B-40F-4-A,0,52,180.9,181.42,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,foraminifera (small benthic),,,,slight [B06],2,,,"Unlithified, beige packestone with benthic foraminifers. Partially lithified concretion sporadically contain throughout the core.",,,,356,U1460,B,40,F,4,A,,,,324
356-U1460B-40F-CC-A,0,15,181.42,181.57,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,foraminifera (small benthic),,,,slight [B06],2,,,,,,,356,U1460,B,40,F,CC,A,,,,325
356-U1460B-41F-1-A,0,5,181.5,181.55,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light brown,bryozoa,,,,absent [B06],0,hardground,horizontal,fall-in?,,,,356,U1460,B,41,F,1,A,,,,326
356-U1460B-41F-1-A,5,18,181.55,181.68,partially lithified,,breccia [F70],,,breccia,,dark gray,,,,,absent [B06],0,wavy,horizontal,Lithified dark gray rocks contain. similar to hard rock beds facies. fall-in?,,,,356,U1460,B,41,F,1,A,,,,327
356-U1460B-41F-1-A,18,150,181.68,183,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,,,absent [B06],0,,,"Unlithified, light greenish gray to beige packeston. Dark gray pathes and bands frequency contain throughout the bed.",,,,356,U1460,B,41,F,1,A,,,,328
356-U1460B-41F-2-A,0,150,183,184.5,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,cream,foraminifera (small benthic),,,,absent [B06],0,,,,,,,356,U1460,B,41,F,2,A,,,,329
356-U1460B-41F-3-A,0,153,184.5,186.03,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,cream,foraminifera (small benthic),,,,absent [B06],0,,,,,,,356,U1460,B,41,F,3,A,,,,330
356-U1460B-41F-CC-A,0,7,186.03,186.1,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,cream,,,,,absent [B06],0,,,Light brown band often contain,,,,356,U1460,B,41,F,CC,A,,,,331
356-U1460B-42F-1-A,0,147,186.2,187.67,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,"Unlithified, light brown wackestone. Partially lithified concretion frequency contain at the lower part.",,,,356,U1460,B,42,F,1,A,,,,332
356-U1460B-42F-2-A,0,150,187.7,189.2,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,"Unlithified, light brown wackestone. Partially lithified concretion frequency contain throughout the core.",,,,356,U1460,B,42,F,2,A,,,,333
356-U1460B-42F-3-A,0,110,189.2,190.3,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,"Unlithified, light brown wackestone. Partially lithified concretion frequency contain throughout the core.",,,,356,U1460,B,42,F,3,A,,,,334
356-U1460B-42F-4-A,0,60,190.3,190.9,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,brown,foraminifera (small benthic),,,,absent [B06],0,,,"Unlithified, brown wackestone. Partially lithified concretion frequency contain throughout the core.",,,,356,U1460,B,42,F,4,A,,,,335
356-U1460B-42F-CC-A,0,8,190.9,190.98,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,brown,foraminifera (small benthic),,,,absent [B06],0,,,"Unlithified, brown wackestone.",,,,356,U1460,B,42,F,CC,A,,,,336
356-U1460B-43F-1-A,0,147,190.9,192.37,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0,,,,,,,356,U1460,B,43,F,1,A,,,,337
356-U1460B-43F-1-A,147,150,192.37,192.4,,,,,,,,,,,,,,,,,void,,,,356,U1460,B,43,F,1,A,,,,338
356-U1460B-43F-2-A,0,150,192.4,193.9,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0,,,,,,,356,U1460,B,43,F,2,A,,,,339
356-U1460B-43F-3-A,0,102,193.9,194.92,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0,,,,,,,356,U1460,B,43,F,3,A,,,,340
356-U1460B-43F-4-A,0,60,194.92,195.52,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0,,,,,,,356,U1460,B,43,F,4,A,,,,341
356-U1460B-43F-CC-A,0,2,195.52,195.54,,,,,,,,,,,,,,,,,PAL,,,,356,U1460,B,43,F,CC,A,,,,342
356-U1460B-43F-CC-A,2,8,195.54,195.6,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,beige,,,,,absent [B06],0,,,,,,,356,U1460,B,43,F,CC,A,,,,343
356-U1460B-44F-1-A,0,150,195.6,197.1,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,beige,,,,,absent [B06],0,,,Unlithified homogeneous beige wackeston.,,,,356,U1460,B,44,F,1,A,,,,344
