Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
369-U1516C-27R-1-A,101,106,437.01,437.06,,,,,,chert [USGS],,chert,,,5Y 6/1 (gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,sharp boundary or contact,sharp,sharp,,,,,,,chert,chert,,,,369,U1516,C,27,R,1,A,,,,153
369-U1516C-27R-1-A,106,142,437.06,437.42,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,27,R,1,A,,,,154
369-U1516C-27R-2-A,0,88,437.42,438.3,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,sharp boundary or contact,sharp,sharp,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,27,R,2,A,,,,155
369-U1516C-27R-2-A,88,91,438.3,438.33,,,,,,chert [USGS],,chert,,,5Y 6/1 (gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,sharp boundary or contact,sharp,sharp,,,,,,,chert,chert,,,,369,U1516,C,27,R,2,A,,,,156
369-U1516C-27R-2-A,91,145,438.33,438.87,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,27,R,2,A,,,,157
369-U1516C-27R-3-A,0,151,438.87,440.38,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,27,R,3,A,,,,158
369-U1516C-27R-4-A,0,124,440.38,441.62,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,There are large vertical burrows in this section.,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,27,R,4,A,,,,159
369-U1516C-27R-5-A,0,80,441.62,442.42,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,There is a green streak at 2 cm.,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,27,R,5,A,,,,160
369-U1516C-27R-CC-A,0,20,442.42,442.62,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,27,R,CC,A,,,,161
369-U1516C-28R-1-A,0,150,445.6,447.1,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,28,R,1,A,,,,162
369-U1516C-28R-2-A,0,118,447.1,448.28,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,28,R,2,A,,,,163
369-U1516C-28R-3-A,0,146,448.28,449.74,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,28,R,3,A,,,,164
369-U1516C-28R-4-A,0,109,449.74,450.83,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,28,R,4,A,,,,165
369-U1516C-28R-5-A,0,90,450.87,451.77,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5y 7/1 (light gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,sharp boundary or contact,sharp,sharp,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,28,R,5,A,,,,166
369-U1516C-28R-5-A,90,94,451.77,451.81,,,,,,chert [USGS],,chert,,,5y 6/3 (pale olive),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,,sharp boundary or contact,sharp,sharp,,,,,,,chert,chert,,,,369,U1516,C,28,R,5,A,,,,167
369-U1516C-28R-5-A,94,142,451.81,452.29,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5Y 7/2 (light gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,28,R,5,A,,,,168
369-U1516C-28R-6-A,0,101,452.29,453.30,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5Y 7/2 (light gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,28,R,6,A,,,,169
369-U1516C-28R-7-A,0,112.5,453.3,454.425,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,5Y 7/2 (light gray),mottled,,,structureless,,clay [W22_1],1,,,intense,5,,,,,,,,,,,calcareous chalk,calcareous chalk,,,,369,U1516,C,28,R,7,A,,,,170
369-U1516C-29R-1-A,0,49,455.2,455.69,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from light greenish gray (GLEY 1 8/1Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). The darker intervals are about 10-15 cm thick. Large vertical burrow 19-25 cm.,sharp boundary or contact,irregular,sharp,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,29,R,1,A,,,,171
369-U1516C-29R-1-A,49,65,455.69,455.85,,,,,,chert [USGS],,chert,,,5YR 6/1 (light brownish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,sharp boundary or contact,irregular,sharp,,,,,,,chert,chert,,,,369,U1516,C,29,R,1,A,,,,172
369-U1516C-29R-1-A,65,130,455.85,456.5,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from light greenish gray (GLEY 1 8/1Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). The darker intervals are about 10-15 cm thick.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,29,R,1,A,,,,173
369-U1516C-29R-2-A,0,35,456.5,456.85,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from light greenish gray (GLEY 1 8/1Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). The darker intervals are about 10-15 cm thick.,sharp boundary or contact,irregular,sharp,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,29,R,2,A,,,,174
369-U1516C-29R-2-A,35,38,456.85,456.88,,,,,,chert [USGS],,chert,,,2.5Y 6/2 (light brownish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,sharp boundary or contact,irregular,sharp,,,,,,,chert,chert,,,,369,U1516,C,29,R,2,A,,,,175
369-U1516C-29R-2-A,38,60,456.88,457.1,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). The darker intervals are about 10-15 cm thick.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,29,R,2,A,,,,176
369-U1516C-29R-3-A,0,114,457.15,458.29,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from light greenish gray (GLEY 1 8/1Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). The darker intervals are about 10-15 cm thick. From 29-42 cm there is a slightly darker light greenish gray interval with abundant inoceramid fragments where the prisms have may have been plucked(?) out.,,,,,,,,shell fragment,rare,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,29,R,3,A,,,,177
369-U1516C-29R-4-A,0,27,458.29,458.56,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y).,,,,,,,,shell fragment,rare,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,29,R,4,A,,,,178
369-U1516C-29R-4-A,27,31,458.56,458.6,,,,,,chert [USGS],,chert,,,2.5Y 6/2 (light brownish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,,,chert,chert,,,,369,U1516,C,29,R,4,A,,,,179
369-U1516C-29R-4-A,31,69,458.6,458.98,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y).,,,,,,,,shell fragment,rare,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,29,R,4,A,,,,180
369-U1516C-29R-CC-A,0,13,458.98,459.11,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y).,,,,,,,,shell fragment,rare,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,29,R,CC,A,,,,181
369-U1516C-30R-1-A,0,95,460,460.95,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y).,sharp boundary or contact,irregular,sharp,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,30,R,1,A,,,,182
369-U1516C-30R-1-A,95,99,460.95,460.99,,,,,,chert [USGS],,chert,,,GLEY 1 5/5GY (greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,sharp boundary or contact,irregular,sharp,,,,,,,chert,chert,,,,369,U1516,C,30,R,1,A,,,,183
369-U1516C-30R-1-A,99,150,460.99,461.5,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y).,,,,,,,,shell fragment,trace,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,30,R,1,A,,,,184
369-U1516C-30R-2-A,0,52,461.5,462.02,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y).,sharp boundary or contact,irregular,sharp,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,30,R,2,A,,,,185
369-U1516C-30R-2-A,52,58,462.02,462.08,,,,,,chert [USGS],,chert,,,GLEY 1 5/5GY (greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,sharp boundary or contact,irregular,sharp,,,,,,,chert,chert,,,,369,U1516,C,30,R,2,A,,,,186
369-U1516C-30R-2-A,58,145,462.08,462.95,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y).,,,,,,,,shell fragment,trace,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,30,R,2,A,,,,187
369-U1516C-30R-3-A,0,74,462.95,463.69,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). The shell fragment at 54 cm is likely an inoceramid.,,,,,,,,shell fragment,trace,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,30,R,3,A,,,,188
369-U1516C-30R-3-A,74,79,463.69,463.74,,,,,,chert [USGS],,chert,,,GLEY 1 5/5GY (greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,,,,,,,,,,,chert,chert,,,,369,U1516,C,30,R,3,A,,,,189
369-U1516C-30R-3-A,79,139,463.74,464.34,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). Between 105-108 cm the core is massive and slightly darker.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,30,R,3,A,,,,190
369-U1516C-30R-4-A,0,85,464.34,465.19,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). Some shell fragments are likely to be inoceramids.,,,,,,,,shell fragment,rare,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,30,R,4,A,,,,191
369-U1516C-30R-CC-A,0,14,465.19,465.33,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y).,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,30,R,CC,A,,,,192
369-U1516C-31R-1-A,0,109,464.8,465.89,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from light greenish gray (GLEY 1 8/10Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). There is one interval that is slightly darker (dark greenish gray - GLEY 1 4/5GY) between 57-54 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,31,R,1,A,,,,193
369-U1516C-31R-2-A,0,127,465.89,467.16,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from light greenish gray (GLEY 1 8/1Y) to a slightly darker light greenish gray (GLEY 1 7/10Y). There is a large vertical burrow from 89-95 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,31,R,2,A,,,,194
369-U1516C-31R-3-A,0,40,467.16,467.56,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 6/5GY (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from greenish gray (GLEY 1 6/5GY) to a slightly darker greenish gray (GLEY 1 5/10GY).,color boundary or contact,linear,gradational,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1516,C,31,R,3,A,,,,195
369-U1516C-31R-3-A,40,150,467.56,468.66,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 5/10GY (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from greenish gray (GLEY 1 5/10GY) to a slightly darker grayish green (GLEY 1 4/5G_/1). There are small white specks on the darker greenish portions of the core.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,31,R,3,A,,,,196
369-U1516C-31R-4-A,0,119,468.66,469.85,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 5/10GY (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,Alternations in color from greenish gray (GLEY 1 5/10GY) to a slightly darker grayish green (GLEY 1 4/5G_/1). There are small white specks on the darker greenish portions of the core.,color boundary or contact,linear,sharp,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,31,R,4,A,,,,197
369-U1516C-31R-4-A,119,121,469.85,469.87,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,,,Void,,,,,,,,,,claystone,claystone,,,,369,U1516,C,31,R,4,A,,,,198
369-U1516C-32R-1-A,0,9,469.6,469.69,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,color boundary or contact,linear,sharp,,,,,,,claystone,claystone,,,,369,U1516,C,32,R,1,A,,,,199
369-U1516C-32R-1-A,9,47,469.69,470.07,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 3/5GY (very dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,There is a black layer at 12-13 cm. There are white grains infilling the burrows.,color boundary or contact,linear,sharp,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,32,R,1,A,,,,200
369-U1516C-32R-1-A,47,52,470.07,470.12,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,color boundary or contact,linear,sharp,,,,,,,claystone,claystone,,,,369,U1516,C,32,R,1,A,,,,201
369-U1516C-32R-1-A,52,68,470.12,470.28,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 3/5GY (very dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,,color boundary or contact,linear,gradational,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,32,R,1,A,,,,202
369-U1516C-32R-1-A,68,71,470.28,470.31,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 7/N (light gray),,parallel lamination,,,,clay [W22_1],1,,,,,,color boundary or contact,linear,gradational,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,32,R,1,A,,,,203
369-U1516C-32R-1-A,71,78,470.31,470.38,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),mottled,parallel lamination,,structureless,,clay [W22_1],1,,,moderate,2,In the top of this interval are parallel; laminations but it becomes mottled near the bottom.,color boundary or contact,linear,sharp,,,,,,,claystone,claystone,,,,369,U1516,C,32,R,1,A,,,,204
369-U1516C-32R-1-A,78,150,470.38,471.1,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 5/10GY (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,"Colors alternates from greenish gray (GLEY 1 6/10Y), to dark greenish gray (GLEY 1 4/10Y).",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,32,R,1,A,,,,205
369-U1516C-32R-2-A,0,150,471.1,472.6,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 5/10GY (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,There is a large vertical burrow from 99-107 cm. Color alternates between greenish gray (GLEY 1 6/10Y) and a slightly darker greenish gray (GLEY 1 5/5GY).,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,32,R,2,A,,,,206
369-U1516C-32R-3-A,0,117,472.6,473.77,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 5/10GY (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,Color alternates between greenish gray (GLEY 1 6/10Y) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,32,R,3,A,,,,207
369-U1516C-33R-1-A,0,23,474.4,474.63,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 5/10GY (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,"Gradational change in color from bottom to top (dark greenish gray (GLEY 1 4/10Y), to greenish gray (GLEY 1 5/10GY), to light greenish gray (GLEY 1 7/10Y).",color boundary or contact,straight,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,1,A,,,,208
369-U1516C-33R-1-A,23,42,474.63,474.82,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 5/10GY (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,"Gradational change in color from bottom to top (dark greenish gray (GLEY 1 4/10Y), to greenish gray (GLEY 1 5/10GY), to light greenish gray (GLEY 1 7/10Y).",color boundary or contact,straight,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,1,A,,,,209
369-U1516C-33R-1-A,42,101,474.82,475.41,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,Regular alternations of color to light greenish gray (GLEY 1 7/10Y) to greenish gray (GLEY 1 5/10Y).,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,1,A,,,,210
369-U1516C-33R-2-A,0,59,475.41,476,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,"Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N), to greenish gray (GLEY 1 5/5GY), to light greenish gray (GLEY 1 7/10Y).",color boundary or contact,straight,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,2,A,,,,211
369-U1516C-33R-2-A,59,78,476,476.19,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,"Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N), to greenish gray (GLEY 1 5/5GY), to greenish gray (GLEY 1 6/10Y).",color boundary or contact,straight,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,2,A,,,,212
369-U1516C-33R-2-A,78,112,476.19,476.53,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1,,,low,2,Gradational change in color from bottom to top (light greenish gray (GLEY 1 7/10Y) to greenish gray (GLEY 1 5/10Y).,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,2,A,,,,213
369-U1516C-33R-3-A,0,24,476.53,476.77,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,"Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N), to greenish gray (GLEY 1 5/10Y), to light greenish gray (GLEY 1 7/10Y).",color boundary or contact,straight,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,3,A,,,,214
369-U1516C-33R-3-A,24,44,476.77,476.97,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,"Gradational change in color from bottom to top (dark gray (GLEY 1 4/N), to greenish gray (GLEY 1 5/10Y), to greenish gray (GLEY 1 6/10Y)).",color boundary or contact,straight,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,3,A,,,,215
369-U1516C-33R-3-A,44,63,476.97,477.16,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,"Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N), to greenish gray (GLEY 1 5/10Y), to greenish gray (GLEY 1 6/10Y)).",color boundary or contact,straight,sharp,,,,,shell fragment,rare,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,3,A,,,,216
369-U1516C-33R-3-A,63,130,477.16,477.83,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/10Y (light greenish grey),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,"Gradational change in color from bottom to top (gray (GLEY 1 5/N), to greenish gray (GLEY 1 6/5GY), to light greenish gray (GLEY1 7/10Y)). Shell fragments are present at 80, 91, 100-102 and 107 cm.",color boundary or contact,straight,sharp,,,,,shell fragment,common,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,3,A,,,,217
369-U1516C-33R-4-A,0,101,477.93,478.94,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,,,,,,,,,shell fragment,rare,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,4,A,,,,218
369-U1516C-33R-5-A,0,72,478.94,479.66,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,"Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N), to dark greenish gray (GLEY 1 4/10Y), to greenish gray (GLEY1 6/10Y))",,,,,,,,shell fragment,rare,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,5,A,,,,219
369-U1516C-33R-5-A,72,80,479.66,479.74,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,,color boundary or contact,straight,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,5,A,,,,220
369-U1516C-33R-CC-A,0,22,479.74,479.96,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1516,C,33,R,CC,A,,,,221
