Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
350-U1437E-64R-4-A,350,U1437,E,64,64-4,R,4,A,0,62,1674.28,1674.9,VII,,,,"clast-supported, monomictic, evolved [2014]",lapillistone [2014],,"clast-supported, monomictic, evolved lapillistone","clast-supported, monomictic, evolved lapillistone",lapillistone,,green,consolidated [2014],granule [W22_2],8,pebble [W22_2],9,,irregular,diffuse,sub-horizontal,,moderate [2014],,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,,,,
350-U1437E-64R-4-A,350,U1437,E,64,64-4,R,4,A,62,72,1674.9,1675,VII,,,,,tuff [2014],,tuff,tuff,tuff,,gray,consolidated [2014],medium sand [W22_2],5,coarse sand [W22_2],6,,irregular,gradational,sub-horizontal,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-64R-4-A,350,U1437,E,64,64-4,R,4,A,72,146,1675,1675.74,VII,,,,"clast-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"clast-supported, polymictic, evolved lapilli-tuff","clast-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,consolidated [2014],granule [W22_2],8,pebble [W22_2],9,,,,,,moderate [2014],,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,,,,
350-U1437E-64R-5-A,350,U1437,E,64,64-5,R,5,A,0,24,1675.74,1675.98,VII,,,,"clast-supported, polymictic",lapilli-tuff [2014],,"clast-supported, polymictic lapilli-tuff","clast-supported, polymictic lapilli-tuff",lapilli-tuff,,green,,coarse sand [W22_2],6,pebble [W22_2],9,,planar,gradational,horizontal,,,reversely coarse-tail graded,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",angular,,,,,pumice [2014],angular,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-64R-5-A,350,U1437,E,64,64-5,R,5,A,24,63,1675.98,1676.37,VII,,,,,tuff [2014],with lapilli [2014],tuff,tuff with lapilli,tuff with lapilli,,green,,silt [W22_1],2,pebble [W22_2],9,,planar,gradational,horizontal,,,,,,,,,,vitric [2014],,,,,,,,,fiamme [2014],,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-64R-5-A,350,U1437,E,64,64-5,R,5,A,63,68,1676.37,1676.42,VII,,,,,tuff [2014],with lapilli [2014],tuff,tuff with lapilli,tuff with lapilli,,green,,fine sand [W22_2],4,pebble [W22_2],9,,planar,gradational,horizontal,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-64R-5-A,350,U1437,E,64,64-5,R,5,A,68,85,1676.42,1676.59,VII,,,,,tuff [2014],with lapilli [2014],tuff,tuff with lapilli,tuff with lapilli,,green,,silt [W22_1],2,pebble [W22_2],9,,planar,gradational,horizontal,,,,,,,,,,vitric [2014],,,,,,,,,fiamme [2014],,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-64R-5-A,350,U1437,E,64,64-5,R,5,A,85,91,1676.59,1676.65,VII,,,,"clast-supported, polymictic",lapilli-tuff [2014],,"clast-supported, polymictic lapilli-tuff","clast-supported, polymictic lapilli-tuff",lapilli-tuff,,green,,coarse sand [W22_2],6,pebble [W22_2],9,,planar,gradational,horizontal,,,reversely coarse-tail graded,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",angular,,,,,pumice [2014],angular,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-64R-5-A,350,U1437,E,64,64-5,R,5,A,91,150,1676.65,1677.24,VII,,,,,tuff [2014],,tuff,tuff,tuff,,green,,silt [W22_1],2,medium sand [W22_2],5,,,,,,,normally coarse-tail graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-64R-6-A,350,U1437,E,64,64-6,R,6,A,0,12,1677.24,1677.36,VII,,,,,tuff [2014],,tuff,tuff,tuff,,green,consolidated [2014],medium sand [W22_2],5,coarse sand [W22_2],6,,planar,sharp,inclined,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-64R-6-A,350,U1437,E,64,64-6,R,6,A,12,96,1677.36,1678.2,VII,0,,,closely intercalated,tuff [2014],with tuff [2014],closely intercalated tuff,closely intercalated tuff with tuff,tuff with tuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-64R-6-A,350,U1437,E,64,64-6,R,6,A,12,96,1677.36,1678.2,VII,1,intercalated 1,50,,tuff [2014],,tuff,tuff,tuff,50,green,consolidated [2014],medium sand [W22_2],5,coarse sand [W22_2],6,,,,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-64R-6-A,350,U1437,E,64,64-6,R,6,A,12,96,1677.36,1678.2,VII,2,intercalated 2,50,,tuff [2014],,tuff,tuff,tuff,50,gray,consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,,,,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-64R-7-A,350,U1437,E,64,64-7,R,7,A,0,6,1678.2,1678.26,VII,0,,,closely intercalated,tuff [2014],with tuff [2014],closely intercalated tuff,closely intercalated tuff with tuff,tuff with tuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-64R-7-A,350,U1437,E,64,64-7,R,7,A,0,6,1678.2,1678.26,VII,1,intercalated 1,50,,tuff [2014],,tuff,tuff,tuff,50,green,consolidated [2014],medium sand [W22_2],5,coarse sand [W22_2],6,,,,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-64R-7-A,350,U1437,E,64,64-7,R,7,A,0,6,1678.2,1678.26,VII,2,intercalated 2,50,,tuff [2014],,tuff,tuff,tuff,50,gray,consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,,planar,sharp,sub-horizontal,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-64R-7-A,350,U1437,E,64,64-7,R,7,A,6,21,1678.26,1678.41,VII,,,,,tuff [2014],,tuff,tuff,tuff,,green,consolidated [2014],medium sand [W22_2],5,coarse sand [W22_2],6,,planar,sharp,sub-horizontal,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-64R-7-A,350,U1437,E,64,64-7,R,7,A,21,44,1678.41,1678.64,VII,,,,,tuff [2014],,tuff,tuff,tuff,,gray,consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,,,bioturbated,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-64R-7-A,350,U1437,E,64,64-7,R,7,A,44,51,1678.64,1678.71,VII,,,,,tuff [2014],,tuff,tuff,tuff,,green,consolidated [2014],medium sand [W22_2],5,coarse sand [W22_2],6,,,bioturbated,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-64R-7-A,350,U1437,E,64,64-7,R,7,A,51,71,1678.71,1678.91,VII,,,,,tuff [2014],,tuff,tuff,tuff,,gray,consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,,,,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-65R-1-A,350,U1437,E,65,65-1,R,1,A,0,151,1680,1681.51,VII,0,,,closely intercalated,tuff [2014],with tuff [2014],closely intercalated tuff,closely intercalated tuff with tuff,tuff with tuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-65R-1-A,350,U1437,E,65,65-1,R,1,A,0,151,1680,1681.51,VII,1,intercalated 2,70,,tuff [2014],,tuff,tuff,tuff,70,green,,medium sand [W22_2],5,coarse sand [W22_2],6,,,sharp,inclined,,well [2014],normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-65R-1-A,350,U1437,E,65,65-1,R,1,A,0,151,1680,1681.51,VII,2,intercalated 1,30,,tuff [2014],,tuff,tuff,tuff,30,brown,,silt [W22_1],2,,,,,sharp,inclined,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-65R-2-A,350,U1437,E,65,65-2,R,2,A,0,20,1681.51,1681.71,VII,,,,,tuff [2014],,tuff,tuff,tuff,,green,,medium sand [W22_2],5,coarse sand [W22_2],6,,,sharp to gradational,inclined,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-65R-2-A,350,U1437,E,65,65-2,R,2,A,20,59,1681.71,1682.1,VII,,,,,tuff [2014],,tuff,tuff,tuff,,green,,coarse sand [W22_2],6,granule [W22_2],8,,,sharp,inclined,,well [2014],normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-65R-2-A,350,U1437,E,65,65-2,R,2,A,59,134,1682.1,1682.85,VII,0,,,closely intercalated,tuff [2014],with tuff [2014],closely intercalated tuff,closely intercalated tuff with tuff,tuff with tuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-65R-2-A,350,U1437,E,65,65-2,R,2,A,59,134,1682.1,1682.85,VII,1,intercalated 1,70,,tuff [2014],,tuff,tuff,tuff,70,brown,,silt [W22_1],2,,,,,sharp,inclined,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-65R-2-A,350,U1437,E,65,65-2,R,2,A,59,134,1682.1,1682.85,VII,2,intercalated 2,30,,tuff [2014],,tuff,tuff,tuff,30,green,,medium sand [W22_2],5,coarse sand [W22_2],6,,,sharp,inclined,,well [2014],normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-65R-3-A,350,U1437,E,65,65-3,R,3,A,0,52,1682.85,1683.37,VII,,,,,tuff [2014],,tuff,tuff,tuff,,green,,silt [W22_1],2,fine sand [W22_2],4,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-65R-3-A,350,U1437,E,65,65-3,R,3,A,52,70,1683.37,1683.55,VII,,,,"clast-supported, polymictic",lapilli-tuff [2014],,"clast-supported, polymictic lapilli-tuff","clast-supported, polymictic lapilli-tuff",lapilli-tuff,,green,,coarse sand [W22_2],6,pebble [W22_2],9,,,not recovered,,,,,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",,,,,,pumice [2014],,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-66R-1-A,350,U1437,E,66,66-1,R,1,A,0,138,1689.7,1691.08,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,,,not recovered,,,moderate [2014],normally graded,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,feldspar,subhedral,,,,,,,,,,,,,,,
350-U1437E-66R-2-A,350,U1437,E,66,66-2,R,2,A,0,34,1691.08,1691.42,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,,planar,sharp to gradational,inclined,,moderate [2014],non-graded,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,feldspar,subhedral,,,,,,,,,,,,,,,
350-U1437E-66R-2-A,350,U1437,E,66,66-2,R,2,A,34,128,1691.42,1692.36,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,,,not recovered,,,moderate [2014],normally graded,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,feldspar,subhedral,,,,,,,,,,,,,,,
350-U1437E-66R-2-A,350,U1437,E,66,66-2,R,2,A,128,151,1692.36,1692.59,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,,,not recovered,,,moderate [2014],normally graded,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,feldspar,subhedral,,,,,,,,,,,,,,,
350-U1437E-66R-3-A,350,U1437,E,66,66-3,R,3,A,0,61,1692.59,1693.2,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,,curviplanar,sharp to gradational,,,moderate [2014],reversely graded,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,feldspar,subhedral,,,,,,,,,,,,,,,
350-U1437E-66R-3-A,350,U1437,E,66,66-3,R,3,A,61,122,1693.2,1693.81,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,consolidated [2014],coarse sand [W22_2],6,granule [W22_2],8,,planar,sharp,sub-horizontal,,moderate [2014],normally graded,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,feldspar,subhedral,,,,,,,,,,,,,,,
350-U1437E-66R-3-A,350,U1437,E,66,66-3,R,3,A,122,144,1693.81,1694.03,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,consolidated [2014],coarse sand [W22_2],6,granule [W22_2],8,,,not recovered,,,moderate [2014],normally graded,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,feldspar,subhedral,,,,,,,,,,,,,,,
350-U1437E-66R-4-A,350,U1437,E,66,66-4,R,4,A,0,89,1694.03,1694.92,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,,curviplanar,sharp,inclined,,,normally graded,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,"glass, dense [2014]",sub-rounded,,,,,feldspar,subhedral,,,,,,,,,,,,,,,
350-U1437E-66R-4-A,350,U1437,E,66,66-4,R,4,A,89,151,1694.92,1695.54,VII,,,,"matrix-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, polymictic, evolved tuff-breccia","matrix-supported, polymictic, evolved tuff-breccia",tuff-breccia,,dark green,consolidated [2014],coarse sand [W22_2],6,cobble [W22_2],10,,,not recovered,,,,,,,,,,,lithic [2014],vitric [2014],lithic [2014],"volcanic, evolved [2014]",sub-rounded,"volcanic, mafic [2014]",sub-rounded,,,"glass, dense [2014]",sub-rounded,,,,,feldspar,subhedral,,,,,,,,,,,,,,,
350-U1437E-66R-5-A,350,U1437,E,66,66-5,R,5,A,0,150,1695.54,1697.04,VII,,,,"matrix-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, polymictic, evolved tuff-breccia","matrix-supported, polymictic, evolved tuff-breccia",tuff-breccia,,dark green,consolidated [2014],coarse sand [W22_2],6,cobble [W22_2],10,,,not recovered,,,,,,,,,,,lithic [2014],vitric [2014],lithic [2014],"volcanic, evolved [2014]",sub-rounded,"volcanic, mafic [2014]",sub-rounded,,,"glass, dense [2014]",sub-rounded,,,,,feldspar,subhedral,,,,,,,,,,,,,,,
350-U1437E-66R-6-A,350,U1437,E,66,66-6,R,6,A,0,67,1697.04,1697.71,VII,,,,"matrix-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, polymictic, evolved tuff-breccia","matrix-supported, polymictic, evolved tuff-breccia",tuff-breccia,,dark green,consolidated [2014],coarse sand [W22_2],6,cobble [W22_2],10,,irregular,diffuse,,,,,,,,,,,lithic [2014],vitric [2014],lithic [2014],"volcanic, evolved [2014]",sub-rounded,"volcanic, mafic [2014]",sub-rounded,,,"glass, dense [2014]",sub-rounded,,,,,feldspar,subhedral,,,,,,,,,,,,,,,
350-U1437E-66R-6-A,350,U1437,E,66,66-6,R,6,A,67,90,1697.71,1697.94,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,consolidated [2014],coarse sand [W22_2],6,cobble [W22_2],10,,,not recovered,,,,non-graded,,,,,,,vitric [2014],lithic [2014],lithic [2014],"volcanic, evolved [2014]",sub-rounded,"volcanic, mafic [2014]",sub-rounded,,,"glass, dense [2014]",sub-rounded,,,,,feldspar,subhedral,,,,,,,,,,,,,,,
350-U1437E-67R-1-A,350,U1437,E,67,67-1,R,1,A,0,41,1699.5,1699.91,VII,,,,"matrix-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, polymictic, evolved tuff-breccia","matrix-supported, polymictic, evolved tuff-breccia",tuff-breccia,,dark green,,coarse sand [W22_2],6,cobble [W22_2],10,,curviplanar,diffuse,sub-vertical,,,,,,,,,,lithic [2014],vitric [2014],,"volcanic, evolved [2014]",angular,,,,,"glass, dense [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,
350-U1437E-67R-1-A,350,U1437,E,67,67-1,R,1,A,41,63,1699.91,1700.13,VII,,,,,tuff [2014],,tuff,tuff,tuff,,green,,medium sand [W22_2],5,coarse sand [W22_2],6,,curviplanar,diffuse,sub-vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-67R-1-A,350,U1437,E,67,67-1,R,1,A,63,74,1700.13,1700.24,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,,medium sand [W22_2],5,pebble [W22_2],9,,curviplanar,diffuse,sub-vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-67R-1-A,350,U1437,E,67,67-1,R,1,A,74,105,1700.24,1700.55,VII,,,,,tuff [2014],,tuff,tuff,tuff,,green,,medium sand [W22_2],5,coarse sand [W22_2],6,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-67R-2-A,350,U1437,E,67,67-2,R,2,A,0,56,1700.55,1701.11,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,,medium sand [W22_2],5,pebble [W22_2],9,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-68R-1-A,350,U1437,E,68,68-1,R,1,A,0,27,1701,1701.27,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],with lapilli [2014],"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff with lapilli",lapilli-tuff with lapilli,,green,,medium sand [W22_2],5,pebble [W22_2],9,,irregular,diffuse,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-68R-1-A,350,U1437,E,68,68-1,R,1,A,27,76,1701.27,1701.76,VII,,,,"clast-supported, polymictic, evolved [2014]",lapillistone [2014],,"clast-supported, polymictic, evolved lapillistone","clast-supported, polymictic, evolved lapillistone",lapillistone,,green,,granule [W22_2],8,pebble [W22_2],9,,irregular,diffuse,,,,,,,,,,,lithic [2014],vitric [2014],,"volcanic, evolved [2014]",sub-rounded,mudstone [2014],sub-rounded,,,pumice [2014],,,,,,,,,,,,,,,,,,,,,,
350-U1437E-68R-1-A,350,U1437,E,68,68-1,R,1,A,76,91,1701.76,1701.91,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,,medium sand [W22_2],5,pebble [W22_2],9,,irregular,diffuse,,,,,,,,,,,,,,,,,,,,pumice [2014],,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-68R-1-A,350,U1437,E,68,68-1,R,1,A,91,145,1701.91,1702.45,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],with lapilli [2014],"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff with lapilli",lapilli-tuff with lapilli,,green,,granule [W22_2],8,pebble [W22_2],9,,,not recovered,,,,,,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",sub-rounded,mudstone [2014],sub-rounded,,,pumice [2014],,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-68R-2-A,350,U1437,E,68,68-2,R,2,A,0,108,1702.45,1703.53,VII,,,,"clast-supported, polymictic",lapilli-tuff [2014],with consolidated breccia-conglomerate [2014],"clast-supported, polymictic lapilli-tuff","clast-supported, polymictic lapilli-tuff with consolidated breccia-conglomerate",lapilli-tuff with consolidated breccia-conglomerate,,green,,medium sand [W22_2],5,cobble [W22_2],10,,,not recovered,,,poor [2014],reversely graded,,none [DB86],0,,,,lithic [2014],vitric [2014],crystal [2014],"volcanic, evolved [2014]",angular,,,,,pumice [2014],angular,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-68R-3-A,350,U1437,E,68,68-3,R,3,A,0,17,1703.53,1703.7,VII,,,,,tuff [2014],,tuff,tuff,tuff,,dark green,,medium sand [W22_2],5,coarse sand [W22_2],6,faulted,,not recovered,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lithic matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-68R-3-A,350,U1437,E,68,68-3,R,3,A,17,150,1703.7,1705.03,VII,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, polymictic, evolved lapilli-tuff","matrix-supported, polymictic, evolved lapilli-tuff",lapilli-tuff,,green,,granule [W22_2],8,pebble [W22_2],9,faulted,,not recovered,,,moderate [2014],,,,,,,,lithic [2014],,,"volcanic, evolved [2014]",angular,,,,,,,,,,,,,,,,,,lithic matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-68R-4-A,350,U1437,E,68,68-4,R,4,A,0,132,1705.03,1706.35,VII,,,,"matrix-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, polymictic, evolved tuff-breccia","matrix-supported, polymictic, evolved tuff-breccia",tuff-breccia,,,,very coarse sand [W22_2],7,cobble [W22_2],10,,,not recovered,,,poor [2014],,,,,,,,lithic [2014],vitric [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,lithic matrix [2014],vitric matrix [2014],crystal matrix [2014],,,,,,,
350-U1437E-68R-5-A,350,U1437,E,68,68-5,R,5,A,0,46,1706.35,1706.81,VII,,,,"matrix-supported, polymictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, polymictic, evolved tuff-breccia","matrix-supported, polymictic, evolved tuff-breccia",tuff-breccia,,green,,cobble [W22_2],10,cobble [W22_2],10,,,not recovered,,,poor [2014],,,,,,,,lithic [2014],,,"volcanic, evolved [2014]",sub-rounded,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],lithic matrix [2014],,,,,,,
