Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
341-U1420A-51R-1-A,0,29.5,477.6,477.895,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"1 clast sandstone 6 cm, at 1 cm, subangular;",,,,,,341,U1420,A,51,R,1,A,,,,280
341-U1420A-51R-1-A,29.5,36.5,477.895,477.965,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1420,A,51,R,1,A,,,,281
341-U1420A-51R-1-A,36.5,67,477.965,478.27,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1420,A,51,R,1,A,,,,282
341-U1420A-51R-1-A,67,76,478.27,478.36,silty,mud [Leg210],with common clasts,silty mud  with common clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1420,A,51,R,1,A,,,,283
341-U1420A-51R-1-A,76,97,478.36,478.57,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1420,A,51,R,1,A,,,,284
341-U1420A-51R-CC-A,0,16,478.57,478.73,silty,mud [Leg210],with common clasts,silty mud  with common clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1420,A,51,R,CC,A,,,,285
341-U1420A-51R-CC-A,16,21,478.73,478.78,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,51,R,CC,A,,,,286
341-U1420A-51R-CC-A,21,31,478.78,478.88,silty,mud [Leg210],,silty mud ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"3 washed pebbles, sandstone 4 cm, greywacke 3 cm, granitoid 5 cm;",,,,,,341,U1420,A,51,R,CC,A,,,,287
341-U1420A-51R-CC-A,31,31,478.88,478.88,sandy,,,sandy mud ,,,,,,,,,,,,,,,,,,,,,,,,341,U1420,A,51,R,CC,A,,,,288
341-U1420A-52R-1-A,0,108,487.3,488.38,sandy,mud [Leg210],with dispersed clasts,sandy mud  with dispersed clasts,,,,N 4 (dark gray),,,present [A79],14,,,,,,,,,,,,,,,,341,U1420,A,52,R,1,A,,,,289
341-U1420A-52R-1-A,22,27,487.52,487.57,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1420,A,52,R,1,A,,,,290
341-U1420A-52R-1-A,27,37,487.57,487.67,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1420,A,52,R,1,A,,,,291
341-U1420A-52R-1-A,108,126,488.38,488.56,,clast-rich diamict [M89m],with volcanic ash [Leg339],clast-rich diamict  with volcanic ash ,trace amount,1,,N 3 (very dark gray),,,,,,,,,,,,,,"clast rich diamict with sandy matrix, granules and pebbles (up to 0.8 cm): siltstone, greenstone, quartz (plus sandsized volc. glass)",,,,,,341,U1420,A,52,R,1,A,,,,292
341-U1420A-52R-2-#1-A,0,4,488.56,488.6,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,52,R,2,A,,,,293
341-U1420A-52R-2-#10-A,0,4,489.05,489.09,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,52,R,2,A,,,,294
341-U1420A-52R-2-#11-A,0,6,489.09,489.15,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,52,R,2,A,,,,295
341-U1420A-52R-2-#2-A,0,4,488.6,488.64,,,,,,,,,,,present [A79],1,,,,,,,,,,brecciated green metamorphic rock,,,,,,341,U1420,A,52,R,2,A,,,,296
341-U1420A-52R-2-#3-A,0,4,488.64,488.68,,,,,,,,,,,present [A79],1,,,,,,,,,,granite,,,,,,341,U1420,A,52,R,2,A,,,,297
341-U1420A-52R-2-#4-A,0,8,488.68,488.76,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,52,R,2,A,,,,298
341-U1420A-52R-2-#5-A,0,4,488.76,488.8,,,,,,,,,,,present [A79],1,,,,,,,,,,brecciated green metamorphic rock,,,,,,341,U1420,A,52,R,2,A,,,,299
341-U1420A-52R-2-#6-A,0,5,488.8,488.85,,,,,,,,,,,present [A79],2,,,,,,,,,,one siltstone and one granite pebble,,,,,,341,U1420,A,52,R,2,A,,,,300
341-U1420A-52R-2-#7-A,0,7,488.85,488.92,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,52,R,2,A,,,,301
341-U1420A-52R-2-#8-A,0,9,488.92,489.01,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,52,R,2,A,,,,302
341-U1420A-52R-2-#9-A,0,4,489.01,489.05,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,52,R,2,A,,,,303
341-U1420A-53R-1-#1-A,0,5,497,497.05,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,53,R,1,A,,,,304
341-U1420A-53R-1-#2-A,0,4,497.05,497.09,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,53,R,1,A,,,,305
341-U1420A-53R-1-#3-A,0,5,497.09,497.14,,,,,,,,,,,present [A79],1,,,,,,,,,,greywacke,,,,,,341,U1420,A,53,R,1,A,,,,306
341-U1420A-53R-1-#4-A,0,5,497.14,497.19,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,53,R,1,A,,,,307
341-U1420A-53R-1-#5-A,0,2,497.19,497.21,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,53,R,1,A,,,,308
341-U1420A-53R-1-#6-A,0,5,497.21,497.26,,,,,,,,,,,present [A79],3,pebble [W22_2],subrounded,pebble [W22_2],subrounded,,,,,,"laminated siltstone, siltstone, granite",,,,,,341,U1420,A,53,R,1,A,,,,309
341-U1420A-54R-1-#1-A,0,6,506.7,506.76,,,,,,,,,,,present [A79],1,,,,,,,,,,vesicular basalt,,,,,,341,U1420,A,54,R,1,A,,,,310
341-U1420A-54R-1-#2-A,0,4,506.76,506.8,,,,,,,,,,,present [A79],1,,,,,,,,,,granite,,,,,,341,U1420,A,54,R,1,A,,,,311
341-U1420A-54R-1-#3-A,0,4,506.8,506.84,,,,,,,,,,,present [A79],2,,,pebble [W22_2],subrounded,pebble [W22_2],subrounded,,,,"metasandstone, siltstone pebbles",,,,,,341,U1420,A,54,R,1,A,,,,312
341-U1420A-54R-1-#4-A,0,4,506.84,506.88,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,54,R,1,A,,,,313
341-U1420A-57R-1-#1-A,0,12,535.8,535.92,,,,,,,,,,,present [A79],2,,,,,,,,,,two chunks of dark gray clast-rich diamict,,,,,,341,U1420,A,57,R,1,A,,,,314
341-U1420A-57R-1-#10-A,0,4,536.37,536.41,,,,,,,,,,,present [A79],1,,,,,,,,,,greenstone,,,,,,341,U1420,A,57,R,1,A,,,,315
341-U1420A-57R-1-#2-A,0,4,535.92,535.96,,,,,,,,,,,present [A79],1,,,,,,,,,,metasandstone,,,,,,341,U1420,A,57,R,1,A,,,,316
341-U1420A-57R-1-#3-A,0,6,535.96,536.02,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,57,R,1,A,,,,317
341-U1420A-57R-1-#4-A,0,6,536.02,536.08,,,,,,,,,,,present [A79],1,,,,,,,,,,metasiltstone,,,,,,341,U1420,A,57,R,1,A,,,,318
341-U1420A-57R-1-#5-A,0,5,536.08,536.13,,,,,,,,,,,present [A79],1,,,,,,,,,,metasiltstone,,,,,,341,U1420,A,57,R,1,A,,,,319
341-U1420A-57R-1-#6-A,0,5,536.13,536.18,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1420,A,57,R,1,A,,,,320
341-U1420A-57R-1-#7-A,0,6,536.18,536.24,,,,,,,,,,,present [A79],1,,,,,,,,,,metasiltstone,,,,,,341,U1420,A,57,R,1,A,,,,321
341-U1420A-57R-1-#8-A,0,7,536.24,536.31,,,,,,,,,,,present [A79],4,,,,,,,,,,4 siltstone pebbles,,,,,,341,U1420,A,57,R,1,A,,,,322
341-U1420A-57R-1-#9-A,0,6,536.31,536.37,,,,,,,,,,,present [A79],1,,,,,,,,,,siltstone,,,,,,341,U1420,A,57,R,1,A,,,,323
341-U1420A-58R-1-A,0,85,545.5,546.35,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,shell fragment,,,"clayey clast-rich diamict with grains, granules and pebbles (up to 3 cm): granitoid, siltstone, sandstone, shell fragment @ 34 cm",,,,,,341,U1420,A,58,R,1,A,,,,324
341-U1420A-58R-1-A,85,130,546.35,546.8,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandy clast-rich diamict; granules and pebbles (up to 1 cm): siltstone, sandstone, greenstone",,,,,,341,U1420,A,58,R,1,A,,,,325
341-U1420A-58R-1-A,130,150,546.8,547,,,,,,,,,,,,,,,,,,,,,,DAIG sample,,,,,,341,U1420,A,58,R,1,A,,,,326
341-U1420A-58R-2-A,0,101,547,548.01,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"clayey clast-rich diamict with granules and pebbles (up to 1 cm) of granitoids, siltstones, quartz; shell fragment @ 90 cm",,,,,,341,U1420,A,58,R,2,A,,,,327
341-U1420A-58R-2-A,101,113,548.01,548.13,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1420,A,58,R,2,A,,,,328
341-U1420A-58R-3-A,0,50,548.13,548.63,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"clayey clast-poor diamict with granules and pebbles (up to 1 cm) of siltstone, chert and gneiss",,,,,,341,U1420,A,58,R,3,A,,,,329
341-U1420A-58R-3-A,50,84,548.63,548.97,sandy,clast-rich diamict [M89m],with volcanic ash [Leg339],sandy clast-rich diamict  with volcanic ash ,trace amount,1,,N 3 (very dark gray),,,,,,,,,,,,,,"sandy/silty clast-rich diamict with granules and pebbles (up to 2 cm) of siltstone, granitoid, greenstone and volc ash",,,,,,341,U1420,A,58,R,3,A,,,,330
341-U1420A-58R-CC-A,0,20,548.97,549.17,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,trace amount,1,,N 3 (very dark gray),,,,,,,,,,,,,,"sandy clast-rich diamict with granules and pebbles (up to 2 cm) of granitoid, siltstone, greenstone",,,,,,341,U1420,A,58,R,CC,A,,,,331
341-U1420A-58R-CC-A,20,25,549.17,549.22,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1420,A,58,R,CC,A,,,,332
341-U1420A-58R-CC-A,25,32,549.22,549.29,,,,,,,,,,,present [A79],1,,,,,,,,,,metasiltstone,,,,,,341,U1420,A,58,R,CC,A,,,,333
341-U1420A-59R-1-A,0,130,555.2,556.5,sandy,mud [Leg210],with common clasts,sandy mud  with common clasts,,,,10Y 4/1 (dark greenish gray),,,present [A79],,,,,,,,,,,"- mud with common clasts
- multiple pods of sand and granules
- shell fragment at ~76.5 cm
- clasts of granules to pebble size including siltstone, metasediment, granitoids, dioritic fragments, greenstone, quartz
- many small black grains (<1 mm) -> ferromagnesium minerals / hornblende
- smear slide 58: sandy mud
",,,,,,341,U1420,A,59,R,1,A,,,,334
341-U1420A-59R-1-A,130,150,556.5,556.7,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,present [A79],3,,,,,,,,,,"- mud with dispersed clasts
- mostly granules and few pebbles of greenstone, sandstone, granitoids and mudstone(?) (from section 2)

",,,,,,341,U1420,A,59,R,1,A,,,,335
341-U1420A-59R-2-A,0,140,556.7,558.1,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,present [A79],22,,,,,,,,,,"- mud with dispersed clasts
- mostly granules and few pebbles of greenstone, sandstone, granitoids and mudstone(?)
- minor gap between sediment and liner along most of section length
- smear slide 90: mud with diatoms; sponge spicules and volcanic ash are present
- ~91: small shell fragments",,,,,,341,U1420,A,59,R,2,A,,,,336
341-U1420A-59R-2-A,140,150,558.1,558.2,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1420,A,59,R,2,A,,,,337
341-U1420A-59R-3-A,0,116,558.2,559.36,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,present [A79],13,,,,,,,,,,"- mud with dispersed clasts
- mostly granules and two pebbles
- clasts mostly metasediments(?) -> difficult to identify
- also hornblende?, granitoids
- pebbles: metasediment
- occasional cracks & some gaps between sediment & liner wall

~57-58: pod of fine to medium sand

smear slide 60: mud with sponge spiculres & diatoms
",,,,,,341,U1420,A,59,R,3,A,,,,338
341-U1420A-59R-CC-A,0,28,559.36,559.64,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,present [A79],4,,,,,,,,,,"- mud with dispersed clasts
- clast composition difficult to identify, but probably metasediment & granitoid",,,,,,341,U1420,A,59,R,CC,A,,,,339
341-U1420A-60R-1-A,0,46,564.9,565.36,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],9,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,shell fragment,,,"clasts include: granitoid, siltstone, quartz, sandstone (all less than 2cm);
shell fragment @ 13cm",,,,,,341,U1420,A,60,R,1,A,,,,340
341-U1420A-60R-CC-A,0,18,565.36,565.54,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],11,,,pebble [W22_2],subrounded,,,,,,"clasts include: sandstone, siltstone, mudstone, quartz;
most ~1cm, up to 5cm",,,,,,341,U1420,A,60,R,CC,A,,,,341
341-U1420A-60R-CC-A,18,23,565.54,565.59,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,60,R,CC,A,,,,342
341-U1420A-60R-CC-A,23,30,565.59,565.66,,,,,,,,,,,present [A79],,,,,,,,,,,sandstone with foliation,,,,,,341,U1420,A,60,R,CC,A,,,,343
341-U1420A-61R-1-A,0,40,574.6,575,muddy [Leg339],clast-rich diamict [M89m],with silt [Leg339],muddy  clast-rich diamict  with silt ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"laminated sandstone 1, sandstone 5, siltstone 2, granite 1, vein qtz 1, rhyolite 1, basalt 1, ",,,,,,341,U1420,A,61,R,1,A,,,,344
341-U1420A-61R-1-A,40,45,575,575.05,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,61,R,1,A,,,,345
341-U1420A-61R-1-A,45,49,575.05,575.09,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1420,A,61,R,1,A,,,,346
341-U1420A-62R-1-A,0,75,584.3,585.05,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"cm; siltst 3, vein qtz 3, basalt 3, sandst 3, mudst 5",,,,,,341,U1420,A,62,R,1,A,,,,347
341-U1420A-62R-1-A,75,80,585.05,585.1,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,62,R,1,A,,,,348
341-U1420A-62R-1-A,80,94,585.1,585.24,,,,,,,,,,,,,,,,,,,,,,2 sandstone pebbles 5 cm,,,,,,341,U1420,A,62,R,1,A,,,,349
341-U1420A-63R-1-A,0,24,594,594.24,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,present [A79],5,pebble [W22_2],subrounded,,,,,,,,,,,,,,341,U1420,A,63,R,1,A,,,,350
341-U1420A-63R-1-A,24,44,594.24,594.44,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),moderate [DB86],2,present [A79],1,,,,,,,,,,,,,,,,341,U1420,A,63,R,1,A,,,,351
341-U1420A-63R-1-A,44,117,594.44,595.17,silty,mud [Leg210],,silty mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,pebble [W22_2],subrounded,,,,,,plus many small clasts (1-2mm),,,,,,341,U1420,A,63,R,1,A,,,,352
341-U1420A-63R-1-A,117,150,595.17,595.5,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,present [A79],1,,,,,,,,,,,,,,,,341,U1420,A,63,R,1,A,,,,353
341-U1420A-63R-2-A,0,37,595.5,595.87,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,present [A79],1,,,,,,,,,,,,,,,,341,U1420,A,63,R,2,A,,,,354
341-U1420A-63R-2-A,37,52,595.87,596.02,,mud [Leg210],with foraminifers [Leg339],mud  with foraminifers ,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,present [A79],3,,,,,,,,,,,,,,,,341,U1420,A,63,R,2,A,,,,355
341-U1420A-63R-2-A,52,130,596.02,596.8,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,present [A79],3,,,,,,,,,,"siltstone, sandstone, granitoid (small pebbles)",,,,,,341,U1420,A,63,R,2,A,,,,356
341-U1420A-63R-2-A,130,140,596.8,596.9,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1420,A,63,R,2,A,,,,357
341-U1420A-63R-3-A,0,9,596.9,596.99,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1420,A,63,R,3,A,,,,358
341-U1420A-63R-3-A,9,139,596.99,598.29,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],21,,,pebble [W22_2],subrounded,pebble [W22_2],subangular,,,,"clasts: sandstone, siltstone, granitoid, quartzite",,,,,,341,U1420,A,63,R,3,A,,,,359
341-U1420A-63R-4-A,0,113,598.29,599.42,silty,mud [Leg210],with dispersed clasts,silty mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,shell fragment,,,"siltst 5, sandst 1, basalt 1, mudst 2; cut shell at 54 cm, small shell fragments dispersed below;",gradational contact,,,,,341,U1420,A,63,R,4,A,,,,360
341-U1420A-63R-4-A,113,150,599.42,599.79,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandst 6, siltst 4, basalt 2;",,,,,,341,U1420,A,63,R,4,A,,,,361
341-U1420A-63R-5-A,0,132,599.79,601.11,silty,mud [Leg210],with common clasts,silty mud  with common clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"siltst 8, sandst 9, basalt 5, granite 3, vein qtz 2; ",,,,,,341,U1420,A,63,R,5,A,,,,362
341-U1420A-63R-CC-A,0,20,601.11,601.31,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"granite 2, basalt 2, siltst 4;",,,,,,341,U1420,A,63,R,CC,A,,,,363
341-U1420A-63R-CC-A,20,25,601.31,601.36,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,63,R,CC,A,,,,364
341-U1420A-64R-1-A,0,112,603.7,604.82,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandst 10, siltst 8, granite 1, rhyolite 1, mudstone 1, gneiss, basalt, vein qtz 5",,,,,,341,U1420,A,64,R,1,A,,,,365
341-U1420A-64R-2-A,0,60,604.82,605.42,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"granitoid 1, basalt 1, siltst 7, sandst 6, vein qtz 1, argillite 1, granite 1",,,,,,341,U1420,A,64,R,2,A,,,,366
341-U1420A-64R-CC-A,0,12,605.42,605.54,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandst 2, siltst 1, rhyolite breccia 1",,,,,,341,U1420,A,64,R,CC,A,,,,367
341-U1420A-64R-CC-A,12,17,605.54,605.59,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,64,R,CC,A,,,,368
341-U1420A-64R-CC-A,17,23,605.59,605.65,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1420,A,64,R,CC,A,,,,369
341-U1420A-65R-1-A,0,137,613.4,614.77,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandstone 6, basalt 1, granite 3, argillite 1, quarzite 1, greywacke 1, siltst 5, vein qtz",,,,,,341,U1420,A,65,R,1,A,,,,370
341-U1420A-65R-1-A,137,147,614.77,614.87,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1420,A,65,R,1,A,,,,371
341-U1420A-65R-2-A,0,130,614.87,616.17,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"basalt 3, sandst 7, siltst 5, mudstone 3, vein qtz 4,",,,,,,341,U1420,A,65,R,2,A,,,,372
341-U1420A-65R-2-A,130,150,616.17,616.37,,,,,,,,,,,,,,,,,,,,,,DAIG,,,,,,341,U1420,A,65,R,2,A,,,,373
341-U1420A-65R-3-A,0,124,616.37,617.61,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"siltst 9, sandst 11, basalt 2, granite 1, quarzite 1",,,,,,341,U1420,A,65,R,3,A,,,,374
341-U1420A-65R-CC-A,0,31,617.61,617.92,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,sandst 2,,,,,,341,U1420,A,65,R,CC,A,,,,375
341-U1420A-65R-CC-A,31,36,617.92,617.97,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,65,R,CC,A,,,,376
341-U1420A-66R-1-A,0,150,623.1,624.6,silty,clast-poor diamict [M89m],,silty clast-poor diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,,,,,,,shell fragment,,,"clasts include: siltstone, sandstone, basalt, quartz, granite;
shell fragments @ 39, 55, 122cm",,,,,,341,U1420,A,66,R,1,A,,,,377
341-U1420A-66R-2-A,0,125,624.6,625.85,silty,clast-poor diamict [M89m],,silty clast-poor diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,,,,,,,,,,"clasts include: granitoid, siltstone, sandstone, basalt, quartz;
clasts @ 26cm with rind",,,,,,341,U1420,A,66,R,2,A,,,,378
341-U1420A-66R-2-A,125,135,625.85,625.95,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1420,A,66,R,2,A,,,,379
341-U1420A-66R-3-A,0,69,625.95,626.64,silty,clast-poor diamict [M89m],,silty clast-poor diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,,,,,,,,,,"clasts include: siltstone, sandstone, granite, basalt (all ~1cm or less)",,,,,,341,U1420,A,66,R,3,A,,,,380
341-U1420A-66R-CC-A,0,23,626.64,626.87,silty,clast-poor diamict [M89m],,silty clast-poor diamict ,,,,N 3 (very dark gray),none [DB86],0,present [A79],,,,,,,,,,,"clasts include: siltstone, sandstone",,,,,,341,U1420,A,66,R,CC,A,,,,381
341-U1420A-67R-1-A,0,121,632.8,634.01,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"basalt 5, rhyolite 2, granite 5, gabbro 1, siltst 10, sandst 10, vein qtz 3
",,,,,,341,U1420,A,67,R,1,A,,,,382
341-U1420A-67R-2-A,0,52,634.01,634.53,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandst 3, siltst 2, mudst 1",,,,,,341,U1420,A,67,R,2,A,,,,383
341-U1420A-67R-CC-A,0,19,634.53,634.72,,,,,,,,,,,,,,,,,,,,,,"siltst 5, sandst 2, argillite 1,",,,,,,341,U1420,A,67,R,CC,A,,,,384
341-U1420A-68R-1-A,0,125,642.5,643.75,silty,mud [Leg210],with common clasts,silty mud  with common clasts,,,,N 3 (very dark gray),none [DB86],0,present [A79],,pebble [W22_2],subangular,pebble [W22_2],subrounded,,,shell fragment,,,"clasts include: basalt, sandstone, granite, siltstone, rhyolite, quartz;
shell fragment @ 23cm",,,,,,341,U1420,A,68,R,1,A,,,,385
341-U1420A-68R-2-A,0,74,643.75,644.49,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandstone 6, basalt 2, rhyolite 1, siltst 5, vein qtz 1",,,,,,341,U1420,A,68,R,2,A,,,,386
341-U1420A-68R-CC-A,0,24,644.49,644.73,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"siltst 2, sandst 3, quarzite 1",,,,,,341,U1420,A,68,R,CC,A,,,,387
341-U1420A-68R-CC-A,24,29,644.73,644.78,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1420,A,68,R,CC,A,,,,388
341-U1420A-69R-1-A,0,140,652.2,653.6,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- clasts of granules and pebbles
- clasts include greenstone, sandstones, granitoids, vein quartz, basalt(?), siltstone, rhyolitic fragments, gneiss (e.g. sec. 3)

- few shell fragments e.g. sect. 1, ~76 cm, ~114 cm

- smear slide 110: mud with sand and trace of volcanic ash",,,,,,341,U1420,A,69,R,1,A,,,,389
341-U1420A-69R-1-A,140,150,653.6,653.7,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1420,A,69,R,1,A,,,,390
341-U1420A-69R-2-A,0,56,653.7,654.26,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- clasts of granules and pebbles
- clasts include greenstone, sandstones, granitoids, vein quartz, basalt(?), siltstone, rhyolitic fragments, gneiss (e.g. sec. 3)",,,,,,341,U1420,A,69,R,2,A,,,,391
341-U1420A-69R-CC-A,0,8,654.26,654.34,,,,,,,,,,,,,,,,,,,,,,- gneiss pebble,,,,,,341,U1420,A,69,R,CC,A,,,,392
341-U1420A-69R-CC-A,8,13,654.34,654.39,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1420,A,69,R,CC,A,,,,393
