Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
371-U1509A-35R-3-A,0.0,130.0,310.7,312.0,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,heavy [DB91],4,Tilted bedding at ~25 degrees and show crosscutting relation with pale green laminae. Microfaults in pale green laminae is observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,35,R,3,A,,,
371-U1509A-35R-4-A,0.0,105.0,312.0,313.05,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,heavy [DB91],4,Tilted bedding at ~10 degrees and show crosscutting relation with pale green laminae. Microfaults in pale green laminae is observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,35,R,4,A,,,
371-U1509A-35R-5-A,0.0,58.0,313.2,313.78,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,heavy [DB91],4,Pale green laminae is observed.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,35,R,5,A,,,
371-U1509A-35R-CC-A,0.0,9.0,313.78,313.87,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,35,R,CC,A,,,
371-U1509A-36R-1-A,0.0,152.0,317.3,318.82,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Pale green laminae and darker brown burrows tilted ~20 degrees, many of them cut and displaced by microfaults.",,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,36,R,1,A,,,
371-U1509A-36R-2-A,0.0,150.0,318.82,320.32,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Pale green laminae and darker brown burrows tilted ~20 degrees, many of them cut and displaced by microfaults.",,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,36,R,2,A,,,
371-U1509A-36R-3-A,0.0,150.0,320.32,321.82,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Pale green laminae and darker brown burrows tilted ~20 degrees, many of them cut and displaced by microfaults.",,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,36,R,3,A,,,
371-U1509A-36R-4-A,0.0,150.0,321.82,323.32,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Pale green laminae and darker brown burrows tilted ~20 degrees, many of them cut and displaced by microfaults.",,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,36,R,4,A,,,
371-U1509A-36R-5-A,0.0,149.0,323.32,324.81,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Pale green laminae and darker brown burrows tilted ~20 degrees, many of them cut and displaced by microfaults.",,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,36,R,5,A,,,
371-U1509A-36R-6-A,0.0,129.0,324.81,326.1,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Pale green laminae and darker brown burrows tilted ~20 degrees, many of them cut and displaced by microfaults.",,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,36,R,6,A,,,
371-U1509A-37R-1-A,0.0,110.0,326.9,328.0,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,slight [B06],2,"Pale green laminae and darker brown burrows tilted ~20 degrees, many of them cut and displaced by microfaults.",,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,37,R,1,A,,,
371-U1509A-37R-2-A,0.0,111.0,328.3,329.41,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,slight [B06],2,"Pale green laminae and darker brown burrows tilted ~20 degrees, many of them cut and displaced by microfaults.",,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,37,R,2,A,,,
371-U1509A-37R-2-A,111.0,148.0,329.41,329.78,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Pale green laminae and darker brown burrows tilted ~20 degrees, many of them cut and displaced by microfaults.",,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,37,R,2,A,,,
371-U1509A-37R-3-A,0.0,48.0,329.78,330.26,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,slight [B06],2,"Pale green laminae and darker brown burrows tilted ~20 degrees, many of them cut and displaced by microfaults.",,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,37,R,3,A,,,
371-U1509A-37R-3-A,48.0,102.0,330.26,330.8,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Pale green laminae and darker brown burrows tilted ~20 degrees, many of them cut and displaced by microfaults.",,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,37,R,3,A,,,
371-U1509A-37R-3-A,102.0,151.0,330.8,331.29,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,slight [B06],2,"Pale green laminae and darker brown burrows tilted ~20 degrees, many of them cut and displaced by microfaults.",,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,37,R,3,A,,,
371-U1509A-37R-4-A,0.0,48.0,331.29,331.77,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,slight [B06],2,"Pale green laminae and darker brown burrows tilted ~20 degrees, many of them cut and displaced by microfaults.",,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,37,R,4,A,,,
371-U1509A-37R-4-A,48.0,151.0,331.77,332.8,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Pale green laminae and darker brown burrows tilted ~20 degrees, many of them cut and displaced by microfaults.",,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,37,R,4,A,,,
371-U1509A-37R-5-A,0.0,139.0,332.8,334.19,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Pale green laminae and darker brown burrows tilted ~20 degrees, many of them cut and displaced by microfaults.",,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,37,R,5,A,,,
371-U1509A-37R-6-A,0.0,130.0,334.19,335.49,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Pale green laminae and darker brown burrows tilted ~20 degrees, many of them cut and displaced by microfaults.",,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,37,R,6,A,,,
371-U1509A-37R-7-A,0.0,96.0,335.64,336.6,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Pale green laminae and darker brown burrows tilted ~20 degrees, many of them cut and displaced by microfaults.",,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,37,R,7,A,,,
371-U1509A-38R-1-A,0.0,149.0,336.5,337.99,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker brown burrows tilted and cross-cut by rare microfaults. Rare pyritized burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,38,R,1,A,,,
371-U1509A-38R-2-A,0.0,141.0,337.99,339.4,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker brown burrows tilted and cross-cut by rare microfaults. Rare pyritized burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,38,R,2,A,,,
371-U1509A-38R-3-A,0.0,150.0,339.4,340.9,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker brown burrows tilted and cross-cut by rare microfaults. Rare pyritized burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,38,R,3,A,,,
371-U1509A-38R-4-A,0.0,149.0,340.9,342.39,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker brown burrows tilted and cross-cut by rare microfaults. Rare pyritized burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,38,R,4,A,,,
371-U1509A-38R-5-A,0.0,118.0,342.39,343.57,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker brown burrows tilted and cross-cut by rare microfaults. Rare pyritized burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,38,R,5,A,,,
371-U1509A-39R-1-A,0.0,56.0,346.1,346.66,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,slight [B06],2,Pale green laminae and darker brown burrows tilted and cross-cut by rare microfaults. Rare pyritized burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,39,R,1,A,,,
371-U1509A-39R-1-A,56.0,93.0,346.66,347.03,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,interval micro-faulted,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,39,R,1,A,,,
371-U1509A-39R-1-A,93.0,151.0,347.03,347.61,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,39,R,1,A,,,
371-U1509A-39R-2-A,0.0,67.0,347.61,348.28,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,39,R,2,A,,,
371-U1509A-39R-2-A,67.0,137.0,348.28,348.98,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker brown burrows tilted and cross-cut by rare microfaults. Rare pyritized burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,39,R,2,A,,,
371-U1509A-39R-2-A,137.0,150.0,348.98,349.11,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,39,R,2,A,,,
371-U1509A-39R-3-A,0.0,63.0,349.11,349.74,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,39,R,3,A,,,
371-U1509A-39R-3-A,63.0,150.0,349.74,350.61,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),tilted bedding,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker brown burrows tilted and cross-cut by rare microfaults. Rare pyritized burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,39,R,3,A,,,
371-U1509A-39R-4-A,0.0,27.0,350.61,350.88,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),tilted bedding,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker brown burrows tilted and cross-cut by rare microfaults. Rare pyritized burrows.,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,39,R,4,A,,,
371-U1509A-39R-4-A,27.0,30.0,350.88,350.91,,,,,biosiliceous,foraminiferal chalk [Leg339],,biosiliceous foraminiferal chalk,,,GLEY 1 7/10Y (light greenish grey),bed,,,,,fine sand [W22_2],4,,,slight [B06],2,,sharp boundary or contact,,,,,,,,,biosiliceous foraminiferal chalk,foraminiferal chalk,,,,371,U1509,A,39,R,4,A,,,
371-U1509A-39R-4-A,30.0,56.0,350.91,351.17,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),tilted bedding,,,,,silt [W22_1],2,,,moderate [B06],3,,sheared boundary or contact,,sharp,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,39,R,4,A,,,
371-U1509A-39R-4-A,56.0,125.0,351.17,351.86,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,N 8 (white),tilted bedding,,,,,silt [W22_1],2,,,slight [B06],2,presence of wispy laminations,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,39,R,4,A,,,
371-U1509A-39R-5-A,0.0,150.0,351.86,353.36,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,N 8 (white),tilted bedding,,,,,silt [W22_1],2,,,slight [B06],2,presence of wispy laminations,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,39,R,5,A,,,
371-U1509A-39R-6-A,0.0,121.0,353.36,354.57,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,N 8 (white),tilted bedding,,,,,silt [W22_1],2,,,slight [B06],2,presence of wispy laminations,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,39,R,6,A,,,
371-U1509A-39R-7-A,0.0,14.0,354.72,354.86,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),tilted bedding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,39,R,7,A,,,
371-U1509A-39R-7-A,14.0,23.0,354.86,354.95,,,,,biosiliceous,nannofossil chalk [Leg339],,biosiliceous nannofossil chalk,,,2.5Y 6/3 (light yellowish brown),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,biosiliceous nannofossil chalk,nannofossil chalk,,,,371,U1509,A,39,R,7,A,,,
371-U1509A-39R-7-A,23.0,114.0,354.95,355.86,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),tilted bedding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,39,R,7,A,,,
371-U1509A-39R-CC-A,0.0,13.0,355.86,355.99,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),tilted bedding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,39,R,CC,A,,,
371-U1509A-40R-1-A,0.0,78.0,355.6,356.38,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,Pale green laminae and darker burrows tilted ~15 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,40,R,1,A,,,
371-U1509A-40R-1-A,78.0,84.0,356.38,356.44,,,,,biosiliceous,foraminiferal chalk [Leg339],,biosiliceous foraminiferal chalk,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,sparse [B06],1,Pale green laminae and darker burrows tilted ~15 degrees,,,,,,,,,,biosiliceous foraminiferal chalk,foraminiferal chalk,,,,371,U1509,A,40,R,1,A,,,
371-U1509A-40R-1-A,84.0,145.0,356.44,357.05,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,Pale green laminae and darker burrows tilted ~15 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,40,R,1,A,,,
371-U1509A-40R-2-A,0.0,147.0,357.05,358.52,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,Pale green laminae and darker burrows tilted ~15 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,40,R,2,A,,,
371-U1509A-40R-3-A,0.0,123.0,358.52,359.75,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,Pale green laminae and darker burrows tilted ~45 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,40,R,3,A,,,
371-U1509A-40R-3-A,123.0,147.0,359.75,359.99,,,,,biosiliceous,foraminiferal chalk [Leg339],,biosiliceous foraminiferal chalk,,,2.5Y 7/1 (light gray),,,,,,silt [W22_1],2,,,sparse [B06],1,mm-thick layer of dark fine sand-sized grains. Pale green laminae and darker burrows tilted ~45 degrees,,,,,,,,,,biosiliceous foraminiferal chalk,foraminiferal chalk,,,,371,U1509,A,40,R,3,A,,,
371-U1509A-40R-4-A,0.0,29.0,359.99,360.28,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,Pale green laminae and darker burrows tilted ~45 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,40,R,4,A,,,
371-U1509A-40R-4-A,29.0,37.0,360.28,360.36,,,,,biosiliceous,foraminiferal chalk [Leg339],,biosiliceous foraminiferal chalk,,,2.5Y 7/1 (light gray),,,,,,silt [W22_1],2,,,sparse [B06],1,cm-thick layer of dark fine sand-sized grains at 35-37cm. Pale green laminae and darker burrows tilted ~45 degrees,,,,,,,,,,biosiliceous foraminiferal chalk,foraminiferal chalk,,,,371,U1509,A,40,R,4,A,,,
371-U1509A-40R-4-A,37.0,75.0,360.36,360.74,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,Pale green laminae and darker burrows tilted ~45 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,40,R,4,A,,,
371-U1509A-40R-5-A,0.0,87.0,360.74,361.61,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,Pale green laminae and darker burrows tilted ~45 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,40,R,5,A,,,
371-U1509A-40R-CC-A,0.0,15.0,361.61,361.76,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,Pale green laminae and darker burrows tilted ~45 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,40,R,CC,A,,,
371-U1509A-41R-1-A,0.0,143.0,365.2,366.63,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker burrows tilted ~15 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,41,R,1,A,,,
371-U1509A-41R-2-A,0.0,89.0,366.63,367.52,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,41,R,2,A,,,
371-U1509A-41R-2-A,89.0,140.0,367.52,368.03,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker burrows tilted ~15 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,41,R,2,A,,,
371-U1509A-41R-3-A,0.0,61.0,368.03,368.64,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,Pale green laminae and darker burrows tilted ~15 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,41,R,3,A,,,
371-U1509A-41R-3-A,61.0,93.0,368.64,368.96,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker burrows tilted ~15 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,41,R,3,A,,,
371-U1509A-41R-3-A,93.0,126.0,368.96,369.29,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,Pale green laminae and darker burrows tilted ~15 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,41,R,3,A,,,
371-U1509A-41R-4-A,0.0,66.0,369.49,370.15,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,Pale green laminae and darker burrows tilted ~15 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,41,R,4,A,,,
371-U1509A-41R-4-A,66.0,133.0,370.15,370.82,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker burrows tilted ~15 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,41,R,4,A,,,
371-U1509A-41R-CC-A,0.0,14.0,370.82,370.96,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker burrows tilted ~15 degrees,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,41,R,CC,A,,,
371-U1509A-42R-1-A,0.0,145.0,374.7,376.15,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,slight [B06],2,Pale green laminae and darker burrows (including Zoophycos) apparently tilted ~2-3 degrees and offset by normal faults,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,42,R,1,A,,,
371-U1509A-42R-2-A,0.0,145.0,376.15,377.6,,,,,,nannofossil chalk [Leg339],with biosilica [2014],nannofossil chalk with biosilica,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Pale green laminae and darker burrows apparently tilted ~30 degrees and offset by normal faults,,,,,,,,,,nannofossil chalk,nannofossil chalk with biosilica,,,,371,U1509,A,42,R,2,A,,,
