Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],PF Preservation,% Planktic Foraminifera within whole sample,PF Zone,Comments,Beella digitata,Beella praedigitiata,Bolliella adamsi,Candeina nitida,Cassigerinella chipolensis,Catapsydrax dissimillis,Catapsydrax parvulus,Catapsydrax stainforthi,Catapsydrax unicavus,Clavatorella bermudezi,Dentoglobigerina altispira,Dentoglobigerina altispira globosa,Dentoglobigerina baroemoensis,Dentoglobigerina larmeui,Dentoglobigerina tripartita s. str.,Globigerina anguliofficinalis,Globigerina angustiumbilicata,Globigerina bulloides,Globigerina ciperoensis,Globigerina eamesi,Globigerina euapertura,Globigerina falconensis,Globigerina gnaucki,Globigerina officinalis,Globigerina praebulloides,Globigerina quinqueloba,Globigerina winkleri,Globigerinatella insueta,Globigerinella calida,Globigerinella obesa,Globigerinella praesiphonifera,Globigerinella siphonifera,Globigerinita boweni,Globigerinita glutinata,Globigerinita naparimaensis,Globigerinita uvula,Globigerinoides altiaperturus,Globigerinoides bisphericus,Globigerinoides conglobatus,Globigerinoides diminutus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides immaturus,Globigerinoides mitra,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides quadrilobatus,Globigerinoides ruber,Globigerinoides ruber (pink),Globigerinoides sacculifer,Globigerinoides subquadratus,Globigerinoides trilobus,Globoquadrina binaiensis,Globoquadrina cf. binaiensis,Globoquadrina conglomerata,Globoquadrina dehiscens,Globoquadrina sellii,Globoquadrina venezuelana,Globorotalia (Fohsella) fohsi,Globorotalia (Forsella) fohsi lobata,Globorotalia (Fohsella) fohsi robusta,Globorotalia (Fohsella) peripheroacuta,Globorotalia (Fohsella) peripheroronda,Globorotalia (Fohsella) praefohsi,Globorotalia (Globoconella) conoidea,Globorotalia (Globoconella) conomiozea,Globorotalia (Globoconella) inflata,Globorotalia (Globoconella) miozea,Globorotalia (Globoconella) puncticulata,Globorotalia (Globoconella) sphericomiozea,Globorotalia (Hirsutella) cibaoenisis,Globorotalia (Hirsutella) hirsuta,Globorotalia (Hirsutella) margaritae,Globorotalia (Hirsutella) scitula,Globorotalia (Menardella) archeomenardii,Globorotalia (Menardella) cultrata,Globorotalia (Menardella) exilis,Globorotalia (Menardella) fimbriata,Globorotalia (Menardella) limbata,Globorotalia (Menardella) menardii,Globorotalia (Menardella) multicamerata,Globorotalia (Menardella) pertenuis,Globorotalia (Menardella) praemenardii,Globorotalia (Truncorotalia) tosaensis,Globorotalia (Truncorotalia) truncatulinoides,Globorotalia birnageae,Globorotalia crassaformis crassaformis,Globorotalia crassaformis hessi,Globorotalia crassaformis oceanica,Globorotalia crassaformis ronda,Globorotalia crassaformis viola,Globorotalia flexuosa,Globorotalia ichinosekiensis,Globorotalia iwaiensis,Globorotalia lenguaensis,Globorotalia merotumida,Globorotalia plesiotumida,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia tumida,Globorotalia ungulata,Globorotaloides hexagona,Globorotaloides suteri,Globorotaloides variabilis,Globoturborotalita decoraperta,Globoturborotalita druryi,Globoturborotalita nepenthes,Globoturborotalita rubescens,Globoturborotalita woodi,Globoturborotalita woodi connecta,Hastigerina pelagica,Neogloboquadrina acostaensis (D),Neogloboquadrina acostaensis (S),Neogloboquadrina asanoi,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma,Neogloboquadrina pseudopima,Orbulina suturalis,Orbulina universa,Paragloborotalia bella,Paragloborotalia continuosa,Paragloborotalia kugleri,Paragloborotalia mayeri,Paragloborotalia nana,Paragloborotalia partimlabiata,Paragloborotalia pseudocontinuosa,Paraglobrotalia pseudokugleri,Paragloborotalia semivera,Paragloborotalia siakensis,Praeobulina glomerosa,Praeorbulina circularis,Praeorbulina curva,Praeorbulina sicana,Praeorbulina transitoria,Pulleniatina finalis,Pulleniatina obliquiloculata (D),Pulleniatina obliquiloculata (S),Pulleniatina praecursor,Pulleniatina praespectabilis,Pulleniatina primalis (D),Pulleniatina primalis (S),Pulleniatina spectabilis,Sphaeroidinella dehiscens s.l.,Sphaeroidinellopsis hancocki,Sphaeroidinellopsis multiloba,Sphaeroidinellopsis seminulina,Sphaeroidnellopsis disjuncta,Tenuitella gemma,Tenuitellinata praestainforthi,Turborotalita humilis,Zone,Zone group
321-U1337A-39X-4-W,321,U1337,A,39,39-4,X,4,W,,0,2,361.7,361.72,M [320_PF],44.9,,No markers. Some infilling,,,,,,,,,A [320_PFs],,,R [320_PFs],,R [320_PFs],A [320_PFs],,,,,,,,,R [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,R [320_PFs],F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-39X-CC,321,U1337,A,39,39-CC,X,CC,,,0,5,366.63,366.68,M [320_PF],3,M4,Infilled and fragmented,,,,,,,,,R [320_PFs],,F [320_PFs],R [320_PFs],,R [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,R [320_PFs],,,,cf. R,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-40X-2-W,321,U1337,A,40,40-2,X,2,W,,0,2,368.3,368.32,M [320_PF],92.2,M2,Infilled,,,,,,R [320_PFs],,,A [320_PFs],,,,,F [320_PFs],D [320_PFs],,,R [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,R [320_PFs],,R [320_PFs],,R [320_PFs],P [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,P [320_PFs],,F [320_PFs],,,R [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,
321-U1337A-40X-4-W,321,U1337,A,40,40-4,X,4,W,,0,2,371.3,371.32,M [320_PF],47.8,M1bM2,Infilled,,,,,,P [320_PFs],,,A [320_PFs],,,,P [320_PFs],R [320_PFs],D [320_PFs],R [320_PFs],,,,,,,,P [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,F [320_PFs],,,,,,,,R [320_PFs],,R [320_PFs],,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],cf. P,F [320_PFs],,,R [320_PFs],,F [320_PFs],,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,
321-U1337A-40X-CC,321,U1337,A,40,40-CC,X,CC,,,0,5,376.21,376.26,G [320_PF],3,M1b or younger,37% benthic foraminifera,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-41X-2-W,321,U1337,A,41,41-2,X,2,W,,0,2,377.9,377.92,M [320_PF],42.3,M2,Infilled,,,,,,R [320_PFs],,,R [320_PFs],,,F [320_PFs],R [320_PFs],R [320_PFs],D [320_PFs],,,,,,,,R [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,R [320_PFs],,R [320_PFs],F [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,P [320_PFs],,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-41X-4-W,321,U1337,A,41,41-4,X,4,W,,0,2,380.9,380.92,M [320_PF],48.1,M2,"Encrusted, some infilling",,,,,,,,,A [320_PFs],,,F [320_PFs],,R [320_PFs],A [320_PFs],P [320_PFs],,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,P [320_PFs],,,,R [320_PFs],R [320_PFs],D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,A [320_PFs],R [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-41X-CC,321,U1337,A,41,41-CC,X,CC,,,0,5,385.86,385.91,M [320_PF],51,M1bM2,Infilled and fragmented,,,,,,R [320_PFs],,,A [320_PFs],,,,P [320_PFs],F [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,R [320_PFs],,R [320_PFs],R [320_PFs],D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf. P,R [320_PFs],,,,cf. P,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-42X-2-W 110/112-FORAM,321,U1337,A,42,42-2,X,2,W,110/112-FORAM,0,2,388.6,388.62,M [320_PF],79.1,M1bM2,Infilled,,,,,,,,,R [320_PFs],,,,R [320_PFs],F [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,,,,,,R [320_PFs],,R [320_PFs],P [320_PFs],D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],cf. P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-42X-4-W 79/81-FORAM,321,U1337,A,42,42-4,X,4,W,79/81-FORAM,0,2,391.29,391.31,M-G [320_PF],82.8,M1bM2,Some infilling  ,,,,,,R [320_PFs],,,A [320_PFs],,,,F [320_PFs],R [320_PFs],D [320_PFs],,,P [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,,,,R [320_PFs],,R [320_PFs],,R [320_PFs],P [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,R [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-42X-CC,321,U1337,A,42,42-CC,X,CC,,,0,5,394.11,394.16,M-G [320_PF],35,M1bM2,Some infilling and fragmentation,,,,,,,,,R [320_PFs],,,,P [320_PFs],R [320_PFs],D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,P [320_PFs],cf. P,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-43X-3-W,321,U1337,A,43,43-3,X,3,W,,0,2,398.6,398.62,M [320_PF],83.1,M1bM2,Some infilling. Very diverse. Paragloborotalia coiling random,,,,,,R [320_PFs],,,A [320_PFs],,,,F [320_PFs],F [320_PFs],D [320_PFs],,,P [320_PFs],,,,,R [320_PFs],,,,,,,P [320_PFs],,,,P [320_PFs],,,,,,,,,,,,R [320_PFs],,,,,,,R [320_PFs],,,R [320_PFs],R [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,F [320_PFs],,,R [320_PFs],cf. P,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,P [320_PFs],,,,
321-U1337A-43X-5-W,321,U1337,A,43,43-5,X,5,W,,0,2,401.6,401.62,P [320_PF],13,,Infilled and fragmented,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-43X-CC,321,U1337,A,43,43-CC,X,CC,,,0,5,404.94,404.99,G [320_PF],53,M1b,Some infilling,,,,,P [320_PFs],R [320_PFs],,,A [320_PFs],,,,,A [320_PFs],A [320_PFs],R [320_PFs],,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,P [320_PFs],,,R [320_PFs],,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,R [320_PFs],,R [320_PFs],cf. R,A [320_PFs],F [320_PFs],,,,,,,,,,,,,,,,,,,,P [320_PFs],,,
321-U1337A-44X-3-W,321,U1337,A,44,44-3,X,3,W,,0,2,407.9,407.92,P [320_PF],8,,Extensive infilling,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,P [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-44X-6-W,321,U1337,A,44,44-6,X,6,W,,0,2,412.4,412.42,M [320_PF],25,M2,Infilled and fragmented,,,,,,,,,A [320_PFs],,,,,R [320_PFs],A [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,R [320_PFs],,,,,D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],R [320_PFs],,R [320_PFs],cf. R,F [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-44X-CC,321,U1337,A,44,44-CC,X,CC,,,0,5,414.29,414.34,P [320_PF],17,M1aM1b,Infilled and fragmented,,,,,,,,,A [320_PFs],,,,,R [320_PFs],D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,P [320_PFs],D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf. P,R [320_PFs],,,,P [320_PFs],F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-45X-2-W,321,U1337,A,45,45-2,X,2,W,,0,2,416,416.02,P [320_PF],1.9,M1aM1b,Heavily encrusted and infilled,,,,,,,,,R [320_PFs],,,,,,F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,R [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-45X-4-W,321,U1337,A,45,45-4,X,4,W,,0,2,419,419.02,M [320_PF],62.7,M2,"Some infilling, diverse sample",,,,,,,,,R [320_PFs],,,,,F [320_PFs],A [320_PFs],R [320_PFs],,,,P [320_PFs],,,P [320_PFs],,,,,,,P [320_PFs],,,P [320_PFs],,,,,,,,,,,,,R [320_PFs],,,,,,,R [320_PFs],,,F [320_PFs],R [320_PFs],D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,A [320_PFs],R [320_PFs],,R [320_PFs],P [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-45X-CC,321,U1337,A,45,45-CC,X,CC,,,0,5,423.92,423.97,M [320_PF],66,M1a,"Very diverse, some infilling",,,,,,R [320_PFs],,,F [320_PFs],,,,,R [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,P [320_PFs],,,,P [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],R [320_PFs],A [320_PFs],,F [320_PFs],F [320_PFs],F [320_PFs],F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-46X-2-W,321,U1337,A,46,46-2,X,2,W,,0,2,425.5,425.52,M-G [320_PF],94.9,M1aM1b,"Some infilling, very diverse sample",,,,,,R [320_PFs],,,A [320_PFs],,,,R [320_PFs],F [320_PFs],D [320_PFs],R [320_PFs],,,,,,,R [320_PFs],,,,,,,P [320_PFs],P [320_PFs],,,,,,,,,,,,,,,R [320_PFs],,,,,,P [320_PFs],R [320_PFs],,,cf. P,R [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],R [320_PFs],,R [320_PFs],R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-46X-4-W,321,U1337,A,46,46-4,X,4,W,,0,2,428.5,428.52,M [320_PF],73.2,M1a,Encrusted and infilled,,,,,,R [320_PFs],,,R [320_PFs],,,,R [320_PFs],F [320_PFs],D [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,R [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,R [320_PFs],P [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-46X-CC,321,U1337,A,46,46-CC,X,CC,,,0,5,433.31,433.36,M [320_PF],17,O6M1b,Some infilling,,,,,,R [320_PFs],,,A [320_PFs],,,,,R [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,P [320_PFs],F [320_PFs],,A [320_PFs],R [320_PFs],F [320_PFs],F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-47X-2-W,321,U1337,A,47,47-2,X,2,W,,0,2,435.1,435.12,P [320_PF],30,,Entensively encrusted and infilled,,,,,,,,,R [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,P [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-47X-4-W,321,U1337,A,47,47-4,X,4,W,,0,2,438.1,438.12,M [320_PF],43.5,M1a,Encrusted and infilled,,,,,,R [320_PFs],,,F [320_PFs],,,,,F [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],R [320_PFs],R [320_PFs],,,R [320_PFs],P [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-47X-CC,321,U1337,A,47,47-CC,X,CC,,,0,5,442.98,443.03,M [320_PF],43,M1a,"Very diverse, some infilling",,,,,,R [320_PFs],,,F [320_PFs],,,,,R [320_PFs],A [320_PFs],R [320_PFs],,,R [320_PFs],F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],F [320_PFs],,R [320_PFs],,,F [320_PFs],R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,P [320_PFs],R [320_PFs],,,
321-U1337A-48X-2-W,321,U1337,A,48,48-2,X,2,W,,0,2,444.7,444.72,M [320_PF],62.9,M1a,Some infilling,,,,,,,,,A [320_PFs],,,,R [320_PFs],F [320_PFs],D [320_PFs],P [320_PFs],,R [320_PFs],P [320_PFs],,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],R [320_PFs],R [320_PFs],,R [320_PFs],P [320_PFs],F [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-48X-4-W,321,U1337,A,48,48-4,X,4,W,,0,2,447.7,447.72,M-P [320_PF],5.6,O6,Infilled and encrusted,,,,,,R [320_PFs],,,A [320_PFs],,,,,F [320_PFs],D [320_PFs],,,,P [320_PFs],,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,R [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],R [320_PFs],,R [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,
321-U1337A-48X-CC,321,U1337,A,48,48-CC,X,CC,,,0,5,449.17,449.22,P [320_PF],2,O6,Encrusted and infilled,,,,,,,,,P [320_PFs],,,,,P [320_PFs],P [320_PFs],,,,P [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,P [320_PFs],P [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,
