Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data
353-U1444A-17X-1-A,60,64.5,137.9,137.945,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-17X-1-A,64.5,150,137.945,138.8,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section. Nodule at 109-110 cm.,,,
353-U1444A-17X-2-A,0,3,138.8,138.83,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-17X-2-A,3,5,138.83,138.85,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-17X-2-A,5,18,138.85,138.98,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-17X-2-A,18,20,138.98,139,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-17X-2-A,20,29,139,139.09,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-17X-2-A,29,32,139.09,139.12,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-17X-2-A,32,137,139.12,140.17,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-17X-2-A,137,141.5,140.17,140.215,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-17X-2-A,141.5,150,140.215,140.3,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-17X-3-A,0,12,140.3,140.42,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-17X-3-A,12,15.5,140.42,140.455,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-17X-3-A,15.5,46,140.455,140.76,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-17X-3-A,46,57,140.76,140.87,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,3 sandy to clay turbidites.,,,
353-U1444A-17X-3-A,57,66,140.87,140.96,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section. N,,,
353-U1444A-17X-3-A,66,72,140.96,141.02,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-17X-3-A,72,150,141.02,141.8,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-17X-4-A,0,61,141.8,142.41,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-17X-4-A,61,64,142.41,142.44,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-17X-4-A,64,131,142.44,143.11,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-17X-4-A,131,137,143.11,143.17,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-17X-4-A,137,150,143.17,143.3,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-17X-5-A,0,37,143.3,143.67,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-17X-5-A,37,40,143.67,143.7,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-17X-5-A,40,87,143.7,144.17,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-17X-5-A,87,91,144.17,144.21,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-17X-5-A,91,150,144.21,144.8,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-17X-6-A,0,32,144.8,145.12,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-17X-6-A,32,36,145.12,145.16,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-17X-6-A,36,142,145.16,146.22,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-17X-CC-A,0,49,146.22,146.71,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section. Light gray silty layer between 26 and 27 cm.,,,
353-U1444A-18X-1-A,0,22,147,147.22,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-1-A,22,30,147.22,147.3,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-18X-1-A,30,82,147.3,147.82,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-1-A,82,87,147.82,147.87,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-18X-1-A,87,150,147.87,148.5,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-2-A,0,41,148.5,148.91,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-2-A,41,45.5,148.91,148.955,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-18X-2-A,45.5,58,148.955,149.08,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-2-A,58,60.5,149.08,149.105,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-18X-2-A,60.5,141.5,149.105,149.915,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-2-A,141.5,145,149.915,149.95,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-18X-2-A,145,150,149.95,150,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-3-A,0,6,150,150.06,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-3-A,6,9.5,150.06,150.095,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-18X-3-A,9.5,14,150.095,150.14,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-3-A,14,15.5,150.14,150.155,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-18X-3-A,15.5,57,150.155,150.57,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-3-A,57,61.5,150.57,150.615,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-18X-3-A,61.5,67,150.615,150.67,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-3-A,67,69,150.67,150.69,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-18X-3-A,69,150,150.69,151.5,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-4-A,0,20,151.5,151.7,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-4-A,20,23.5,151.7,151.735,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-18X-4-A,23.5,90.5,151.735,152.405,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-4-A,90.5,93.5,152.405,152.435,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-18X-4-A,93.5,101,152.435,152.51,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-4-A,101,102.5,152.51,152.525,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-18X-4-A,102.5,150,152.525,153,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-5-A,0,121,153,154.21,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-5-A,121,126,154.21,154.26,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-18X-5-A,126,144,154.26,154.44,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-5-A,144,150,154.44,154.5,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-18X-6-A,0,14,154.5,154.64,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-6-A,14,28,154.64,154.78,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,medium bed,normally graded,,,,,,,,,,,
353-U1444A-18X-6-A,28,101,154.78,155.51,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-6-A,101,113,155.51,155.63,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,medium bed,normally graded,,,,,,,,,,,
353-U1444A-18X-6-A,113,120,155.63,155.7,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-7-A,0,8,155.7,155.78,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-7-A,8,29,155.78,155.99,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,medium bed,normally graded,,,,,,,,2 sandy to clay turbidites.,,,
353-U1444A-18X-7-A,29,34,155.99,156.04,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-7-A,34,48,156.04,156.18,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,2 sandy to clay turbidites.,,,
353-U1444A-18X-7-A,48,55,156.18,156.25,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-CC-A,0,18,156.25,156.43,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-CC-A,18,27.5,156.43,156.525,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-18X-CC-A,27.5,38,156.525,156.63,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-18X-CC-A,38,47,156.63,156.72,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-19X-1-A,0,49,156.7,157.19,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,6 silty to clay turbidites.,,,
353-U1444A-19X-1-A,49,67,157.19,157.37,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-1-A,67,75,157.37,157.45,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-19X-1-A,75,112,157.45,157.82,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-1-A,112,116,157.82,157.86,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-19X-1-A,116,150,157.86,158.2,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-2-A,0,59,158.2,158.79,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-2-A,59,78.5,158.79,158.985,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,2 silty to clay turbidites.,,,
353-U1444A-19X-2-A,78.5,150,158.985,159.7,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-3-A,0,66,159.7,160.36,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-3-A,66,70,160.36,160.4,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-19X-3-A,70,114,160.4,160.84,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-3-A,114,119,160.84,160.89,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-19X-3-A,119,150,160.89,161.2,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-4-A,0,10,161.2,161.3,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-19X-4-A,10,61,161.3,161.81,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-4-A,61,67.5,161.81,161.875,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-19X-4-A,67.5,124,161.875,162.44,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-4-A,124,128,162.44,162.48,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-19X-4-A,128,136,162.48,162.56,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-4-A,136,139,162.56,162.59,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-19X-4-A,139,150,162.59,162.7,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-5-A,0,4,162.7,162.74,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-19X-5-A,4,34,162.74,163.04,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-19X-5-A,34,40.5,163.04,163.105,,silty,clay,,silty clay,silty clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-19X-5-A,40.5,53,163.105,163.23,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
