Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Subbotina linaperta,Subbotina frontosa,Subbotina eocaena,Subbotina bolivariana,Pseudohastigerina micra,Morozovella spinulosa,Morozovella densa,Globigerinatheka subconglobata,Globigerinatheka senni,Globigerinatheka index,Chiloguembelina spp.,Acarinina topilensis,Acarinina matthewsae,Acarinina collactea,Acarinina bullbrooki,Orbulinoides beckmanni,Globorotaloides carcoselleensis,Acarinina spinuloinflata,Acarinina rohri,Acarinina primitiva,Hantkenina liebusi,Catapsydrax unicavus,Acarinina libyaensis,Subbotina inaequispira,Hantkenina dumblei,Globigerinatheka tropicalis,Turborotalia pomeroli,Turborotalia cerroazulensis,Hantkenina alabamensis,Clavigerinella eocanica,Dentoglobigerina galavisi,Globoquadrina tripartita,Globigerinatheka semiinvoluta,Subbotina angiporoides,Turborotalia increbescens,Globorotaloides suteri,Turborotalia cocoaensis,Turborotalia ampliapertura,Tenuitella munda,Subbotina praeturritilina,Cribrohantkenina lazarii,Cribrohantkenina inflata,Tenuitella gemma,Turborotalia cunialensis,Pseudohastigerina naguewichiensis,Globoquadrina pseudovenezuelana,Paragloborotalia nana,Cassigerinella chipolensis,Guembelitria spp.,Tenuitella clemenciae,Tenuitella angustiumbilicata,Catapsydrax dissimilis,Globoquadrina sellii,Globigerina ciperoensis,Globigerina praebulloides,Dentoglobigerina larmeui,Paragloborotalia opima,Globoquadrina praedehiscens,Dentoglobigerina globularis,Globigerina fariasi,Subbotina gortanii,Globigerina angulisuturalis,Globigerina anguliofficinalis,Protentella sp.,Paragloborotalia mayeri,Globoquadrina venezuelana,Dentoglobigerina baroemoenensis,Globorotaloides variabilis,Globigerinoides primordius,Zeaglobigerina woodi,Paragloborotalia pseudokugleri,Globigerinella obesa,Cassigerinella chilolensis (>15 microns),Zeaglobigerina connecta,Paragloborotalia kugleri,Globigerinita uvula,Globigerinita glutinata,Globigerinoides trilobus,Globigerinoides altiapertura,Globoquadrina dehiscens,Paragloborotalia continuosa,Globoquadrina binaiensis,Globigerinella praesiphonifera,Fohsella birnageae,Dentoglobigerina altispira,Globigerinoides obliquus,Globigerinatella sp.,Streptochilus spp.,Globigerinoides ruber,Catapsydrax stainforthi,Globorotalia praescitula,Globigerinatella insueta,Praeorbulina sicana,Praeorbulina curva,Globigerinoides bisphericus,Fohsella peripheroronda,Praeorbulina glomerosa,Globorotalia archeomenardii,Praeorbulina circularis,Orbulina universa,Globigerinoides mitra,Clavatorella bermudezi,Globigerinoides sacculifer,Sphaeroidinellopsis seminulina,Globorotalia praemenardii,Fohsella peripheroacuta,Fohsella praefohsi,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P21a              ,              ,154, 925,A, 38,R, 4,  70.00,    646.6000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,R                   ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,R                       ,                             ,R                     ,                         ,R                     ,                       ,                          ,R               ,                         ,                        ,                        ,R               ,                        ,                                 ,                               ,R                    ,R                         ,                 ,R                    ,R                           ,R                     ,                    ,C                      ,F                        ,R                       ,                      ,                           ,R                          ,                   ,R                 ,R                          ,R                            ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P20               ,              ,154, 925,A, 38,R, 6,  70.00,    649.6000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,R                   ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,R                       ,                             ,                      ,                         ,R                     ,                       ,                          ,R               ,                         ,                        ,                        ,R               ,                        ,                                 ,                               ,R                    ,R                         ,                 ,R                    ,R                           ,                      ,                    ,F                      ,R                        ,R                       ,F                     ,R                          ,                           ,R                  ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P19               ,              ,154, 925,A, 40,R, 1,  70.00,    661.5000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,R                   ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,                        ,                             ,                      ,                         ,                      ,                       ,R                         ,R               ,F                        ,                        ,                        ,R               ,                        ,                                 ,                               ,R                    ,R                         ,                 ,                     ,R                           ,R                     ,                    ,F                      ,R                        ,R                       ,R                     ,R                          ,R                          ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P19               ,              ,154, 925,A, 41,R, 3,  70.00,    673.6000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,F                        ,R                       ,                             ,R                     ,                         ,R                     ,                       ,R                         ,R               ,F                        ,                        ,                        ,                ,                        ,                                 ,                               ,                     ,R                         ,                 ,                     ,R                           ,R                     ,                    ,R                      ,R                        ,R                       ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P19               ,              ,154, 925,A, 42,R, 2,  70.00,    682.3000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,R                   ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,F                        ,R                       ,                             ,R                     ,                         ,R                     ,                       ,R                         ,R               ,F                        ,                        ,                        ,                ,                        ,                                 ,                               ,R                    ,R                         ,R                ,                     ,R                           ,R                     ,                    ,R                      ,R                        ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P19               ,              ,154, 925,A, 43,R, 4,  70.00,    688.3000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,F                        ,R                       ,                             ,                      ,                         ,                      ,                       ,R                         ,R               ,R                        ,                        ,                        ,                ,                        ,                                 ,                               ,                     ,R                         ,R                ,                     ,                            ,                      ,R                   ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P19               ,              ,154, 925,A, 44,R, 5,  38.00,    696.0800,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,R                       ,                             ,                      ,                         ,                      ,                       ,R                         ,                ,R                        ,                        ,                        ,R               ,                        ,                                 ,                               ,R                    ,R                         ,R                ,R                    ,R                           ,                      ,R                   ,R                      ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P19               ,              ,154, 925,A, 45,R, 7,  14.00,    708.4400,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,R                   ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,                         ,                        ,                             ,                      ,                         ,                      ,                       ,R                         ,                ,                         ,                        ,                        ,                ,                        ,                                 ,R                              ,R                    ,R                         ,R                ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P19               ,              ,154, 925,A, 46,R, 6,  70.00,    717.2000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,R                       ,                             ,R                     ,                         ,R                     ,                       ,R                         ,                ,R                        ,                        ,                        ,R               ,                        ,                                 ,R                              ,R                    ,R                         ,                 ,R                    ,R                           ,R                     ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P19               ,              ,154, 925,A, 47,R, 2,  70.00,    720.5000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,R                       ,                             ,                      ,R                        ,                      ,                       ,R                         ,R               ,R                        ,                        ,                        ,R               ,                        ,                                 ,R                              ,R                    ,R                         ,R                ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P18               ,              ,154, 925,A, 48,R, 7,  60.00,    737.5000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,R                       ,                             ,                      ,R                        ,                      ,                       ,F                         ,R               ,F                        ,                        ,                        ,R               ,                        ,R                                ,F                              ,                     ,R                         ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P18               ,              ,154, 925,A, 49,R, 5,  70.00,    744.3000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,R                       ,                             ,R                     ,                         ,                      ,                       ,F                         ,R               ,R                        ,                        ,                        ,R               ,                        ,R                                ,R                              ,                     ,R                         ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,P18               ,              ,154, 925,A, 50,R, 2,  20.00,    747.8000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,R                       ,                             ,                      ,                         ,                      ,                       ,R                         ,                ,R                        ,                        ,                        ,                ,                        ,R                                ,F                              ,R                    ,R                         ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,P18               ,              ,154, 925,A, 53,R, 5,  64.00,    772.9800,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,                 ,                              ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,R                        ,R                       ,                             ,R                     ,R                        ,                      ,                       ,R                         ,R               ,R                        ,                        ,                        ,R               ,                        ,R                                ,F                              ,                     ,                          ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,P18               ,              ,154, 925,A, 54,R, 1,  72.00,    777.0200,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,R                ,                     ,R                      ,                     ,                 ,                              ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,R                     ,                       ,R                        ,R                       ,                             ,R                     ,F                        ,                      ,                       ,R                         ,                ,R                        ,                        ,                        ,R               ,                        ,R                                ,F                              ,                     ,                          ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
