Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra pseudoumbilica,Sphenolithus abies,Discoaster variabilis,Discoaster brouweri,Discoaster bellus,Calcidiscus leptoporus,Reticulofenestra minutula,Discoaster quinqueramus,Discoaster surculus,Helicosphaera carteri,Discoaster pentaradiatus,Coccolithus pelagicus,Reticulofenestra minuta,Discoaster sp. (6-rayed),Triquetrorhabdulus rugosus,Scyphosphaera amphora,Helicosphaera sellii,Discolithina japonica,Discoaster neohamatus,Discoaster berggrenii,Cyclolithella protoannula,Amaurolithus primus,Amaurolithus delicatus,Amaurolithus amplificus,Discoaster neorectus,Helicosphaera granulata,Ceratolithus armatus,Ceratolithus acutus,Ceratolithus sp.,Discoaster tristellifer,Pseudoemiliania lacunosa,Gephyrocapsa spp. (small),Ceratolithus cristatus,Calcidiscus tropicus,Umbilicosphaera sibogae,Pontosphaera discopora,Helicosphaera neogranulata,Rhabdosphaera clavigera,Thoracosphaera sp.,Ceratolithus rugosus,Syracosphaera pulchra,Discoaster brouweri (3 ray),Gephyrocapsa oceanica s.l.,Helicosphaera wallichii,Discolithina sp.,Gephyrocapsa caribbeanica,Florisphaera sp.,Emiliania huxleyi,Cyclolithella annula,Comment
  SR,Late Miocene     ,                 ,CN9               ,              ,116, 719,A, 41,X,CC,   2.00,    375.0600,Gartner  ,Nannofossils                                 ,               ,                  ,R                              ,F                 ,                     ,R                  ,                 ,R                     ,F                        ,F                      ,                   ,                     ,                        ,T                    ,                       ,                        ,                          ,                     ,                    ,                     ,                     ,R                    ,                         ,                   ,                      ,                       ,                    ,                       ,                    ,                   ,                ,                       ,                        ,                         ,                      ,                    ,                       ,                      ,                          ,                       ,                  ,                    ,                     ,                           ,                          ,                       ,                ,                         ,                ,                 ,                    ,from ODP Leg 116 SR Chapter 15 Figure 8 p 182-185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,116, 719,A, 42,X, 1,  39.00,    384.5900,Gartner  ,Nannofossils                                 ,               ,                  ,                               ,R                 ,                     ,R                  ,                 ,                      ,T                        ,T                      ,                   ,                     ,                        ,T                    ,R                      ,                        ,                          ,                     ,                    ,                     ,                     ,                     ,                         ,                   ,                      ,                       ,                    ,                       ,                    ,                   ,                ,                       ,                        ,                         ,                      ,                    ,                       ,                      ,                          ,                       ,                  ,                    ,                     ,                           ,                          ,                       ,                ,                         ,                ,                 ,                    ,from ODP Leg 116 SR Chapter 15 Figure 8 p 182-185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,116, 719,A, 42,X,CC,  38.00,    385.6100,Gartner  ,Nannofossils                                 ,               ,                  ,                               ,                  ,                     ,                   ,                 ,                      ,                         ,                       ,                   ,                     ,                        ,                     ,T                      ,                        ,                          ,                     ,                    ,                     ,                     ,                     ,                         ,                   ,                      ,                       ,                    ,                       ,                    ,                   ,                ,                       ,                        ,                         ,                      ,                    ,                       ,                      ,                          ,                       ,                  ,                    ,                     ,                           ,                          ,                       ,                ,                         ,                ,                 ,                    ,from ODP Leg 116 SR Chapter 15 Figure 8 p 182-185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,116, 719,A, 43,X, 1,  15.00,    393.8500,Gartner  ,Nannofossils                                 ,               ,                  ,                               ,C                 ,T                    ,C                  ,                 ,R                     ,C                        ,C                      ,F                  ,T                    ,R                       ,R                    ,C                      ,                        ,T                         ,                     ,                    ,                     ,                     ,                     ,T                        ,                   ,                      ,                       ,                    ,                       ,                    ,                   ,                ,                       ,                        ,                         ,                      ,                    ,                       ,                      ,                          ,                       ,                  ,                    ,                     ,                           ,                          ,                       ,                ,                         ,                ,                 ,                    ,from ODP Leg 116 SR Chapter 15 Figure 8 p 182-185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,116, 719,A, 43,X, 1,  16.00,    393.8600,Gartner  ,Nannofossils                                 ,               ,                  ,F                              ,A                 ,F                    ,                   ,                 ,F                     ,A                        ,A                      ,C                  ,F                    ,                        ,R                    ,A                      ,                        ,R                         ,T                    ,T                   ,T                    ,T                    ,F                    ,R                        ,T                  ,T                     ,T                      ,                    ,                       ,                    ,                   ,                ,                       ,                        ,                         ,                      ,                    ,                       ,                      ,                          ,                       ,                  ,                    ,                     ,                           ,                          ,                       ,                ,                         ,                ,                 ,                    ,from ODP Leg 116 SR Chapter 15 Figure 8 p 182-185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,116, 719,A, 43,X,CC,  28.00,    394.6400,Gartner  ,Nannofossils                                 ,               ,                  ,                               ,T                 ,                     ,                   ,                 ,                      ,                         ,                       ,                   ,                     ,                        ,                     ,T                      ,T                       ,                          ,                     ,                    ,                     ,                     ,                     ,                         ,                   ,                      ,                       ,                    ,                       ,                    ,                   ,                ,                       ,                        ,                         ,                      ,                    ,                       ,                      ,                          ,                       ,                  ,                    ,                     ,                           ,                          ,                       ,                ,                         ,                ,                 ,                    ,from ODP Leg 116 SR Chapter 15 Figure 8 p 182-185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,116, 719,A, 44,X, 1,  33.00,    403.5300,Gartner  ,Nannofossils                                 ,               ,                  ,                               ,T                 ,                     ,R                  ,                 ,                      ,                         ,R                      ,                   ,                     ,                        ,                     ,                       ,                        ,                          ,                     ,                    ,                     ,                     ,                     ,                         ,                   ,                      ,                       ,                    ,                       ,                    ,                   ,                ,                       ,                        ,                         ,                      ,                    ,                       ,                      ,                          ,                       ,                  ,                    ,                     ,                           ,                          ,                       ,                ,                         ,                ,                 ,                    ,from ODP Leg 116 SR Chapter 15 Figure 8 p 182-185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,116, 719,A, 44,X,CC,  31.00,    404.0900,Gartner  ,Nannofossils                                 ,               ,                  ,                               ,T                 ,                     ,                   ,                 ,                      ,                         ,                       ,                   ,                     ,                        ,                     ,T                      ,                        ,                          ,                     ,                    ,                     ,                     ,                     ,                         ,                   ,                      ,                       ,                    ,                       ,                    ,                   ,                ,                       ,                        ,                         ,                      ,                    ,                       ,                      ,                          ,                       ,                  ,                    ,                     ,                           ,                          ,                       ,                ,                         ,                ,                 ,                    ,from ODP Leg 116 SR Chapter 15 Figure 8 p 182-185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,116, 719,A, 45,X,CC,  31.00,    413.4500,Gartner  ,Nannofossils                                 ,               ,                  ,                               ,R                 ,                     ,T                  ,                 ,T                     ,                         ,                       ,                   ,                     ,                        ,                     ,T                      ,                        ,                          ,                     ,                    ,                     ,                     ,                     ,                         ,                   ,                      ,                       ,                    ,                       ,                    ,                   ,                ,                       ,                        ,                         ,                      ,                    ,                       ,                      ,                          ,                       ,                  ,                    ,                     ,                           ,                          ,                       ,                ,                         ,                ,                 ,                    ,from ODP Leg 116 SR Chapter 15 Figure 8 p 182-185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,116, 719,A, 46,X, 1,  24.00,    422.4400,Gartner  ,Nannofossils                                 ,               ,                  ,                               ,A                 ,T                    ,                   ,F                ,R                     ,                         ,                       ,                   ,                     ,                        ,C                    ,A                      ,                        ,                          ,                     ,                    ,                     ,                     ,                     ,                         ,                   ,                      ,                       ,                    ,                       ,                    ,                   ,                ,                       ,                        ,                         ,                      ,                    ,                       ,                      ,                          ,                       ,                  ,                    ,                     ,                           ,                          ,                       ,                ,                         ,                ,                 ,                    ,from ODP Leg 116 SR Chapter 15 Figure 8 p 182-185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,116, 719,A, 47,X, 1,  40.00,    432.1000,Gartner  ,Nannofossils                                 ,               ,                  ,                               ,T                 ,                     ,                   ,                 ,                      ,T                        ,                       ,                   ,                     ,                        ,                     ,                       ,                        ,                          ,                     ,                    ,                     ,                     ,                     ,                         ,                   ,                      ,                       ,                    ,                       ,                    ,                   ,                ,                       ,                        ,                         ,                      ,                    ,                       ,                      ,                          ,                       ,                  ,                    ,                     ,                           ,                          ,                       ,                ,                         ,                ,                 ,                    ,from ODP Leg 116 SR Chapter 15 Figure 8 p 182-185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,116, 719,A, 47,X,CC,  35.00,    432.8000,Gartner  ,Nannofossils                                 ,               ,                  ,                               ,                  ,                     ,                   ,                 ,                      ,                         ,                       ,                   ,                     ,                        ,T                    ,T                      ,                        ,                          ,                     ,                    ,                     ,                     ,                     ,                         ,                   ,                      ,                       ,                    ,                       ,                    ,                   ,                ,                       ,                        ,                         ,                      ,                    ,                       ,                      ,                          ,                       ,                  ,                    ,                     ,                           ,                          ,                       ,                ,                         ,                ,                 ,                    ,from ODP Leg 116 SR Chapter 15 Figure 8 p 182-185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,116, 719,A, 48,X, 1,  83.00,    442.0300,Gartner  ,Nannofossils                                 ,               ,                  ,                               ,C                 ,F                    ,C                  ,                 ,F                     ,                         ,F                      ,                   ,R                    ,R                       ,F                    ,                       ,                        ,                          ,                     ,                    ,                     ,                     ,                     ,                         ,                   ,                      ,                       ,                    ,                       ,                    ,                   ,                ,                       ,                        ,                         ,                      ,                    ,                       ,                      ,                          ,                       ,                  ,                    ,                     ,                           ,                          ,                       ,                ,                         ,                ,                 ,                    ,from ODP Leg 116 SR Chapter 15 Figure 8 p 182-185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,116, 719,A, 48,X, 3, 139.00,    445.5900,Gartner  ,Nannofossils                                 ,               ,                  ,                               ,                  ,                     ,R                  ,                 ,                      ,                         ,T                      ,T                  ,                     ,                        ,                     ,                       ,                        ,                          ,                     ,                    ,                     ,                     ,                     ,                         ,                   ,                      ,                       ,                    ,                       ,                    ,                   ,                ,                       ,                        ,                         ,                      ,                    ,                       ,                      ,                          ,                       ,                  ,                    ,                     ,                           ,                          ,                       ,                ,                         ,                ,                 ,                    ,from ODP Leg 116 SR Chapter 15 Figure 8 p 182-185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,116, 719,A, 48,X,CC,  47.00,    451.1400,Gartner  ,Nannofossils                                 ,               ,                  ,T                              ,T                 ,T                    ,R                  ,T                ,T                     ,                         ,                       ,                   ,                     ,                        ,                     ,                       ,                        ,                          ,                     ,                    ,                     ,                     ,                     ,                         ,                   ,                      ,                       ,                    ,                       ,                    ,                   ,                ,                       ,                        ,                         ,                      ,                    ,                       ,                      ,                          ,                       ,                  ,                    ,                     ,                           ,                          ,                       ,                ,                         ,                ,                 ,                    ,from ODP Leg 116 SR Chapter 15 Figure 8 p 182-185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,116, 719,A, 49,X, 1,   6.00,    450.7600,Gartner  ,Nannofossils                                 ,               ,                  ,                               ,T                 ,                     ,                   ,                 ,                      ,T                        ,T                      ,                   ,                     ,                        ,                     ,                       ,                        ,                          ,                     ,                    ,                     ,                     ,                     ,                         ,                   ,                      ,                       ,                    ,                       ,                    ,                   ,                ,                       ,                        ,                         ,                      ,                    ,                       ,                      ,                          ,                       ,                  ,                    ,                     ,                           ,                          ,                       ,                ,                         ,                ,                 ,                    ,from ODP Leg 116 SR Chapter 15 Figure 8 p 182-185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9               ,              ,116, 719,A, 49,X,CC,  34.00,    451.7000,Gartner  ,Nannofossils                                 ,               ,                  ,T                              ,                  ,                     ,                   ,                 ,                      ,                         ,                       ,                   ,                     ,                        ,                     ,                       ,                        ,                          ,                     ,                    ,                     ,                     ,                     ,                         ,                   ,                      ,                       ,                    ,                       ,                    ,                   ,                ,                       ,                        ,                         ,                      ,                    ,                       ,                      ,                          ,                       ,                  ,                    ,                     ,                           ,                          ,                       ,                ,                         ,                ,                 ,                    ,from ODP Leg 116 SR Chapter 15 Figure 8 p 182-185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
