Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data
349-U1433B-49R-2-A,16,29,641.95,642.08,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,90,GLEY 1 6/10GY (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,claystone [Leg339],,claystone ,claystone ,10,100,,,,erosive,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-49R-2-A,29,60,642.08,642.39,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-49R-2-A,60,62,642.39,642.41,silty [Leg339],claystone [Leg339],,silty   claystone ,silty  claystone ,100,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,erosive,horizontal,very thin bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-49R-2-A,62,74,642.41,642.53,,claystone [Leg339],,claystone ,claystone ,100,2.5Y 4/1 (dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,intense green intervals,erosive,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-49R-2-A,74,110,642.53,642.89,,claystone [Leg339],,claystone ,claystone ,100,2.5Y 4/1 (dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-49R-3-A,0,31,642.89,643.2,,claystone [Leg339],,claystone ,claystone ,100,2.5Y 4/1 (dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-49R-3-A,31,39,643.2,643.28,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,50,GLEY 1 7/10GY (light grrenish grey),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,claystone [Leg339],,claystone ,claystone ,50,100,,,mixed by bioturbation,gradational,horizontal,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-49R-3-A,39,49,643.28,643.38,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,90,GLEY 1 6/10GY (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,claystone [Leg339],,claystone ,claystone ,10,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-49R-3-A,49,52,643.38,643.41,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,100,GLEY 1 7/10GY (light grrenish grey),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,erosive,horizontal,,lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-49R-3-A,52,78,643.41,643.67,,claystone [Leg339],,claystone ,claystone ,100,2.5Y 4/1 (dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-50R-1-A,0,55,650,650.55,,claystone [Leg339],,claystone ,claystone ,100,2.5YR 4/1 (dark reddish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-50R-1-A,55,62,650.55,650.62,,siltstone [Leg339],,siltstone ,siltstone ,100,2.5YR 4/1 (dark reddish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-50R-1-A,62,122,650.62,651.22,,claystone [Leg339],,claystone ,claystone ,100,2.5YR 4/1 (dark reddish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-50R-2-A,0,9,651.26,651.35,,claystone [Leg339],with silt [Leg339],claystone ,claystone  with silt ,100,2.5YR 4/1 (dark reddish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,bioturbated,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-50R-2-A,9,56,651.35,651.82,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,100,GLEY 1 7/10Y (light grrenish grey),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-50R-2-A,56,80,651.82,652.06,,claystone [Leg339],with silt [Leg339],claystone ,claystone  with silt ,100,2.5YR 4/1 (dark reddish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,planar,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-50R-2-A,80,91,652.06,652.17,,claystone [Leg339],,claystone ,claystone ,100,2.5YR 4/1 (dark reddish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-50R-2-A,91,101,652.17,652.27,,siltstone [Leg339],,siltstone ,siltstone ,100,2.5YR 4/1 (dark reddish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-50R-2-A,101,114,652.27,652.4,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,100,GLEY 1 7/10Y (light grrenish grey),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-50R-2-A,114,140,652.4,652.66,,claystone [Leg339],with silt [Leg339],claystone ,claystone  with silt ,100,2.5YR 4/1 (dark reddish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-50R-3-A,0,18,652.66,652.84,,claystone [Leg339],with silt [Leg339],claystone ,claystone  with silt ,100,2.5YR 4/1 (dark reddish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-50R-3-A,18,24,652.84,652.9,,claystone [Leg339],,claystone ,claystone ,100,2.5YR 4/1 (dark reddish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,very well [BP01],,,,,,,,,,100,,,,planar,horizontal,thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-50R-3-A,24,81,652.9,653.47,,claystone [Leg339],,claystone ,claystone ,100,2.5Y 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-51R-1-A,0,18,659.7,659.88,,claystone [Leg339],,claystone ,claystone ,100,2.5Y 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-51R-1-A,18,49,659.88,660.19,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 4/5GY (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-51R-1-A,49,83,660.19,660.53,,claystone [Leg339],,claystone ,claystone ,100,2.5Y 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-51R-1-A,83,88,660.53,660.58,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],parallel lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-51R-1-A,88,114,660.58,660.84,,claystone [Leg339],,claystone ,claystone ,100,2.5Y 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-51R-1-A,114,117,660.84,660.87,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-51R-1-A,117,136,660.87,661.06,,claystone [Leg339],,claystone ,claystone ,100,2.5Y 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-51R-1-A,136,150,661.06,661.2,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,100,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-51R-2-A,0,63,661.2,661.83,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,100,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-51R-2-A,63,108,661.83,662.28,,foraminiferal chalk [Leg339],,foraminiferal chalk ,foraminiferal chalk ,100,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thick bed [B01],parallel lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-51R-2-A,108,110,662.28,662.3,clayey [Leg339],nannofossil chalk [Leg339],,clayey   nannofossil chalk ,clayey  nannofossil chalk ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,very thin bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-51R-2-A,110,150,662.3,662.7,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,100,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,,,thick bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-51R-3-A,0,32,662.7,663.02,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,100,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-51R-3-A,32,84,663.02,663.54,,claystone [Leg339],,claystone ,claystone ,100,2.5Y 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-51R-3-A,84,98,663.54,663.68,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-51R-4-A,0,23,663.68,663.91,,sandstone [Leg339],,sandstone ,sandstone ,100,GLEY 1 4/5GY (dark greenish gray),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,moderate [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,medium bed [B01],parallel lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-51R-4-A,23,62,663.91,664.3,,claystone [Leg339],,claystone ,claystone ,100,2.5Y 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-52R-1-A,0,53,669.4,669.93,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-52R-1-A,53,56,669.93,669.96,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,erosive,horizontal,very thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-52R-1-A,56,70,669.96,670.1,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-52R-1-A,70,75,670.1,670.15,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-52R-1-A,75,125,670.15,670.65,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-52R-2-A,0,44,670.7,671.14,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-52R-2-A,44,48,671.14,671.18,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-52R-2-A,48,88,671.18,671.58,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-52R-2-A,88,94,671.58,671.64,,siltstone [Leg339],,siltstone ,siltstone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],fine sand [W22_2],4,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-52R-2-A,94,117,671.64,671.87,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-52R-CC-A,0,13,671.87,672,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,horizontal,medium bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-53R-1-A,0,14,679.1,679.24,,claystone [Leg339],,claystone ,claystone ,100,5YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-53R-1-A,14,33,679.24,679.43,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-53R-1-A,33,59,679.43,679.69,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-53R-1-A,59,72,679.69,679.82,,sandy siltstone [Leg339],,sandy siltstone ,sandy siltstone ,100,10Y 2.5/1 (greenish black),lithified [B84],silt [W22_1],2,medium sand [W22_2],5,poor [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],cross-bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-53R-1-A,72,151,679.82,680.61,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-53R-2-A,0,115,680.61,681.76,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,100,GLEY 1 7/10Y (light grrenish grey),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-53R-2-A,115,151,681.76,682.12,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-53R-3-A,0,100,682.12,683.12,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,inclined,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-53R-3-A,100,108,683.12,683.2,nannofossil rich,claystone [Leg339],,nannofossil rich  claystone ,nannofossil rich claystone ,100,GLEY 1 5/10Y (greenish gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-53R-3-A,108,153,683.2,683.65,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-53R-4-A,0,29,683.65,683.94,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 4/10Y (dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],fining upward,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-53R-4-A,29,139,683.94,685.04,,nannofossil chalk [Leg339],,nannofossil chalk ,nannofossil chalk ,100,GLEY 1 7/10Y (light grrenish grey),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-53R-4-A,139,147,685.04,685.12,nannofossil rich,foraminiferal chalk [Leg339],,nannofossil rich  foraminiferal chalk ,nannofossil rich foraminiferal chalk ,100,GLEY 1 6/10Y (greenish gray),lithified [B84],very fine sand [W22_2],3,fine sand [W22_2],4,moderate [BP01],,,,,,,,,,100,,,,,horizontal,thin bed [B01],parallel lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-53R-5-A,0,30,685.12,685.42,,foraminiferal chalk [Leg339],,foraminiferal chalk ,foraminiferal chalk ,100,GLEY 1 6/10Y (greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],parallel lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349-U1433B-53R-5-A,30,34,685.42,685.46,,claystone [Leg339],,claystone ,claystone ,100,GLEY 1 5/5GY (greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
